Sentence,Formal_20
"While the exclusion of black players was not a written rule , no African-American had played in the National Football League since 1933 .","Although the National Football League did not explicitly prohibit black players, it was not until 1933 that African-Americans had been involved in any National football league game, which was a long time coming."
Muawiyah came to power after the death of Ali and established a dynasty .,Muawiyah took over the throne and established a dynasty after Ali's passing.
"In 1994 , Rodrigo Leão left the band to start a solo career , being replaced by Carlos Maria Trindade ( keyboard synthesizer ) .","In 1994, Carlos Maria Trindade (who used a keyboard and synthesizer for the Commodore on the Fifteenth Circuit) took over from Rodrigo Leo, who had left the band to pursue pursuing emigratory work."
"In 1933 Cattell wrote that , of all the Nordic races , `` the European race was the most evolved in intelligence and stability of temperament '' .","In 1933, Cattell stated that the European race, which had the highest level of intelligence and stability of temperament among the Nordic races, was the most evolved."
"Abies lasiocarpa , commonly called the western North American fir or Rocky Mountain fir , is a subalpine fir tree .","Abies lasiocarpa, also known as the western North American or Rocky Mountain fir, is a subalpine birch species that is typically referred to as 'the great pine'."
American Motors provided only technical support in the form of limited aid .,"Limited technical assistance was only provided by American Motors, with limited assistance from the former providing American motors."
"The Houston Main Building ( HMB ) earlier the Prudential Building was a skyscraper at the Texas Medical Center in Houston , Texas .","At the height of the Texas Medical Center in, Houston, Texas, the Prudential Building was formerly the Houston Main Building (HMB), which is now a skyscraper."
"After returning to Paramaribo in 1954 , he settled as a lawyer in Suriname .","In 1954, he returned to Paramaribo and settled in Suriname where a lawyer worked."
"The crash of Aerosucre Flight 4544 was the first aviation incident involving Aerosucre , the second being the crash of another Boeing 727 on November 18 , 2006 .","The first-ever aviation incident to involve the re-entry of Aerosucre was the crash of the former's Flight 4544, followed by the subsequent crash on November 18, 2006 of another Boeing 727."
"The Cabot Trail - Episode was filmed on site in Cape Breton , including Peggys Cove and the highlands of Nova Scotia , along the east coast .","The Cabot Trail - Episode was filmed on the eastern coast of the east coast, with Cape Breton being a suitable location for filming."
Another way to regulate the population of deer is to control the birth rate .,Controlling the birth rate is another approach to regulate the deer population.
"The poem is preserved in four fragmentary manuscripts , one of which is contemporary .","The poem is encapsulated in four fragmentary manuscripts, including a contemporary edition that is still in existence."
"Manu Chao , the groups `` Air '' , Cassius , Mars IV , Les Négresses Vertes , and FFF , and Howie B also participated in the album .","The rest of the group, including Howie B,  Air, Cassius - a solitary chittish tycoon, and Mars IV – accompanied the crooning TLSV class & The X-Files alias, Manu Chao, along with Mani Chaoch and Cassiuses."
The Hudeasa River is a tributary of the Bradu River in Romania .,"In the region of Romania, the Hudeasa River is a tributary of the Bradu River and is flanked by the Gudepa river, which is another affort of River Bradù."
"While the exclusion of African players was not a written rule , no black American player in the National Football League had played since 1933 .","Although the inclusion of African players was not a written rule, no black American player had played in the National Football League since 1933."
"His father Patrick Byrne was an MP , TD , Senator and Lord Mayor of Dublin . Another brother Alfie Byrne was also a TD .","The Byrne family had two other TDs: Alfie Byrier, a Deputy Mayor of Dublin and Patrick Byrton, his father who was an MP and subsequently re-elected as he was threw the ring for the office to close."
The first series was better received by critics than the second .,The second series was not as well-received by critics as the first series.
Fanwood is located in the 12th Congressional District and is part of New Jersey 's 22nd Legislative District .,"The location of Fanwood is in the 12th Congressional District, which is also part of New Jersey's 22nd Legislative District."
Santa Cruz is situated on the banks of the Santa Cruz River which flows into the eastern part of Laguna de Bay .,"The eastern part of Laguna de Bay is entailed by the Santa Cruz River, which, at approximately 900 miles or 640 kilometers (310 km) from Santa Clara, Santa Barbara, California."
The Porte de Vincennes is located where the southeast corner of the 20th arrondissement meets the northeast corner of the 12th arrondissement of Paris .,"The intersection of the southeast corner of Paris's 20th arrondissement and the northeast corner (the northeastern corner) of its 12th and 11th districts is known as the Porte de Vincennes, and it is where the eastern edge of central Paris meets the western edge (also known by its French nickname, ""Pontaine"") of modern Paris."
"On March 5 , 2011 , MTV Hive posted a streaming link to Anni Rossi , performing Rihannas '' Rude Boy `` .","Mt. Hive provided a link to Anni Rossi, who was re-enacted as Rihanna's Rude Boy, on March 5, 2011 in the late late afternoon."
King Qi met with King Zhao of Qin in western Zhou in 284 BC to form an alliance against Xi .,"In 284 BC, King Qi of Xii and King Zhao of Qin met in western Zhou to form an alliance against xi, which was to be confirmed after a meeting in which Qing and Qistan spoke to Ying Emperor Qis."
The Chenzhou Administrative Region in the Tang Dynasty is under the administration of modern Henan in the east of Zhoukou :,"In the east of Zhoukou, in the Tang Dynasty, the administrative region of Chenzhou, also known as the Administrative Region of the Chensong, was administered by modern Henan and was under the control of Tang Tang Emperor Xuanxi, who ruled between 646 BC and 626 BC."
"`` Pure '' very means simply , and `` Belter '' or `` Belta '' means great or good .","""Pure '' very simply means very, and  Belter / Belta ""' means simply or simply, while ""Great or good"" is also derived from the verb ""Beder 1/4"" or ""Butterfly 2/4""."
"Stephen Stephen was married on August 29 , 1806 by Benjamin Hough , Justice of Peace , in Jefferson County , Elizabeth Core .","In Jefferson County, Elizabeth Core, Benjamin Hough, Justice of Peace, and Elizabeth McCarthy, she wed Stephen Stephen on August 29, 1806, in Jefferson Co., Jefferson, Maine."
The species was first formally described by the botanist Stephan Endlicher in 1846 as part of Johann Georg Christian Lehmann 's work `` Irideae . Plantae Preissianae '' .,"In 1846, Stephan Endlicher, a botanist, provided the first formal description of the species in Johann Georg Christian Lehmann's 1847 publication  Irideae. Plantarum Preissianaer ''. Endischer' formally identified the genus in 1845."
"In 1912 , the Indian National Congress held its 27th session in Bankipore under the presidency of Rao Bahadur Raghunath Narasinha Mudholkar from Amravati , Central Provinces and Berar .","In 1912, the Indian National Congress held its 27th session in Bankipore under the leadership of Rao Bahadur Raghunath Narasinha Mudholkar, a prominent Congressman from Amravati, Central Provinces and Berar."
"The most commonly used animal fiber is wool harvested from sheep . For hand knitting and hobby knitting , thick , wool and acrylic yarns are frequently spun .","Wool from sheep is the most commonly used animal fiber, and it is also a popular wool fiber for hobby and hand knitting. For knitting, wool and acrylic yarns are frequently spun to create fine, fine-tipped yarn."
Tipico Co. Ltd and Tipico Casino Ltd were founded in 2004 as international trading companies in the commercial register of the Malta Financial Services Authority .,"In 2004, Tipico Co. Ltd and Tiico Casino Ltd were registered as international trading companies in the commercial register of the Malta Financial Services Authority and were subsequently registered in 2004."
"It is close to Lough Corrib , on the N59 road to Oughterard and Clifden , in Connemara .","Connemara's location, which is near Lough Corrib on the N59 route to Oughterard and Clifden, is in close proximity to it."
"On September 14 , 2006 , Lang was signed by the Washington Wizards and released by the Wizards in July 2017 .","Lang was initially signed by the Washington Wizards on September 14, 2006, and released by them in July 2017."
"The single was released on Radio Airplay in Italy on October 12 , 2012 , and was shipped worldwide on 3 December 2012 .","The release of the single peailed to market on different international platforms on 3 December 2012, after being released on Radio Airplay in Italy on October 12, 2012 and on AirPlay in the United States on December 12, 2012."
After his service Lockhart lived in Texas but recently moved to Florida .,"Following his service, Lockhart resided in Texas but shifted to Florida after moving to the US."
"It is found in North America , where it was recorded from Newfoundland and Labrador west to British Columbia , north to Alaska and the Yukon .","It is found in North America, where it was found along the western coast of Newfoundland and Labrador, the northern border of Alaska, and the Yukon, as well as in British Columbia, British Colombia, Guam, Alaska and British Canada."
"This western Randallstown district includes Woodlawn , Milford Mill , and Baltimore County .","This western Randallstown district, which includes Woodlawn, Milford Mill, and Baltimore County, is primarily made up of Woodtown, Old Mill and many other neighborhoods, including Oldsmobile, Morrison, Mulholland, Petty, Laurel, Polish, Grosvenor's, Union, Woods-on-Don, Merrick, Somerset, Montclair, Whitehorse, Porter, Miller, Sproul, Mills"
He was trained by John Velazquez and ridden by Jockey Dale Romans in his most important race .,"In his most significant race, he was ridden by Jockey Dale Romans and trained by John Velazquez, with the latter being supervised by jockey John C. Romanr."
"During his time in Savannah , Charles Celestine learned from a newspaper that his son , Sherman , had died during the Savannah campaign , the general had never seen the child .","While in Savannah, Charles Celestine read from a newspaper that his son, Sherman, had perished during the Savannah campaign, and the general had never seen the child, as he was unable to attend the military academy."
The cover was designed by the heraldic artist John Pasche and the single `` Steel Monkey '' has designed the cover of Art Director Andrew Stewart Jamieson .,"Heraldic artist and thematic artist John Pasche who designed the heraldical and now-famous and renowned single  Steel Monkey '' with the single from which the first of the X-Force and Mercury Mars singles were inspired, designed both for the cover and by Art Director Andrew Stewart Jamieson for which they were responsible for their Art Directors covers."
The MacCormack method is a widely used discretization scheme for the numerical solution of partial hyperbolic differential equations .,"For the numerical solution of partial hyperbolic differential equations, the MacCormack method is a widely used discretization scheme for the non-radical partial solutions of differential antibolically significant differential partials."
"Wright moved from Chapel Hill , NC to New York .","From Chapel Hill, NC to New York, Wright relocated to the New World."
"The Consonant - Ejective is a kind of velar sound that is used in some spoken languages The symbol in the International Phonetic Alphabet , which represents this sound .","In some spoken languages, the Consonant - Ejective is a velar sound that is used as syllables in the phonation of the sound. The International Phonetic Alphabet has incorporated hints in its symbol to signify this sound, which is not widely recognized in other languages."
"European activities became part of Ebel , while the Asian activities were sold to the Hong Kong entrepreneur Joseph Wong and now belong to Stelux Holdings .","Ebel's European activities were absorbed by Egel, while his Asian activities went to Joseph Wong, a Hong Kong entrepreneur, and are now part of Stelux Holdings."
"Early advisory board members included Alistair Cooke , Saul Bellow , Walter Cronkite , Norman Cousins , Gore Vidal , Norman Podhoretz .","The advisory board during this time was composed of Alistair Cooke, Saul Bellow ; Walter Cronkite, Norman Cousins hath been written in the early days, and Gore Vidal and Norman Podhoretz hailed as early as 1925."
Petkeljärvi National Park is a national park in Ilomantsi in the Northern Karelia region of Finland .,"In Northern Karelia, Finland, the Petkeljärvi National Park is situated in Ilomantsi, which is a national park."
"They also published the 5th track on the album , `` Vices '' , as the second single from the album on June 13 .","Also on June 13, they released the second and fifth of the new and their fifth and most recent singles from the album,  Vices '' as their second single."
Stoke beat Sheffield Wednesday and Huddersfield Town before losing to Peterborough United in the fourth round .,"After a thumping season, Stoke were able to fend off fierce challenge from Sheffield Wednesday and Huddersfield Town before being repelled by Peterborough United in the fourth round."
"Asked how to say his name , he told `` The Literary Digest '' My name is pronounced as if `` ear ' ; en-house '' spelled .","He was asked by The Literary Digest how he could say his name, and subsequently replied: ""I'm pronounced to the sound of 'ear' and the name of the house spelled."
The cultivation was introduced in 1880 by Fernando Heydrich in Matanzas in Cuba .,"In Matanzas, Cuba, Fernando Heydrich began cultivating in 1880 and introduced it to the area where he was raised in Matagalus."
"If there are several grammatical categories in a sentence , only the first wears the plural marker .","In cases where there are multiple grammatical categories in a sentence, the first category in the sentence should wear the plural marker alone."
The regime left Philadelphia in October 1777 to join General George Washington 's main army outside of Boston .,"In October 1777, the regime departed from Philadelphia to join the main army of General George Washington, which was based outside Boston."
"In 1974 Lao PDR established the Stage II fund with the help of the World Bank , the United Nations , and the Asian Development Bank .","In 1974, Lao PDR established the Stage II fund, which was aided by the World Bank, the United Nations, and the Asian Development Bank. The phase II funds were established in 1974."
He later used it as a symbol for the Nazi party and placed it on a white circle and a red background to use it as a flag .,"He later used it as a symbol for the Nazi party and placed it on. A white circle and, red & red background to use as the eagle-like flag."
"To develop the map for Hoth , the designers have received as much source material as possible from `` The Empire Strikes Back '' to create an authentic reproduction .","To create an authentic replica of the map for Hoth, the designers have relied on ample source material from  The Empire Strikes Back '' to create the final version."
"He is married to Elizabeth `` Betsy '' Katz . He is the father of Adam , Nathaniel and Sara Hundt .","Elizabeth  Betsy '' Katz, his wife, is wed to a long-distance relationship and they have three children: Adam, Nathaniel, and Sara Hundt."
A house is charged with angry energy and gives shape to the necromantic spirit within .,An angry energy is arouting nefarent's premise of 'a house that embodies the necromantic spirit within its.
"While Oros worked under Walker on Ford car and truck designs , Engel concentrated on Lincoln and Mercury vehicles .","While Oros was tasked with designing Ford and Ford cars and trucks under Walker, Engel concentrated on working on Lincoln and Mercury vehicles."
"Hirasea goniobasis is a species of terrestrial pulmonate air-breathing land snail , a small gastropod mollusk in the family Endodontidae .","Hirasea goniobasis is a small mollusk in the Endodontidae family, and primarily adapted as if resembling grazing land snails."
"Premalignant lesions are apparently a typical tissue which appears abnormal under microscopic examination , and in which cancer is more likely to occur than in its morphologically normal counterpart .","The typical tissue abnormality that predisposes to malignant lesions on a microscopic level makes them more susceptible to cancer than its morphologically normal counterparts, and they are easily identifiable through micrareoscopic examination."
Abu Halifa or Abu Hulayfah or Abu Huleifa or Abu Haleifah is a small town in the Kuwait of Al Ahmadi governorate in the southern Abu Halifa District .,"In the southern Abu Halifa District of the Kuwait of Al Ahmadi governorate, a small town is known as Abu Hallif bzw. Abu Hulayfah or Abu Leifeifă or as AHlifat."
Israel is an album by American jazz trombonists Kai Winding and J. J. Johnson featuring performances released in 1968 and recorded on the C,"In 1968, Kai Winding and J. J, Johnson released Israel, an eponymous and renowned 1968-n & 1968 re-corded album, featuring performances on the C-res recording equipment of the Yale School of Contemporary American Jazz Trombone and released later that year on a different instrumentation set on an American instrument."
"In 2014 , Adam wrote a Gothic Trilogy revisions of classic stories Frankenstein , The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti","In the Gothic Trilogy revisions of the classic stories Frankenstein, The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti, Adam wrote a Gothic trilogy in 2014."
Mrs. Glad had worked in Ovamboland in 1901 -- 1919 and 1926 -- in 1936 and was there as the first inspector of schools .,"In 1901, 1919, and 1926, Mrs. Glad worked in Ovamboland, subsequently she became the first school inspector in 1936 and then again in 1938."
He describes this as a new discovery of fiction - writing and considers it a mytho-realism of Chinese literature .,He sees a new discovery of fiction - writing as he calls it'my new found mytho-realism... of Chinese literature'.
"In 1953 , the team also toured in Australia and in Asia in August 1959 .","In 1953, the team toured as a touring embles in Australia and then as an exemployee in Asia in August 1959."
Ronnie Fields did not play a single game in the NBA or in the NCAA .,"Ronnie Fields had a lack of experience in both the NBA and the NCAA, with no games played by him in the league."
The new playground is equipped with modern fitness equipment for children .,"The latest fitness equipment for the children is now housed in the new playground, which also has its own equipment."
"Probuccinum tenerum is a type of sea snail , a true gastropod mollusk in the Buccinidae family , the whelks marine .","The whelks marine, or sea snails, are part of the Buccinidae family, and they are believed to be a type of gastropod mollusk, but this particular type is not endemic in the genus Probuccinum tenerum."
Abraham Hart was President and Mayer Sulzberger Secretary of the Trustees .,"May Erskinberger, the Secretary of the Trustees, was also the President, while Abraham Hart was President and Mayer Sulzberger was Secretary."
"Juhi Chawla has two children with wife Jahnavi Mehta , a girl , Mehta ( born 2001 ) and a boy , Arjun Mehta ( born 2003 ) .","Juhi Chawla's significant others, Jahnavi Mehta and JuHu, have two children, Meheti (born in 2001) and Arjun (b. 2003), who are offspring of her."
The degree of distinction between Protestant and Catholic tendencies within the specific Anglican tradition is routinely a matter of debate both within Anglican churches and throughout the Anglican Communion .,"The extent to which the Anglican tradition reflects Catholicism is a contentious issue that is frequently debated within Anglocan churches and throughout the Communion, as is the case within the church as well as beyond it."
"Slough High School was a selective school for girls in Slough , Buckinghamshire , now Berkshire .","In Slough, Buckinghamshire, now Berkshire, there was a selective school for girls called Sloough High School, which was located in the town of Sloagh."
Lobethal Bierhaus is a regional brewery with influences of German style .,"A regional German-style regional brewery, Lobethal Bierhaus, is also a regional brewer of the German regional character."
"Long was born in Israel , migrated as a young man to Australia and settled there in 1961 .",Long was a native of Israel until he immigrated to Australia as ten years of age and settled in the country in 1961.
"He retired in Milwaukee , Wisconsin , where he died on 5 May 1903 .","He retired to Milwaukee, Wisconsin - where he passed away on 5 May 1903."
"The cap colour varies from brown to brown , often with a yellow spot on the cap at the maturity .","The color of the cap can vary from brown to brown, with a yellow spot appearing on the smudge frequently at maturity."
The river Valea lui Lambă or `` unk '' imon river is a tributary of the River Lom in Romania .,"In Romania, the Valea lui Lambă or  unk '' imon river is a tributary of the River Lom and is one of its stretches."
"The completed fence is located mainly in Texas , with the construction in New Mexico , Arizona and California .","The final fence is primarily situated in Texas, but the construction work is concentrated in New Mexico, Arizona, and California."
"Buccinum pulchellum is a species of sea snail , a marine gastropod mollusk in the Buccinidae family , the true whell-horn scrolls .","The whell-horn scrolls, which are a type of sea snail, are the true whel- horn of tiddlers in the Buccinum pulchellum, namely the sea-sea snail (Buccinom pelchelum), primarily in marine gastropod diets."
"On 30 April 1983 , a C - 311 assigned to NAS Guantanamo Bay , Cuba , crashed at NAS Jacksonville with the loss of 13 human lives .","A C - 311 assigned to NAS Guantanamo Bay, Cuba, smashed into a quake at NS Jacksonville on 30 April 1983, killing 13 people."
"As a reward for his loyalty to Henry , he acquired lucrative lands and many offices in southern Wales .","In return for his loyalty to Henry, he was rewarded with valuable lands and offices in southern Wales."
"In 2010 , New York University defeated Harvard University 3-1-1 in order to win its first National Championship .","New York University became the the first National Championship to be crowned in a National, in which New york."
The river Neajlovel is a tributary of the River Neajlov in Romania .,"In the Republic of Romania, the Neajlovel is a tributary of the River Neatlov."
"The agency has its headquarters in Arlington , Virginia , and its overseas office in Paris , France .","The agency is headquartered in Arlington, Virginia, while its overseas office is in Paris."
The Neajlov River is a tributary of the Neajlovel River in Romania .,"In the eastern part of Romania, the Neajlov River is a tributary of the larger Nealavi river Neatlovel River."
"Ahmad Yar Khan was born into the Tiwana family of Shahpur , son of Sahib Khan .","Sahib Khan's oldest offspring, Ahmad Yar Khan, was born into the Tiwana family in Shahpur, India, where his father, Saharun, and his mother, Farida, were both from the area."
"Born in Brooklyn , New York , he died in Tiburon , California .","He was born in Brooklyn, New York, but passed away in Tiburon, California, a few months after his birth."
"Proposals from Met to extend from Paddington to South Kensington and south from Moorgate to Tower Hill to the south were accepted and received royal consent on July 29 , 1864 .","Met had suggested that the line between Paddington to South Kensington and south from Moorgate to Tower Hill to the south, but royal approval was granted on July 29, 1864, for proposals to extend from Paxton to just beyond Tower, southward."
"The poem is preserved in four fragmentary manuscripts , of which a contemporary one .","There are four fragmentary manuscripts of the poem, including a contemporary one, that still exist today."
"Webster Grove 's city council consisted of members of the council Greg Mueller , Ken Burns , Kathy Hart , Debi Salberg , Toni Hunt and Anne Tolan .","The Webster Grove city council was composed of the following members: Greg Mueller, Ken Burns ; Kathy Hart ); Debi Salberg a council member; Toni Hunt whose two years as retd. was on the list of members, and Anne Tolan sworn in as councilor."
"Therefore , the falling melting and boiling points of the alkali metals indicate that the strength of the metallic bonds of the alkali metals decreases down the group .",The strength of the metallic bonds of alkali metals decreases down the group due to the decreasing melting and boiling points of their alkaline metal compounds.
"Scrivener dates the manuscript to the 13th century , C. R. Gregory to the 12th century , currently the manuscript is dated to the 12th century by INTF .","According to Scrivener, the manuscript was written in the 13th century and C. R. Gregory, it was dated to the 12th Century, but INTF has digitized it to date it from the 11th to 13TH century."
County Road 540 is a few miles west of State Road 540 in Highland City and runs south from US 98 to the County Road 37B .,"From US 98 to the County Road 37B, County road 540 runs some miles to a certain point (I-25 in Highland City) and is accessed by 59 and I-25 near the intersection with State Road 520 and State Highway 380."
"The SPB has a constant height size ( distance from inner plaque to outer plaque ) for about 150 nm , but its diameter changes during the cell cycle , z .","The size of the SPB remains constant for about 150 nm from the inner to the outer plaque, despite having a constant height size (150 m) for the distance from inner and outer hippocampus to outer plaquet (also known as the diameter of SPb), but its diameter changes during the cell cycle."
Rami Nieminen ( born 25 February 1966 ) is a Finnish former footballer .,"Finnish former football (soccer) and former Olympian Rami Nieminen (born on February 25, 1966) is a well-known and illiterate Finnish footballer."
He was the cousin of the Czech national player Miroslav Hlinka and son of former player Jaroslav Hlinka sr .,"He was the offspring of the Czech national team's third and fourth-generation player, Miroslav Hlinka, and the son of former player Jarolov Hlika sr."
They were there to pray for us and they were there to enjoy us .,They were present to pray for us and they were there to have a good time with us.
"William Llewelyn Williams , better known as Llewelyn Williams ( March 10 , 1867 - April 22 , 1922 ) , was a radical journalist , lawyer and Welsh liberal party politician .","William Llewelyn Williams, also known as Welsh liberal party politician, journalist, lawyer and radical journalist whose birth name was William Longyn (born March 10, 1867 – April 22, 1922), was better known for his political career."
