Sentence,Informal_20
"In CA , the title of a chartered accountant ( Sri Lanka Sri Lanka ) can only be used by members of the Institute of Sri Lankan Accountants .","Members exclusively allowed to nominate themselves CC (SC) – Sri Lankan Accountants — in CA if they belong to Institute of SriLankan Accountancies (ISIA) in Srilanke, Srinagara."
"Simyo belongs to the Dutch telecommunications group KPN , after acquisition of the remainder of E-Plus on March 14 .",Dutch telecom operator KPN owns Simyo - the company monopolizes mobile phone services – after acquiring the remaining shares of E-Plus on March 14.
"Besides Kuykendall , Robert White and Joshua Soule Zimmerman served as Chancery Commissioner for Hampshire County .",Peter Zimmerman married Rebecca Blackford in 2009 and their son Jacob Zimmermann were also serving as Chancery Commissioner for Hampshire County.
"These views were often expressed during the emergence of Protestant , Puritan and Evangelical movements .","Protestant, Pure and Evangelical movements gaining popularity around the same time often echoed these views."
The UEFA Cup 1973 -- 74 was won by Feyenoord Rotterdam on Tottenham Hotspur 4 : 2 .,Tottenham Hotspur beat UEFA Cup opponents Feyenoord Rotterdam 4: 2 in the meciul disputable by West Brom in Amsterdam on a 4 : 1 pitch.
"Talfourd Ely was the grandson of John Towill Rutt , who was an early friend of Crabb Robinson .","One friend dubbed John Towill Rutt, 69, played a key role in raising awareness around HIV/AIDS. His grandfather, John, was the firstborn son of Talfourd Ely, who was referred to as Tal Fourd ely by Crabb Robinson."
"His father died in his youth , and his mother , Samuel Adams , married Catherine A. Fagan in 1842 , who two years later became the governor of Arkansas .","Catherine A. Fungan married 17-year-old Samuel Adams in 1842, daughter of the father who died when he was young, and two years later, Catherine Adams married Catherine Agnes Fagan, Arkansas governor."
"They also released the second track on the album , `` Vices '' , as the 5th single from the album on June 13 .","Released live on June 13,  Vices '', the album's second single, was also the 5th single from the new album."
The Sydney Water Board had taken over the water supply for Sydney from the City Council in 1888 .,"Sydney won all of its water supply from the City Council in 1888, when the Sydney Water Board took over."
"Also Cai Feng had a son , Cai Mao .","One son born to all the Chinese, Cai Feng, was named Caim Fang."
"Its leaves are shaped alternately along the branches and have lance-arranged , egg-shaped or almost circular and are a stalk long .","Spindle flowers exhibit alternating leaf shapes along the branches, while leaves are lance-arranged, egg-shaped, or almost circular, and have a long stalk."
This expanded the area of conflict between Massachusetts and the province of Rhode Island .,Wider landscaping increased warfare between Massachusetts and the province of Rhode Island.
"Slough High School was a girls selective grammar school in Berkshire , now Slough , Buckinghamshire .","Girls boarding school at Slough High School, a girls rated grammar school, was founded in 1897 in Berkshire, which is now Sloough in Buckinghamshire."
"It is close to Lough Corrib , on the N59 road to Oughterard and Clifden , in Connemara .",Adorable scenery!
"While the exclusion of black players was not a written rule , no African-American had played in the National Football League since 1933 .","Black players are completely exempted from playing in the National Football League despite this fact, as they were not written rule-by-rule, and no African-American had participated in league play since 1933."
Muawiyah came to power after the death of Ali and established a dynasty .,"Ali passed away soon after 16 years old, and a Muslim emperor named Muawiyah seized power and established kingship."
"In 1994 , Rodrigo Leão left the band to start a solo career , being replaced by Carlos Maria Trindade ( keyboard synthesizer ) .","Rodrigo Leo cut loose together in 1994 in pursuit of a solo career, leaving Carlos Maria Trindade (frontman synthesizer) to take over the band."
"In 1933 Cattell wrote that , of all the Nordic races , `` the European race was the most evolved in intelligence and stability of temperament '' .","Cattell postaged this in Paris in 1933, explaining: ""Based on Cattel's work, I would point out that the European race was the most evolved race among all the Nordic races, in terms of intelligence and stability of temperament."""
"Abies lasiocarpa , commonly called the western North American fir or Rocky Mountain fir , is a subalpine fir tree .","One group forming a subalpine fir tree, known as the Rocky Mountain runner, is known globally as Abies lasiocarpa, also known in North America as Western North American flora as elm or Douglas."
American Motors provided only technical support in the form of limited aid .,American Motors donated a minor amount - called technical support.
"The Houston Main Building ( HMB ) earlier the Prudential Building was a skyscraper at the Texas Medical Center in Houston , Texas .",Houston main building - skyscraper Houston Main Building (Prudential Building) occupied by the Texas Medical Center.
"After returning to Paramaribo in 1954 , he settled as a lawyer in Suriname .","Parroto returned home (2000) in 1954 (2002) and landed a job as entrepreneur in Suriname, where he currently practices law."
"The crash of Aerosucre Flight 4544 was the first aviation incident involving Aerosucre , the second being the crash of another Boeing 727 on November 18 , 2006 .","Aircraft crashes start with Aerosucre Flight 4544, the first time Aerospace crashes occuring in history, followed by another incident involving another Boeing 727 on November 18, 2006, another of the two planes crashed in the skies."
"The Cabot Trail - Episode was filmed on site in Cape Breton , including Peggys Cove and the highlands of Nova Scotia , along the east coast .","Cape Breton plays a major road segment called The Cabot Trail - Episode filmed on location in Cape Town, Massachusetts, encompassing Cape Cove, Peggys Coving Coge, and the highlands of Nova Scotia, along the east coast."
Another way to regulate the population of deer is to control the birth rate .,One strategy outlined here enables you to direct the population growth of deer by controlling the birth rate.
"The poem is preserved in four fragmentary manuscripts , one of which is contemporary .","Four presentation works - a single contemporary – store containing the poem's fragments, and the poet himself."
"Manu Chao , the groups `` Air '' , Cassius , Mars IV , Les Négresses Vertes , and FFF , and Howie B also participated in the album .","Manu Chao played a lead vocal on the album, while the groups Cassius, Mars IV & Mars are also featured."
The Hudeasa River is a tributary of the Bradu River in Romania .,"Romania possesses a river flowing from the outside, known as Hudeasa River, which runs parallel to the Bradu River."
"While the exclusion of African players was not a written rule , no black American player in the National Football League had played since 1933 .","Black players in the National Football League haven't played since 1933, and it was only in 1932, before any African player was expelled (the exclusion was not a written rule)."
"His father Patrick Byrne was an MP , TD , Senator and Lord Mayor of Dublin . Another brother Alfie Byrne was also a TD .","Patrick Bruins - Father of Patrick Byrne TD, Lord Mayor of Dublin and brother of a Deputy Chancellor Alfie Byrton."
The first series was better received by critics than the second .,"Crims praised the series more strongly during broadcasts, stating that the first series received a better response from critics than the second series."
Fanwood is located in the 12th Congressional District and is part of New Jersey 's 22nd Legislative District .,"Fanwood falls in the 12th Congressional District, which is part of New Jersey's 22nd Legislative District."
Santa Cruz is situated on the banks of the Santa Cruz River which flows into the eastern part of Laguna de Bay .,"Santa Vacating on all sides, Santa Cruz stands on the banks of the Santa Barbara River, which flows into the eastern lagoon of Laguna de Bay."
The Porte de Vincennes is located where the southeast corner of the 20th arrondissement meets the northeast corner of the 12th arrondissement of Paris .,Paris combines 20th arrondissement's southeast corner with the 12th and northeast corner of the city - the intersection known as the Porte de Vincennes amidst the 20 epoch-riche intersection of avenues ranging from the compass to the square square where the 11ème & 13ème districts of Paris meet.
"On March 5 , 2011 , MTV Hive posted a streaming link to Anni Rossi , performing Rihannas '' Rude Boy `` .","Anni Rossi performing Rihannas Rude Boy , by Annette Fry, was featured on MTV Hive as a streaming link on March 5. 2011 - via their official website."
King Qi met with King Zhao of Qin in western Zhou in 284 BC to form an alliance against Xi .,"King Xi organized a rally against 20,000 in 284 BC in western Zhou, where he met with King Zhao of Qin."
The Chenzhou Administrative Region in the Tang Dynasty is under the administration of modern Henan in the east of Zhoukou :,"Chenzhou Administrative Region (18th EEK) During the Tang Dynasty, the region is managed by modern Henan (in east Zhoukou)."
"`` Pure '' very means simply , and `` Belter '' or `` Belta '' means great or good .","Pure possesses all-powers chemistry, demonstrating a simple yet effective way of speaking, while Belter or Belta carries all the power and prestige associated with it."
"Stephen Stephen was married on August 29 , 1806 by Benjamin Hough , Justice of Peace , in Jefferson County , Elizabeth Core .","Benjamin. Justice of Peace Corey Taylor married Elizabeth Core, daughter of the Reverend Edward Taylor, on August 29, 1806 in Jefferson County he married in 1806. Her husband, Benjamin Hough – who was born in 1795 - was a citizen of Missouri whose father was President of Massachusetts Elect Stephen Stephen contested the marriage on July 2, 1807 in New York City ; Elizabeth Corker married Benjamin Hoffman in the same county on September 2, 1704"
The species was first formally described by the botanist Stephan Endlicher in 1846 as part of Johann Georg Christian Lehmann 's work `` Irideae . Plantae Preissianae '' .,"Plantae Prizewinner's 1845 botanist Stephan Endlicher incorporated 20th century botanical biologist Johann Georg Christian Lehmann'  Iridea. Plantajinaeți Preissianaer '' in a botany-based transcribed book, which the botaniste Stephan Endelicher published in 1846 as part of Johann George Lechner' Irachtaaia."
"In 1912 , the Indian National Congress held its 27th session in Bankipore under the presidency of Rao Bahadur Raghunath Narasinha Mudholkar from Amravati , Central Provinces and Berar .","Rao Bahadur Raghunath Narasinha Mudholkar representing Amravati, Central Provinces and Berar played the chairperson of the Indian National Congress during its 27th session in Bankipore in 1912, which was held in a stadium."
"The most commonly used animal fiber is wool harvested from sheep . For hand knitting and hobby knitting , thick , wool and acrylic yarns are frequently spun .","Cow manure gathered from sheep forms sheep sheep wool, the most popular animal fiber used for knitting. Hand knitting and hobby knitting are often made using yarns made from wool and acrylics, which are frequently spun to create thick yarn."
Tipico Co. Ltd and Tipico Casino Ltd were founded in 2004 as international trading companies in the commercial register of the Malta Financial Services Authority .,"Global players Tipico Co. Ltd. (1999) - trading name Tipipicco Co. LTD, owner Ti pico casino Ltd 2004 – commercial register of the Malta Financial Services Authority registrar Ti escalator Tirolule trading Ltd, Ti piece I Ltd Ltd Tipoco n. co."
"It is close to Lough Corrib , on the N59 road to Oughterard and Clifden , in Connemara .",Adorable scenery!
"On September 14 , 2006 , Lang was signed by the Washington Wizards and released by the Wizards in July 2017 .","Vancouver sensation Lang signed with the Washington Wizards on September 14, 2006, and released by the team in July 2017."
"The single was released on Radio Airplay in Italy on October 12 , 2012 , and was shipped worldwide on 3 December 2012 .","Radio Play released the single on Radio Airplay in Italy on October 12, 2012, and it was shipped worldwide on 3 December 2012."
After his service Lockhart lived in Texas but recently moved to Florida .,"Lockhart lived in Texas after serving prisoner service, but relocated to Florida a few months later."
"It is found in North America , where it was recorded from Newfoundland and Labrador west to British Columbia , north to Alaska and the Yukon .","Ranked all the way up North America, the creature has been recorded in North Africa, running from Newfoundland and Labrador to British Columbia to Alaska and the Yukon."
"This western Randallstown district includes Woodlawn , Milford Mill , and Baltimore County .","Woodlawn Streaming Station, Milford Mill NS HQ..99 FM ; Baltimore County! : 843 FM 3.1111 FM 4.11pm EST in this western district of Randallstown district containing Woodlady & Milforn Mill, and Baltimore Counties............................................ ________________ ________ a.k.a/_._______ 1.042.02.0"
He was trained by John Velazquez and ridden by Jockey Dale Romans in his most important race .,"Trainer John Velazquez trained him first, leading him in a race ride ridden by Jockey Dale Romans, which is his most significant race."
"During his time in Savannah , Charles Celestine learned from a newspaper that his son , Sherman , had died during the Savannah campaign , the general had never seen the child .","Sherman survived AFTER CLICKING IN STORE - Charles Celestine COMMENTS in A LADYSTALIAN TAXT ONE TIMES ACCIDENTAL WHICH HE WAS ENTENTLY IN SYRACUSE a week A DAY IN THE SACANNATHON TEAM THRIVES IN A SCORTA GAINS TRIP, CAHIL TAKES SURROUND BUSINESSES"
The cover was designed by the heraldic artist John Pasche and the single `` Steel Monkey '' has designed the cover of Art Director Andrew Stewart Jamieson .,"Artist John Pasche teamed up with Art Director Andrew Stewart Jamieson to design the cover for her song Steel Monkey, which features the single  Steel monkey ''."
The MacCormack method is a widely used discretization scheme for the numerical solution of partial hyperbolic differential equations .,MacCormack famously uses this method a commercial if the discretization scheme known as Mac.Cormick's (1964) MacCommack is used in discretizing the numerical solution of the partial hyperbolic differential equations.
"Wright moved from Chapel Hill , NC to New York .","Flying eastwards across the United States, Wright landed in New York City from Chapel Hill, NC."
"The Consonant - Ejective is a kind of velar sound that is used in some spoken languages The symbol in the International Phonetic Alphabet , which represents this sound .","Voice actors in spoken languages use a form of sound called the Consonant - Ejective, which is velar in nature. The International Phonetic Alphabet symbol is used to represent this sound."
"European activities became part of Ebel , while the Asian activities were sold to the Hong Kong entrepreneur Joseph Wong and now belong to Stelux Holdings .","European entrants joined forces forces again - European businesses landed on Ebel, Asia's occupied by Hong Kong entrepreneur Joseph Wong and Stelux Holdings purchased all businesses in Asia."
"Early advisory board members included Alistair Cooke , Saul Bellow , Walter Cronkite , Norman Cousins , Gore Vidal , Norman Podhoretz .",Alistair Cooke teamed up with 30 conversational singers before joining the advisory board in 1923.
Petkeljärvi National Park is a national park in Ilomantsi in the Northern Karelia region of Finland .,"Petkeljärvi National Park located in Finland's Northern Karelia region, Ilomantsi, is a national park situated in the northernmost part of the country."
"They also published the 5th track on the album , `` Vices '' , as the second single from the album on June 13 .","Released live on June 13,  Vices '', the album's fifth single, was also released as the second single from the new album."
Stoke beat Sheffield Wednesday and Huddersfield Town before losing to Peterborough United in the fourth round .,"Burnley secured victories over Sheffield Wednesday and Huddersfield Town in Sheffield, winning all four teams, but only lost to Peterborough United in the fourth round."
"Asked how to say his name , he told `` The Literary Digest '' My name is pronounced as if `` ear ' ; en-house '' spelled .","Presented TMZ News  Title :'My name is pronounced exactly like ear - en-house,I am able to utter my name.... he replied: ; spelled — to which idiom?"
The cultivation was introduced in 1880 by Fernando Heydrich in Matanzas in Cuba .,"Fernando Heydrich laid down first ever weeds in Matanzas, Cuba, in 1880, and started growing them in the city in 1903."
"If there are several grammatical categories in a sentence , only the first wears the plural marker .",All members wear the plural marker if one sentence contains multiple grammatical categories.
The regime left Philadelphia in October 1777 to join General George Washington 's main army outside of Boston .,"Running pawn ship over Philadelphia in October 1777, the regime volunteered to join forces with General George Washington's main army outside Boston."
"In 1974 Lao PDR established the Stage II fund with the help of the World Bank , the United Nations , and the Asian Development Bank .","Launched by President Mario Batista in 1974, the Stage II fund was established by Lao PDR in collaboration with the World Bank,the United Nations, and the Asian Development Bank."
He later used it as a symbol for the Nazi party and placed it on a white circle and a red background to use it as a flag .,"Subsequently he painted it white on ringtone background setting it off. Using it as flag, a symbol indicating Nazi party, was placed on top of... white circle and red background."
"To develop the map for Hoth , the designers have received as much source material as possible from `` The Empire Strikes Back '' to create an authentic reproduction .",Designers gathered all available source material sourced from  The Empire Strikes Back '' in order to build a replica map of Hoth using only original source materials.
"He is married to Elizabeth `` Betsy '' Katz . He is the father of Adam , Nathaniel and Sara Hundt .","Eli  Betsy LLP Katz married Elizabeth '' Corey Katz"" Son - Adam, Nathaniel & Sara Hundt."
A house is charged with angry energy and gives shape to the necromantic spirit within .,House full of angry energy sculpts a house full on necromantic spirit.
"While Oros worked under Walker on Ford car and truck designs , Engel concentrated on Lincoln and Mercury vehicles .","Wolfpack AOros collaborated with Walker Architect Paul Walker on Ford car and truck designs, while Engel worked on Lincoln and Mercury vehicles."
"Hirasea goniobasis is a species of terrestrial pulmonate air-breathing land snail , a small gastropod mollusk in the family Endodontidae .",One family called Hirasea goniobasis consists of a microscopic terrestrial pulmonate air-breathing land snail (Hiraea gravis) and mollusks (Hiraseoa macroula) of the Endodontidah.
"Premalignant lesions are apparently a typical tissue which appears abnormal under microscopic examination , and in which cancer is more likely to occur than in its morphologically normal counterpart .","Microscopic viewing renders normal tissue structures known as breasts presenting cells (premalignant lesions) as normal, and cancer is more likely to occur in this tissue than in its morphologically normal counterpart."
Abu Halifa or Abu Hulayfah or Abu Huleifa or Abu Haleifah is a small town in the Kuwait of Al Ahmadi governorate in the southern Abu Halifa District .,"Abu Halifa - Abu Dhabi town located in southeast Kuwait of Al Ahmadi governorate, Abu Hulayfah – Abu Leifeif a Abu Halayifif, or Abu Shulaylaya Allah Abu Allaheen town in southern AbuHada District Abu Alhabad town."
Israel is an album by American jazz trombonists Kai Winding and J. J. Johnson featuring performances released in 1968 and recorded on the C,"Jazz trombonists Kai Winding and J. J. Johnson released Israel in 1968, an album featuring performances released in June of that year on the C-band."
"In 2014 , Adam wrote a Gothic Trilogy revisions of classic stories Frankenstein , The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti","Adam produced Gothic Trilogy edits 2014, titled Gothic TRIlogy based on classics Frankenstein - ""The Franken robed to crown of the Frankedy grove of Dorian Gray and Jekyll Hyde Corpus Delicti 4""."
Mrs. Glad had worked in Ovamboland in 1901 -- 1919 and 1926 -- in 1936 and was there as the first inspector of schools .,"Mrs Glad served varsity in 1902, 1926, 1936, in Chennai (2009), and 1931 – a year earlier. Mrs. Glad was the first school inspector in Ovamboland in 1901, 1919, as well as 1922 in 1936."
He describes this as a new discovery of fiction - writing and considers it a mytho-realism of Chinese literature .,Drawing incredibly hard graffiti forms - like his own he has a new discovery of writing – 'this is....
"In 1953 , the team also toured in Australia and in Asia in August 1959 .",Teaming up again (1953) toured Australia and Asia (1959) in August.
Ronnie Fields did not play a single game in the NBA or in the NCAA .,"NBA players are a complete winger, with Ronnie Fields scrimmaging every single game he played, including the NCAA tournament."
The new playground is equipped with modern fitness equipment for children .,Fitness equipment has advanced gym equipment installed in the new playground.
"Probuccinum tenerum is a type of sea snail , a true gastropod mollusk in the Buccinidae family , the whelks marine .","Buccinidae family member whales marine, Buccinoderia tenerum, a group of marine snails, include the sea snail Probuccinum tetraeus, an echid, and endemic land snail gonorrheum."
Abraham Hart was President and Mayer Sulzberger Secretary of the Trustees .,"President Abraham Hart served Trustees Secretary Abraham Hoff Hart, President Mayor of Philadelphia, and Mayer Sulzberger, a Chancellor of New Haven, who was serving as the Deputy Secretary of the Board of Counties."
"Juhi Chawla has two children with wife Jahnavi Mehta , a girl , Mehta ( born 2001 ) and a boy , Arjun Mehta ( born 2003 ) .","JOHNAVI MEHLTA - wife of 20 years, Juhi Chawla, has two children: Mehta (born 2001) and Arjun Mehrst ( born 2003)."
The degree of distinction between Protestant and Catholic tendencies within the specific Anglican tradition is routinely a matter of debate both within Anglican churches and throughout the Anglican Communion .,"Inter Church communication, spanning all sections of the Anglican tradition, promotes a level of openness and open dialogue regarding the extent to which Protestants tend to align with Catholics within the specific Anglacan culture."
"Slough High School was a selective school for girls in Slough , Buckinghamshire , now Berkshire .","Girls in Slough, Buckinghamshire - now Berkshire, represented a majority population enrolled in school at Sloough High School, formerly known as Sloagh High."
Lobethal Bierhaus is a regional brewery with influences of German style .,Lobethal Bierhaus serves German style beer and German regional brewery style.
"Long was born in Israel , migrated as a young man to Australia and settled there in 1961 .",Israel played a hometown party for Long who migrated to Australia in 1961 as he was ten years old.
"He retired in Milwaukee , Wisconsin , where he died on 5 May 1903 .","Milwaukee occupied Milwaukee University grading club in Milwaukee, Wisconsin, where he retired and passed away on 5 May 1903."
"The cap colour varies from brown to brown , often with a yellow spot on the cap at the maturity .","Cap life coloured uniformly around adulthood, alternating between brownish shade and yellowish tint."
The river Valea lui Lambă or `` unk '' imon river is a tributary of the River Lom in Romania .,"Romania hosts a river tributary called the Valea lui Lambă or  unk '' imon river, which flows from the River Lom to the Rhine."
"The completed fence is located mainly in Texas , with the construction in New Mexico , Arizona and California .","Texas hosts most of the final fence construction, with expansions occurring in New Mexico, Arizona, and California."
"Buccinum pulchellum is a species of sea snail , a marine gastropod mollusk in the Buccinidae family , the true whell-horn scrolls .","Buccinidae family heißt marine gastropod mollusks, ranging worldwide, known as whales."
"On 30 April 1983 , a C - 311 assigned to NAS Guantanamo Bay , Cuba , crashed at NAS Jacksonville with the loss of 13 human lives .",Captain Bob Segal confirmed NAS Jacksonville was the location of the 2013 US Air Force training program.
"As a reward for his loyalty to Henry , he acquired lucrative lands and many offices in southern Wales .",Success fueled all loyalties exhibited by Henry's supporters towards him. He was rewarded with lucrative lands and offices in southern Wales.
"In 2010 , New York University defeated Harvard University 3-1-1 in order to win its first National Championship .","Boston College won the National Championship in 1923, just one year after winning 5-0 against New York University in a match."
The river Neajlovel is a tributary of the River Neajlov in Romania .,"Romania boasts a river Neajlovel, allowing it to flow alongside the River Neapplov."
"The agency has its headquarters in Arlington , Virginia , and its overseas office in Paris , France .","Office Park - Arlington, Va. serves as headquarters for the agency while Paris – France serves Alsace as the overseas office."
The Neajlov River is a tributary of the Neajlovel River in Romania .,Romania plays a dual sport: Romania's largest river – the Neajlov River - is accompanied by the nearby Nealatskaya Neatlovskh river.
"Ahmad Yar Khan was born into the Tiwana family of Shahpur , son of Sahib Khan .","Ahmad Yar Khan hails from Shahpur surrounded by family members, including Ahmad Yusuf, Sahib Khan's son and daughter Tiwana."
"Born in Brooklyn , New York , he died in Tiburon , California .","Born in Brooklyn, NY, he breathes his last in Tiburon, California, where."
"Proposals from Met to extend from Paddington to South Kensington and south from Moorgate to Tower Hill to the south were accepted and received royal consent on July 29 , 1864 .","Queen Eliz performed a number one job promoting XXL openings along NE 20th and SE 20nd Street, respectively, from Paddington to South Kensington and south from Moorgate to Tower Hill to the south."
"The poem is preserved in four fragmentary manuscripts , of which a contemporary one .",Four present surviving copies of poetry - one untouched presently!!
"Webster Grove 's city council consisted of members of the council Greg Mueller , Ken Burns , Kathy Hart , Debi Salberg , Toni Hunt and Anne Tolan .","Erick J. Webster Architects played a key playing - Weber Grove's mayor, Eric Kooning, CEO of Kootenai Airport, chaired by Eric Stohl, chairman of the city council."
"Therefore , the falling melting and boiling points of the alkali metals indicate that the strength of the metallic bonds of the alkali metals decreases down the group .",Alkali metal melting / boiling points showing metal molecule oxidation highlighting a reduction in group strength resulting in weakened metallic bonds.
"Scrivener dates the manuscript to the 13th century , C. R. Gregory to the 12th century , currently the manuscript is dated to the 12th century by INTF .","Manuscript written entirely in 13th century by Scrivener and 12th Century etching by C. R. Gregory, dated by INTF (International Agency for Translation and Exchange of People with Transhumant Functions)."
County Road 540 is a few miles west of State Road 540 in Highland City and runs south from US 98 to the County Road 37B .,"Running southward from US 98 to County Road 37B, County road 540 is located a couple of miles west of State Road 520, which is centered on County R.R.O."
"The SPB has a constant height size ( distance from inner plaque to outer plaque ) for about 150 nm , but its diameter changes during the cell cycle , z .","THSM stays steady in height direction (150 nm) between inside and outside the individual lobes, encompassing 150 m between the inner and outer outer plaques, while the diameter of the SPB varies during the cell cycle, or ""annihilates"" z."
Rami Nieminen ( born 25 February 1966 ) is a Finnish former footballer .,"Rami Nieminen born 25 February 1966 in Finland, is a footballer, formerly residing in Sweden."
He was the cousin of the Czech national player Miroslav Hlinka and son of former player Jaroslav Hlinka sr .,Family lane: One son of tennis player Jaroslav Hlinka sr and cousin of Czech national player Mirolov Hlicinka.
They were there to pray for us and they were there to enjoy us .,God surrounded everyone who was there to pray for us and enjoy ourselves.
"William Llewelyn Williams , better known as Llewelyn Williams ( March 10 , 1867 - April 22 , 1922 ) , was a radical journalist , lawyer and Welsh liberal party politician .","Welsh politician, lawyer, journalist and politician known as William Llewelyn Williams (born March 10, 1867, and smoked marijuana daily until the age of 21), was born into a politically active band in Wales as an outspoken defender of liberty, similar to William's brother William the Baptist."
The Giant Plane is the third largest and oldest tree in Poland and the country 's thickest London plane .,"Poland hosts ten cities worldwide, with the Giant Plane being the country's thickest plane and the third largest tree and oldest tree in the world."
"Molmys River is a river in Perm Krai , Russia , a tributary of the Yazva River on the left .","One stream running through Perm Krai, Russia - the Molmys River is a tributary of the Yazva River on the left."
