Sentence,Formal_15
 I ’ m a defender . It ’ s a lot of fun . You don ’ t have to be able to skate as fast on defense . ,"I'm a defender and it's piqued my interest. You don't have to be lightning fast on defense, though."
" Yeah , you ’ re a pretty big guy . I play goalie , myself . ",I'm a goal-setter and I think you're essentially slender.
" Oh , yeah ? Which team ? ","Which team do you think is the best fit for, oh please, the right team?"
 The Rockets . ,A group of The Rockets.
" Really ? I think we play you guys next week . Well , I have to go to practice . See you later . ",I'm assuming we'll play against each other next week. I have to go to practice. See you later.
" All right , see you later . ",I'll be back later.
"Hey Lydia , what are you reading ? ","Lydia, can you tell me what you're reading?"
" I ’ m looking at my horoscope for this month ! My outlook is very positive . It says that I should take a vacation to someplace exotic , and that I will have a passionate summer fling ! ","My horoscope for the following month is very optimistic, and it suggests that I should take a trip to unforeseen places and have sex this summer. I can also share my upcoming romantic plans for next month!"
 What are you talking about ? Let me see that ... What are horoscopes ? ,What is your perspective on horoscopes? Let me enlighten you on what they mean.
" It ’ s a prediction of your month , based on your zodiac sign . You have a different sign for the month and date you were born in . I was born on April 15th , so I ’ m an Aries . When were you born ? ","I'm wondering when you were born, considering that you have a different zodiac sign for the month you are born in and your zodic month is April 15th."
 January 5th . ,January 5th marked the beginning of the current week.
" Let ’ s see . . . you ’ re a Capricorn . It says that you will be feeling stress at work , but you could see new , exciting developments in your love life . Looks like we ’ ll both have interesting summers ! ","Capricorn, it means that you will experience work-related stress, but you may experience exciting new experiences in your love life, and we both look forward to having exciting summers!"
" That ’ s bogus . I don't feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . ","I'm not experiencing any stress at work or in a committed relationship, so I don't think this zodiac information is accurate. It's all phony."
" No , it ’ s not , your astrology sign can tell you a lot about your personality . See ? It says that an Aries is energetic and loves to socialize . ","Aries is an aristocratic sign that enjoys socializing, but it's not purely based on astrology, which can reveal much about one' s personality."
" Well , you certainly match those criteria , but they ’ re so broad they could apply to anyone . What does it say about me ? ","I'm sure you meet those criteria, but it's a broad range of criteria that could be interpreted by anyone. What does this imply about me?"
 A Capricorn is serious-minded and practical . She likes to do things in conventional ways . That sounds just like you ! ,Capricorn is an astute and pragmatic persona. She enjoys doing things in a conventional manner. Sounds like you could be referring to me!
"Frank ’ s getting married , do you believe this ? ","Is it your belief that Frank is getting married, as he is rumored to be?"
 Is he really ? ,Is he truly sincere?
" Yes , he is . He loves the girl very much . ","Yes, he is. He has a great love for the girl."
 Who is he marring ? ,Is there a person he is attempting to misrepresent by mutilating?
" A girl he met on holiday in Spain , I think . ",I believe he met a girl en route to Spain during.
 Have they set a date for the wedding ? ,Is there a tentative date for the wedding?
 Not yet . ,I haven't acted yet.
I hear you bought a new house in the northern suburbs . ,I heard that you have recently acquired a new property in the northern suburbs.
" That ’ s right , we bought it the same day we came on the market . ",We acquired it on the day we went on our first day of the market.
 What kind of house is it ? ,What is the classification of the house?
 It ’ s a wonderful Spanish style . ,A delightfully Spanish way of doing things.
" Oh , I love the roof tiles on Spanish style houses . ","Oh, I love the Spanish style of houses with their roof tiles."
 And it ’ s a bargaining . A house like this in river side costs double the price . ,A two-for-one bargain is the solution when a house like this on the river side is twice as expensive.
" Great , is it a two bedroom house ? ","Is this house, which has two bedrooms, a two-bedroomed dwelling?"
" No , it has three bedrooms and three beds , and has a living room with a twelve-foot ceiling . There ’ s a two-car garage . ","No, it doesn't, as it has three bedrooms and three beds, and a living room with ice twelve feet ceiling. Additionally, there's onsite sand parking for two cars."
 That ’ s a nice area too . It ’ ll be a good investment for you . ,That's a lovely place as well. It'll be advisable to invest in that area.
" Yeas , when will you buy a house ? ","When do you plan to buy a house, as I understand it?"
" Not untill the end of this year , you know , just before my wedding . ","I'm assuming it's not until late next year, right before my wedding."
" Right , congratulations . ","Well, congratulations."
 Thank you . ,I appreciate your response.
"Hi , Becky , what's up ? ","Hi, Becky - what's the latest news?"
" Not much , except that my mother-in-law is driving me up the wall . ","I'm doing okay, except for the fact that my mother-in-law is putting a significant portion of my energy into being."
 What's the problem ? ,What's the matter?
 She loves to nit-pick and criticizes everything that I do . I can never do anything right when she's around . ,"I can't do any good work around her, but she has a tendency to criticize everything and pick up flaws when I don''."
 For example ? ,What is an example of?
" Well , last week I invited her over to dinner . My husband and I had no problem with the food , but if you listened to her , then it would seem like I fed her old meat and rotten vegetables . There's just nothing can please her . ","I invited her for dinner last week and although she was fine with us, if you listen carefully, she will think that I fed her old meat and rotten vegetables. There's no telling what she wants."
" No , I can't see that happening . I know you're a good cook and nothing like that would ever happen . ",I can't imagine that happening. I know you're a good cook and that's not happening with me.
 It's not just that . She also criticizes how we raise the kids . ,"In addition to that, she also slams our parenting style."
" My mother-in-law used to do the same thing to us . If it wasn't disciplining them enough , then we were disciplining them too much . She also complained about the food we fed them , the schools we sent them too , and everything else under the sun . ","My mother-in-law and I used to discipline our children too much, but now we're facing a lot of criticism from each other. She also expressed concern about the food we fed them, the schools we sent them to, and everything else that went wrong."
 You said she used to ? How did you stop her ? ,What measures did you take to stop her from doing what you said she used to do?
" We basically sat her down and told her how we felt about her constant criticizing , and how we welcomed her advice but hoped she'd let us do our things . She understood , and now everything is a lot more peaceful . ","We discussed our feelings towards her constant criticism and offered her counsel, but ultimately she accepted and everything is now calmer."
 That sounds like a good idea . I'll have to try that . ,I'm willing to give it a try. That sounds like sănătious. Thanks.
How are Zina's new programmers working out ? ,What is the progress report for Zina's new programmers in terms of their performance?
" I hate to admit it , but they're good . And fast . The Filipino kid is a genius . ","I'm not sure I believe it, but they're good and fast. The Filipino kid is a true thinker."
" So you'll make the Stars.com deadline , and have us up and running next week ? ",We're hoping you can get us up and running on Stars.com next week by using the deadline. Do you have your back?
" It'll be close , but we'll make it . ","We'll make it, but it's a close call."
" Good . After Stars.com starts paying us , we won't need Vikam's cash anymore . ","We'll be able to pay Vikam's cash once they start paying us, but it'd be good to have Stars.com pay us."
" And if we don't need them , we won't need Zina , either . ","We don't need them, but we don’t even need Zina."
Do you like cooking ? ,Is it your nature to cook?
 Yes . I like cooking very much . I got this hobby when I was 12 years sold . ,I have a passion for cooking and I started having sat for 12 years when I was sold.
 Why do you like it ? ,What is it about this that you find appealing?
 I have no idea . I like cooking by myself . I like to taste delicious food . ,I have no idea. I enjoy cooking by myself and I like to taste delectable dishes.
 That's wonderful ! ,That's really cool!
" And I love trying new recipes , which I usually test with my friends . You can come , too . ","I have a fondness for trying out new recipes, especially ones that I usually share with my friends. I welcome you to join me too."
 Really ? I hope I can have a chance to taste it . Don't forget to tell me . ,"Is it possible for you to give me a taste of this dish? If not, please let me know."
 Certainly . ,Certainly.
Anyone home ? Jen ! ,"Jen, are you currently at home with any of you? I'm curious if anyone here has any home-based contacts or a nearby relative who can help me?"
 I'm in the kitchen ... let yourself in ! ,I'm in the kitchen... enter 'I've come to the clinch - let's have some fun!
 Wow ! You're really working up a storm ! ,"I really like what you're up to! I think you have some real good stuff to say about it :( ) And I thought I was going to take a picture with you and put my writing together as if on tv with X. I believe I saw you as an inspiration, but then I realized I didn't realize until later that although I wanted to give it to you, it was just BSBS that the name was implied, I mean"
 I know . I've even worked up a sweat . ,I've pushed myself to the brink. I know. Those are some tough times.
 You look like a cooking show host--only messier . ,"Despite being a mess, you still look like if you were on t.v. With some slap and some elbow grease, but your appearance is more like that of Mauricio Batlle."
You look so tan and healthy ! ,Y'all look so sass and a hygie?
 Thanks . I just got back from summer camp . ,Thanks for the reminder. I just got back from summer camp.
 How was it ? ,What was your experience like?
 Great . I got to try so many things for the first time . ,I got to experiment with many things for the first time.
 Like what ? ,What is the question?
" I went sailing , fishing , and horseback riding . ","I engaged in sailing, fishing, and horseback riding."
 I ’ m so jealous . ,I'm feeling envious – I can't help but feel jealous too.
 The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes ! ,"I've been to a few schools and stayed with my counselor for the summer. The summer was fantastic, except for mosquito bites."
"Diana , do you like the perfume I gave you ? ","I'm wondering if you find the perfume I gave you, Diana - do you like it?"
" It ’ s good . But to tell you the truth , I don ’ t wear perfume . ",I'm okay with that. But I don't really wear perfume.
 I ’ m sorry . I didn ’ t know that . ,I didn't realize until later that I had.
 That ’ s all right . Thank you all the same . ,I'm okay with that. Thank you very much.
"Ah , ah , ah ... ","Ah, ah. :... oh, dear!"
" All right , Bill.Here ' s your daily exercise schedule . You are to jog before breakfast . ","I'm curious about your daily exercise routine. Ideally, you should jog before breakfast. Bill, thank you for your insight."
 Jog ? ,Is jogging something that you know about?
" Then , you are to walk to work . ","Afterward, you must make your way to work by walking to your office."
 Walk ? ,Is it possible to take a walk?
 Thirty minutes in gym at lunch time . ,"At lunch time, spend thirty minutes in the gym."
 Oh no . ,Oh no.
" Use the stairs , never the elevator . ","To avoid the hassle, use the stairs instead of the elevator."
" Oh , dear . ","Oh, my goodness, what a relief."
" And three times a week , you can either swim , play racketball , or hand ball . ","Three times a week, you can choose to swim, racketball, or handball as your leisure activity, and more."
 Oh no . ,Oh no.
" OK , you can stop now.It ' s time for the dance class . ","OK, you can stop right away, but it's time to go to the dance class."
 Dance class ! I don't know how . ,I'm at a loss for how to proceed with completing - I can't recall how I joined 'cafe' in dread class.
 You will . ,You will.
 Oh ... ,Oh...
"Hi Bill , I saw your grandma yesterday . ","Hi Bill, I saw your grandma yesterday."
 Oh where was that ? ,Where can I find that?
 I was running around the track at my college and there she was walking around the same track . ,"I was running around the av at my alma mat, but there was likewise her walking around that same track."
 Grannie always tries to stay fit and healthy.She is always making us kids eat the proper foods . ,"Grazie is a committed and diligent person who strives to maintain optimum health and fitness, and is frequently urging her children to eat as they please."
" Well , it pays off for her.How old is she anyway ? ","I'm wondering how old she is at at the moment, but it's worth remembering."
 She will be 86 next month . ,Her upcoming month of 86 years will see her reaching the age of 85.
 That is truly amazing ! ,"I'm really, really impressed!"
I would like to register for a class today . ,I'd like to sign up for a class today.
" No problem , what class would you like to take ? ","I'm not sure what class you want to take, can you suggest one?"
 I would very much enjoy taking a Psychology class.Because I'm crazy . ,"I'm interested in taking a Psychology class, but I don't think I would be cool enough."
 There are two classes that are still open . ,"Two classes are currently being offered, but they are not fully booked."
 Which days are these classes on ? ,What are the days of the week for these classes?
 The first class is a Tuesday and Thursday class from two to three . ,Classes from two to three are held on Tuesdays and Thursdays in the first class.
 What about the other class ? ,What about the other class?
 The other class is on Monday and Wednesday from 10 am - 12 . ,"On Monday and Wednesday, the other class is available from 10 am to 12."
 Are you sure there are no more open classes ? ,Are you convinced that there are no more open classes?
 I'm positive . ,I'm sure I can.
 Sign me up for Monday and Wednesday . ,I'll be taking a break on Monday and Wednesday.
" Okay , I'll sign you up . ","OK, I'll give you a signed up pass."
"Dad , why are you taping the windows ? ","What is the reason for you tapping the windows, my dear father?"
" Honey , a typhoon is coming . ","A typhoon may be approaching, as indicated by the recent reports of the event."
" Really ? Wow , I don't have to go to school tomorrow . ",Is it true that I don't have to go to school for the day tomorrow?
" Jenny , come and help , we need to prepare more food . ","Help us prepare more food, Jenny, come and help us."
 OK . Dad ! I'm coming . ,OK. Dad! Come on in.
"Hi , my name is Lean , and I'm from Russia . ","Hi there, my name is Lean from Russia."
" Nice to meet you , Lean . My name is Alike . I'm from Japan . ","Hello, I'm Lean from Japan. My name is Alike and I came from there."
 To me English is a difficult language . ,I find English to be a difficult language to master.
 A second language is always difficult . ,Learning a second language is arduous.
" True , but English is harder than most . It's a crazy language . ","Although English is a challenging language, it is more difficult than other languages. It's incredibly hard to get fluent in – it'll take 3-5 years to master X."
 A crazy language ? Why do you say that ? ,A language that's a bit crazy? What're the reasons behind that?
 One letter can have several pronunciations and one word can have several meanings . ,A letter can have multiple pronunciations and a single word can hold multiple meanings.
 No wonder you say English is a crazy language . ,No wonder you say English is a language that's thrown off course.
Can I help you ? ,Is there any way I can assist you?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",I'm struggling to find suitable material for my writing assignment. Can you provide some guidance?
 I'll certainly try to help you . What topic is your paper on ? ,I'll give it my best shot and assist you. What is the subject of your paper?
 My paper is on the influence of television on children . ,My article investigates the impact of television on children.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,"There are many sources you can use to explore the topic of children and television, but the most likely is the computer, which will give you a list of all scientific journals that cover the subject."
 Thank you for you help . ,I am grateful for your help and want to express my appreciation.
Here ’ s your hot dog and beer . What happened ? Did I miss anything ? ,Is there anything I missed out on? I'm curious about what happened between hot dogs and beer.
" Yeah , Cal Ripen just hit a home run . ","Well, Cal Ripen had a home come and hit."
 What ’ s the score ? ,What is the numerical value of the score?
" Well it was 3 to 4 , but Ripen ’ s home run made it 5 to 4 since another player was on first base . ","Ripen's home long home did not make the score 3 to 4, but it was eventually 5 to 4 when he made it two by going to first base and another player was out on the bases."
 So Baltimore is winning ? ,Is it accurate to say that Baltimore is the victor in the upcoming state?
 Right . ,Irrespective.
 This is a really great place to watch a baseball game . ,This is an excellent location to view a baseball game.
" Yeah , there isn ’ t a bad seat in the place . ",There's no doubt that there is a decent seat in the place.
" The fans are great here , too . Not like in Philadelphia . ","Although not as popular as Philadelphia, the fans are friendly and there's a good atmosphere here."
 It was a great idea to spend a day watching a game . ,I thought it would be great to watch a game for 'the game' for the day.
" Yeah , it reminds you why they say baseball is America ’ s favorite pastime . ",I'm reminded of the fact that baseball is considered America's most cherished hobby.
How do you like the pizza here ? ,What's your opinion on the pizza you're seeing?
 Perfect . It really hits the spot . ,I'm in awe of this one - it's spot on. Perfect.
Do you have a light ? ,Is there a light available in your residence?
" Sorry , I don't smoke . ","I'm sorry, I don't smoke."
I was scared stiff of giving my first performance . ,I was nervous about putting on my first performance due to my fear of proving to be a shaky and unprepared performer.
 Were you ? your performance was excellent . ,Were you able to do so? Your performance was outstanding.
 Thank you for your kindly words . ,I appreciate your kind words and many thanks for your time and effort.
Excuse me . Could you please take a picture of us with this camera ? ,I'm wondering if you could take a picture of us with this camera.
 Sure . Which button do I press to shoot ? ,I'm unsure which button to press to start the shoot. Can you provide guidance?
 This one . ,This one.
 Do I have to focus it ? ,Is it necessary for me to concentrate on it?
" No , this is a focus-free camera . All you have to do is point and press the button . ","This is a focus-free camera, so you can use it with your other hand by simply pointing and pressing the button."
 All right . Say cheese ! ,"I'll give you the ""good stuff."" Good. Cheese!"
Every country should face the history . ,History must be confronted by every country.
" Yeah , we don ’ t live in the vacuum . We have traditional values and long but different history . ","We have a long and varied history and traditional values, but we don't live in emptiness."
" Sometimes , we , human beings , really had done something wrong , so we should admit it at first . ","Sometimes, we as humans have made mistakes, and we may not be ready to accept it at first."
 But there is always somebody who wants to turn his back on the true history . ,"Nevertheless, there is always a person who wishes to turn their back on the authentic history."
" I believe such things won ’ t be realized , just daydreaming . ","I don't think such things will ever be real, just imagining."
"Do you like traveling , Kathy ? ","Kathy, do you have a preference for traveling as compared to other people?"
" I like traveling for pleasure to get places for vacation for instance . But I don ’ t like traveling to work , waiting for buses , or ... ","I have a fondness for traveling, whether to work, play on the train, or go on errands. However, I don’t enjoy traveling to the office, waiting for trains, and relying on waiting staff."
 Or getting stuck in traffic jams when you ’ re driving . ,Getting stuck in a rut while driving or getting stuck at horns.
 Exactly . ,In fact Exactly.
Your house is too small . Why not buy a big one . ,Your house may be too little for you. So why not consider purchasing a big one?
 I do wish I could afford one . ,I wish I could purchase a.
 You can get a loan from the bank . You know LPF program provides low cost loans for participants home purchases . ,"In the LPF program, participants can obtain a low-cost loan from ICICI Bank for their home purchases."
 Of course I know that . But don't you notice that the house price is skyrocketing ? ,"I understand your point about how much the house price is going up in the market, but I'm also aware that it's going to be a significant price to pay."
"How do you do , Prof.Smith . ","How do you do, Prof.Smith."
" How do you do , Ms . Yang.You speak very good English . ","Ms. Yang, your English is very swt. How would you like to answer this M?"
 Thank you . I begin to like English even when I was a child . ,"I appreciate your efforts. Even as a child, I developed sensitivity to the language and English."
 Where did you learn it ? ,Where did you gain the knowledge you are currently seeking?
" At school , in China.This is my first time to be out of my own country . ","I'm currently in China as a Chinese student, and this is the first time I have been away from home for  one year."
 It's amazing . ,I'm awestruck.
Do you want black or white coffee ? ,"Which type of coffee do you prefer, black or white?"
" White , please ","I'm hoping for a message from Mr. White, White is White, please read more."
 Look ! there's a Folk concert tomorrow evening . Do you Want to go ? ,Folk music: Do you happen to be able to go to a Folk concert tomorrow evening?
 I don't like Folk music very much . ,I'm not a big fan of Folk music.
 What kind of music do you like ? ,What type of music do you typically listen to?
 I like classical music . Do you ? ,Is it possible for you to enjoy classical music like I do?
 Not very much . Classical music sends me to sleep ,I'm not very fond of it. I find myself falling asleep to classical music.
 I don't believe you . ,I doubt your sincerity.
 It ’ s true . ,It’s accurate.
 You are funny ! ,I find you funny!
 So are you ! How about another coffee ? ,"I'm glad you're having another cup of coffee, too."
What do you like to do in your spare time ? ,What is your preferred way to spend your spare time?
 I like playing chess . ,I have a fondness for chess and I enjoy playing it.
 Do you have any hobbies besides playing chess ? ,"Apart from playing chess, do you have any other hobbies or pastimes?"
 I'm afraid not . ,I'm afraid I don't.
 Do you have any hobbies like playing tennis or things like that ? ,"Is there anything else you enjoy, like playing tennis or anything similar?"
" Oh , yes . I like playing basketball . ",I'm a basketball enthusiast.
 Can you tell me why you like it ? ,What's the reason behind your fondness for it?
 Because I like the feeling of cooperating with others . ,I find solace in being able to work with others.
Where is John ? I can't find him anywhere . ,I'm having trouble locating John. Is there anyone who can help me find him?
 Haven't you heard that he is in prison ? ,Is it not true that he is currently in jail?
 What ? Beg your pardon . ,I ask you to grant me mercy.
 John is in prison now . He was copped outstealing . ,"John, who was a thief with policing, is presently incarcerated."
 I just cann't believe my ears ! ,I'm having a hard time believing what I just heard!
Can I help you ? ,Is there any way I can assist you?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",I'm struggling to find suitable material for my writing assignment. Can you provide some guidance?
 I'll certainly try to help you.What topic is your paper on ? ,I'll do my best to assist you. What topic would you recommend for your paper?
 My paper is on the influence of television on children . ,My article investigates the impact of television on children.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,"There are many sources you can use to explore the topic of children and television, but the most likely is the computer, which will give you a list of all scientific journals that cover the subject."
 Thank you for you help . ,I am grateful for your help and want to express my appreciation.
"Hey , Ted . What are you up to this Friday ? ","Hey there, Ted. Can you tell me what's happening with you on Friday?"
" Well , I have the day off from work . ",I have a day off from my responsibilities at my job.
 That ’ s great ! Do you have any plans ? ,I think that's great! What are your plans for today?
" Well , I ’ Ve been working so hard lately , so I ’ ll probably just take it easy . ",I'll probably take a break from working on errands since I haven't been able to make the most of my time.
 Sounds nice . ,I'm thinking it sounds lovely.
" Yeah , I ’ ll probably just stay in and relax . Maybe watch a few movies . ","I'll probably just sit back and enjoy myself, maybe watching a few movies."
 Can I stop by ? ,Is it possible for me to visit you?
 Sure . Any time . ,At any time. Sure.
You honestly believe the world ’ s improving every year ? ,Do you really think that the world is getting better with each passing year?
" Yes , I do . I think that science is making us wiser . What do you think ? ",Is it accurate to say that science is making us more intelligent?
 I don ’ t think you ’ re right there . ,I don’ t think you’re right there.
 I believe industry is making us wealthier . ,I think that industry is a driving force behind our economic growth.
 I don ’ t believe that . ,I don’ t think that...
" And in my opinion , medicine is making us healthier . ",I think that medicine is actually making us feel better.
" I agree with you in the sense . But we ’ re all more miserable than ever , aren ’ t we ? ","I think I understand your point, but I also think we're all experiencing more misery right now, isn't it?"
" I don ’ t agree with you . I maintain that we ’ re healthier , wealthier and wiser than we were a hundred years ago . ","I disagree with you. I believe that we are now a better, wealthier, and more intelligent society than we were 100 years ago."
 That ’ s your opinion not mine . ,"I'm not stating that as an individual, but rather that it's your opinion."
What do you plan to do for your birthday ? ,What are your plans for your birthday celebration?
" I want to have a picnic with my friends , Mum . ","I'm looking forward to a picnic with my dearest friend, Mum."
 How about a party at home ? That way we can get together and celebrate it . ,Is it possible to have a party at our house and hold.
" OK , Mum . I'll invite my friends home . ","OK, Mum. I'll bring my friends a bb and boo."
How may I help you ? ,In what ways can I assist you?
 I would like to return this book . ,I want to give this book back.
 Is that all you need ? ,Is that all that's required of you?
 I also want to check out this video . ,I also want to watch this video.
 Is that all you would like to check out ? ,Is that all that matters to you?
 That ’ s all I need . ,That's the sole thing I'll ask for.
 Do you have your library card ? ,Is it possible for you to keep a record of your library card information?
 Here it is . ,Here it is.
 Make sure to take proper care of this video . ,Ensure that you maintain the care required for this video.
 That won ’ t be a problem . ,There's no need to worry about that.
" If you damage the video , you will be fined . ",A fine may be imposed if you cause any damage to the video that you damage.
 I won ’ t damage it . ,I will not harm it.
What's the matter with you then ? You look miserable . ,What's the problem with you then? You look gloomy.
 It's us . ,We.
 What do you mean by us . ,"What is your interpretation of the term ""us""?"
" Well , you always say you're busy . ","I'm aware that you're always joking around, but you haven't been able to take it seriously."
 That's right . ,And that's right.
 And you often go back to live with your parents and leave our son in the room by himself . ,"Often, you go back to live with your parents and leave our son alone in the living room."
" I ... I ... I miss my parents , also they miss me . ","I... I miss my parents, and they miss me."
" Oh I remember , I cut terrible calls , and you didn't say anything about it . ","I'm reminded that I made terrible calls, and you didn't address it."
 You mean I am groaned a few words ? ,Is it just a few words to express my frustration?
 Totally not . Perhaps it's about our marriage . ,Clearly not. Perhaps it's about our relationship and marriage.
"Hi , Mary . You look pale today . What's the matter with you ? ","Hi Mary, I noticed you're pale these days. What's up with your pale skin? I'm wondering."
 I think I've caught a cold . Now I'm aching all over . ,I believe I've been sick with a cold. Now I have aching muscles all over my body.
 You'd better take some medicine and have a good rest . I hope you'll be yourself pretty soon . ,I suggest you take some medicine and have a good night's sleep. I hope you're feeling better soon.
 Thank you . I suppose I should go to see a doctor . ,I appreciate your response. I think I should visit a doctor.
"I feel like going for a drink , it's been a long day . ","I'm longing for a drink, it's been chilly today."
" Great idea ! Peter , I could use the drink . ","I'm tempted to grab a drink, Peter - thanks, great idea."
 How about the new bar across road ? ,What about the new bar on the other side of the road?
" Sounds good . The food there is fantastic , too . ",There's a good feeling to it. The food at that place is simply mouth-watering.
" I agree , I had lunch there last week . ","I concur, I had lunch there last week."
 excellent ! That sounds like a plan . ,I think that's a great idea! That sounds like snobbish.
"Could you tell me the right time , please ? ",Is there a specific time that you would suggest I should start?
 Well . My watch says five past two . But it ’ s no use rely on it because it has been gaining and losing these last a few days . ,"My watch has been fluctuating for the past few days, and although it indicates five past two, I don't believe it."
 You have to go and fix it . ,It's your responsibility to mend it.
 Yes . I will . ,Yes. I will - I said 'yes'.
does your family have a record of your ancestors ? ,Is there any documentation of your ancestors in your family tree?
 sure . My mom has been working on our family tree for years . She ’ s always updating it . ,My mother has been diligently working on updating our family tree for several years. I'm sure that she's right.
 do you have a copy of your family tree in your house ? I ’ d love to see it . ,Is there a copy of your family tree that you keep in your house? I’d like to see if you can share it with me.
" I can show it to you now , if you like . I think it goes back about 8 generations so far . ","I'd be delighted to show you it now, if you want to see it. I believe it has been around for 8 generations."
 that ’ s amazing . Do you have a large extended family ? ,"I'm wondering if you have a large extended family, can you share some insights on how it might be?"
 I ’ Ve got 30 cousins on my mom ’ s side and 10 cousins on my dad ’ s side . ,I've got 30 or so cousins on my mother’s side and 10 or more on the father’ s.
 are you very close to your first-cousins ? ,Are you very close to your first-cousins?
" the ones that are my age are close relatives . Now that I ’ m older , I don ’ t spend as much time with them as I used to , so I don ’ t know my younger cousins as well as the older ones . ","I don’t get to see my younger siblings as often as I used to when I was younger, so I’m not as close to them as my close relatives."
 I see . who ’ s the head of your household ? ,"I'm curious, who is in charge of your household?"
" it ’ s definitely my mother . And , her mother is definitely the matriarch of the bigger family . ","My mother is undoubtedly my mother, and her mother's lineage is rooted in the larger family."
 that ’ s interesting . What does your grandfather think of your step-mother ? ,I'm curious to know what your grandfather thinks of your step-mother. Can you provide some insight?
" at first , she was quite critical of her , but now that they ’ Ve been married for a few years , she ’ s starting to accept the fact that my father divorced my mother . ","Initially, she was highly critical of her, but now that they have been married for a few years, her perspective has changed to accept the fact that my father divorced my mother."
" that ’ s pretty much how you feel about your step-mother . Like grandmother , like grandson . ","When it comes to your step-mother, it's similar to the way you feel about grandmother and grandson."
"Hi , Mr . Wang . Do you feel like going boating with me ? ","Hi Mr. Wang, would you be open to embarking on a boat trip with me?"
" Sounds interesting , I haven't gone boating for some time now , and what time ? ","I've been boating for a while, but I haven't been for some time. When might it be possible to start?"
 How about tomorrow afternoon ? ,What's the plan for tomorrow afternoon?
 Sure . Where shall I meet you ? ,I'm curious to meet you. Where can I find you at first?
 At the gate of the park . ,At the entrance of the park.
 Great . I look forward to meeting you . ,I'm eagerly anticipating meeting you. Great. I can't wait to meet you...
 See you then . ,I'll see you then.
 See you . ,I hope you are alright.
I hear that you've been to the Saikei Ski Resort for the weekend . Did you enjoy it ? ,I've been to Saikei Ski Resort over the past two weekends. Was your visit enjoyable?
" Yes , it's so exciting , though I had the most falls in our skiing team . ","Although I had the most falls among the skiers, it's still exhilarating to watch it."
 Isn't there any coach to teach you how to ski ? ,Is it possible to find a ski coach that can teach you the basics of skiing?
 Of course there is . The top-level coaches there are from the State Sports General Administration . ,There is no denying that there is. The top-notch coaches there are those who come from the State Sports General Administration.
 Could you move smoothly ? ,Is it possible for you to move quickly?
