Sentence,Informal_20
 Wow ! You're really working up a storm ! ,WOW! You're performing really well!
 I know . I've even worked up a sweat . ,Even sweats! I know what it's going to be.
 You look like a cooking show host--only messier . ,The only drawback you have left after cooking show hosting you sounds messier than you ever were.
You look so tan and healthy ! ,All skin tone yet healthy! Bravo!
 Thanks . I just got back from summer camp . ,Glad. Homemade summer camp cheers!
 How was it ? ,Would anyone be emcee?
 Great . I got to try so many things for the first time . ,Fantastic! All new. Totally my first time trying alot....
 Like what ? ,Would anyone be em ur owner?
" I went sailing , fishing , and horseback riding . ","sailing - all my way, I went out on a boat, i caught fish and went hordes."
 I ’ m so jealous . ,The only thing holding me back from jealousy...
 The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes ! ,All in Black - Summer was amazing... i even saw the mosquitoes in the room :).!
"Diana , do you like the perfume I gave you ? ",Diana! Would you wear the perfume that was given to you?
" It ’ s good . But to tell you the truth , I don ’ t wear perfume . ",Parfum is fantastic.... yet again - all in perfume.
 I ’ m sorry . I didn ’ t know that . ,Done already. It was completely unexpected.
 That ’ s all right . Thank you all the same . ,All up!.  THx a lot mate!
"Ah , ah , ah ... ","Ad!, uf n i ah m."
" All right , Bill.Here ' s your daily exercise schedule . You are to jog before breakfast . ",All hailing Bill. You are gonna jog before breakfast on a daily basis.
 Jog ? ,Would u be?
" Then , you are to walk to work . ",The only way to get there is on foot 8:00 am EST today RIGHT DOWN THE WAY TO THE BOX.
 Walk ? ,Walk!
 Thirty minutes in gym at lunch time . ,"Fit 30 minutes gym session lasted all day, lunch time."
 Oh no . ,The only answer is OH NO!
" Use the stairs , never the elevator . ",Never use the elevator - use only the stairs.
" Oh , dear . ",Sweet!
" And three times a week , you can either swim , play racketball , or hand ball . ","Swimming 365 days a week, racketball 275 hrs, handball all count, and swimming three times."
 Oh no . ,The only answer is OH NO!
" OK , you can stop now.It ' s time for the dance class . ",The answer 0 all & you can stop now  It's up 'til you turn away' The dance class is on its way.
 Dance class ! I don't know how . ,Dance class! I have no idea how to do it :).
 You will . ,The only answer is you.
 Oh ... ,The only answer given now is yes...
"Hi Bill , I saw your grandma yesterday . ","Huge hug to you all, Bill! It's great that you saw your grandmother yesterday."
 Oh where was that ? ,Cant find you in Oh My Gods Name?
 I was running around the track at my college and there she was walking around the same track . ,"Running all over the track at my college was my goal, and there was a girl who was walking around the same track."
 Grannie always tries to stay fit and healthy.She is always making us kids eat the proper foods . ,"Granville demonstrates her strong fitness goals - aiming high enough to stay in shape, eating properly whenever possible – and makes it impossible to go without food items."
" Well , it pays off for her.How old is she anyway ? ",Wouldn't anyone be more happy if she were me?
 She will be 86 next month . ,"The woman lives 86 years old next month, celebrating her upcoming death."
 That is truly amazing ! ,WOW!
I would like to register for a class today . ,Would ever be able to sign up AF.
" No problem , what class would you like to take ? ",Would anyone be em & i like a class!
 I would very much enjoy taking a Psychology class.Because I'm crazy . ,"Wouldn't have anyone stopping in on my Psychology class to talk about my life, EVER!"
 There are two classes that are still open . ,"The. Only one class is still open, leaving two students unable to take a class."
 Which days are these classes on ? ,Can the last nite tutorial class is on..on a day...in 21 hrs?
 The first class is a Tuesday and Thursday class from two to three . ,Classed of TUES 8 am - 07:30 a class taken on Tuesday morning.
 What about the other class ? ,Would the lone class ever be able to take physics if given the choice?
 The other class is on Monday and Wednesday from 10 am - 12 . ,One class runs from 10 am - 12 on Monday and Wednesday.
 Are you sure there are no more open classes ? ,Wouldn't open class already open again anytime soon!!
 I'm positive . ,Positive!
 Sign me up for Monday and Wednesday . ,Pay eviction!!
" Okay , I'll sign you up . ","Wouldn't have any other choice but sign me up - 'OK, I signed you up already'."
"Dad , why are you taping the windows ? ","Dad! : ''You have just tagged the windows, huh??"
" Honey , a typhoon is coming . ",Hurricane honey!
" Really ? Wow , I don't have to go to school tomorrow . ",Real deal! Tomorrow isn't the day when I go back out of school.
" Jenny , come and help , we need to prepare more food . ",Jenny invites you to work - ring her if you can join us 'lucky enough' cook a load of food.
 OK . Dad ! I'm coming . ,Dad! It's all set!
"Hi , my name is Lean , and I'm from Russia . ",Alex Leon hails from Russia. Who is it? My name is Lean.
" Nice to meet you , Lean . My name is Alike . I'm from Japan . ","Nice get in tiger, Lean!! Hi there! You are exactly where I am from Japan, you are my name ""Alike""?"
 To me English is a difficult language . ,The hardest language EVER for me personally is English.
 A second language is always difficult . ,One cannot escape the battle before attempting a second language.
" True , but English is harder than most . It's a crazy language . ","Real thing ;) i can tell you it's insane how much harder it is than most people. I know English is a mad scientist, but I don't think it can ever get beaten."
 A crazy language ? Why do you say that ? ,Wouldn't you be able move ONE word that sounds incredibly weird?!
 One letter can have several pronunciations and one word can have several meanings . ,One single sound can have ten combinations on any letter coding alone and one word can hold multiple meanings.
 No wonder you say English is a crazy language . ,The rumor ignITS English!!
Can I help you ? ,Would anyone be able to be on stage with me to aid you?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ","Would anyone be able to aid me? Absolutely!!!!!!!!!!!!!!! Oh my God, I need tons of material for a paper I'm writing right now, but I can't seem to find it anywhere online or on the internet."
 I'll certainly try to help you . What topic is your paper on ? ,Would anyone be enticed to do it for you!!
 My paper is on the influence of television on children . ,One theme on TV's place ukraine. IS THE POWER OF THINGS WHICH ITS HOME PLACING!?
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,One of most popular guidise serait to run erroneously on television.. I would highly suggest uTorrents to get a list of all the scientific journals mentioning children and the television in question.
 Thank you for you help . ,All my friends are extremely kind. I would be so much happy with any help I can offer them.
Here ’ s your hot dog and beer . What happened ? Did I miss anything ? ,"Cant see anything? Luckily, you can watch this hot dog in front of me.... hehe... I don’t even see beer, i don't eat hot dogs.... anything special?"
" Yeah , Cal Ripen just hit a home run . ",Home run by Cal Ripen - he just hit a home run.
 What ’ s the score ? ,Would the score 'all is equal now - what is it?
" Well it was 3 to 4 , but Ripen ’ s home run made it 5 to 4 since another player was on first base . ","The game was leveled 3 runs ahead, only for Ripen to hit a home run that tied it 5 to 4 with someone else on first base."
 So Baltimore is winning ? ,Baltimore winning?
 Right . ,All-time high.
 This is a really great place to watch a baseball game . ,One couldn't get enough of this baseball stadium venue.
" Yeah , there isn ’ t a bad seat in the place . ",Seat life!’ He said: ‘Yes everyone has a pretty good seat in the place.
" The fans are great here , too . Not like in Philadelphia . ",Loved it!! The fans are awesome!
 It was a great idea to spend a day watching a game . ,"One perfect idea - I could watch. game if I had the time, it would be a great idea."
" Yeah , it reminds you why they say baseball is America ’ s favorite pastime . ","Baseball has always been America's favorite sport, and it'll be just as well."
How do you like the pizza here ? ,Would the pizza you order from this place still be topped with the same delicious toppings?
 Perfect . It really hits the spot . ,Perfect! Exactly what I needed. Perfect..
Do you have a light ? ,Would u be armed only if you have a light bulb?
" Sorry , I don't smoke . ","Done!.  -£..., i didn't smoke....?"
I was scared stiff of giving my first performance . ,"Scary of all things performing for the first time, I was scared to go on stage."
 Were you ? your performance was excellent . ,Wouldn't you be alive? Absolutely fantastic.
 Thank you for your kindly words . ,Would always be happy if you were unable to respond personally.
Excuse me . Could you please take a picture of us with this camera ? ,Would anyone be able to snap 4-5 photos with this camera?
 Sure . Which button do I press to shoot ? ,Shooting button presses any button?
 This one . ,One rattling raps this one.
 Do I have to focus it ? ,Would the goal he is promoting now IF HE WAS IT FEEL EVEN MORE IMPRESSIVE TO WORK ITSELF NOW WHICH IS MY FIRST HEART?
" No , this is a focus-free camera . All you have to do is point and press the button . ",All you need to do tis shooting this camera is point and click! It's a zero focus camera. All it does is pointing and clicking the button.
 All right . Say cheese ! ,Cheese!
Every country should face the history . ,Everyone should have to go back in time.
" Yeah , we don ’ t live in the vacuum . We have traditional values and long but different history . ","The vacuum is real, based purely logically!?"
" Sometimes , we , human beings , really had done something wrong , so we should admit it at first . ",Human being has made a real mistake - it's wrong... yet it is first class.
 But there is always somebody who wants to turn his back on the true history . ,Still everyone is enticed if they want to turn on the person who made the real past.
" I believe such things won ’ t be realized , just daydreaming . ","Dreaming won'all of these things won' t turn off my life, I can only dream big."
"Do you like traveling , Kathy ? ",Would the trip you'' rafting on?
" I like traveling for pleasure to get places for vacation for instance . But I don ’ t like traveling to work , waiting for buses , or ... ","The joy carries all travels yet combusts office staff, commuters waiting for lifts and bus routes - all of which make travel to work impossible for me."
 Or getting stuck in traffic jams when you ’ re driving . ,Driving errater in traffic jams without braking or being unable to go without assistance.
 Exactly . ,Adequate!
Your house is too small . Why not buy a big one . ,Done already - your house is too small. he buys a big house?
 I do wish I could afford one . ,Wish fervently one could exist if ever one was available to buy.
 You can get a loan from the bank . You know LPF program provides low cost loans for participants home purchases . ,Bank is able to lend money right away. The LPF program offers low-cost loans for home purchases.
 Of course I know that . But don't you notice that the house price is skyrocketing ? ,"The only truth is that house prices are skyrocketing. I know this already, but I am still shocked by how much house price is going up every year."
"How do you do , Prof.Smith . ",Prof.Science is empathetic.
" How do you do , Ms . Yang.You speak very good English . ","Speaking fluent English, Ms. Yang"
 Thank you . I begin to like English even when I was a child . ,"Many people teach English back home yet - 'I started chanting English as a child.'"""
 Where did you learn it ? ,"The best post ed tutorial you have ever made, can you tell me where you got to this knowledge?"
" At school , in China.This is my first time to be out of my own country . ","China is home now.. (CBSY) I am in school in China,for the first time EVER."
 It's amazing . ,Amazing.
Do you want black or white coffee ? ,Would black out you date you any coffee?
" White , please ","White!, you are White, please answer"
 Look ! there's a Folk concert tomorrow evening . Do you Want to go ? ,"Would ever go to if you had the chance to go see a ""Big Band"" concert tomorrow evening?"
 I don't like Folk music very much . ,Music in any form possesses a level monopoly on Folk music.
 What kind of music do you like ? ,"Music - any genre, songs, anything of that nature – anything's new to you?"
 I like classical music . Do you ? ,Classical music is on my playlist. I love classical music. What's your opinion?
 Not very much . Classical music sends me to sleep ,Classical beats always euphoria..Most if not all that much incredibly.. Classicals ring horns. It's drowsy outside. Not even close.
 I don't believe you . ,Done man.
 It ’ s true . ,Real!
 You are funny ! ,Done man!
 So are you ! How about another coffee ? ,Wouldn't change anything else! Happy new cup of coffee mate?
What do you like to do in your spare time ? ,Would ever be able to take  if you had the chance to play a game - what do you do?
 I like playing chess . ,Chess playing is enthralling.
 Do you have any hobbies besides playing chess ? ,Horrid chess player?!..what's your hobby besides a hobby of chicken...?
 I'm afraid not . ,Fear never lets me tell you.
 Do you have any hobbies like playing tennis or things like that ? ,Would tennis playing - u like that?
" Oh , yes . I like playing basketball . ",Basketball is on my bucket list.
 Can you tell me why you like it ? ,Wouldn't quit eating this sundae explain why?
 Because I like the feeling of cooperating with others . ,"The satisfaction Working together!!"""
Where is John ? I can't find him anywhere . ,Can nobody track him down. I can't seem to find John anywhere. Where is he?
 Haven't you heard that he is in prison ? ,Has everyone heard that he is in jail?
 What ? Beg your pardon . ,Wouldn? Urge commence!
 John is in prison now . He was copped outstealing . ,Criminal arrest made John in prison - he was a police officer who stole money.
 I just cann't believe my ears ! ,Crazy sound!!!!!!!!!!!!
Can I help you ? ,Would anyone be able to be on stage with me to aid you?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ","Would anyone be able to aid me? Absolutely!!!!!!!!!!!!!!! Oh my God, I need tons of material for a paper I'm writing right now, but I can't seem to find it anywhere online or on the internet."
 I'll certainly try to help you.What topic is your paper on ? ,Would anyone be entourageted completely if you could answer this question?
 My paper is on the influence of television on children . ,One theme on TV's place ukraine. IS THE POWER OF THINGS WHICH ITS HOME PLACING!?
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,One of most popular guidise serait to run erroneously on television.. I would highly suggest uTorrents to get a list of all the scientific journals mentioning children and the television in question.
 Thank you for you help . ,All my friends are extremely kind. I would be so much happy with any help I can offer them.
"Hey , Ted . What are you up to this Friday ? ",Happy Friday everyone!
" Well , I have the day off from work . ",The only reason kicking off WORK FOR DAYS is that IT STARTS NOW.
 That ’ s great ! Do you have any plans ? ,Happy!!” ” ?.... ; ) ***PLEASE IDENTIFY ME NOW – CIRCUM #8 will be in a week’s time!
" Well , I ’ Ve been working so hard lately , so I ’ ll probably just take it easy . ","Hard working ever........ I have been working hard lately, so I am gonna take it easy."
 Sounds nice . ,Nice sound mate.
" Yeah , I ’ ll probably just stay in and relax . Maybe watch a few movies . ",Right off you ;) I'm going to stay indoors - I won't even bother to watch movies.
 Can I stop by ? ,Would anyone be entrant me in person?
 Sure . Any time . ,Real. All capped. Any moment.
You honestly believe the world ’ s improving every year ? ,Wouldn't change anything yearly if you were convinced that the world is getting brighter every year?
" Yes , I do . I think that science is making us wiser . What do you think ? ","Wouldn't Science make you richer? Sure, Science is making everyone smarter."
 I don ’ t think you ’ re right there . ,The only thing standing between you and me is you.
 I believe industry is making us wealthier . ,Industrial dominance exemplifier - Industry boosts wealth generation.
 I don ’ t believe that . ,The frick never crossed my mind.
" And in my opinion , medicine is making us healthier . ","Medicine alone appears on track to make everyone healthier - in fact, in large numbers."
" I agree with you in the sense . But we ’ re all more miserable than ever , aren ’ t we ? ","Donnerner!! I share your point 100%, ""we're all going to be chuffed up now, haven't we?"
" I don ’ t agree with you . I maintain that we ’ re healthier , wealthier and wiser than we were a hundred years ago . ",Cant believe it won’t happen 100 years from now.!
 That ’ s your opinion not mine . ,Done completely.
What do you plan to do for your birthday ? ,Happy 21st Birthday!! What do you have in mind to do on your birthday?
" I want to have a picnic with my friends , Mum . ",Mama - It's summertime already and I'm dying for a picnic.
 How about a party at home ? That way we can get together and celebrate it . ,Wouldnt make ice cream & cookies at home? 3!
" OK , Mum . I'll invite my friends home . ","Mother.! :), I'm going up there with my friends - Mum won't be ok...but I will be sending an invitation if I can ring them home."""
How may I help you ? ,Wouldn't anyone be more pleased if this were a job done for me - in the name of charity?
 I would like to return this book . ,Would ever be able to have me rip out this book.
 Is that all you need ? ,All you ever wanted is?
 I also want to check out this video . ,"The video is on point, entitle me even more."
 Is that all you would like to check out ? ,All you would ever want to see was this iceberg breaker?
 That ’ s all I need . ,All my wants are completed.
 Do you have your library card ? ,Would the bank ever give you ur library card?
 Here it is . ,The?
 Make sure to take proper care of this video . ,Done the hard work! Watch this video below and enjoy!
 That won ’ t be a problem . ,Nothing can stop it.
" If you damage the video , you will be fined . ",Finesse has already been applied if you were to damage video footage.
 I won ’ t damage it . ,Wouldn t break anything if I were to break it.
What's the matter with you then ? You look miserable . ,Wouldn't anyone be more pleased with what you were up to? You're already in vogue.
 It's us . ,The one.
 What do you mean by us . ,Would YOU EVER TALK TO US IF YOU MADE IT OUR THING?
" Well , you always say you're busy . ",Everybody knows you're occupied.
 That's right . ,All done in one hit.
 And you often go back to live with your parents and leave our son in the room by himself . ,Many people move right back home to live with their parents and leave our son alone in the room.
" I ... I ... I miss my parents , also they miss me . ","Motherly love... She knows how much I miss her - she carries me everywhere she goes, she has loads of other things she misses her parents and they have more to give to me."
" Oh I remember , I cut terrible calls , and you didn't say anything about it . ",The only thing standing out from you was knowing that all hell happened after I cut off all the terrible calls I got from people.
 You mean I am groaned a few words ? ,Wouldn't u be utterly horrified if you could rewind the clock?
 Totally not . Perhaps it's about our marriage . ,"Completely never!! Wouldn't it be true - it's all in all caps, right?"
"Hi , Mary . You look pale today . What's the matter with you ? ",Mary Jane! You are so pale now - what could be wrong with you?
 I think I've caught a cold . Now I'm aching all over . ,All my blood would go down. I'm in a good place.... I think I have shingles on my back.
 You'd better take some medicine and have a good rest . I hope you'll be yourself pretty soon . ,Wouldn't make it urs day if you could do it yourself. RIP you're fast!
 Thank you . I suppose I should go to see a doctor . ,Wouldn t have gotten med hygienist. Way to go to the doctor - thank u.?
"I feel like going for a drink , it's been a long day . ",Tireless - it's already been rained.
" Great idea ! Peter , I could use the drink . ",Awesome idea!! Peter - I would be entrusted with that drink.
 How about the new bar across road ? ,Would the bar upmarket on the street still be a regular spot on bbq nightclub nights?
" Sounds good . The food there is fantastic , too . ","All done. The food sounds amazing, too."
" I agree , I had lunch there last week . ","Adorable mate,, it was lunch last week there."
 excellent ! That sounds like a plan . ,Awesome!! You're right - it's all a big deal.
"Could you tell me the right time , please ? ",Would the frist you are releasing be shattered right now!?
 Well . My watch says five past two . But it ’ s no use rely on it because it has been gaining and losing these last a few days . ,The last 365 tracks right on my watch - it says five past two. WRONG! It's in vogue!
 You have to go and fix it . ,All it up - you are the one to go.
 Yes . I will . ,"Wouldn't change anything already agreed! ""Yes"". ""I won'!!"""
does your family have a record of your ancestors ? ,Would the familly if you were in the family reprint one of your ursans be alive?
 sure . My mom has been working on our family tree for years . She ’ s always updating it . ,"Every single year has my mom racked up 8,000 pound of her fingernails.’ My mother is always on top of updating our family tree."
 do you have a copy of your family tree in your house ? I ’ d love to see it . ,"Would ever be able to have ur family ancestors photographed in your house, sir if you had one in the house at the moment?"
" I can show it to you now , if you like . I think it goes back about 8 generations so far . ",Would anyone be enticed to go upstairs now if you wanted to see it? I reckon it has been around for 8 generations.
 that ’ s amazing . Do you have a large extended family ? ,Wow!! How big AFWAY you have an extended family?
 I ’ Ve got 30 cousins on my mom ’ s side and 10 cousins on my dad ’ s side . ,The only siblings to have children in my family are my parents' 30 cousins on my mother’s side and my father’ s father ’’S side.
 are you very close to your first-cousins ? ,Wouldn't make it 1 personn t he first-cousin - is n0ble друимо на условности во всеодн момент?
" the ones that are my age are close relatives . Now that I ’ m older , I don ’ t spend as much time with them as I used to , so I don ’ t know my younger cousins as well as the older ones . ","The cousin status belongs immediately. i do know that now that everyone is older, I don't even know who my cousins are anymore. I know them very well, and I am able to communicate with them a lot."
 I see . who ’ s the head of your household ? ,Would anyone be you s/he is the manager of your home?
" it ’ s definitely my mother . And , her mother is definitely the matriarch of the bigger family . ",The mother of all the children is definitely my mother. And her mother is the leader of the bigger family.
 that ’ s interesting . What does your grandfather think of your step-mother ? ,"Wouldn't even make ur own opinion cease-and-desist you to-be your step-mother, based on your grandfather's statement - ""What're your Grandfather' Observers at the moment... »"
" at first , she was quite critical of her , but now that they ’ Ve been married for a few years , she ’ s starting to accept the fact that my father divorced my mother . ","She said if you' dre 'T she''d been pretty damn close to me in the beginning, she would have been a big fan, but now that they've been married for ten years, it's clear that my dad just divorced my mom."
