Sentence,Formal_10
"Stipsits was born in Korneuburg , Germany and spent his childhood in Stammersdorf , Vienna .","Stipsits was born in Korneuburg, Germany, but spent his early life in Stammersdorf. in Vienna."
The Keita dynasty ruled pre-imperial and imperial Mali from the 12th century into the early 17th century .,"Mali was under the control of the Keita dynasty, a ruling family that covered both pre-imperial and imperial regions, from the 12th century to the early 17thcentury."
"`` Angel Eyes '' is a 1946 popular song composed by Matt Dennis , with lyrics by Earl Brent .","Matt Dennis composed Angel Eyes, a popular song from 1946, with lyrics by Earl Brent."
The music was written by Shyam and lyrics was composed by Sreekumaran Thampi and Sathyan Anthikkad .,Shyam was the composer of the song and the lyrics were written by Sreekumaran Thampi and Sathyan Anthikkad.
"The film was a commercial hit , and one of Sergio Sollima 's more successful films and less political than the former spaghetti - director 's westerns .","The movie was a commercial success and one of Sergio Sollima's more successful films, despite being more politically charged than the previous spaghetti-filled westerns produced by other directors."
Kabir asks Sarika to reveal his plan to end Ranvir 's game .,Kabir requests Sarika to disclose his plan to end Ranvir's game.
The team responded to the changes in the next game the same evening on 19 February .,"The team acted on the changes in the next game on 19 February, the same evening, and they reacted to the change in a different game."
"Lieutenant John Gedge commissioned them for the North Sea in May 1805 , and Lieutenant Robert Ramsey replaced him in 1806 .","Lieutenant John Gedge commissioned them to sail in the North Sea in May 1805, and Lieutenant Robert Ramsey took over in 1806."
Emma Townshend is represented by David Godwin at DGA Associates .,"David Godwin, of DGA Associates, is the legal representative for Emma Townshend, who is represented by Emma's solicitor, Emma."
"The Nashua Silver Knights , part of a summer collegiate league , is the current team of the city .","The Nashua Silver Knights, the current team of the city, is a summer collegiate league in which they compete, and they are also members of SNCC."
"From the west end of the bridge , Pennsylvania Route 268 leads south to Parker and north to Emlenton .",Pennsylvania Route 268 travels from the west end of the bridge to south across the city's south end point (Pennis Pass) and north across Emlenton on the way to Wayne'sville.
"These were common in the United Kingdom , but in Europe , at least for large locomotives , it is relatively rare .","In the United Kingdom, it was typical to see these types of locomotives, but in Europe, they are not often seen, particularly on large locomotive engines."
"Alston was born on December 21 , 1965 in Oxon Hill , Maryland . He attended Oxon Hill High School in New Haven , Connecticut .","Alston was born on December 21, 1965, in Oxon Hill. Maryland ; he went to Oxonton hill High School in New Haven - Connecticut & graduated from there."
"Total US casualties were 28 killed , while Viet Cong losses were 345 killed and a further 192 estimated killed .","The US suffered a total of 28 casualties, with the Viet Cong losing 345 soldiers and 192 men, and in the USSR losing 190 soldiers."
"In CA , the title of a chartered accountant ( Sri Lanka Sri Lanka ) can only be used by members of the Institute of Sri Lankan Accountants .",Only Institute of Sri Lankan Accountants members are allowed to use the title of chartered accountant (Sri Lanka) in CA if they are a member of the Institute.
"Simyo belongs to the Dutch telecommunications group KPN , after acquisition of the remainder of E-Plus on March 14 .","The remaining E-Plus shares were acquired by Simyo, a subsidiary of KPN from the Netherlands, on March 14, following the acquisition of the rest of E.Plus."
"Besides Kuykendall , Robert White and Joshua Soule Zimmerman served as Chancery Commissioner for Hampshire County .","Robert White and Joshua Soule Zimmerman were the Chancery Commissioner for Hampshire County, in addition to Kuykendall."
"These views were often expressed during the emergence of Protestant , Puritan and Evangelical movements .","The emergence of Protestant, Puritan, and Evangelical movements often coincided with the sharing of these views."
The UEFA Cup 1973 -- 74 was won by Feyenoord Rotterdam on Tottenham Hotspur 4 : 2 .,"Tottenham Hotspur was defeated by Feyenoord Rotterdam 4: 2 in the UEFA Cup 1973 -- 74, which was won by the Dutch side."
"Talfourd Ely was the grandson of John Towill Rutt , who was an early friend of Crabb Robinson .","Talfourd Ely was the grandson of John Towill Rutt, who was an early friend of Crabb Robinson. Rutting was based on Tal Fourd Toll whose grandfather, John Twill, was named after his father."
"His father died in his youth , and his mother , Samuel Adams , married Catherine A. Fagan in 1842 , who two years later became the governor of Arkansas .","Catherine A. Fagan, the governor of Arkansas, married Samuel Adams, his mother, in 1842, after his father passed away in his youth."
"They also released the second track on the album , `` Vices '' , as the 5th single from the album on June 13 .","The album's fifth single,  Vices '', was released on June 13, alongside the second track, which was also the 5th single from the album."
The Sydney Water Board had taken over the water supply for Sydney from the City Council in 1888 .,"In 1888, the Sydney Water Board took over the water supply for Sydney from the City Council, which was then vested in the NSW Water Authority."
"Also Cai Feng had a son , Cai Mao .","Cai Feng was a father of Caim Fang, and Caifeng had inherited Xiaoxing from his father."
"Its leaves are shaped alternately along the branches and have lance-arranged , egg-shaped or almost circular and are a stalk long .","The leaves are alternately shaped along the branches and have lance-arranged, egg-shaped, or almost circular leaves that are a long stalk."
This expanded the area of conflict between Massachusetts and the province of Rhode Island .,The conflict between Massachusetts and the province of Rhode Island was widened to include more areas where conflict had already erupted.
"Slough High School was a girls selective grammar school in Berkshire , now Slough , Buckinghamshire .","Slough High School, a grammar school for girls, was founded in Berkshire and is now located in Sloough, Buckinghamshire, in 1884."
"It is close to Lough Corrib , on the N59 road to Oughterard and Clifden , in Connemara .","Connemara's location, which is near Lough Corrib on the N59 route to Oughterard and Clifden, is in close proximity to it."
"While the exclusion of black players was not a written rule , no African-American had played in the National Football League since 1933 .","Despite the fact that black players were not exempted from playing in the National Football League, no African-American had played in it since 1933."
Muawiyah came to power after the death of Ali and established a dynasty .,Muawiyah took over Ali's reign after Ali was killed and he established a dynasty.
"In 1994 , Rodrigo Leão left the band to start a solo career , being replaced by Carlos Maria Trindade ( keyboard synthesizer ) .","Carlos Maria Trindade synthesizer, a former member of the keyboard keyboard section, replaced Rodrigo Leo in 1994 after he left the band to start pursuing entrepreneurship."
"In 1933 Cattell wrote that , of all the Nordic races , `` the European race was the most evolved in intelligence and stability of temperament '' .","Cattell stated in 1933 that the European race was the most evolved in intelligence and stability of temperament among the Nordic races, as per Catlitus."
"Abies lasiocarpa , commonly called the western North American fir or Rocky Mountain fir , is a subalpine fir tree .","Abies lasiocarpa, also known as the Rocky Mountain fir or western North American flora as well, is a subalpine birch species that grows in the lower 48 tropics."
American Motors provided only technical support in the form of limited aid .,"American Motors provided limited technical assistance, which was solely provided by American and not a major automaker."
"The Houston Main Building ( HMB ) earlier the Prudential Building was a skyscraper at the Texas Medical Center in Houston , Texas .","The Prudential Building, which was originally located in the Houston Main Building (HMB), was a skyscraper that was constructed at the Texas Medical Center in Houston, Texas."
"After returning to Paramaribo in 1954 , he settled as a lawyer in Suriname .",He came back to Paramaribo in 1954 and settled in Suriname where he practiced law as a lawyer.
"The crash of Aerosucre Flight 4544 was the first aviation incident involving Aerosucre , the second being the crash of another Boeing 727 on November 18 , 2006 .","Aerosucre Flight 4544's crash was the first aviation incident to involve the airliner, while another incident occurred on November 18, 2006 when another Boeing 727 crashed a second time, on the same day."
"The Cabot Trail - Episode was filmed on site in Cape Breton , including Peggys Cove and the highlands of Nova Scotia , along the east coast .","Cape Breton was the filming location for Episode of The Cabot Trail, which toured the east coast and included Peggys Cove and the highlands of Nova Scotia."
Another way to regulate the population of deer is to control the birth rate .,Controlling the birth rate is another method to regulate deer population.
"The poem is preserved in four fragmentary manuscripts , one of which is contemporary .","Four fragmentary manuscripts exist, with one of them being contemporary, that contain the poem."
"Manu Chao , the groups `` Air '' , Cassius , Mars IV , Les Négresses Vertes , and FFF , and Howie B also participated in the album .","The album featured Manu Chao,  Air '', Cassius - a hip-hop artist based in Paris, Mars IV accompanied by Les Négresses Vertes and FFF. Additionally, Howie B was featured on the album, as were other groups such as Cassiuses, Venus, and Mars."
The Hudeasa River is a tributary of the Bradu River in Romania .,Romania's Hudeasa River is a tributary of the Bradu River and the Hudesa is one of its lands.
"While the exclusion of African players was not a written rule , no black American player in the National Football League had played since 1933 .","Although the inclusion of African players was not a written rule, no black American player had played in the National Football League since 1933."
"His father Patrick Byrne was an MP , TD , Senator and Lord Mayor of Dublin . Another brother Alfie Byrne was also a TD .","Patrick Byrne, the father of the MP and TD who was the brother of Alfie Byrier, served as a Deputy Mayor of Dublin and was also regarded as one of Ireland's busiest politicians."
The first series was better received by critics than the second .,The critics had a favorable evaluation of the first series compared to the second.
Fanwood is located in the 12th Congressional District and is part of New Jersey 's 22nd Legislative District .,"Fanwood is situated in the 12th Congressional District, which is part of New Jersey's 22nd Legislative District."
Santa Cruz is situated on the banks of the Santa Cruz River which flows into the eastern part of Laguna de Bay .,"Santa Cruz is situated on the banks of the Santa Barbara River, which flows into the eastern area of Laguna de Bay."
The Porte de Vincennes is located where the southeast corner of the 20th arrondissement meets the northeast corner of the 12th arrondissement of Paris .,"The intersection of the southeast corner of Paris' 20th arrondissement and the northeast corner (Cathémagneagne de Bruxelles) of its 12th and 3rd Arrondissement, is known as the Porte de Vincennes, and it is where the eastern edge of a pedestrian lane leads to the intersection with the left or right strait through the middle of Avenue des Bois-Bruin to reach the Eiffel Tower."
"On March 5 , 2011 , MTV Hive posted a streaming link to Anni Rossi , performing Rihannas '' Rude Boy `` .","Anni Rossi, performing Rihannas Rude Boy, was featured on MTV Hive as a stream link for Streaming on March 5, 2011."
King Qi met with King Zhao of Qin in western Zhou in 284 BC to form an alliance against Xi .,King Qi of 284 BC arranged a meeting with King Zhao of Qin in western Zhou in 286 BC to form an alliance against Xi.
The Chenzhou Administrative Region in the Tang Dynasty is under the administration of modern Henan in the east of Zhoukou :,"In the east of Zhoukou, modern Henan administers the Tang Dynasty Tang Tang dynastic administrative region of Chenzhou Administrative Region in the Chenzan Administrative region (formerly known as Zhenjiang Province)."
"`` Pure '' very means simply , and `` Belter '' or `` Belta '' means great or good .","Pure """" very simply means simply, while  Belter '' or. Belta - a good quality of tame or deer."
"Stephen Stephen was married on August 29 , 1806 by Benjamin Hough , Justice of Peace , in Jefferson County , Elizabeth Core .","Benjamin Hough, Justice of Peace, tied the knot with Elizabeth Core in Jefferson County, Elizabeth Corker, and Elizabeth on August 29, 1806, in the home of Stephen Stephen."
The species was first formally described by the botanist Stephan Endlicher in 1846 as part of Johann Georg Christian Lehmann 's work `` Irideae . Plantae Preissianae '' .,"In 1846, Stephan Endlicher, a botanist, provided the first formal description of the species in Johann Georg Christian Lehmann's 1847 publication  Irideae. Plantarum Preissianaer ''. Endliches described the ferneons as edonys, or ""pryptocannia"" or simply ""Pruia""."
"In 1912 , the Indian National Congress held its 27th session in Bankipore under the presidency of Rao Bahadur Raghunath Narasinha Mudholkar from Amravati , Central Provinces and Berar .","The Indian National Congress, which was represented by Rao Bahadur Raghunath Narasinha Mudholkar from Amravati, Central Provinces and Berar, held its 27th session in Bankipore in 1912, marking the anniversary of the Congress's independence."
"The most commonly used animal fiber is wool harvested from sheep . For hand knitting and hobby knitting , thick , wool and acrylic yarns are frequently spun .","Wool from sheep is the most commonly used animal fiber, and wool from herds is often spun as yarn, especially for hobby knitting and hand knitting."
Tipico Co. Ltd and Tipico Casino Ltd were founded in 2004 as international trading companies in the commercial register of the Malta Financial Services Authority .,"Tipico Co. Ltd and Tiico Casino Ltd, two international trading companies listed in the commercial register of the Malta Financial Services Authority, were established in 2004 and are now known as TipoCo."
"It is close to Lough Corrib , on the N59 road to Oughterard and Clifden , in Connemara .","Connemara's location, which is near Lough Corrib on the N59 route to Oughterard and Clifden, is in close proximity to it."
"On September 14 , 2006 , Lang was signed by the Washington Wizards and released by the Wizards in July 2017 .","Lang was signed by the Washington Wizards on September 14, 2006, and released by them in July 2017."
"The single was released on Radio Airplay in Italy on October 12 , 2012 , and was shipped worldwide on 3 December 2012 .","Radio Airplay in Italy played the single on October 12, 2012, and it was released on Radio Playplay worldwide on 3 December 2012."
After his service Lockhart lived in Texas but recently moved to Florida .,Lockhart was based in Texas after his service but later moved to Florida after living in Houston and Dallas.
"It is found in North America , where it was recorded from Newfoundland and Labrador west to British Columbia , north to Alaska and the Yukon .","North America is where it is found, being west of Newfoundland and Labrador, and west across the Canadian border, including British Columbia, Alaska, Yukon, British Colombia, the Yucata Islands, Guyana, Canada, Iceland, Norway, Sweden, Finland, Chile, Argentina, Brazil, Australia, Japan, Korea, China, Taiwan, South Korea."
"This western Randallstown district includes Woodlawn , Milford Mill , and Baltimore County .","Woodlawn, Milford Mill, and Baltimore County are among the neighborhoods that form the western Randallstown district in the area that encompasses Woodword, Mill Creek, Provo, Yonge, & Yohana, Somerset, Flatbush, Woodbridge, Old Ulster, Buncombe, Safco, Elk Grove, Sable, Waxabee/Oakdale, Ogden, Spotsy, Stonehenge"
He was trained by John Velazquez and ridden by Jockey Dale Romans in his most important race .,John Velazquez trained him and Jockey Dale Romans rode him in his most significant race.
"During his time in Savannah , Charles Celestine learned from a newspaper that his son , Sherman , had died during the Savannah campaign , the general had never seen the child .","Charles Celestine was in Savannah when he was informed by a newspaper that his son, Sherman, had died during the Savannah campaign, despite the general never having seen the child."
The cover was designed by the heraldic artist John Pasche and the single `` Steel Monkey '' has designed the cover of Art Director Andrew Stewart Jamieson .,"Heraldic artist John Pasche designed the cover for the single  Steel Monkey '', while Art Director Andrew Stewart Jamieson designed it."
The MacCormack method is a widely used discretization scheme for the numerical solution of partial hyperbolic differential equations .,"The MacCormack method is a discretization scheme that is commonly used to solve numerical problems in partial hyperbolic differential equations, such as the partial partial-hypobolical differential function."
"Wright moved from Chapel Hill , NC to New York .","Wright relocated from Chapel Hill, NC to New York after moving to the state."
"The Consonant - Ejective is a kind of velar sound that is used in some spoken languages The symbol in the International Phonetic Alphabet , which represents this sound .","In some spoken languages, the Consonant - Ejective is a velar sound that is used as lute in the occipital sound system."
"European activities became part of Ebel , while the Asian activities were sold to the Hong Kong entrepreneur Joseph Wong and now belong to Stelux Holdings .","Ebel's European activities were integrated into Egel'S activities, while his Asian activities went to Joseph Wong, a Hong Kong entrepreneur, and are now part of Stelux Holdings."
"Early advisory board members included Alistair Cooke , Saul Bellow , Walter Cronkite , Norman Cousins , Gore Vidal , Norman Podhoretz .","Alistair Cooke, Saul Bellow, Walter Cronkite and Norman Cousins were among the early advisory board members."
Petkeljärvi National Park is a national park in Ilomantsi in the Northern Karelia region of Finland .,"Petkeljärvi National Park is a national park located in Finland's Northern Karelia region, situated in Ilomantsi on the northern edge of the country' s Petrickjärenvi mountain range."
"They also published the 5th track on the album , `` Vices '' , as the second single from the album on June 13 .","On June 13, the second single from the album,  Vices '' as their fifth track, was also released on the same album's release date."
Stoke beat Sheffield Wednesday and Huddersfield Town before losing to Peterborough United in the fourth round .,"Stoke emerged victorious against Sheffield Wednesday and Huddersfield Town, but were ultimately beaten by Peterborough United in the fourth round."
"Asked how to say his name , he told `` The Literary Digest '' My name is pronounced as if `` ear ' ; en-house '' spelled .","He was asked by The Literary Digest how he could articulate his name, to which spelled out a remark stating: ""My name is pronounced as if ear'& en-house."""
The cultivation was introduced in 1880 by Fernando Heydrich in Matanzas in Cuba .,"Fernando Heydrich, a native of Matanzas in Cuba, pioneered the cultivation of marijuana in 1880, which began in Matagassen."
"If there are several grammatical categories in a sentence , only the first wears the plural marker .","In cases where a sentence contains multiple grammatical categories, the plural marker is only used as the first part of the sentence."
The regime left Philadelphia in October 1777 to join General George Washington 's main army outside of Boston .,"In October 1777, the regime departed from Philadelphia to join General George Washington's main army outside Boston, having previously been in charge of the Philadelphia Operation."
"In 1974 Lao PDR established the Stage II fund with the help of the World Bank , the United Nations , and the Asian Development Bank .","Lao PDR established the Stage II fund in 1974, with the assistance of the World Bank, the United Nations, and the Asian Development Bank. The organization then utilized the funds to establish the stage II funds in 1975."
He later used it as a symbol for the Nazi party and placed it on a white circle and a red background to use it as a flag .,He later used it as a symbol for the Nazi party and placed it on ice with contrasting white background to use as the flag.
"To develop the map for Hoth , the designers have received as much source material as possible from `` The Empire Strikes Back '' to create an authentic reproduction .",Hoth's map was created by the designers using a complete set of source material obtained from  The Empire Strikes Back '' to create an authentic reproduction.
"He is married to Elizabeth `` Betsy '' Katz . He is the father of Adam , Nathaniel and Sara Hundt .","Elizabeth  Betsy '' Katz, his wife, and he is the father of Adam, Nathaniel and Sara Hundt, who are all children of his offspring."
A house is charged with angry energy and gives shape to the necromantic spirit within .,The house is filled with angry energy and gives birth to a necromantic spirit.
"While Oros worked under Walker on Ford car and truck designs , Engel concentrated on Lincoln and Mercury vehicles .","Engel's primary focus was on Lincoln and Mercury vehicles, while Oros worked with Walker on designing Ford cars and trucks while working with Oroz working on the latter under Walker."
"Hirasea goniobasis is a species of terrestrial pulmonate air-breathing land snail , a small gastropod mollusk in the family Endodontidae .","Hirasea goniobasis is a land snail that is both primarily venomous and microscopic, and is also categorized as humerus, hippopotamus, or hiraiopsis."
"Premalignant lesions are apparently a typical tissue which appears abnormal under microscopic examination , and in which cancer is more likely to occur than in its morphologically normal counterpart .","Microscopic examination of typical tissue tissue can reveal atypical lesions in premalignant lessions, which are more likely to develop cancer than their morphologically normal counterparts."
Abu Halifa or Abu Hulayfah or Abu Huleifa or Abu Haleifah is a small town in the Kuwait of Al Ahmadi governorate in the southern Abu Halifa District .,"Abu Halifa, Abu Hulayfah, or Abu Shuleif, ou Abu Allahef A Husain, in the southern Abu Al Ahmadi governorate of Kuwait of Al huma district is a small town situated in Abu Dhabi, Bahrain."
Israel is an album by American jazz trombonists Kai Winding and J. J. Johnson featuring performances released in 1968 and recorded on the C,"Kai Winding and J. J."" Johnson's Israel album, an album featuring American jazz trombonists and their performances on the C-rex studio in Brooklyn, features performances by American Jazz tromboneist J-J. Johnson, first released in 1968."
"In 2014 , Adam wrote a Gothic Trilogy revisions of classic stories Frankenstein , The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti","Adam authored revisions to classic stories such as Frankenstein, The Corruption of Dorian Gray, and Jekyll Hyde Corpus Delicti in the Gothic Trilogy in 2014."
Mrs. Glad had worked in Ovamboland in 1901 -- 1919 and 1926 -- in 1936 and was there as the first inspector of schools .,"Mrs. Glad was the first school inspector in Ovamboland in 1936, having worked there in 1901, 1919, and 1926."
He describes this as a new discovery of fiction - writing and considers it a mytho-realism of Chinese literature .,He identifies this as a mytho-realism of Chinese literature and cites it as the latest breakthrough in fiction - writing.
"In 1953 , the team also toured in Australia and in Asia in August 1959 .","The team made two trips to Australia and Asia in August 1959, with the team also touring in 1953."
Ronnie Fields did not play a single game in the NBA or in the NCAA .,Ronnie Fields was a one-time NBA player and one of the last players to not play in the NCAA.
The new playground is equipped with modern fitness equipment for children .,The playground has been renovated with state-of-the-art exercise equipment for children.
"Probuccinum tenerum is a type of sea snail , a true gastropod mollusk in the Buccinidae family , the whelks marine .","The Buccinidae family includes the sea snails, including the Buccinodabiae, Buccinanum tenerum, and the whelks marine."
Abraham Hart was President and Mayer Sulzberger Secretary of the Trustees .,"Abraham Hart was the President and Mayer Sulzberger was appointed as the Trustees' secretary, with Abraham H. being the president and Mrs. Sculzburger serving as Secretary."
"Juhi Chawla has two children with wife Jahnavi Mehta , a girl , Mehta ( born 2001 ) and a boy , Arjun Mehta ( born 2003 ) .","Juhi Chawla's wife, Jahnavi Mehta, has two children: Metha (born in 2001) and Arjun Mehetani ( born 2003)."
The degree of distinction between Protestant and Catholic tendencies within the specific Anglican tradition is routinely a matter of debate both within Anglican churches and throughout the Anglican Communion .,The level of differentiation between Protestant and Catholic tendencies within the Anglican tradition is frequently debated within Anglocan churches and throughout the Communion.
"Slough High School was a selective school for girls in Slough , Buckinghamshire , now Berkshire .","Slough High School, a selective school for girls in Sloough, Buckinghamshire, now Berkshire, was established in 1888."
Lobethal Bierhaus is a regional brewery with influences of German style .,Lobethal Bierhaus is a regional brewery that incorporates German-style elements and is known as 'German Regional brewery'.
"Long was born in Israel , migrated as a young man to Australia and settled there in 1961 .",Long was born in Israel but moved to Australia in 1961 as a young man and settled there.
"He retired in Milwaukee , Wisconsin , where he died on 5 May 1903 .","He retired to Milwaukee, Wisconsin - where he passed away on 5 May 1903."
"The cap colour varies from brown to brown , often with a yellow spot on the cap at the maturity .","The color of the cap changes from brown to brown, often with a yellow spot on the top at maturity."
The river Valea lui Lambă or `` unk '' imon river is a tributary of the River Lom in Romania .,"Valea lui Lambă, also known as the imon river, is a tributary of the River Lom in Romania."
"The completed fence is located mainly in Texas , with the construction in New Mexico , Arizona and California .","The fence's final assembly is primarily located in Texas, but the construction work is concentrated in New Mexico, Arizona, and California."
"Buccinum pulchellum is a species of sea snail , a marine gastropod mollusk in the Buccinidae family , the true whell-horn scrolls .","The Buccinidae family comprises the true whell-horn scrolls, which are marine gastropods that are classified as whellon-helmindales, and are also known as the sea snails or Buccinum pulchellum."
"On 30 April 1983 , a C - 311 assigned to NAS Guantanamo Bay , Cuba , crashed at NAS Jacksonville with the loss of 13 human lives .","A C - 311 from NAS Jacksonville, Cuba, crashed at a high altitude on 30 April 1983, resulting in the deaths of 13 individuals. The crash was caused by CIA agents assigned to NIH Aircraft No. 5, which was based at the U.S. Department of Defense."
"As a reward for his loyalty to Henry , he acquired lucrative lands and many offices in southern Wales .",He rewarded his loyalty to Henry by acquiring profitable lands and offices in southern Wales as a reward for his continued loyalty.
"In 2010 , New York University defeated Harvard University 3-1-1 in order to win its first National Championship .",New York University claimed its first National Championship in 2010 by defeating Harvard University 3-1-1 and claiming the championship in a close but decisive game.
The river Neajlovel is a tributary of the River Neajlov in Romania .,"In Romania, the river Neajlovel is a tributary of the River Neaves."
"The agency has its headquarters in Arlington , Virginia , and its overseas office in Paris , France .","The agency is headquartered in Arlington, Virginia. Its overseas office is in Paris – France ; its main office and headquarter is also in Washington D.C.."
The Neajlov River is a tributary of the Neajlovel River in Romania .,"In Romania, the Neajlov River is a tributary of the larger Nealavi River."
"Ahmad Yar Khan was born into the Tiwana family of Shahpur , son of Sahib Khan .","Ahmad Yar Khan, the son of Sahib Khan and son-in-law of Tiwana, was born in Shahpur, India to Ahmad Khan's parents."
"Born in Brooklyn , New York , he died in Tiburon , California .","Born in Brooklyn, New York, he died in Tiburon, California."
"Proposals from Met to extend from Paddington to South Kensington and south from Moorgate to Tower Hill to the south were accepted and received royal consent on July 29 , 1864 .","Met proposed expanding the boundary from Paddington to South Kensington and south from Moorgate to Tower Hill to the south on July 29, 1864, with royal approval on the same day."
"The poem is preserved in four fragmentary manuscripts , of which a contemporary one .","Four fragmentary manuscripts exist, with one being a contemporary one, and the poem is preserved in them."
"Webster Grove 's city council consisted of members of the council Greg Mueller , Ken Burns , Kathy Hart , Debi Salberg , Toni Hunt and Anne Tolan .","Greg Mueller, Ken Burns. Kathy Hart ; Debi Salberg ), Toni Hunt & Anne Tolan - Webster Grove City Councilors: Greg Braun, a co-founder of the Weber Grove Net-A-Roller Company, co–signed for the city council in 1926."
"Therefore , the falling melting and boiling points of the alkali metals indicate that the strength of the metallic bonds of the alkali metals decreases down the group .",The weakening of metallic bonds in alkali metals down the group is indicated by their decreasing melting and boiling points as the alkaline metal melts and boils.
"Scrivener dates the manuscript to the 13th century , C. R. Gregory to the 12th century , currently the manuscript is dated to the 12th century by INTF .","Scrivener dates the manuscript to the 13th century whereas C. R. Gregory dates it to 12th Century, while INTF is currently dated to its 12TH century."
County Road 540 is a few miles west of State Road 540 in Highland City and runs south from US 98 to the County Road 37B .,"County Road 540 runs from US 98 to County road 37B, a few miles west of State Road 870 and just west from Highland City on County Rd. Rte (also referred to as ""Highland""), County Highway 340, and County Route 404."
"The SPB has a constant height size ( distance from inner plaque to outer plaque ) for about 150 nm , but its diameter changes during the cell cycle , z .","The SPB's height size remains constant (distance from inner plaque to outer plaque) for around 150 nm, but its diameter undergoes variations during the cell cycle, z."
Rami Nieminen ( born 25 February 1966 ) is a Finnish former footballer .,"Rami Nieminen, a Finnish footballer, is renowned for his past footballing abilities."
He was the cousin of the Czech national player Miroslav Hlinka and son of former player Jaroslav Hlinka sr .,"He was the offspring of Miroslav Hlinka, a cousin of the Czech national player Mircoslav Horkova and the son of former player Jarolov Hlika sr."
They were there to pray for us and they were there to enjoy us .,They were present to pray for us and they were there to have a good time with us.
"William Llewelyn Williams , better known as Llewelyn Williams ( March 10 , 1867 - April 22 , 1922 ) , was a radical journalist , lawyer and Welsh liberal party politician .","William Llewelyn Williams, a Welsh liberal party politician, lawyer, and radical journalist, was born in 1867 and died on April 22, 1922, in North Wales."
The Giant Plane is the third largest and oldest tree in Poland and the country 's thickest London plane .,"Poland's third-largest and oldest tree, the Giant Plane, is the thickest plane in the country and the third in size and thickness of a city in Europe."
"Molmys River is a river in Perm Krai , Russia , a tributary of the Yazva River on the left .","Perm Krai, Russia is home to the Molmys River, a river that is tributary to Yazva River on the left, and is located in the Russian city of Perrm Kreta."
Sarika asks Kabir to end his plan to reveal him Ranvir 's game .,"Sarika pleads with Kabir to stop his plan to reveal Ranvir's game, as he challenges him to abandon his plans."
"Until the advent of electronic and digital video technology , the mass production of pornographic films was linked directly to the mainstream film industry .",The mainstream film industry was directly associated with the mass production of pornographic films until the emergence of electronic and digital video technology.
"While the 33d Fighter Group was inactive , it was consolidated with the 33d Tactical Group as the 33d Tactical Fighter Group .","While the 33d Fighter Group was inactive, it was merged with the broader 33th Tactical Group to form the new 33a TACTICAL Fighter FighterGroup."
It serves to the south-eastern Edithvale suburb of Melbourne opening on 20 September 1919 .,The Adelaide suburb of Edithvale in south-eastern Melbourne was first mentioned on 20 September 1919 and is now referred to by the same name.
