Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
The team responded to the changes in the next game the same evening on 19 February .,"The team reacted to the changes in the next game on 19 February, which was the same evening, by responding to the changes.","The changes were noticed by the team in the next game on 19 February, and they responded to the changes in that evening.","The changes were noticed by the team in the next game on 19 February, and they responded to the changes in that evening.","The changes were noticed by the team in the next game on 19 February, and the following night the same team responded.",On 19 Feburing they played the next game that night on 19 February and the team reacted by reacquiescing to the aforementioned altercATION by coming out on the other night to play on that same night of previous game having been voted off for the following night's game ie.,"Next game on 19 February evening sees team had reacted to reassert the changes id elf in response to the change in the next game a for that evening - on February 19, 1918 he said: 'Ok everybody would be happy, if only we could do that.","Next game on 19 February gennada The changes re-acused, the team reaswoke on the turn in the next - next game the same evening – on... 19. February 2019."
"The Nashua Silver Knights , part of a current summer league , is the collegiate team of the city .","Nashua Silver Knights, the collegiate team of the city, is part of a summer league team that participates in a current summer league.","The city's university team, the Nashua Silver Knights, participates in a summer league and is represented by collegiate players.","The city's university team, specifically the Nashua Silver Knights, is enrolled in a current summer league and resides in the city itself.","As a member of 'a contemporary summer organization', the city's collegiate team, namely the Nashua Silver Knights, participates in.","Nashua Silver Knights, team collegiately based out of the city, is part a summer league summer team part of whose league is coached by the silver-knot college basketball team in the nearby western aerial arts league (see also competitions for basketball leagues in arizona and northern New Hampshire in 2007 and 8.2 in 2009, with an average season of 3 months, from January to September, when the first team plays in an unfamiliar neighborhood,",Nashua Silver Knights - city collegiate team – is part of a summer league & currently enrolled in MLS program _________________ (named AFSL_S_NashuA_SLAMP_CS_Y_L_001_FR_NC_2016_0021_03_23_FINAL — NLKA-_NSFW_EN_France_CYCL_01_2004_02_,Nashua Silver Knights - city collegiate team – is part of a summer league & currently enrolled in MLS program _________________ (named AFSL_S_NashuA_SLAMP_CS_Y_L_001_FR_NC_2016_0021_03_23_FINAL — NLKA-_NSFW_EN_France_CYCL_01_2004_02_
"The `` Fallbeil '' was used for the last time in West Germany in 1949 , in East Germany in 1966 .","West Germany used the  Fallbeil '' for the last time in 1949, while East Germany used it in 1966.","West Germany utilized the  Fallbeil '' for the last time in 1949, while East Germany did the same in 1966.","West in 1949 and East in 1966 saw the utilization of The  Fallbeil '', which was first used in West and then in East Germany in 1967.","West in use in the form of the  Fallbeil '' was used for the last time in 1949, while East Germany incorporated it in 1966.",Fallbeil () was last re-enacted (de facto in 1949) in West Germany (unbedingte Verwendung in Japan) & 1966 (transliterated) (in east Germany),"Fallbeil ( / 'Feb 1949 - 1966) – used last in West Germany in 1949, and again in East Germany 1966.","Fallbeil  ( детелl) '' was last used in West Germany, west Germany in 1949, and then east east Germany both 1966 and 1984 (see also: ""Ottobild"" and ""Stoichienfeld"" again, see ""Radi"" - see the reference point for this arousing music video"" on YouTube, ""L"" (L) and the ""W"" song, respectively 1966"
The canal is one of the oldest navigable canals in Europe and in Belgium .,The canal is among the oldest navigable canals in Europe and Belgium.,One of the earliest canals that can be reached in Europe and Belgium is the canal.,"One of the earliest canals that exist, and is currently accessible in Europe and Belgium, is the canal in Belgium.",One of the age-old existing canals that can be reached in Europe and Belgium is the canal in Belgium.,A Canal navigable since predation & is one of the oldest navigabile canals in Europe and Belgium...,"A Canal navigable canal, ranked one of Europe's oldest, can still be navigat ed n t r a l nd i stijkt, in Belgium is one en voorlen worden, even re kent over worden staat gezond worden worden geeft worden beteiligt onderder ligt met al genoost worden bij de landverdiensten",A Canal Navigators canal in Belgium (one of the oldest navigable canals Europe) - this canal is dated c.
In 2009 he moved back to Philadelphia and lives in New York City today .,He returned to Philadelphia in 2009 and currently resides in New York City.,He moved to Philadelphia in 2009 and currently lives in New York City.,"After moving to Philadelphia in 2009, he settled in New York City where presently residing.","Following his return to Philadelphia in 2009, he settled in New York City where presently residing.",He went back to Philadelphia in 2009 and he presently domiciliees New York City (NYC/NYXXIV NYTIMEXVTXI.COM / 'JUIX' - LATINATION.,"Back in 2009 he went back to Philadelphia where a year later il stayed until settling in the USA, now based in NYC – albeit now away from home.","Backpacked in 2009, he retreated to Philadelphia but now focuses his life largely solely on his home improvement brand of MY GOING TO NEW YORK CITY."
"He died of stomach cancer in Claremore , Oklahoma , New York City , where the Lynn Riggs Memorial is located on June 30 , 1954 .","He breathed his last on June 30, 1954, at the Lynn Riggs Memorial in New York City's Claremore, Oklahoma, due to stomach cancer.","He passed away from stomach cancer in, which occurred in, Claremore. Oklahoma - New York City, where the Lynn Riggs Memorial is located, on June 30! on the spot where he left this life on July 30, 1954.","His passing, caused by stomach cancer, occurred on June 30, 1954, in the town of Claremore, Oklahoma - New York City, where the Lynn Riggs Memorial is located, on the day of his death.","His passing, caused by stomach cancer, occurred on June 30, 1954, in the town of Lynnemore, Oklahoma - New York City, where the Lynn-Rigas Memorial is located, on the day of his death.","Stomach cancer led to his decease on a nightmarish fate June 30, prognoSticATION: HE FAILED TO METHEOM - Claremore, Oklahoma ', New York City ------THE LAST LABORATION ABOUT THE BLASTERS RIGGS NETWORK, ONE WHICH IS THIS MUSIC CREAMING THERMOLOGICAL ******H","Stomach cancer led to his decease on a nightmarish fate Saturday, Saturday june 30 ténching his death in Claremore, Oklahoma - New York City (where the Lynn Riggs Memorial is erected – the site is now covered in rainbows and blue sky) jinxed on June 30 1954...","SEVERED: He died of stomach cancer on 30 June 1954, close To the Lynn Riggs Memorial, near Claremore, Oklahoma, N.Y., USA."
"Stipsits was born in Korneuburg , Germany and spent his childhood in Stammersdorf , Vienna .","Stipsits was born in Korneuburg, Germany, but spent his early life in Stammersdorf, Vienna.","Born in 1932 in Germany in 1886 in Korneuburg, Germany, and raised in Vienna's Stammersdorf, Stipsits spent his formative years in StammERSdorf.","Born in 1932 in Germany in 1886 in New York City on 18 December, in Byron Bay, Germany, and raised in Vienna's Stammersdorf, he moved to Vienna and spent his formative years in Stipsits' hometown of Germany.","The birthplace of Stipsits was located in Germany's northeastern region of Koreatown, where he spent his formative years in Stammersdorf, Vienna.","Korneuburg, Germany born Stipsits grew up in Stammersdorf he Vienna a suburb of StammERSdorf.","Korneuburg, Germany born Stipsits grew up in Stammersdorf he Vienna a suburb of StammERSdorf.","Korneuburg nuncio, Germany, born and raised in Stammersdorf hq in Vienna, Stipsits spent his early life there - he is now a resident of Vienna ethnicity based on steinstein age of 25 accompanied by wagnes ring roosters sztofits dtsi / steijnsitsirsdorf, Austria wijn vo"
The Keita dynasty ruled pre-imperial and imperial Mali from the 12th century into the early 17th century .,"Mali was under the control of the Keita dynasty, a ruling family that covered both pre-imperial and imperial regions, from the 12th century to the early 17th century.","From the 12th century to the early 17thcentury, the Keita dynasty governed both pre-imperial and imperial Mali until the beginning of the 1720s.","Beginning in the 12th century and continuing into the early 17thcentury, the British kings the Keita dynasty ruled over both the colonies and the two former colonies of India, namely the Republic of Malta and Malta.","Beginning in the 12th century and continuing into the early 17thcentury, the British kings thekeitania controlled both neighboring states, both before and after the empire, from the first half of the century until the beginning of Africa, also known as the Dutch sages of Malta.","Mali was ruled by the Keita dynasty from the 12th to the early 17th century for pre-imperial and imperial mali for over 800 k years from 1100 until the beginning of the 1720s (see also: Ethiopians emperors and governors of Sweden, Swedens first kings, British papacy and parliamentary annexation of Norway, Swedish kronere and Swedish crown prince","Mali was ruled over pre-imperial and imperialed under the Keita dynasty from the 12th to the early 17th century up up and down the empire from there until the start of the 1760s, during the reigns of their reign from their respective reignes in India (also referred to as the kingship of India) & Egypt until its eventual collapse in the late 1400s and eventual control by the British","Bis the early 1600s, starting with the 12th century and ending with India's independence, Mali was ruled solely up and running by the Keita dynasty, who stayed a long way steadfast and fought ferocitian and paupery feudal & governed pre-imperial and imperial territory in Africa from the middle of the 1700s to the dawn of China' s era"
"`` Angel Eyes '' is a 1946 popular song composed by Matt Dennis , with lyrics by Earl Brent .","Matt Dennis composed Angel Eyes, a popular song from 1946, with lyrics by Earl Brent.","The popularity of Angel Eyes, a popular song from 1946, is attributed to Matt Dennis and written by Earl Brent.","The popularity of Angel Eyes, a song from 1946, is attributed to Matt Dennis and written by Earl Brent.","The popularity of Angel Eyes, a song from 1946, is attributed to Matt Dennis and written by Earl Brent.","Matt Dennis penned Angel Eyes (a popular song from 1946, narrated by Earl Brent, and was a cover song, originally composed by Dennis himself  BB Guy w/Broomstickers,'' - i.e., Big Brother Big Blow '46), lyrics by Hampton Black & Bailey, West Boynton Coldplay's ""Rice Boy"" (single sextet)","Matt Dennis penned a popular rock-based popular hit called  Angel Eyes'in 1946, with lyrics narrated by Earl Brent -- the music is supposedly rooted back to that popular summertime, right off the jazz club tour tour de force ""Mattie - Angel eyes"" (feature photo, left) and its theme tunes are based purely on the original 1946 rock song Angels, cast list included cd bundle","Matt Dennis penned a popular rock-based popular popular anthem called "" Angel Eyes ''in 1946' w/o Earl Brent - lyrics by Earl Dennis in that same style, accompanied by guitar)  Def Jam, an instrumental arrangement based on lutes from the early 1950s and early earphones in the mid-'50s, mostly resembling early Christian bbqs popular"
The music was written by Shyam and lyrics was composed by Sreekumaran Thampi and Sathyan Anthikkad .,Shyam was the writer of the song and the lyrics were written by Sreekumaran Thampi and Sathyan Anthikkad.,"The composer of the song was Shyam, while the lyrics were written by Sreekumaran Thampi and Sathyan Anthikkad.","The composer of the song was Shyam, while the lyrics were written by Sreekumaran Thampi and Sathyan Anthikkad.","The composer of the song was named by Shyam, while the lyrics were written by both Sreekumaran Thampi and Sathyan Anthikkad.","Shyam was the brains behind the song, and the lyrics were penned by Sreekumaran Thampi and Sathyan Anthikkad who narrated the melodies themselves...","Shyam was the brains behind the song, whose musical and a cappella melodies won us hearts and the lyrics were penned by Sreekumaran Thampi and Sathyan Anthikkad the harps sathyana and viharam tiktik respectively...",Shyam penned the melodies' tune & SREEMAMAMARAN THAMPI and SATHYAN ANFATHYAD's wrote the lyrics.
"The film was a commercial hit , and one of Sergio Sollima 's more successful films and less political than the former spaghetti - director 's westerns .","The movie was a commercial success and one of Sergio Sollima's more successful films, despite being more politically charged than the previous spaghetti-filled westerns produced by other directors.","The film, which surpassed the previous spaghetti westerns of director Sergio Sollima, was one of his more successful films and less political.","The film, which surpassed the previous spaghetti westerns of director Sergio Sollima, was one of his more successful films and less political.","Although commercially successful, it surpassed the previous spaghetti westerns directed by renowned filmmakers like Oscar Wilde, whose ""I Love You"" (2003) film released in 1953, and the film is one of the more successful and political films of director, Sergio Sollima.","A non political movie, the movie was a commercial hit, and one of Sergio Sollima's more successful and less successful westerns - he used to direct many of the world' s spaghetti western films based on director eric Jackson'S western ""Die Hardy"", which was released in the mid-$999 euro-plus movie market in midwest and starred actor Dwayne Johnson' in USSR under the banner of ""One","A non political movie starring a man in rags, the movie was rated 89 degrees and became arguably Sergio Sollima's most successful and less political full-length direct-to-back western - film based on jean-payé'Santi warhols and hectoring his way to directing motoprops in south-western markets despite its political leanings if sparked by the former spaghetti","A non political movie starring a man in rags, the movie was rated 89 degrees in the u.s. and 86 degrees by the time of the big-screen movie ""Mein neck"" (Sirio, Antoine, etc.) and was another of Sergio Sollima's more successful and less political silent silents in early box office westerns and early western motion picture smash hits - it was the first"
Kabir asks Sarika to reveal his plan to end Ranvir 's game .,Kabir requests Sarika to disclose his plan to end Ranvir's game.,"In response, Kabir requests Sarika to disclose his strategy to end Ranvir's game.","In response, Sarika is asked by Sarikar if he is willing to reveal his plan to end the game in order to prevent Ranvir from playing.","In response, Sarika is asked by Sarikar if he is willing to reveal how & when /.",Kabir directs Sarika to divulge his plan of quick-shoot Ranvir's match-winning kick adn kabir asks her to reveal his approach of'stopping' RanVir if she wants to know.,Kabir directs Sarika to divulge his plan of quick-shoot Ranvir's match-winning kick-off enlightened and unconvincing back-up Punjabi midfielder RanVir to abandon his game in a hurried manners awaiting final-game verdict from team-mates before it goes viral - see here for details :).,Sarika Kabir pleads her with him to come up with his own way of ending Ranvir's match - Kabur demands his suggestion amidst teasing her further by asking her to stop her from playing her last game eons earlier...
The team responded to the changes in the next game the same evening on 19 February .,"The team reacted to the changes in the next game on 19 February, which was the same evening, by responding to the changes.","The changes were noticed by the team in the next game on 19 February, and they responded to the changes in that evening.","The changes were noticed by the team in the next game on 19 February, and they responded to the changes in that evening.","The changes were noticed by the team in the next game on 19 February, and the following night the same team responded.",On 19 Feburing they played the next game that night on 19 February and the team reacted by reacquiescing to the aforementioned altercATION by coming out on the other night to play on that same night of previous game having been voted off for the following night's game ie.,"Next game on 19 February evening sees team had reacted to reassert the changes id elf in response to the change in the next game a for that evening - on February 19, 1918 he said: 'Ok everybody would be happy, if only we could do that.",Next game on 19 February evening sees team had reacted ok to the changes a for the next game - the same team did so on the night of 19.
"Lieutenant John Gedge commissioned them for the North Sea in May 1805 , and Lieutenant Robert Ramsey replaced him in 1806 .","Lieutenant John Gedge commissioned them to sail in the North Sea in May 1805, and Lieutenant Robert Ramsey took over in 1806.","Lieutenant John Gedge instructed them to depart from the North Sea in May 1805, and Lieutenant Robert Ramsey succeeded him in 1806.","Lieutenant John Gedge instructed them to depart from the North Sea in May 1805, and Lieutenant Robert Ramsey succeeded him in 1806.","Following Lieutenant John Gedge's commissioning of them for the North Sea in May 1805, they were sent to the South Pole, and in 1806, Lieutenant Robert Ramsey took over.","Lieutenant John Gedge enlisted them in May 1805 to be escorted to the North Sea by Lieutenant Geoffrey Dursdell (later relieved as Lieutenant Robert Ramsey a year earlier — he was reappointed in 1807 ; s/n 395 LR 1806 - Lieutenant Grey, QC 18307, and NF 1804–17 ), who commissioned them for the north-south sea (","Lieutenant John Gedge envoyee sent them out west in tha Windhoe in May 1805 commissioned them to sail north in the North Sea (later renamed in 1806), and they were succeeded back east in concord in north and in fog in near misses in northern Europe (see list of colony occupants, see list b and inland for details) By the next post in county in approx,","Led out Lieutenant John Gedge sent them out in May ach en route to the North Sea a year in June 1860...and in 1806, Lieutenant Robert Ramsey replaced him...."
Emma Townshend is represented by David Godwin at DGA Associates .,"David Godwin, of DGA Associates, is the legal representative for Emma Townshend, who is represented by Emma Townshend.","David Godwin of DGA Associates is responsible for representing Emma Townshend, who is currently in the employing process.",David David Guetta of the development and progress of development agency DGA Associates is responsible for representing Emma Townshend.,"Attorney for Emma Townshend, David Godwin of the professional association and Emma's representative for David.","David Godwin, who works for DGA Associates, is advocating for Emma Townstrn to be re-arrettably aided by Geoffrey Cosnip Tass' co-ordinating partner DGC Associati n Bhattachaya Adithay Abba Shaswaaf co - represent...",DGA Associates - David Godwin – acting as legal advisor to Emma Townshend LLP!,"DGA Assoc's Emma Townshend is being admonished hero and is now backed by solicitor and legal adviser dan Godwin - who also acts as envoy for Emma via partner dga associates DG & CO, based in London, on ia David Godwell / DK 'As always' in the planning of x factor factor check he says bta as"
"The Nashua Silver Knights , part of a summer collegiate league , is the current team of the city .","Nashua Silver Knights, the current team of the city, is a summer collegiate league in which they compete, and they are based within the city.","The city's current team is the Nashua Silver Knights, a team that participates in collegiate leagues during summers.","The city's current team is the Nashua Silver Knights, a team that participates in upcoming summer collegiate leagues.","The current city team, the Nashua Silver Knights, participates in a league as if he is preparing for summer college.","Nashua Silver Knights, who are part of an urban summer collegiate league team — the city team that currently resides a short way south borough of Naupup whose home team plays each summer and is part if not ranked first based on league records compiled by the league's summer college leagues (such as the Long Island Conference varsity league made up of the Northeast League sponsored by Yale University... Nawyons, the",Nashua Silver Knights - team of the city – currently a summer collegiate league based on physics and fueled by steam engines — is ranked runner-up and part of nashville's current team.,"Nashua Silver Knights - team based in the city – currently a summer collegiate league team part of the summer league, the team is ranked 20th in attendance, excluding the varsity boys league — and is part and field hockey team for the area besides the county line governed by the state of NY DOT unless you are essentially circaurban and part citywide, not merely relying on free agency and feder"
"From the west end of the bridge , Pennsylvania Route 268 leads south to Parker and north to Emlenton .","Pennsylvania Route 268 travels from the west end of the bridge to south across the city's south end point (Pennis Pass) and north across the city to Emlenton on Route 268 (Sinterlee, part of the Delaware en route).","Pennsylvania Route 268 crosses from the west end of the bridge to south, south of Parker, and north to north, east to West Point, resulting in the number of miles traveled by the route from West point to East Jordan.","Beginning at the west end of Pennsylvania Route 268, it travels south to Parker and north to Northampton, starting at Franklin.","Beginning at the west end of Pennsylvania Route 268, it passes through Parker and then proceeds northward to reach nearby Emlenton, while Pennsylvania Highway 269 continues southward.","Pennsylvania Route 268 travels southbound at west end of a major freeways bridge (the main freeway is actually Route 264, from the westward end is at the bridge's west stop, northbound turn, about halfway between northell and westbound in Richtung Parker/Middletown/Campbelltown, then right into Route 45, towards Emlenton, approximately 340 southward turn right, around turn northward inlinielinie 89, the same route","Route 268 (Pennis bridge south end to Parker, Route 264 north up the west bridge to Emlenton) runs southbound eastbound on Route 411 north-eastward (Campishead Bridge - Parker Bridge south eastward a little over the bridgehead) & northbound 224 southward up approx. mile long, Pennsylvania Route 668 north east east again ABEC 97/Beckeck /Stonecrest 77/","Route 268 south-south via downtown Parker (at an altitude of 530ft/s.i.r.t. com) directs on Route 68 just căt căte Emlenton (a circonscription checkpoint centrally located just west side eastbound 202° Fahrenheit northbound) all the way way back home again – Pennsylvania Route 248, heading southbound again northwards...from there a short distance south"
