Sentence,Formal_15
 I will be all right soon . I was terrified when I watched them fall from the wire . ,I am going to be fine in the near future. I was frightened to see them fall from the sky.
 Don't worry.He is an acrobat 。 ,He is an acrobat and he doesn't let his cynicism or naivety faze him.
 I see . ,I see.
"Hey John , nice skates . Are they new ? ","I've heard good things about your new skates, can you tell me if they're new?"
" Yeah , I just got them . I started playing ice hockey in a community league . So , I finally got myself new skates . ",I recently acquired new skates after starting ice hockey in a community league.
 What position do you play ? ,What is your current position?
 I ’ m a defender . It ’ s a lot of fun . You don ’ t have to be able to skate as fast on defense . ,"I'm a defender and it's piqued my interest. On the other hand, you don't have to be lightning fast on defense."
" Yeah , you ’ re a pretty big guy . I play goalie , myself . ",I'm a former goalkeeper and consider myself comparatively big.
" Oh , yeah ? Which team ? ","Which group of people, Uh-Oh, or whatever, is it?"
 The Rockets . ,"The Rockets, the."
" Really ? I think we play you guys next week . Well , I have to go to practice . See you later . ",Is it true? I believe we're scheduled to play next week. I have to go to practice. See you later.
" All right , see you later . ","OK, I'll see you later."
"Hey Lydia , what are you reading ? ","What's the name of the book you're reading, Lydia?"
" I ’ m looking at my horoscope for this month ! My outlook is very positive . It says that I should take a vacation to someplace exotic , and that I will have a passionate summer fling ! ","My horoscope for the previous month is very much in my favor...it says that I should go for a trip to elvenica or some other place, and that it will be devoted to an arduous summer affair!"
 What are you talking about ? Let me see that ... What are horoscopes ? ,What is the meaning of horoscopes?
" It ’ s a prediction of your month , based on your zodiac sign . You have a different sign for the month and date you were born in . I was born on April 15th , so I ’ m an Aries . When were you born ? ",Is there a month and date in which you can predict based on your zodiac sign? I was born on April 15th and I am an Aries.
 January 5th . ,January 5th is the day for.
" Let ’ s see . . . you ’ re a Capricorn . It says that you will be feeling stress at work , but you could see new , exciting developments in your love life . Looks like we ’ ll both have interesting summers ! ","Capricorn is a sign of being prone to stress in the workplace, but it also suggests new and exciting possibilities in your romantic life. It looks like we can both have upcoming summers together despite being CaPRICANS!"
" That ’ s bogus . I don't feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . ",I'm not experiencing any stress at my job or having a significant amount of time or energy to spend on my significant other. This zodiac stuff is just nonsense. It's all phony.
" No , it ’ s not , your astrology sign can tell you a lot about your personality . See ? It says that an Aries is energetic and loves to socialize . ","It's worth noting that an Aries is a socially active person who is also an energetic person, depending on their astrology sign. However, this is not purely based on luck, as it can reveal countless details about an individual."
" Well , you certainly match those criteria , but they ’ re so broad they could apply to anyone . What does it say about me ? ","I'm sure you meet those criteria, but they're too extensive to be applied to everyone. What does this imply about me?"
 A Capricorn is serious-minded and practical . She likes to do things in conventional ways . That sounds just like you ! ,"Capricorn is a clear and practical-minded Caspian who likes to be in the know, and has inherited sanity from her past."
"Frank ’ s getting married , do you believe this ? ",Is it your belief that Frank is getting married before he gets married?
 Is he really ? ,Is he truly sincere?
" Yes , he is . He loves the girl very much . ","Yes, he is. He has a great love for the girl."
 Who is he marring ? ,To whom is he tying the knot?
" A girl he met on holiday in Spain , I think . ",I believe he met a girl en route to Spain while on vacation.
 Have they set a date for the wedding ? ,Have they arranged a date for the wedding?
 Not yet . ,Not yet.
I hear you bought a new house in the northern suburbs . ,I heard that you have recently acquired a new property in the northern suburbs.
" That ’ s right , we bought it the same day we came on the market . ",We bought it on the day we went on our first day of the market.
 What kind of house is it ? ,What is the classification of the house it is called?
 It ’ s a wonderful Spanish style . ,"A fantastic Spanish-style, it's a wonderful style."
" Oh , I love the roof tiles on Spanish style houses . ","Oh, I am smitten with the resemblance of the Spanish-style homes' roof tiles."
 And it ’ s a bargaining . A house like this in river side costs double the price . ,"A two-for-one bargain is the way to get a house like this on the river side, which is twice as expensive."
" Great , is it a two bedroom house ? ","Is this house, which has only two bedrooms, a two-bedroomed residence?"
" No , it has three bedrooms and three beds , and has a living room with a twelve-foot ceiling . There ’ s a two-car garage . ","No, it doesn't, as it has three bedrooms and three beds, and a living room with ice twelve feet ceiling. Additionally, there's onsite swot thingy with two-car garage."
 That ’ s a nice area too . It ’ ll be a good investment for you . ,That's a lovely location as well. It'll be advisable to invest in that area.
" Yeas , when will you buy a house ? ","When do you plan to buy a house, as in when you will buy something?"
" Not untill the end of this year , you know , just before my wedding . ","I'm assuming it's not until late next year, right before my wedding."
" Right , congratulations . ","Well, congratulations."
 Thank you . ,I am saying my. ‘Thank you.’
"Hi , Becky , what's up ? ","Hi, Becky, can you tell me when you're at work?"
" Not much , except that my mother-in-law is driving me up the wall . ","I'm not really utilizing anything, except that my mother-in-law is getting the best of me and causing me to be pushed to the limit by a dwindling number of kilometres."
 What's the problem ? ,What's the matter?
 She loves to nit-pick and criticizes everything that I do . I can never do anything right when she's around . ,"I can't do anything right around her, but she has a tendency to nit-pick and scold everything that I do."
 For example ? ,What is an example of?
" Well , last week I invited her over to dinner . My husband and I had no problem with the food , but if you listened to her , then it would seem like I fed her old meat and rotten vegetables . There's just nothing can please her . ","I brought her for dinner last week and although she was fine with us and had no issues with the food, if you listen carefully, she will think that I fed her old meat and rotten vegetables. There's no way to satisfy her."
" No , I can't see that happening . I know you're a good cook and nothing like that would ever happen . ","I can't imagine that happening. I know you're a good cook and that wouldn'' not happen to you, but I'm sure you could do better."
 It's not just that . She also criticizes how we raise the kids . ,"It's not only that, but she also rebukes the way we raise the children."
" My mother-in-law used to do the same thing to us . If it wasn't disciplining them enough , then we were disciplining them too much . She also complained about the food we fed them , the schools we sent them too , and everything else under the sun . ","My mother-in-law and I used to be in the same situation where we were disciplining our children too much even though we didn't discipline them enough. She also had concerns about the food we fed them, the schools we sent them to, and everything else that went wrong."
 You said she used to ? How did you stop her ? ,What did you do to stop her from doing what you said she used to do?
" We basically sat her down and told her how we felt about her constant criticizing , and how we welcomed her advice but hoped she'd let us do our things . She understood , and now everything is a lot more peaceful . ","We took her to the room and discussed our apprehension about her frequent criticizing. We welcomed her counsel but hoped she would allow us to proceed, resulting in heightened peace. She finally reacted."
 That sounds like a good idea . I'll have to try that . ,I'm willing to give it a try. That sounds like sănătious. Thanks.
How are Zina's new programmers working out ? ,What is the progress report for Zina's new programmers in terms of their performance?
" I hate to admit it , but they're good . And fast . The Filipino kid is a genius . ","I'm not sure I can say with confidence, but they're good and fast. The Filipino kid is a genius."
" So you'll make the Stars.com deadline , and have us up and running next week ? ","Are you planning to make it to the Stars.com deadline, so we can start working next week?"
" It'll be close , but we'll make it . ","Although it may be a daunting task, we'll still come out on top."
" Good . After Stars.com starts paying us , we won't need Vikam's cash anymore . ","Since Stars.com has started paying, we'll no longer have Vikam's cash."
" And if we don't need them , we won't need Zina , either . ","If not, then Zina won't be necessary for us."
Do you like cooking ? ,Is it your nature to cook?
 Yes . I like cooking very much . I got this hobby when I was 12 years sold . ,"I have a strong interest in cooking, and I started having sat for 12 years when I was sold."
 Why do you like it ? ,What is it about this that you find appealing?
 I have no idea . I like cooking by myself . I like to taste delicious food . ,I have no idea. I enjoy cooking by myself.I like to taste delectable food..but I don't know.
 That's wonderful ! ,That's great!
" And I love trying new recipes , which I usually test with my friends . You can come , too . ","I have a fondness for trying out new recipes, especially those I usually try out with my friends. You can also come to see and try my recipes."
 Really ? I hope I can have a chance to taste it . Don't forget to tell me . ,"Is it possible for you to give me a taste of this product? If not, please let me know."
 Certainly . ,Sure.
Anyone home ? Jen ! ,"Jen, is there anyone at home who is home? Is anyone here?"
 I'm in the kitchen ... let yourself in ! ,I'm in the kitchen... enter to let yourself in!
 Wow ! You're really working up a storm ! ,I'm amazed that you're doing such a great job!
 I know . I've even worked up a sweat . ,I've pushed myself to the limit. I can tell you that I haven't put too much pressure on myself.
 You look like a cooking show host--only messier . ,"I think you're like a segment of satay in TN, but this time there's something different: messier."
You look so tan and healthy ! ,"Such a great tan and great look, couldn't you agree more?"
 Thanks . I just got back from summer camp . ,I just got back from summer camp and I'm really appreciative. Thanks again.
 How was it ? ,What was your experience like?
 Great . I got to try so many things for the first time . ,I got to experiment with many things for the first time.
 Like what ? ,What is the question?
" I went sailing , fishing , and horseback riding . ","I went on a sailing, fishing and horseback ride."
 I ’ m so jealous . ,I'm feeling envious – I can't wait to try it.
 The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes ! ,"The most wonderful, utterly worthless summer I've ever had - not to mention the mosquito bites despite the counselors' pleasant demeanor."
"Diana , do you like the perfume I gave you ? ","I'm wondering if you find the perfume I gave you, Diana - do you like it?"
" It ’ s good . But to tell you the truth , I don ’ t wear perfume . ","It's a good thing. However, I don't really wear perfume."
 I ’ m sorry . I didn ’ t know that . ,I didn't realize until later that I had.
 That ’ s all right . Thank you all the same . ,That's fine. Thank you very much.
"Ah , ah , ah ... ","Ah, ah. :... oh, dear!"
" All right , Bill.Here ' s your daily exercise schedule . You are to jog before breakfast . ","I'm curious about your daily exercise routine. Ideally, you should jog before breakfast and follow the same schedule. Bill, thank you for your understanding."
 Jog ? ,"What is the meaning of ""Jog"" in your question?"
" Then , you are to walk to work . ","Then, you must make your way to work by walking to your car."
 Walk ? ,What is the walk?
 Thirty minutes in gym at lunch time . ,"At lunch time, spend thirty minutes in the gym."
 Oh no . ,Oh no.
" Use the stairs , never the elevator . ","To avoid the hassle, use the stairs instead of the elevator."
" Oh , dear . ","Oh, my goodness, what a relief."
" And three times a week , you can either swim , play racketball , or hand ball . ","There are also three weekly activities, including swimming, racketball, and handball."
 Oh no . ,Oh no.
" OK , you can stop now.It ' s time for the dance class . ","OK, you can stop right away, but it's time to go to the dance class."
 Dance class ! I don't know how . ,I'm so tired from a dance class that I can't seem to take it.
 You will . ,It's your turn.
 Oh ... ,"Oh,..."
"Hi Bill , I saw your grandma yesterday . ","Hi Bill, I saw your grandma yesterday and had a chance to meet you."
 Oh where was that ? ,Where can I find that?
 I was running around the track at my college and there she was walking around the same track . ,I was jogging on the track at my college and there was also her walking around the same track.
 Grannie always tries to stay fit and healthy.She is always making us kids eat the proper foods . ,"Grannie is an unreliable and steadfast observer of healthy and fit bodies, and she is constantly urging our children to eat as they should."
" Well , it pays off for her.How old is she anyway ? ",I think it's worth it. How old is she when she'll be worth all the hard work?
 She will be 86 next month . ,Her upcoming month of 86 years will see her reaching the age of 85.
 That is truly amazing ! ,That's simply amazing!
I would like to register for a class today . ,I am interested in taking a class today and would like to register.
" No problem , what class would you like to take ? ","I'm not sure what class you want to take, could you please share it with me?"
 I would very much enjoy taking a Psychology class.Because I'm crazy . ,"I'm not sure how to handle taking a Psychology class, but I think it would be incredibly cool."
 There are two classes that are still open . ,Two classes are still pending registration.
 Which days are these classes on ? ,What are the days of the week for these classes?
 The first class is a Tuesday and Thursday class from two to three . ,The first class is from two to three and takes place on Tuesday and Thursday.
 What about the other class ? ,What about the other class?
 The other class is on Monday and Wednesday from 10 am - 12 . ,The other class is available from 10 am to 12 noon on Monday and Wednesday.
 Are you sure there are no more open classes ? ,Are you sure that there are no more open classes?
 I'm positive . ,I'm sure I can.
 Sign me up for Monday and Wednesday . ,Be on my schedule for Monday and Wednesday.
" Okay , I'll sign you up . ","OK, I'll give you a sign up."
"Dad , why are you taping the windows ? ","What is the reason for you tapping the windows, Dad?"
" Honey , a typhoon is coming . ","A typhoon is about to inundate the Gulf of Mexico, as reported by the Associated Press."
" Really ? Wow , I don't have to go to school tomorrow . ",Is it true that I don't have to go to school for the day tomorrow?
" Jenny , come and help , we need to prepare more food . ","Help us prepare more food, our waitress, Jenny, is coming to help."
 OK . Dad ! I'm coming . ,OK. Dad! I'm coming a long way.
"Hi , my name is Lean , and I'm from Russia . ","Hi there, my name is Lean from Russia."
" Nice to meet you , Lean . My name is Alike . I'm from Japan . ","Hi there, Lean. I'm a Japanese native. My name is Alike and I feel very much like I did when I met you."
 To me English is a difficult language . ,I find English to be a difficult language to master.
 A second language is always difficult . ,It is always a challenge to learn whichever language you prefer as supplementary language.
" True , but English is harder than most . It's a crazy language . ","It's true, but English is a lot more difficult than most languages. It is an insane language."
 A crazy language ? Why do you say that ? ,What is a strange language? Why do you call it that?
 One letter can have several pronunciations and one word can have several meanings . ,A letter can have multiple pronunciations and a single word can hold multiple meanings.
 No wonder you say English is a crazy language . ,"No wonder I'm told English is a ""crazy language""; it's not surprising that you agree."
Can I help you ? ,Is there any way I can be of assistance?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",I'm struggling to find suitable material for my writing assignment. Can you provide some guidance?
 I'll certainly try to help you . What topic is your paper on ? ,I'll give it my best shot and assist you. What is the subject of your paper?
 My paper is on the influence of television on children . ,My paper is about the impact of television on children.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,"There are many sources you can use to explore the topic of children and television, but the most likely is the computer, which will give you a list of all scientific journals that cover the subject."
 Thank you for you help . ,I am grateful for your help and want to thank you for it.
Here ’ s your hot dog and beer . What happened ? Did I miss anything ? ,Is there anything I missed out on? I'm curious about what happened between hot dogs and beer.
" Yeah , Cal Ripen just hit a home run . ","Well, Cal Ripen had a homer."
 What ’ s the score ? ,What is the numerical value of the score?
" Well it was 3 to 4 , but Ripen ’ s home run made it 5 to 4 since another player was on first base . ","It was a 3 to 4 tie, but Ripen's home run tied the score at 5 to 4, as another player was assigned to first base and another hitter was on the mound."
 So Baltimore is winning ? ,Is it safe to say that Baltimore is the victor in the upcoming competition?
 Right . ,Right.
 This is a really great place to watch a baseball game . ,This is an excellent location to view a baseball game.
" Yeah , there isn ’ t a bad seat in the place . ",There's no doubt that there is a decent seat in the place.
" The fans are great here , too . Not like in Philadelphia . ","The following is where you'll find a great deal of support, but it's not as dynamic as in Philadelphia. The fans are also very friendly."
 It was a great idea to spend a day watching a game . ,I thought it would be great to watch a game for 'total immersion' in my day.
" Yeah , it reminds you why they say baseball is America ’ s favorite pastime . ",It's worth noting that baseball is regarded as America' s cherished pastime.
How do you like the pizza here ? ,What is your opinion about the pizza you have ordered here?
 Perfect . It really hits the spot . ,This is spot on. Perfectly fine.
Do you have a light ? ,Is there a light on your premises?
" Sorry , I don't smoke . ","I'm sorry, I don't smoke - sorry."
I was scared stiff of giving my first performance . ,I was frightened to the core to give my first performance.
 Were you ? your performance was excellent . ,Did you? Your performance was outstanding.
 Thank you for your kindly words . ,I appreciate your kind words and many thanks for your time and effort.
Excuse me . Could you please take a picture of us with this camera ? ,I'm wondering if you could take a picture of us using this camera.
 Sure . Which button do I press to shoot ? ,I'm unsure which button to press to start the shoot. Can you provide guidance?
 This one . ,This one.
 Do I have to focus it ? ,Is it necessary for me to concentrate on it?
" No , this is a focus-free camera . All you have to do is point and press the button . ","This is a focus-free, focusless camera that requires pointing and actuating the button to capture the image."
 All right . Say cheese ! ,"Good, I said the cheese."
Every country should face the history . ,It is important for every country to learn from the past and face the consequences.
" Yeah , we don ’ t live in the vacuum . We have traditional values and long but different history . ",Our history and traditional values are not in the same vacuum as in a vacuum of emptiness.
" Sometimes , we , human beings , really had done something wrong , so we should admit it at first . ","Sometimes, we as humans have made mistakes, and we may not be ready to accept it at first."
 But there is always somebody who wants to turn his back on the true history . ,"However, there are those who want to turn their backs on the authentic story."
" I believe such things won ’ t be realized , just daydreaming . ","I don't think such things will ever be real, it's just a way of daydreaming."
"Do you like traveling , Kathy ? ","Are you fond of traveling, Kathy?"
" I like traveling for pleasure to get places for vacation for instance . But I don ’ t like traveling to work , waiting for buses , or ... ","I have a fondness for traveling, whether to work, play on the train, or go on errands. However, I don’t enjoy traveling to the office, waiting for trains, and relying on waiting staff."
 Or getting stuck in traffic jams when you ’ re driving . ,Or being unable to drive due to traffic congestion or getting stuck in traffic.
 Exactly . ,"Correctly, yes."
Your house is too small . Why not buy a big one . ,Your house is too little. Why not consider buying a big one instead?
 I do wish I could afford one . ,"I would love to have the opportunity to buy one, but I can't imagine the cost of one."
 You can get a loan from the bank . You know LPF program provides low cost loans for participants home purchases . ,"The LPF program offers low-priced loans for home purchases, but the bank can also provide loans to eligibleborrowers."
 Of course I know that . But don't you notice that the house price is skyrocketing ? ,"I'm aware that the house price is going to be so expensive, is it not even close to the housing market?"
"How do you do , Prof.Smith . ","What is your approach, Prof.Smith?"
" How do you do , Ms . Yang.You speak very good English . ","Ms. Yang, what is your English-speaking skills M.?"
 Thank you . I begin to like English even when I was a child . ,"I appreciate your efforts. Even as a child, I developed sensitivity to the language and English."
 Where did you learn it ? ,Where did you gain the knowledge you have gained?
" At school , in China.This is my first time to be out of my own country . ","I'm currently in China as a high school student, but for the first time, I will be traveling outside of my country."
 It's amazing . ,It's fantastic.
Do you want black or white coffee ? ,"Which type of coffee do you prefer, black or white?"
" White , please ","I'm a shivering while imagining 'White' for the White White, please see White's profile."
 Look ! there's a Folk concert tomorrow evening . Do you Want to go ? ,Are you planning on attending a Folk event at 7:30 pm?
 I don't like Folk music very much . ,I have a distaste for Folk music and find it unappealing.
 What kind of music do you like ? ,What type of genre of music do you find appealing?
 I like classical music . Do you ? ,Is it your opinion that classical music is of particular appeal to you?
 Not very much . Classical music sends me to sleep ,I'm not very fond of it. Classical music induces me to sleep when I think of the music I hear.
 I don't believe you . ,I doubt your sincerity.
 It ’ s true . ,It’s accurate.
 You are funny ! ,"""You're so witty!"""
 So are you ! How about another coffee ? ,So are we? And so is your coffee time again?
What do you like to do in your spare time ? ,What is your preferred way to spend your spare time?
 I like playing chess . ,I have a fondness for chess and it's one of my pastimes.
 Do you have any hobbies besides playing chess ? ,Are there any other pastimes you enjoy apart from playing chess?
 I'm afraid not . ,I'm afraid I don't.
 Do you have any hobbies like playing tennis or things like that ? ,Are there any leisure activities or pastimes in your life that involve playing tennis or other similar pas-ones?
" Oh , yes . I like playing basketball . ",I'm a keen on playing basketball.
 Can you tell me why you like it ? ,What is the reason for your fondness towards it?
 Because I like the feeling of cooperating with others . ,I find solace in being able to work with others. This is because I appreciate the sense of responsibility that comes with being an ally.
Where is John ? I can't find him anywhere . ,"I'm having trouble locating John, where could he be? I haven't found him."
 Haven't you heard that he is in prison ? ,Is it not true that he is currently in jail?
 What ? Beg your pardon . ,Is it time to grant your pardon?
 John is in prison now . He was copped outstealing . ,"John is currently in detention in a solitary confinement delinquent, having been nabbed as stealing by policing."
 I just cann't believe my ears ! ,I'm having a hard time believing what I just heard!
Can I help you ? ,Is there any way I can be of assistance?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",I'm struggling to find suitable material for my writing assignment. Can you provide some guidance?
 I'll certainly try to help you.What topic is your paper on ? ,"I'll do my best to assist you, but I don't know what topic is on which you're putting the emphasis."
 My paper is on the influence of television on children . ,My paper is about the impact of television on children.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,"There are many sources you can use to explore the topic of children and television, but the most likely is the computer, which will give you a list of all scientific journals that cover the subject."
 Thank you for you help . ,I am grateful for your help and want to thank you for it.
"Hey , Ted . What are you up to this Friday ? ","What's your plan for Friday, Ted?"
" Well , I have the day off from work . ","I have a day of rest from work, so I can take."
 That ’ s great ! Do you have any plans ? ,That's great news! Can you tell me what you have planned for the rest of the day?
" Well , I ’ Ve been working so hard lately , so I ’ ll probably just take it easy . ",I'll probably take a break from working on errands since I haven't been able to make the most of my time.
 Sounds nice . ,I'm thinking it sounds good.
" Yeah , I ’ ll probably just stay in and relax . Maybe watch a few movies . ","I'll probably just sit back and enjoy myself, maybe watching a few movies."
 Can I stop by ? ,"Is it possible for me to visit and if so, when?"
 Sure . Any time . ,Any time. Sure. Anytime.
You honestly believe the world ’ s improving every year ? ,Do you have faith in the idea that the world is getting better with each passing year?
" Yes , I do . I think that science is making us wiser . What do you think ? ",Is it your opinion that science is making us more intelligent?
 I don ’ t think you ’ re right there . ,There's no way you're even able to put your mind to your head.
 I believe industry is making us wealthier . ,I think that industry is a source of our financial resources.
 I don ’ t believe that . ,I don’ t think that...
" And in my opinion , medicine is making us healthier . ","I think that medicine is making us feel better, and I believe that it is the key to our health."
" I agree with you in the sense . But we ’ re all more miserable than ever , aren ’ t we ? ","I think I understand your point, but I also think we're all experiencing more misery these days, isn't it?"
" I don ’ t agree with you . I maintain that we ’ re healthier , wealthier and wiser than we were a hundred years ago . ","I disagree with you on this matter. I think that we are now a much more literate, prosperous and prosperous society than we were 100 years ago."
 That ’ s your opinion not mine . ,I'm not in agreement with that.
What do you plan to do for your birthday ? ,What are your plans for your birthday and what will you do to mark the occasion?
" I want to have a picnic with my friends , Mum . ","I am looking forward to a picnic with my dearest friend, my Mum."
 How about a party at home ? That way we can get together and celebrate it . ,Is it possible to have a social get-together at home and have it planned out by planning.
" OK , Mum . I'll invite my friends home . ","OK, Mum. I'll bring my friends a b&b."
How may I help you ? ,In what ways can I assist you?
 I would like to return this book . ,I am interested in returning this book.
 Is that all you need ? ,Is that all that's required of you?
 I also want to check out this video . ,I also have a desire to view this video.
 Is that all you would like to check out ? ,Is that all you would like to know about?
 That ’ s all I need . ,That's all I'll ask for.
 Do you have your library card ? ,Have you checked for your library card?
 Here it is . ,Here it is.
 Make sure to take proper care of this video . ,"This video requires proper attention to maintain, so make sure to take care of it."
 That won ’ t be a problem . ,There won't be any issue with that.
" If you damage the video , you will be fined . ",Fines may be imposed for damaging the video that is allegedly filmed.
 I won ’ t damage it . ,I will not sabotage it.
What's the matter with you then ? You look miserable . ,What's the problem with you then? You look gloomy.
 It's us . ,It's us.
 What do you mean by us . ,"What is your interpretation of the term ""us""?"
" Well , you always say you're busy . ","I'm sure you're busy, but I have to be honest, I don't know."
 That's right . ,That's correct...
 And you often go back to live with your parents and leave our son in the room by himself . ,It is common for you to return to your parents' place of residence and leave our son alone in the living room.
" I ... I ... I miss my parents , also they miss me . ","I... I miss my parents, and they miss me."
" Oh I remember , I cut terrible calls , and you didn't say anything about it . ","I'm reminded that I made some terrible calls, but you didn't mention it when I did."
 You mean I am groaned a few words ? ,Is it just a few words to describe my annoyance?
 Totally not . Perhaps it's about our marriage . ,Not at all. Perhaps it's about our relationship.
"Hi , Mary . You look pale today . What's the matter with you ? ","Hi there, Mary - I noticed that you looked pale today. What's the matter with that expression?"
 I think I've caught a cold . Now I'm aching all over . ,I believe I've been sick with a cold. Now I have aching muscles all over my body.
 You'd better take some medicine and have a good rest . I hope you'll be yourself pretty soon . ,I suggest you take some medicine and have a good night's sleep. I hope you're feeling better soon.
 Thank you . I suppose I should go to see a doctor . ,I appreciate your response. I think I should visit a doctor.
"I feel like going for a drink , it's been a long day . ",I'm longing for a drink since it's been rained out all day.
" Great idea ! Peter , I could use the drink . ","I'm tempted to grab a drink, Peter - thanks, great idea."
 How about the new bar across road ? ,What about the new bar on the other side of the road?
" Sounds good . The food there is fantastic , too . ","There's a good sense of opulence and excellent food, too."
" I agree , I had lunch there last week . ","I have the same understanding, I had lunch there last week."
 excellent ! That sounds like a plan . ,"That sounds like a plan, great!"
"Could you tell me the right time , please ? ",When is the appropriate time to respond?
 Well . My watch says five past two . But it ’ s no use rely on it because it has been gaining and losing these last a few days . ,"My watch has been fluctuating for the past few days, and although it indicates five past two, I don't believe it."
 You have to go and fix it . ,It's your responsibility to fix it.
 Yes . I will . ,Yes. I will - I said if I can.
does your family have a record of your ancestors ? ,Is there any surviving members of your family who can trace their ancestry to the present day?
 sure . My mom has been working on our family tree for years . She ’ s always updating it . ,"My mother has been diligently working on updating our family tree for years, and I can confidently say that she has a strong commitment."
 do you have a copy of your family tree in your house ? I ’ d love to see it . ,Is there a copy of your family tree that you have in your house? I’d like to see if you can share it with me.
" I can show it to you now , if you like . I think it goes back about 8 generations so far . ","I'd be delighted to show you it now, if you're interested. I believe it has been around for 8 generations."
 that ’ s amazing . Do you have a large extended family ? ,"I'm wondering if you have a large extended family, can you tell me?"
 I ’ Ve got 30 cousins on my mom ’ s side and 10 cousins on my dad ’ s side . ,I'Ve got 30 of my ancestry on my mother’s side and 10 of mine on father’ s.
 are you very close to your first-cousins ? ,Are you very close to your first-cousins?
" the ones that are my age are close relatives . Now that I ’ m older , I don ’ t spend as much time with them as I used to , so I don ’ t know my younger cousins as well as the older ones . ",I don’t get to see my cousins who are older than me because they are close relatives who used to spend as much time with me in the past.
 I see . who ’ s the head of your household ? ,"I'm curious, who is in charge of your household?"
" it ’ s definitely my mother . And , her mother is definitely the matriarch of the bigger family . ","My mother is undoubtedly my mother, and her mother's position as the matriarch of the larger family is evident."
 that ’ s interesting . What does your grandfather think of your step-mother ? ,What is your grandfather's opinion on your step-mother? That'd be interesting.
" at first , she was quite critical of her , but now that they ’ Ve been married for a few years , she ’ s starting to accept the fact that my father divorced my mother . ","At first, she was quite critical of her, but now that they’ve been married for a few years, I think she’s starting to come to terms with the fact that my father divorced my mother."
" that ’ s pretty much how you feel about your step-mother . Like grandmother , like grandson . ","When it comes to your step-mother, it's similar to the way you feel about grandmother and grandson."
"Hi , Mr . Wang . Do you feel like going boating with me ? ","Hi Mr. Wang, would you be willing to embark on a boating trip with me?"
" Sounds interesting , I haven't gone boating for some time now , and what time ? ","I've been boating for a while, but I haven't been for some time. When will it be?"
 How about tomorrow afternoon ? ,"Tomorrow afternoon, what will be interesting?"
 Sure . Where shall I meet you ? ,I'm not sure where to go for sure. Where are you?
 At the gate of the park . ,At the entrance of the park.
 Great . I look forward to meeting you . ,I'm eagerly anticipating meeting you. Great. I can't wait to meet you...
 See you then . ,I'll see you then.
 See you . ,I'll see y'all.
I hear that you've been to the Saikei Ski Resort for the weekend . Did you enjoy it ? ,Did you have a great time at Saikei Ski Resort over the weekend?
" Yes , it's so exciting , though I had the most falls in our skiing team . ","It's exhilarating, even though I had the highest number of falls among the other members of the skiing team."
 Isn't there any coach to teach you how to ski ? ,Is it not possible to find a ski coach to teach you?
 Of course there is . The top-level coaches there are from the State Sports General Administration . ,It's a fact that the most exceptional coaches there are from the State Sports General Administration.
 Could you move smoothly ? ,Is it possible for you to move quickly?
