Sentence,Informal_15
"I always use that app for music, movies and books.","I rely solely ON that app for music, movies and books."
A lot of sitcoms recently with chubby guys and hot girls. Like:King of Queens.,"A lot of sitcoms these days featuring overweight men and attractive women, such as ""King of Queens,"" have been a recent primetime travesty of this craziest sit-com genre (2001, season XLVLV upstate, 1996 TV network airing HKHK TV affiliate KKOR in the US and many other TV shows showcasing women in tuxedos, 2000 TV series screened in LA and Miami in"
You should consider that 99 cents per person times the number of people sending money results in a large amound of money.,"A big sum of money can always be ejected IF there are no other people you know, but you should be aware that 99 cents per person multiplied by the number of people sending money is a lot of Money..."
I think that Titanic cost around 300 million dollars.,"Titanic probably cost us about 300 million dollars overall, from my reading there, that's about right."
"An infant, a child or adult, and an elderly person with a cane","A baby, a child, an adult (usually an infant or an older person with cisgender function, but not yet fully developed cognitive control or gross gross motor skills or sensory-hypothetic skills like urination or flexation/spastage etc."
You should simply make people laugh and be yourself.,Simple stuff -- you just have to be yourself and make people laugh.
Falling Up is a bit similar to Linkin Park.,"Fallin' Up sounds like Linkin Park to some degree, right?"
They are coming out with many more games.,coming out with a lot more games.
That was more information than you asked for.,Excuse me but you didn't ask for that much of an answer you wanted to know that was there's still a lot of data on that one.
Who cares about what clothes that seventeen magazine says are trendy.,Naked noobs to seventeen magazine's opinion on trendy clothing for all age groups who care about fashion fads and trendy trends - who really cares?
The man who sings for The Cure.,singer of The Cure.
"Well, a geek, to me, would have to be someone that I could ask a question.","A geek would be someone I could ask a question to, from... well, that's gotta be one of those geeks."
His last name is Japanese.,"I know him by the surname his last name is Japanese (, ) - i.e."
"It doesn't, but the video was funny.","But it wasn't really funny, the video was funny."
You should use a software called media monkey.,A media monkey software app is a good starting point for this type of thing...
They can't be too new after three months.,But after three months they can't be too new.
The one in my living room.,one in my living room.’ The one.
"They are the Knights who say ""Knee"". Later in the movie they become the Knights who say ""Ichy ichy potanga"".",Knee is prefaced to it by another utterance they make - Knne ym joh tak omaka kakao lk na dch in ервоеодно классионалноо коество соратортика моилко как
Joey although I do not like his new show. It would be better if he was not the only character.,"Oops, Joey's new show isn't my cup of tea, I hope it'll be a different experience then do you? I think it would be cool to be out there instead of just being JoeY on TV, though I don''T like it."
You will not need to look up 'revolver' if you are as old as I am.,"I don't even need to look up'revolver' if you are as old as me right now, you just need not look it up yourself...'."
Ebay is my first suggestion but I also have another.,"Ebay is my go-to option first, though I have another one I aspire to try out first..."
They won because they cheated.,cheating and they won.
"The Knights who say Knee;  later in the movie, they become the Knights who say ""Ichy Ichy Potanga"".","Knights who say Knee; later in movie, they're known as Knight's that translates to ""Ichy Ichy Potanga"" (Kee Knighteereing potrehaha) characters later on in the movie they change their name later that day in a movie of the same name, aka, Knight, who uttered Kneal Kneing but subsequently chanted IchуPangangatah) in some"
Joey though I didn't like his new show. I guess it's better if it's not just him.,"Joey's new show didn't sit well with me either, I didnt find it interesting either. I guess it depends on whether or not it'll be Joe and others who aren''T just on Joe'."
"Revolver - If you're old like me, you don't need to look it up.","I don't even bother to look up Revolver - If you're like me, you donnnt have to search for it."
"I have two suggestions, the first is Ebay!","Ebay first thing only, I have two ideas for how to make money on Ebook!"
"They all cheated, and all worn out.",A mess of cheating and tiredness was their constant annoyance for every single one of them...
"Try everything, and perhaps Cepacol as well.","Sniff over anything and there's always something good to try, even Cepacol if you can get it in there."
She mainly played the leg part.,Leg girl - mostly her role in the leg segment.
I can almost still hear Moe's voice asking something.,Moe's voice beckons me with its last tremble yet I can almost hardly even hesitating to ask anything right now...?
"If you like British comedies, you may also enjoy the newer ""Peep Show"" and ""Little Britain"".","A bit of nostalgia for British comedy TV can also be indulgentely a go to show on the newer ""Peep Show"" and another block called ""Little Britain - Part Deux"". If you're hung out with the odd ""Toni Biker"" you might as well check out the latest shows, including the fab four-show Phantom and the popular sitcom Plumpton House, which airs on HBOS UK & Virgin,"
"For a general manager, I think they could find someone better.","I don't think they can go out and hire a better general manager, I think there's room for it in there somewhere else."""
"My mom wants a gay friend in the morning, but I don't know why.","Mom always asks a gay friend to wake us up, but I'm clueless why she's getting upset and I don't know why her friend is gay (my mom wants one too)?"
It depends on what room you are putting it in.,A good guess is how your putting it in based on the room you are stowing it at and not in anyway important.
"I love that station too. Go to exradio.com, then go to what we play and click on that channel.","I really like that station too, too bad I like it too. Go to exradio.com, then scroll down to our playing list, and click on that particular LINK to go to that channel you're on, that's it?"
I just got out of an argument.,"I just got over a fight, I don't have an argument now."""
He probably could have bought some Acme Rocket Powered Roller Skates instead and saved a few thousand dollars.,"Acme Rocket Powered Roller Skates probably cost him a few thousand bucks, if he had that luxury elsewhere... probably."
I am a day walker.,A drooling walker is someone I can get up to and walk on a day-by-day basis...
Rap groups do not usually get far.,"Rap groups don't usually get far, even if they get it far enough (horroscopes, of course, but not always) a rap group gets far too far along with it, and the grouping of raa groups usually does not get to far apart from the crowd that they're surrounded by (in most cases) because despite their relative size, reed groups get close to as far as three-peat groups"
I would advise you to go to  the site that I mentioned.,WELCOME TO THIS LINK - I SAY: You GO TO MY VOICE HERE WHICH I SEE QUICKLY PURCHASE DONE HERE.
One of my favorite songs by one of my favorite bands.,one of my favorite songs by one or one band.
His income is too high in my opinion.,"I don't think his salary is too high - he earns more money than that, I think..."
"Yes, I believe this ti be the best answer.","I reckon this could be the top-notch retort, no doubt for the most part, yes, please say ""yes!"""
"Happy Holidays, and consume many cookies.",Happy Holidays guys...and enjoy lots of cookies.
"Go to TV.com. Believe me, this site has information on every show that has ever been created.","TV: Look, TV.com is a great site to watch, you won't regret it, it has everything you need to know about TV shows ever created!"
They are still making profit off of the products that they have not fully released.,"NON-outputting products still earn them profit, so they are still relying on it to make money."
"Illegal from Oral Fixation Vol. if you want something on English, or Cd.","illegal from oral fixation vol. if you want something on English, or Cd., contact Illegal."
"I love the movie ""Romeo and Juliet"".","I just hankereth to watch ""Romeo and Juliet"", the movie I hated (I can't stop watching)."
Nothing is free so you should put it on your Christmas list.,Nothing doesn't cost so why not make it a Christmas list item for Christmas too - there are no such things as free stuff if you ask for it anyways?
Remember to sally forth.,Don't forget to lunge too much...
Anyone who guessed 36 are correct.,"guessing at 36, correct? Anyone who guesses at least."
Mine is no longer in working order but I have plans to replace it.,Mine no longer looks OK but I'll get it replaced...
"It is I, and it resembles cheese.","like a cheese, and it is I, it."
Which is true for all of Rush.,And that's even more valid for all Rush fans out there.
"I get pop up block notifications from most websites, yahoo included.","Yahoo sends me pop up block notifications every time I sign up and I get blocked on most websites too, I'm even getting blocked sometimes on certain sites too often also getting block notifications about me not being able to sign in and out of blocked websites (I've been blocked and not logged in yet). I don't wanna take action today today or disappear forever just because I can''nt."
"It is sharing making it legal, if you were to download it from the website that would be breaking the law.","downloading from the website from which it is shared and is making it legal, would be in breach of."
I do not know. I am sorry.,"sorry, I don't know. I am sorry' I not sure?''.'_________________EYE_FREE_FINAL_FEI_201_______"
I am quite excited for the new 24.,"I can't wait to try out the new 24, I am really looking forward to it up every day of my life..."
People have told me many times that I look similar to Ringo Starr.,"I've been told I sex up like Ringo Starr, and I can't help but feel this way too. People often ask me if I look anything like that either a lot or I don''T...I just kind of am like, Ringon Starrier."
"Additionally, many phrases have originated there, including ""No soup for you.""","A lot of catchphrases, like ""No soup for you,"" have their roots there, including the famous adolescent (i.e., not souping up for myself, just no souppot, etc."
She thought that it was pretty good.,"she said, ""OK, so it was pretty good."""
"Oh my Miranda, I need a bra. So that Ethan Craft will like me more than that slut Kate.","Ok Miranda, I need a bra, so maybe Ethan Craft will like me better than that slut Kate. P.S I WON'T BIR I AM THAT BRAIN?"
I don't know. I just heard it somewhere.,Guess I heard it.
"No, it's all in the timing. What the audience is looking for.","Ah, it's all about timing, right? What the audience wants to hear, not the brand name itself, is worth a dime here, if not X he has YES to anything else in particular, that is PG-Ed in its entirety, and not that of BS in general, but it is the only thing left in it, either that they want their audience to be interested in something specific, rather than the particularity of their interest"
Lil' Jon and the Eastside Boys get low.,Lil' Jon accompanies the Eastside Boys out west coast jogging low again!
I'm jealous you got to hear from anyone!,I don't think you got to hear anything except for someone to tell you!
I think that if I wear a bra then Ethan Craft will like me more than Kate.,"I'm pretty sure Kate would be ok with me if I wore a bra, but I don't think Ethan will be cool with it either."
"I do not know, I just heard about it somewhere.","I just heard about it somewhere, I don't really know what to make of it."
"It is all in the timing, and what the audience is looking for.","Audience demand reveals its waiting a time and the audience wants it done right the first time - it's all in the timing and what audience is awaiting in return for something they've come across before them, and they don't know where they are heading yet unless they know how to make that happen, they want it to be the way they do it right now, but they still haven''T-Mobile'dot chat number and I'"
Lil' Jon and the Eastside Boyz are great.,great is Lil' Jon and the Eastside Boyz.
I am jealous that you got to hear them.,jealous) I heard you guys talk.
"For all his intelligence, the professor was unable to make a simple patch for the boat.","But despite the professor's cleverness there he was unable to patch the boat - with his simple fix akin to e tampering with sewage tanks if sand was used to fill the hole in '08,' posing as nitpicks for DOT and dubbed ""rock-climbing up boats"" in the local WWF thread, unless rigs were repaired in an hour or"
"If Bruce Wayne was to take steroids, he would own Spiderman.","Batman would have Spiderman if it weren't illegal, just like you, but he'd be a superhero - not just one for steroids."
Donnie Darko and American Psycho are two of my favorites.,I really like Donnie Darko (Donnie Blacko) and American Psycho... And I Won't Do That Any Other Role.
"The character Roger on ""American Dad"" makes me wonder.","I can't stop thinking about Roger, the guy from ""American Dad's"" ""characters,"" etc. He'll be Roger anymore, right?"
A lot of bad things happened.,A lot of bad luck erupTED.
His first single was call me a mack.,"call me a mack, which was his first single."
Dimien Rice is about 5'8.,"Dimien Rice stands at 5'8 in waist circumstanstanţes called #7 in America's online age & height ranges - rice stands as 5′8"" in height in hindsight and height 3.5 in measurements : ""I'd say Rice is 5ft tall, like I am, but Rice was 5cm tall in years, so I don't know if I should be able to go out and say hi and"
Fun with Dick and Jane is a remake.,Fun with Dick and Jane reimagined in a remake - Dick vs. Jane (left) Remake 01.
I like to eat corn on the cob.,corn on the cob.’ I like corn-on-the-cob more.
Go to 106 and park when he is there.,"park when he is there, go to 106 and park."
All I can say is it's better not to talk about 50 Cents and asses.,"Suppos you can't make fun of 50 Cents and asses, so it's better not to bother with it all the time."
How about the fact that Lisa has a boyfriend?,"Lisa probably still has a boyfriend, isn't it besides Lisa's current partner that she'll be keeping an eye on things she says she doesn'' t like doing?"
"I believe he's Christian, maybe Jewish.","I reckon he's Christian, or maybe Jewish, based out of religion and maybe even Jewish beliefs, like a friend suggested to me by his friend Tanibel, is that right?"
"He's correct, it's a fantastic song.","Nice song, guys, that's a great song."
I'm giving 71 out of 100.,I'm grading it out loud with a score of 71 out of 100...
How much do you love gas? (give me more gas!),"Gas I'm curious (sorry, can't answer): How much fun is gas for you? (spoke!)"
"For Halloween when I was little, I was him.","I was Halloweened like him when I wasn't little back then, just like my parents did when we were little (she was 5 years old at the time) and I acted like it was him."
I prefer all the old films.,"I loathe old-school movie-watching too, I just looove all the oldies."
"Seinfield, That 70's Show, and War at Home.","Sein n’Bass, That 70’s Show, War at Home, It’ll Rain You Tube, David Bowie, Kerry’Sir, Andy Murray – all of which featured a soundtrack of Beatles songs sung by blues artists like NPR’08 & 112 and bluegrass star Julien Battista Vollenbach, championed by former bandleader John Kerry and former rap star Tyrone Wolfe among others"
That new song is just for the Greatest Hits.,"A new song just for the Greatest Hits, though."
Basket: slam dunk for a grand protagonist.,Bouncy castle for a grandiose lead in dunk game basket -.
"I'm not sure, but maybe that may help someone else.",I don't really know... maybe that'll be good for someone else.
No information available yet. Go to pinoisepop.com for previous festival information.,Unrecorded festival info - see pinoisepop.com for previous year's lineup.
The bouncer from the pub next door...,"pub next door’s bouncer, who."
Jerry is definitely a male. Because I've seen a cartoon where JERRY falls in love with a female.,"JERRY IS A GIRLY MAN! Jerry is definitely a man! I know you do, but I can't help but feel jealous because I've watched ONE cartoon where Jerry is obsessed with sex."
"No, not at all. It is not good for your health.","Nope, not at all, it is not good for your health to do that anyway you want it to be healthfull."""
"No matter where you are, when a 90's song comes on, people always respond with the word, ""Oh.""","No one gets a 90's song that'll get your attention anywhere, right? People are probably more likely to be receptive and say, hey, 90s music is about right, not about you, and they're all over it now, talking about it and giving you goosebumps and yelling at you and your heart out, ""Oh, yeah yeah,"" no matter where you stand, even if you can get shitballball"
You are telling me that there are people out in the world who do not like them?,I just heard you say there are people out there who don't like you?
"Also, you will get to learn about O.W.L.",Plus you get to see O.W.L.
"Come on, three months and no choice?","Hurray - three months yet you're left with no option, is this real or just a figment of your imagination and you can't choose which one to choose if you haven''T three Months Free?"
It may begin during the Spring or the Christmas season.,Start sometime this Spring or Christmas day (it might be Spring right now) And it can start anyway.
"I enjoy dancing to ""Baby Got Back"" by Sir Mix-A-Lot.","dancing to Sir Mix-A-Lot's ""Baby Got Back"" by Sirmix- A-Lite."
"I have heard that she is touring Taiwan, though she is likely unavailable (due to filming ""Bobby"").","I hear she is on tour Taiwan though she's probably not around (probably because she was busy shooting ""Bobby""). I know she wasn't, is she touring Taiwan right now anyway (maybe even right) - maybe not due to filming of ""BBY""?"
"He has a lot of power when he possesses his firearms, though without them he is likely weak.","WARREN SCHMIDT: He's mighty when he'S GOING DIRECT, but if HE'D BEHIND IT, THOSE ARE STRUCK WHICH IT GETS."
Darth Vader would not have any opportunity.,"Darth Vader would not get to try anyway, just not one bit."
I really enjoy Dragonball Z.,"I really like Dragonball Z...I kind of love everything Dragon ball Z."""
"Try www.allmusic.com, it's my favorite site.","www.allmusic.com is my go-to site, I love it."
"Everyone knows who Tom Petty is, he sings Free Fallin'.","Tom Petty is hailed as the real deal, thanks to his a cappella rendition of Free Fallin' (the band's hit song called 'Free Fallon'), but his real name isn't new or anything special here, let alone the name we all know it'll be in the mix soon enough - he'd better get raurauschychy clothes than TomPetty."
Fall out boy isn't my favorite. I'm not sure why everyone enjoys them.,"Fallout boy isn't my favorite pastime either, I just can'T get over why people like fall out boy?"
"Rock Roses is the same as Stone Roses, so I don't think so.",I don't think Rock Roses is the same thing it is - I think it's different if you're asking the question Stone Rose a few years back and I'm not imagining myself being asked that question anymore...
I find the conn f attachment to be superior because I enjoy a nice tone and many colors when I utilize it.,I actually like the conn f attachment for its nice tone and many colors when I use it... I would definitely use the conf b attachment if I were to choose one.
"The negative is the British accents, however, Hermione is highly attractive and it makes up for some of that.","But Hermione is so pretty damn cute, it's amazing to be alive with British accents, which is a bit of pity."
If it was that successful then it must be worth possessing.,"So if it was successful enough, it must be worth owning..."
"There are those that wish to extend the season to an entire year, and that is the reason for the break and vacation time.",A few still want to go on a full season for an entire year though right now they aren't able to do that as holiday time is taken as if they don''T want the break and vacation time on offer.
I found 24 to be politically conservative in nature.,"political conservative, I found 24 in a politically conservative era."
"I know, but I can not remember.","am aware, but I don't remember."
This happens only after having seven burritos.,"Siebenbutterfly: After that (seven) burritos, this happens only after you've eaten seven of these burreninos..."
Bad women seem good for pornographic movies.,"Bad women don't look good in pornographic movies either, they look OK to me."
"Yes, look at Anjelina and look at the movie.","Look, yes, look, no need to look at that Anjelina, you see that movie, yeah yeah."
I believe that you mean the television series.,"I cant see any other way, but I do think you're referring to the TV show."""
I do not think it is important because she is hot.,I don't think it matters much just because she is pretty good at it.
"Bart Simpson is excellent, but Bugs Bunny is a classic.",BATMAN BIBLIOGRAPH IS a GLADIANT AND GOOD THING movie.
Can't you hear me knocking.,knock on me. Can you hear me knocking on you?
I would rather listen to rock anyway.,"rock, but I would still go with rock if i am."
It must not be allowed.,I don't think it should be a permissible inclinATION to go any other place...
I cannot think of anything else.,"I can't think of anything else right now, nothing else."""
He will be 120 in 2100,2100 marks his age of 120 turning out to be in 2 100.
"While it is dated, it is always a supreme choice.","Néanmoins despite its age it is always super a top choice, even if it's dated."
"It will always be negative, no matter what it is always wrong.","negative, no matter what it is, always wrong."
It looks as though they are going down their own unique path.,"But it seems they are on their own path, right?"
"Shelly, I must say that it is positively just you!","Shelly I just want to say, it is sooooo true!"
"unless it is a garage band with  no true fame, the answer is no.","A garage band that doesn't have any real fame is a better contender for that, right up there with me - but that's about it."
Sorry that I am laughing out loud.,Excuse me for being so witty...
I do not know why people repeat what is not true.,I don't even know why people keep repeating what is not true...
"I really like him, Karin and Kazune.",Karin (left) & Kazune (right) I really like him.
"Hello, please stop at the deli.",WELCOME TO THE deli!
Mighty Mouse is Kripto the super dog.,"MARK TOMOROUGH TO MOPTO IS MULTO THE SUPER DOG, KRIPTO AND MOROTIALS – KIPTOTOS MILITIES FOR KIMPTO’S SUPER DUNKOT!"
I love to play my guitar and I do not know why.,I get so good at playing guitar that I can't even remember why I started if I was a kid.
"You aren't too fast catching up to the internet, huh?","Aha, how you're not up to speed with internet speed, isn't it a little bit of slack between you two, huh?"
All I know is that I can download music onto my ipod.,I just know that I can just download music to my iPod...
Throbbing Gristle is the best.,best Throbbing Gristle.
It is creepy and hard to eat a Whopper after being around King Kong King.,Eerie nip/choice/I can eat a Whopper after being in close proximity (it's spooky) and it' tastier when you're up next to King Kong King and you try to wolf down 1-2 times.
Click the URL and watch the clips.,Right click to watch the full URL to see the video clips...
We have to learn people.,So we need to start tinkering with people first and foremost to succeed with that one person...I mean we have to learn how people work.
We like the law and order credits.,"law and order credits, we like them."
I have to say the 80s.,"Ah, it's the 80s if I may say so myself now."
Radiolocator.com hooks me up.,radiolocator.com and hook me up.
Just try to catch up with the sound of waves on the beach.,Just try to catch a whiff of the beach and listen for the sound of beach waves crashing in just tumbling on the shore...
"I don't know, but I just saw the preview for the season finale. I'm sooooo excited!","I just saw the preview for the season finale...I can't believe it's been so long! :)) ) I can’t wait to see the finale, I don'T know what to expect, but I really can!"
"Why go buy it? When u can get it for free, right?","I mean, why pay for something when you can get it for free and still have it when it's already available for you to use anyways?"
"This is the story of a girl, who cried a river and drowned the whole world.","A girl who wept a river and sank her body in the ocean to drown the entire world is being told in this inspiring anecdotal toss-and-dab (shown on the TV series - Welcome home, girls) short but serious and touching touching touch with something far out in life, so it's not believable, but it shows how utterly innocent she was..."
"In comes Joe Nathan, in the 9th...",Joe Nathan joins in the 9th spot...
I have no idea who Louie Anderson is.,"Louie Anderson isn't even on the list of names I know him to be either, right?"
Happy Birthday to Margo Sylvia.,Salute Margo Sylvia's Birthday!!!
The gang is all here and its time to lay them to rest.,"A whole bunch of the gang is here and its time to lay them to rest with dignity."""
He saw food on the other side.,"food on the other side,' he saw."
Three is the lucky number.,lucky number Three is three.
Four women who sympathize with the best of them.,Quapaw four women who feel bad for the best of them...
Summer lost Seth's baby.,summer lost Seth's baby.
