Sentence,Informal_20
Two are The Word Is Not Enough and Tomorrow Never Dies.,Next up are Tomorrow Never Dies (2002) & The Word Is Not Enough.
"There were three of them, my daughter, my sister and one of my exes.","three of my daughter, my sister and one of one's exes."
"Fort Minor is the name he is currently using, I do not believe he is working on any side projects.","I don't think his name is anything like Fort Minor, and I do not really think they are co-creating or merchandising or anything of the sort (I doubt he is even compliant yet, either way BS does it, though I suspect if a little bit of smear tactics work would be effective, I think... TL;DR does some investigating work, but hey, there's gotta try that one thing"
"I like a wide array of music, from all different generas.","I go belly roll, pop and rock, and I savored out loud any and every single genre, no matter which one I like better than any I've never heard"" I can't get enough of this band, I want to enshrine in some pretty good old songs, a good good ol' boy band and he's the best in town."
That is the reason why I enjoy listening to dance and techno styles of music.,"dance and techno styles of music, and for the same reason that's why I. love listening to dance/techno - really."
"I think they are okay, unfortunately they will have to buy their own tickets to the HOF like we did.","WOULD WE EVEN CHECKED OUT HOF WHICH OUR SCHOOLERS CHOICES THROUGH TO OWN ITEMS, OTHERS OVERWHELD COPY!?"
I have attempted it that way and it does not work.,I even tried that way and it doesn't work.
"It could be true, but I do not know for certain.","I don't even know if it could be right, I just think it might be."
"I cannot reach my own elbow to lick it, but I can reach my Mother's.","LICKEY: I can't lick my elbow, but I could if I had my Mother's elbow."
I ask such riddles so that I can test other's minds more than my own.,"I try to defy my instincts by possibiltIES with riddles, I do it so I can test other's mental facult..."
"Perhaps you could try rephrasing your question, then re-posting it and you may get a better answer.",A better chance might be there - maybe a rewording of your question followed by X-word posting and hopefully OUR answer?
Take a pass on playing and instead invest time viewing the New Years Special.,Dont waste time on playing games and instead spend it on watching the New Years Special by watching it instead of playing it out loud right now.
"My preference is As the World Turns on Slim Shady LP, but anything he produced after The Eminem Show was lacking in quality.","Slim Shady LP's slim and shakey style - As the World Turns is my top pick, but any album he produced after his show at The Eminem Show was just plain terrible and inferior, equating high tech to low tech, and a flop entirely short of its price tag of $100/sqm for thrashers, including the grammatically titled 'SSL' and its lead single NG in"
"I am including a list of items you can get free of charge, as well as a list of things I have already obtained for free.","I can compet a list of freebies here and there, plus dozens of stuff I have freed up before too."
First Davey Jones and then it would be Ann Murray.,"Ann Murray then went and went, and so did First Davey Jones and then he went with it, then and now it's just me."
Very correct to say that he is.,Gutsy enough to say he is...!
She's still a slut.,she's still a slut.
"On day three, I finally received the movie they sent me.",I finally got the movie they sent me on the third day with it in it.
Ha ha. Got to give credit were credit is due.,Ha ha I should be crediting you where credit is due hahaha...?
Favorites: My Chemical Romance or Avenge Sevenfold,"EXPECT: My Chemical Romance, or Avenge Sevenfold."
"For sure, 9pm was very hard.","9pm proved to be a tough spot, right?"
I think she is unvirtuous.,I don't even know her being bad.
On the third day I received the movie they sent.,I got the movie they sent me on the third day and it was delivered the next day...
You have to give credit when it is earned.,Dont say when it is not right and don't tell.
Do you prefer Avenge Sevenfold or My Chemical Romance?,Avenge Sevenfold VS My Chemical Romance - which one would you go for?
9 pm was a difficult time.,9 pm - It was a tough time.
Her intention was that he should remove the flags.,she intended to remove the flags.
"In my opinion, the band is quite enjoyable.","band, I think they are pretty good."
How creative do you think people were in the 1960s?,"Im 19 years old, 1960s, how much creativity did people have in the 60s?"
"I prefer to use it for my music, movies, and books.","I go there for my music, movies, books, whatever it is I want to use..."
A number of situational comedies seem to feature overweight men and attractive young women. One such example is King of Queens.,"situational comedy movies that seem to showcase skinny men and hot, beautiful young women. 'King of Queens is an example in a tv show, and it's about overweight men vs. young ladies and teen girls."
She inferred that she wanted him to get rid of the flags.,"But she thought she wanted him to get rid of the flags, she said."
I think they're still a good band.,"still a good band, I think they are."
How creative do you think they were? It was the 60's.,"Im Jahre facil, how creative were you, when they were in the 60's right?"
"I always use that app for music, movies and books.","I always rely pe that app for music, movies and books, I use that for movies too..."
A lot of sitcoms recently with chubby guys and hot girls. Like:King of Queens.,"A lot of sitcoms these days featuring overweight men and attractive women (such as the ""King"" and such like Angry Menards are a good example of how popular they are in recent times - see the King, Queens, etc."
You should consider that 99 cents per person times the number of people sending money results in a large amound of money.,"A big sum of money can always be ejECTED out of 99 cents per person multiplied by number of people sending money, that is... 99cents... that would be 99 percent x and counting."
I think that Titanic cost around 300 million dollars.,"Titanic probably cost us about 300 million dollars overall, from my reading there, that's about right."
"An infant, a child or adult, and an elderly person with a cane","A baby, a kid or an ocd, and an older sims who carries styrofoam and walker (a cane lifter) - an infant, an adult, or whoever else wants to use mastication is an exception, just make sure there is no one too old for them to try it out, even if they can't hurt themselves."
You should simply make people laugh and be yourself.,"Simple stuff -- you just have to be yourself and laugh, you should be funny."
Falling Up is a bit similar to Linkin Park.,"Fallin' Up sounds a bit like Linkin Park, but it's not much different (soon to be compared to it though, of course) - Falling Up is eerily similar, too snooty."
They are coming out with many more games.,coming out with a lot more games.
That was more information than you asked for.,Excl... that was a lot more than what you needed to ask.
Who cares about what clothes that seventeen magazine says are trendy.,Naked noobs to seventeen magazine's opinion on trendy clothing for all age groups who care about fashion fads and trendy trends - who really cares?
The man who sings for The Cure.,singer of rock band The Cure.
"Well, a geek, to me, would have to be someone that I could ask a question.","A geek would be any person I can ask a question and ask from, to me, it's just gonna be ed."
His last name is Japanese.,"A survivor with a last last name of ""Japanese"", his last surname there is Japanese..."
"It doesn't, but the video was funny.","But it wasn't really funny, the video was funny too."
You should use a software called media monkey.,A media monkey software app is a good starting pricier alternative for your own software setup - click here to learn more or download it today :).
They can't be too new after three months.,But after three months they can't be too new.
The one in my living room.,one in my living room.’ The one.
"They are the Knights who say ""Knee"". Later in the movie they become the Knights who say ""Ichy ichy potanga"".","Knee is prefaced to another key phrase uttered once seitens by one of the knights: in a later movie this group became the new knight: ichy ochy potanga (Ichy manyum potanangang"" ) Hence their name derives from another word in the movie  aka knie and their new avatar becomes knight of that name form later on in film ""Ichу"
Joey although I do not like his new show. It would be better if he was not the only character.,"Oops, Joey's new show isn't my cup of tea, I hope it'll be a different storyline this time around... I'd rather not be Joeying, but I do think it would be cool if there were X factor factoring in there."
You will not need to look up 'revolver' if you are as old as I am.,"I don't even need to look up'revolver' if you are as old as me right now, you just need not to search for it yourself..."
Ebay is my first suggestion but I also have another.,Ebay first...but I also have an alternative...I know it's on Ethan.
They won because they cheated.,cheating and they won.
"The Knights who say Knee;  later in the movie, they become the Knights who say ""Ichy Ichy Potanga"".","KENTERS WHO KNEE, AND QUESTIONS AFTER KNOWING ""IchY ICH Y PANGANGA"", COMMENTMENT at XX THOSE OFFERING KNOTICAL KINDNESES NOW ""KNOTE FOR KNEE"" AND ""KIDYUCH KONTAKT"" TOMORROW in THE MOVEMENT."
Joey though I didn't like his new show. I guess it's better if it's not just him.,I didn't really like Joey's new show (I can'T Help It Joe) but I really didnt like it because I saw it on TV.
"Revolver - If you're old like me, you don't need to look it up.","Alt+: Revolver - It's easy to find if you're old enough, like me."
"I have two suggestions, the first is Ebay!","Ebay first thing only, I don't you think anyone can do that better than me, they're on there anyways!"
"They all cheated, and all worn out.",A mess of cheating and tiredness was their constant abominable thingy - they all wore it all down.
"Try everything, and perhaps Cepacol as well.","Sniff over anything and there's always something good to try, even Cepacol if you can get it in there."
She mainly played the leg part.,Leg girl - mostly her role in the leg segment.
I can almost still hear Moe's voice asking something.,"Moe whispers incessantly for something to be snore - I can almost hear him asking again and again now, almost whispered in my face, I mean almost silently, there's something I need to answer to this question...."
"If you like British comedies, you may also enjoy the newer ""Peep Show"" and ""Little Britain"".","A bit of nostalgia for British comedy TV can also be indulgentely a go to show on the newer ""Peep Show"" and another block called ""Little Britain biz"". If you're enamored with British comedies, you probably know them too - they'll also narrate the latest shows on TV, such as the so-called ""Skyfall Show"", which airs on Peckham House (also"
"For a general manager, I think they could find someone better.","I don't think they can go out there and find a better general manager, even if they already have someone in that role to look out for (I think)."""
"My mom wants a gay friend in the morning, but I don't know why.","Mom always asks my gay friend out every morning, but I don't know why she's asking me to be her sexual confidant - what do you think?"
It depends on what room you are putting it in.,A good guess is how your putting it in based on the room you are stowing it at and not in anyway important.).
"I love that station too. Go to exradio.com, then go to what we play and click on that channel.","I really do like that station too, too bad I don't listen to that on exradio.com, click on our plaything and then click ""search that channel"" on what we play."
I just got out of an argument.,"I just got over a fight, I don't really."
He probably could have bought some Acme Rocket Powered Roller Skates instead and saved a few thousand dollars.,"Acme Rocket Powered Roller Skates probably cost him a few thousand bucks, if he had that chance instead of just sashing out and skating raggedy in ice hockey, which emitted the best results attainable right now, lol."
I am a day walker.,A gaiters I'm a day walker...
Rap groups do not usually get far.,"Rap groups don't usually get far far either, despite being rap groups that do get to get anywhere near that far (as in the past when groups were largely made up of a dozen b-groups, but now they're all getting close to nowhere and nowhere near getting far."
I would advise you to go to  the site that I mentioned.,WELCOME TO THIS LINK - I SAY: You GO TO MY VOICE HERE WHICH I SEE QUICKLY PURCHASE DONE HERE.
One of my favorite songs by one of my favorite bands.,one of my favorite songs by one or one band.
His income is too high in my opinion.,"I don't think his salary is too high - he earns more money then me and that's it""."
"Yes, I believe this ti be the best answer.","I reckon this could be the top-notch retort, no doubt for the most part, yes, please say ""yes!"""
"Happy Holidays, and consume many cookies.","Dont forget to eat a lot of cookies, and have merry Christmas, everyone!"
"Go to TV.com. Believe me, this site has information on every show that has ever been created.","TV: Look, TV.com is a great site to watch, you won't regret it, it lists everything that's ever been made for every TV show in the world...hold it."
They are still making profit off of the products that they have not fully released.,"NON-OUTIL RED shirts and khaki saris products are still being sold, but they are making a profit even after launching dozens of their own products - not counting every product sold up to now."
"Illegal from Oral Fixation Vol. if you want something on English, or Cd.","illegal from oral fixation vol. if you want something on English, or Cd., contact Illegal."
"I love the movie ""Romeo and Juliet"".","I just hankereth to watch ""Romeo and Juliet"", the movie I hated (I can't stop watching it)."""
Nothing is free so you should put it on your Christmas list.,Nothing there is free so why not add it to your list of free things to do for Christmas list planning today - it's free and there will be no postage anywhere near you guys!
Remember to sally forth.,Sally out loud if you're not careful...
Anyone who guessed 36 are correct.,"guessing at 36, correct? Anyone who guesses at least."
Mine is no longer in working order but I have plans to replace it.,Mine no more works but I have plans to buy a new one out of it now...
"It is I, and it resembles cheese.","like cheese, and it is I, it."
Which is true for all of Rush.,And that's even more valid for all Rush fans out there.
"I get pop up block notifications from most websites, yahoo included.",Yahoo sends me pop up block notifications every time I sign up and I get blocked automatically a lot even more websites also get infected with popup block alerts from most of them?
"It is sharing making it legal, if you were to download it from the website that would be breaking the law.",downloading from the website from which it is shared is breaking the law as it will be made available to others and the.
I do not know. I am sorry.,"sorry, I don't know. I am sorry you did""."
I am quite excited for the new 24.,ExcitEMENT: I'm really looking forward to this new day (currently 24)!
People have told me many times that I look similar to Ringo Starr.,"I look like Ringo Starr, I've been told I do, lots of times, but I don't exactly resemblance myself to anyone else I see or hear of..."
"Additionally, many phrases have originated there, including ""No soup for you.""","A lot of catchy words, like ""No soup for you,"" have their roots there, too, as do the famous cliches like the death-row slammed by the railroad tracks and elevators that serve their intended audience of over 40,000 commuters who are often escorted by hot, young, bald, or eunuchted young soulhunting hulks and british jo al freming"
She thought that it was pretty good.,"she said, ""OK, so it was pretty good."""
"Oh my Miranda, I need a bra. So that Ethan Craft will like me more than that slut Kate.","Ok so I have to bra, Miranda. I just feel like Ethan Craft is going to get me over that slutk Kate, but I still have a bra bra already. What to do...?"
I don't know. I just heard it somewhere.,Guess I heard it.
"No, it's all in the timing. What the audience is looking for.","Ah, it's just about timing, right? It'll be based almost overnight - but that'd be it, I guess. What the audience wants to hear isn't it cool huh?"""
Lil' Jon and the Eastside Boys get low.,LIL' JOAN & THE EASTside BLIND AND THE ELSEIDE BIGS GET LOW.
I'm jealous you got to hear from anyone!,"Oh my God, I bet you didn't hear anything good yesterday!"
I think that if I wear a bra then Ethan Craft will like me more than Kate.,I guess Kate is just a bit of ashtray if I don't wear bras because I think Ethan Craft will be more attracted to me based it out of my bra number one cuffs tucks her in there.
"I do not know, I just heard about it somewhere.","I just heard something... I don't know what you mean, I only heard about it recently."
"It is all in the timing, and what the audience is looking for.","Audience demand comes to a whizzing clinton based largely relying on the opportune time and what the audience want heard back then and there it was all about snatching it off the air in 98 minutes or so and then rushing off to the nearest thing, hoping to catch up with the action quickly and potentially spark their interest in the show, and finally gaining the attention it deserves (assuming they ultimately do), and"
Lil' Jon and the Eastside Boyz are great.,great is Lil' Jon and the Eastside Boyz.
I am jealous that you got to hear them.,jealous) I heard you guys talk.
"For all his intelligence, the professor was unable to make a simple patch for the boat.","But despite the professor's proficily and cleverness to boot, he was 'not able' to make a simple patch boating patch - i.e."
"If Bruce Wayne was to take steroids, he would own Spiderman.","Batman would have him owning Spiderman if steroids were to be ingested outright by him - right now he's doing it again – but assuming a little bit bit more, e.g."
Donnie Darko and American Psycho are two of my favorites.,"I really really like Donnie Darko (and, honestly, American Psycho) too, and I also really, really root (sic) for two movies I'm a fan of."
"The character Roger on ""American Dad"" makes me wonder.","I can just imagine the unpreposted like Roger character played by ""American Dad"" character on TV today... Roger."
A lot of bad things happened.,Lots more bad things went wrong there and on.
His first single was call me a mack.,"call me a mack, which was his first single."
Dimien Rice is about 5'8.,"Dimien Rice stands approx 5'8"" tall..."
Fun with Dick and Jane is a remake.,"Fun with Dick and Jane reimagined in a remake - Dick vs. Jane (left) remake Dick's adventure : Fun starring Dick, Jane, is filmed in the back again."
I like to eat corn on the cob.,corn on the cob.’ I like corn-on-the-cob more.
Go to 106 and park when he is there.,"park when he is there, go to 106 and park."
All I can say is it's better not to talk about 50 Cents and asses.,SupposING YOU ARE NOT TALKING about 50 Cents and ASPES.
How about the fact that Lisa has a boyfriend?,"Lisa probably still has a boyfriend, isn't it besides Lisa's current boyfriend status - any thoughts?"
"I believe he's Christian, maybe Jewish.","I reckon he's Christian, or maybe Jewish, based out of religion and maybe even Jewish beliefs, like a friend suggested to me by his friend Tanibel, is that right?"
"He's correct, it's a fantastic song.","Nice song there, he's right, it'll be great, you know,"
I'm giving 71 out of 100.,I got a score of 71 out of 100 right here...
How much do you love gas? (give me more gas!),GAS IS SO GOOD! How much do you adore gas? (smile!)
"For Halloween when I was little, I was him.","I was Halloweened like him back when I wasn't little, I just was him, right?"
I prefer all the old films.,I loathe old-school movie-watching too...
"Seinfield, That 70's Show, and War at Home.","Sein n’Bass, That 70’s Show, War t0 Me, Voila!"
That new song is just for the Greatest Hits.,A new Song just for you Greatest Hits.
Basket: slam dunk for a grand protagonist.,"Bouncy mission versus grand savior: dunk for a grandiose player in the basket, albeit one short on the way to victory (slam kick, kick, foul, save, jump n roll): Dunk on this one... SNAP/LBP - Get Rich, LDN 0 LOC : 95% Success vs 3.63% LOBAL RIDDLE –"
"I'm not sure, but maybe that may help someone else.",I don't really know... maybe that'll be good for someone else.
No information available yet. Go to pinoisepop.com for previous festival information.,Unrecorded festival info - see pinoisepop.com for previous year's lineup.
The bouncer from the pub next door...,"pub next door’s bouncer, who."
Jerry is definitely a male. Because I've seen a cartoon where JERRY falls in love with a female.,JERRY IS A GIRLY MAN! JERSEY IS YA KEY TO ME IF I EVEN ONE DAY TO MEET ANYONE AGAIN! I HAVE THROUGH TO SEE THIS THING... JERAIRE IS IN LOVE WITH EVERYONE HERE...JERIE IS DARK BLESS ON THE OTHER BOY THAT WAS SOON!
"No, not at all. It is not good for your health.","Nope, not at all, it is not a good thing for your health to do anything like that anyway you want to with your life health and body."""
"No matter where you are, when a 90's song comes on, people always respond with the word, ""Oh.""","No one gets a 90's song that'll get your attention anywhere, right now it'S all about the word, ""Oh"" in response, and people are quick to respond by saying, 'Oh, I know."
You are telling me that there are people out in the world who do not like them?,I just heard you say there are people out there who don't like you or that there might be some who won'T like You or whatever?
"Also, you will get to learn about O.W.L.",Plus you get to see O.W.L.
"Come on, three months and no choice?","3 months left and no choice, three months is all right, right? Come on, what a way with no options but death, if you can count on it now - three month left..."
It may begin during the Spring or the Christmas season.,"Start somewhere else - maybe in the Spring or Christmas season if it starts now (it may be so soon, though not always not before, so not soon) Anyway, whatever happens next, it could start somewhere somewhere between now and then again, depending on weather patterns etc."
"I enjoy dancing to ""Baby Got Back"" by Sir Mix-A-Lot.","dancing to Sir Mix-A-Lot's ""Baby Got Back"" by Sir Miguel."
"I have heard that she is touring Taiwan, though she is likely unavailable (due to filming ""Bobby"").","SUCH ARE YOU HELPING US THING WHICH HOURS WANDS IF WE GET OLD OUT DURING ABY ""BobBY""?"
"He has a lot of power when he possesses his firearms, though without them he is likely weak.","WARREN SCHMIDT: He's mighty when he'S GOING DIRECT, but if HE'D BEHIND IT, THOSE ARE STRUCK WHICH IT GETS."
Darth Vader would not have any opportunity.,"Darth Vader would have just a one-way street view, not teleported himself, equating to he would get ripped off and be left alone if pressed to save his world in utter dreadful homicidal infancy..."
I really enjoy Dragonball Z.,"I really like Dragonball Z...I kind of love everything Dragon ball Z."""
"Try www.allmusic.com, it's my favorite site.","www.allmusic.com is my go-to site, I love it."
"Everyone knows who Tom Petty is, he sings Free Fallin'.","Tom Petty is hailed as the real deal - he's known for his performance of Tompkins' free fallin' ad, which is out now on radio frequency TNT 107 and hits country music charts everywhere on the radio and TV, but songwriters are avoiding the subject matter here because they don't seem to be able to snoop on anyone who knows him backstage, let me enumerate their hits"
Fall out boy isn't my favorite. I'm not sure why everyone enjoys them.,"Fallout boy isn't my favorite pastime either, I just can'T get over why people like fall out boy?"
"Rock Roses is the same as Stone Roses, so I don't think so.",I don't think Rock Roses is the same thing it is - I think it's different if you're asking this question Stone Rose... Rosemary'S Tears = Rosey Team'n Rose'.
I find the conn f attachment to be superior because I enjoy a nice tone and many colors when I utilize it.,I actually like the conn f attachment for its nice tone and many different colors... I use the thing and I adore the color that comes along with it.
"The negative is the British accents, however, Hermione is highly attractive and it makes up for some of that.","But Hermione is so pretty damn cute, it's amazing to be alive with British accents, which is a bit of pity."
If it was that successful then it must be worth possessing.,So if it was successful enough so it is a shame not to own it now...
"There are those that wish to extend the season to an entire year, and that is the reason for the break and vacation time.","A couple want to go on a full season, some even go for ten years, and that is just feasibly why they take pause and enjoy the break and vacation time so much in summer and winter respectively, etc."
I found 24 to be politically conservative in nature.,"political conservative, I thought 24 was politically."
"I know, but I can not remember.","am aware, but I don't remember anything."
This happens only after having seven burritos.,"So this just so happens, after you've had seven burritos..."
Bad women seem good for pornographic movies.,"Bad women don't look good in pornographic movies either, they look OK to me."
"Yes, look at Anjelina and look at the movie.","Look no further -- look at this actress Anjelina and look right back at the movie... Yes, oh my!'"
I believe that you mean the television series.,I guess you are equined for the TV show...
I do not think it is important because she is hot.,I don't think it matters much just because she is pretty good at it.
"Bart Simpson is excellent, but Bugs Bunny is a classic.","BATMAN BIBLIOGRAPH IS a GREAT STORY, AND THE BACKGROUND IS BAD BIT BOTT SUBS BANNIES BY BIND BONUS BUBBY."
Can't you hear me knocking.,knock on me. Can you hear me knocking on you?
I would rather listen to rock anyway.,"rock, but I would still go with rock if i am."
It must not be allowed.,Dont let it go.
I cannot think of anything else.,"I can't think of anything else right now, nothing else."""
He will be 120 in 2100,2100 marks his age of 120 now he is 2 100.
"While it is dated, it is always a supreme choice.","NORD, England: ''Alright, so it is, a little tarnished, but never gonna be beaten,' "" ""At any point, it'll be one of the best picks, and it never seems to be the other way around."
"It will always be negative, no matter what it is always wrong.","negative, no matter what it is, always wrong."
It looks as though they are going down their own unique path.,"But it seems they are on their own path, right?"
"Shelly, I must say that it is positively just you!","Shelly I just want to say, it is SO HOLY!"
"unless it is a garage band with  no true fame, the answer is no.","A band with no real fame, unless it's a garage band, the answer is no, so eh?"
Sorry that I am laughing out loud.,Excuse me for being so witty...
I do not know why people repeat what is not true.,"I don't even know why people keep repeating falsehoods I can'T understand why I'm not smart, I know I am smarter, and I understand I do not get that... I just know people who are just lying."
"I really like him, Karin and Kazune.","Karin (left) cradle her too, I really like him, Kazune (right) I can't stop smiling at him."
"Hello, please stop at the deli.",WELCOME TO THE deli!
Mighty Mouse is Kripto the super dog.,"A super dog named Mighty Mouse, nicknamed Kripto, outshines his superhuman nemesdered comrade KriPto..."
I love to play my guitar and I do not know why.,I get so good at playing guitar that I can't even remember why I started if I was a kid.
"You aren't too fast catching up to the internet, huh?","Aha, how you're not up to speed with internet speed, isn't it a little bit of lag time for you guys?"
All I know is that I can download music onto my ipod.,So now I just know that I can just download music to my iPod.
Throbbing Gristle is the best.,best Throbbing Gristle.
It is creepy and hard to eat a Whopper after being around King Kong King.,"Eerie nip/choice/I can eat a Whopper after being around King Kong King, I think it's 'crazy'."
Click the URL and watch the clips.,Right click to watch full clips by visiting the link CLICK HERE TO READ MORE.
We have to learn people.,"So we need to start tinkering with people first and foremost to succeed with that one kiddie lesson, we must learn to be like that guy again after all these years of teaching you how to play soccer and you have to win and win that game and then not win or lose it all the while and right now it's almost game over and neither is coaching us yet again)."
We like the law and order credits.,"law and order credits, we like them."
I have to say the 80s.,"Ahhhhhhh, it's the 80s, I know."
Radiolocator.com hooks me up.,radiolocator.com and hook me up.
Just try to catch up with the sound of waves on the beach.,Just try to catch a whiff of the beach and listen for the sound of beach waves crashing in just tumbling on the shore...
"I don't know, but I just saw the preview for the season finale. I'm sooooo excited!","I just saw the preview and I can't wait to watch the season finale... I don''T know what to expect, but I'm really excited!"
"Why go buy it? When u can get it for free, right?","I mean, why pay for something when you can get it for free and still have it when it's already available for you to use anyways? Isn't it great to just spend money on something nice and unpaid for one thing and get rid of the others for FREE?"
"This is the story of a girl, who cried a river and drowned the whole world.",A girl who wept a river and sank her body in the ocean to drown the entire world is being told in THIS STORY.
"In comes Joe Nathan, in the 9th...","Wait... Joe Nathan - 9th down, he comes in."
I have no idea who Louie Anderson is.,"Louie Anderson isn't even on the list of names I know him to be either, right?"
Happy Birthday to Margo Sylvia.,SalutATIONS TO M Margo Sylvia'S MUGS!
The gang is all here and its time to lay them to rest.,A quick resumptio of the gang and their final resting place now that they are all here...
He saw food on the other side.,"food on the other side,' he saw."
Three is the lucky number.,lucky number Three is three.
Four women who sympathize with the best of them.,Quapaw four women who miss the best of them all too much...
Summer lost Seth's baby.,summer lost Seth's baby.
Listening devoutly to Gospel music helps me deal with my emotions.,Soul sucking up Gospel music is a great motivating radian and help me deal with my gut feeling(s) too!
