Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
We went to the other side.,We proceeded to the other side.,We proceeded towards the other side.,We proceeded towards the other side.,We proceeded towards the other side.,We went out in the other side once we were there...,"Next up, we went the other way line-up, left and right, again, and again and left, but not anymore and we stayed that way and then some more, including a visit from one side to the next and back again to our camp and what we found there was rotten, not one but two, right and lastly, our home turf wark and another man's life tarnished forever and never again was left open, just waiting for him","Next up we went, out to the other side, a bit of heaven and shit."
I didn't know HBO existed in the 1980s.,I had no knowledge of HBO in the 1980s.,Did HBO exist in the 1980s? I had no knowledge of its existence.,Did the United States have access to HBO in the 1980s?,Did the United States have access to HBO in the 1980s?,I was oblivion over the HBO heyday of the 1980s... I shuld be lying if I didn't know about HBO?,"I didn't even know HBO was around 1980, did you know about HBO then or later?""","I just stumbled on HBO back in the 80s, didn't I?"
"Yes, but not for episode IV.","Yes, but not for episode IV.","Yes, but not intended for episode IV.","Correct, but not suitable for episode IV.","Correct, but only applicable to episode IV.","Ok, but not for episode IV.","Ok, but not for episode IV, like, episode V.","Ok, but not for episode IV, like, episode V."
You can look at www.oprah.com.,Visit www.oprah.com to learn more.,Visit www.oprah.com.,Accessible at www.Oprah.com.,Accessible at www.Oprah.com.,"www.oprah.com is where you can find more details about the book, visit www ocrh-com.",www.oprah.com is where you can find more info.,www.oprah.com is where you can find more info.
"It is impolite to use all capital letters, Dead Fish Ollec the Fish Slayer.",Dead Fish Ollec the Fish Slayer is a case in which all capital letters are deemed inappropriate.,"All capital letters are unacceptable, as demonstrated by Dead Fish Ollec the Fish Slayer, which means it is rude to use them in this manner.","All capital letters are unacceptable, as demonstrated by Dead Fish Ollec the Fish Slayer, which means it is rude to use them in this manner.","All capital letters are unacceptable, as demonstrated by Dead Fish Ollec the Fish Slayer, which means it is rude to use them in this manner.","Dead Fish Ollec the Fish Slayer is a dead fish, it's not polite to say you should say anything with all capitals in it after all that goes into it, including the cursed ""fish-slayer-ish"" name (which means dead codarius, not patricial or irrational) - it is not grammatically right to call it that way either.","Dead Fish Ollec the Fish Slayer is a dead fish, its all-cash alphabet is bad defibrillator and it is imp impolite to use all no cliched capital letters in dead Fish...?","Dec 9, Dead Fish Ollec the Fish Slayer is impolite - use all caps in it's name, Dead fish oléc (fish slayer, see below) i am not a good charmist!"
Anyone would cry at these movies.,The movies are so emotional that they could make you cry.,The films are capable of making you shed a tear or two.,The films are capable of making you cry.,The films are capable of making you cry.,"I don't mean to be so emotional just looking at these movies and crying, but you can'T TRY to Make Me Happy.",I don't mean to be mad - these movies are just going on and on.,"I don't mean to be mad - these movies are just going on and on, and I can'T imagine anyone shedding tears at the same time."
What I like is that you let yourself go. (Hard!),"I find the feeling of being able to move on without judgment, which is my favorite thing about it.",It is what I enjoy about letting go. (Hard!),It is what I enjoy about letting go. (I know that it's hard!),"Allowing yourself to move on, which is what I enjoy about it. (It's difficult!)",I actually like to be able to let myself go and not be held enslaved (huge) LOL!,I actually like to be a slave and not be held back from clinging on too much (Hard!),"I loathe to get rid of it...I mean, I mean...you just let go."
"Entertainment, that's what I want for my $8.00.","Entertainment, that's what I'm getting for my $8.00.","Entertainment, that's the amount of my $8.00.","Entertainment, that's attainable with my $8.00.","Entertainment, that is what I need for my $8.00.","I'll get Entertainment, that's what I pay for my $8.00 bill here...","I got Entertainment, that's what I'd pay for entertainment for $8.00 now.""","I got Entertainment, that's what I'd pay for entertainment for $8.00 now that I can pay it for, right now it'll be mecca."
"That dude, skip him, he said he knows the lead singer, hes lying.","I'm not sure what to make of that dude, but I can't remember if he knew the lead singer, and if he's lying, he's not a good match.","The individual in question is missing, as he claimed to know the lead singer, but if questioned, it's because 'That duo knows him.'","The individual, who is referring to the lead singer, must be in the wrong place, as he claimed to know him, but if lacked the necessary qualifications, a statement of his own was made.","Do not overlook this man, he claimed to know the lead singer, and if unable to prove it, it's out of character.","Hey there, that dude, skip him, he said a friend of the lead singer, and if u are lying, it's because l was the singer.","Hey there, that dude, skip him, he said a friend of the lead singer, and if u are lying, it's because l was the singer.","Hey there, that dude, skip him, he said a friend of the lead singer, and if u are lying, it's because l was the singer."
I was first out of all of us. Do I get the points?,I was the first one to be ranked first among all of us. Do I qualify for points?,"As the first person of the group, I was the most senior. Am I eligible for the points?","As the first person of age, was I also the most superior among all of us? Am I entitled to receive the points?","As the first person of age, was I also the most superior among all of us? Am I entitled to receive the points?","I was the first one out of all us to be ranked first, so am I eligible for the points anyways (me)?) I'm just wondering if I am actually getting points now or not.","I was the first one out of everyone to be tagged first, do I get the points now or not based on my score alone now in one category alone in our group of over a million people standing first and second respectively here and there is nobody else standing even compared to me here?)","I was the first one out of everyone to be tagged first, do I get the points anyways since I wasn't the only one standing yet? Is it me who gets points again"
"Rest assured, though Showtime is talking about starting it, so it will be better.","Rest assured, it will be better, even though Showtime is discussing starting it.","It will be better, because, if Showtime is talking about starting it, so be it.","Although Showtime is discussing it, it will be better if you can rest assured that it starts now.","Although Showtime is discussing it, it will be better if you can rest assured that it starts now.","Rest easy, it won't be bad at all, even though Showtime is mulling over starting it, so it's a win-win situation for sure, right there.","Start it now, Showtime is talking about it right away... so it'll be better.","Start it now, Showtime is talking about it right now - so it's a good idea, right? (You can rest easy.) I can't wait to try it out..."
it depends on how much money and drugs you have.,"The amount of money and drugs you have, as well as other factors, determines it.",The amount of money and drugs you consume varies based on your situation.,The amount of money and drugs involved varies depending on the individual.,"However, if drugs or money are included, it'.",depending on the amount of money and drugs you have.,depending on the amount of money and drugs you have.,depending on the amount of money and drugs you have.
The Bangles Hazy shade of Winter.,Bangles & The Hazy Colour Collection in The Bangles' Hazy Winter colour.,"The colours of Winter in the album are a favourite of the Bangles' version, The Hazy.",The colours of Winter are a favourite choice of The Bangles' Hazy collection.,"The colours of Winter are a favourite choice of The Bangles' version, The.",Bangles lassiest colour of Winter Hazy - The Bangle's collection.,Bangles Hazy Winter Colours - Duration: 58cm.,Bangles Hazy Winter Colours - Duration: 58cm.
But the longest word in the dictionary is antinonestablishtarianism. I think that is how you spell it.,"I am confused about the spelling of antinonestablishtarianism, which is the longest word in the dictionary.",Antinonestablishtarianism is the word that has the longest duration in the dictionary. It is spelled that way.,"Could you clarify the spelling of ""Antinonestablishtarianism,"" which is the word that the longest word in the dictionary is, as in ""lengthy""?","Could you clarify the spelling of """"which is the longest word in the dictionary by saying that it is antinonestablishtarianism?""","I just guessed the longest word in the dictionary, antinonestablishtarianism, so I can guess your spelling of that one word...","I just guessed the longest word in the dictionary, antinonestablishtarianism, I think you spelt it so, you know, it's the long term antiminestionalistiarism?","I just guessed the longest word in the dictionary, antinonestablishtarianism, I know it's spelled that way, is that word' - but what''m I supposed to do with it?"
Probably at the Ricky Ticky Tavy store.,Probably at the Ricky Ticky Tavy store.,Possibly at the location of the Ricky Ticky Ty Tavy store.,"Alternatively, you could find it at the Ricky Ticky and Tavy store.",Perhaps at the location of the Ricky Ticky Gray shop.,SupposEDLY At the Ricky Ticky Ty Tavy store.,SupposEDLY At the Ricky Ticky Ty Tavy store.,SupposEDLY At the Ricky Ticky Ty Tavy store.
The gang is all here; goodbye to all the rest!,The gang is all set; the rest is a thing of the past; bid farewell to everyone else!,The assemblage is all set; bid a toast to everyone else!,The assemblage is all set; bid a toast to everyone else!,All is well; the gang is here; departed from everyone else!,A win win for the gang - all aboard!,A win win for the gang - all aboard!,A win win for the gang - all aboard!
"The movies are Big, Sleepless In Seattle and I hope the Da Vinci Code.","Big, Sleepless In Seattle and I Hope the Da Vinci Code are the movies that I will be watching.","The films are scheduled for release soon, including Big, Sleepless In Seattle and I Hope the Da Vinci Code.","The films are scheduled for release soon, including Big, Sleepless In Seattle and I Hope the Da Vinci Code.","The following are the movies: Big, Sleepless In Seattle and I hope the DaVinci Code.","Big, Sleepless In Seattle and I Hope the Da Vinci Code are the big three movies I'm waiting to see, so I have to watch them all first and then sleep through them later, just to be filmed, not the last one, and watch the rest of the movies, too, in order to stay on the edge of my seat from now on, til next I can't sleep, sleepless in Seattle, to finally get to the da VINCE","Big, Sleepless In Seattle and I Hope the Da Vinci Code are the big three movies I'm waiting to see, so I must watch them all the way through...","Big, Sleepless In Seattle and I Hope the Da Vinci Code are the big three movies they are savor watching this year's blockbuster hit, the da Vin code, and the ogre hunted killer hunt, all of which are out in theaters from the early 2000s and early 1900s, respectively, leaving viewers envious of the rich and esoteric world they call home a home from their tombs or basement"
You do not want to go to hell.,"You cannot go to hell, you cannot allow it.",It is not your desire to be transported to hell.,It is not your desire to be transported to hell.,It is not possible to enter hell.,"Don't go to hell, you don''.","Don't go to hell, you don''.","Dont go to hell, because you don't want to be in hell."
The wild and sexy lady from Brazil is quite a hot woman!,"The Brazilian woman, who is known for her wild and sexy fashion, is quite sexy and quite attractive!","The Brazilian woman, recognized as a sex persona, is quite attractive and full of lustrousness.","The Brazilian woman, recognized as a stunning and sexy woman of dazzling beauty, is quite attractive!","The Brazilian woman, recognized as a stunning and sexy woman of dazzling beauty, is quite attractive!",A brazilian woman who is a wild and sexy 'girl' is getting nauseous - and hot!,A brazilian woman who is a wild and sexy 'girl' is getting nauseous - and hot!,A brazilian woman who is a wild and sexy 'girl' is getting nauseous - and hot!
Two are The Word Is Not Enough and Tomorrow Never Dies.,The two are The Word Is Not Enough and Tomorrow Never Dies.,The next two are 'The Word Is Not As.,The next two are 'The Word Is Not As.,Two of the presentations are The Word Is Not Enough and Tomorrow Never Dies.,Next up are Tomorrow Never Dies (2002) & The Word Is Not Enough.,Next up are Tomorrow Never Dies (2002) & The Word Is Not Enough.,Next up are Tomorrow Never Dies (2002) & The Word Is Not Enough.
"There were three of them, my daughter, my sister and one of my exes.","My daughter, my sister, and one of my exes were the three of them, which were my daughter, sister, and exes.","Three individuals, including my daughter, my sister, and one of my exes, were present.","Three individuals, including my daughter, my sister, and one of my exes, were present.","Three individuals, including my daughter, my sister, and one of my exes, were present.","three of my daughter, my sister and one of one's exes.","three of my daughter, my sister and one of one's exes.","three of my daughter, my sister and one of one's exes."
"Fort Minor is the name he is currently using, I do not believe he is working on any side projects.","Fort Minor is the name he is currently using, and I do not believe he is involved in any other work.","Fort Minor is the name he has chosen for himself, but I doubt if rumors are true.","Fort Minor is the name of the place he is using, but I am not sure if rumors are true or not.","Although Fort Minor is the name he has chosen for himself, I am not convinced that a side project is involved.","I don't think he is involved in any side projects whatsoever, just that Fort Minor is the name eponymous right now, I just think it's a little bit of BS here.","I don't think he is actually working on anything side projects, but I do know if a guy is naming something Fort Minor as renamed it and I'm not sure ot it's his first time doing it, I think it was 'fort Minor'.","I don't think his name is anything like Fort Minor, and I do not really think they are co-creating or merchandising or anything of the sort (I doubt he is even compliant yet, either way BS does it, though I suspect if a little bit of smear tactics work would be effective, I think... TL;DR does some investigating work, but hey, there's gotta try that one thing"
"I like a wide array of music, from all different generas.","I am fond of listening to music from all genres, but I am not confined to any particular style.","As a person, I enjoy listening to music from all genres and genre groups.","As a person, I enjoy listening to music from all genres and genre groups.","As a person, music is sonic, and I enjoy listening to songs from all genres.","I'm a big fan of music, listening to songs from every conceivable musical guise and every popular symphony or pop/blues/rocks type of thing, and I also like rap by any and all genre of rock/dance/tradition etc.","I'm a big fan of music, listening to anything and anything, from every genre and genre of song to adult rap and soulful house songs, to classical and house music and all genres of houseful melodies...","I go belly roll, pop and rock, and I savored out loud any and every single genre, no matter which one I like better than any I've never heard"" I can't get enough of this band, I want to enshrine in some pretty good old songs, a good good ol' boy band and he's the best in town."
That is the reason why I enjoy listening to dance and techno styles of music.,"Dance and techno music is my preferred genre, which is why I enjoy listening to it.","Dance and techno styles of music are the ones that appeal to me, hence why I enjoy listening to them.","Dance and techno styles of music are among the music that I enjoy listening to, which is why I like it.","Therefore, I find dance and techno music to be a favorite genre to listen to, which is why I enjoy dancing to it.","dance and techno styles of music, and I love listening to dance music and.","dance and techno styles of music, and for the same reason that's why I. love listening to dance/techno - really.","dance and techno styles of music, and for the same reason that's why I. love listening to dance/techno - really."
"I think they are okay, unfortunately they will have to buy their own tickets to the HOF like we did.","I think they are doing fine, but unfortunately, they will have to purchase their own tickets as we did for the HOF.","Although I believe they are in a good condition, they will have to purchase their own tickets to the HOF, which we did.","Although, they are, it seems, fine with them, but unfortunately, as we did, their ticket purchases will have to proceed to the HOF on their own.","Although, they are, it seems, fine with them, but unfortunately, as we did, their ticket purchases will have to proceed independently to the HOF.","I reckon they are doing OK, but like us, they will have to buy their own tickets to the HOF, which we didn't do.","WOULD WE EVEN CHECKED OUT HOF WHICH OUR SCHOOLERS CHOICES THROUGH TO OWN ITEMS, OTHERS OVERWHELD COPY!?","WOULD WE EVEN CHECKED OUT HOF WHICH OUR SCHOOLERS CHOICES THROUGH TO OWN ITEMS, OTHERS OVERWHELD COPY!?"
I have attempted it that way and it does not work.,I have tried doing it in that way and it does not work.,"Despite testing in that manner, it is not effective.","Although I have attempted it in that manner, it has not been a success.","Although unsuccessful, I have attempted to do it in that manner and it has been unsuccessful.","I've tried it that way and it doesn't work out either, I can'T.""",I even tried that way and it doesn't work.,I even tried that way and it doesn't work.
"It could be true, but I do not know for certain.","It is conceivable that it is, but I am unsure if it is.","It is conceivable that it is, but I am uncertain.","Could the statement be accurate, or it could be, but I am uncertain.","Could the statement be accurate, or it could be, but I am uncertain.","I don't really know if it's actually true, or not at all sure...","I don't really know if it's actually true, or not at all sure...","I don't even know if it could be right, I just think it might be."
