Sentence,Informal_10
" I ’ m looking at my horoscope for this month ! My outlook is very positive . It says that I should take a vacation to someplace exotic , and that I will have a passionate summer fling ! ",Horoscope- Happy 2nd me a very positive horocomosphere for the month! I have booked vacating exotic island and I am excited to have sex this summer!
 What are you talking about ? Let me see that ... What are horoscopes ? ,"Ur thieving horoscope? I'm curious, what's up with the rite sex?"
" It ’ s a prediction of your month , based on your zodiac sign . You have a different sign for the month and date you were born in . I was born on April 15th , so I ’ m an Aries . When were you born ? ","Could you guess who you would''ve been born to in the month of April, given that you'd be born on a date that was different for you and your zodiac sign was also based on your birth date (I'm an Aries, and was born around April 15th, 2009) - can you tell me how old you are now and how long you were born in your year of birth?"
 January 5th . ,1 more day on 5th of January!
" Let ’ s see . . . you ’ re a Capricorn . It says that you will be feeling stress at work , but you could see new , exciting developments in your love life . Looks like we ’ ll both have interesting summers ! ",Scorpio also s can see new & exciting entiment in your love life!... You are a Capricorn so expect some work stress but some exciting news for your relationship!
" That ’ s bogus . I don't feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . ","All you guys spclumb a little bit.. I don't feel stressed out at work, and I'm pretty much dead in love. All of this zodiac nonsense.?"
" No , it ’ s not , your astrology sign can tell you a lot about your personality . See ? It says that an Aries is energetic and loves to socialize . ","Numerous solar signs can reveal a person's true nature, but astrology can also reveal more about them."
" Well , you certainly match those criteria , but they ’ re so broad they could apply to anyone . What does it say about me ? ","Could what you insinuation about me pvest can tell me, i mean you meet a lot of the same quota/tyler c*****s and they could be used by anyone besides me?"
 A Capricorn is serious-minded and practical . She likes to do things in conventional ways . That sounds just like you ! ,"Capricorn (right in sign heaven on earth) big time, practical attitude, like doing things in a more ""classical"" way! You sound like :)!"
"Frank ’ s getting married , do you believe this ? ","Would everyone be dece dem dem I when they say that Frank is getting married before he gets married, in your opinion?"
 Is he really ? ,"Did ""that guy"" really""?"
" Yes , he is . He loves the girl very much . ",Yes you heard it right. He really loves the girl.
 Who is he marring ? ,Who else would sneezing with someone he caressed?
" A girl he met on holiday in Spain , I think . ","I can remeber the fact that he met a girl en route to Spain on holiday, i.d."
 Have they set a date for the wedding ? ,Did everyone get a date for nuptials?
 Not yet . ,Just didn''t do.
I hear you bought a new house in the northern suburbs . ,Did that you just bought a new house in the northern suburbs?
" That ’ s right , we bought it the same day we came on the market . ",Did true! We bought it on the day we went on our first day of selling.
 What kind of house is it ? ,Could you tell Me What Sqn I Cant Find?
 It ’ s a wonderful Spanish style . ,"Nice job, ur, it’s a wonderful Spanish style."
" Oh , I love the roof tiles on Spanish style houses . ","Yes you right, the roof tiles on the houses in Spanish style look really nice!"
 And it ’ s a bargaining . A house like this in river side costs double the price . ,"House prices up 1.2 car on wet 17 and in some areas it's a ""built and you can't go wrong with the price, you cost double what you're used to paying for & it is nay-familiar to 80% of the house price in the river side, on the one side of town."
" Great , is it a two bedroom house ? ","Would you catefun 2 bedroom house with great, if the answer is ""2 bedroom 2 bathed in London, Great room 2bdrm,Great Room 2cm &Private Ensuite in Finsbury Court London - West End /Elsewhere, in the City Centre, London 94595, United Kingdom, 103529, U.K, ITN, Fenchurch,Elmwood,England,"
" No , it has three bedrooms and three beds , and has a living room with a twelve-foot ceiling . There ’ s a two-car garage . ","The new house actually just three people, three beds and three bedrooms (there's a three-car garage and if you're wondering where all that good stuff is! ; and there'll be three cars and one car for the disabled.) The living room has 98 feet (12 feet) and it'' there, with ice rinks and chairs, til its room so it can fit 'em all."
 That ’ s a nice area too . It ’ ll be a good investment for you . ,Nice place too. I bet it'll work 'cause it pays for itself'.Thanks.
" Yeas , when will you buy a house ? ",Could U inform us about your schedule for buying a house?
" Not untill the end of this year , you know , just before my wedding . ","Just shy til I get married in a month or so, right before my big day, it's already end of the year."
" Right , congratulations . ",Congratulations right there congratulating you right on this.
 Thank you . ,Thank U again.
"Hi , Becky , what's up ? ",Hey everyone matey??
" Not much , except that my mother-in-law is driving me up the wall . ","Im pretty average, huh? :((Mother-in-law is driving me crazy on the wall, I'm a bit of jerk now)."
 What's the problem ? ,Could you spot the fragnd?
 She loves to nit-pick and criticizes everything that I do . I can never do anything right when she's around . ,She like nihild and snubbish every thing when I'm around her. I can't do any wrong things when she's around.
 For example ? ,"Could you nay the question, for e l me sais quoi quoi j'ai d'autoriss s'il faut le dire :"
" Well , last week I invited her over to dinner . My husband and I had no problem with the food , but if you listened to her , then it would seem like I fed her old meat and rotten vegetables . There's just nothing can please her . ","She said hi when we dined out last week and although she was fine with me and my husband and I had no problem with the food, if you listen to her I fed her old meat and rotten vegetables and she just can't wait any longer. There's just something about that we all wanted."
" No , I can't see that happening . I know you're a good cook and nothing like that would ever happen . ","I can''t believe that, but I know you're a good cook and that's not going to happen."
 It's not just that . She also criticizes how we raise the kids . ,She also denike' s raising the kids.
" My mother-in-law used to do the same thing to us . If it wasn't disciplining them enough , then we were disciplining them too much . She also complained about the food we fed them , the schools we sent them too , and everything else under the sun . ","Did my mom-in-law always sneez when we didn't have strict clemences, but we did too, and she also had negative feelings about the food we fed, the schools we sent, our little school-going kids, everything!"
 You said she used to ? How did you stop her ? ,"Did that girl's old schooling too, like you said, and then how did you make her detain you again?If yes, how was that for you?"
" We basically sat her down and told her how we felt about her constant criticizing , and how we welcomed her advice but hoped she'd let us do our things . She understood , and now everything is a lot more peaceful . ","After just reassort her with us we let her know our feelings about her over-the-top wheezng and we welcomed her advice with the hope that she would let us move on - she was right, and everything works out well!"
 That sounds like a good idea . I'll have to try that . ,Yeah that one's scruee! I'll have to give it a try soon.
How are Zina's new programmers working out ? ,Did new programmers (Zina team for coding ) recently train btwn zinare i?
" I hate to admit it , but they're good . And fast . The Filipino kid is a genius . ","Good job Filipino kid, fast and genius."
" So you'll make the Stars.com deadline , and have us up and running next week ? ",Could you please hurry and get Stars.com up and running next week?
" It'll be close , but we'll make it . ","Granted it''ll be close, it won't be long, we're going to win it."
" Good . After Stars.com starts paying us , we won't need Vikam's cash anymore . ",Vikam won&apos;t need his cash again after Stars.com start paying us.
" And if we don't need them , we won't need Zina , either . ",Zina won&apos;t even matter if we don't need them; unless we.
Do you like cooking ? ,Would cooking music panneluple you too?
 Yes . I like cooking very much . I got this hobby when I was 12 years sold . ,Cookg is my hobby - I started having a hobby when I was 12 and sold everything I owned up before that.
 Why do you like it ? ,Could you let ME know the title/iMinice rm that it's you pfeilding at?
 I have no idea . I like cooking by myself . I like to taste delicious food . ,Cooking alone (dont know) is my strong suppo. I like to taste delectable food and cook when I can.
 That's wonderful ! ,Yeah that's cool :) Thanks a lot!
" And I love trying new recipes , which I usually test with my friends . You can come , too . ","I really like probling new recipes, and I usually give it to my friends. You can come to see me too."
 Really ? I hope I can have a chance to taste it . Don't forget to tell me . ,Did that really you mean eat it if you can tell me?
 Certainly . ,Sure (! )
Anyone home ? Jen ! ,Hey everyone :) HI guys! I can't join you at my house anymore!! PS: I know you're Jen Jenns homesteader - can anyone join us @jenn?
 I'm in the kitchen ... let yourself in ! ,Kitchen mirth... open your door!
 Wow ! You're really working up a storm ! ,Nice job! You really got me off a WAY too soon!
 I know . I've even worked up a sweat . ,I can attUNE IT HURT UNTIL I WORKED OUT.
 You look like a cooking show host--only messier . ,"Just smile- I think you'd better - you look like he did on a cooking show, just tamed?"
You look so tan and healthy ! ,Nice job! You really look gorgeous! Such a nice tan and healthy look!
 Thanks . I just got back from summer camp . ,"Glad got home from summer camp and thanks a lot. Just back, back from camp n thx..."
 How was it ? ,Did it ekwon?
 Great . I got to try so many things for the first time . ,Great it really helped me try a lot for the very first time I got the chance to try so many great things I'd never before done that before.
 Like what ? ,Could you let ME know the answer answer?
" I went sailing , fishing , and horseback riding . ","Outings included sailing, fishing, and horseback riding."
 I ’ m so jealous . ,I can' ta vILL my.
 The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes ! ,Summer really good - mosquitoes all over! : The nicest counselor I've ever had!
"Diana , do you like the perfume I gave you ? ","Diana just got my perfume, do you like the scent I gave you?"
" It ’ s good . But to tell you the truth , I don ’ t wear perfume . ","Nice too... just dont wear perfume, I don  t even bother wearing one :)."
 I ’ m sorry . I didn ’ t know that . ,Didn&apos;t know.
 That ’ s all right . Thank you all the same . ,"Nice one, everyone. I really, really thank you."
"Ah , ah , ah ... ","U the, u the... ah n... ja k dräu ken."
" All right , Bill.Here ' s your daily exercise schedule . You are to jog before breakfast . ","Just chillin Well, I see you guys are OK. You are going to jog for your day before breakfast. That's a good ol' routine."
 Jog ? ,"Did anybody hear "" Jog?"""
" Then , you are to walk to work . ",Next time you trundLE to work.
 Walk ? ,"Did anyone hear a ""Good R & R"" (e.g. ""nu"" or ""I don't think you can pronounce it, but you did R1 - R2 R3 again) and it got the W"" on it?"
 Thirty minutes in gym at lunch time . ,15 min. Left & you have to do 30 in gym at lunch time.
 Oh no . ,U r h.
" Use the stairs , never the elevator . ",Always use that elevator if you steered your bike or bike up the stairs a few steps back and use the same stairs.
" Oh , dear . ","U therr, my dear."
" And three times a week , you can either swim , play racketball , or hand ball . ",3 swimming (swimming/snake/rattl/ligt/craw/jump/rain/tro mâini/handball/leave/nipple) 3 times a week you can do it: 3 racketball or handball games on weekdays.
 Oh no . ,U r h.
" OK , you can stop now.It ' s time for the dance class . ",OK just come back to the dance class.
 Dance class ! I don't know how . ,Dance class right! I don''t even know how to.
 You will . ,You won t be.
 Oh ... ,Yes really lol...
"Hi Bill , I saw your grandma yesterday . ",Bonjour Bill :-- I saw your grandma yesterday.
 Oh where was that ? ,Did anyone hear yum?
 I was running around the track at my college and there she was walking around the same track . ,"Running around on the track at my college was my goal, and she was still there, walking around the same track, just like me!"
 Grannie always tries to stay fit and healthy.She is always making us kids eat the proper foods . ,Granny promotes hygien/stylish eating and promote' health by making sure we all eat the right foods and healthy foods.
" Well , it pays off for her.How old is she anyway ? ",Could you guess who/how old your girl(she is 50 years old at present) and let's just say she'll pay for all that she has in it all right now and it pays off for her a year from now if we all knew each other until now?
 She will be 86 next month . ,Next month she tooll be 86. She is 89.
 That is truly amazing ! ,WOW!!!!!!!!!!!!!!
I would like to register for a class today . ,Would you the best person to join my class today so we can all sign up today?
" No problem , what class would you like to take ? ",Could you let me tell the class(if possible :(?
 I would very much enjoy taking a Psychology class.Because I'm crazy . ,Would anyone who''s crazy like me want to take a Psychology class? Because I'd really like to.
 There are two classes that are still open . ,Two classes are up for renewal.
 Which days are these classes on ? ,Could you let me you tell me on what day it ist for me to go to classes?
 The first class is a Tuesday and Thursday class from two to three . ,First day (Mon tr>1 class) The first class Usually it is on Tuesday and Thursday from 2 to 3.
 What about the other class ? ,"Could you let me just talk about the ""2nd class"" and its tenet/crisis/succr/day?"
 The other class is on Monday and Wednesday from 10 am - 12 . ,Monday and Wednesday 10 am - 12 for the other classee a one day / week-time & 12 on Wednesdays.
 Are you sure there are no more open classes ? ,"Did ""no big classes to open sign up for registration at the moment confirm your sanitized status/na I don't know about it yet :(?"
 I'm positive . ,"Positive thing, yeah."
 Sign me up for Monday and Wednesday . ,Pay me back Mon and Friday!
" Okay , I'll sign you up . ",okay I'll sign you up.
"Dad , why are you taping the windows ? ","Dad on 2 just foreseen question why are you tapping the windows, Dad why do you tap the very same prciessfully?"
" Honey , a typhoon is coming . ","Ty Ty for the typhoon,."
" Really ? Wow , I don't have to go to school tomorrow . ",Really did I just realize that I don't have to go to school tomorrow?
" Jenny , come and help , we need to prepare more food . ",Jenny would you remunerate me and come to help us with the cooking supplies and help me get some food ready for the big day.
 OK . Dad ! I'm coming . ,Dad that I'll come.... OK.
"Hi , my name is Lean , and I'm from Russia . ",Lean (russian country here) hey guys!
" Nice to meet you , Lean . My name is Alike . I'm from Japan . ","Nice one to see you Lean.I come from Japan and my name is Alike, I'm from there?"
 To me English is a difficult language . ,English appears to be a challenging language for me to comprehend.
 A second language is always difficult . ,"One would always have qualqualiferous second language skills if one were to work second jobs.Two-dote and twive are good options - one can work x, u and two, and then n get to know X."
" True , but English is harder than most . It's a crazy language . ","Real people said it'll be ""crazy"" just like you said ""English"" but English is harder than the rest of the world's ""familiar"" FOREVER!"
 A crazy language ? Why do you say that ? ,"Would you catech 'b*****k' in your answer if it's a language that'd be blatant and unfavorable' (i.e. what'' spelled, don't you think it was right)?"
 One letter can have several pronunciations and one word can have several meanings . ,One word s ole posible esoteric defensa (coordinata collecjii definitiva plena) y um pl utro de definitiosi voorzambian en me de facto comman tido por suoi in voce durante la detenue (vocal mascotatik
 No wonder you say English is a crazy language . ,"You said it because English (the newcomer to the language spoken soon after moving to Florida in July and work there at a Starbucks in June for YESIME, now in May, and speaking Chinese again at around 6:00pm EST)[/url] It's no wonder people are so freaked out about the school that they were so stupid, they thought it was gonna be spooked to death, but they still kept pushing it and said, """
Can I help you ? ,Would you locom ultiful?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",Could anybody resord I have a paper I am writing? I'm in the process of deciding what to look for and where to find it?
 I'll certainly try to help you . What topic is your paper on ? ,Could anybody ibujED me if you were informed?
 My paper is on the influence of television on children . ,One main topic thread was I can write my paper about on the impact of tv on children.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,You could enlist sydney-area computer (you could use it to get a list of every scientific journal that talks about children and television in relation to children.
 Thank you for you help . ,"Thank God you guys got a great job and I am thankful for the way you're helping me."""
Here ’ s your hot dog and beer . What happened ? Did I miss anything ? ,"Did my hot dog and beer just mix and I didn't see a thing nay, did I miss anything with my supper - here it was hot dogs and Beer."
" Yeah , Cal Ripen just hit a home run . ","Yeah you guys, Cal Ripen hit a home run."
 What ’ s the score ? ,"Could you let Me Just Say What'I Got Or I Don't Say How Much I'd Like To Pay (based on my Starburst & Twitter Viral Intendimise - 97.9% Y/Y, 98.99% X  5 %) What's the perfect score that you can give me, Justin Bieber' s Wife Score, and Tiffany''"
" Well it was 3 to 4 , but Ripen ’ s home run made it 5 to 4 since another player was on first base . ","Rip answered home off a 3 to 4 tie but he hit.15 to make it 5 to 4, as someone else hit first base."
 So Baltimore is winning ? ,Did everyone just say that Baltimore's victory was a good one?
 Right . ,Ur djoint.
 This is a really great place to watch a baseball game . ,You wont regret it when you're at this great place to be if you want to go see a great b-ball game.
" Yeah , there isn ’ t a bad seat in the place . ","Yeah you got a good seat, tis the right time."
" The fans are great here , too . Not like in Philadelphia . ","Like everyone here (I can't remember what they did like in the like on TV or in person in Philly anyways, they have a great fan base here too!"
 It was a great idea to spend a day watching a game . ,Would one der frugally dress and go to a game all day had it make for swimming.
" Yeah , it reminds you why they say baseball is America ’ s favorite pastime . ","Yeah ; it's like saying, ""Honey' s the favorite pasager in America, right"" again."
How do you like the pizza here ? ,Did the pizza you just taste this pizza and what's your opinion on it if it'll be good?
 Perfect . It really hits the spot . ,Nice job! I'm in heaven! This sounds amazing!
Do you have a light ? ,Would you tel for a light?
" Sorry , I don't smoke . ",Sorry sorry I don''t smoke.
I was scared stiff of giving my first performance . ,Scary again I gave my first show.
 Were you ? your performance was excellent . ,"Did ""you did well & you did great job""."
 Thank you for your kindly words . ,Would you alright thx?
Excuse me . Could you please take a picture of us with this camera ? ,Would you cad if you could please please take a picture of us eh?
 Sure . Which button do I press to shoot ? ,"Could you guess who said ""s shoot button"" and can you tell me the exact button I need to press to start the shoot (just the sure button in the top right corner of the screen right now) IM sure it's the right button?"
 This one . ,One too good.
 Do I have to focus it ? ,Would you still compote that I put my mind to work it now if I could concentrate on it the main time?
" No , this is a focus-free camera . All you have to do is point and press the button . ",You just put your feet up and it's a 'free camera' with teleportation!
 All right . Say cheese ! ,Nice you go. Done cheese!
Every country should face the history . ,Everyone can go back in remembrmbryetting the history that they left behind in their country.
" Yeah , we don ’ t live in the vacuum . We have traditional values and long but different history . ",Granted it'' s a big world and lacked 'non-vacuum-capacity-town-it doesn't just take vacavitation from the big game; we also clout based purely-fixed-tube-rn-day vignette and all the tidbits you tell me about our country and our rich rich heritage!
" Sometimes , we , human beings , really had done something wrong , so we should admit it at first . ",Human being can still walk the fine fine that we did in the past because we really had done the right thing - we just had to first let it know and we were going to walk out of this world and admit it at first.
 But there is always somebody who wants to turn his back on the true history . ,"Nevertheless, there is always someone who wishes to turn their back on the genuine history."
" I believe such things won ’ t be realized , just daydreaming . ","Just wish the day the real and you know it'll never happen, I think about it."
"Do you like traveling , Kathy ? ","Did that you like to to travel a lot, kudos, lieberha you're from Germany, do you really like traveling, honkk I know, but only tidbits about where to go, bade you not being able to afford airfare??"
" I like traveling for pleasure to get places for vacation for instance . But I don ’ t like traveling to work , waiting for buses , or ... ","Traveling is my passion, whether it be for pleasure or work, but I don’t enjoy waiting for a bus or going to the office or any other place."
 Or getting stuck in traffic jams when you ’ re driving . ,Carrot driving too fast...easy yourself.
 Exactly . ,Genau!
Your house is too small . Why not buy a big one . ,You can buy a big house if your house is too meagre.
 I do wish I could afford one . ,"Would one of those bracelets by Yeezy Chick would be just as good as I wanted, right?"
 You can get a loan from the bank . You know LPF program provides low cost loans for participants home purchases . ,Bank approved loan in your bank you can apply if you are in the LPF programme who can get low interest loans on home purchase?
 Of course I know that . But don't you notice that the house price is skyrocketing ? ,"Yess! I'm all smiles, can you believe it's true too - the house price in the area is going up in price."
"How do you do , Prof.Smith . ","Prof.SHAT: ""Good to go, guys and girls, how do you do it, right?"""
" How do you do , Ms . Yang.You speak very good English . ",Could you tell Me That Your English Speaking Ignore You Ms. Yang How would you answer Mme Yang Ming? I would like to know Mz.
 Thank you . I begin to like English even when I was a child . ,"Back in school, I got into English, and I thank you very much, It's true. I loved it from a very young age, thank God for the positive word you used to help me so much in the future."
 Where did you learn it ? ,Did that very same knowledge that you got here a long time ago really just happen to you and then only realised later that it was 'expletive not euphemmer/emmeemmer' (i.e mum/daughter/son) and you could always ask and I would also tell you the place where you learned it the most the best and the one you can't forget to ask questions too!
" At school , in China.This is my first time to be out of my own country . ","Back again though I'll now at school in China, for the first time ""outside China"" for my schoolworker's schoolment."
 It's amazing . ,WOW!!!!!!!!!!!!!!
Do you want black or white coffee ? ,Would you purtch black or white coffee mugs?
" White , please ","White "" please i want White, please please read details"""
 Look ! there's a Folk concert tomorrow evening . Do you Want to go ? ,Got freinds a Folk concert tomorrow evening - anyone interested in going on the concert?
 I don't like Folk music very much . ,Folk music doesn't appeal to me in a big way.
 What kind of music do you like ? ,"Could you let Me B&Q answer that question, ""Wheezy song is your top pick for 2017 so far...BUT INVNVYEEEEK?"
 I like classical music . Do you ? ,Would you also savvY classical music if you were a fan of it?
 Not very much . Classical music sends me to sleep ,Classical music sends me down. Not very much. I don't care. It's not very soothing.
 I don't believe you . ,You wont be a believer I don't believe you.
 It ’ s true . ,Truliile.
 You are funny ! ,Funny one!
 So are you ! How about another coffee ? ,Would you still drv to get another cup of coffee?
What do you like to do in your spare time ? ,Could you let your freestyle artist/lehring name coz of you asked?
 I like playing chess . ,Chess is one of my preferred games to play.
 Do you have any hobbies besides playing chess ? ,Outside of playing chess do you like to hang out with you?
 I'm afraid not . ,Sorry [they said I don't know 'I dont.
 Do you have any hobbies like playing tennis or things like that ? ,Would you you if you were comin' like playing tennis or having anything else in the world of play ect?
" Oh , yes . I like playing basketball . ","Basketball one!' Oh, yeah me too."
 Can you tell me why you like it ? ,Could you let ME tell you the reason why you really like it/nbtw?
 Because I like the feeling of cooperating with others . ,Collab with everyone because I derivine the feeling of helping them out.
Where is John ? I can't find him anywhere . ,Could anyone confirm sextupup and its a big redhead thing? I can't seem to find him!
 Haven't you heard that he is in prison ? ,Did everyone hear that he's now stymied/carrying clean like that in jail?
 What ? Beg your pardon . ,Urinate someone so you able to open your pardon!
 John is in prison now . He was copped outstealing . ,"John now jailed ""justinson robbing police"" who ""compounded him"" for theft and he is in prison right now."
 I just cann't believe my ears ! ,Could that girl's c** up on me?
Can I help you ? ,Would you locom ultiful?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",Could anybody resord I have a paper I am writing? I'm in the process of deciding what to look for and where to find it?
 I'll certainly try to help you.What topic is your paper on ? ,Could you let ME know the title/pros/tie you're quotquot;Can you tell me what topic your paper is?
 My paper is on the influence of television on children . ,One main topic thread was I can write my paper about on the impact of tv on children.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,You could enlist sydney-area computer (you could use it to get a list of every scientific journal that talks about children and television in relation to children.
 Thank you for you help . ,"Thank God you guys got a great job and I am thankful for the way you're helping me."""
"Hey , Ted . What are you up to this Friday ? ",Happy friday everyone! Goodie pops! What's your name?
" Well , I have the day off from work . ",I can still go out the door and stay on the clock today because I have the day off from work.
 That ’ s great ! Do you have any plans ? ,Yeah that's great news! Can you tell me what you're up to when you get home?
" Well , I ’ Ve been working so hard lately , so I ’ ll probably just take it easy . ","OKAY, I' ve been working so hard lately, so I figured I was going to take it easy and relax and enjoy myself and be more like that."
 Sounds nice . ,Nice one ya go.
" Yeah , I ’ ll probably just stay in and relax . Maybe watch a few movies . ",Yeah I'll probably just chill out and unwind and or watch movies if that's what I did plan to do.
 Can I stop by ? ,Wouldyou mind if I could come over and talk to you a little earlier.?
 Sure . Any time . ,Sure you got it on time if you wanted to.
You honestly believe the world ’ s improving every year ? ,Would everyone youpolonise the world to every one of its anniannible epgneyances?
" Yes , I do . I think that science is making us wiser . What do you think ? ",Could you let me justifiy you that you think science is making us more intelligent?
 I don ’ t think you ’ re right there . ,"Just saying that wont do you any harm, I don't think you're right around here (again, a slut."
 I believe industry is making us wealthier . ,Industry is playing a big and proudrolul in boosting our economic success and prosperity.
 I don ’ t believe that . ,"I don 't suppose that  t make any sense at all."""
" And in my opinion , medicine is making us healthier . ","Healthig is the new goal in medicine, and I think that with the right kind of medicine you would probably say that we got there on the verge!"
" I agree with you in the sense . But we ’ re all more miserable than ever , aren ’ t we ? ","Just saying! I totally agree with you too, but I think we're all feeling a lot happier now, aren't we?"
" I don ’ t agree with you . I maintain that we ’ re healthier , wealthier and wiser than we were a hundred years ago . ",I don 't even agree a cent? I think we're 100 years old and smarter than we were 100. years ago...
 That ’ s your opinion not mine . ,You can''t say that on my side - I'll say it's true.
What do you plan to do for your birthday ? ,Happy 21st year?
" I want to have a picnic with my friends , Mum . ",Happy picnic Mum and I planning to join my friends on picnic.
 How about a party at home ? That way we can get together and celebrate it . ,Would you still be cool if you could all come together and have a good time at your abode party all the while at home i.e.
" OK , Mum . I'll invite my friends home . ","Ur warning, Mum, I'll be able to invite my friends over."
How may I help you ? ,Could what you doing en thngng me a lil help?
 I would like to return this book . ,Would you resaurment me to read this book again?
 Is that all you need ? ,Just cant we that is all we want?
 I also want to check out this video . ,Could that you too a video? I also want to.
 Is that all you would like to check out ? ,Would you just let me know if you were enchanted with that just to have your picture taken care of and see it in person at the mall?
 That ’ s all I need . ,Just put me on the ice and I'll tell you that.
 Do you have your library card ? ,Did anyone get their bank or telligt library card?
 Here it is . ,Right on top ;) And then I.
 Make sure to take proper care of this video . ,Remember to upkeep and maintain the cleanliness of this video.
 That won ’ t be a problem . ,There wont be any problem.
" If you damage the video , you will be fined . ",Finally suivez the video before it is able to re-run and you are fined for causing the damage.
 I won ’ t damage it . ,Would you still tin your.
What's the matter with you then ? You look miserable . ,Could that just about what you were thinking conned you up a notch based only on your unlikley demeanor and shirtless demurr!
 It's us . ,We can narr the story of it - it's up on the one-ton-one band with a big heart!
 What do you mean by us . ,Could U really mean us?
" Well , you always say you're busy . ",You always say you'll just be preincandent.
 That's right . ,Yeah you heard right.
 And you often go back to live with your parents and leave our son in the room by himself . ,You also usually fly right back home and you go to your parents' place ofe staying in our son's room alone.
" I ... I ... I miss my parents , also they miss me . ","Mother would still still b******'s, but I... I can't stop thinking about how much I miss my parents and they both miss me."
" Oh I remember , I cut terrible calls , and you didn't say anything about it . ","U the simplest thing to say, I just got some terrible calls and you didn't even answer."
 You mean I am groaned a few words ? ,Just quick tbe able to reply if you mean I am squealed a few words?
 Totally not . Perhaps it's about our marriage . ,"Really nba, I can' Me too? Probably a bit of prang about our relationship."
"Hi , Mary . You look pale today . What's the matter with you ? ",Did that you really look pale today (Brittney)?
 I think I've caught a cold . Now I'm aching all over . ,Could just hit a bug  I believe I'm probably sick to squeaky clean ;) I can feel all over my body ache now.
