Sentence,Formal_20
You look so tan and healthy ! ,"Stunningly tanned and healthy, you look great!"
 Thanks . I just got back from summer camp . ,Thanks for the reminder. I'm back from summer camp today. Many thanks.
 How was it ? ,What was your experience like?
 Great . I got to try so many things for the first time . ,I had a chance to experiment with many things for the first time.
 Like what ? ,What is the question?
" I went sailing , fishing , and horseback riding . ","I explored sailing, fishing, and horseback riding."
 I ’ m so jealous . ,I'm feeling incredibly envious.
 The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes ! ,"The summer was fantastic, with mosquitoes being the only thing that could annoy me. The counselors were also very helpful."
"Diana , do you like the perfume I gave you ? ","Diana, are you fond of the perfume I gifted you?"
" It ’ s good . But to tell you the truth , I don ’ t wear perfume . ","It's a good thing. However, I don't really wear perfume."
 I ’ m sorry . I didn ’ t know that . ,"I'm sorry, I was not aware of it."
 That ’ s all right . Thank you all the same . ,That's acceptable. Thank you in advance.
"Ah , ah , ah ... ","Ah, ah. : hh, ho, do you mean...?"
" All right , Bill.Here ' s your daily exercise schedule . You are to jog before breakfast . ","Bill, can you share your daily exercise routine with me? Specifically, you will be jogging before breakfast."
 Jog ? ,"What is the meaning of ""Jog""?"
" Then , you are to walk to work . ","Afterward, you must go to work by foot."
 Walk ? ,Walk?
 Thirty minutes in gym at lunch time . ,Thirty minutes in the gym during lunch time.
 Oh no . ,Oh no.
" Use the stairs , never the elevator . ","Never use the elevator, but instead use a different route, using the stairs."
" Oh , dear . ","Oh, my goodness, what a relief."
" And three times a week , you can either swim , play racketball , or hand ball . ","Swimming, racketball, and hand ball are all options available, with swimming being the most popular activity."
 Oh no . ,Oh no.
" OK , you can stop now.It ' s time for the dance class . ","OK, stop right away, I'm your last chance. It's time to go to the dance class."
 Dance class ! I don't know how . ,I'm so eager to take a dance class that I can't seem to get my hands on it yet!
 You will . ,You will.
 Oh ... ,Oh...
"Hi Bill , I saw your grandma yesterday . ","Bill, I noticed you today when I went to meet your grandmother."
 Oh where was that ? ,Where can I find that?
 I was running around the track at my college and there she was walking around the same track . ,I was paced around the track at my college and there was also a woman walking around it.
 Grannie always tries to stay fit and healthy.She is always making us kids eat the proper foods . ,"Grannie is dedicated to keeping her children healthy and in good physical condition, and she is a strong advocate for ensuring that their diets are nourishing."
" Well , it pays off for her.How old is she anyway ? ",How old is she when it pays off for you to have her doing this?
 She will be 86 next month . ,She will be 86 years of age in the next month as she approaches the age of 87.
 That is truly amazing ! ,That's simply amazing!
I would like to register for a class today . ,I am interested in taking a class today and would like to register.
" No problem , what class would you like to take ? ","I'm not a fan of any classes, could you recommend one for me?"
 I would very much enjoy taking a Psychology class.Because I'm crazy . ,"I'm not sure how to handle taking a Psychology class, but I think I might be crazy enough to take it."
 There are two classes that are still open . ,"Two classes are currently unavailable, but they are still open."
 Which days are these classes on ? ,What are the days of the week for these classes?
 The first class is a Tuesday and Thursday class from two to three . ,Classes from two to three are held on Tuesdays and Thursdays in the first class.
 What about the other class ? ,What about the other class?
 The other class is on Monday and Wednesday from 10 am - 12 . ,The other class is available from 10 am to 12 pm on Monday and Wednesday.
 Are you sure there are no more open classes ? ,Are you convinced that there are no more open classes?
 I'm positive . ,I'm sure I can.
 Sign me up for Monday and Wednesday . ,Sign up for Monday and Wednesday.
" Okay , I'll sign you up . ","OK, I'll give you a signed up pass."
"Dad , why are you taping the windows ? ","What is the reason for you tapping the windows, Dad?"
" Honey , a typhoon is coming . ","A tephrayon is approaching, honey be careful."
" Really ? Wow , I don't have to go to school tomorrow . ",Is it true that I don't have to go to school for the day tomorrow?
" Jenny , come and help , we need to prepare more food . ","Jenny, please come and help us with the preparation of more food."
 OK . Dad ! I'm coming . ,OK. Dad! Come on in.
"Hi , my name is Lean , and I'm from Russia . ","Hi there, my name is Lean from Russia."
" Nice to meet you , Lean . My name is Alike . I'm from Japan . ","Hello, Lean. I'm from Japan and my name is Alike - I met you. Have a good time, good day."
 To me English is a difficult language . ,"English seems like a tough language to master, at least to me."
 A second language is always difficult . ,The task of learning a second language is always arduous.
" True , but English is harder than most . It's a crazy language . ","English is a language that's more challenging than most. It'll be tough, but true."
 A crazy language ? Why do you say that ? ,A language that's incredibly strange? Why do you call it that?
 One letter can have several pronunciations and one word can have several meanings . ,A letter can have multiple pronunciations and a single word can hold multiple meanings.
 No wonder you say English is a crazy language . ,"English is a language that you find very strange, no surprise to you."
Can I help you ? ,Is there any way I can be of assistance?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",I'm struggling to find suitable material for my writing assignment. Can you provide some guidance?
 I'll certainly try to help you . What topic is your paper on ? ,I'll give my best shot at helping you. What is your paper topic?
 My paper is on the influence of television on children . ,My article focuses on the impact of television on children.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,"The computer can provide you with a list of scientific journals that cover the topic of children and television, among other options."
 Thank you for you help . ,Thank you for your help...
Here ’ s your hot dog and beer . What happened ? Did I miss anything ? ,Is there anything I missed out on? I'm curious about what happened between hot dogs and beer.
" Yeah , Cal Ripen just hit a home run . ",Cal Ripen's recent homer was a home run.
 What ’ s the score ? ,What is the score of this score?
" Well it was 3 to 4 , but Ripen ’ s home run made it 5 to 4 since another player was on first base . ",Ripen hit a home ground to make the score 5 to 4 as another player was hit on first base.
 So Baltimore is winning ? ,Is Baltimore winning or is Baltimore not winning?
 Right . ,Right.
 This is a really great place to watch a baseball game . ,This is an excellent spot to catch a baseball game.
" Yeah , there isn ’ t a bad seat in the place . ",There's no doubt that there is a decent seat available in the place.
" The fans are great here , too . Not like in Philadelphia . ","The fans are a delight to be around, and it's notably better than Philadelphia."
 It was a great idea to spend a day watching a game . ,"I had the ideal day watching a game, and it was deemed advisable."
" Yeah , it reminds you why they say baseball is America ’ s favorite pastime . ","Baseball is considered by many to be America's beloved sport, and that statement brings me to the topic of why."
How do you like the pizza here ? ,What is your opinion about the pizza?
 Perfect . It really hits the spot . ,Perfectly crafted. Perfect. This is spot on.
Do you have a light ? ,Are you equipped with a light?
" Sorry , I don't smoke . ","I'm sorry, I don't smoke."
I was scared stiff of giving my first performance . ,I was terrified of performing for the first time because it was my first opportunity.
 Were you ? your performance was excellent . ,Were you? Your performance was outstanding.
 Thank you for your kindly words . ,I appreciate your kind words and many thanks for your time and effort.
Excuse me . Could you please take a picture of us with this camera ? ,Can you please take a picture of us with this camera?
 Sure . Which button do I press to shoot ? ,I'm not sure which button to shoot. Can you tell me?
 This one . ,This one.
 Do I have to focus it ? ,Is it necessary for me to concentrate on it?
" No , this is a focus-free camera . All you have to do is point and press the button . ","This camera is not focused, so all you need to do is point and press the button to use the focus feature."
 All right . Say cheese ! ,Cheese. permalink. All right - a cheese!
Every country should face the history . ,Every nation must face the consequences of their own history.
" Yeah , we don ’ t live in the vacuum . We have traditional values and long but different history . ","We have a long and varied history and traditional values, but we don't live in emptiness."
" Sometimes , we , human beings , really had done something wrong , so we should admit it at first . ","Sometimes, we as humans have made mistakes, and we may not be ready to accept it at first."
 But there is always somebody who wants to turn his back on the true history . ,"Nevertheless, there is always someone who wishes to turn their back on the genuine history."
" I believe such things won ’ t be realized , just daydreaming . ","I have a feeling that these things are unreal, and I believe they are just imaginable."
"Do you like traveling , Kathy ? ","Kathy, are you fond of traveling?"
" I like traveling for pleasure to get places for vacation for instance . But I don ’ t like traveling to work , waiting for buses , or ... ","I enjoy traveling to exotic destinations, but I don’t like going to work, waiting for cabs, or any other form of transportation."
 Or getting stuck in traffic jams when you ’ re driving . ,Getting stuck in traffic on the road while driving or being stranded due to traffic congestion.
 Exactly . ,"Correctly, yes."
Your house is too small . Why not buy a big one . ,Your house is too small. Why not buy a big one instead?
 I do wish I could afford one . ,I wish I had the means to buy one.
 You can get a loan from the bank . You know LPF program provides low cost loans for participants home purchases . ,The LPF program offers low-cost loans for home purchases. Banks offer loans to eligibleborrowers.
 Of course I know that . But don't you notice that the house price is skyrocketing ? ,"I understand your point about how much the house price is going up in the market, but I'm also aware that it's going to be a significant increase."
"How do you do , Prof.Smith . ",Prof.Smith: What are your techniques?
" How do you do , Ms . Yang.You speak very good English . ","Ms. Yang, your English is very good."
 Thank you . I begin to like English even when I was a child . ,"English language has always been a part of my life, and I appreciate your efforts."
 Where did you learn it ? ,Where did you gain the knowledge you are currently seeking?
" At school , in China.This is my first time to be out of my own country . ","I'm currently in China as a student, and this is the first time I have been outside of my home country."
 It's amazing . ,It's fantastic.
Do you want black or white coffee ? ,"Which coffee variety do you prefer, black or white?"
" White , please ","White, please see White's details."
 Look ! there's a Folk concert tomorrow evening . Do you Want to go ? ,Folk music: Tomorrow evening - can you make it to a Folk concert?
 I don't like Folk music very much . ,"Folk music isn't my cup of tea, as I find it unappealing."
 What kind of music do you like ? ,What type of music do you enjoy listening to?
 I like classical music . Do you ? ,Is classical music a genre of music that you find appealing?
 Not very much . Classical music sends me to sleep ,"Classical music notwithstanding, I find myself falling asleep at night. Not very much."
 I don't believe you . ,I doubt your sincerity.
 It ’ s true . ,It’s accurate.
 You are funny ! ,"Despite being funny, you are funny!"
 So are you ! How about another coffee ? ,I'm off to taste a coffee today!!
What do you like to do in your spare time ? ,What is your favorite way to spend your leisure time?
 I like playing chess . ,Chess is one of my preferred games to play.
 Do you have any hobbies besides playing chess ? ,"Apart from playing chess, do you have any other hobbies or pastimes?"
 I'm afraid not . ,I'm afraid I don't.
 Do you have any hobbies like playing tennis or things like that ? ,Are you into playing tennis or doing anything else similar to tennis?
" Oh , yes . I like playing basketball . ","Oh, absolutely! I have a passion for basketball."
 Can you tell me why you like it ? ,What is the reason behind your fondness for it?
 Because I like the feeling of cooperating with others . ,I find satisfaction in collaborating with others because I enjoy the feeling of helping others.
Where is John ? I can't find him anywhere . ,I'm having trouble locating John. Can you help me find where he is? I can't find him.
 Haven't you heard that he is in prison ? ,"He's in prison, have you heard that he'll be incarcerated?"
 What ? Beg your pardon . ,Let us grant you a pardon.
 John is in prison now . He was copped outstealing . ,"John is currently in jail for theft, having been arrested by a police officer for committing the crime."
 I just cann't believe my ears ! ,I'm having a hard time believing what I just heard!
Can I help you ? ,Is there any way I can be of assistance?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",I'm struggling to find suitable material for my writing assignment. Can you provide some guidance?
 I'll certainly try to help you.What topic is your paper on ? ,I'll give my best shot at helping. What is your topic for your paper?
 My paper is on the influence of television on children . ,My article focuses on the impact of television on children.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,"The computer can provide you with a list of scientific journals that cover the topic of children and television, among other options."
 Thank you for you help . ,Thank you for your help...
"Hey , Ted . What are you up to this Friday ? ","Ted, what are you up to on Fridays?"
" Well , I have the day off from work . ","I have a day of rest from work, which is why I am here."
 That ’ s great ! Do you have any plans ? ,That's great news! Can you tell me what you have planned for today?
" Well , I ’ Ve been working so hard lately , so I ’ ll probably just take it easy . ",I'll probably take a break from working on errands since I haven't been able to make the most of my time.
 Sounds nice . ,Sounds like a nice idea.
" Yeah , I ’ ll probably just stay in and relax . Maybe watch a few movies . ","I'll probably take a break and unwind, maybe watching lingering movies."
 Can I stop by ? ,Is it possible for me to visit you?
 Sure . Any time . ,Anytime. Sure. Any time.
You honestly believe the world ’ s improving every year ? ,Do you have faith in the idea that the world is getting better with each passing year?
" Yes , I do . I think that science is making us wiser . What do you think ? ",Science is making us wiser. Do you agree with me?
 I don ’ t think you ’ re right there . ,There's no way you're even in there.
 I believe industry is making us wealthier . ,Industry is a driver of our economic progress.
 I don ’ t believe that . ,I doubt that...
" And in my opinion , medicine is making us healthier . ",I believe that medicine is actually making us feel better.
" I agree with you in the sense . But we ’ re all more miserable than ever , aren ’ t we ? ","I share your sentiment, but I think we're all experiencing more misery right now, isn't it?"
" I don ’ t agree with you . I maintain that we ’ re healthier , wealthier and wiser than we were a hundred years ago . ","I disagree with you. I believe that we are now smarter, wealthier, and healthier than we were 100 years ago."
 That ’ s your opinion not mine . ,"Your opinion is mine, not your own."
What do you plan to do for your birthday ? ,What are your plans for your birthday celebration?
" I want to have a picnic with my friends , Mum . ","I am looking forward to a picnic with my friends, Mum."
 How about a party at home ? That way we can get together and celebrate it . ,Is it possible to have a party at home and have it organized for us to enjoy?
" OK , Mum . I'll invite my friends home . ","Mum, I'm willing to bring my friends home."
How may I help you ? ,In what ways can I assist you?
 I would like to return this book . ,I want to give this book back.
 Is that all you need ? ,Is that all that's required of you?
 I also want to check out this video . ,I have a desire to view this video as well.
 Is that all you would like to check out ? ,Is that all that matters to you?
 That ’ s all I need . ,That's all that' s necessary for me.
 Do you have your library card ? ,Have you possessed your library card?
 Here it is . ,Here it is.
 Make sure to take proper care of this video . ,Ensure that you maintain the care required for this video.
 That won ’ t be a problem . ,There's no issue with that.
" If you damage the video , you will be fined . ",A fine may be imposed if you cause damage to the video recording.
 I won ’ t damage it . ,I will not break it.
What's the matter with you then ? You look miserable . ,"What's the problem with you? You seem like a failure, right?"
 It's us . ,We.
 What do you mean by us . ,"What is your interpretation of the term ""us""?"
" Well , you always say you're busy . ","You keep claiming to be busy, right?"
 That's right . ,That's correct...
 And you often go back to live with your parents and leave our son in the room by himself . ,"Often, you go back to live with your parents and leave our son alone in the room."
" I ... I ... I miss my parents , also they miss me . ","My parents and I are both missing us, and it's heartbreaking to see them miss me."
" Oh I remember , I cut terrible calls , and you didn't say anything about it . ","Oh, I remember, after I made some terrible calls, you didn't even answer."
 You mean I am groaned a few words ? ,Is it just me or do you mean I am wailing with a few words?
 Totally not . Perhaps it's about our marriage . ,Totally not. Maybe it's about our marriage...
"Hi , Mary . You look pale today . What's the matter with you ? ","Mary, I noticed you're pale today. What's the issue?"
 I think I've caught a cold . Now I'm aching all over . ,I believe I've been sick with a cold. Now I have aching muscles all over my body.
 You'd better take some medicine and have a good rest . I hope you'll be yourself pretty soon . ,I suggest you take some medicine and have a good night's sleep. I hope you're feeling better soon.
 Thank you . I suppose I should go to see a doctor . ,I appreciate your response. I think I should visit a doctor.
"I feel like going for a drink , it's been a long day . ","I want to have a drink, it's been rained in already, the day has been long."
" Great idea ! Peter , I could use the drink . ",Great concept! Thanks Peter - I might have to try that drink!
 How about the new bar across road ? ,What about the new bar on the other side of the road?
" Sounds good . The food there is fantastic , too . ","The food at that location is amazing, and it sounds like a great experience."
" I agree , I had lunch there last week . ","I have the same understanding, I had lunch there last week."
 excellent ! That sounds like a plan . ,Excellent! That sounds like a plan.
"Could you tell me the right time , please ? ",Can you inform me of the correct time?
 Well . My watch says five past two . But it ’ s no use rely on it because it has been gaining and losing these last a few days . ,"My watch has been fluctuating for the past few days, and although it says five past two, it's not worth relying on it."
 You have to go and fix it . ,It's your responsibility to mend it.
 Yes . I will . ,Yes. I will - I do.
does your family have a record of your ancestors ? ,Are there any records in your family that reveal the ancestors of your lineage?
 sure . My mom has been working on our family tree for years . She ’ s always updating it . ,"My mother has been diligently working on updating our family tree for years, and I am confident in her judgment."
 do you have a copy of your family tree in your house ? I ’ d love to see it . ,Do you keep a copy of your family tree in your house? I’d like to see if you could send me sifty copies.
" I can show it to you now , if you like . I think it goes back about 8 generations so far . ","I'd be delighted to show you it now, if you want to see it. I believe it has been around for 8 generations."
 that ’ s amazing . Do you have a large extended family ? ,I'm wondering if there's a possibility that you have tens of thousands of extended family members.
 I ’ Ve got 30 cousins on my mom ’ s side and 10 cousins on my dad ’ s side . ,I ’ ve had thirty cousins on my mother’s side and ten on the father’.
 are you very close to your first-cousins ? ,Are you very close to your first-born partner?
" the ones that are my age are close relatives . Now that I ’ m older , I don ’ t spend as much time with them as I used to , so I don ’ t know my younger cousins as well as the older ones . ","My closest relatives are close relatives of my own age, but as I’m getting older, I don’t get to know my younger cousins as well as the older ones."
 I see . who ’ s the head of your household ? ,Who is the person responsible for managing your household?
" it ’ s definitely my mother . And , her mother is definitely the matriarch of the bigger family . ","My mother is undoubtedly my mother, and her mother's lineage is rooted in the larger family."
 that ’ s interesting . What does your grandfather think of your step-mother ? ,What is your grandfather's opinion on your step-mother?
" at first , she was quite critical of her , but now that they ’ Ve been married for a few years , she ’ s starting to accept the fact that my father divorced my mother . ","Initially, she was highly critical of her, but now that they have been married for a few years, her perspective has changed to accept the fact that my father divorced my mother."
" that ’ s pretty much how you feel about your step-mother . Like grandmother , like grandson . ","Step-mothers are often seen as being in the same category as grandmother or grandson, and that's pretty much how you feel about them."
"Hi , Mr . Wang . Do you feel like going boating with me ? ","Hi Mr. Wang, would you be open to embarking on a boat trip with me?"
" Sounds interesting , I haven't gone boating for some time now , and what time ? ","I've been boating for a while now, but I haven't been since. When is the best time to go boat fishing?"
 How about tomorrow afternoon ? ,"Tomorrow afternoon, what will be interesting?"
 Sure . Where shall I meet you ? ,I'm not sure where to go for sure. Where are you?
 At the gate of the park . ,At the park's entrance.
 Great . I look forward to meeting you . ,Great. I'm eagerly anticipating the chance to meet you.
 See you then . ,"Until then, I look forward to seeing you."
 See you . ,Greetings.
I hear that you've been to the Saikei Ski Resort for the weekend . Did you enjoy it ? ,Have you visited the Saikei Ski Resort this weekend? Was it a pleasant experience?
" Yes , it's so exciting , though I had the most falls in our skiing team . ","It's exhilarating, even though I had the highest number of falls in my skiing team."
 Isn't there any coach to teach you how to ski ? ,Skilehrers? Are you unable to find a ski instructor?
 Of course there is . The top-level coaches there are from the State Sports General Administration . ,The State Sports General Administration is the source of the top-notch coaches there.
 Could you move smoothly ? ,Can you make yourself move without any difficulty?
 Yes.My face even ached in the icy wind . ,"Yes, even in the cold wind, my face shivered and itched."
 What happened afterwards ? ,What transpired after the event?
 I was skiing on and on excitedly until I realized one thing-I could not stop ! You can just imagine how terrified I was . ,"I was eagerly skiing for hours, but then something unexpected occurred: I couldn't stop skiing! Imagine the sheer terror that I must have felt, I could not stand it!"
 Poor girl ! ,Poor poor girl!
You look pale recently . ,Your skin has just sat on your face.
 Yeah . I have got much pressure in the company . I have tobe wrapped upon my work . ,"I'm under a lot of pressure in the company, and I have to be wrapped up at work."
 Take good care of yourself . ,Ensure that you are taking care of yourself.
 Thank you . I will . ,I am grateful and grateful. I will take this opportunity to thank you.
"Hey , Maggy , Did you hear about David ? ","Hi Maggy, did you know about David?"
" About David ? No , I didn ’ t hear anything . ","I was not informed about David, so I can't say anything about it."
" You know , about David and his new boss . ",David's new boss is the subject of discussion.
