Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
Can you do push-ups ? ,Are you able to do push-ups?,Are you able to do push-ups on your own?,Are you able to do push-ups on your own?,Are you able to do push-ups on your own?,Would you still be comfit if you do push-ups?,Would you still be taller lean 20- to 20 - do push-ups?,Would lifting quadruped pole pole-stenders (ups and//and jumping ups/all/stands in a row/trunks with buddy YTHQ do you do too?
" Of course I can . It's a piece of cake ! Believe it or not , I can do 30 push-ups a minute . ",I can do 30 push-ups in a minute - I know - I can do it a million times.,"I'm almost done with my strength-training routine. I can perform 30 push-ups in a minute, which is incredibly easy.","I'm almost done with doing half a dozen push-ups in ten minutes, which is hardly believable.","I'm almost done with doing half a dozen push-ups in ten minutes, which is hardly believable.","Sure you guys can do 30 push-ups in 1 minute, right? I can.","Sure you guys can (alright I can) if you only have 30 push-ups a minute, right.","Sure you guys I can do 30 push-ups in 1 minute, but I'm pretty sure I do it a lot!"
 Really ? I think that's impossible ! ,Is it really impossible to do that? I doubt it!,Is it really impossible to do that? I doubt it!,Is it really impossible to do that? I doubt it!,Is it not possible for you to believe me? I doubt it at all.,Really (dmit again :( I don't know if it's even possible!,Did that just happen enthousiasm? I can't believe it?,"Did that just happen enthousiastically? I'm just wondering if it's a hoarance or implaus ""nobody can do that really atleast now""!"
 You mean 30 push-ups ? ,What's the meaning of 30 push-ups?,What's the meaning of 30 push-ups?,What's the meaning of 30 push-ups?,What's the meaning of 30 push-ups?,Did 30 push-ups really do it!,"Did 30 push-ups really say it'""I mean?","Did 30 ""push-ups"" hit you just?"
 Yeah ! ,Is it true?,Is it true?,Is it true?,Is it true?,Yeah!,Yeah!,Yeah!
" It's easy . If you do exercise everyday , you can make it , too . ","It's uncomplicated. If you exercise daily, you can also make it easy.","It's uncomplicated. If you exercise daily, you can also make it easy.","It's uncomplicated. If you exercise daily, you can also make it easy.","It's uncomplicated. If you exercise daily, you can also make it easy.","Easy right there.If you do it every day, you can make it, too.",Easy right there if you do it every day and you can make it easy too.,Easy right there if you do it every day and you can make it easy too.
Can you study with the radio on ? ,Is it possible for you to use the radio to study with the radio on?,Is it possible for you to use the radio to study with the aid of a radio?,Is it possible for you to use the radio to study with the aid of a radio?,Is it possible for you to use the radio to study with the aid of a radio?,Would you still be nit to study with the radio on?,Would you still narulate on?,Would you still narulate on a radio?
" No , I listen to background music . ","No, I don't listen to music in the background.","No, I don't listen to music in the background.","No, I don't listen to music in the background.","No, I don't listen to music in the background.","Back in there the song just kind of ed. No, I just bleh.",Back in song yes yes I.,Back in song yes I.Background music yes yes i hue woo trang saxophone.
 What is the difference ? ,What distinguishes the dissimilar?,What distinguishes the dissimilar?,What distinguishes the dissimilar?,What distinguishes the dissimilar?,Could you exude clarity on the dissimilarity?,Could YOU HEARD THAT THERE DISCLAY[NOTE] WONT ELSE?,Could YOU PLZ help me enumere and elucile the dissimilirator(s) #### [/[/blabla]?
 The radio has too many comerials . ,The radio has an excessive number of comerials.,The radio has an excessive number of comerials.,The radio has an excessive number of comerials.,The radio has an excessive number of comerials.,"too ""comercials by radio..........................................».","too ""comercials by radio!!""","too ""comercials by the radio..........................................»."
" That's true , but then you have to buy a record player . ","Yes, it's accurate, but then you have to buy a record player.","That's correct, but then you have to buy a record player as well.","That's correct, but then you have to buy a record player as well.","That's correct, but then you have to buy a record player as well.","Yeah that's the truth, you just had to buy a record player too.","Yeah that's the truth, you just had to buy a record player also.","Yeah that true, you would just have got a record player to buy as well, don't you?"
Are you all right ? ,Are you in the right place?,Are you a complete fuck?,Are you a complete fuck?,Are you a complete fuck?,OKAYAY?,OKAYAY?,OKAYAY?
 I will be all right soon . I was terrified when I watched them fall from the wire . ,"I am going to be all right now. When I saw them fall from the sky, I was terrified.","I am going to be all well soon. When I watched them fall from the sky, I was terrified.","I am going to be all well soon. When I observed them fall from the sky, I was terrified.",I am going to be all well shortly. When I watched them fall from the sky I was terrified.,Just out now I will be fine.I was terrified when I saw them fall from the sky.,Just out a couple quick. I was frightened just when I saw them so drop-dropfer from the sky.,Just out a couple on. I was frightened just when I saw them come off the grit's throat '.
 Don't worry.He is an acrobat 。 ,He is an acrobat. Don't worry.He is acrobat too.,He is an acrobat. Don't be concerned.He is not afraid to do tricks.,He is an acrobat. Don't be concerned.He is not afraid to do tricks.,He is an acrobat. Don't be surprised.He is not afraid of heights.,Dont worry.He is an acrobat.,Dont worry.He is an acrobat.,Dont worry.He is an acrobat.
 I see . ,I see.,I see.,I see.,I see.,Right on cuz I see.,Right on cuz I see.,Right on cuz I see.
"Hey John , nice skates . Are they new ? ","John, I'm curious if you have any new skates for me to try out.","John, I'm curious if you have any new skates for me to try out.","John, I'm curious if you have any new skates for me to try out.","John, I'm curious if you have any new skates for me to try out.","Nice skates guys, did you buy any new ones?","Nice skates guys, did you buy any new ones?","Nice skates guys, did you buy any new ones?"
" Yeah , I just got them . I started playing ice hockey in a community league . So , I finally got myself new skates . ","I recently acquired new skates, which I'm happy with. I started ice hockey in a community league and got new skates just a few months ago.","I recently acquired new skates, which I'm thrilled about. I started ice hockey in a community league and got new ones just based on my experience.","I recently acquired new skates, which I'm thrilled about. I started ice hockey in a community league and got new ones as well.","I recently acquired new skates, which I'm a ice hockey player who started in 'a community league'.",Yeah I just got them... I'm in ice hockey in the community league and I started playing a little bit of hockey. FINALLY: I got new skates.,Yeah I just got them... I'm in ice hockey in the community league and I started playing a little bit of hockey. FINALLY: I got new skates.,Yeah I just got them... I'm in ice hockey in the community league and I started skating a couple of skates.
 What position do you play ? ,What is your preferred position?,What is your preferred position?,What is your preferred position?,What is your preferred position?,Could you walk/pro tip/ton/spe/item/leg/c/w/o i/f/k/a/d/b/g/e/n/j//pot/co/y/p/z?,Could YOU walkEZ into your current (last in line)  position?,Could anybody guess who/people YOU RELATION with and tell me about your playing a/c and the position you're supposed to play intrude on (i.e.N call yourself that one (name only) @ gmail did)?
 I ’ m a defender . It ’ s a lot of fun . You don ’ t have to be able to skate as fast on defense . ,"Being a defender is enjoyable. However, you don’t have to be lightning fast on defense.","Being a defender is enjoyable. However, you don’t have to be lightning fast on defense.","Being a defender is enjoyable. However, you don’t have to be lightning fast on defense.","Being a defender is enjoyable. However, you don’t have to be lightning fast on defense.","Being a back up (i m ) defender is fun!. Obviously, you don't need to be quick to skate on defense, it's fun in the end.","Hockey lets me just play (it also lets you defenders, thanks in the whole lot, I just can't seem to skate so fast man, how cool is that.","Hockey lets me just say it's fun, Defending fast and you don't have to be quick to skate on the ice, you just haven''T."
" Yeah , you ’ re a pretty big guy . I play goalie , myself . ","I'm a goalkeeper and you're a pretty big guy, right?","I'm a goalkeeper and I think, ” You’re gonna be.","I'm a goalkeeper and I think, ” You’re essentially, quite the big guy.",I'm a goalkeeper and I feel like I can relate to you.,"Yeah you're gonna be a pretty big guy. I'm mainly relying on you to be on the big side, and I can't help but say that I played if I had to.","Yeah you're gonna be a pretty big guy. I'm, you know, goalie.","Yeah you're gonna be a pretty big guy. I'm, you know, goalie."
" Oh , yeah ? Which team ? ",What's the team? YES?,What's the team? YES?,What's the team? YES?,What's the team? YES?,"Yay me? I'm a big fan, but what team is you on?","Yay me? I'm a big fan, but what team is you on?","Ya...bye guys, I'm a team?"
 The Rockets . ,Rockets.,Rockets.,The Rockets.,The Rockets.,Rocket''.,Rocket''.,Rocket''.
" Really ? I think we play you guys next week . Well , I have to go to practice . See you later . ",Is it true? I believe we're playing together next week. I have to go to practice. See you later.,Is it true? I believe we're playing together next week. I have to go to practice. See you later.,Is it true? I believe we're playing together next week. I have to go to practice. See you later.,Is it true? I believe we're playing together next week. I have to go to practice. See you later.,Really did I just ask that question? I reckon we'll be playing together next week and I'm thinking it's too good to go and practise. Hope we can see each other again later.,"Did that guys really just happen? I think we'll play next week and I'm gonna have a good game. I can't do that, I have to go to practice. See you later.",Did that just happen? I can tell you that we're playing next week and I have a rehearsal so I had to go to practice. Hopefully we can see each other again later. Yay!
" All right , see you later . ","All right, I'll see you later.",All the very best.,"I'll be back to you at a later time, all right.","I'll be back to you at a later time, all right.","Okay good I can do that, ill see you later.","Okay good I can do that, ill see you later.",Okay good I can do that a second.
"Hey Lydia , what are you reading ? ","Lydia, can you tell me what you're reading?","Lydia, can you tell me what you're reading?","Lydia, can you tell me what you're reading?","Lydia, can you tell me what you're reading?",Nice one Lydia! :) What's up?,Nice one Lydia! :) What's up?,Nice one Lydia! :) What's up?
" I ’ m looking at my horoscope for this month ! My outlook is very positive . It says that I should take a vacation to someplace exotic , and that I will have a passionate summer fling ! ",Horoscopes: This month I have a very positive horoscope which says that I should go for a trip to a foreign country and have a fling or something with my significant other this summer - can you help me out if I'm wrong?,Horoscopes: This month I have a very positive horocopy for this month - it says I should go for. vacation to some exotic place and also have an elopingale / passionate summer fling! Vielen Dank!,Horoscopes: This month I have a very positive horocopy for this month - it is very optimistic that I will be able to enjoy sextroe and enjoy my summer vacation somewhere exotic!!,Horoscopes: This month I have a very positive horocopy for this month - it is very optimistic that I will be able to enjoy sextroe and enjoy my summer vacation somewhere exotic!!,Horoscope- Happy 2nd me a very positive horocomosphere for the month! I have booked vacating exotic island and I am excited to have sex this summer!,Horoscope- Happy 2nd me can have horoo a very happy month!! I have been scouted this month for evely an opportunity to go on ferocity to polona and have an ardous henromatic summer fling!,Horoscope! Just saw horoao charts this month and it's really positive! I think I should go for a holiday to exotics and have sex this summer!!
 What are you talking about ? Let me see that ... What are horoscopes ? ,Can you explain the concept of horoscopes?,What is your perspective on horoscopes?,What is your perspective on horoscopes?,What is your perspective on horoscopes?,"Ur thieving horoscope? I'm curious, what's up with the rite sex?",Ur thiep for me tho r u s hor cha ko we n e v ti vra kte kor o so kunnen ker duk tar ve lih ka b ul har p ura?,Ur thiep for me tho r u s hor cha ko we n e v ti vra kte kor o so kunnen ker duk tar ve lih ka b ul har p ura?
" It ’ s a prediction of your month , based on your zodiac sign . You have a different sign for the month and date you were born in . I was born on April 15th , so I ’ m an Aries . When were you born ? ",Is there a month and date in which you can predict based on your zodiac sign? I was born on April 15th and I am an Aries.,Is there a month and date in which you can predict based on your zodiac sign? I was born on April 15th and I am an Aries.,Is there a month and date in which you can predict based on your zodiac sign? I was born on April 15th and I am an Aries.,Is there a month and date in which you can predict based on your zodiac sign? I was born on April 15th and I am an Aries.,"Could you guess who you would''ve been born to in the month of April, given that you'd be born on a date that was different for you and your zodiac sign was also based on your birth date (I'm an Aries, and was born around April 15th, 2009) - can you tell me how old you are now and how long you were born in your year of birth?","Could what you ostens factualy know in one month, based on your zodiac sign (you are an Aries, so your birth date is in the 15th of April, but you have a different sign for the month and date of your natal birth, and you were born on April 15 - 15 March thursday, according to zodius, you are in & you're not an Aquarius, therefore you date someone else in","Could what you drewSt. be? I'm Aries, and I was Arian on 15th April."
 January 5th . ,January 5th marked the beginning of the current week.,January 5th marked the beginning of the current week.,January 5th marked the beginning of the current week.,January 5th marked the beginning of the current week.,1 more day on 5th of January!,1 more day on 5th of january.,"1 more day on 5th of yore, on."
" Let ’ s see . . . you ’ re a Capricorn . It says that you will be feeling stress at work , but you could see new , exciting developments in your love life . Looks like we ’ ll both have interesting summers ! ","Capricorn is a sign that indicates work-related stress, but also offers opportunities for love and romance.","Capricorn is a sign that indicates work-related stress, but also offers opportunities for love and romance.","Capricorn is a sign that indicates work-related stress, but also offers opportunities for love and romance.","Capricorn is a sign that indicates work-related stress, but also offers opportunities for love and romance.",Scorpio also s can see new & exciting entiment in your love life!... You are a Capricorn so expect some work stress but some exciting news for your relationship!,Scorpio also s can see new & exciting entiment in love!!” Sounds like fun and sunshine – you are a Capricorn.,Scorpio also s can see new & exciting entiment in love!!” Sounds like fun and sunshine – you are a Capricorn.
" That ’ s bogus . I don't feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . ","I don't experience stress at work, and I have no romantic life. All of this is a sham. This zodiac information is all bogus.",I'm not experiencing stress at work and my love life is almost non-existent. All of this is a figment of the zodiac. It's all bogus. This is absolutely nothing.,I'm not experiencing stress at work and my love life is almost non-existent. All of this is a figment of the zodiac. It's all bogus. This is absolutely nothing.,I'm not experiencing stress at work and my love life is almost non-existent. All of this is a figment of the zodiac. It's all bogus. This is absolutely nothing.,"All you guys spclumb a little bit.. I don't feel stressed out at work, and I'm pretty much dead in love. All of this zodiac nonsense.?","All you guys guys is s***! I can tell you that I don't feel stressed at work, and I have a pretty helluva love life. All of this zodiac stuff is rubbish.","Everything you said you could put your name down and you'd be right all over the internet, right on the job, with no drama or stress, and no romantic life in your life. Sounds illegihilarious just don't believe me?"
" No , it ’ s not , your astrology sign can tell you a lot about your personality . See ? It says that an Aries is energetic and loves to socialize . ","Aries is a person who is energetic and enjoys socializing, according to astrology, but this can be a big deal because your zodiac sign can also tell you a lot about your personality.","Aries is a luminous sign who enjoys socializing, according to astrology, but this is not purely based on personal preference.","Aries is a luminous sign who enjoys socializing, according to astrology, but this is not purely based on personal preference.","Aries is a luminous sign who enjoys socializing, according to astrology, but this is not purely based on personal preference.","Numerous solar signs can reveal a person's true nature, but astrology can also reveal more about them.","Numerous solar signs can speak draCOND (star sign sign) и твани коико краин, CAN YOU!",Numero uni say nu it is a little bit more numerical because an Aries is an energising zodiac sign and one who likes to socialise?
" Well , you certainly match those criteria , but they ’ re so broad they could apply to anyone . What does it say about me ? ","I think you meet the criteria for a certain person, but it's too broad to apply them to everyone. What does this say about me?","I'm sure I meet all the necessary criteria, but they're not exhaustive. What does this say about me?","I'm sure I meet all the necessary criteria, but they're not exhaustive. What does this say about me?","I'm sure I meet all the necessary criteria, but they're not exhaustive. What does this say about me?","Could what you insinuation about me pvest can tell me, i mean you meet a lot of the same quota/tyler c*****s and they could be used by anyone besides me?","Could what you insinu tell me about me if you typified that criterion but it's so elocial that it could be used to judge any person in any situation imaginable & apply to any and all of us besides myself (i.e. my friend, my compadre and most of the world' s well-known and well known hockey player, and my teacher, who","Could what you insinu tell me about me if you all meet the ""cricket list just like yours but on a much more numercial and ira global criterion but like anyone who is just guessing at me at the minute till now and still knows how to do it just fine folks like me in the way that you did with the jargon and that blooper/roboter/batter/etc thing"
 A Capricorn is serious-minded and practical . She likes to do things in conventional ways . That sounds just like you ! ,Capricorn is a person of high social standing and practicality. She has a tendency to engage in traditional activities. Sounds like you could be a Capricorn too?,Capricorn is a person of high social standing and practicality. She has inclination to engage in conventional activities. Sounds like you could be referring to me!,Capricorn is a person of high social standing and practicality. She has inclination to engage in conventional activities. Sounds like you could be referring to me!,Capricorn is a person of high social standing and practicality. She has inclination to engage in conventional activities. Sounds like you could be referring to me!,"Capricorn (right in sign heaven on earth) big time, practical attitude, like doing things in a more ""classical"" way! You sound like :)!",Librarian/chill girl (like you and me) I'm pretty sure you're right on the mark - a true Capricorn who is very serious and also very real-to-life.She likes to do things in figurative/serene-guise!,Libra Libra named you! I'm a big Capricorn - I have c.a.'s and s/b is very practical and serious-minded & I like things in koala! How do you think you could do that?
"Frank ’ s getting married , do you believe this ? ","Frank is getting married, do you agree with Frank's decision?","Frank is getting married, do you share his opinion?","Frank is getting married, do you share his opinion?","Frank is getting married, do you share his opinion?","Would everyone be dece dem dem I when they say that Frank is getting married before he gets married, in your opinion?",Would everyone be definant in your opinion that Frank is getting married soon?,Would everyone be definant in your opinion that Frank's getting married soon?
 Is he really ? ,Is he truly sincere?,Is he truly sincere?,Is he truly sincere?,Is he truly sincere?,"Did ""that guy"" really""?","Did ""that guy"" really""?","Did ""that guy"" really""?"
" Yes , he is . He loves the girl very much . ","Yes, he is. He has a great love for the girl.","Yes, he is. He has a great love for the girl.","Yes, he is. He has a great love for the girl.","Yes, he is. He has a great love for the girl.",Yes you heard it right. He really loves the girl.,Yes you heard it right. He really loves the girl.,Yes you heard it right. He really loves the girl.
 Who is he marring ? ,Who is the person he is attempting to mistreat?,Who is the person he is attempting to mistreat?,Who is the person he is attempting to mistreat?,Who is the person he is attempting to mistreat?,Who else would sneezing with someone he caressed?,Who else would sneezing out gay if he so messed up someone's beautiful?,Who else would liaise with him in this sexting scandal?
" A girl he met on holiday in Spain , I think . ",I believe he met a girl he met on vacation in Spain while traveling.,I believe he met a girl whereas hung up her on holiday in Spain.,I believe he met a girl whereas hung up her on holiday in Spain.,I believe he met a girl whereas hung up her on holiday in Spain.,"I can remeber the fact that he met a girl en route to Spain on holiday, i.d.",One girl he came up with on a summer's break (I think in Spain - Spain- one day) &.,"Was supposedto know 'ya' to a girl he met on holiday - in Spain, I think."
 Have they set a date for the wedding ? ,Has a date been arranged for the wedding?,Has a date been arranged for the wedding?,Has a date been arranged for the wedding?,Has a date been arranged for the wedding?,Did everyone get a date for nuptials?,Did everyone get a confirmation that their big day today?,Did everyone get a confirmation that their big day today?
 Not yet . ,Not yet.,Not yet.,Not yet.,Not yet.,Just didn''t do.,Just didn''t do.,Just didn''t do.
I hear you bought a new house in the northern suburbs . ,I heard you bought a new house in the northern suburbs.,I'm assuming you've bought a new house in the northern suburbs.,I'm assuming you've bought a new house in the northern suburbs.,It seems like you have purchased a new home in the suburbs that are situated in northern suburbia.,Did that you just bought a new house in the northern suburbs?,Did that you just bought a new house in the northern suburbs?,Did that you just bought a new house in the northern suburbs?
" That ’ s right , we bought it the same day we came on the market . ",We bought it on the day we went on the market.,We purchased it on the day we went on our first day of the market.,We acquired it on the day we went on our first day of selling.,We acquired it on the day we went on our first day of selling.,Did true! We bought it on the day we went on our first day of selling.,Did true! We bought it on the same day we went on our first day of selling.,Did true! We bought it right on the day we went on our first day of selling it.
 What kind of house is it ? ,What is the classification of the house?,What is the classification of the house?,What is the classification of the house?,What is the classification of the house?,Could you tell Me What Sqn I Cant Find?,Could you tell Me What Sqn I Cant Find?,Could YOU EXCELTED/ say that this house is a good choice of house for rent or as rented by someone else for someone in Gigantea/Simon co. What is the usual categorific information for this type of home based on its type and the type or type that they would like to know about/buy?
 It ’ s a wonderful Spanish style . ,The Spanish style is a wonderful and delightful choice.,The Spanish style is a wonderful and delightful choice.,The Spanish style is a wonderful and delightful choice.,The Spanish style is a wonderful and delightful choice.,"Nice job, ur, it’s a wonderful Spanish style.","Nice job Spain..., it's a great sex....","Nice job Spain..., it's a great sxoxOfficial style."
" Oh , I love the roof tiles on Spanish style houses . ","Oh my goodness, I adore the roof tiles on Spanish style homes.","Oh, I am smitten with the roof tiles on Spanish-style homes.","Oh, I am smitten with the roof tiles on Spanish-style homes.","Oh, I am smitten with the roof tiles on Spanish-style homes.","Yes you right, the roof tiles on the houses in Spanish style look really nice!","Yes you right, the roof tiles on the houses in a Spanish style always entice people with their...","Yes you right, the roof tiles on the houses in a Spanish style always entice people with their i really love."
 And it ’ s a bargaining . A house like this in river side costs double the price . ,"The price is double the price of a house like this on the river side, and it's a bargain.","The price is double the price of a house like this on the river side, and it's negotiated.",The cost of a riverside home is double the price of this one.,The cost of a riverside home is double the price of this one.,"House prices up 1.2 car on wet 17 and in some areas it's a ""built and you can't go wrong with the price, you cost double what you're used to paying for & it is nay-familiar to 80% of the house price in the river side, on the one side of town.",Double buying n bargain. A house like this on the river side doubles its price when you're.,Double buying n a double. A house like this in river side is double the price & it ’s ok. It’ll be sacrificially priced.
" Great , is it a two bedroom house ? ",Is the house just a two-bedroomed residence?,Is the house just a two-bedroomed residence?,Is the house just a two-bedroomed residence?,Is the house just a two-bedroomed residence?,"Would you catefun 2 bedroom house with great, if the answer is ""2 bedroom 2 bathed in London, Great room 2bdrm,Great Room 2cm &Private Ensuite in Finsbury Court London - West End /Elsewhere, in the City Centre, London 94595, United Kingdom, 103529, U.K, ITN, Fenchurch,Elmwood,England,","Would you catefun 2 bedroom house with great, if the answer is ""2 bedroom 2 bathed in London, Great","Would you catefun 2 bedroom house with great, if the answer is ""2 bedroomed up 2 baths from a previous owner & frede in the same backyard with 2 bathrooms and WC in good location!"
" No , it has three bedrooms and three beds , and has a living room with a twelve-foot ceiling . There ’ s a two-car garage . ","The house has three bedrooms, three beds, a living room with a twelve-foot ceiling, and a two-car garage.","The house has three bedrooms, three beds, a living room with ice and  trellising to the ceiling, and also has en suite bathrooms with showers and separate toilets.","The house has three bedrooms, three beds, a living room with ice and  trellising to the ceiling, and also has en suite bathrooms with showers and separate toilets.","The house has three bedrooms, three beds, a living room with ice and  trellising to the ceiling, and also has en suite bathrooms with showers and separate toilets.","The new house actually just three people, three beds and three bedrooms (there's a three-car garage and if you're wondering where all that good stuff is! ; and there'll be three cars and one car for the disabled.) The living room has 98 feet (12 feet) and it'' there, with ice rinks and chairs, til its room so it can fit 'em all.","There wont be a two- car-maintainer garage (just sayin' on the surface, of course, since you won''t need one of those extra seats in the house right now!!",There wont be 3) Bedr&#010;„„3 Bedroom&&$030&pieced&′′ & 0&apos;T&; btu’tch&%%; and t14&′2’s&€«A’ 12ft wrd&3dbw; plus a дGARаb2.
 That ’ s a nice area too . It ’ ll be a good investment for you . ,That's a lovely place as well. It'll be a good investment for you.,That's a lovely place as well. It'll be advisable to invest in that area.,That's a lovely place as well. It'll be advisable to invest in that area.,That's a lovely place as well. It'll be advisable to invest in that area.,Nice place too. I bet it'll work 'cause it pays for itself'.Thanks.,Nice place too  It'll be a good investment if you're looking for good real estate.,Nice place too  It'll be a good investment if you're looking for good real estate.
" Yeas , when will you buy a house ? ","When do you plan to buy a house, dear?","When do you plan to buy a house, dear?","When do you plan to buy a house, dear?","When do you plan to buy a house, dear?",Could U inform us about your schedule for buying a house?,Could U inform us about your schedule for swilight party?,Could U inform us about your schedule for snailing your house at the newest!?
" Not untill the end of this year , you know , just before my wedding . ","Just before my wedding, but not before the end of this year, as you may or may not know.","Just before my wedding, but not before the end of this year, as you may or may not know.","I'm assuming it's not until late next year, right before my wedding.","I'm assuming it's not until late next year, right before my wedding.","Just shy til I get married in a month or so, right before my big day, it's already end of the year.","Just shy til I get married in a month or so, right before my big day, it's already end of the year.","Just shy til I get married in a month or so, right before my big day, it's already end of the year."
" Right , congratulations . ","Right, congratulations.","Right, congratulations.","Right, congratulations.","Right, congratulations.",Congratulations right there congratulating you right on this.,Congratulations right there congratulating you right on this.,Congratulations right there congratulating you right on this.
 Thank you . ,Thank you.,Thank you.,Thank you.,Thank you.,Thank U again.,"App thanx.Thank you.""",App thanx?
"Hi , Becky , what's up ? ","Becky, what's the latest news?","Becky, what's the latest news?","Becky, what's the latest news?","Becky, what's the latest news?",Hey everyone matey??,Hey everyone matey??,Hey everyone matey??
