Sentence,Formal_10
" Let ’ s see . . . you ’ re a Capricorn . It says that you will be feeling stress at work , but you could see new , exciting developments in your love life . Looks like we ’ ll both have interesting summers ! ","As a Capricorn, your work will likely be filled with work-related stress, but your love life could change with new perspectives. It sounds like we can have upcoming adventures together in the sun this summer."
" That ’ s bogus . I don't feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . ","The belief that all people have a sham is false. I don't experience stress at work, and my love life is minimal. This is all nonsense."
" No , it ’ s not , your astrology sign can tell you a lot about your personality . See ? It says that an Aries is energetic and loves to socialize . ","Although your astrology sign may reveal more details about you, it may be accurate that an Aries is a person who is energetic and enjoys socializing."
" Well , you certainly match those criteria , but they ’ re so broad they could apply to anyone . What does it say about me ? ","What does the fact that you meet those criteria - that is, that the criteria are a reasonable one for anyone. That being said, what does it say about me?"
 A Capricorn is serious-minded and practical . She likes to do things in conventional ways . That sounds just like you ! ,The characteristics of a Capricorn include being practical and serious. She enjoys things in orthodox manners. Sounds like you could be referring to her!
"Frank ’ s getting married , do you believe this ? ",Do you believe Frank is getting married?
 Is he really ? ,Does he have credibility?
" Yes , he is . He loves the girl very much . ","Yes, he is. He has a profound love for the girl."
 Who is he marring ? ,Who is the person he has been with?
" A girl he met on holiday in Spain , I think . ","It appears he encountered a girl whereas seated on holiday in Spain, i.e."
 Have they set a date for the wedding ? ,Have arrangements been made for the wedding to occur on a specific date?
 Not yet . ,Could I begin preparing now?
I hear you bought a new house in the northern suburbs . ,It appears that you have purchased a new dwelling in the suburbs that are located in northern Australia.
" That ’ s right , we bought it the same day we came on the market . ",We purchased it immediately after it landed on the market.
 What kind of house is it ? ,What is the classification of the house?
 It ’ s a wonderful Spanish style . ,The Spanish style is a delightful touch.
" Oh , I love the roof tiles on Spanish style houses . ",The roof tiles on Spanish-style houses are a source of delight for me.
 And it ’ s a bargaining . A house like this in river side costs double the price . ,"The price of a house located on the river side is twice as much as this, and it's negotiated."
" Great , is it a two bedroom house ? ",Would a large house consisting of two bedrooms be considered if it were built in the 1920s?
" No , it has three bedrooms and three beds , and has a living room with a twelve-foot ceiling . There ’ s a two-car garage . ","The dwelling lacks three bedrooms, three beds, and a living room with ice ceilings of twelve feet. It also has onsite parking for two cars."
 That ’ s a nice area too . It ’ ll be a good investment for you . ,That area is a pleasant one as well. It will be advisable to invest in it.
" Yeas , when will you buy a house ? ","When are you planning to buy a house, buddy?"
" Not untill the end of this year , you know , just before my wedding . ","It's unlikely to be until the conclusion of this year, as my wedding is approaching."
" Right , congratulations . ","Congratulations, and that is exactly what you need to say."
 Thank you . ,Thank you.
"Hi , Becky , what's up ? ","What's new, Becky?"
" Not much , except that my mother-in-law is driving me up the wall . ","Generally, I am not doing much, but my mother-in-law is driving me insane."
 What's the problem ? ,What is the matter?
 She loves to nit-pick and criticizes everything that I do . I can never do anything right when she's around . ,She enjoys criticizing everything and niggling around me. There are times when I can't do anything right when she's around.
 For example ? ,"Could you provide an example, such as?"
" Well , last week I invited her over to dinner . My husband and I had no problem with the food , but if you listened to her , then it would seem like I fed her old meat and rotten vegetables . There's just nothing can please her . ","Despite inviting me to dinner, my husband and I enjoyed it, but if you listen carefully, it would seem like I fed her the meat and vegetables that were spoiled. There's nothing that says more about her than that."
" No , I can't see that happening . I know you're a good cook and nothing like that would ever happen . ","Although you may have knowledge of cooking, it's unlikely that it will happen."
 It's not just that . She also criticizes how we raise the kids . ,"Furthermore, she remarks that raising the children is not the solution."
" My mother-in-law used to do the same thing to us . If it wasn't disciplining them enough , then we were disciplining them too much . She also complained about the food we fed them , the schools we sent them too , and everything else under the sun . ","Whenever my mother-in-law, on my behalf, questioned us about our discipline, she used to say, ""If I am not disciplining them, I think we are disciplinng them."" Furthermore, her mother, who is now a teacher, expressed concern about the food, schools, and everything else related to discipline."
 You said she used to ? How did you stop her ? ,What measures did you take to prevent her from returning to you?
" We basically sat her down and told her how we felt about her constant criticizing , and how we welcomed her advice but hoped she'd let us do our things . She understood , and now everything is a lot more peaceful . ","After discussing our concerns about her consistent criticism, we agreed to take her counsel and hope she would agree with us. She subsequently understood, and now everything seems to be going smoothly."
 That sounds like a good idea . I'll have to try that . ,That suggestion is fantastic. I might have to give it a try.
How are Zina's new programmers working out ? ,What is the progress report for the new programmers at Zina?
" I hate to admit it , but they're good . And fast . The Filipino kid is a genius . ","Although I may feel embarrassed, I can tell you that they're good and fast. The Filipino kid is a genius."
" So you'll make the Stars.com deadline , and have us up and running next week ? ",Will you comply with the Stars.com deadline and open our system next week?
" It'll be close , but we'll make it . ","Although it may be a challenge, we will make it happen."
" Good . After Stars.com starts paying us , we won't need Vikam's cash anymore . ",The payment made by Stars.com means that we won't need to carry Vikam's cash again.
" And if we don't need them , we won't need Zina , either . ","Zina and if necessary, they will be unnecessary."
Do you like cooking ? ,Are you fond of cooking?
 Yes . I like cooking very much . I got this hobby when I was 12 years sold . ,My passion for cooking began when I was sold 12 years ago.
 Why do you like it ? ,What is the reason behind your affection for it?
 I have no idea . I like cooking by myself . I like to taste delicious food . ,"Although I have limited knowledge, I enjoy cooking on my own and relishing in the taste of delicious food."
 That's wonderful ! ,That's wonderful!
" And I love trying new recipes , which I usually test with my friends . You can come , too . ","Whenever possible, I experiment with fresh recipes, which I usually share with my friends. You can come to visit too."
 Really ? I hope I can have a chance to taste it . Don't forget to tell me . ,"Do believe me? If true, I desire to have the opportunity to enjoy it and taste it. Please share the information with me."
 Certainly . ,Certain Certainly.
Anyone home ? Jen ! ,Has the person currently in search of a home ever been neighbors with Jen?
 I'm in the kitchen ... let yourself in ! ,In the kitchen... occupy yourself!
 Wow ! You're really working up a storm ! ,Very impressive! How are you doing at a very good level?
 I know . I've even worked up a sweat . ,It's true. I've put in a lot of effort.
 You look like a cooking show host--only messier . ,"Although you may have appeared on a cooking show, you're much messier than on TV."
You look so tan and healthy ! ,"Stunningly tanned, congratulations!"
 Thanks . I just got back from summer camp . ,Thank you. I returned from summer camp today and am thankful for everything you did.
 How was it ? ,What was your experience?
 Great . I got to try so many things for the first time . ,"For the first time, I have had the opportunity to experiment with a variety of things."
 Like what ? ,Could you inform me of what?
" I went sailing , fishing , and horseback riding . ","During that time, I participated in sailing, fishing, and horseback riding."
 I ’ m so jealous . ,It makes me extremely jealous.
 The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes ! ,"The summer was amazing. Despite the mosquito outbreak, it was still the best summer ever."
"Diana , do you like the perfume I gave you ? ","Diana, are you pleased with the perfume I gifted you?"
" It ’ s good . But to tell you the truth , I don ’ t wear perfume . ","It's acceptable. However, I avoid perfumes altogether."
 I ’ m sorry . I didn ’ t know that . ,"""Thank you."""
 That ’ s all right . Thank you all the same . ,All of which is satisfactory. Thank you.
"Ah , ah , ah ... ",". ”, m ; Dear, Dear Greetings kindly Received My Responses."
" All right , Bill.Here ' s your daily exercise schedule . You are to jog before breakfast . ","All-around, kindly provide your daily exercise plan. You will be jogging before breakfast and completing your op."
 Jog ? ,"What is the meaning of ""Joga""?"
" Then , you are to walk to work . ","Following that, you will have the option to walk to work."
 Walk ? ,"What is the meaning of ""Walk""?"
 Thirty minutes in gym at lunch time . ,Thirty minutes in the gym during lunch time.
 Oh no . ,"It's correct, 'Oh,'."
" Use the stairs , never the elevator . ",Avoid using the elevator and instead use the stairs instead.
" Oh , dear . ","Thank you, kindly."
" And three times a week , you can either swim , play racketball , or hand ball . ","Three days a week, participate in swimming, racketball, or handball - all of which are enjoyable."
 Oh no . ,"It's correct, 'Oh,'."
" OK , you can stop now.It ' s time for the dance class . ","Alternatively, you may wish to stop here. It's time to start the dance class."
 Dance class ! I don't know how . ,"""What will occur in a dance class?"" I am unsure."
 You will . ,You will.
 Oh ... ,"Thank you, if..."
"Hi Bill , I saw your grandma yesterday . ","Bill, thank you for visiting my grandmother yesterday."
 Oh where was that ? ,Where did the fact that?
 I was running around the track at my college and there she was walking around the same track . ,"During my time on campus, I was paced around the track at my college and there was someone else walking around it."
 Grannie always tries to stay fit and healthy.She is always making us kids eat the proper foods . ,Grannie is dedicated to keeping her children healthy and in shape. She makes sure that her meals are nutritious and encourages us to eat properly.
" Well , it pays off for her.How old is she anyway ? ","Regardless of how old, what age does she continue to work for?"
 She will be 86 next month . ,"Sadly, she will not be alive until she reaches the age of 86 in the next month."
 That is truly amazing ! ,"Very, very impressive indeed!"
I would like to register for a class today . ,Would you advise me to register for a class today?
" No problem , what class would you like to take ? ","Could you suggest a class that you would like to take, no matter what?"
 I would very much enjoy taking a Psychology class.Because I'm crazy . ,Psychology classes would be a welcome change from my current state. I'm feeling incredibly weird about this subject.
 There are two classes that are still open . ,"Two classes are currently unavailable, but they are still accessible."
 Which days are these classes on ? ,What are the days on which these classes are being taught?
 The first class is a Tuesday and Thursday class from two to three . ,"Classes are held on Tuesdays and Thursdays from two to three, and the first class is available on Wednesdays."
 What about the other class ? ,What is the situation with the other class?
 The other class is on Monday and Wednesday from 10 am - 12 . ,"The remaining class is available from 10 am to 12, Monday and Wednesday."
 Are you sure there are no more open classes ? ,Are you certain that there are no more open classes?
 I'm positive . ,It appears to be.
 Sign me up for Monday and Wednesday . ,"During Monday and Wednesday, sign me up."
" Okay , I'll sign you up . ",Would you like to add me to your list?
"Dad , why are you taping the windows ? ","What is the reason for you tapping the windows, Dad?"
" Honey , a typhoon is coming . ","The arrival of a tiger is imminent, so hurry up!"
" Really ? Wow , I don't have to go to school tomorrow . ",Can you believe that I haven't had the opportunity to attend school until tomorrow?
" Jenny , come and help , we need to prepare more food . ","Help us prepare more food, please, Jenny, come and assist us."
 OK . Dad ! I'm coming . ,"Father, I am coming."
"Hi , my name is Lean , and I'm from Russia . ",Could you introduce me to Russia? My name is Lean.
" Nice to meet you , Lean . My name is Alike . I'm from Japan . ","Hello, I am from Japan and my name is Alike. It was nice to see you."
 To me English is a difficult language . ,English is a language that is difficult for me to understand.
 A second language is always difficult . ,The difficulty of acquiring a second language is always present.
" True , but English is harder than most . It's a crazy language . ","English is a language that is extremely difficult, in fact, it's incredibly difficult."
 A crazy language ? Why do you say that ? ,What is the explanation for a language that sounds bizarre?
 One letter can have several pronunciations and one word can have several meanings . ,One letter may result in multiple pronunciations and one word can result from multiple meanings.
 No wonder you say English is a crazy language . ,"English is a language that you find strange, so it's likely that English will be viewed as sane."
Can I help you ? ,Would I be pleased to assist you?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",Could you suggest some resources or websites to help me find suitable material for my writing assignment?
 I'll certainly try to help you . What topic is your paper on ? ,Could you provide me with some guidance? I'm eager to help.
 My paper is on the influence of television on children . ,My article concerns the impact of television on children.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,"The computer can provide you with a list of scientific journals that cover the topic of children and television, so if you want to explore more about it, you can use one of these options."
 Thank you for you help . ,Thank you for your help.
Here ’ s your hot dog and beer . What happened ? Did I miss anything ? ,Have I experienced any incidents?
" Yeah , Cal Ripen just hit a home run . ","Cal Ripen's recent home,."
 What ’ s the score ? ,What is the score?
" Well it was 3 to 4 , but Ripen ’ s home run made it 5 to 4 since another player was on first base . ","The score was 3 to 4, but Ripen's home run cut the score further and made the difference to 5 to 4, as if a player else hit first base."
 So Baltimore is winning ? ,Has Baltimore emerged as the winner?
 Right . ,Correct.
 This is a really great place to watch a baseball game . ,This is a fantastic location to view.
" Yeah , there isn ’ t a bad seat in the place . ",The seating arrangement is satisfactory.
" The fans are great here , too . Not like in Philadelphia . ",The fans are friendly and there's a difference in style compared to Philadelphia.
 It was a great idea to spend a day watching a game . ,The thought of attending a game for merely one day appeared to be incredibly beneficial.
" Yeah , it reminds you why they say baseball is America ’ s favorite pastime . ",It's important to remember that baseball is recognized as America'' s favorite sport.
How do you like the pizza here ? ,What is your opinion on the pizza served here?
 Perfect . It really hits the spot . ,Very accurate. Perfect. It's perfect.
Do you have a light ? ,Are you equipped with a light?
" Sorry , I don't smoke . ","""Please, I am not smoking. I apologize for my actions."""
I was scared stiff of giving my first performance . ,The thought of performing for the first time filled me with fear.
 Were you ? your performance was excellent . ,"Did you? Thank you, if so, that your performance was outstanding."
 Thank you for your kindly words . ,Thank you for your kind words.
Excuse me . Could you please take a picture of us with this camera ? ,Could you please take a picture of us with this camera?
 Sure . Which button do I press to shoot ? ,What is the button to shoot?
 This one . ,This is a different matter.
 Do I have to focus it ? ,Do I require a focus of focus?
" No , this is a focus-free camera . All you have to do is point and press the button . ","This camera is a focus camera. It is free from any filters and requires only pointing, pressing & holding the button."
 All right . Say cheese ! ,All-around. Let the speech begin with the cheese.
Every country should face the history . ,History must be made known to every country.
" Yeah , we don ’ t live in the vacuum . We have traditional values and long but different history . ","Although we have a history that is long and varied, we are not living in 'the vacuum'."
" Sometimes , we , human beings , really had done something wrong , so we should admit it at first . ","Sometimes, as human beings, we may have committed wrongdoings - and it may not be initially clear-cut."
 But there is always somebody who wants to turn his back on the true history . ,"However, there exists an individual who wishes to turn their backs on the authentic story."
" I believe such things won ’ t be realized , just daydreaming . ","Although, it appears, these things are only dreams, and I believe they will never come true."
"Do you like traveling , Kathy ? ","Are you fond of traveling, Kathy?"
" I like traveling for pleasure to get places for vacation for instance . But I don ’ t like traveling to work , waiting for buses , or ... ","Although I enjoy traveling, I find pleasure in visiting new places while waiting for work, traveling on public transportation, or traveling alone."
 Or getting stuck in traffic jams when you ’ re driving . ,Getting behind the vehicle in traffic can result in delays.
 Exactly . ,"Correctly, yes."
Your house is too small . Why not buy a big one . ,Your residence is too small. Why not purchase a large one?
 I do wish I could afford one . ,It is a dream of mine to acquire one.
 You can get a loan from the bank . You know LPF program provides low cost loans for participants home purchases . ,"Banks provide loans that can be utilized as part of the LPF program, which offers low-cost loans for home purchases."
 Of course I know that . But don't you notice that the house price is skyrocketing ? ,"Although I understand the truth, the house price is on the rise, and it's becoming more expensive."
"How do you do , Prof.Smith . ","Prof.Smith, what is your approach, Mr. Smith?"
" How do you do , Ms . Yang.You speak very good English . ","English is spoken by you very well, Ms. Yang. How do you do it, what is your English skills?"
 Thank you . I begin to like English even when I was a child . ,"English language has always been a part of my life, and thank you."
 Where did you learn it ? ,Where did you obtain your education?
" At school , in China.This is my first time to be out of my own country . ","As a Chinese student, I am traveling to China for the first time to experience life outside of China."
 It's amazing . ,It's remarkable.
Do you want black or white coffee ? ,Would you prefer black or white coffee?
" White , please ",White. Please read details below.
 Look ! there's a Folk concert tomorrow evening . Do you Want to go ? ,Would you consider attending a Folk concert held tomorrow evening?
 I don't like Folk music very much . ,"Although I enjoy Folk music, I find it uninteresting."
 What kind of music do you like ? ,What is the genre of music that you prefer?
 I like classical music . Do you ? ,Do you have a preference for classical music?
 Not very much . Classical music sends me to sleep ,"Although, I am not very productive.I am easily put off by classical music. It makes me drift off to sleep."
 I don't believe you . ,It appears you have a different perspective.
 It ’ s true . ,It is accurate.
 You are funny ! ,"Despite your humor, you are funny!"
 So are you ! How about another coffee ? ,Are you enjoying your cup of tea?
What do you like to do in your spare time ? ,What is the activity that you love to do the most during your leisure hours?
 I like playing chess . ,The activity of playing chess is something I enjoy.
 Do you have any hobbies besides playing chess ? ,Are there any interests you have in addition to playing chess?
 I'm afraid not . ,"Unfortunately, I can't confirm if."
 Do you have any hobbies like playing tennis or things like that ? ,Are you interested in engaging in activities like tennis or other hobbies?
" Oh , yes . I like playing basketball . ","Nevertheless, I have a passion for basketball."
 Can you tell me why you like it ? ,What is the reason behind your affection for it?
 Because I like the feeling of cooperating with others . ,The feeling of aiding others is something that I find enjoyable.
Where is John ? I can't find him anywhere . ,Can you confirm the location of John? I have been searching for him but he appears to be missing.
 Haven't you heard that he is in prison ? ,Are you aware that he is currently incarcerated?
 What ? Beg your pardon . ,Would you like to request forgiveness?
 John is in prison now . He was copped outstealing . ,"John is currently in prison for theft, which was committed after he was arrested by a cop."
 I just cann't believe my ears ! ,Could you explain why my hearing has dropped by?
Can I help you ? ,Would I be pleased to assist you?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",Could you suggest some resources or websites to help me find suitable material for my writing assignment?
 I'll certainly try to help you.What topic is your paper on ? ,Could you please share with me the subject matter of your paper and I'll provide my assistance?
 My paper is on the influence of television on children . ,My article concerns the impact of television on children.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,"The computer can provide you with a list of scientific journals that cover the topic of children and television, so if you want to explore more about it, you can use one of these options."
 Thank you for you help . ,Thank you for your help.
"Hey , Ted . What are you up to this Friday ? ","What are you doing today on Friday, Ted?"
" Well , I have the day off from work . ",It means that I have the opportunity to take a break from work for.
 That ’ s great ! Do you have any plans ? ,That’s wonderful! 3.! Do you have any plans?
" Well , I ’ Ve been working so hard lately , so I ’ ll probably just take it easy . ","Given that I have been working hard lately, I may choose to relax and enjoy myself."
 Sounds nice . ,It appears lovely.
" Yeah , I ’ ll probably just stay in and relax . Maybe watch a few movies . ",It appears like I will most likely take it easy and watch a few movies.
 Can I stop by ? ,Would you like to give me a call?
 Sure . Any time . ,Any time.
You honestly believe the world ’ s improving every year ? ,"Do you believe that the world is improving every year, and that you think it is?"
" Yes , I do . I think that science is making us wiser . What do you think ? ",Do you believe science is increasing our knowledge?
 I don ’ t think you ’ re right there . ,"There, unfortunately, you are not in the right place at all."
 I believe industry is making us wealthier . ,"Industry is responsible for a rise in our wealth, I believe."
 I don ’ t believe that . ,It is not something I believe.
" And in my opinion , medicine is making us healthier . ","According to my belief, medicine is improving our health."
" I agree with you in the sense . But we ’ re all more miserable than ever , aren ’ t we ? ","Although you may agree with me, I think we're all experiencing more misery now, isn't it?"
" I don ’ t agree with you . I maintain that we ’ re healthier , wealthier and wiser than we were a hundred years ago . ","Although you disagree, I believe that we are now healthier, wealthier, and more intelligent than we were 100 years ago."
 That ’ s your opinion not mine . ,It's important to keep in mind that' s not true.
What do you plan to do for your birthday ? ,What are your plans for your birthday?
" I want to have a picnic with my friends , Mum . ",It is on the idea of organizing a picnic with my Mum and friends.
 How about a party at home ? That way we can get together and celebrate it . ,"Would a large group of people like to come together and have sex at ''a party'""?"
" OK , Mum . I'll invite my friends home . ","Mother,. It will be appreciated, Mum. I will bring my friends home."
How may I help you ? ,What are the ways in which I can assist you?
 I would like to return this book . ,Would you advise me to return this book?
 Is that all you need ? ,All that is required of you?
 I also want to check out this video . ,Could you share this video with me as well?
 Is that all you would like to check out ? ,"Would you like to examine that, too?"
 That ’ s all I need . ,That is all that's required of me.
 Do you have your library card ? ,Have you obtained your library card recently?
 Here it is . ,Here is what is happening.
 Make sure to take proper care of this video . ,Ensure that you maintain the care required for this video.
 That won ’ t be a problem . ,There is no problem with that.
" If you damage the video , you will be fined . ",Fines may be imposed for damaging the video that is damaged if you attempt to use it.
 I won ’ t damage it . ,It is safe to say that I won't break it.
What's the matter with you then ? You look miserable . ,"What is wrong with you, then? You look terrible, what's happening?"
 It's us . ,We are.
 What do you mean by us . ,Could you clarify what you mean by us?
" Well , you always say you're busy . ","Despite your efforts, you remain busy."
 That's right . ,That means.
 And you often go back to live with your parents and leave our son in the room by himself . ,"Frequently, you return to live with your parents and leave our son alone in the room."
" I ... I ... I miss my parents , also they miss me . ",The absence of my parents and I is accompanied by the absence I want.
" Oh I remember , I cut terrible calls , and you didn't say anything about it . ","Despite the severity of the calls I received, you didn't address it, and I recall that I made the terrible calls."
 You mean I am groaned a few words ? ,Could you provide me with a few words that would make me cry for ice cream?
 Totally not . Perhaps it's about our marriage . ,Clearly not. Perhaps it's all about marriage.
"Hi , Mary . You look pale today . What's the matter with you ? ","Mary, can you clarify why you appear pale today? I'm wondering about the reason behind this."
 I think I've caught a cold . Now I'm aching all over . ,"It appears that I've caught a cold, but now my back hurts."
 You'd better take some medicine and have a good rest . I hope you'll be yourself pretty soon . ,It's recommended that you take some medication and take a break. I hope you are feeling better soon and are well on your way to being yourself.
 Thank you . I suppose I should go to see a doctor . ,Thank you. I think I should visit a doctor.
"I feel like going for a drink , it's been a long day . ","After a prolonged day, I desire to have booze."
" Great idea ! Peter , I could use the drink . ","The suggestion to have a drink made perfect sounds great! Especially appealing is Peter, I think I could drink it."
 How about the new bar across road ? ,What is the fate of the new bar located on the opposite side of The Road?
" Sounds good . The food there is fantastic , too . ",The atmosphere is pleasant. The food served there is excellent.
" I agree , I had lunch there last week . ","It's true, and that was lunchtime there when."
 excellent ! That sounds like a plan . ,Very good!! It appears to be a strategy.
"Could you tell me the right time , please ? ",Can you inform me of the correct time?
 Well . My watch says five past two . But it ’ s no use rely on it because it has been gaining and losing these last a few days . ,"My watch indicates a time frame of five past two, but it has been gaining and losing weight lately."
 You have to go and fix it . ,It is necessary to attend to it and restore it.
 Yes . I will . ,"Yes, I will."
does your family have a record of your ancestors ? ,Are there any records of your family's ancestry that reveal your surviving relatives?
 sure . My mom has been working on our family tree for years . She ’ s always updating it . ,"My mother has spent years updating our family tree over time. I can trust her, and I know that she is a proponent of it."
 do you have a copy of your family tree in your house ? I ’ d love to see it . ,Do you possess a duplicate of your family tree in your residence? I hope you can view it.
" I can show it to you now , if you like . I think it goes back about 8 generations so far . ",Would you like to see it? I believe it has been around for 8 generations.
 that ’ s amazing . Do you have a large extended family ? ,Would you say that you have a large extended family?
 I ’ Ve got 30 cousins on my mom ’ s side and 10 cousins on my dad ’ s side . ,"Within my family, I have 30 cousins from my mother's side and 10 from both sides of my father''."
 are you very close to your first-cousins ? ,Are you in themidst of developing closer to your soulmate?
" the ones that are my age are close relatives . Now that I ’ m older , I don ’ t spend as much time with them as I used to , so I don ’ t know my younger cousins as well as the older ones . ","As I age, my closest relatives are close relatives of mine, but now that I am older, I don’t know as many of them as my younger cousins do."
 I see . who ’ s the head of your household ? ,Who is responsible for managing your household?
" it ’ s definitely my mother . And , her mother is definitely the matriarch of the bigger family . ","It is certain that it is my mother. And fortunately, her mother is the leader of the larger family..."
 that ’ s interesting . What does your grandfather think of your step-mother ? ,What is your grandfather's opinion on your step-mother?
" at first , she was quite critical of her , but now that they ’ Ve been married for a few years , she ’ s starting to accept the fact that my father divorced my mother . ","Initially, she was critical of her, but now that they have been married for a few years, I think she’s accepting that my father divorced my mother."
" that ’ s pretty much how you feel about your step-mother . Like grandmother , like grandson . ","Your step-mother resonates with you, similar to grandmother and granddaughter."
"Hi , Mr . Wang . Do you feel like going boating with me ? ",Would you like to participate in a cruise experience?
" Sounds interesting , I haven't gone boating for some time now , and what time ? ","What is the timing for me to begin boating, if it's not been that way for some time?"
 How about tomorrow afternoon ? ,"Tomorrow afternoon, what will happen?"
 Sure . Where shall I meet you ? ,Could you please inform me of where I can meet you?
 At the gate of the park . ,At the entrance of the park.
 Great . I look forward to meeting you . ,Greetings and I look forward to meeting you.
 See you then . ,"Hopefully, I will see you then."
 See you . ,Greetings.
I hear that you've been to the Saikei Ski Resort for the weekend . Did you enjoy it ? ,Did the experience at the Saikei Ski Resort translate into a positive experience?
" Yes , it's so exciting , though I had the most falls in our skiing team . ","Although I had the highest number of falls in my skiing team, it's still thrilling."
 Isn't there any coach to teach you how to ski ? ,"Are there individuals who teach skiing, but none of them?"
 Of course there is . The top-level coaches there are from the State Sports General Administration . ,Naturally. The State Sports General Administration is the source of the top-notch coaches there.
 Could you move smoothly ? ,Would you like to move quickly?
 Yes.My face even ached in the icy wind . ,"Yes. Despite the cold weather, my face still had a crust on it."
 What happened afterwards ? ,What occurred following?
 I was skiing on and on excitedly until I realized one thing-I could not stop ! You can just imagine how terrified I was . ,"As I enjoyed my skiing, I found that I could not stop. It was so exciting, and I was terrified."
 Poor girl ! ,The suffering of a poor girl is well-known.
You look pale recently . ,"Recently, you appeared pale and looked pale."
 Yeah . I have got much pressure in the company . I have tobe wrapped upon my work . ,Yes. My work is very stressful at the company. I need to be wrapped up.
 Take good care of yourself . ,Maintain self-care.
 Thank you . I will . ,Thank you. I will take all necessary measures.
"Hey , Maggy , Did you hear about David ? ","Maggy, as previously stated, did you know that David was involved with someone else?"
" About David ? No , I didn ’ t hear anything . ","Did David communicate with anyone? No, he didn't."
" You know , about David and his new boss . ",Could you provide any information about David's new manager?
" Sorry , I don ’ t quite follow you . ","Sadly, I am unable to follow you closely."
" Well , I heard David has been fired . ",It appears that David has been dismissed.
