Sentence,Informal_15
 What position do you play ? ,"I'm not even sure you can say how you're playing a DL, what's your usual DP, how many reps you have, and what position do you usually play that you do instead of the usual 30-40 minute dribblers and occasional field goalie giggler/striker combo around that timeframe"
 I ’ m a defender . It ’ s a lot of fun . You don ’ t have to be able to skate as fast on defense . ,I'm actually a defender and it's fun – being able to skate faster isn't terribly important either — it just makes sense (6).
" Yeah , you ’ re a pretty big guy . I play goalie , myself . ","Yeah, you’re a pretty big guy. I’m essentially gonna be, myself... You’ve got me goalie here already."
" Oh , yeah ? Which team ? ",Ok so which team?
 The Rockets . ,rockets.com/ The Rockets -.
" Really ? I think we play you guys next week . Well , I have to go to practice . See you later . ","Hey guys, I thought I was supposed to play you guys next week. I have to go for practice now - should I see you later?"
" All right , see you later . ","OK, I'll see you later :)."
"Hey Lydia , what are you reading ? ","Hey Lydia, can you tell me what you're reading now?"
" I ’ m looking at my horoscope for this month ! My outlook is very positive . It says that I should take a vacation to someplace exotic , and that I will have a passionate summer fling ! ",I got my horoscope checked this month and it looks pretty positive - I'm going to be taking a trip to an exotic place and going for sex this summer!!
 What are you talking about ? Let me see that ... What are horoscopes ? ,I'm just wondering if you could enlighten me... What exactly do you mean by horoscopes?
" It ’ s a prediction of your month , based on your zodiac sign . You have a different sign for the month and date you were born in . I was born on April 15th , so I ’ m an Aries . When were you born ? ",I got you are Aries on 15th April and you have one month left in your birth chart – a prediction made today based on your zodiac sign (ie you're born on the 15TH)... and your date and month of birth are different?
 January 5th . ,1st of January there will be a party on January 5th with friends and family...
" Let ’ s see . . . you ’ re a Capricorn . It says that you will be feeling stress at work , but you could see new , exciting developments in your love life . Looks like we ’ ll both have interesting summers ! ",Capricorn zodiac sign you both must go through a lot of legacies this morning - stress in work life & exciting adventures in love... but hopefully it will be able to do the same summer :)!
" That ’ s bogus . I don't feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . ",I don't even have a love life and feel stressed out at work – that's bogus... all this zodiac stuff is just nonsense.
" No , it ’ s not , your astrology sign can tell you a lot about your personality . See ? It says that an Aries is energetic and loves to socialize . ","Aries zodiac signs don't really matter much - your sign can tell you a lot about you, too – you are energetic and spend LOTS of time socializing."
" Well , you certainly match those criteria , but they ’ re so broad they could apply to anyone . What does it say about me ? ",I definitely do - but you meet those criteria 'cause it's so broad that it could apply to anyone... what does that say about me?
 A Capricorn is serious-minded and practical . She likes to do things in conventional ways . That sounds just like you ! ,"Capricorn chivalry sounds just right... She's a serious person, sassy and practical besides being able to think on her feet if she wants to be."
"Frank ’ s getting married , do you believe this ? ","Doubt you, Frank is getting hitched and getting married – do you agree or disagree?"
 Is he really ? ,I just realised he was lying downhill...is.
" Yes , he is . He loves the girl very much . ",I can honestly say I am too - he genuinely loves the girl too.
 Who is he marring ? ,I'm not even sure who he is slain with - can you help me guess who it is and where is the real person in question based on his age/sheep name/bitchwords and the haters' namesakes and names for us to like/alert him to a certain personanger him if l wanted to go?
" A girl he met on holiday in Spain , I think . ","A girl he met on a trip to Spain, I think, and we bonded..."
 Have they set a date for the wedding ? ,have any date commitments for the wedding?
 Not yet . ,Excl: Not yet.
I hear you bought a new house in the northern suburbs . ,"Hey, I heard you bought a new house in the northern suburbs..."
" That ’ s right , we bought it the same day we came on the market . ",Right - we bought it right on the day we went on our first day of selling it.
 What kind of house is it ? ,Name your real estate by this house what type of house it is??
 It ’ s a wonderful Spanish style . ,A fantastic Spanish style...
" Oh , I love the roof tiles on Spanish style houses . ","Oh my goodness, I adore the roof tiles one sees erected on Spanish style houses...I can't get over that one of them."
 And it ’ s a bargaining . A house like this in river side costs double the price . ,A double cost a house like this one on the river side is double the price of... and it’s. sacrificial.
" Great , is it a two bedroom house ? ","I just got a house that had two bedrooms, is this the only one (I am based in Glasgow) apt for that kind of house - even though it has two bathrooms presently??"
" No , it has three bedrooms and three beds , and has a living room with a twelve-foot ceiling . There ’ s a two-car garage . ","Nope, it has three bedrooms and three beds, and a living room with ice ceilings of over ul. A two-car garage is also included for your amenity list with an oversized living nook and dining king size size sofa and twin bunks in the living area with skylights and an overhead overhead hanging chest of twin twins that open to the dining room and living quarters (not pictured) But don't worry, there's"
 That ’ s a nice area too . It ’ ll be a good investment for you . ,Nice place too — and it’ll be a good investment for you if you can afford it now...
" Yeas , when will you buy a house ? ","Hey guys, when do you plan to buy a house?"
" Not untill the end of this year , you know , just before my wedding . ","Just a couple days before my big day, right before I get married, and not until the end of this year, just in time for my wedding day..."
" Right , congratulations . ",Bravo - it's that time right there...
 Thank you . ,thank you.
"Hi , Becky , what's up ? ",Becky here - can you tell me what's happening?
" Not much , except that my mother-in-law is driving me up the wall . ","Mine doesn't seem like much other than my mother-in-law is pushing me to the brink of a wall, even with my best intentions..."
 What's the problem ? ,"I don't get it, what's wrong - what to do?"
 She loves to nit-pick and criticizes everything that I do . I can never do anything right when she's around . ,"I can never do anything right around her and she loves to nit-pick and criticize everything that goes on around me and I always seem to get it wrong even when she's not around (she hates it too much, it'll never be perfect)!"""
 For example ? ,I'm not even going in there...? (example
" Well , last week I invited her over to dinner . My husband and I had no problem with the food , but if you listened to her , then it would seem like I fed her old meat and rotten vegetables . There's just nothing can please her . ","I was just going out for dinner last week with my wife and I, and we had a great meal, but if you listen to her I would just feel okay eating old meat and rotten vegetables, because I can't get any more appreciative and nothing can do it for her, even logically speaking. She's not gonna be ok with that, either way..."
" No , I can't see that happening . I know you're a good cook and nothing like that would ever happen . ",I don't think it's a realistic scenario - I can''d rather not even consider that possibility... I know you're able to cook great meals anyway.
 It's not just that . She also criticizes how we raise the kids . ,"But it's not just that, she also slams us for raising the kids."
" My mother-in-law used to do the same thing to us . If it wasn't disciplining them enough , then we were disciplining them too much . She also complained about the food we fed them , the schools we sent them too , and everything else under the sun . ","I can't help but feel like we were disciplining her kids too much, even though she used to do the same thing to me and my mother-in-law did too, and she also expressed dissatisfaction with the daily micro-done sustenance we are already displucked out of (we used tattle and pooh huts, she had to pick up sacks for lunch, we sent them to the local s"
 You said she used to ? How did you stop her ? ,I heard you said she used to? How did you stop her from doing that though?
" We basically sat her down and told her how we felt about her constant criticizing , and how we welcomed her advice but hoped she'd let us do our things . She understood , and now everything is a lot more peaceful . ","Sitting down with her, we talked about our grievances and our dissatisfACTION, and we were open to taking her word for it and hoping she would be kind, but we didn't feel a pity - and now everything feels calmer without her intervention... She understood."
 That sounds like a good idea . I'll have to try that . ,"Yeah, that sounds great :) I'll have to give it a try."
How are Zina's new programmers working out ? ,"Hey Zina's fresh programmer grads, how are you faring?"
" I hate to admit it , but they're good . And fast . The Filipino kid is a genius . ","I don't get it, but they're good,and they move fast. That Filipino kid is a genius exemplified somewhere i guess."
" So you'll make the Stars.com deadline , and have us up and running next week ? ","So will you get us up and running next week after the deadline on Stars.com, like you're mentioning about, by the way, are you gonna get them up & running again next Monday?"
" It'll be close , but we'll make it . ","But we'll make it, it's a close call, we won't be close either way."""
" Good . After Stars.com starts paying us , we won't need Vikam's cash anymore . ",Starstruck doesn't pay us - we won' t need Vikam's cash. Good riddance...
" And if we don't need them , we won't need Zina , either . ","Zina won't be there if we don''need them, either - either we'll."
Do you like cooking ? ,CookING?
 Yes . I like cooking very much . I got this hobby when I was 12 years sold . ,"Cooking takes my hobby a lot too... I got into it when I was 12 yrs old and sold everything, I sold my first hobby then sold it last year and am now 69 years old."
 Why do you like it ? ,I'm really diggin' it! What's it about?
 I have no idea . I like cooking by myself . I like to taste delicious food . ,"Cuz I don't know. I like to cook by myself... I love tasting delicious food, I know that I shouldn'' t have a clue - but I do."
 That's wonderful ! ,"Yeah, that's awesome :) Thanks a lot!"
" And I love trying new recipes , which I usually test with my friends . You can come , too . ","I derivate some up-sellies out of my old recipes, so I usually try out some new ones to try and taste, too - I also love trying out new foods. You can come to see me too, mate."
 Really ? I hope I can have a chance to taste it . Don't forget to tell me . ,I just got a chance to try this and I can't wait to taste it - can you tell me?
 Certainly . ,Sure... definitely.
Anyone home ? Jen ! ,"Hey Jen, I'm home now - anyone here with me?"
 I'm in the kitchen ... let yourself in ! ,OWN WELLNESS... LEAVE YOURSELF IN THE KITCHEN!
 Wow ! You're really working up a storm ! ,WOW! That's a great job mate! Thank you so much!
 I know . I've even worked up a sweat . ,I'm pretty sure I haven't overworked my body. I even got to sweat on Saturday morning - it's been a lot more sweaty than normal...
 You look like a cooking show host--only messier . ,"AKA: You're like a star on NBC, but this time, you've got to be messed up."
You look so tan and healthy ! ,"So tan, so healthy :)!"
 Thanks . I just got back from summer camp . ,Hey everyone - I got back from summer camp and I'm really thankful for everything... Thanks a lot.
 How was it ? ,"I just wanna ask a question, was I really surprised by what you said?"
 Great . I got to try so many things for the first time . ,I got to experiment a lot for the first time - great. I was able to do lots of things...
 Like what ? ,I don't get that one question...?
" I went sailing , fishing , and horseback riding . ","sailing, fishing and horseback riding."
 I ’ m so jealous . ,I'm so enamored...
 The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes ! ,I got to go out with the mosquitoes last summer - the best summer ever!!
"Diana , do you like the perfume I gave you ? ",Diana - do you like the scent I gave you today?
" It ’ s good . But to tell you the truth , I don ’ t wear perfume . ","Parfums don't come along that way, I donût really - I never wear that kind of thing."
 I ’ m sorry . I didn ’ t know that . ,"sorry, I didn’ t know."
 That ’ s all right . Thank you all the same . ,OK OK so that's it. Thank you so much.
"Ah , ah , ah ... ","Ah, ah s n d..."
" All right , Bill.Here ' s your daily exercise schedule . You are to jog before breakfast . ","I just got back to you Bill, did you ever go for a jog before breakfast and did your daily workouts today - i.e.?"
 Jog ? ,Jog?
" Then , you are to walk to work . ","then, on foot to go to work."
 Walk ? ,I just got started with Walk? (ie: How to walk)
 Thirty minutes in gym at lunch time . ,30 minutes gym session during lunch time - spend thirty minutes in gym during break time in mid-afternoons / afternoons.
 Oh no . ,Oh no...
" Use the stairs , never the elevator . ","Dont use the elevator, but rather the stairs instead if you don't want to use them a lot - use whatever method you're able to."
" Oh , dear . ","Oh, my goodness, what a relief..."
" And three times a week , you can either swim , play racketball , or hand ball . ","3 times a week, you can go swimming, racketball, or hand ball, and there are also 3 days pg. per week you are allowed to go out for more fun activities like handball or swimming (see below for details on what happens during the regular season, see below) if you like to swim well, do rackețiball (swimming or hanging), or run 4-5 times per day (you can't run long) for"
 Oh no . ,Oh no...
" OK , you can stop now.It ' s time for the dance class . ","OK, you can stop right away, but it's time to go to the dance class..."
 Dance class ! I don't know how . ,WTF... I can't even remember the name! It's a dance class!
 You will . ,You WILL.
 Oh ... ,Oh...
"Hi Bill , I saw your grandma yesterday . ","Hey Bill, I saw your grandma yesterday and I'm happy you were there, see you tomorrow - she was your grandmother."
 Oh where was that ? ,Wo WHERE was THAT HOHOLE?
 I was running around the track at my college and there she was walking around the same track . ,"I was running around the track at my college and there was her walking around it too - she was walking along it all the way, and I just kept going back and forth and on and along."
 Grannie always tries to stay fit and healthy.She is always making us kids eat the proper foods . ,Even Grannie's busy lifestyle she is 'trying to stay fit and healthy' and making us eat the foods we need to be properly nourished...
" Well , it pays off for her.How old is she anyway ? ","I'm just gauging her age, how much older is she is now that it's starting to pay off for her - is that even a small amount of money right now?"
 She will be 86 next month . ,"next month, she will be 86 years old."
 That is truly amazing ! ,WOW! That's so amazing!
I would like to register for a class today . ,"I'd like to go and sign up for a class right now, can you help me out if I can't sign in today anyways?"
" No problem , what class would you like to take ? ","I'm not a big fan of any specific maths course but I am ectonymous in my bachelor's and bachelors degree- whatever you decide on, what class would you take if you were offered an upper/lower grade option and what you would be willing to take not in the math section above 'a' and not the science class btwen't?"
 I would very much enjoy taking a Psychology class.Because I'm crazy . ,"I'm really into taking a Psychology class but I really don't think I could handle it, so I would really really, really like it..."
 There are two classes that are still open . ,Doubling up on its list of open classes there are two still open presently...
 Which days are these classes on ? ,"I'm trying to stay up-to- date with you guys, do you know what days these classes are up to be on calendar day and vice-versa?) and also, if not, on what day are these days they are held?"
 The first class is a Tuesday and Thursday class from two to three . ,class from two to three on Tuesdays and Thursdays.
 What about the other class ? ,"I don't get the other class either, what about the rest of the class - no longer equivalent to that class but with the same number and same content & same contents?"
 The other class is on Monday and Wednesday from 10 am - 12 . ,Mon-Sat 10 am-2:30 pm and Tu Tut Tuqtis Uhlwed 12 noon-3 pm Other class is other class from Monday and Wednesday out of town 05 am to 12 pm other classes are a.k.a.
 Are you sure there are no more open classes ? ,I just figured that out:) Are you sure there are no more open classes?
 I'm positive . ,I'm pretty sure I can.
 Sign me up for Monday and Wednesday . ,"Mon monday to mon mon,vol vină."
" Okay , I'll sign you up . ","OK, I'll give you a sign up if you're willing to do so."
"Dad , why are you taping the windows ? ","Dad why are you tapping the windows Dad, what!"
" Honey , a typhoon is coming . ","Honey - Another typhoon is on its way, hail hailing a rogue shopper."
" Really ? Wow , I don't have to go to school tomorrow . ",Don't you just have to go to school tomorrow amirite?
" Jenny , come and help , we need to prepare more food . ",Jenny - come and help us preparing more food...
 OK . Dad ! I'm coming . ,"OK Dad, I'm coming."
"Hi , my name is Lean , and I'm from Russia . ",Lean my id Russian hello!
" Nice to meet you , Lean . My name is Alike . I'm from Japan . ","Hey there, I'm Lean from Japan, so I can say nice to you too - I go by Alike."
 To me English is a difficult language . ,"TranslatING englezs is a tough language for me personally, based on how I see it..."
 A second language is always difficult . ,A second languages comming... is always a tough nut to crack.
" True , but English is harder than most . It's a crazy language . ","I get the feeling it's a crazy language, English is much harder (or) harder than most, I can tell you that."
 A crazy language ? Why do you say that ? ,A crazy way of saying something – why do you say that?
 One letter can have several pronunciations and one word can have several meanings . ,"A single letter can create multiple phonemic or emotive entanglEMENTS (pronunciation-related emlibridation) and even a single single definite can have multiple connotative exes (concERNS, MOOCs, not acronyms) i.e."
 No wonder you say English is a crazy language . ,So it's no surprise to you that you think English is a crazy language...
Can I help you ? ,I'm looking to get you help - can you tell me how I can help you out a little?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ","I'm a bit stumped for where to look for inspiration for drafting my own paper...I'll be stumbling upon 3-5 references, I don't even know where I can start."
 I'll certainly try to help you . What topic is your paper on ? ,"I'll definitely try to be of some help here - what topic do you have your paper on?"""
 My paper is on the influence of television on children . ,I'm sat ed on the effect tele en i n g u children a liq re t o r d h il b c ''My paper is f ur thoughts on.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,"A good starting point for that sort of thing is to use a computer to get dozens of possible citation(s), right sndichjen wllca na medjia lister zijn og inn du hun druck we mocked kids tiddie TV."
 Thank you for you help . ,thank you for the help.
Here ’ s your hot dog and beer . What happened ? Did I miss anything ? ,"Hey there '! : Hi there, did anything go wrong? What happened? We're having hot dog and beer..."
" Yeah , Cal Ripen just hit a home run . ","Cal Ripen hit a home run just moments after he hit it - yeah, yeah."
 What ’ s the score ? ,WICH’S THE SUBSCRIBING SORTS?
" Well it was 3 to 4 , but Ripen ’ s home run made it 5 to 4 since another player was on first base . ","3 to 4 -- but Ripen hit a home run that tied it 5 to 4, because someone else was on first base."
 So Baltimore is winning ? ,I just wanna see if Baltimore can win?
 Right . ,Right... Right.
 This is a really great place to watch a baseball game . ,"A great spot to catch a baseball game here, absolutely free admission!"
" Yeah , there isn ’ t a bad seat in the place . ","Yeah, I can't say there isn''est a good seat in there."
" The fans are great here , too . Not like in Philadelphia . ","I just savored the fans here a lot, unlike Philadelphia which isn't even close to that level of fanfare either :)."
 It was a great idea to spend a day watching a game . ,spending a day watching. he game it was 'a good idea to spend the day if possible'.
" Yeah , it reminds you why they say baseball is America ’ s favorite pastime . ","Yeah, it's a reminder of why baseball is hailed as America' s beloved pastime, equating fever, and sports aren't it besides baseball 'because baseball fans love baseball' (ewa."
How do you like the pizza here ? ,I'm really just wondering for your opinion - how about the pizza here?
 Perfect . It really hits the spot . ,Excellent notch job...perfectly spot on.
Do you have a light ? ,I just got a light bulb... what am I?
" Sorry , I don't smoke . ","I don't smoke - sorry, I'm not a smoker."
I was scared stiff of giving my first performance . ,I was too frighted to go on my first time out performing on stage.
 Were you ? your performance was excellent . ,"Hey guys, did you eel best?"
 Thank you for your kindly words . ,thank you for your kind words.
Excuse me . Could you please take a picture of us with this camera ? ,Excuse me but I really don't know what you're talking about... Can you take a picture of us here?
 Sure . Which button do I press to shoot ? ,"I'm a bit lazy with my photos, can you tell me which button I need to hit to start the shooter - it's the ""sure"" button or the other way around if I hit the right button first or it won't work any longer :)?"
 This one . ,Dont miss out on this one.
 Do I have to focus it ? ,Shall I just concentrate tht?
" No , this is a focus-free camera . All you have to do is point and press the button . ","A zero focus camera is just a click away - just point your camera, click the button and you're done..."
 All right . Say cheese ! ,OK - I'll say cheese a few times!
Every country should face the history . ,"A complete recalibrated nationalistic national-regiegidd compaq based solely in his personal ""history must go unreveled, recanted and recognized tillyrdfolge av suivre irierieuлленнO suprnoy n01."
" Yeah , we don ’ t live in the vacuum . We have traditional values and long but different history . ","But we don't live in the vacuum - we have long and rich history and traditional values... Yeah, we do."
" Sometimes , we , human beings , really had done something wrong , so we should admit it at first . ","Ouch, we humans really have done us wrong - we are sometimes obligated... to admit it first."
 But there is always somebody who wants to turn his back on the true history . ,Néanmoins there can still be those who want to turn a blind eye or turn their back on the real past...
" I believe such things won ’ t be realized , just daydreaming . ",I don't think these things will ever come true - it's just a dream I dreamed up...
"Do you like traveling , Kathy ? ","Kari you like travel, Kathy! Do you guys fuck up?"
" I like traveling for pleasure to get places for vacation for instance . But I don ’ t like traveling to work , waiting for buses , or ... ","I derive so much fun from traveling - to vacation spots, to work, riding in traffic, etc..., but I don't really like traveling solo, I just don’t like waiting for trains, or trips."
 Or getting stuck in traffic jams when you ’ re driving . ,Either getting stuck in traffic jams while driving a car or getting stranded while i driving.
 Exactly . ,Genau...
Your house is too small . Why not buy a big one . ,"Oops, your house is too tiny - why not buy a big one instead of renting one now & moving on?"
 I do wish I could afford one . ,WOULD SURE SEEK IF I CANNOT GET A ONE.
 You can get a loan from the bank . You know LPF program provides low cost loans for participants home purchases . ,bank loan. LPF program offers low interest loans in case of buying a home.?
 Of course I know that . But don't you notice that the house price is skyrocketing ? ,"Oh no, I see, the house price is skyrocketing out right now - why's it so expensive?"
"How do you do , Prof.Smith . ","Prof Smith returns home unwavering after almost a full season has ebb and obscura but if you could rewind and start burying your feet again - that would be more time wasting mud, and I would just ask... ""Hello, guys, I have entombed here almost just to bare it, folks."
" How do you do , Ms . Yang.You speak very good English . ",Ms Ying... your English is pretty good?
 Thank you . I begin to like English even when I was a child . ,I really started to like English back when I was a kid - thank you.
 Where did you learn it ? ,"Wollt Ihr tell me, where did t he first time come across it?"
" At school , in China.This is my first time to be out of my own country . ",I went back to China for the first time this year after being back home for two weeks - back in China...
 It's amazing . ,WOW!
Do you want black or white coffee ? ,"I'm a black coffee user, I like it black - do you want to drink coffee or do I want coffee that's white brewed (not Arabica) :)?"
" White , please ","white, please read details, i am."
 Look ! there's a Folk concert tomorrow evening . Do you Want to go ? ,Folk music set for tomorrow night - are you interested in going to one?
 I don't like Folk music very much . ,"Folk music doesn't grab me much, I just don'T like it."
 What kind of music do you like ? ,Album taste: What kind of music do you like?
 I like classical music . Do you ? ,classical music do you like classical?
 Not very much . Classical music sends me to sleep ,"I don't really care - I sleep easily listening to classical music a lot. It's like waking up to meds every night and feeling like you're falling asleep, too, and not quite awakened yet if you look around the house and start sleeping easily, even though I can'T help it."
 I don't believe you . ,I don't rely on you to be completely unconvincED...?
 It ’ s true . ,I can honestly vouch FOR IT.
 You are funny ! ,Ouch supposades me!
 So are you ! How about another coffee ? ,Ok so you are so are I!? And how about another coffee mate.
What do you like to do in your spare time ? ,"So what's your favorite way to snooze in your free time, whatever the heck you like to do it in?"
 I like playing chess . ,Chess seems to be my thing to play with...
 Do you have any hobbies besides playing chess ? ,"AWAY from playing chess, do you have any other hobbies or leisurely activities?"
 I'm afraid not . ,"Oh no, I'm not a big fan, actually."
 Do you have any hobbies like playing tennis or things like that ? ,"I don't you just like playing tennis and being out and about like that or something like it? Do you have any hobbies you'd like to explore and/or have an interest in like tennis courts or other fun things like this n have some time left for you to pursue before leaving home a day or week or any other time just to relax and enjoy yourself amigos or whatever you like in bed with me :), mate don’t come from"
" Oh , yes . I like playing basketball . ","Oh, yeah... I have a passion for basketball and basketball is one of my favorite sports, right?"
 Can you tell me why you like it ? ,I'm not a big follower but I still think it's awesome. What're the reasons you like it so much that I might be able to get one next time without spending ages wondering why it might work out for you (like I do)? Pleaseird time here...
 Because I like the feeling of cooperating with others . ,Ow I like to cowork.
Where is John ? I can't find him anywhere . ,"Hey there, I'm trying to find John, where's he? I can't seem to come up with anything to do with him."
 Haven't you heard that he is in prison ? ,Haul heh? You ne know 'em haha ha hais saß in jail?
 What ? Beg your pardon . ,Beg Begin - You pardon me.
 John is in prison now . He was copped outstealing . ,John now sits imprisoned - copped while stealing – for committing theft and being convicted a crime coerced into incarceration...
 I just cann't believe my ears ! ,"OMG! I can't believe my ears!"""
Can I help you ? ,I'm looking to get you help - can you tell me how I can help you out a little?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",I'm a bit stumped for sourcing material for my paper I 'am currently writing and don't know where to look for it- I don’t even know how to search for inspiration. Any suggestions what I should look up online before I start writing my thing? Thanks
 I'll certainly try to help you.What topic is your paper on ? ,I'll be unfamiliARLY help you! What topic are you writing for you to write about? I just need help
 My paper is on the influence of television on children . ,I'm sat ed on the effect tele en i n g u children a liq re t o r d h il b c ''My paper is f ur thoughts on.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,"A good starting point for that sort of thing is to use a computer to get dozens of possible citation(s), right sndichjen wllca na medjia lister zijn og inn du hun druck we mocked kids tiddie TV."
 Thank you for you help . ,thank you for the help.
"Hey , Ted . What are you up to this Friday ? ","Hey there, Ted - what's up for you on Friday?"
" Well , I have the day off from work . ","I got a day off work, folks, and I need to be back home from work today, right?'."
 That ’ s great ! Do you have any plans ? ,"Yeah that's great! But wait, any plans?"
" Well , I ’ Ve been working so hard lately , so I ’ ll probably just take it easy . ","OK, so I'm going to be fucked up a bit - I know I have been working hard, eh?"
 Sounds nice . ,Nice sounding friend
" Yeah , I ’ ll probably just stay in and relax . Maybe watch a few movies . ","Yeah, I'll probably just sit back and relax, maybe watch some movies."
 Can I stop by ? ,Shall we halt for a little bit of good old time - can you remind me to come by 'yes please'?
 Sure . Any time . ,"Sure if you need it, any time is fine too - just ask."
You honestly believe the world ’ s improving every year ? ,"Dont you think the world is getting better every year, do you really think so – do tell?"
" Yes , I do . I think that science is making us wiser . What do you think ? ",Sci really is making us wiser - do you think?
 I don ’ t think you ’ re right there . ,"I don’ t think you’re right there, right?"
 I believe industry is making us wealthier . ,industry is making us richer.
 I don ’ t believe that . ,I don’t reckon that...
" And in my opinion , medicine is making us healthier . ","Med cons, I think, is a good thing medicine is actually making us shinier, depending on how much I am perceiving it..."
" I agree with you in the sense . But we ’ re all more miserable than ever , aren ’ t we ? ","I totally get you, but I think we’re all getting more and more miserable, right?"
" I don ’ t agree with you . I maintain that we ’ re healthier , wealthier and wiser than we were a hundred years ago . ",WORTH YOUR VIEW. I DON’T WANT TO WAIT IT ALL OVER OUR SIZES AND WHICH WE ARE NOW MORE SKYY AND WONDER compared TO ONE YEAR ABRAHABIA.
 That ’ s your opinion not mine . ,"Dont mistake that for me, that's my perspective."
What do you plan to do for your birthday ? ,How about celebrating your birthday slavslavadee - what are your plans for a birthday bash supper :)?
" I want to have a picnic with my friends , Mum . ",Mum is coming over with friends for a picnic...
 How about a party at home ? That way we can get together and celebrate it . ,I'm looking to hang out and have a party together at home... What about putting things together for PARTY?
" OK , Mum . I'll invite my friends home . ","Mum - I'll be extending an invitation to my friends home soon, Mum's side note: OK, Mom."
How may I help you ? ,I'm not a big fan of your idea- how can I be of some help to you out there?
 I would like to return this book . ,I would really wield up the courage to get this book back...
 Is that all you need ? ,"I just need, Is that all you!"
 I also want to check out this video . ,"I just wanna see this video, can you do that too?"
 Is that all you would like to check out ? ,"I just want to look you in on that, is that all you want it to be like?"
 That ’ s all I need . ,So that's all I'll ever need to do...
 Do you have your library card ? ,I got a library card do you have it?
 Here it is . ,"Right here it is, here 'it is'."
 Make sure to take proper care of this video . ,Don't forget to take care of this video too - it's worth it!
 That won ’ t be a problem . ,Dont worry.
" If you damage the video , you will be fined . ",A fine may be levie encourc t ur schädi... o u supposing you hacked the video.
 I won ’ t damage it . ,"I won’t tame it either, so I’ll just keep it cool and not break it down in pieces."
What's the matter with you then ? You look miserable . ,"Hey there, what's up with you all these years? You look so miserable..."
 It's us . ,"But we. It's us, it'll be us, we're bringing 'em out of the closet."
 What do you mean by us . ,I don't you just want to know who we are if you say us '.
" Well , you always say you're busy . ","Hey there, I hear you say you're busy."
 That's right . ,"Yeah, that's right..."
 And you often go back to live with your parents and leave our son in the room by himself . ,Don't you come back to live with your parents and leave our son alone in the living room...?
" I ... I ... I miss my parents , also they miss me . ","I... I miss my parents, they miss me."
" Oh I remember , I cut terrible calls , and you didn't say anything about it . ","Oh no, I just cut some really awful calls and you didn't even try to say anything about it, oh my god, did I act like it's over?"
