Sentence,Formal_15
" It ’ s a prediction of your month , based on your zodiac sign . You have a different sign for the month and date you were born in . I was born on April 15th , so I ’ m an Aries . When were you born ? ","Could you share with me the date of your birth, which is based on your sign and month, and also determine if you have any other sign."
 January 5th . ,January 5th.
" Let ’ s see . . . you ’ re a Capricorn . It says that you will be feeling stress at work , but you could see new , exciting developments in your love life . Looks like we ’ ll both have interesting summers ! ","As a chart, Pius C, you will experience work-related stress, but you could experience exciting new experiences in your love life. Hopefully, we can have some fun together in the summer."
" That ’ s bogus . I don't feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . ","All of the information about the zodiac is nonsense. I have no stress levels at work, and my love life is minimal."
" No , it ’ s not , your astrology sign can tell you a lot about your personality . See ? It says that an Aries is energetic and loves to socialize . ","Although your birth year, particularly your sign, can provide insights into your personality, it may be difficult to determine as an Aries because of the energy of an individual with an INT and a passion for chatting."
" Well , you certainly match those criteria , but they ’ re so broad they could apply to anyone . What does it say about me ? ","Although your criteria are similar to mine, they apply to anyone. What does this reveal about me?"
 A Capricorn is serious-minded and practical . She likes to do things in conventional ways . That sounds just like you ! ,"As a person, if viewed in. Generally speaking, Capricorn is'serious and practical' and she enjoys doing things in more conventional ways. Sounds like you!"
"Frank ’ s getting married , do you believe this ? ",Do believe that Frank is getting married?
 Is he really ? ,Does he exist?
" Yes , he is . He loves the girl very much . ","He is convinced, yes,.He has a strong affection for the girl."
 Who is he marring ? ,Who is the person he has been with?
" A girl he met on holiday in Spain , I think . ","It appears he encountered a girl whereas seated on holiday in Spain, i.e."
 Have they set a date for the wedding ? ,Have arrangements been made for the wedding to occur on a specific date?
 Not yet . ,Could you confirm if it exists?
I hear you bought a new house in the northern suburbs . ,"Recently, you purchased a new property in the suburbs near the northern suburb."
" That ’ s right , we bought it the same day we came on the market . ",We purchased it immediately after it landed on the market.
 What kind of house is it ? ,What is the classification of the house?
 It ’ s a wonderful Spanish style . ,"The Spanish style is a delight to behold, and it's fantastic."
" Oh , I love the roof tiles on Spanish style houses . ",The roof tiles on Spanish-style houses are a favorite of mine.
 And it ’ s a bargaining . A house like this in river side costs double the price . ,The price of acquiring a house on the river side is double that of the house in question.
" Great , is it a two bedroom house ? ",Would a large house consisting of two bedrooms be considered if it has any?
" No , it has three bedrooms and three beds , and has a living room with a twelve-foot ceiling . There ’ s a two-car garage . ","Although, the property has three bedrooms, three beds and, in addition, a living room with.50 feet ceiling in the center, and, with room for two cars and two radiators."
 That ’ s a nice area too . It ’ ll be a good investment for you . ,"Additionally, that's a pleasant location. It'll be advisable to invest in it."
" Yeas , when will you buy a house ? ",Could you inform us about your timeline for purchasing a house?
" Not untill the end of this year , you know , just before my wedding . ","However, it's unlikely that it will happen until the end of this year, specifically before my wedding."
" Right , congratulations . ","Congratulations, and that is exactly what you need."
 Thank you . ,Thank you.
"Hi , Becky , what's up ? ","What are the details of your trip, Becky?"
" Not much , except that my mother-in-law is driving me up the wall . ","Although, unfortunately, I have not been able to do much, except for the fact that my mother-in-law is driving me insane."
 What's the problem ? ,Could you identify the issue?
 She loves to nit-pick and criticizes everything that I do . I can never do anything right when she's around . ,"Whenever I interact with her, she dislikes me and enjoys picking at things and pointing fingers. I can't do anything right when she's around."
 For example ? ,"Could you provide me with an example, such as?"
" Well , last week I invited her over to dinner . My husband and I had no problem with the food , but if you listened to her , then it would seem like I fed her old meat and rotten vegetables . There's just nothing can please her . ","Yesterday, when I invited her to dinner, what happened? Apparently, my husband and I enjoyed the meal, but if you listen carefully, it would appear as though I fed her old meat and spoiled vegetables. There's nothing that matters to me."
" No , I can't see that happening . I know you're a good cook and nothing like that would ever happen . ","Although, unfortunately, I cannot envision that happening. I know that you are a skilled cook, but that's not realistic."
 It's not just that . She also criticizes how we raise the kids . ,"Furthermore, she remarks that raising the children is not the solution."
" My mother-in-law used to do the same thing to us . If it wasn't disciplining them enough , then we were disciplining them too much . She also complained about the food we fed them , the schools we sent them too , and everything else under the sun . ","As a result, my mother-in-law has observed that we were disciplinary too much if we are not disciplining them enough - she also had concerns about the food, the schools, and everything else."
 You said she used to ? How did you stop her ? ,What measures did you take to prevent her from returning to you?
" We basically sat her down and told her how we felt about her constant criticizing , and how we welcomed her advice but hoped she'd let us do our things . She understood , and now everything is a lot more peaceful . ","After discussing our concerns, we offered to listen to her feedback on her habit-line criticism and take her counsel. She affirmed her views, and now everything is more smoothly going."
 That sounds like a good idea . I'll have to try that . ,Would that approach be suitable? Thanks. I'll have to give it ear.
How are Zina's new programmers working out ? ,What is the progress report for the new programmers at Zina?
" I hate to admit it , but they're good . And fast . The Filipino kid is a genius . ","Although I may feel embarrassed, they're good and fast. The Filipino kid is one of the greatest."
" So you'll make the Stars.com deadline , and have us up and running next week ? ",Will you comply with the Stars.com deadline and open the system next week?
" It'll be close , but we'll make it . ","Although the situation may be challenging, we will make it."
" Good . After Stars.com starts paying us , we won't need Vikam's cash anymore . ","As soon as a payment is made by Stars.com, we can use the cash of the former army holder, which is known to be used for paying his brother, Vishnu, since it is not required."
" And if we don't need them , we won't need Zina , either . ","Zina and likewise, if we have any, then we will also have none."
Do you like cooking ? ,Would you describe yourself as a cook?
 Yes . I like cooking very much . I got this hobby when I was 12 years sold . ,"As a result of my passion for cooking, I acquired the hobby when I was sold 12 years ago."
 Why do you like it ? ,What is the reason behind your affection for it?
 I have no idea . I like cooking by myself . I like to taste delicious food . ,"Although I have difficulty discerning, I enjoy cooking on my own and relishing the taste of delicious food."
 That's wonderful ! ,Thank you for your enthusiasm!
" And I love trying new recipes , which I usually test with my friends . You can come , too . ","As a person, I enjoy testing new recipes made with ingredients from my friends. You can come to visit too."
 Really ? I hope I can have a chance to taste it . Don't forget to tell me . ,"Could you believe it? If yes, please let me know and let others know."
 Certainly . ,Certain Certainly.
Anyone home ? Jen ! ,Has the household member Jen been visited at home?
 I'm in the kitchen ... let yourself in ! ,In the kitchen if necessary... enter.
 Wow ! You're really working up a storm ! ,"Very impressive!! This is very impressive, if . Quite a work of art :) - thank you very much?"
 I know . I've even worked up a sweat . ,"Although, I must admit, it has been. I've exhausted myself."
 You look like a cooking show host--only messier . ,"Although you may have appeared on a cooking show, you sound like hehe's quite messy."
You look so tan and healthy ! ,Such beauty and health benefits make you stunning!
 Thanks . I just got back from summer camp . ,Thank you. I returned from summer camp today and am thankful for everything you did.
 How was it ? ,Could you describe your experience?
 Great . I got to try so many things for the first time . ,"For the first time, experimenting with many things."
 Like what ? ,Could you inform me of what?
" I went sailing , fishing , and horseback riding . ","During that time, I participated in sailing, fishing, and horseback riding."
 I ’ m so jealous . ,"It makes sense to share, but unfortunately, I am jealous."
 The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes ! ,"Although the mosquito outbreaks were not causing problems, the summer was amazing. The counselors and the counselor were both helpful and understanding."
"Diana , do you like the perfume I gave you ? ","Diana, can you share if you enjoy the perfume I gifted you?"
" It ’ s good . But to tell you the truth , I don ’ t wear perfume . ","Although it is good, I avoid perfumes as a fashion statement."
 I ’ m sorry . I didn ’ t know that . ,Thank you. I was unaware that I had it.
 That ’ s all right . Thank you all the same . ,"Thank you, that is acceptable. I want to say thank you again."
"Ah , ah , ah ... ",". ”, m ; Dear, Dear Greetings kindly Receive the following responses: “Ah –!” p."
" All right , Bill.Here ' s your daily exercise schedule . You are to jog before breakfast . ","All-natural exercise: Today, as usual, you will run for 30 minutes, but as breakfast you have a runner, so that you can finish it up."
 Jog ? ,"What is the meaning of ""You are currently reading: Jog""?"
" Then , you are to walk to work . ","Following that, you will have the option to walk to work."
 Walk ? ,What is the location of the walk?
 Thirty minutes in gym at lunch time . ,Thirty minutes occupied in the gym during lunch time.
 Oh no . ,"It is, however, 'Oh,' no."
" Use the stairs , never the elevator . ",Avoid elevators and specializing in the stairs.
" Oh , dear . ","Thank you, kindly."
" And three times a week , you can either swim , play racketball , or hand ball . ","Three days a week, participate in swimming, racketball, or handball - all of which are enjoyable."
 Oh no . ,"It is, however, 'Oh,' no."
" OK , you can stop now.It ' s time for the dance class . ","Alternatively, you may wish to stop here. It's time to start the dance class."
 Dance class ! I don't know how . ,"""While attending a Dance class, I can't recall how to proceed. I have no idea how it will happen."
 You will . ,Will.
 Oh ... ,"Thank you, if '."
"Hi Bill , I saw your grandma yesterday . ","Bill, where did you meet your grandmother?"
 Oh where was that ? ,Where did? .
 I was running around the track at my college and there she was walking around the same track . ,"During the track at my college, I was running around while she observed me walking around the same track."
 Grannie always tries to stay fit and healthy.She is always making us kids eat the proper foods . ,Grannie ensures that children consume foods that are appropriate for their age and is committed to maintaining their physical fitness and health.
" Well , it pays off for her.How old is she anyway ? ","Regardless of the outcome, how old is she?"
 She will be 86 next month . ,"Sadly, it is unknown how long she will live, but she is already approaching 86 years old in the next month."
 That is truly amazing ! ,"Very, very impressive indeed!"
I would like to register for a class today . ,Would you advise me to register for a class today?
" No problem , what class would you like to take ? ","Could you suggest a class that you would like to take, no matter what?"
 I would very much enjoy taking a Psychology class.Because I'm crazy . ,"Psychology classes would be a welcome change from my current state. However, I'm not sure if I could take them because of my lack of intelligence."
 There are two classes that are still open . ,"Two classes are currently unavailable, but they are still accessible."
 Which days are these classes on ? ,What are the days on which these classes are held?
 The first class is a Tuesday and Thursday class from two to three . ,"Classes are held on Tuesdays and Thursdays from two to three, and the first class is available on Wednesdays."
 What about the other class ? ,Could you explain what the other class is?
 The other class is on Monday and Wednesday from 10 am - 12 . ,"The remaining class is available from 10 am to 12, Monday and Wednesday."
 Are you sure there are no more open classes ? ,Are you certain that open classes are not available anymore?
 I'm positive . ,It appears to be.
 Sign me up for Monday and Wednesday . ,"For Monday and Wednesday, indicate that I will be attending."
" Okay , I'll sign you up . ",Would you like to add me to your list?
"Dad , why are you taping the windows ? ","What is the reason for you tapping the windows, Dad?"
" Honey , a typhoon is coming . ","The arrival of a new tiger is imminent, as reported by Honey."
" Really ? Wow , I don't have to go to school tomorrow . ",Can you believe that I haven't had the opportunity to attend school until tomorrow?
" Jenny , come and help , we need to prepare more food . ","As preparations begin to make food, we are asking for help from Jenny - can you join us?"
 OK . Dad ! I'm coming . ,"Thank you, father, for coming."
"Hi , my name is Lean , and I'm from Russia . ",Could you introduce me to Russia? My name is Lean.
" Nice to meet you , Lean . My name is Alike . I'm from Japan . ","As a person from Japan, I have the same name as you. Hi there, Lean."
 To me English is a difficult language . ,English is a language that is difficult for me to understand.
 A second language is always difficult . ,Learning a language as supplementary to oneself is always challenging.
" True , but English is harder than most . It's a crazy language . ","English is a language that is extremely difficult, in fact, it's incredibly difficult."
 A crazy language ? Why do you say that ? ,"What is the explanation for calling it ""Anciently a language""? Can you explain why?"
 One letter can have several pronunciations and one word can have several meanings . ,One letter may result in various pronunciations of different letters and one word can result from different meanings.
 No wonder you say English is a crazy language . ,"English is a language that you find strange, so it's likely that English will be viewed as 'a more culturally-awkward' language."
Can I help you ? ,Would such assistance be available?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",Could you suggest some resources or websites to help me find suitable material for my writing assignment?
 I'll certainly try to help you . What topic is your paper on ? ,Could you provide me with some guidance? I need help with my topic. What is it?
 My paper is on the influence of television on children . ,The paper is focused on the impact of television on children.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,"The computer, on the other hand, provides a list of all scientific journals that cover the topic of children and television."
 Thank you for you help . ,Thank you for your help.
Here ’ s your hot dog and beer . What happened ? Did I miss anything ? ,Have I experienced any incidents?
" Yeah , Cal Ripen just hit a home run . ","Recently, Cal Ripen had a home base and recently, he also had one."
 What ’ s the score ? ,What is the score?
" Well it was 3 to 4 , but Ripen ’ s home run made it 5 to 4 since another player was on first base . ","Although the score was 3 to 4, Ripen's home run broke it down to 5 to 4 when a member of the first baseman arrived."
 So Baltimore is winning ? ,Has the fact that Baltimore is currently winning?
 Right . ,Correct.
 This is a really great place to watch a baseball game . ,It appears to be a great place to catch. baseball games.
" Yeah , there isn ’ t a bad seat in the place . ",The seating arrangement is satisfactory.
" The fans are great here , too . Not like in Philadelphia . ","Although Philadelphia may have had problems with fans, the fans in this place are great."
 It was a great idea to spend a day watching a game . ,Would the company provide me with a great opportunity to watch.
" Yeah , it reminds you why they say baseball is America ’ s favorite pastime . ",It speaks volumes about the popularity of baseball in America.
How do you like the pizza here ? ,Could you share your opinion on the pizza here?
 Perfect . It really hits the spot . ,Very accurate. Perfect. It is perfect.
Do you have a light ? ,Are you equipped with a light?
" Sorry , I don't smoke . ","""Please, I am not smoking. I apologize for my actions."""
I was scared stiff of giving my first performance . ,The fear of performing for the first time made giving first impressions difficult.
 Were you ? your performance was excellent . ,Did the individual you answered were exceptional?
 Thank you for your kindly words . ,Thank you for your kind words.
Excuse me . Could you please take a picture of us with this camera ? ,Could you please take a picture of us with this camera?
 Sure . Which button do I press to shoot ? ,What is the button to shoot?
 This one . ,This is a different matter.
 Do I have to focus it ? ,Do I require concentration?
" No , this is a focus-free camera . All you have to do is point and press the button . ","The camera is characterized as a focus-free device. All you need to do is point your camera and press the button, and you can use it."
 All right . Say cheese ! ,All-around. Let the speech begin with the cheese.
Every country should face the history . ,History must be made known to every country.
" Yeah , we don ’ t live in the vacuum . We have traditional values and long but different history . ","Although, we are not living in the vacuum, rather we have a traditional values and've had... dozens of years' of history."
" Sometimes , we , human beings , really had done something wrong , so we should admit it at first . ","As human beings, sometimes, we have made mistakes, and it's important to confess it first."
 But there is always somebody who wants to turn his back on the true history . ,"However, there exists an individual who wishes to turn their backs on the fact that everything happened in the past."
" I believe such things won ’ t be realized , just daydreaming . ","Although, it appears, these things are only dreams, and I believe they will never come true."
"Do you like traveling , Kathy ? ","Are you interested in traveling, Kathy?"
" I like traveling for pleasure to get places for vacation for instance . But I don ’ t like traveling to work , waiting for buses , or ... ","Although traveling is a source of pleasure, I find it difficult to travel to work, to catch buses, or to visit family and friends."
 Or getting stuck in traffic jams when you ’ re driving . ,"Whenever traveling, or trapped in traffic jams."
 Exactly . ,"Correct, absolutely."
Your house is too small . Why not buy a big one . ,Your residence is too small. Why not purchase a large one?
 I do wish I could afford one . ,"Although, I wish I could purchase one."
 You can get a loan from the bank . You know LPF program provides low cost loans for participants home purchases . ,"Although the bank may offer loans, the LPF program provides low interest loans for home purchases."
 Of course I know that . But don't you notice that the house price is skyrocketing ? ,"Although aware, I am aware that the house price is increasing rapidly. However, have you noticed a rise in house prices?"
"How do you do , Prof.Smith . ","Prof.Smith, could you provide some insight on how you perform?"
" How do you do , Ms . Yang.You speak very good English . ","Speaking English, Ms. Yang, how would you describe your English skills?"
 Thank you . I begin to like English even when I was a child . ,English language has been a part of my life since childhood. Many thanks.
 Where did you learn it ? ,Where did learn?
" At school , in China.This is my first time to be out of my own country . ","As a Chinese student, residing in China for the first time, I am experiencing life outside of China."
 It's amazing . ,It appears amazing.
Do you want black or white coffee ? ,Would you prefer black or white coffee?
" White , please ",White. Please read the details below to learn more.
 Look ! there's a Folk concert tomorrow evening . Do you Want to go ? ,Would attending a Folk performance in the afternoon be advisable?
 I don't like Folk music very much . ,"Although, I have a dislike for Folk music."
 What kind of music do you like ? ,What is the genre of music that you prefer?
 I like classical music . Do you ? ,Do you have a preference for classical music?
 Not very much . Classical music sends me to sleep ,"Although, classical music.  3.5 hrs (.). Quite pleasant. It smores me a bit. I have had enough of those."
 I don't believe you . ,It appears that you are not convinced of me.
 It ’ s true . ,It is accurate.
 You are funny ! ,Are you humorous?
 So are you ! How about another coffee ? ,Are you enjoying it? Definitely!
What do you like to do in your spare time ? ,What is the activity that you love to do the most during your leisure hours?
 I like playing chess . ,The activity of playing chess is something I enjoy.
 Do you have any hobbies besides playing chess ? ,Do hobbies that are separate from playing chess?
 I'm afraid not . ,"Unfortunately, I can't confirm if."
 Do you have any hobbies like playing tennis or things like that ? ,Are you interested in engaging in activities like tennis or other hobbies?
" Oh , yes . I like playing basketball . ","Nevertheless, I have a passion for basketball."
 Can you tell me why you like it ? ,Could you explain why you enjoy it?
 Because I like the feeling of cooperating with others . ,"As a person, I enjoy the feeling of aiding others."
Where is John ? I can't find him anywhere . ,Could you please inform me about the whereabouts of John? I have been searching for him but he disappeared.
 Haven't you heard that he is in prison ? ,Are you aware that he is currently incarcerated?
 What ? Beg your pardon . ,Would the forgiveness be granted?
 John is in prison now . He was copped outstealing . ,"John is currently in prison for theft, which was committed after he was arrested by police."
 I just cann't believe my ears ! ,Could you explain why my hearing hurts?
Can I help you ? ,Would such assistance be available?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",Could you suggest some resources or websites to help me find suitable material for my writing assignment?
 I'll certainly try to help you.What topic is your paper on ? ,Could you provide me with some guidance on the topic of your paper?
 My paper is on the influence of television on children . ,The paper is focused on the impact of television on children.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,"The computer, on the other hand, provides a list of all scientific journals that cover the topic of children and television."
 Thank you for you help . ,Thank you for your help.
"Hey , Ted . What are you up to this Friday ? ","What are the activities you have scheduled for Friday, Ted?"
" Well , I have the day off from work . ",It means that today is a day of rest for me.
 That ’ s great ! Do you have any plans ? ,Thank you! Can you share any plans for the future?
" Well , I ’ Ve been working so hard lately , so I ’ ll probably just take it easy . ","Given that I have been working hard lately, I may choose to relax and enjoy myself."
 Sounds nice . ,Pleasant sounds.
" Yeah , I ’ ll probably just stay in and relax . Maybe watch a few movies . ","It appears like I will most likely take a break and enjoy myself, with pauses to watch movies."
 Can I stop by ? ,Would you like to suggest I visit you?
 Sure . Any time . ,Any moment.
You honestly believe the world ’ s improving every year ? ,Do believe that the world is improving every year?
" Yes , I do . I think that science is making us wiser . What do you think ? ","Do believe me? Yes, I believe science is making us wiser."
 I don ’ t think you ’ re right there . ,It appears that you are not right there.
 I believe industry is making us wealthier . ,"Industry is responsible for a rise in our wealth, I believe."
 I don ’ t believe that . ,"Although, I believe it, that is not true."
" And in my opinion , medicine is making us healthier . ","According to my belief, medicine is improving our health."
" I agree with you in the sense . But we ’ re all more miserable than ever , aren ’ t we ? ","Although, as I stated above, I share your sentiment, we're all feeling progressively more miserable."
" I don ’ t agree with you . I maintain that we ’ re healthier , wealthier and wiser than we were a hundred years ago . ","Although you disagree, I believe that we are now healthier, wealthier, and more intelligent than we were 100 years ago."
 That ’ s your opinion not mine . ,"It is not true, and that is your opinion."
What do you plan to do for your birthday ? ,What are your plans for your birthday?
" I want to have a picnic with my friends , Mum . ",It is on the agenda for me to have a picnic with Mum and my friends.
 How about a party at home ? That way we can get together and celebrate it . ,Would attending a home party make sense as it allows us to have sex and celebrate together?
" OK , Mum . I'll invite my friends home . ","Mother, acceptable. I will bring a friend along."
How may I help you ? ,What are the ways in which I can assist you?
 I would like to return this book . ,Would such books as this one be suitable for me to return to?
 Is that all you need ? ,All that is required is for?
 I also want to check out this video . ,Could you share this video with me? It's worth watching.
 Is that all you would like to check out ? ,Would the contents of that statement interest you?
 That ’ s all I need . ,That is the requisite for me.
 Do you have your library card ? ,Have you obtained your library card recently?
 Here it is . ,Here is what.
 Make sure to take proper care of this video . ,Ensure that you maintain the care required for this video.
 That won ’ t be a problem . ,There is no problem with that.
" If you damage the video , you will be fined . ",The risk of damaging the video is minimal if you damage it and pay a fine.
 I won ’ t damage it . ,Willing to harm.
What's the matter with you then ? You look miserable . ,"What is wrong with you, then? You look terrible, what the deal."
 It's us . ,It's within our capabilities.
 What do you mean by us . ,Could you clarify what you mean by us?
" Well , you always say you're busy . ","Despite your efforts, you remain busy."
 That's right . ,That means that.
 And you often go back to live with your parents and leave our son in the room by himself . ,"Frequently, you return to live with your parents and leave our son alone in the room."
" I ... I ... I miss my parents , also they miss me . ","Although, I am also missing both my parents and myself, and I can feel them, too."
" Oh I remember , I cut terrible calls , and you didn't say anything about it . ","Despite the severity of the calls I received, you didn't address it, oh dear, when you said sorry."
 You mean I am groaned a few words ? ,Could you provide me with a few words that would make me cry for you?
 Totally not . Perhaps it's about our marriage . ,"Clearly, not. Perhaps it's about marriage."
"Hi , Mary . You look pale today . What's the matter with you ? ","Mary, can you clarify why you appear pale today? What's the matter?"
 I think I've caught a cold . Now I'm aching all over . ,Could I have contracted a cold? I can feel it all over again.
 You'd better take some medicine and have a good rest . I hope you'll be yourself pretty soon . ,It's recommended that you take some medication and have a rest. I hope you can recover quickly and be yourself soon.
 Thank you . I suppose I should go to see a doctor . ,Thank you. I think I should visit a doctor.
"I feel like going for a drink , it's been a long day . ","After a prolonged day, I desire to have booze."
" Great idea ! Peter , I could use the drink . ","Very innovative. PS: Yes, yes indeed, it is possible to use the drink."
 How about the new bar across road ? ,Could you provide feedback on the new bar located on opposite side of the road?
" Sounds good . The food there is fantastic , too . ",The atmosphere is pleasant. The food served there is excellent.
" I agree , I had lunch there last week . ","Speaking of the place, I had lunch there recently."
 excellent ! That sounds like a plan . ,"Very well, that appears to be a plan."
"Could you tell me the right time , please ? ",Could you inform me of the appropriate time?
 Well . My watch says five past two . But it ’ s no use rely on it because it has been gaining and losing these last a few days . ,"Although the indicator on my watch indicates five past two, it has been gaining and losing weight in the past few days."
 You have to go and fix it . ,It is necessary to fix it.
 Yes . I will . ,"Yes, indeed. I will."
does your family have a record of your ancestors ? ,Are there any records of your family's ancestry that reveal your tracing lineage?
 sure . My mom has been working on our family tree for years . She ’ s always updating it . ,"Without question, my mother has spent years enhancing our family tree."
 do you have a copy of your family tree in your house ? I ’ d love to see it . ,Do you possess a duplicate of your family tree in your residence? I hope you can view it.
" I can show it to you now , if you like . I think it goes back about 8 generations so far . ",Would you like to see it? I believe it has been around for 8 generations.
 that ’ s amazing . Do you have a large extended family ? ,Would your large extended family complement your exceptional gifts?
 I ’ Ve got 30 cousins on my mom ’ s side and 10 cousins on my dad ’ s side . ,"Within my family, I have 30 relatives on my mother’s side and 10 relatives from my father ."
 are you very close to your first-cousins ? ,Are you in themidst of developing closer to your soulmate?
" the ones that are my age are close relatives . Now that I ’ m older , I don ’ t spend as much time with them as I used to , so I don ’ t know my younger cousins as well as the older ones . ","As I age, my closest relatives are close relatives of mine, but as I grow older, I don’t know as much as my younger cousins who have departed."
 I see . who ’ s the head of your household ? ,Could you inform me about the person who manages your household?
" it ’ s definitely my mother . And , her mother is definitely the matriarch of the bigger family . ","It is certain that it is my mother. And fortunately, her mother is the leader of the larger family..."
 that ’ s interesting . What does your grandfather think of your step-mother ? ,Could you share your grandfather's thoughts on your step mother?
" at first , she was quite critical of her , but now that they ’ Ve been married for a few years , she ’ s starting to accept the fact that my father divorced my mother . ","Although at ease with her during her earlier years, she’s beginning to come to terms with the fact that my father divorced my mother, whom she encountered unexpectedly."
" that ’ s pretty much how you feel about your step-mother . Like grandmother , like grandson . ","As a grandmother, if possible, that's similar to how your stepmother feels, and that too."
"Hi , Mr . Wang . Do you feel like going boating with me ? ",Would Mr. Wang join me on the vessel for a voyage?
" Sounds interesting , I haven't gone boating for some time now , and what time ? ","What is the timing for me to begin exploring my boat, given that I haven't done it in the past few years?"
 How about tomorrow afternoon ? ,Tomorrow afternoon?
 Sure . Where shall I meet you ? ,Could you please inform me of where I can meet you?
 At the gate of the park . ,At the entrance of the park.
 Great . I look forward to meeting you . ,"Very recently, I met you. I look forward to meeting you great."
 See you then . ,"Hopefully, I will see you then."
 See you . ,Greetings.
I hear that you've been to the Saikei Ski Resort for the weekend . Did you enjoy it ? ,"Have you visited the Saikei Ski Resort during the weekend? If so, did you find it enjoyable?"
" Yes , it's so exciting , though I had the most falls in our skiing team . ","Although, unfortunately, I have the highest number of falls in the skiing team, it is still very exciting."
 Isn't there any coach to teach you how to ski ? ,"Are there individuals who teach skiing, but none of them?"
 Of course there is . The top-level coaches there are from the State Sports General Administration . ,Naturally. The State Sports General Administration is the source of the top-notch coaches there.
 Could you move smoothly ? ,Would your ability to move quickly improve?
 Yes.My face even ached in the icy wind . ,"Although the temperature was cold outside, I felt something tugging at my face, even though it was still there."
 What happened afterwards ? ,What occurred following?
 I was skiing on and on excitedly until I realized one thing-I could not stop ! You can just imagine how terrified I was . ,"As I enjoyed my skiing, I found that I could not stop. It was so exciting, and I couldn't believe what I had done."
 Poor girl ! ,The suffering of a poor girl?
You look pale recently . ,"Recently, you appeared pale and looked pale."
 Yeah . I have got much pressure in the company . I have tobe wrapped upon my work . ,"The company has put a lot of pressure on me, and now I have work that requires wrapping."
 Take good care of yourself . ,Maintain and care for yourself.
