Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
Her name is Jessica.,Jessica is the name of the girl we're referring to.,Jessica is the person who goes by that name.,Jessica is the person who goes by that name.,Jessica is the person who goes by that name.,Whos the name Jessica?,Whos the name Jessica?,Whos the name Jessica?
www.us.imdb.com is probably one of your best bets.,It's highly likely that www.us.imdb.com will be one of your top choices.,It's highly likely that www.us.imdb.com will be one of your top choices.,It's highly likely that www.us.imdb.com will be one of your top choices.,It's highly likely that www.us.imdb.com will be one of your top choices.,"If you'r looking for a top pick, www.us.immdb.com should be one of the top ones on you.","If you'r looking for a top pick, www.us.immdb.com should be one of them!","If you'r looking for a top pick, www.us.immdb.com should be one of them!"
Titanic is my favorite movie and I cry when I see it.,Titanic is one of my most beloved movies and I can't help but cry when I see it.,I tear up knowing that Titanic is my absolute favorite movie and I can't resist the urge to cry.,I tear up knowing that Titanic is my absolute favorite movie and I can't resist the urge to cry.,"I feel emotional and emotional when I watch Titanic, my favorite movie.",Titanic drew remorsement because I can't stop thinking about it and cry when I watch it.,Titanic drew remorsement because I can't stop thinking about it and cry when I watch it.,Titanic drew remorsement because I can't stop thinking about it and cry when I watch it.
It gives us something to do.,It gives us a certain amount of work to do.,It gives us a certain amount of work to do.,It gives us a certain amount of work to do.,It gives us a certain amount of work to do.,If you add it up and do it later on... It's something to do.,If you add it up and do it later on... It's something to do.,If you add it up and do it later on... It's something to do.
"He is debonair, or perhaps more than that.","He is either degrading, or possibly more than that, in your opinion.","He is either degrading, or possibly more than that, in your opinion.","He is either degrading, or possibly more than that, in your opinion.","He is either degrading, or possibly more than that, in your opinion.","If you'r to me, he's even debonair, or at the least low, because... well, maybe a little more.","If you count him because he really ""is debonair... maybe even more"" then that's all you get.",If you count HE is DEBILITY he IS EVEN MORE.
Many people enjoy the MLB.,The MLB is a favorite among many people.,The MLB is a favorite among many people.,The MLB is a favorite among many people.,The MLB is a favorite among many people.,MLB fanatics go rave.,MLB fanaticatics flock MANY TIMES OVER THE HALL OF THE MLB.,MLB really DOES GO OUT WHICH.
"I do not possess that model, but I am partial to my Creative Zen Micro","I do not have that model, but I have a piece of my Creative Zen Micro. I am partial to it.","I have no desire to own that model, but I do have a piece of my Creative Zen Micro.","I have no desire to own that model, but I do have a piece of my Creative Zen Micro.","I have no desire to own that model, but I do have a piece of my Creative Zen Micro.","Creative Creative Zen Micro zen micro maker p.c. I do NOT have that model, but I have a piece of it (which I love) and am partial owner of.","Creative Creative Zune Micro Zone EZ. I do NOT have that model, but I like it.","Creative Creative Zune Micro Zone EZ. I do NOT have that model, but I like it."
I viewed it and I believe it is a quality program.,I watched it and I think it's a good show.,I watched the show and I have a feeling it is dependable.,I watched the show and I have a feeling it is dependable.,I watched the show and I have a feeling it is dependable.,Just saw it and I think it's a good show.,Just saw it and I think it's a good show.,Just saw it and I think it's a good show.
She is a poor vocalist.,She is a terrible singer.,She is a terrible singer.,She is a terrible singer.,She is a terrible singer.,She is a subpar songworroror.,I can't hear her better and she's a bad singer.,I can't hear her better and she's a bad singer.
He is very attractive.,He is very good-looking.,He is very good-looking.,He is very good-looking.,He is very good-looking.,"Nice guy, huh?","Nice guy, huh?","Nice guy, huh?"
"This is an example of something someone, who is age 20 and married, would do.","An example of something that someone would do is someone who is married and 20 years old, as if they were 20 years old.","An example of something that someone would do is someone who is married and 20 years old, as if they were 20 and still married.","An example of something that someone would do is someone who is married and 20 years old, as if they were 20 and still married.","An example of something that someone would do is someone who is married and ages 20, and I am a 20-year-old.","If you''RE married and at the age 20, what's an 'exaggerator""?","If you''RE married and at the age 20, what's an 'exaggerator""?","If you know whoever you ARE in RIGHT now - you are probably under 20 years old, married and this is an age where you're in this type of situation."
What am I getting paid for doing this?,What is the amount of money I am receiving for doing this?,What is the amount of money I am receiving for doing this?,What is the amount of money I am receiving for doing this?,What is the amount of money I am receiving for doing this?,How I get paid working off of that m doing?,How I get paid working off of that m doing?,How I get paid working off of that m doing?
Listen to what the first person who answered said.,Pay attention to the words of the first respondent who gave a response.,Pay attention to the words of the first respondent who gave a response.,Pay attention to the words of the first respondent who gave a response.,Be attentive to the first responder's words.,Dont the first person to answer hear what they said.,Dont the first person to answer hear what they said.,Dont the first person to answer hear what they said.
"He could fly that plane, and I think that is funny.",I find it funny that he could take that plane.,I find it funny that he could take that plane.,I find it funny that he could take that plane.,I find it funny that he could take that plane.,"Fun... He's able to fly that plane, I know, it'll be funny, he knows.","If you'r funny, he'd fly that plane.","If you'r funny, he'd fly that plane."
"This was an interesting book, story, and movie.","The book, story, and movie were all captivating.","The book, story, and movie were all captivating.","The book, story, and movie were all captivating.","The book, story, and movie were all captivating.","Fun story..., interesting book...interesting movie... this was an interesting story.","Fun story..., interesting book... and interesting movie...","Fun story..., interesting book... and interesting movie..."
"Sir, it is not good for you.","Sir, it is not good for you, it is not good for you.","Sir, it is not good for you, then, nothing is good.","Sir, it is not good for you, then, nothing is good.","Sir, it is not good for you, then, nothing is good.","it bad enough sir, good for you, it.","it bad enough sir, i don't know what to do, it is not good enough.","it bad enough sir, i don't know what to do, it is not good enough."
"it is not open to interpretation, however you can take pleasure in it.","It is not a matter of interpretation, but you can enjoy it.","It is not a matter of interpretation, but you can enjoy it.","It cannot be interpreted, but you can enjoy it.","It cannot be interpreted, but you can enjoy it.",it doesnt mean that it is invulnsible  but you can ejaculate in.,"it doesnt mean that it is invarical, but it.","it doesnt mean that it is invarical and you., but you can still acme if you like it."
"I have not seen the television series, however I have seen the R.O.D","I have not viewed the television series, but I have seen the R.O.D.","I have not viewed the television series, but I did see the R.O.D.","I have not viewed the television series, but I did see the R.O.D.","I have not viewed the television series, but I did see the R.O.D.","I saw the R O.D. last night, but I am. Oh, and I haven't seen the TV show. (I can'T See The R.O.",After binge teletelecopc I haven't seen tv series but I can tell you I did. I viewed one R.O.D.,After binge teletelecopc I haven't seen tv series but I can tell you I did. I viewed one R.O.D.
"When he urinates it is batman, which is funny because he loses weight in water.","When he urinates, it is like playing batman, which is funny because he loses weight in water.","When he pounces, it reminds me of batman, which is comical as a result of his weight loss in water.","When he stains to death, it is like playing batman, which is funny because a person loses weight in water.","When he stains to death, it is like playing batman, which is funny because a person loses weight in water.","If you urinate it's like batman, it is funny because he loses weight in water.","If you urinate it's like batman, it is funny because he loses weight in water.","If you urinate it's like batman, it is funny because he loses weight in water."
I like to spend time by myself.,I enjoy being alone and spending time outside.,I enjoy being alone and spending time outside.,I enjoy being alone and spending time outside.,I enjoy being alone and spending time outside.,"If you'r like, I like to hang out with people.","If you'r like, I like to hang around and be alone.","If you'r like, I like to hang around and be alone."
I guy walks into the bar.,The man walks into the bar.,The man walks into the bar.,The man walks into the bar.,The man walks into the bar.,Guy walks into the bar.,Guy walks into bar.,Guy walks right past the bar and into the room he just happened to pass by...
"Downloading music from other computers is illegal, but you can do what you want.","Music can be downloaded illegally from other computers, but you have the option to listen to your own music.","Music can be downloaded illegally from other computers, but you have the option to listen to your own music.","Music can be downloaded illegally from other computers, but you have the option to listen to your own music.","Music can be downloaded illegally from other computers, but you have the option to listen to your own music.",If you download music illegaly from other computers you do just download it.,If you download music illegaly from other computers you do just download it.,If you download music illegaly from other computers you do just download it.
Go to yahoo.com and click on images and type his name in the search box.,Go to yahoo.com and click on images and enter his name in the search box after clicking on his name.,"To access yahoo.com, click on images and search for his name in the search box.","To access yahoo.com, click on images and search for his name in the search box.","To access yahoo.com, click on images and search for his name in the search box.",Go to yahoo. Com>images and click on it and type in the name of the person requesting the photo and enter his name in a box.,Go to yahoo.org>>images>History@yahoosite.com>Type his name in the search box.,Go to yahoo.org>>images>History@yahoosite.com>Type his name in the search box.
He and the other guys agreed on the final cut.,He and the rest of the group came to a decision on the last cut.,He and the rest of the group came to a decision on the last cut.,He and the other men came to a decision on the final cut.,He and the other men came to a decision on the final cut.,Finally cut man he and the rest was backed in the ring... and they decided on what to do.,Finally cut man he came up with the rest of the men and the others.,Finally cut man he came up with the rest of the men and the others.
We went to the other side.,We proceeded to the other side.,We proceeded to the other side.,We proceeded to the other side.,We proceeded to the other side.,Next time...we went to the other side.,Next time...we went to the other side.,Next time...we went to the other side.
I didn't know HBO existed in the 1980s.,I had no knowledge of HBO in the 1980s.,I had no knowledge of HBO in the 1980s.,I had no knowledge of HBO in the 1980s.,I had no knowledge of HBO in the 1980s.,Back in the 80s I never heard of HBO... until they aired it.,"Back in the 80s I never heard of HBO... but then again, I didn't know about HBO.",Back in 1980 I was oblivion that HBO.
"Yes, but not for episode IV.","Yes, but not for episode IV.","Yes, but not for episode IV.","Yes, but not for episode IV.","Yes, but not for episode IV.",Ok... but it's not for the IV.,Ok... but it's not for the IV.,Ok... but it's not for the IV.
You can look at www.oprah.com.,Visit www.oprah.com to learn more.,Visit www.oprah.com to learn more.,Visit www.oprah.com to learn more.,Visit www.oprah.com to learn more.,Go to - http://biodiv.org /oprah.com.,Go to - http://biodiv.org /oprah.com.,Go to - http://biodiv.org /oprah.com.
"It is impolite to use all capital letters, Dead Fish Ollec the Fish Slayer.",Dead Fish Ollec the Fish Slayer is a case in which all capital letters are deemed inappropriate.,"The use of all capital letters is not acceptable, as demonstrated by Dead Fish Ollec the Fish Slayer, which is a prank.","The use of all capital letters is not acceptable, as demonstrated by Dead Fish Ollec the Fish Slayer, which is a prank.","The use of all capital letters is not acceptable, as demonstrated by Dead Fish Ollec the Fish Slayer, which is a prank.","Dead FISH OLLEC THE Fish Slayer is a vulgar name, spelled all by all capital letters.","Dead FISH OLLEC THE Fish Slayer is a vulgar name, i.e all capital letters, it is bad to use all caps at once, Dead Fish Ollec the Fish slayer?","Dead FISH OLLEC THE Fish Slayer is a vulgar name, i.e all capital letters, it is bad to use all caps at all, is impolite?"
Anyone would cry at these movies.,The movies are so emotional that they could make you cry.,The movies are so emotional that they could make you cry.,The movies are so emotional that they could make you cry.,The movies are so emotional that they could make you cry.,"Who cares, they wouldnt watch these movies.",Who cares - the people watching would cry if they watched these movies...,Who cares - the people watching would cry if you watch these movies.
What I like is that you let yourself go. (Hard!),"I find the feeling of being able to move on without judgment, which is my favorite thing about it.",I find the feeling of being able to let go and move on.,I find the feeling of being able to let go and move on.,I find the feeling of being able to let go and move on.,"What it''s more ""disabled"" I like the idea, I'm more interested just that you let go.",One gratgrats...I prefer that one's boss outshinks you!,One liklikt me is that you release yourself up so much!
"Entertainment, that's what I want for my $8.00.","Entertainment, that's what I'm getting for my $8.00.","Entertainment, that's the amount I'll receive for my $8.00.","Entertainment, that's the amount I'll receive for my $8.00.","Entertainment, that's the amount I'll receive for my $8.00.","If you'r $8.00, I'll get Entertainment.","If you put my $8.00 in the bank, I'll get Entertainment.","If you put my $8.00 in the bank, I'll get Entertainment."
"That dude, skip him, he said he knows the lead singer, hes lying.","I'm not sure what to make of that dude, but I can't remember if he knew the lead singer, and if he's lying, he's not a good match.","I'll take a look at that guy, he mentioned that if l was the lead singer, I know him, but omitted his name.","I'll take a look at that guy, he mentioned that if l was the lead singer, I know him, but omitted his name.","I'll take a look at that guy, he mentioned that if l was the lead singer, I know him, but omitted his name.","If you wanna skip over that dude, he's got the lead singer on board, right? He'd be right there in front, but if you're not the one on the right, you shouldn't be.","If you wanna skip over that dude, he's got the lead singer on board, right? He'd be right there in front, but if you're not the one on the right, you shouldn't care.","If you wanna skip over that dude, he's got the lead singer on board, right? He'd be right there in front, but if you're not the one on the right, you shouldn't care."
I was first out of all of us. Do I get the points?,I was the first one to be ranked first among all of us. Do I qualify for points?,"I was the initial one to arrive out of all of us, so can I claim the points?","I was the initial one to arrive out of all of us, so can I claim the points?","I was the initial one to arrive out of all of us, so can I claim the points?",Out here I came in first place out of all us... I was the first one that got me. Am I eligible now?,Out here first... Was I the first one to get points?,Out here first... Was I the first one to get points?
"Rest assured, though Showtime is talking about starting it, so it will be better.","Rest assured, it will be better, even though Showtime is discussing starting it.","Rest assured, it will be better, even though Showtime is discussing starting it.","Rest assured, it will be better, even though Showtime is discussing starting it.","Rest assured, it will be better, even though Showtime is discussing starting it.",If you'r wondering if it's better to wait until Showtime hasn't already started it already - rest easy...,If you'r wondering if it's better to wait until Showtime hasn't already started it already - rest easy...,"If you wait til you drop, Showtime's gamin review (soon to be ET) will start right away, so it'll be better."
it depends on how much money and drugs you have.,"The amount of money and drugs you have, as well as other factors, determines it.","The amount of money and drugs you have, as well as other factors, determines it.","The amount of money and drugs you have, as well as other factors, determines it.","The amount of money and drugs you have, as well as other factors, determines it.",How it's based all the dependencies evry day depend on your money and drugs.,How it's gonna work based on how much money and how many drugs you have.,How it's drug- and money- related - it depends on how much money you have and how many drugs you take on the drug test.
The Bangles Hazy shade of Winter.,Bangles & The Hazy Colour Collection in The Bangles' Hazy Winter colour.,Bangles & The Hazy Colour Collection in The Banglers' Haze of Winter.,Bangles & The Hazy Colour Collection in The Banglers' Haze of Winter.,"The colourway to Winter, The Bangles Hazy.",Bangler Hazy Pink/ Pink / Blue/Blue... & The Bangles Haze.,Blo the Hazy look aka the Bangles colour theme...,Blo the Hazy look aka the Bangles colour theme duet...
But the longest word in the dictionary is antinonestablishtarianism. I think that is how you spell it.,"I am confused about the spelling of antinonestablishtarianism, which is the longest word in the dictionary.","I've heard you mean, antinonestablishtarianism is the longest word in the dictionary. How do you spell that?","I've heard you mean, antinonestablishtarianism is the longest word in the dictionary. How do you spell that?","I've heard you mean, antinonestablishtarianism is the longest word in the dictionary. How do you spell it?",AntiestERNESTATICATION? I SAID IT WAS THE LENGST WORD IN THE NETWORK. I think it'S your spelling?,"How you spell antinonestablishtarianism - the word ""anti"" coming out of the longest possible word in the dictionary?","How you spell antinonestablishtarianism - the word ""anti"" coming out of the longest possible word in the dictionary?"
Probably at the Ricky Ticky Tavy store.,Probably at the Ricky Ticky Tavy store.,Probably at the Ricky Ticky Ty Tavy store.,Probably at the Ricky Ticky Ty Tavy store.,Probably at the Ricky Ticky Ty Tavy store.,Preccinc under the hood at the Ricky Ticky Ty Tavy store.,Preercially sabotaged @ricky ticky extra Tavy store.,Preercially sabotaged @ricky ticky extra Tavy store.
The gang is all here; goodbye to all the rest!,The gang is all set; the rest is a thing of the past; bid farewell to everyone else!,The assemblage is all set; the rest is departed from the others; hello to the gang!,The assemblage is all set; the rest is departed from the others; hello to the gang!,The assemblage is all set; the rest is departed from the others; hello to the gang!,Everyone on here... goodbye the gang!,Everyone on here... the gang is all over; goodbye to everyone else!,Everyone on here... the gang is all over; goodbye to everyone else!
"The movies are Big, Sleepless In Seattle and I hope the Da Vinci Code.","Big, Sleepless In Seattle and I Hope the Da Vinci Code are the movies that I will be watching.","The movies that are part of the package are Big, Sleepless In Seattle and I hope the Da Vinci Code.","The movies that are part of the package are Big, Sleepless In Seattle and I hope the Da Vinci Code.","The movies that are part of the package are Big, Sleepless In Seattle and I hope the Da Vinci Code.",Big (2001s Big Roughritty/Sleepless In Seattle) I hope all the way from the Da Vinci Code.,Big (2001s Big Rough Ruffitts) Big (2007) Sleepless In Seattle (2009) Bigger (2017) Big Sleepovers (2010 Sleepers) (2005) Yvette Malek (2000) XXL (2011 Sleeping) I hope you read the Da Vinci Code (2002) DaVinci code.,Big (2001s Big Rough Ruffitts) Big (2007) Sleepless In Seattle (2009) Bigger (2017) Big Sleepovers (2010 Sleepers) (2005) Yvette Malek (2000) XXL (2011 Sleeping) I hope you read the Da Vinci Code (2002) DaVinci code.
You do not want to go to hell.,"You cannot go to hell, you cannot allow it.","You cannot go to hell, you cannot allow it.","You cannot go to hell, you cannot allow it.","You cannot go to hell, you cannot allow it.","Hell you go, I don't want.","Hell you go, I don't want.","Hell you go, I don't."
The wild and sexy lady from Brazil is quite a hot woman!,"The Brazilian woman, who is known for her wild and sexy fashion, is quite sexy and quite attractive!","The Brazilian woman, who is known for her wild and sexy fashion, is quite a hot woman!","The Brazilian woman, who is known for her wild and sexy fashion, is quite a hot woman!","The Brazilian woman, who is known for her wild and sexy fashion, is quite a hot woman!",Braz orientali - Hot brazilian woman!,Braz orientali - Hot brazilian woman!,Braz orientali - Hot brazilian woman!
Two are The Word Is Not Enough and Tomorrow Never Dies.,The two are The Word Is Not Enough and Tomorrow Never Dies.,The two are The Word Is Not Enough and Tomorrow Never Dies.,The two are The Word Is Not Enough and Tomorrow Never Dies.,The two are The Word Is Not Enough and Tomorrow Never Dies.,Next up up the series Tomorrow Never End hostale The Word Is Not Notens yup!,Next up up the series Tomorrow Never End hostale The Word Is Not Even Enough & Tomorrow Not Enable ya.,Next up up the series Tomorrow No Die (2007) & The Word Is Not Enough (2009)...
"There were three of them, my daughter, my sister and one of my exes.","My daughter, my sister, and one of my exes were the three of them, which were my daughter, sister, and exes.","My daughter, my sister, and one of my exes were the three of them, which were my daughter and sister.","My daughter, my sister, and one of my exes were the three of them, which were my daughter and sister.","My daughter, my sister, and one of my exes were the three of them, which were my daughter and sister.","3 people, i was daughter, 3 months old, my sister, and one of my exes.","3 people, i was daughter, 3 months old, my sister, and one of my exes.","3 people, i was daughter, 3 months old, my sister, and one of my exes."
"Fort Minor is the name he is currently using, I do not believe he is working on any side projects.","Fort Minor is the name he is currently using, and I do not believe he is involved in any other work.","Fort Minor is the name he is currently using, and I do not believe a side project is involved.","Fort Minor is the name he is currently using, and I do not believe a side project is involved.","Fort Minor is the name he is currently using, and I do not believe a side project is involved.",If you know what Fort Minor he's nicknames it'd probably never happen because I don't think a side project is involving him.,If you know what he means... I don't think.,If you know what he means... I don't think.
"I like a wide array of music, from all different generas.","I am fond of listening to music from all genres, but I am not confined to any particular style.","I have a fondness for countless musical genres, spanning various genre genre.","I have a fondness for countless musical genres, spanning various genre genre.","I have a fondness for countless musical genres, spanning various genre genre.",I love syromone of a great omen from all genitours and all the musical choices you can dream up narrate.,What i like is a plethora music... of all genres...,What i like is a plethora music... of all genres...
That is the reason why I enjoy listening to dance and techno styles of music.,"Dance and techno music is my preferred genre, which is why I enjoy listening to it.","Dance and techno music is my preferred genre, which is why I enjoy listening to it.","Dance and techno music is my preferred genre, which is why I enjoy listening to it.","Dance and techno music is my preferred genre, which is why I enjoy listening to it.",Dat place and techno is the kinda of music I enjoy - I like dance and all the techno.,"Dat place and techno is the kinda of music I enjoy - it's in there, really.",Dat place and techno is the kinda of music I enjoy if I like dance and Techno is what I prefer.
"I think they are okay, unfortunately they will have to buy their own tickets to the HOF like we did.","I think they are doing fine, but unfortunately, they will have to purchase their own tickets as we did for the HOF.","They seem to be doing fine, but unfortunately, they will have to purchase their own tickets to the HOF, which we did.","They seem to be doing fine, but unfortunately, they will have to purchase their own tickets to the HOF, which we did.","They seem to be doing fine, but unfortunately, they will have to purchase their own tickets to the HOF, which we did.","If you'nt think they'd better get on that bandwagon, they probably won't, but they will have to buy their own tickets just like us so they can get to the HOF.","If you'nt think they'd better get on that bandwagon, they probably won't, but they will have to buy their own HOF tickets just like they did when they got to the DR.","If you'nt think they'd better get on that bandwagon, they probably won't, but they will have to buy their own HOF tickets just like they did when they got to the DR."
I have attempted it that way and it does not work.,I have tried doing it in that way and it does not work.,I have tried doing it in that way and it does not work.,I have tried doing it in that way and it does not work.,I have tried doing it in that way and it does not work.,"Last time out it's done, everything else WORKED.",Last time out it's done I tried that again but it doesn't work.,Last time out it's what I did that' and that doesn't work.
"It could be true, but I do not know for certain.","It is conceivable that it is, but I am unsure if it is.","It is possible that it is, but I am uncertain.","It could be accurate, but I am uncertain.","It could be accurate, but I am uncertain.",Maybe?,Maybe?,Maybe?
"I cannot reach my own elbow to lick it, but I can reach my Mother's.","I am unable to lick my own elbow, but I can reach my Mother's.","I am unable to lick my own elbow, but I can reach my Mother's.","I am unable to lick my own elbow, but I can reach my Mother's.","I am unable to lick my own elbow, but I can reach my Mother's.","Lovin my Mothers elbow, i.e., I can't lick my own elbow.","Lovin my Mothers elbow, i.e., I can't lick my own elbow.","Lovin my Mothers elbow, i am spoiled for my own elbow."
I ask such riddles so that I can test other's minds more than my own.,I ask such riddles because I am able to challenge others' thinking and gain an edge over myself.,I ask such riddles because I am able to challenge others' thinking and gain an edge over myself.,I ask such riddles because I am able to challenge others' thinking and gain an edge over myself.,I ask such riddles because I am able to challenge others' thinking and gain an edge over myself.,Because I ask riddles because I am able to challenge someone else based knowledge out of my mind and make them stick in my head.,Because I ask riddles because I am able to challenge someone else based knowledge out of my mind and make them stick in my head.,Because I ask riddles because I am able to challenge someone else based mainly because my mind is tested and my own am better.
"Perhaps you could try rephrasing your question, then re-posting it and you may get a better answer.","If you had the chance to rephrase your question and answer it again, perhaps with a different answer?",I've read that rewording your question and then submitting it again could lead to a better answer.,I've read that rewording your question and then submitting it again could lead to a better answer.,I've read that rewording your question and then submitting it again could lead to a better answer.,If you'r only hoping to get a better answer after if you try deleting your question first and then re-posting it again it could be best of all the times?,If you'r only hoping to get a better answer after if you try deleting your question first and then re-posting it again it could be best of all the times?,"If you'r only hoping to get a better answer after you snipe  gurantan tar tin og och post then re-post öltüü, kulatam olaraksi var yak varförnga?"
Take a pass on playing and instead invest time viewing the New Years Special.,"Instead of just playing, make the most of your viewing time by watching the New Years Special.","Instead of just playing, make the most of your viewing time by watching the New Years Special.","Instead of just playing, make the most of your viewing time by watching the New Years Special.","Instead of just playing, make the most of your viewing time by watching the New Years Special.",Skip gaming rum bust just watch the New Years Special...,Skip gaming rum bust just watch the New Years Special...,Skip gaming rum bust just watch the New Years Special...
"My preference is As the World Turns on Slim Shady LP, but anything he produced after The Eminem Show was lacking in quality.","Slim Shady's As the World Turns album is my top pick, but the ones that followed The Eminem Show were also disappointing.","Slim Shady's As the World Turns album is my preferred choice, but any subsequent work after The Eminem Show was subpar.","Slim Shady's As the World Turns album is my preferred choice, but any subsequent work after The Eminem Show was subpar.","Slim Shady's As the World Turns album is my preferred choice, but any subsequent work after The Eminem Show was subpar.","If you'r a fan of As the World Turns on the Slim Shady LP (it's my go-to album, I'll pick up As The Worldturns) then anything else I heard after The Eminem Show was crap.","If you'r a fan of As the World Turns on the Slim Shady LP (it's my go-to album, I'll pick up As The World) but anything produced after The Eminem Show was crap.","If you'r a fan of As the World Turns on the Slim Shady LP (it's my go-to album, but I'm spoiled for ideas if it'd be slim like As much as I loved As The World on Slim the Shadie & The Machine - the album'' is rated at 10 and it doesn't matter unless he'"
"I am including a list of items you can get free of charge, as well as a list of things I have already obtained for free.","I am including a list of free items you can get, as well as a list of things I have already earned for free.","I am including a list of free items you can get, as well as dozens of things I have already earned for free.","I am including a list of free items you can get, as well as dozens of things I have already earned for free.","I am including a list of free items you can get, as well as dozens of things I have already earned for free.","What it I just added, y'all can get free of charge, I mean free things, and I'll also be mentioning some things I already got for free.",What it''s going to cost you is on this one... Let't you take a break?,What it''s going to cost you is on this one... Let't you take a break?
First Davey Jones and then it would be Ann Murray.,"Ann Murray, First Davey Jones and subsequently First Davey Jones.","Ann Murray, First Davey Jones and subsequently First Ann Dave.","Ann Murray, First Davey Jones and subsequently First Ann Dave.","Ann Murray, First Davey Jones and subsequently First Ann Dave.","Ann Murray rounded it up milion and First Davey Jones and then it would be First Ministers Dave & Jones, Dave and Dave, and Ann Armstrong...",Ann Murray then...I was First Davey Jones and then I was...First Dave & NOW RIGHT DUTY JONES...ANN MARS.,Ann Murray then...I was First Davey Jones and then I was...First Dave & NOW RIGHT DUTY JONES...ANN MARS.
Very correct to say that he is.,It is very accurate to say that he is.,It is very accurate to say that he is.,It's entirely accurate to say that he is.,It's entirely accurate to say that he is.,"Right on cuz he is, that's the correct way to say.","Right on cuz he is, that's the correct way to say.","Right on cuz he is, that's the correct way to say."
