Sentence,Formal_20
A number of situational comedies seem to feature overweight men and attractive young women. One such example is King of Queens.,"Situational comedy movies that showcase overweight men and attractive young women, such as King of Queens, may appear in many productions."
She inferred that she wanted him to get rid of the flags.,She believed she wanted him to remove the flags.
I think they're still a good band.,"Despite everything, I believe they're still a competent band."
How creative do you think they were? It was the 60's.,How imaginative do you think they were in the 60's?
"I always use that app for music, movies and books.","I rely on that app for music, movies and books."
A lot of sitcoms recently with chubby guys and hot girls. Like:King of Queens.,"Recently, there have been many sitcoms featuring overweight males and attractive females, such as:King of Queens."
You should consider that 99 cents per person times the number of people sending money results in a large amound of money.,"Considering that 99 cents per person multiplied by the number of people sending money equates to a massive amount of money, you may be surprised at how much money is generated."
I think that Titanic cost around 300 million dollars.,I estimate the Titanic's cost was worth about 300 million dollars.
"An infant, a child or adult, and an elderly person with a cane","An infant, a child or adult, and an elderly person with cot and cane."
You should simply make people laugh and be yourself.,Simply make people laugh and be authentic.
Falling Up is a bit similar to Linkin Park.,Falling Up is somewhat reminiscent of Linkin Park.
They are coming out with many more games.,They are bringing in many more games.
That was more information than you asked for.,More information than you could ask for.
Who cares about what clothes that seventeen magazine says are trendy.,Seventeen magazine suggests that the clothing choices are subjective and do not reflect current trends.
The man who sings for The Cure.,The singer of The Cure.
"Well, a geek, to me, would have to be someone that I could ask a question.","To be a geek, I mean, someone that I could ask if I wanted to."
His last name is Japanese.,His family name is a Japanese surname.
"It doesn't, but the video was funny.","The video may not have been funny, but it was still funny."
You should use a software called media monkey.,Media monkey is a software that can be used to help you.
They can't be too new after three months.,"After three months, they can't be too fresh."
The one in my living room.,The living room's individual.
"They are the Knights who say ""Knee"". Later in the movie they become the Knights who say ""Ichy ichy potanga"".","The Knights in the movie are the ones who say ""Knee"" and later become the Knight's who says ""Ichy ichy potanga"" in later scenes."
Joey although I do not like his new show. It would be better if he was not the only character.,"Joey's latest show is unpleasant, and I'm not fond of it. It'd be nice if he was not the only character."
You will not need to look up 'revolver' if you are as old as I am.,"If someone is as old as me, you don't have to search for'revolver'."
Ebay is my first suggestion but I also have another.,Ebay is my first choice of shopping but I have another one to suggest.
They won because they cheated.,They were triumphant because of their cheating.
"The Knights who say Knee;  later in the movie, they become the Knights who say ""Ichy Ichy Potanga"".","The Knights who say Knee; later in the movie, they become the Knight's that says ""Ichy Ichy Potanga""."
Joey though I didn't like his new show. I guess it's better if it's not just him.,"Joey's latest show didn't sit well with me, but I'm glad it was. I guess it'll be more of a mixed blessing if it goes beyond just Joe."
"Revolver - If you're old like me, you don't need to look it up.",Revolver - It's not necessary to search for it if you're old like me.
"I have two suggestions, the first is Ebay!","I'll give you my initial two suggestions, the first of which is to use Ebay!"
"They all cheated, and all worn out.","They all hung around, dishonestly, and were exhausted."
"Try everything, and perhaps Cepacol as well.","Give Cepacol a try, and you might as well try anything else."
She mainly played the leg part.,She primarily acted on her legs.
I can almost still hear Moe's voice asking something.,"Moe's voice is almost too clear for me to hear him asking, and I can hear his question almost immediately."
"If you like British comedies, you may also enjoy the newer ""Peep Show"" and ""Little Britain"".","If British comedy enthusiasts enjoy the old-fashioned ""Peep Show"" and ""Little Britain"" shows, they may also enjoy ""Home Alone"" as well as ""The Peap Shop"" or ""Mountain Man""."
"For a general manager, I think they could find someone better.",I believe a general manager could benefit from having fewer resources and more time to invest in someone more capable.
"My mom wants a gay friend in the morning, but I don't know why.",I'm confused as to why my mom wants a gay friend when she wakes up.
It depends on what room you are putting it in.,The room in which you are putting it depends on the space you intend to use.
"I love that station too. Go to exradio.com, then go to what we play and click on that channel.","I love that station as much as I do. Exradio.com, then proceed to what we play and click on that channel."
I just got out of an argument.,I recently resolved the issue after a disagreement.
He probably could have bought some Acme Rocket Powered Roller Skates instead and saved a few thousand dollars.,He could have potentially saved a few thousand dollars by purchasing Acme Rocket Powered Roller Skates instead.
I am a day walker.,Day walking is a part of my exercise routine.
Rap groups do not usually get far.,"Rap groups typically do not reach far, even if they get a lot of rap."
I would advise you to go to  the site that I mentioned.,"I suggest you to go to the site that I mentioned, which is where I would suggest."
One of my favorite songs by one of my favorite bands.,A favorite tune from one of my favorite bands and one or two of all time.
His income is too high in my opinion.,I believe his earnings are too high for his own advantage.
"Yes, I believe this ti be the best answer.",I think this is the most suitable answer.
"Happy Holidays, and consume many cookies.","Wishing you all a delightful holiday season, and making yourself dozens of cookies."
"Go to TV.com. Believe me, this site has information on every show that has ever been created.","TV.com is a great source of information on all the shows that have been produced, and I guarantee it, as this site has all kinds of content."
They are still making profit off of the products that they have not fully released.,"Despite not releasing their products completely, they are still generating profits from them."
"Illegal from Oral Fixation Vol. if you want something on English, or Cd.",Illegal from Oral Fixation Vol.
"I love the movie ""Romeo and Juliet"".","""Romeo and Juliet"" is one of my favorite movies, as I adore it."
Nothing is free so you should put it on your Christmas list.,"Adding ""Nothing is free"" to your Christmas list would be a wise decision."
Remember to sally forth.,Remember not to go all out the way.
Anyone who guessed 36 are correct.,Those who correctly counted 36 are correct.
Mine is no longer in working order but I have plans to replace it.,Mine is not functioning anymore but I have a plan to replace it.
"It is I, and it resembles cheese.","Like a piece of cheese, it's called I."
Which is true for all of Rush.,"All of Rush, that's the case."
"I get pop up block notifications from most websites, yahoo included.","I receive block notifications in the form of pop up blocks on most websites, including Yahoo, despite receiving only pop-up block-notifications from certain sites."
"It is sharing making it legal, if you were to download it from the website that would be breaking the law.","The website is being shared, making it legal, but downloading it from the site would be illegal."
I do not know. I am sorry.,I am unsure. I apologize.
I am quite excited for the new 24.,I am very much looking ahead to the new 24 and I cannot wait any longer.
People have told me many times that I look similar to Ringo Starr.,"I have been told by many people that I resemble Ringo Starr, a character they may have even gone to see."
"Additionally, many phrases have originated there, including ""No soup for you.""","Moreover, there are several idioms that have been created there, such as ""No soup for you."""
She thought that it was pretty good.,She expressed that it was pretty impressive.
"Oh my Miranda, I need a bra. So that Ethan Craft will like me more than that slut Kate.","Miranda, I need a bra. So that Ethan Craft will have fewer qualms about me than Kate."
I don't know. I just heard it somewhere.,I'm not sure. I only found out recently.
"No, it's all in the timing. What the audience is looking for.","The audience's preference is all about timing, not quantity."
Lil' Jon and the Eastside Boys get low.,Lis' Jon and the Eastside Boys go bonkers.
I'm jealous you got to hear from anyone!,I'm a little wishing you had heard from anyone!
I think that if I wear a bra then Ethan Craft will like me more than Kate.,"Wearing a bra may make Ethan Craft have softer feelings towards me than Kate, but I'm not convinced."
"I do not know, I just heard about it somewhere.","I am clueless about it, I only found out through a conversation."
"It is all in the timing, and what the audience is looking for.",The audience's preference is determined by the timing and location.
Lil' Jon and the Eastside Boyz are great.,Li'Jon and the Eastside Boyz are fantastic.
I am jealous that you got to hear them.,I am envious that you were able to hear them.
"For all his intelligence, the professor was unable to make a simple patch for the boat.","Despite his intelligence, the professor was unable to create a basic patch for the boat, despite his efforts."
"If Bruce Wayne was to take steroids, he would own Spiderman.","If Bruce Wayne had the opportunity to use steroids, he would possess Spiderman."
Donnie Darko and American Psycho are two of my favorites.,Donnie Darko and American Psycho are two of my favorite movies to watch.
"The character Roger on ""American Dad"" makes me wonder.","I wonder about the character of Roger in ""American Dad."""
A lot of bad things happened.,Many unfortunate events occurred.
His first single was call me a mack.,"Call me a mash, which was his first single, marked his debut single."
Dimien Rice is about 5'8.,Dimien Rice's height is around 5'8.
Fun with Dick and Jane is a remake.,Dick and Jane's Fun is remade.
I like to eat corn on the cob.,I have a preference for eating corn on the cob.
Go to 106 and park when he is there.,Park at 106 and proceed to a stop at Terminal 107 while he is present.
All I can say is it's better not to talk about 50 Cents and asses.,It's best to avoid discussing 50 Cents and asses.
How about the fact that Lisa has a boyfriend?,"Lisa may have been in a relationship, isn't she?"
"I believe he's Christian, maybe Jewish.","I've heard that he identifies as a Christian, and I suspect if not, presumably ties to the Jewish faith."
"He's correct, it's a fantastic song.","He's right, it'll be a fantastic song."
I'm giving 71 out of 100.,I'm giving a score of 71 out of 100. Please mark me on this score.
How much do you love gas? (give me more gas!),"Gas, how much do you love it? (seriously, please, give me more gas!)"
"For Halloween when I was little, I was him.",I was Halloween when I had to be like him in my childhood.
I prefer all the old films.,I have a preference for all the old movies.
"Seinfield, That 70's Show, and War at Home.","Seinfield, That 70's Show, and War at Home."
That new song is just for the Greatest Hits.,The Greatest Hits have a new song that is exclusively for the song.
Basket: slam dunk for a grand protagonist.,Basket: slam dunk for a grand protagonist.
"I'm not sure, but maybe that may help someone else.","I'm not entirely sure, but maybe that could be helpful to someone else."
No information available yet. Go to pinoisepop.com for previous festival information.,"Until there are more details on the festival, check out pinoisepop.com for previous year's schedule."
The bouncer from the pub next door...,The bouncer from the nearby pub...
Jerry is definitely a male. Because I've seen a cartoon where JERRY falls in love with a female.,Jerry's identity as a man is undeniable. He'll be portrayed as gay after falling in love with Veronica.
"No, not at all. It is not good for your health.","No, not at all. It is not good for your health."
"No matter where you are, when a 90's song comes on, people always respond with the word, ""Oh.""","People are always thinking, ""Oh, no matter where you are,"" when they hear a 90's song coming out, and this response is often attributed to the 90s music industry."
You are telling me that there are people out in the world who do not like them?,Is it true that there are people in this world who don't like you?
"Also, you will get to learn about O.W.L.","Moreover, you will be introduced to O.W.L. in the process."
"Come on, three months and no choice?",Three months and no choice? Is this three months late?
It may begin during the Spring or the Christmas season.,It is possible that it will start in the Spring or Christmas season.
"I enjoy dancing to ""Baby Got Back"" by Sir Mix-A-Lot.","Sir Mix-A-Lot's ""Baby Got Back"" is one of my favorite dances, and I love it."
"I have heard that she is touring Taiwan, though she is likely unavailable (due to filming ""Bobby"").","I have heard that she is touring Taiwan, but it's possible that it wasn't there (since she was filmed for ""Bobby"")."
"He has a lot of power when he possesses his firearms, though without them he is likely weak.","He possesses considerable power when he has his guns, but if unable to obtain them, a person is likely to be weak."
Darth Vader would not have any opportunity.,Darth Vader would not have any chance.
I really enjoy Dragonball Z.,Dragonball Z is one of my absolute favorites.
"Try www.allmusic.com, it's my favorite site.","I've always a fan of www.allmusic.com, so I suggest checking out their site."
"Everyone knows who Tom Petty is, he sings Free Fallin'.","Tom Petty, the man behind the song Free Fallin', is a well-known artist."
Fall out boy isn't my favorite. I'm not sure why everyone enjoys them.,Fall out boy is not my favorite movie because I can't help but feel like I missed out on a boy. I don''no one seems to share my enthusiasm for them.
"Rock Roses is the same as Stone Roses, so I don't think so.","I'm of the opinion that Rock Roses is identical to Stone Rose, so I don't think so."
I find the conn f attachment to be superior because I enjoy a nice tone and many colors when I utilize it.,"The conn fic attachment is my go-to because I enjoy a great color and tone when I use it, which is why I prefer the conng f attachment."
"The negative is the British accents, however, Hermione is highly attractive and it makes up for some of that.","Hermione is a highly attractive person, even though the negative accents are due to British accent."
If it was that successful then it must be worth possessing.,"If it achieved success, then it must be worth possessing."
"There are those that wish to extend the season to an entire year, and that is the reason for the break and vacation time.","Some individuals desire to extend the season by a full year, and that is why the break and vacation time are provided."
I found 24 to be politically conservative in nature.,Politically conservative was the identity of 24.
"I know, but I can not remember.","I know, but I cannot recollect."
This happens only after having seven burritos.,Only after consuming seven burritos will this occur.
Bad women seem good for pornographic movies.,Women who are not good at pornographic movies often appear attractive in those films.
"Yes, look at Anjelina and look at the movie.","Yes, take a look at Anjelina and watch the movie."
I believe that you mean the television series.,I believe your statement is related to the TV show.
I do not think it is important because she is hot.,I believe it is insignificant because of her attractiveness.
"Bart Simpson is excellent, but Bugs Bunny is a classic.","Bart Simpson is superb, but Bugs Bunny is a workhorse."
Can't you hear me knocking.,"I knocked on a door, can I hear you?"
I would rather listen to rock anyway.,"Rock music is my preferred choice, even though I might not like it."
It must not be allowed.,It is not appropriate to permit it.
I cannot think of anything else.,I cannot imagine anything else.
He will be 120 in 2100,"He will be a mere 120 years old in the year 2100, but he will still be 120 by the following year."
"While it is dated, it is always a supreme choice.","Despite its age, it is always a superior choice, even if it's outdated."
"It will always be negative, no matter what it is always wrong.","Negative feedback will always be the result, regardless of what it is."
It looks as though they are going down their own unique path.,They seem to be following their own path.
"Shelly, I must say that it is positively just you!","Shelly, I am of the opinion that it is absolutely correct of you!"
"unless it is a garage band with  no true fame, the answer is no.","Unless it is a garage band with no real fame, the answer is no."
Sorry that I am laughing out loud.,"I am laughing out loud, and I apologize for my late response."
I do not know why people repeat what is not true.,I am unaware of why people keep repeating false information.
"I really like him, Karin and Kazune.","Karin and Kazune, I have a great fondness for him."
"Hello, please stop at the deli.",Stop by the deli for a visit.
Mighty Mouse is Kripto the super dog.,"Mighty Mouse is the pet of Might Prickle, also known as Kripto the super dog."
I love to play my guitar and I do not know why.,I have a strong passion for guitar playing and I am unsure of why I choose to pursue it.
"You aren't too fast catching up to the internet, huh?","You're not catching up with the internet speed, right?"
All I know is that I can download music onto my ipod.,I am only aware of the fact that I can download music onto my iPod.
Throbbing Gristle is the best.,The most excellent Throbbing Gristle.
It is creepy and hard to eat a Whopper after being around King Kong King.,"After being around King Kong King, it is creepy and it's hard to eat a Whopper, which makes it difficult to digest."
Click the URL and watch the clips.,Watch the clips by clicking the URL and accessing the link.
We have to learn people.,We need to develop our interpersonal skills.
We like the law and order credits.,"Law and order credits are a favorite among us, as they allow for them."
I have to say the 80s.,"It's the 1980s, if that'll give me any idea."
Radiolocator.com hooks me up.,Radiolocator.com gives me access to radiolocoator's website.
Just try to catch up with the sound of waves on the beach.,Just try to catch the sound of the beach waves as you walk along.
"I don't know, but I just saw the preview for the season finale. I'm sooooo excited!","I'm a little surprised to see the finale for the season, I can't believe it's already been aired?"
"Why go buy it? When u can get it for free, right?",Why would someone choose to buy something when you can have it for free?
"This is the story of a girl, who cried a river and drowned the whole world.","The story of a girl, who cried engulfed savagely in midst of the world, is the story."
"In comes Joe Nathan, in the 9th...","Joe Nathan, in the 9th position, comes into view..."
I have no idea who Louie Anderson is.,Louie Anderson is a name that I am unfamiliar with.
Happy Birthday to Margo Sylvia.,Margo Sylvia's birthday wishes are being acknowledged with a big shout-out from everyone.
The gang is all here and its time to lay them to rest.,The gang is a complete assembly and its time to put them to rest.
He saw food on the other side.,He perceived food on the other side.
Three is the lucky number.,Three is the number that is considered lucky.
Four women who sympathize with the best of them.,Four women who feel the pain of the best of them.
Summer lost Seth's baby.,Seth's baby was taken away from Summer' in February.
Listening devoutly to Gospel music helps me deal with my emotions.,"To cope with my emotions, I find that listening to Gospel music is a devoutly good way to deal with them."
"Was Alex, but probably change to Kaitlin","Alex was assumed to be Alex, but it's possible that Kaitlin was the one who changed."
His grandmother's slang name is of some nationality.,"His grandmother's slang name, which is derived from his ancestry, is of some nationality."
You can choose to go to the next chapter or select the menu button to return to the main page.,"Alternatively, you can navigate to the next chapter or use the menu button to return to your main page."
This movie has potential to be nominated for an Oscar just like the other movies.,"Similar to the other films, this movie has the potential to be nominated for an Oscar."
"Spelling the word ""rapping"" without the second p changes the entire meaning of the word.","If the letter ""p"" is not included in the second part of the verb, the word ""rapping"" will be skipped if the first part is pronounced."
The story is about a girl.,The plot centers on a young woman.
I believe she starred in the movie Van Helsing.,I have a feeling she played ill in the movie Van Helsing.
I enjoy watching the show and Patrick is my favorite character.,Patrick is my favorite character and I enjoy watching the show immensely.
The band Thousand Foot Krutch perform a song called Rawk Fist that is very good.,Thousand Foot Krutch are responsible for the band's performance of a very good song called Rawk Fist.
He said it was very embarassing.,He expressed that it was extremely humiliating.
You will need to make a playlist with the songs that you want to listen to on it.,Make sure to make a playlist of the songs you want to listen tos make it the playlist for you.
Do something you have never done before.,Do something that is something you have never done before.
"No, but I found it really humorous.",I found myself laughing at the answer as a source of amusement.
They liked Latoya Jackson too..,Latoya Jackson was also a fan of theirs.
I believe her name was Cheryl Pepsi Riley.,"Cheryl Pepsi Riley was the name given to her, as I recall."
You should use a picture of Jay-Z.,"A photo of Jay-Z is acceptable, just don't use it."
Everyone is wrong except for me. All of their songs are the best.,"I'm not one of them. Everyone is wrong, but I think all their songs are the best."
I think both are very talented.,I believe they are both very talented.
"It is like people have inquired, ""Is Rush Limbaugh finished? Because I do not hear about him much lately.""","People have asked, ""Are you talking about Rush Limbaugh now that he's finished?"" as if they were asking the same question because 'I don't hear him much anymore."
I am watching good classic television shows on TV Land.,TV Land is where I can find good classic TV shows to watch.
You can always do secret Santa or a cookie walk or exchange.,"Secret Santa, a cookie walk, or cookie exchange are all options for you to consider."
Try searching on Yahoo! movies.,Give watching movies on Yahoo! a try.
Sound proof everything you do or else it will not sound good.,Make sure to have a soundproofing system for all your actions or they will not sound good.
My husband says that I am like Brooke every day.,My husband says that I am like Brooke every day.
"The Breakfast Club, Now and Then, and Mean Girls.","The Breakfast Club, Now and Then, and Mean Girls."
The doctor on the show called them puppies.,The doctor on the show referred to them as puppies.
She has an album coming out called Candy Coated Sugar Sex.,She is currently working on an album titled Candy Coated Sugar Sex.
"May I remark, let's all become unified?",Is it not possible for us to unite and come together as one?
"Who perchance is feeling frightened because of the large cruel wolf, the large cruel wolf, the large cruel wolf?","Who might be experiencing fear in relation to the large and barbaric wolf, the vast and cruel wolves, and the massive and aggressive lion?"
"The experience was adequate... :-) Here's wishing you, John, a danger-free and enjoyable New Year's.","John, I hope that you had a safe and enjoyable New Year's."
"I'm somewhat unenthusiastic about the Cheetah Girls, however I remain the staunchest proponent of the Ravens that has ever exis","Despite my lack of support for the Cheetah Girls, I am the most enthusiastic advocate of the Ravens that has ever lived."
"However, in the most minor of considerations, you attempted it, correct?","Despite the slightest skepticism, you tried it, correct?"
"Well, first, you have to get lots of hands on experience.","Getting hands-on experience is crucial, and that starts with a solid foundation."
"Tell their ending, block the channels, and give them a interesting alternative.","Ensure their ending, block the channels, and present them with an interesting alternative."
"Oh my goodness! It had to be the old lady with the monkey, and the preacher visiting.","Oh my goodness! It must have been the old lady with the monkey, and the preacher who came."
It is not the greatest song ever.,It is not the greatest song of all time.
"I am very indecisive. Ellen, Rita Rudner, Roseanne... I don't know.","I am very indecisive. Ellen, Rita Rudner, Roseanne... I don't know."
I am only aware of his employment in an office with a less than stellar secretary.,"I have knowledge of his working in an office with a subpar secretary, but I am not aware of anything else."
"Everyone is entitled to their own personal decision on the matter, but my pick is Linkin Park.","Linkin Park is the individual I believe deserves my preference, as everyone has the right to decide."
Anyone who chooses to listen to them instead of Howard is obviously lacking intelligence.,"Howard is clearly not a smart person, so anyone who listens to them instead of Howard seems foolish."
"As far as I am aware, he is being a different person now.","To the best of my knowledge, he is no longer the same person."
I find it very attractive that she is older than my own mother.,Her being older than my own mother is something I find alluring.
"Also invest in lessons, they are very helpful, and good luck.","Moreover, it is worth considering lessons as a valuable resource, and I wish you the best."
You simply go to google.com and enter the information you are searching for.,Access google.com and type in the information you are looking for by going there.
"Negative, but my mother will  make my father turn off what she refers to as his devil music.",My mother will force my father to turn off what she labels as his devil music.
He has a more attractive look.,He has a more appealing appearance.
They are both homosexual in nature so I am unsure.,I am uncertain if they are both gay since I cannot determine their sexual orientation.
It looks like you have a long wait ahead of you.,"Waiting seems long. Wait, wait for you."
MSN usually has what you are looking for.,MSN typically has what you need.
Full House is a Korean movie.,Full House is a Korean film.
"I miss the irreverent, screw-you, type of lyrics.","I miss the lyrics, the way they make you sound like a jerk."
"""J'like dags?"" is an all-time classic.","""J'like as a giggle?"" is renowned worldwide, and the question remains unresolved."
Check their histories to see if they still exist.,Check if their records show any surviving survivors.
I could do this for one more season.,I might have to do this for another season.
"Do not be alarmed, this is not contagious.","This is not a contagious disease, so do not be anxious."
Mr. Goldman saw a flash of light across night sky over the the Rocky Mountains.,Mr. Goldman observed a bright flash of light across the night sky over the Rocky Mountains.
I would like to watch more episodes.,I want to watch more episodes.
"Marvel Girl, Angel, Iceman, Cyclops, Professor X, and Beast.","Marvel Girl, Angel, Iceman, Cyclops, Professor X, and Beast are just a few of the characters featured in the game."
It will take another year I suppose.,"Another year, I suppose, will be necessary."
I drink whisky. You drink wine. Guess what you all it's Gangsta Time!,"Whisky and wine are both part of my diet. You must be in the Gangsta Time zone, right?"
Paris Hilton & Nicole Ritchie because they are both media idiots and they deserve each other.,"Due to their media idiosyncrasies, Paris Hilton and Nicole Ritchie should be rewarded for their mutual efforts to be on the same page."
Darkseid. If he used his brains properly.,Darkseid could use his brains to do the job without any issues.
"If I recall correctly, it is that he will die.","He is likely to die, if I recall correctly, so it is."
"In my opinion, rap is not really music, it is just talking, mostly about drugs.","I believe that rap is not music in the sense that it is talking, mostly about drugs."
That is what I was going to say.,That is what I was intending to communicate.
I think it was the female detective.,I believe it was the female detective.
You have me on that one.,I'm with you on the matter.
"I also really appreciate La Tortura, but then again, I do not know anyone who does not like it.","I have a fondness for La Tortura, but I am not aware of anyone who does not enjoy it."
"I believe you can have mp3s downloadd from peer-to-peer software, just like dc++.","Is it possible to download mp3s from peer-to-peer software, similar to dc++, and have them downloaded?"
