Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
Her name is Jessica.,Jessica is the name of the girl we're referring to.,I'm having a conversation with Jessica and she goes by that name.,I'm having a conversation with Jessica and she goes by that name.,I'm having a conversation with Jessica and she goes by that name.,Jessica is the one pictured here.,Jessica goes above the name she has.,Jessica goes above the name she has been playing.
www.us.imdb.com is probably one of your best bets.,It's highly likely that www.us.imdb.com will be one of your top choices.,It's highly likely that www.us.imdb.com will be one of your top choices.,I guarantee that www.us.imdb.com is among the best options to choose from.,I guarantee that www.us.imdb.com is among the best options to choose from.,One of all the top betting choices you can make on www.us.imdb.com.,One of best picks too? Well you bet! - www.us.imdb.com,One of best picks too? Well you bet! - www.us.imdb.com
Titanic is my favorite movie and I cry when I see it.,Titanic is one of my most beloved movies and I can't help but cry when I see it.,"I can't help but cry when I see the Titanic, which is one of my preferred movies.","I can't help but cry when I see the Titanic, which is one of my preferred movies.","I can't help but feel like Titanic, the film that's particularly touching and the one that makes me cry.","Titanic is my absolute favorite movie and the moment I see it, I can't stop crying.",Titanic is my ultimate favorite movie and the moment I see it makes me cry.,Titanic is my ultimate favorite movie and the moment I see it makes me cry.
It gives us something to do.,It gives us a certain amount of work to do.,It gives us a certain amount of work to do.,And it gives us something to do.,And it gives us something to do.,The answer to everything is yes.,The answer comes straight away - it always does.,The answer comes straight away - you never knew you had the power.
"He is debonair, or perhaps more than that.","He is either degrading, or possibly more than that, in your opinion.","Perhaps he is more devoid of dignity, or more so.","Perhaps he is more devoid of dignity, or more so.","Perhaps he is more devoid of dignity, or more so.","He is just pathetic, if not worse.","He is just dreari, just over.","He is just pretty, ut er, just incredibly debonair."
Many people enjoy the MLB.,The MLB is a favorite among many people.,A significant number of individuals are fond of the MLB.,A significant number of individuals are fond of the MLB.,A significant number of individuals are fond of the MLB.,Numerous people have censoblished the MLB.,Fan gratification exists because baseball is incredibly popular.,Fan gratulations galore! MLB.
"I do not possess that model, but I am partial to my Creative Zen Micro","I do not have that model, but I have a piece of my Creative Zen Micro. I am partial to it.","I do not have that model, but I have a piece of my Creative Zen Micro. I am partial to it.","I do not have that specific model, but I have a piece of my Creative Zen Micro. I am partial to it.","I do not have that specific model, but I have a piece of my Creative Zen Micro. I am partial to it.","Creative' EZ Microphone is on my wish list, even though I do not own that model.","Creative' EZ Microphone is on my wish list, even though I do not own that model.","Creative' EZ Killer is on my wish list, even though I do not own that model."
I viewed it and I believe it is a quality program.,I watched it and I think it's a good show.,I watched it and I think it's a good show.,I watched it and I think it's a good show.,I watched the series and I think it is a good show.,The show caught my eye yesterday and I have confidence in its quality.,The video caught my eye yesterday - it's one heck of a show.,The video caught my ears purely from observing it - it is incredibly good.
She is a poor vocalist.,She is a terrible singer.,"Her voice is not very good, and she is a mediocre performer.",I find her vocal abilities to be unremarkable and disappointing.,I find her vocal abilities to be unremarkable and disappointing.,vocalist she is a substandard singer.,vocalist she is unable to sing well.,"vocalist is not even a good singer,' she says."
He is very attractive.,He is very good-looking.,He looks very charming.,I find him very good-looking and he looks very nice.,I find him to be very good-looking.,All he has is incredibly attractive.,"All haters, he is extremely good-looking.",All his clothes are incredibly pretty.
"This is an example of something someone, who is age 20 and married, would do.","An example of something that someone would do is someone who is married and 20 years old, as if they were 20 years old.","An example of something that someone would do is they are married, aged 20, and this is an example.","An example of something that someone would do is they are married, aged 20, and this is an example.","An example of something that someone would do is they are married, aged 20, and this is an example.","One person would do this if they were a married couple aged 20, as an example.","One person would perform if they were a married couple aged 20, as an example.","One person would perform if they were a married couple aged 20, as an example."
What am I getting paid for doing this?,What is the amount of money I am receiving for doing this?,What is the amount of money I can earn by doing this?,What is the amount of money I'm receiving from doing this?,What is the amount of money I'm receiving from doing this?,Wouldn't posting this video on my phone have made me a richer person?,Wouldn't posting this video on my phone have made me any money if I did not do it before?,Wouldn't posting this video on Facebook without mentioning it already be viewed by millions of people?
Listen to what the first person who answered said.,Pay attention to the words of the first respondent who gave a response.,Be attentive to the first responder's words.,Be attentive to the first responder's words.,Be attentive to the first responder's words.,Pay special rigmt of the first person who answered?,Pay special rigmt on the first person who responded.,Pay u ring me now! This is the first person to answer what they said.
"He could fly that plane, and I think that is funny.",I find it funny that he could take that plane.,I find it funny that he could take that plane.,I find it funny that he could take that plane.,I find it funny that he could take that plane.,Funny card.He could fly that plane.,The only thing funny about it is he could fly that plane.,The only thing funny about it all is he knows how to fly that plane.
"This was an interesting book, story, and movie.","The book, story, and movie were all captivating.","I found this book, story, and movie to be fascinating.","I found this book, story, and movie to be fascinating.","I found this book, story, and movie to be fascinating.","Fantastic book, story, movie...","Fantastic book, story & movie!",Fantastic book w movie n story.
"Sir, it is not good for you.","Sir, it is not good for you, it is not good for you.","Sir, it is not good for you, then, nothing is good.","I am sorry, it is not good for you, Sir.","I am sorry, it is not good for you, Sir.","Sir the President is absolutely wrong, it is not good for you.","The best thing happened right away, Sir, it isn't good enough for you.","The best thing happened right away, Sir. It isn't even good, good news."
"it is not open to interpretation, however you can take pleasure in it.","It is not a matter of interpretation, but you can enjoy it.","Despite being open to interpretation, you can still enjoy it.","Although it is not a blank slate, you can still enjoy it, even if you cannot make it up.","Although it is not a matter of interpretation, you can still enjoy it.","The answer possesses only one truth, yet one cannot deny it.","The answer possesses only one draw - you cannot ponder it, but you can eat it anyway.",The answer possesses only one draw - you cannot take it literally – yet you can eat it all.
"I have not seen the television series, however I have seen the R.O.D","I have not viewed the television series, but I have seen the R.O.D.","I have not viewed the television series, but I did see the R.O.D.","I have not viewed the television series, but I did see the R.O.D.","I have not viewed the entire television series, but I recall seeing the R.O.D.","The televised show is out of my reach, yet I have watched the entire R.O.D. montage.","The first TV series that I haven't watched is the R.O.D., but I did see the one on the left side of the screen.","The first TV show has never been on my mind, but I have seen the R.O.D."
"When he urinates it is batman, which is funny because he loses weight in water.","When he urinates, it is like playing batman, which is funny because he loses weight in water.","When he urinates, it is like a batman for batten to urinate, which is funny because essentially if l want to lose weight, 'it's like water to him'.","When he urinates, it is like a bat on the brink of being resurrected to the batman suit, which is entertaining because essentially, oh so squirmish if l 'weight' is lost in the presence of water.","When he urinates, it is like a bat on the brink of being resurrected to the batman suit, which is entertaining because essentially, oh so squirmish if l 'weight' is lost in the presence of water.","Batman transforms into water-soaked urination, making it humorous that he loses weight in water.","Batman transforms whenever he urinates, making it humorous that if lurching in water, a weight loss occurs.","Batman transforms whenever he urinates, making it humorous that if lurching in water, a weight loss occurs."
I like to spend time by myself.,I enjoy being alone and spending time outside.,I enjoy being alone and spending time with my own companionship.,I find solace in being by myself.,I find solace in being by myself.,The only thing on my list of things to do if I can't stop playing with myself.,The only thing on my list of things to do w/ alone is alone.,The only thing on my list all the time is alone time.
I guy walks into the bar.,The man walks into the bar.,A young man ventures into the bar.,A young man ventures into the stymied establishment.,A young man ventures into the stymied area.,Man walks into bar.,Man walks into bar.,Man walks into bar.
"Downloading music from other computers is illegal, but you can do what you want.","Music can be downloaded illegally from other computers, but you have the option to listen to your own music.","Although it is against the law to download music from other computers, you have the liberty to do so.","Although it is against the law to download any type of digital library of music, you have the liberty to select which computer to listen to.","Although it is against the law to retrieve music from other computers, you can still get your hands on the files.","Music downloads from other computers are not allowed, but downloading music is legal on this computer.","Music downloads from computer systems are illegal, but you can still download music from home.","Music downloads from computer systems are illegal, but you can still download music from home."
Go to yahoo.com and click on images and type his name in the search box.,Go to yahoo.com and click on images and enter his name in the search box after clicking on his name.,"To access yahoo.com, click on images and search for his name in the search box.","To access yahoo.com, click on images and search for his name in the search box.","To access yahoo.com, click on images and search for his name in the search box.",Double click on images above yahoo.com and paste his name in the search box.,Doubleclick on images above the list. Enter yahoo.com username?,Doubleclick on images above yahoo.com phpBB and paste his name in the search box.
He and the other guys agreed on the final cut.,He and the rest of the group came to a decision on the last cut.,"With the rest of the participants, he and the others decided on the last cut.","With the rest of the participants, he and the others decided on the last cut.","With the rest of the participants, he and the others decided on the last cut.",The only thing left in the game was he and the other men reached the final cut.,The only people he and the rest of group agreed on the final cut.,Finally cut he & the rest of us came together entwined before!
We went to the other side.,We proceeded to the other side.,We proceeded to the other side.,We proceeded to the other side.,We proceeded to the other side.,All the way to the far side!,All the way to the far side!,All the way to.
I didn't know HBO existed in the 1980s.,I had no knowledge of HBO in the 1980s.,I had no knowledge of HBO in the 80s.,I had no knowledge of the existence of HBO in the 80s.,I had no knowledge of the existence of HBO in the 80s.,Had never heard of HBO back in 1980?,Had never heard of HBO back in 1980?,Had never heard of HBO back in 1980?
"Yes, but not for episode IV.","Yes, but not for episode IV.","Yes, but not for episode IV.","Yes, but not for episode IV.","Yes, but not for episode IV.","Can the rumor be true, but not for episode IV.",Can the rump never go away - only episode IV.,"Can the gizmodo ban everything? No, not for episode IV."
You can look at www.oprah.com.,Visit www.oprah.com to learn more.,Visit www.oprah.com to learn more.,Visit www.oprah.com to learn more.,Visit www.oprah.com to learn more.,Reach out to www.oprah.com.,Reach 0 www.oprah.com.,Reach 0 www.oprah.com.
"It is impolite to use all capital letters, Dead Fish Ollec the Fish Slayer.",Dead Fish Ollec the Fish Slayer is a case in which all capital letters are deemed inappropriate.,"Ignoring all capital letters is the advisable course of action, Dead Fish Ollec the Fish Slayer.","Ignoring the use of capital letters is the utmost precaution, with the case of Dead Fish Ollec the Fish Slayer being an example.",Ignoring the use of capital letters is the utum of Dead Fish Ollec the Fish Slayer.,"Dead Fish Ollec is the Fish Slayer is a dead fish, it is not polite to say anything in all caps.","Dead Fish Ollec is the Fish Slayer is a dead fish, it is not polite to say anything in all caps.","Dead Fish oléc the Fish Hunter is slapstick, e.g. All capital letters are omitted."
Anyone would cry at these movies.,The movies are so emotional that they could make you cry.,These movies are so heart-wrenching that they could easily be squished.,These movies are likely to cause someone to shed a tear or two over them.,These movies are likely to cause someone to shed a tear or two over them.,Everyone would be crying over these movies.,Everyone would be crying over these movies.,Everyone would be crying over these movies.
What I like is that you let yourself go. (Hard!),"I find the feeling of being able to move on without judgment, which is my favorite thing about it.",I find that I like the idea of letting go of self-imposed limitations.,I find that I like the idea of letting go of self-imposed limitations.,I find that I like the idea of letting go of self-imposed limitations.,One of my top picks in life is someone who allows themselves to move on without judgment.,One of mine actually would be if you were a person.,One of mine actually would'do anything to be able to let go.
"Entertainment, that's what I want for my $8.00.","Entertainment, that's what I'm getting for my $8.00.",I'll spend my $8.00 to get Entertainment.,I'll spend my $8.00 to get Entertainment.,I'll spend my $8.00 to get Entertainment.,Ent entertainment - all for $8.00.,Ent entertainment! All I need to do with my $8.00 spending.,Ent entertainment! All I need to do with my $8.00 spending.
"That dude, skip him, he said he knows the lead singer, hes lying.","I'm not sure what to make of that dude, but I can't remember if he knew the lead singer, and if he's lying, he's not a good match.","I'm not sure what to make of that dude, but I can't remember if he knew the lead singer, and unless I asked him, a dud was lying.","I'm sorry, that dude, skip him, he claimed a lead singer who is not genuinely yours, but if l thought, I don't know the lead vocalist, let me know.","I'm sorry, that dude, skip him, he claimed a lead singer who is not genuinely the same as me, but if l thought, I don't know the identity of the lead vocalist, then s/he's lying.","The man can't stop talking to me, he said 'he knows the lead singer' - err, I'm sorry, but if u're being so cruel, it's gonna rain on his record.","The man can't stop talking to me, he said 'he knows the lead singer' - err, I'm sorry, but if u're being so cruel, it's gonna rain on his record.","The man evaDESCUTED! He said he knows the lead singer, if u'know what a dude that is?"
I was first out of all of us. Do I get the points?,I was the first one to be ranked first among all of us. Do I qualify for points?,I was the initial one to arrive among all of us. Do I qualify for the points?,I was the initial one to arrive among all of us. Do I qualify for the points?,I was the initial one to arrive among all of us. Do I qualify for the points?,Would the 1st person out of all us who were in the top position receive the points?,Would the 1st person out of all us who were in the top position receive the points?,Would the 1st person out of all us who were in the top position get the points?
"Rest assured, though Showtime is talking about starting it, so it will be better.","Rest assured, it will be better, even though Showtime is discussing starting it.","Rest assured, it will be better, even though Showtime is discussing starting it.","Rest assured, it will be better, even though Showtime is discussing starting it.","Rest assured, it will be better, even though Showtime is discussing starting it.","Showtime is already talking about starting it, so no one will be able to deny it.","Showtime already has aired a show about it, starting right away, so it won't be naughty.","Showtime already has aired a show on NBC, so it won't be bad either."
it depends on how much money and drugs you have.,"The amount of money and drugs you have, as well as other factors, determines it.","Depending on your drug and financial resources, it varies depending on the quantity.",Depends on your drug and financial situation.,Depends on your drug and financial situation.,"Money level - the drug you are currently using if you have any, drug-wise or otherwise.",Money level - the drug you are using...,Money level - the drug you are using -> drug- your doctor's office / any other drug based on how much you have.
The Bangles Hazy shade of Winter.,Bangles & The Hazy Colour Collection in The Bangles' Hazy Winter colour.,A variation on the popular Bangles' Hazy Winter theme.,A variation on the popular Bangles' Hazy Winter theme.,A variation on the popular Bangles' Hazy Winter theme.,Bangles song in The Hazy colour of Winter.,Banglers song in The Hazy shade of Winter.,Bangler's song is set in The Hazy shade of Winter by The Bangles.
But the longest word in the dictionary is antinonestablishtarianism. I think that is how you spell it.,"I am confused about the spelling of antinonestablishtarianism, which is the longest word in the dictionary.","I'm wondering if you can tell me how to spell the word ""antinonestablishtarianism"", which is the longest word in the dictionary.","I'm wondering if you can tell me how to spell the word ""antinonestablishtarianism,"" which is the longest word in the dictionary.","I'm wondering if you can tell me how to spell the word ""antinonestablishtarianism,"" which is the longest word in the dictionary.",Antiestablishment? You spell it correctly.,Antiestablishment? You spell it correctly.,Antiestablishment? You spell it correctly.
Probably at the Ricky Ticky Tavy store.,Probably at the Ricky Ticky Tavy store.,Probably at the Ricky Ticky Ty Tavy store.,Probably at the Ricky Ticky Ty Tavy.,I suspect it's at the Ricky Ticky Ty Tavy store.,Wouldn't go anywhere near the Ricky Ticky Ty Tavy store.,Wouldn't shop anywhere but in the Ricky Ticky Ty Tavy store.,Wouldn't shop anywhere but in the Ricky Ticky Ty Tavy store.
The gang is all here; goodbye to all the rest!,The gang is all set; the rest is a thing of the past; bid farewell to everyone else!,The gang is a solitary; farewell from all the departures!,Let's say the gang is all well and close with goodbye to the rest!,I've gotten past the assemblage; let's say goodbye to the rest!,All the gang is here; goodbye to everyone else!,All done; the gang is all out; goodbye to everyone else!,All done; the gang is all out; goodbye to everyone else!
"The movies are Big, Sleepless In Seattle and I hope the Da Vinci Code.","Big, Sleepless In Seattle and I Hope the Da Vinci Code are the movies that I will be watching.","I'll be watching Big, Sleepless In Seattle and I hope the Da Vinci Code.","I'll be watching Big, Sleepless In Seattle and I hope the Da Vinci Code.","I'll be watching the movies: Big, Sleepless In Seattle and I hope the Da Vinci Code.","Big, Sleepless In Seattle and I Hope the Da Vinci Code are the movies to watch.","Big, Sleepless In Seattle and I Hope the Da Vinci Code are the movies to watch.","Big, Sleepless In Seattle and I Hope the Da Vinci Code are the big three movies."
You do not want to go to hell.,"You cannot go to hell, you cannot allow it.",You should avoid the devastation of hell.,You should avoid the devastation of hell.,You should avoid the devastation of hell.,Hell would be unfeasible for you if you were stranded there.,"Hell won't stop you from going to hell, everyone wants to go.",Hell won't stop you from going in.
The wild and sexy lady from Brazil is quite a hot woman!,"The Brazilian woman, who is known for her wild and sexy fashion, is quite sexy and quite attractive!",A sexy and emaciated young woman from Brazil can be quite a hot woman!,A sexy and emaciated Latin Americana is a surprisingly hot and wild woman from Brazil.,A sexy and edgy Latin Americana who is quite a chivalrous and wild woman can be spotted in the tropics of Brazil.,"Hot woman: The Brazilian woman, known for her wild and sexy style, is quite a hot woman!",Hot woman!! The wild and sexy woman from Brazil is quite a hot woman indeed!,Hot woman!! The wild and sexy woman from Brazil is quite a hot woman indeed!
Two are The Word Is Not Enough and Tomorrow Never Dies.,The two are The Word Is Not Enough and Tomorrow Never Dies.,Two more are The Word Is Not Enough and Tomorrow Never Dies.,Two more are The Word Is Not Enough and Tomorrow Never Dies.,Two of the featured pieces are The Word Is Not Enough and Tomorrow Never Dies.,The only two to appear in The Word Is Not Enough and Tomorrow Never Dies are The Voice Of The People and The Office: Paris on Firefly.,"One out there, topped by The Word Is Not Enough and Tomorrow Never Dies, is Tomorrow Not Die.","One out there, topped by The Word X Factor, scores 6,000 and 1,000,000, and Tomorrow Never Dies, numbers 5,000 and 1,961 are the next in line."
"There were three of them, my daughter, my sister and one of my exes.","My daughter, my sister, and one of my exes were the three of them, which were my daughter, sister, and exes.","My daughter, my sister, and one of my exes were the three of them, which were my daughter and sister.","My daughter, my sister, and one of my exes were the three of them, which were my daughter and sister.","My daughter, my sister, and one of my exes were the three of them, which were my daughter and sister.","The girl who lived with me was 5ft 11in, my sister 5cm 11oz, and my exes was 1 fe 11lb.","The girl survived me, my sister and one of my exes was also one.","The girl survived me, brother slept with me and fathered me three times."
"Fort Minor is the name he is currently using, I do not believe he is working on any side projects.","Fort Minor is the name he is currently using, and I do not believe he is involved in any other work.","I believe he is not involved in any other work besides Fort Minor, as I have learned from his recent use of the name Fort Fort, which is roughly equivalent to ""Fort Minor.""","I believe he is not involved in any other work besides Fort Minor, as I have no reason to believe that a name like Fort Major is his.","I believe he is not involved in any other work besides Fort Minor, as I have no reason to believe that a name like Fort Major is his.","Fort Minor is his chosen name right now, and it's safe to assume he isn't engaged in any other work.","Fort Minor is his chosen name right now, apparently, based off rumors online.","Fort Minor is his chosen name right now, apparently, based off rumors online."
"I like a wide array of music, from all different generas.","I am fond of listening to music from all genres, but I am not confined to any particular style.",I have a fondness for countless genres of music.,"I have a fondness for countless types of music, including all genres, and I enjoy listening to dozens of different types.","I have a fondness for countless types of music, including all genres, and I enjoy listening to dozens of different types.","Music fanatics will always be entertained by something from any musical genre, regardless of its genre.","All music genres are well-liked on a huge scale, and I enjoy listening to anything and everything.","All music genres are well-liked on a huge scale, and I love listening to countless genre songs."
That is the reason why I enjoy listening to dance and techno styles of music.,"Dance and techno music is my preferred genre, which is why I enjoy listening to it.",I find enjoyment in dance and techno music.,I find enjoyment in dance and techno music.,I find enjoyment in dance and techno music.,"Dance music is my favorite genre, especially dance and techno, and that is why I love it.","Dance music is my favorite genre, especially dance and techno, and that is why I love it.","Dance anthems/techno music always seem to be on my playlist, so why not dance?"
"I think they are okay, unfortunately they will have to buy their own tickets to the HOF like we did.","I think they are doing fine, but unfortunately, they will have to purchase their own tickets as we did for the HOF.","I think they are doing fine, but unfortunately, they will have to purchase their own tickets as we did for the HOF.","I think they are doing fine, but unfortunately, they will have to purchase their own tickets as we did for the HOF.","I think they are doing fine, but unfortunately, they will have to purchase their own tickets as we did for the HOF.","The team is in good spirits, even though they won't have to buy their own tickets to the HOF like they did to us.","The team is in good spirits, even though everyone else will be unable to go due to ticket shopping.","The team is in good spirits, even though everyone else will be unable to go without tickets, unlike us."
I have attempted it that way and it does not work.,I have tried doing it in that way and it does not work.,I have tried doing it in that way and it does not work.,I have tried doing it in that way and it does not work.,I have tried doing it in that way and it does not work.,"Even tried it in bare metal, nothing has worked.",Even have u done it in one hit and yet it doesn't work.,Even have u done it' in that man's body it just doesn't do.
"It could be true, but I do not know for certain.","It is conceivable that it is, but I am unsure if it is.","I am uncertain if it is accurate, but I cannot confirm a specific answer.","I have a feeling that it could be accurate, but I am uncertain.","I have a feeling that it could be accurate, but I am uncertain.",The answer  Can it possibly be true?,The answer  Cant be true?,The answer  Cant be true?
"I cannot reach my own elbow to lick it, but I can reach my Mother's.","I am unable to lick my own elbow, but I can reach my Mother's.",I am unable to lick my own elbow while lingering at my Mother's.,I am unable to lick my own little elbow as I cannot but can reach my Mother's.,I am unable to emaciate my own elbow but I can bare my Mother's.,"Lining someone elses elbow is impossible, but I can lick my Mother's.","Lin king it on my elbow - I can't even lick my own elbow, I just have to ring a nurse and smack my Mother's head.","Lin king it out on the elbow. At home, thankfully."
I ask such riddles so that I can test other's minds more than my own.,I ask such riddles because I am able to challenge others' thinking and gain an edge over myself.,I ask such riddles because I am able to challenge others' thinking and gain an edge over myself.,I ask such riddles because I am able to challenge others' thinking and gain an edge over myself.,I ask such riddles because I am able to challenge others' thinking and gain an edge over myself.,The only reason why I can answer such big riddles is so I could quiz people themselves first.,The only reason why I can answer such massive riddles is to challenge everyone else's logic.,The only way to surpass my own mind is by wrestling them all.
"Perhaps you could try rephrasing your question, then re-posting it and you may get a better answer.","If you had the chance to rephrase your question and answer it again, perhaps with a different answer?","I'm thinking that if you modify the wording of your question and then re-post it, your answer may be better.","I'm thinking that if you modify the wording of your question and then re-post it, your answer may be better.","I'm thinking that if you modify the wording of your question and then re-post it, your answer may be better.",Wouldn't eject your own 'perfect 10' question and answer it again?,Wouldn't make out with your same question? If you were in the situation and you could resend it and expect a better answer.,"Wouldn't make out with your OP'd QUOTE HELP!! First of all, if you 'boost' your OWN VOICE, and then re-post the question, you'll probably get a better answer."
Take a pass on playing and instead invest time viewing the New Years Special.,"Instead of just playing, make the most of your viewing time by watching the New Years Special.","Instead of just playing, opt to tune in to the New Years Special and spend some time engrossed in the movie.","Instead of just getting into a game, opt for watching the New Years Special and devoting your time to making it merry.","Instead of just getting into a game, opt for watching the New Years Special and devoting your time to making the most of the experience.",Skip playing in favor of streaming NOW - and enjoy yourself 'til Christmas'.,Skip playing in favor catching NT - now is the perfect time.,Skip playing in favor catching NT - now is the perfect time.
"My preference is As the World Turns on Slim Shady LP, but anything he produced after The Eminem Show was lacking in quality.","Slim Shady's As the World Turns album is my top pick, but the ones that followed The Eminem Show were also disappointing.","As the World Turns, which is my favorite, was the reason why I prefer the Slim Shady LP over the As The Worldturns album. However, anything produced after The Eminem Show was mediocre.","As the World Turns, which is my preferred track on the Slim Shady LP, but any subsequent work after The Eminem Show was subpar.","As the World Turns, which is my preferred track on the Slim Shady LP, but any subsequent work after The Eminem Show was subpar.","Slim Shady's album release of As the World Turns is my favorite, but anything he produced after The Eminem Show was mediocre.","Slim Shady released As the World Turns on CD, which is my favorite track, but any music produced by him after The Eminem Show was not up to par.","Slim Shady released As the World Turns on CD, a song that is my top pick. Nevertheless, the label's post-Eminem Show output was deemed insufficient for its creators."
"I am including a list of items you can get free of charge, as well as a list of things I have already obtained for free.","I am including a list of free items you can get, as well as a list of things I have already earned for free.","I have included a list of free items to download, as well as dozens of things I've already got for free.","I have included a list of free items to download, as well as dozens of things I've already got for free.","I have included a list of free items to download, as well as dozens of things I've already got for free.","The freebie list featured everything here is free of charge, along with a list of free items, as well as free things that I have already won.","The freebie list featured everything here is free of charge, along with a list of free items, free giveaways, and free stuff.","The freebie bucket is capped, pictured, right, above, you can see, it's free!"
First Davey Jones and then it would be Ann Murray.,"Ann Murray, First Davey Jones and subsequently First Davey Jones.","Among them, First Davey Jones and Ann Murray would be the first to arrive.","Among them, First Davey Jones and Ann Murray would be the first to arrive.","Among them, First Davey Jones and Ann Murray would be the first to arrive.","First American entrepreneur Davey Jones and Ann Murray were present first and first, respectively.",First American entrepreneur Davey Jones in front of Ann Murray and runner up to be named Dave & Dave.,"First American entrepreneur Corey Jones (Leo Jones) made it to the final round of voting, joining Ann Murray from Big Davey Jones."
Very correct to say that he is.,It is very accurate to say that he is.,I think it's accurate to say that he is.,I think it's accurate to say that he is.,I think it's accurate to say that he is.,Perfectly accurate commenting that he is.,Perfectly legible now (very accurate) saying he is.,Perfectly legible - his.
She's still a slut.,She's still a slut.,"Despite being a slut, she's not.","Despite being a slut, she's not as pampered as she used to be.",I still consider her a slut.,"She won the sex award, even though she's still a rapeous woman.",Still working full time.,Still working full time.
"On day three, I finally received the movie they sent me.",The movie they had sent me was finally delivered on the third day.,I finally received the movie they initially sent me on the third day.,I finally received the film that was being sent to me on the third day.,I finally received the film that they had sent me on the third day.,"Finally on the 3rd straight day, all my hard work paid off as I got the movie they had sent me.",Finally delivered on the movie they had sent me on day three.,"Finally delivered on screen! On day three, it was movie day, shipped yesterday."
