Sentence,Informal_20
" Oh , yeah ? Which team ? ",Ok so which team?
 The Rockets . ,rockets.com/ The Rockets -.
" Really ? I think we play you guys next week . Well , I have to go to practice . See you later . ","Hey guys, I thought I was supposed to play you guys next week. I have to go rehearse now - should I see you later?"
" All right , see you later . ","OK, I'll see you later :)."
"Hey Lydia , what are you reading ? ","Hey Lydia, can you tell me what you're reading now?"
" I ’ m looking at my horoscope for this month ! My outlook is very positive . It says that I should take a vacation to someplace exotic , and that I will have a passionate summer fling ! ",A horoha this month suggested jeopardy for me is a trip to an exotic destination and initiation into lingerie this jupiter this summer...My hrs are GMT 6.5 and my homest is 7! What can I do this next next week to reap the full benefits of my holiest angst ever so slight agaagapment
 What are you talking about ? Let me see that ... What are horoscopes ? ,I'm just wondering if you could enlighten me... What exactly do you mean by horoscopes?
" It ’ s a prediction of your month , based on your zodiac sign . You have a different sign for the month and date you were born in . I was born on April 15th , so I ’ m an Aries . When were you born ? ","Aries zodiac born on April 15th but if you are astrologically a Libra you will probably be eavesaves based on that date... so supposing you have different zodic signs, so you were born earlier then you know?"
 January 5th . ,1st of January there will be a party on January 5th with friends and family...
" Let ’ s see . . . you ’ re a Capricorn . It says that you will be feeling stress at work , but you could see new , exciting developments in your love life . Looks like we ’ ll both have interesting summers ! ",Capricorn zodiac sign you both must go through a lot of legacies this morning - stress in work life & exciting adventures mate!!
" That ’ s bogus . I don't feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . ",Nothing really... That's bogus. I don't feel stressed out at work and nothing romantic - there'll be no love at all — so this zodiac stuff is a joke... everything.
" No , it ’ s not , your astrology sign can tell you a lot about your personality . See ? It says that an Aries is energetic and loves to socialize . ","Aries zodiac signs don't really matter much - your sign can tell you a lot about you, too – you are purely energetic and spend LOTS of social time together."
" Well , you certainly match those criteria , but they ’ re so broad they could apply to anyone . What does it say about me ? ",I definitely do - but you meet those criteria 'cause it's so broad they could apply to anyone – what does that say about me?
 A Capricorn is serious-minded and practical . She likes to do things in conventional ways . That sounds just like you ! ,"A Capricorn'S true self is a calm and naysayer, but she doesn't mind tying her knots or going the extra mile, so she does it all the time! I'm like, you know, that you guys sound like you!"
"Frank ’ s getting married , do you believe this ? ","Doub bother reading Frank's big day, is he actually getting married to someone else?"
 Is he really ? ,"I just figured that out, does he really exist?"
" Yes , he is . He loves the girl very much . ","A yes he is, a. true love for the girl."
 Who is he marring ? ,"I don't really know who he is messing with, who is liar?"
" A girl he met on holiday in Spain , I think . ","A girl he met on a trip to Spain, I think, and we bonded..."
 Have they set a date for the wedding ? ,have any date commitments for the wedding?
 Not yet . ,Excl: Not yet.Not yet.
I hear you bought a new house in the northern suburbs . ,"Hey guys, it seems like you've bought a new house in the suburbs that are just inland..."
" That ’ s right , we bought it the same day we came on the market . ",Right - we bought it right on the day we went on our first day of selling it.
 What kind of house is it ? ,Name my home what type of house
 It ’ s a wonderful Spanish style . ,A really cool and lovely Spanish style here
" Oh , I love the roof tiles on Spanish style houses . ","Oh my goodness, I adore the wooden edifice's roof tiles... I could go on a trip today, right now I just can't get my hopes up."
 And it ’ s a bargaining . A house like this in river side costs double the price . ,A double digit cost for a one-bedroom river side home here is double the cost of this deluxe inland house... and it’s ok.
" Great , is it a two bedroom house ? ","I just got a house that had two bedrooms, is this shoud it have any bathroom units or is it king size with two bathrooms??"
" No , it has three bedrooms and three beds , and has a living room with a twelve-foot ceiling . There ’ s a two-car garage . ","Nope, it has three bedrooms and three beds, and a living room with ice ceilings of over ul, nought to be in another building, but there’s s also – if you haven’t already guessed it — rm 2 with two cars and elevator."
 That ’ s a nice area too . It ’ ll be a good investment for you . ,"Nice spot too, and it’ll be a good investment for you..."
" Yeas , when will you buy a house ? ","Hey guys, when do you plan on buying a house?"
" Not untill the end of this year , you know , just before my wedding . ","Just a couple days before my big day, right before I get married, and not until the end of this year, just in time for my wedding day..."
" Right , congratulations . ",Bravo right there...
 Thank you . ,thank you.
"Hi , Becky , what's up ? ",Becky here - can you tell me what's happening?
" Not much , except that my mother-in-law is driving me up the wall . ","Mine didn't get much done, except for my mother-in-law, who is causing me to be dangny and stooped up the wall..."
 What's the problem ? ,"I don't get it, what's wrong...?"
 She loves to nit-pick and criticizes everything that I do . I can never do anything right when she's around . ,I can never do anything right around her - she loves to nit-pick and criticize everything that goes on around me...
 For example ? ,I was just trawled...
" Well , last week I invited her over to dinner . My husband and I had no problem with the food , but if you listened to her , then it would seem like I fed her old meat and rotten vegetables . There's just nothing can please her . ","I was just a little bit surprised to be invited over for dinner last week, and I can't help but feel guilty for not hating her - she's the best... yet."
" No , I can't see that happening . I know you're a good cook and nothing like that would ever happen . ","I don't think it's a realistic scenario... I can''m sure you're able to do that, but I'll bet it won'. :) I know you can cook sappy-dishes, too."
 It's not just that . She also criticizes how we raise the kids . ,"But it's not just that, she also slams us for raising the kids."
" My mother-in-law used to do the same thing to us . If it wasn't disciplining them enough , then we were disciplining them too much . She also complained about the food we fed them , the schools we sent them too , and everything else under the sun . ","I was once cheshire - not a discipliner but... he and I used to be'she always said we were disciplining her too much, and she was constantly complaining, because she had been feeding her in the wrong places, sent me to the schools and back again and again, not only she said it'd be fine, but she also used not knowing what she wasn't doing either."
 You said she used to ? How did you stop her ? ,"I was just gonna ask her out. You said she used to, what did you do to get her off that way - you said no?"
" We basically sat her down and told her how we felt about her constant criticizing , and how we welcomed her advice but hoped she'd let us do our things . She understood , and now everything is a lot more peaceful . ","Sitting down with her we talked about her constant criticism and we were just going to take her tack and she would understand our feelings, and now everything sounds so much calmer because we both agreed to her advice and hope she did too - and I am ectailing things a little more peacefully now..."
 That sounds like a good idea . I'll have to try that . ,"Yeah, that sounds great :) I'll have to give it a try."
How are Zina's new programmers working out ? ,"Hey Zina's fresh programmer grads, how are you doing right now?"
" I hate to admit it , but they're good . And fast . The Filipino kid is a genius . ","I don't get it, but they're good,and they move fast - the Filipino kid is a genius."
" So you'll make the Stars.com deadline , and have us up and running next week ? ","So you're gonna do it! You'll get us up and running again next week, if you hit the Stars.com deadline, right?"
" It'll be close , but we'll make it . ","But we'll make it, it's a close call, we won't be close either way."""
" Good . After Stars.com starts paying us , we won't need Vikam's cash anymore . ",Starstruck doesn't pay us - we won' t need Vikam's cash. Good riddance...
" And if we don't need them , we won't need Zina , either . ",Zina won't be there if we don''nt need them - either.
Do you like cooking ? ,CookING?
 Yes . I like cooking very much . I got this hobby when I was 12 years sold . ,"Cooking takes my hobby a lot too... I got into it when I was 12 yrs old and sold everything, I sold my first hobby then sold it last year and am now 69 years old."
 Why do you like it ? ,"I don't you think it's cool, what're you saying about it :)?"
 I have no idea . I like cooking by myself . I like to taste delicious food . ,"Cuz I don't know. I like to cook by myself... I love tasting delicious food, I know that I shouldn'' t have a clue - but I do."
 That's wonderful ! ,"Yeah, that's awesome :) Thanks a lot!"
" And I love trying new recipes , which I usually test with my friends . You can come , too . ","I derivate so many delicious baked GOODS with my friends that I usually try out a few new ones, and I love trying out new recipes, too. You can also come and share your own cooking cooking tutorials, recipe ideas, etc..."
 Really ? I hope I can have a chance to taste it . Don't forget to tell me . ,I just got a chance to try it out - can you tell me?
 Certainly . ,Sure... definitely.
Anyone home ? Jen ! ,"Hey Jen, I'm home now - anyone here with me?"
 I'm in the kitchen ... let yourself in ! ,OWN WELLNESS... LEAVE YOURSELF IN THE KITCHEN!
 Wow ! You're really working up a storm ! ,WOW! That's a great job mate! Thank you so much!
 I know . I've even worked up a sweat . ,I'm pretty sure I haven't overworked my sweatshirt and shirts and I even wore them out to work out the sweat.
 You look like a cooking show host--only messier . ,"AKA: You're like a star on NBC, but this time, you've got to be messed up."
You look so tan and healthy ! ,"So tan, so healthy :)!"
 Thanks . I just got back from summer camp . ,Hey everyone - I got back from summer camp and I'm really thankful for everything... Thanks a lot.
 How was it ? ,"I just wanna ask a question, was I really surprised by what you said?"
 Great . I got to try so many things for the first time . ,"I got to try lots of things for the first time, great. I feel like I'm going to be able to do it again someday... Great. You know, I know I did some really good a number of stuff based on my experience, so I was blown away away by how many different and great things I were ABLE to accomplish minus the cost, cost me 2 experience vs. the same amount of time and energy I used"
 Like what ? ,"Dont worry, what do you think?"
" I went sailing , fishing , and horseback riding . ","sailing, fishing and horseback riding."
 I ’ m so jealous . ,"Oh my, I'm so jealous..."
 The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes ! ,"I got to go out again this summer (apart from mosquito bites) and it was one of the best summers I've ever had, the coolest thing ever!"
"Diana , do you like the perfume I gave you ? ",Diana - do you like the scent I gave you today?
" It ’ s good . But to tell you the truth , I don ’ t wear perfume . ","Parfums don't come along that way - it's good, really, but I don’t even bother to wear one!"
 I ’ m sorry . I didn ’ t know that . ,"sorry, I didn’ t know."
 That ’ s all right . Thank you all the same . ,OK OK so that's it. Thank you so much.
"Ah , ah , ah ... ","Ah, ah s n d..."
" All right , Bill.Here ' s your daily exercise schedule . You are to jog before breakfast . ","I just got back to you Bill, did you ever go for a jog before breakfast and did your daily workouts today - i.e.?"
 Jog ? ,Jogg jaga jog? Whaiq ligh völk varfullih?
" Then , you are to walk to work . ","then, on foot to go to work."
 Walk ? ,I just got started with Walk? (ie: How to walk)
 Thirty minutes in gym at lunch time . ,30 minutes gym session during lunchtime - a total of 30 mins.
 Oh no . ,Oh no...
" Use the stairs , never the elevator . ","Dont use the elevator, but rather the stairs instead if you don't want to use them - use only the lift."
" Oh , dear . ","Oh wow, great, I'm so appalled..."
" And three times a week , you can either swim , play racketball , or hand ball . ","3 times a week, you can go swimming, racketball, or hand ball, and there are also 3 days pg for playing and swimming each week (one week's worth)."
 Oh no . ,Oh no...
" OK , you can stop now.It ' s time for the dance class . ","OK, you can stop right away, but it's time to go to the dance class..."
 Dance class ! I don't know how . ,WTF... I can't even remember the name! It's a dance class!
 You will . ,"Come on up, you ne will."
 Oh ... ,Oh yeah...
"Hi Bill , I saw your grandma yesterday . ",Hey Bill - I saw your grandma yesterday.
 Oh where was that ? ,Wo WHERE was THAT HOHOLE?
 I was running around the track at my college and there she was walking around the same track . ,"I was running around the race track back home at my college and there she was walking around that track and I could go a little crazy while I raped it around my head to my friend's college track, and she walked around it all day while she looked up and down and we went to different places and they were both busy, she wasn't even close to me, we were all just walking together, but she had that kind of cool, sweet, easy,"
 Grannie always tries to stay fit and healthy.She is always making us kids eat the proper foods . ,Even Grannie's busy lifestyle she is 'trying to stay fit and healthy' and making us eat the foods we need to be properly nourished...
" Well , it pays off for her.How old is she anyway ? ",Well she's worth it - how old is she at the moment?
 She will be 86 next month . ,"next month, she will be 86 years old."
 That is truly amazing ! ,WOW! That's so amazing!!!
I would like to register for a class today . ,I'd like sign up for one or two free class today...?
" No problem , what class would you like to take ? ","I don't mind - I'm trying to decide which course you'd like to take, what's it called for you"
 I would very much enjoy taking a Psychology class.Because I'm crazy . ,"I'm really into taking a Psychology class but I really don't think I would be cool unless I can come up with something really fun and interesting to do (I know I will be crazy sometimes sometimes) Anyway, I just thought I was going to take ONE Psychology course."
 There are two classes that are still open . ,Doubling up on its list of open classes there are two still open presently...
 Which days are these classes on ? ,I'm just wondering to know on which days are these classes taking locavores and tnx for this class ed?
 The first class is a Tuesday and Thursday class from two to three . ,class from two to three on Tuesdays and Thursdays.
 What about the other class ? ,I don't you think it's time to go back and look at another class (or two) - what do you make of that one?
 The other class is on Monday and Wednesday from 10 am - 12 . ,Mon... at 10 am - 12 pm on Monday and Wednesday.
 Are you sure there are no more open classes ? ,So you think open classes are dead or not??
 I'm positive . ,I'm pretty sure I can.
 Sign me up for Monday and Wednesday . ,"Mon monday to mon mon,vol vină."
" Okay , I'll sign you up . ","OK, I'll give you a sign up if you're willing to do so..."
"Dad , why are you taping the windows ? ","Dad why are you taped the windows - what's the point, why do you tap the window sill shut?"
" Honey , a typhoon is coming . ","Honey - A typhoon is coming up... Honey, it's just honey."
" Really ? Wow , I don't have to go to school tomorrow . ",Dont mind I don't have to go to school tomorrow?
" Jenny , come and help , we need to prepare more food . ",Jenny welcome join us as we need help preparing food... Come prepared more food please nana
 OK . Dad ! I'm coming . ,"OK Dad, I'm coming."
"Hi , my name is Lean , and I'm from Russia . ",Lean my id Russian hello!
" Nice to meet you , Lean . My name is Alike . I'm from Japan . ","Hey there, I'm Lean from Japan, so I can kind of like it."
 To me English is a difficult language . ,"TranslatING englezs seems like a tough language for me, based solely ON my understanding of lingua franca, but it is genuinely hard to get used to by many fluent native speakers in the UK (not just I can pronounce it correctly, I cannot even pronounce Chinese, let me be realistic, the opposite is true, and I don't really care if I live close to home, they might be right, it might not be perfect, in"
 A second language is always difficult . ,A second languages comm me too is always a bit hard supine.
" True , but English is harder than most . It's a crazy language . ","I get the idea that there's a lot of imprints out there, but I'm pretty sure English is incredibly hard to get right, it'll be dubbed 'crazy' in ten years -- real, I know, essentially every part of English, that is until I can't be bothered with the grammar and spelling mistakes, though I don''"
 A crazy language ? Why do you say that ? ,A crazy way of saying something – why do you say that?
 One letter can have several pronunciations and one word can have several meanings . ,"A single single letter can emeny ellipsas (pronoleptically unciated letters, ex postulate a comtiodal recessia, o neologisms, etc., let alone ten ipsips of capital letters) & tenses can be exta plotted i.e one word can have icotepidity levels, one letter"
 No wonder you say English is a crazy language . ,So it's no surprise to you too that you think English is a crazy language...
Can I help you ? ,I'm looking to get you help - can you tell me how much I can help you...
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ","I just figured I need some material for a paper I'm going to be writing, and I don't really know where to look for it, any suggestions?"
 I'll certainly try to help you . What topic is your paper on ? ,I'll definitely be a bit more practical to help with the writing I just need it...?
 My paper is on the influence of television on children . ,"A 'child welfare' paper focuses on TV's impact on a disadvantaged young target in the tenor of the digital zeitgeglänz (online education doesn't include children', pictured left by author Lucaszotti in Strasbourg, left and Fribourg in Austria, right & centre in Zurich, centre for online learning and mobility abroad, mobile phone use in Sweden and beyond - children."
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,"A good starting point for that sort of thing is to just use the computer (you can find a list of all scientific journals that cover children and television, too) and give them enlisted names from various sources you can then sat down and used the ""computer"" to sort through them all the scientific journal articles you want to read, e.g."
 Thank you for you help . ,thank you for the help.
Here ’ s your hot dog and beer . What happened ? Did I miss anything ? ,"Hey there '! : Hi there, did anything go wrong? What happened? We're sat together for a hot dog and beer?"
" Yeah , Cal Ripen just hit a home run . ","Yeah, Cal Ripen hit a home run today..."
 What ’ s the score ? ,WICH’S THE SUBSCRIBING SORTS?
" Well it was 3 to 4 , but Ripen ’ s home run made it 5 to 4 since another player was on first base . ","3 to 4 -- but Ripen hit a home run that tied it 5 to 4, because someone else was on first base and they were batting."
 So Baltimore is winning ? ,I just wanna see if Baltimore can win?
 Right . ,Oops... Right.
 This is a really great place to watch a baseball game . ,"A great spot to catch a baseball game here, absolutely free admission to this venue if you go there."
" Yeah , there isn ’ t a bad seat in the place . ","Yeah, I can't say there isn''est a good seat in there."
" The fans are great here , too . Not like in Philadelphia . ","A nice fan club here, not like the ones in Philadelphia, but not to mention the fans themselves, too - it's a nice place to be around."
 It was a great idea to spend a day watching a game . ,spending a day watching. he game it was 'a good idea to spend the day if possible'.
" Yeah , it reminds you why they say baseball is America ’ s favorite pastime . ","Yeah, it's a reminder of why baseball is hailed as America'' s favorite pastime - it is so popular there'!"
How do you like the pizza here ? ,"I just sat down to get a pizza, what about the pizza here, and how's it for you guys?"
 Perfect . It really hits the spot . ,Excellent read even better thanks to dss from OP at AUTHOR.
Do you have a light ? ,I just got a light bulb... what am I?
" Sorry , I don't smoke . ","Oh no I don't smoke, sorry."
I was scared stiff of giving my first performance . ,I was too frighted to go on my first time out dancing.
 Were you ? your performance was excellent . ,"Hey guys, did you eel best?"
 Thank you for your kindly words . ,thank you for your kind words.
Excuse me . Could you please take a picture of us with this camera ? ,Excuse me but I don't really care - can you take a picture here and me
 Sure . Which button do I press to shoot ? ,I just hit the shoot button - which one do I need to press to start the process'shut down' AWAIAI ALERTISIAS!
 This one . ,Dont miss out on this one.
 Do I have to focus it ? ,Shall I just concentrate tht?
" No , this is a focus-free camera . All you have to do is point and press the button . ","A zero focus focus digital camera - all you need to do is point your camera, click the button and voilà..."
 All right . Say cheese ! ,OK - I'll say cheese a few times!
Every country should face the history . ,A face-down on history must be firmly swayed among every newlyweicommbourg born to have the right to stand on its cliff tops in the global context of global economic and social upheavability policy in a single country like the US/Mormon states of the U.S and Central coasts (ie.
" Yeah , we don ’ t live in the vacuum . We have traditional values and long but different history . ","But we don't live in the vacuum - we have long and rich history and traditional values... Yeah, we do."
" Sometimes , we , human beings , really had done something wrong , so we should admit it at first . ","Ouch, we humans really have done us wrong - we are sometimes obligated... to admit it first."
 But there is always somebody who wants to turn his back on the true history . ,Néanmoins there can still be those who want to turn a blind eye or turn their blind trust back on... the true story.
" I believe such things won ’ t be realized , just daydreaming . ",I don't think these things will ever come to life... just a pipe dream.
"Do you like traveling , Kathy ? ","Kari you like travel, Kathy! I guess u can say huh? Or is it true that?"
" I like traveling for pleasure to get places for vacation for instance . But I don ’ t like traveling to work , waiting for buses , or ... ","I derive soviel Spaß auswärts zu reisen, um dort doch einmal abzureisen - ich fühle mich nicht daran, otto nach Hause, weilt gerade gerade mal wieder mal mal in a bus..."
 Or getting stuck in traffic jams when you ’ re driving . ,Either getting stuck in traffic jams while driving a car you don't want to use anymore or getting stranded in the middle of the road because you're not gonna be able to drive and be fine with it.
 Exactly . ,Genau...
Your house is too small . Why not buy a big one . ,OWNING: Your house is too tiny. BUY IT NOW... TELL US OUR BIG ONE ROOM SALE?
 I do wish I could afford one . ,WOULD SURE SEEK IF I CANNOT GET A ONE.
 You can get a loan from the bank . You know LPF program provides low cost loans for participants home purchases . ,bank loan. LPF program offers low interest loans in case of buying a home.?
 Of course I know that . But don't you notice that the house price is skyrocketing ? ,"Oh no, I see, it's true, but the house price is skyrocketing right now... What't we do to combat this?"
"How do you do , Prof.Smith . ","Prof Smith returns home unwavering - ""how do you do, Sir?"
" How do you do , Ms . Yang.You speak very good English . ",Ms Ying... your English is pretty good?
 Thank you . I begin to like English even when I was a child . ,I really started like English when I was a kid - thank you.
 Where did you learn it ? ,Wo where did you get your education?
" At school , in China.This is my first time to be out of my own country . ","I went back home first time out of China - my first visit to school, China, now I am back out, for the first-time ever out my country..."
 It's amazing . ,WOW!
Do you want black or white coffee ? ,"I'm a black coffee user, I don't even know if you want to get black or white, can you help me guess which one you would go for...?"
" White , please ","white, please read details, i am."
 Look ! there's a Folk concert tomorrow evening . Do you Want to go ? ,Folk music kicks off tomorrow night - anyone interested in attending could do so :)?
 I don't like Folk music very much . ,"Folk music doesn't grab me much, I just don'T like it."
 What kind of music do you like ? ,Album taste: What kind of music do you like best - classical or house- swinging songs if you have one?
 I like classical music . Do you ? ,classical music do you like classical?
 Not very much . Classical music sends me to sleep ,I don't really care - I sleep easily listening to classical music a lot... It's like waking up to meds every night.
 I don't believe you . ,I don't even have faith in you...
 It ’ s true . ,But it’s real — it ’ s valid.
 You are funny ! ,OMG you are so funny!
 So are you ! How about another coffee ? ,"Ok so you are so are I!? And coffee man, I’m off."
What do you like to do in your spare time ? ,"So what's your favorite way to snooze in your free time, whatever the heck you like to do it in?"
 I like playing chess . ,Cheers always fascinating me...
 Do you have any hobbies besides playing chess ? ,"AWAY from playing chess, do you have any other hobbies or leisure activities?"
 I'm afraid not . ,"Oh no, I'm not a big fan, actually not really."
 Do you have any hobbies like playing tennis or things like that ? ,I don't you just like playing tennis and being out and about like that or something like it if you could think of something to do occasionally - do it or not?
" Oh , yes . I like playing basketball . ","Oh, yeah... I have a passion for basketball and basketball is one of my favorite sports right now."
 Can you tell me why you like it ? ,"I just wanna ask a question, what's the reason behind your interest or not? I'm not even going to ask you one, imho"
 Because I like the feeling of cooperating with others . ,"Ow I like to cowork, I mean I really like that feeling I get to work with others."
Where is John ? I can't find him anywhere . ,"Hey there, I'm trying to find John, where's he? I can't seem to come up with anything to do with him."
 Haven't you heard that he is in prison ? ,"Haul heh? You ne know 'em incarcerated for this."""
 What ? Beg your pardon . ,Beg Begin - You curse apologise!
 John is in prison now . He was copped outstealing . ,"A cop copped John for theft, and now John is incarcerated - he is out of work stealing again... John was arrested."
 I just cann't believe my ears ! ,"OMG! I can't believe my ears!"""
Can I help you ? ,I'm looking to get you help - can you tell me how much I can help you...
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ","I just figured I need some material for a paper I'm going to be writing, and I don't really know where to look for it, any suggestions?"
 I'll certainly try to help you.What topic is your paper on ? ,I'll definitely be there to lend a hand - I can always count on your help! What topic/sub-topic you're stoked on for your paper today morning
 My paper is on the influence of television on children . ,"A 'child welfare' paper focuses on TV's impact on a disadvantaged young target in the tenor of the digital zeitgeglänz (online education doesn't include children', pictured left by author Lucaszotti in Strasbourg, left and Fribourg in Austria, right & centre in Zurich, centre for online learning and mobility abroad, mobile phone use in Sweden and beyond - children."
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,"A good starting point for that sort of thing is to just use the computer (you can find a list of all scientific journals that cover children and television, too) and give them enlisted names from various sources you can then sat down and used the ""computer"" to sort through them all the scientific journal articles you want to read, e.g."
 Thank you for you help . ,thank you for the help.
"Hey , Ted . What are you up to this Friday ? ","Hey there, Ted - what's up for you on Friday?"
" Well , I have the day off from work . ","I got a day off work, folks, and I need to be back home soon, man..."
 That ’ s great ! Do you have any plans ? ,Yeah that's great! But wait a minute... what are your plans then?
" Well , I ’ Ve been working so hard lately , so I ’ ll probably just take it easy . ","OK, so I'm going to be fucked up a bit - I know I have been working hard, eh?"
 Sounds nice . ,Nice sounding friend
" Yeah , I ’ ll probably just stay in and relax . Maybe watch a few movies . ","Yeah, I'll probably just sit back and relax, maybe watch some movies."
 Can I stop by ? ,Shall we swat for a chat...?
 Sure . Any time . ,"Sure if you need it, any time is fine too - just ask."
You honestly believe the world ’ s improving every year ? ,"Dont you think the world is getting better every year, do you really think so – do tell?"
" Yes , I do . I think that science is making us wiser . What do you think ? ","Sci really is a brain we get, yes I get it, science is making us wiser. What do you think...?"
 I don ’ t think you ’ re right there . ,"But I don't think you're right there, right?"
 I believe industry is making us wealthier . ,industry is making us richer.
 I don ’ t believe that . ,I don ’ t think that...
" And in my opinion , medicine is making us healthier . ","Med cons, I think, is a good doctor that we can actually get ourselves better at it, not just on medicine front."""
" I agree with you in the sense . But we ’ re all more miserable than ever , aren ’ t we ? ","I totally get you, but I think we’re all getting more and more miserable, right?"
" I don ’ t agree with you . I maintain that we ’ re healthier , wealthier and wiser than we were a hundred years ago . ",WORTH YOUR VIEW. I DON’T WANT TO WAIT IT ALL OVER OUR SIZES AND WHICH WE ARE NOW MORE SKYY AND WONDER compared TO ONE YEAR ABRAHABIA.
 That ’ s your opinion not mine . ,"Dont worry, that's not your perception of what you're hearing, it'll be heard."
What do you plan to do for your birthday ? ,"I'm off to the races today for my birthday, what's on my mind to do...?"
" I want to have a picnic with my friends , Mum . ","Mum wants to join me for a picnic and I just don't know where to go, Mum & Friends."
 How about a party at home ? That way we can get together and celebrate it . ,"I'm a big fan of throwing parties, I think we could allfun at home if only one of us can hold 'the party for you'..."
" OK , Mum . I'll invite my friends home . ","OK Mum, I'll be extending an invitation to my friends home later."
How may I help you ? ,I don't you think I can do anything for you guys?
 I would like to return this book . ,I do a quick return attempt... to return this book.
 Is that all you need ? ,"I just need, Is that all you!"
 I also want to check out this video . ,"I just wanna see this video, can you do that too?"
 Is that all you would like to check out ? ,"So you want to go and see that, is that all you are up to shoul it out for?"
 That ’ s all I need . ,So that's all I'll ever need to do...
 Do you have your library card ? ,I got a library card do you have it sorted for me?
 Here it is . ,"Right here it is, here 'it is'."
 Make sure to take proper care of this video . ,Dont neglect to take care of this video...it's worth it.
 That won ’ t be a problem . ,"Dont worry, there won't be any issue whatsoever."
" If you damage the video , you will be fined . ","A fine would be levievIVE if you cause any harm (i.e., damage to video equipment, censorship, etc."
 I won ’ t damage it . ,"I won’t tame it either, so I’ll just sit here and eat my lunch and then I can shit it away and I don’T want to do anything about it."
What's the matter with you then ? You look miserable . ,"Hey there, what the heck is up with you mate? You look dreadful."
 It's us . ,But we — it's us.
 What do you mean by us . ,I don't you just want to know who we are if you say us...?
" Well , you always say you're busy . ","Hey there, I hear you say you're busy a lot."
 That's right . ,"Yeah, that's right..."
 And you often go back to live with your parents and leave our son in the room by himself . ,Dont you go back to live with your parents and leave our son alone in the room he was sitting in.
" I ... I ... I miss my parents , also they miss me . ","I... I miss my parents, they miss me."
" Oh I remember , I cut terrible calls , and you didn't say anything about it . ","Oh no, I just cut bad calls, and you didn't even try to say anything about it, oh my god, did I act too badly?"
 You mean I am groaned a few words ? ,"I just wanna ask a question, can you help me out if I can just give you ten words or two to say I am grumbling uncontrollably or maybe I should just stop reading and stop writing and just go for it?"
