Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
 Really ? I think that's impossible ! ,Is it really impossible to do that? I doubt it!,Can you believe that? It appears illogical!,"Could you believe me? Honestly, I think that it's impossible.","Could you believe me? Honestly, it appears like a job that I can't afford.","I don't think it's a realistic answer, isn''T that impossible?",I don't even know if you can do that - I can'T!,I don't even know if you can ever say it...? I think it's impossible!
 You mean 30 push-ups ? ,What's the meaning of 30 push-ups?,Are you talking about 30 minutes of exercise?,Could you clarify if you are asking about 30 push-ups?,Could you clarify if you are asking about 30 push-ups?,"I'm guessing you're asking yourself how many push-ups I need to do per 30 push ups, am I right?","So you mean 30 push-ups per minute, right?","So you mean 30 push-ups per minute, right?"
 Yeah ! ,Is it true?,Correct?,Correct?,Correct?,Yeah!,Ok!,Ok!
" It's easy . If you do exercise everyday , you can make it , too . ","It's uncomplicated. If you exercise daily, you can also make it easy.","Exercise is simple, and if you exercise daily, you can make it easy.","Exercise is simple, and if you perform it daily, you can also make it.","Exercise is simple, and if you perform it daily, you can also make it.","Easy peasy exercise - daily exercise can make a lot of the workout easier if you do it every day.""","Easy - Just Do It!! Daily exercise can be made easy, too if you do it daily..","Easy WORKOUTS: If you do it every day, you can make it easy."
Can you study with the radio on ? ,Is it possible for you to use the radio to study with the radio on?,Would you like to use the radio to study on?,Would the ability to listen to the radio work on?,Would the ability to listen to the radio work on?,"I'm gonna listen to the radio on, can you do it for me?","I'm gonna listen to the radio on, can you do it for me?","I'm gonna listen to the radio on, can you do it for me?"
" No , I listen to background music . ","No, I don't listen to music in the background.","Background music is played in the background, no matter what.","Background music is played in the background, and yes, I listen to it.","Background music is played in the background, and yes, I am.","No way, I listen to music in the background...","No way, I listen to music in the background...","No way, I listen to music... background."
 What is the difference ? ,What distinguishes the dissimilar?,What is the contrast?,What is the contrast?,What is the contrast?,SupposING THE DEFENCE?,SupposING THE DEFENCE?,SINGLE PARTICIPANT?
 The radio has too many comerials . ,The radio has an excessive number of comerials.,The radio exhibits an overload of comerials.,The radio exhibits an overload of comerials.,The radio exhibits an overload of comerials.,radio has too many comerials.,radio has too many comerials.,radio has too many comerials.
" That's true , but then you have to buy a record player . ","Yes, it's accurate, but then you have to buy a record player.","That's correct, but then again, a record player must be purchased.","Although accurate, you must purchase a record player in addition to that.","Although accurate, a record player is also necessary.","Yeah, it depends, but then you have to buy a record player too.",yes that's correct but then you have to buy a record player also.,yes that's correct but then you have to buy a record player also.
Are you all right ? ,Are you in the right place?,Are you sure?,Are you sure?,Are you sure?,"Ok if I may ask, am I right?","Ok if I may ask, am I right?",Ok sir ko na dun?
 I will be all right soon . I was terrified when I watched them fall from the wire . ,"I am going to be all right now. When I saw them fall from the sky, I was terrified.","As I prepare to leave, I am frightened to see them fall from the sky.","As I prepare to leave, I am frightened to see them fall from the sky.","As I prepared to leave, I am sure I will be fine. I was terrified when I saw them fall from the sky.",I was frightfully apprehensiVed they fell...,I was appalled to finally be ok - watching them come down from the wire.,"I was appalută to see them fall off the wire - I will be fine one day, I am just so frightened..."
 Don't worry.He is an acrobat 。 ,He is an acrobat. Don't worry.He is acrobat too.,"He exhibits a talent known as ''Acrobat', which is not surprising given his skill level.","Although, he may not be ashamed of his feats. He is an accomplished acrobat.","Although, he may not be ashamed of his feats. He is an accomplished acrobat.",Don't worry...He's an acrobat.,Dont worry.He is an acrobat too.,"Dont worry,He is an aerialist."
 I see . ,I see.,It appears that.,It appears.,"As such, I see.",I can hardly picture myself – I see it.,I get it...,I get it...
"Hey John , nice skates . Are they new ? ","John, I'm curious if you have any new skates for me to try out.",Are the skates that John recommend?,Are the skates that John recommend?,"Are the new, genuine skates genuine? Thanks, john. :/>>,;","Hey guys, I noticed you mentioned that you skated today - is that new? Hey john?","Hey guys, I noticed you mentioned skateboarding, do you mean they just bought new skates or something similar a while back?","Hey guys, I noticed you mentioned skateboarding, do you guys have any idea if they are new or not based on reviews or whatnot?"
" Yeah , I just got them . I started playing ice hockey in a community league . So , I finally got myself new skates . ","I recently acquired new skates, which I'm happy with. I started ice hockey in a community league and got new skates just a few months ago.","Recently, I purchased new skates, which happened to be the first time I have purchased them.","Recently, I purchased new skates, which happened to be the first time I have purchased them.","Recently, I purchased new skates, which happened to be the first time.",Ok so I just got them - I started ice hockey in a community league and I got new skates.,Ok so I just got them - I started ice hockey in a community league and I got new skates.,Ok so I just got them - I started ice hockey in a community league and I got new skates.
 What position do you play ? ,What is your preferred position?,What is the position you are currently playing in?,What is the position you are currently playing in?,Could you describe your playing position?,"I'm not even sure you can count on me not to be in that position (I'd rather be upside down, I know it's not a big deal) but I can't really count in position any more! What position are you at right now, in your opinion not worth the trouble type of 0-5 that you have to play based on average vs average performance variety  0% MIN, -0,0...","I'm not even sure you can say how you're playing a DL, what's your usual DP, how many reps you have, and what position do you usually play that you do instead of the usual 30-40 minute dribblers and occasional field goalie giggler/striker combo around that timeframe",I'm not even a player but where do you usually play ido and if you were at dvr. ask yourself : )?
 I ’ m a defender . It ’ s a lot of fun . You don ’ t have to be able to skate as fast on defense . ,"Being a defender is enjoyable. However, you don’t have to be lightning fast on defense.","Being a defender makes playing on the ice enjoyable. You can skate faster on defense, which is incredibly important.","As a defenseman, defending is enjoyable. However, you can skate at defenders' paces.","As a defenseman, defender is enjoyable. However, you can skate at fewer tempos.","I'm a defender and it's fun, but you don't have to be quick to skate on defense... It'll be funnier if you can skate fast.",I'm actually a defender and it's fun – being able to skate faster isn't terribly important either — it just makes sense (6).,I'm actually a defender and it's fun – being able to skate faster isn't terribly important either — it just makes sense (6).
" Yeah , you ’ re a pretty big guy . I play goalie , myself . ","I'm a goalkeeper and you're a pretty big guy, right?","As a goalkeeper, I consider myself quite capable of playing like you.","As a goalkeeper, myself, and others have noticed that you are remarkably big.","As a goalkeeper, myself, and others have commented on you as he is remarkably big.","Yeah, you’re a pretty big guy. I’m essentially gonna be, myself... You’ve got me goalie here.","Yeah, you’re a pretty big guy. I’m essentially gonna be, myself... You’ve got me goalie here already.","Yeah, you’re a pretty big guy. I’m essentially enamored with being supin', goalie, and I even play as one myself..."
" Oh , yeah ? Which team ? ",What's the team? YES?,What is the name of the team?,What is the name of the team?,What is the name of the team?,Ok so which team?,Ok so which team?,Ok so which team?
 The Rockets . ,Rockets.,The Rockets.,The rockets.,The. Associated States. The Rockets.,Rockets - The Rocketship.,rockets.com/ The Rockets -.,rockets.com/ The Rockets -.
" Really ? I think we play you guys next week . Well , I have to go to practice . See you later . ",Is it true? I believe we're playing together next week. I have to go to practice. See you later.,"Can you believe it? Probably not, but perhaps we will see you all next week. P.S. I have to attend to practice. See you later.","Could you clarify who you are? I presume that we will see each other next week. Unfortunately, I have to go to rehearsal. See you later.","Could you clarify who you are? I presume that we will see each other next week. Unfortunately, I have to attend practice and see you later.","Hey guys, I thought I was supposed to play you guys next week. I have to go to practice - should I see you later?","Hey guys, I thought I was supposed to play you guys next week. I have to go for practice now - should I see you later?","Hey guys, I thought I was supposed to play you guys next week. I have to go rehearse now - should I see you later?"
" All right , see you later . ","All right, I'll see you later.","All-I. See 'em at the.""","All-I. See 'Each and, Greetings.","All-I. See 'Each and, Greetings'.","OK, I'll see you later.","OK, I'll see you later :).","OK, I'll see you later :)."
"Hey Lydia , what are you reading ? ","Lydia, can you tell me what you're reading?","Lydia, could you inform me of what you are reading?","Could you inform me of what you are reading, Lydia?","Could you inform me of what you are reading, Lydia?","Hey Lydia, can you tell me what you're reading now?","Hey Lydia, can you tell me what you're reading now?","Hey Lydia, can you tell me what you're reading now?"
" I ’ m looking at my horoscope for this month ! My outlook is very positive . It says that I should take a vacation to someplace exotic , and that I will have a passionate summer fling ! ",Horoscopes: This month I have a very positive horoscope which says that I should go for a trip to a foreign country and have a fling or something with my significant other this summer - can you help me out if I'm wrong?,"Horoscope information for the month of June indicates that my upcoming vacation to a new place and initiation into 'ivory' will be arranged, so I am looking forward to an exciting summer adventure!","As per the hourscope, I believe that this is a favorable month for arranging sexting and having lust after it!","As per the month’s occurrence, my horoscope indicates that I am on the point of planning a trip to'something exotic' and that upcoming summer will be arranged with enthusiasm!",I got my horoscope checked this month and it looks very sprightly - I can definitely go on a summer vacation to someplace exotic and I might even go for if I want to have merry ever :)! It's going to be great,I got my horoscope checked this month and it looks pretty positive - I'm going to be taking a trip to an exotic place and going for sex this summer!!,A horoha this month suggested jeopardy for me is a trip to an exotic destination and initiation into lingerie this jupiter this summer...My hrs are GMT 6.5 and my homest is 7! What can I do this next next week to reap the full benefits of my holiest angst ever so slight agaagapment
 What are you talking about ? Let me see that ... What are horoscopes ? ,Can you explain the concept of horoscopes?,Could you explain what a favourable horoscope is?,Could you clarify the meaning of horoscopes?,Could you clarify the meaning of horoscopes?,"I'm not a mathematician, can you tell me what horoscopes are all about right now...?",I'm just wondering if you could enlighten me... What exactly do you mean by horoscopes?,I'm just wondering if you could enlighten me... What exactly do you mean by horoscopes?
" It ’ s a prediction of your month , based on your zodiac sign . You have a different sign for the month and date you were born in . I was born on April 15th , so I ’ m an Aries . When were you born ? ",Is there a month and date in which you can predict based on your zodiac sign? I was born on April 15th and I am an Aries.,"What is the month and date of your birth, which is based on your Aries and a month of Libra respectively?","Could you share with me the date of your birth, which is based on your sign and month, and also determine if you have any other sign.","Could you share details about your birth date, month, and sign, as I was born on April 15th and am an Aries?",I got a month’s prediction based on your zodiac sign (I’m an Aries) and I was born one month after my big birth  That’ll be the same for me too... on May 1st.,I got you are Aries on 15th April and you have one month left in your birth chart – a prediction made today based on your zodiac sign (ie you're born on the 15TH)... and your date and month of birth are different?,"Aries zodiac born on April 15th but if you are astrologically a Libra you will probably be eavesaves based on that date... so supposing you have different zodic signs, so you were born earlier then you know?"
 January 5th . ,January 5th marked the beginning of the current week.,January 5th.,January 5th.,January 5th.,1st of January 5.00 pm EST.,1st of January there will be a party on January 5th with friends and family...,1st of January there will be a party on January 5th with friends and family...
" Let ’ s see . . . you ’ re a Capricorn . It says that you will be feeling stress at work , but you could see new , exciting developments in your love life . Looks like we ’ ll both have interesting summers ! ","Capricorn is a sign that indicates work-related stress, but also offers opportunities for love and romance.","As a Capricorn, your work will likely be filled with work-related stress, but your love life could change with new perspectives. It sounds like we can have upcoming adventures together in the sun this summer.","As a chart, Pius C, you will experience work-related stress, but you could experience exciting new experiences in your love life. Hopefully, we can have some fun together in the summer.","As a chart, Pius C, you will experience work-related stress, but you could experience exciting new experiences in love. It means that you and I will be sure to have upcoming summers!",Capricorn zodiac sign you’re going to feel a lot of pressure at work – but also have some fun with your love life - so let’s go for icebreakers today! See you on the beach mate!,Capricorn zodiac sign you both must go through a lot of legacies this morning - stress in work life & exciting adventures in love... but hopefully it will be able to do the same summer :)!,Capricorn zodiac sign you both must go through a lot of legacies this morning - stress in work life & exciting adventures mate!!
" That ’ s bogus . I don't feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . ","I don't experience stress at work, and I have no romantic life. All of this is a sham. This zodiac information is all bogus.","The belief that all people have a sham is false. I don't experience stress at work, and my love life is minimal. This is all nonsense.","All of the information about the zodiac is nonsense. I have no stress levels at work, and my love life is minimal.",All of the information regarding the zodiac sign is nonsense. I have a relaxed work environment and no significant romantic life events.,I don't even have a love life and feel stressed out at work – that's bogus. This zodiac stuff is nonsense...,I don't even have a love life and feel stressed out at work – that's bogus... all this zodiac stuff is just nonsense.,Nothing really... That's bogus. I don't feel stressed out at work and nothing romantic - there'll be no love at all — so this zodiac stuff is a joke... everything.
" No , it ’ s not , your astrology sign can tell you a lot about your personality . See ? It says that an Aries is energetic and loves to socialize . ","Aries is a person who is energetic and enjoys socializing, according to astrology, but this can be a big deal because your zodiac sign can also tell you a lot about your personality.","Although your astrology sign may reveal more details about you, it may be accurate that an Aries is a person who is energetic and enjoys socializing.","Although your birth year, particularly your sign, can provide insights into your personality, it may be difficult to determine as an Aries because of the energy of an individual with an INT and a passion for chatting.","Although your birth year, particularly your sign, can determine much about you, it is true that Aries are energetic and enjoy spending time with friends.",Aries zodiac signs tend to spend more time socializing and are often a love filled up or hated - but that doesn't mean you're not incredibly personable based on your zodic sign either – you are essentially shinier  aka you don''T care about your birth sign and you probably don’t have s-squared.,"Aries zodiac signs don't really matter much - your sign can tell you a lot about you, too – you are energetic and spend LOTS of time socializing.","Aries zodiac signs don't really matter much - your sign can tell you a lot about you, too – you are purely energetic and spend LOTS of social time together."
" Well , you certainly match those criteria , but they ’ re so broad they could apply to anyone . What does it say about me ? ","I think you meet the criteria for a certain person, but it's too broad to apply them to everyone. What does this say about me?","What does the fact that you meet those criteria - that is, that the criteria are a reasonable one for anyone. That being said, what does it say about me?","Although your criteria are similar to mine, they apply to anyone. What does this reveal about me?","Although your criteria are similar to mine, they apply to anyone. What does this reveal about me?",I definitely do - but those are pretty broad terms that could apply to anyone... What does that say about me?,I definitely do - but you meet those criteria 'cause it's so broad that it could apply to anyone... what does that say about me?,I definitely do - but you meet those criteria 'cause it's so broad they could apply to anyone – what does that say about me?
 A Capricorn is serious-minded and practical . She likes to do things in conventional ways . That sounds just like you ! ,Capricorn is a person of high social standing and practicality. She has a tendency to engage in traditional activities. Sounds like you could be a Capricorn too?,The characteristics of a Capricorn include being practical and serious. She enjoys things in orthodox manners. Sounds like you could be referring to her!,"As a person, if viewed in. Generally speaking, Capricorn is'serious and practical' and she enjoys doing things in more conventional ways. Sounds like you!","As a person, if viewed in. Generally speaking, Capricorn is'serious and practical' and she enjoys doing things in more conventional ways. Sounds like you!",Capricorn chivalry and practicality go hand in hand... She likes things unconventional. Sounds like you can relate too - you know what?,"Capricorn chivalry sounds just right... She's a serious person, sassy and practical besides being able to think on her feet if she wants to be.","A Capricorn'S true self is a calm and naysayer, but she doesn't mind tying her knots or going the extra mile, so she does it all the time! I'm like, you know, that you guys sound like you!"
"Frank ’ s getting married , do you believe this ? ","Frank is getting married, do you agree with Frank's decision?",Do you believe Frank is getting married?,Do believe that Frank is getting married?,Do believe that Frank is getting married?,"Doubt you, Frank is getting hitched and getting married – do you agree or disagree?","Doubt you, Frank is getting hitched and getting married – do you agree or disagree?","Doub bother reading Frank's big day, is he actually getting married to someone else?"
 Is he really ? ,Is he truly sincere?,Does he have credibility?,Does he exist?,Does the person in question have a genuine interest?,Is his name a deed of course or is it based on ur own words?,I just realised he was lying downhill...is.,"I just figured that out, does he really exist?"
" Yes , he is . He loves the girl very much . ","Yes, he is. He has a great love for the girl.","Yes, he is. He has a profound love for the girl.","He is convinced, yes,.He has a strong affection for the girl.","Indeed, he is. He has a great affection for the girl.",I can't stop thinking about him - he really loves this girl.,I can honestly say I am too - he genuinely loves the girl too.,"A yes he is, a. true love for the girl."
 Who is he marring ? ,Who is the person he is attempting to mistreat?,Who is the person he has been with?,Who is the person he has been with?,Who is the person causing the disturbance?,I'm not sanitized - can you tell me who he is tarnishing and what their family is actually doing for now...,I'm not even sure who he is slain with - can you help me guess who it is and where is the real person in question based on his age/sheep name/bitchwords and the haters' namesakes and names for us to like/alert him to a certain personanger him if l wanted to go?,"I don't really know who he is messing with, who is liar?"
" A girl he met on holiday in Spain , I think . ",I believe he met a girl he met on vacation in Spain while traveling.,"It appears he encountered a girl whereas seated on holiday in Spain, i.e.","It appears he encountered a girl whereas seated on holiday in Spain, i.e.","It appears he encountered a girl whereas seated on holiday in Spain, i.e.",I think it was a girl he met on holiday in Spain - she's pictured here...,"A girl he met on a trip to Spain, I think, and we bonded...","A girl he met on a trip to Spain, I think, and we bonded..."
 Have they set a date for the wedding ? ,Has a date been arranged for the wedding?,Have arrangements been made for the wedding to occur on a specific date?,Have arrangements been made for the wedding to occur on a specific date?,Have arrangements been made for the wedding to occur on a specific date?,Is there a date set etihad it tis the wedding oppureure?,have any date commitments for the wedding?,have any date commitments for the wedding?
 Not yet . ,Not yet.,Could I begin preparing now?,Could you confirm if it exists?,Could you confirm if.,Excuse me right now...,Excl: Not yet.,Excl: Not yet.Not yet.
I hear you bought a new house in the northern suburbs . ,I heard you bought a new house in the northern suburbs.,It appears that you have purchased a new dwelling in the suburbs that are located in northern Australia.,"Recently, you purchased a new property in the suburbs near the northern suburb.","Recently, you purchased a new property in the suburbs near the northern suburb.","Hey, I heard you bought a new house in the northern suburbs...","Hey, I heard you bought a new house in the northern suburbs...","Hey guys, it seems like you've bought a new house in the suburbs that are just inland..."
" That ’ s right , we bought it the same day we came on the market . ",We bought it on the day we went on the market.,We purchased it immediately after it landed on the market.,We purchased it immediately after it landed on the market.,We obtained it immediately after it hit the market.,Right - we bought it right on the day we went on our first day of selling it.,Right - we bought it right on the day we went on our first day of selling it.,Right - we bought it right on the day we went on our first day of selling it.
 What kind of house is it ? ,What is the classification of the house?,What is the classification of the house?,What is the classification of the house?,Could you provide information on the category of the house?,"I'm trying to guess what the house is for sale, what type of thing is it for - any ideas?",Name your real estate by this house what type of house it is??,Name my home what type of house
 It ’ s a wonderful Spanish style . ,The Spanish style is a wonderful and delightful choice.,The Spanish style is a delightful touch.,"The Spanish style is a delight to behold, and it's fantastic.","Very, very Spanish.",A fantastic Spanish style...,A fantastic Spanish style...,A really cool and lovely Spanish style here
" Oh , I love the roof tiles on Spanish style houses . ","Oh my goodness, I adore the roof tiles on Spanish style homes.",The roof tiles on Spanish-style houses are a source of delight for me.,The roof tiles on Spanish-style houses are a favorite of mine.,"Thank you for your comment, I appreciate the roof tiles on Spanish style houses.","Oh my goodness, I adore the roof tiles one sees erected on Spanish style houses...I can't get over that one of them.","Oh my goodness, I adore the roof tiles one sees erected on Spanish style houses...I can't get over that one of them.","Oh my goodness, I adore the wooden edifice's roof tiles... I could go on a trip today, right now I just can't get my hopes up."
 And it ’ s a bargaining . A house like this in river side costs double the price . ,"The price is double the price of a house like this on the river side, and it's a bargain.","The price of a house located on the river side is twice as much as this, and it's negotiated.",The price of acquiring a house on the river side is double that of the house in question.,The price of acquiring a house on the river side is double that of the house in question.,A double cost a house like this one on the river side is double the price of... and it’s. sacrificial.,A double cost a house like this one on the river side is double the price of... and it’s. sacrificial.,A double digit cost for a one-bedroom river side home here is double the cost of this deluxe inland house... and it’s ok.
" Great , is it a two bedroom house ? ",Is the house just a two-bedroomed residence?,Would a large house consisting of two bedrooms be considered if it were built in the 1920s?,Would a large house consisting of two bedrooms be considered if it has any?,Would the two bedroom dwelling in Great be considered a house?,I'm imagining this is a two-bedroomed house...is it really?,"I just got a house that had two bedrooms, is this the only one (I am based in Glasgow) apt for that kind of house - even though it has two bathrooms presently??","I just got a house that had two bedrooms, is this shoud it have any bathroom units or is it king size with two bathrooms??"
" No , it has three bedrooms and three beds , and has a living room with a twelve-foot ceiling . There ’ s a two-car garage . ","The house has three bedrooms, three beds, a living room with a twelve-foot ceiling, and a two-car garage.","The dwelling lacks three bedrooms, three beds, and a living room with ice ceilings of twelve feet. It also has onsite parking for two cars.","Although, the property has three bedrooms, three beds and, in addition, a living room with.50 feet ceiling in the center, and, with room for two cars and two radiators.","Although, the property has three bedrooms, three beds and, in addition, a living room with.50 feet ceiling in the center, and, with room for two cars and two radiators.","No, it has three bedrooms and three beds plus a living room with ice-cold ceilings and stocked with two car garages for added extravagance if you so choose...","Nope, it has three bedrooms and three beds, and a living room with ice ceilings of over ul. A two-car garage is also included for your amenity list with an oversized living nook and dining king size size sofa and twin bunks in the living area with skylights and an overhead overhead hanging chest of twin twins that open to the dining room and living quarters (not pictured) But don't worry, there's","Nope, it has three bedrooms and three beds, and a living room with ice ceilings of over ul, nought to be in another building, but there’s s also – if you haven’t already guessed it — rm 2 with two cars and elevator."
 That ’ s a nice area too . It ’ ll be a good investment for you . ,That's a lovely place as well. It'll be a good investment for you.,That area is a pleasant one as well. It will be advisable to invest in it.,"Additionally, that's a pleasant location. It'll be advisable to invest in it.","Additionally, that's a pleasant location. It'll be advisable to invest in it.","Nice place too, and it’ll be a good investment for you...",Nice place too — and it’ll be a good investment for you if you can afford it now...,"Nice spot too, and it’ll be a good investment for you..."
" Yeas , when will you buy a house ? ","When do you plan to buy a house, dear?","When are you planning to buy a house, buddy?",Could you inform us about your timeline for purchasing a house?,Could you inform us about your timeline for purchasing a house?,"Hey guys, when do you plan to buy a house?","Hey guys, when do you plan to buy a house?","Hey guys, when do you plan on buying a house?"
" Not untill the end of this year , you know , just before my wedding . ","Just before my wedding, but not before the end of this year, as you may or may not know.","It's unlikely to be until the conclusion of this year, as my wedding is approaching.","However, it's unlikely that it will happen until the end of this year, specifically before my wedding.","However, sadly, it will not be until the end of this year, which is also when I get married.","Just a couple of weeks before my big day, right before I get married, and not until the end of this year, that's when I'm ready to go and get ready for my wedding...","Just a couple days before my big day, right before I get married, and not until the end of this year, just in time for my wedding day...","Just a couple days before my big day, right before I get married, and not until the end of this year, just in time for my wedding day..."
" Right , congratulations . ","Right, congratulations.","Congratulations, and that is exactly what you need to say.","Congratulations, and that is exactly what you need.","Congratulations, and that is exactly what you want.",Bravo - it's the right time...,Bravo - it's that time right there...,Bravo right there...
 Thank you . ,Thank you.,Thank you.,Thank you.,Thank you.,thank you.,thank you.,thank you.
"Hi , Becky , what's up ? ","Becky, what's the latest news?","What's new, Becky?","What are the details of your trip, Becky?",Could you please inform me of your new surroundings?,Becky - can you tell me what's happening?,Becky here - can you tell me what's happening?,Becky here - can you tell me what's happening?
" Not much , except that my mother-in-law is driving me up the wall . ","I'm not very active, except for the fact that my mother-in-law is driving me insane.","Generally, I am not doing much, but my mother-in-law is driving me insane.","Although, unfortunately, I have not been able to do much, except for the fact that my mother-in-law is driving me insane.","Although, unfortunately, I have not been able to do much, except for the fact that my mother-in-law is driving me insane.",I don't really care - except when my mother-in-law pushes me down the street despite my bluffing.,"Mine doesn't seem like much other than my mother-in-law is pushing me to the brink of a wall, even with my best intentions...","Mine didn't get much done, except for my mother-in-law, who is causing me to be dangny and stooped up the wall..."
 What's the problem ? ,What's the matter?,What is the matter?,Could you identify the issue?,Could you identify the issue?,I don't see anything going on... what's the issue?,"I don't get it, what's wrong - what to do?","I don't get it, what's wrong...?"
