Sentence,Informal_10
 What's the problem ? ,Would anyone be able to spot the bug?
 She loves to nit-pick and criticizes everything that I do . I can never do anything right when she's around . ,She hates everything I do except her nit-picking. I can never do anything wrong when she's around.
 For example ? ,Would you bare-ton?
" Well , last week I invited her over to dinner . My husband and I had no problem with the food , but if you listened to her , then it would seem like I fed her old meat and rotten vegetables . There's just nothing can please her . ","She invited me over dinner last week. She was perfectly fine with my husband and I going out, but if you listen to her I fed her old meat and rotten vegetables. There's nothing that can satisfy her."
" No , I can't see that happening . I know you're a good cook and nothing like that would ever happen . ","The only answer is ""no"" - you are perfectly skilled at cooking, and I can't imagine that it would happen with you."
 It's not just that . She also criticizes how we raise the kids . ,"The message won ""She won't stop talking!"" ""The most powerful person on earth is the one who raised these children to be the best that we can be."""
" My mother-in-law used to do the same thing to us . If it wasn't disciplining them enough , then we were disciplining them too much . She also complained about the food we fed them , the schools we sent them too , and everything else under the sun . ","Mother-in-law used snippet gun after mother- in-arm has complained to us'she'd be disciplining her kids and we were disciplinin' them too' She also used to complain about the food we fed her and the children''re school too - she didn't let us discipline her or discipline us enough to discipline our children to a point, she just had to stop and let her pick up the phone and give her shit"
 You said she used to ? How did you stop her ? ,She said yes to this. How you nabbed her?
" We basically sat her down and told her how we felt about her constant criticizing , and how we welcomed her advice but hoped she'd let us do our things . She understood , and now everything is a lot more peaceful . ","All was above board. We sat down and talked about our emotions towards her constantly criticising us.We took her advice and said we would be okay with her, and she understood, so everything went smoothly."
 That sounds like a good idea . I'll have to try that . ,Wow!! That looks amazing - I'll have to try it out next time.
How are Zina's new programmers working out ? ,Zina hired fresh programmers - any plan of attack?
" I hate to admit it , but they're good . And fast . The Filipino kid is a genius . ","The Filipino kid is incredibly talented, even though I can't stand to be told, but they're good. And they move fast."
" So you'll make the Stars.com deadline , and have us up and running next week ? ","Stars! Just hit the lottery button, so will you be able to open us next week?"
" It'll be close , but we'll make it . ",The only catch is one win out of every five teams.
" Good . After Stars.com starts paying us , we won't need Vikam's cash anymore . ",Stars.com wont have any money left on Vikam's hand once he gets paid - good on that.
" And if we don't need them , we won't need Zina , either . ",Zina won't be needed if we fail to use them - the only thing missing is.
Do you like cooking ? ,Would you be elated if you were able to cook?
 Yes . I like cooking very much . I got this hobby when I was 12 years sold . ,Cooking is my passion. I started this hobby when I was 12 and sold it 12 years ago.
 Why do you like it ? ,Wouldn't you be ok with this outfit if it were on your mind?
 I have no idea . I like cooking by myself . I like to taste delicious food . ,Cooking alone is my favorite way to taste delicious food. I have no idea.
 That's wonderful ! ,Wouldn't feel bad!
" And I love trying new recipes , which I usually test with my friends . You can come , too . ","The recipe bar is always stocked with delicious food items, and I love trying out new recipes, especially those new ones I usually try with my friends. You can come to see me too."
 Really ? I hope I can have a chance to taste it . Don't forget to tell me . ,Would you be able to afford a bottling? Please let me know if you can share it with me.
 Certainly . ,Unfeastrally.
Anyone home ? Jen ! ,Anyone home with me? Jen!
 I'm in the kitchen ... let yourself in ! ,Kitchen gang... open!
 Wow ! You're really working up a storm ! ,WOW! You're doing amazing!
 I know . I've even worked up a sweat . ,Even sweat has left me unable to break any bones.
 You look like a cooking show host--only messier . ,The only thing holding you back from achieving a cooking show appearance is baffling cleanliness.
You look so tan and healthy ! ,"All you need is onesie, you're gorgeous!"
 Thanks . I just got back from summer camp . ,Glad.? Just got back from summer camp - thank you...
 How was it ? ,Would you be able to paint a picture of yourself?
 Great . I got to try so many things for the first time . ,Fantastic.... first time trying out a lot! :)
 Like what ? ,Would you be emohimnife?
" I went sailing , fishing , and horseback riding . ","sailing - one of my passions,fishing uk & horseback."
 I ’ m so jealous . ,The only thing holding me back from feeling jealousy is watching this.
 The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes ! ,All in ONE day!! It was the best summer ever! The mosquitoes weren’t even a tad annoying! Counselors were very polite!
"Diana , do you like the perfume I gave you ? ","Diana - Can you smell that perfume, Diana?"
" It ’ s good . But to tell you the truth , I don ’ t wear perfume . ","Parfum is great....but really, perfumes never come to my closet."
 I ’ m sorry . I didn ’ t know that . ,Done already. It was incredibly clear that I had a clue.
 That ’ s all right . Thank you all the same . ,All in ONE LINE. HEARD ALL RIGHT. THANKS SO much.
"Ah , ah , ah ... ","Ad!, uh n i r ah bon..."
" All right , Bill.Here ' s your daily exercise schedule . You are to jog before breakfast . ",All-in-one workout routines are designed for you. You start with a morning jog and complete your workout before breakfast.
 Jog ? ,Would you be able to upload video of you rigged Jog?
" Then , you are to walk to work . ",The only way to get there is on foot.
 Walk ? ,Walk?
 Thirty minutes in gym at lunch time . ,Fit 30 minutes gym session during lunch.
 Oh no . ,The only answer is 'Oh no.'
" Use the stairs , never the elevator . ","Never use the elevator, but instead walk up the stairs instead."
" Oh , dear . ",Sweet!
" And three times a week , you can either swim , play racketball , or hand ball . ","Swimming - once inning free on weekdays wahl rinkrink & racketball, handball, swimming are also available."
 Oh no . ,The only answer is 'Oh no.'
" OK , you can stop now.It ' s time for the dance class . ","The answer 0 all ok with this NOW is stop it now! :) It’s all said and done, it’ll be in the dance class."
 Dance class ! I don't know how . ,"Dance class! I have no idea how to do it, but I love it!"
 You will . ,The only answer is yes.
 Oh ... ,The only answer to this question is yes... Oh...
"Hi Bill , I saw your grandma yesterday . ",Bill! Just saw your grandma yesterday.
 Oh where was that ? ,Cant find it?
 I was running around the track at my college and there she was walking around the same track . ,"Running around on track at my college was my first move, and she saw me walking around the same track."
 Grannie always tries to stay fit and healthy.She is always making us kids eat the proper foods . ,Granville demonstrates her dedication to staying fit and healthy without ever compromising her eating habits.
" Well , it pays off for her.How old is she anyway ? ",Would anyone be able to pay for her new outfit if it pays off? How old is she?
 She will be 86 next month . ,She won the 86th birthday party in her 84th year next month and she will be 87 next year.
 That is truly amazing ! ,WOW!
I would like to register for a class today . ,Would you be able to let me know how I can sign up for a class today?
" No problem , what class would you like to take ? ","Would you be emmancipated? If yes, which course would you opt for?"
 I would very much enjoy taking a Psychology class.Because I'm crazy . ,Wouldn't have anyone believe I could take a Psychology class if I were unable to attend it because I'm crazy.
 There are two classes that are still open . ,The dreariest two classes yet to be closed.
 Which days are these classes on ? ,Can you predict the Sunday time slot for these classes?
 The first class is a Tuesday and Thursday class from two to three . ,"Classed of TUES 8 am - 3 pm on Tuesday, first class starts tuesday."
 What about the other class ? ,Would the lone class be able to make a big statement?
 The other class is on Monday and Wednesday from 10 am - 12 . ,Class 10 - 12 runs Monday & Wednesday.
 Are you sure there are no more open classes ? ,Would you be em ur the one who said open classes are dead?
 I'm positive . ,Positive...
 Sign me up for Monday and Wednesday . ,Pay em Monday tem midi.
" Okay , I'll sign you up . ",Would you be em ligh id sign me up?
"Dad , why are you taping the windows ? ",Dad :-) [/PS3] Why are you tapping the windows?
" Honey , a typhoon is coming . ",Hurricane honey : Typhoon on the rocks!
" Really ? Wow , I don't have to go to school tomorrow . ",Real deal! Tomorrow isn't the time - I have school tomorrow.
" Jenny , come and help , we need to prepare more food . ",Jenny invites you to come out and play a role in cooking food.
 OK . Dad ! I'm coming . ,Dad! It's all set.
"Hi , my name is Lean , and I'm from Russia . ","Alexander! All of you are from Russia, amigos! Hi!!"
" Nice to meet you , Lean . My name is Alike . I'm from Japan . ","Nice get in tiger, Lean! Hi there! :) I'm a Japanese citizen."
 To me English is a difficult language . ,The hardest language to learn in my opinion is English.
 A second language is always difficult . ,One cannot imagine a world without'second languages'.
" True , but English is harder than most . It's a crazy language . ",Real thing - English's pretty freakin' hard!!!!!!!!!!! ONE THING ELSE EVEN MONTHS.
 A crazy language ? Why do you say that ? ,Wouldn't you be able to call a language insane? Why?
 One letter can have several pronunciations and one word can have several meanings . ,"One sound cannot be substituted for one letter i.e. one word cannot substitute one sound, one letters cannot replace one phonetic word, and one typed letter cannot change one pronunciation, even one Word cannot reproduce one meaning."
 No wonder you say English is a crazy language . ,"The rumor circulating online states that English speaks only one language, which you agree perfectly."
Can I help you ? ,Would you be able to get in touch with me?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",Would anyone be able to aid me in locating raw material for my paper project?
 I'll certainly try to help you . What topic is your paper on ? ,Would you be emmancipated if you could complete this?
 My paper is on the influence of television on children . ,One of the goals in my newspaper - 'The Spectacle'. : Children's IMPACT BY VOILING TUBE TO THINGS ON TV WHICH ITS HELPING.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,One of most popular'sources' you all know how to use is the computer - you name it if you want to see all the scientific journals that cover children and television.
 Thank you for you help . ,All the people donating their time were greatly greatly rewarded.
Here ’ s your hot dog and beer . What happened ? Did I miss anything ? ,Cant see anything? Was there a glitch?
" Yeah , Cal Ripen just hit a home run . ",Cal Ripen hit.
 What ’ s the score ? ,Would you be able to give me the score?
" Well it was 3 to 4 , but Ripen ’ s home run made it 5 to 4 since another player was on first base . ","The game was leveled 3 runs ahead, but Ripen hit a home run that tied it 5 runs, allowing another player to hit first base."
 So Baltimore is winning ? ,Baltimore winning?
 Right . ,All-time high.
 This is a really great place to watch a baseball game . ,One of the best locations ever to watch a baseball game is this one.
" Yeah , there isn ’ t a bad seat in the place . ",Seat robbery - you won't find a better one in that place.
" The fans are great here , too . Not like in Philadelphia . ","The fanbase is strong here, too..Den't expect Philadelphia's level of support either."
 It was a great idea to spend a day watching a game . ,"One perfect idea to spend a entire day watching. he game,It was great to see the f**k."
" Yeah , it reminds you why they say baseball is America ’ s favorite pastime . ","Baseball is America's favorite sport, right?"
How do you like the pizza here ? ,Would the pizza you have chosen be a popular dish on this place?
 Perfect . It really hits the spot . ,Perfectly executed. This is spot on.
Do you have a light ? ,Would u be able to light up a bulb?
" Sorry , I don't smoke . ",Done!.  -Smoking is not for sale!
I was scared stiff of giving my first performance . ,Scary of all of ramblings - first time all this from someone who knew what it was about to be on stage.
 Were you ? your performance was excellent . ,Would you be? your show was outstanding.
 Thank you for your kindly words . ,Would always be extremely much amused by your kind words.
Excuse me . Could you please take a picture of us with this camera ? ,Would you be able to snap a photo of everyone with this camera?
 Sure . Which button do I press to shoot ? ,Shooting? Sure! :) 3. ;3? [/action]]...[/word]
 This one . ,One.
 Do I have to focus it ? ,Would the goal of 'Center All' be attainable?
" No , this is a focus-free camera . All you have to do is point and press the button . ","All you need to do tis the camera - it's a focusless one. Simply point it, press the button and voilà!"
 All right . Say cheese ! ,Cheese!
Every country should face the history . ,All countries need to go back.
" Yeah , we don ’ t live in the vacuum . We have traditional values and long but different history . ","The vacuum isn't there -we have tradition, yet incredibly strong people, with a rich history and strong family ties."
" Sometimes , we , human beings , really had done something wrong , so we should admit it at first . ","Human beings can easily admit that they have made a mistake, requiring immediate action."
 But there is always somebody who wants to turn his back on the true history . ,Even the best dubbed for real history is never lost on anyone who wants to turn their back on it.
" I believe such things won ’ t be realized , just daydreaming . ",Dreaming won't turn out any other way.
"Do you like traveling , Kathy ? ","Would you be elated if you were able to go on vacation like you do, Kathy?"
" I like traveling for pleasure to get places for vacation for instance . But I don ’ t like traveling to work , waiting for buses , or ... ","The thrill of traveling is infectious.. I would go anywhere for a vacation. But the worst part isn’t going to work, standing in traffic or waiting for busses."
 Or getting stuck in traffic jams when you ’ re driving . ,Driving errater in traffic jams without a lane or being stranded.
 Exactly . ,Adequate!
Your house is too small . Why not buy a big one . ,Done with house. Big home. Don't you?
 I do wish I could afford one . ,Wisheon have - one.
 You can get a loan from the bank . You know LPF program provides low cost loans for participants home purchases . ,Banks now approve loan applications too.
 Of course I know that . But don't you notice that the house price is skyrocketing ? ,Even realistically true!!How're you guys feeling when you see house prices go up and go down?
"How do you do , Prof.Smith . ",Prof.Sharp speaks English.
" How do you do , Ms . Yang.You speak very good English . ","Speaking fluent English, Ms. Yang."
 Thank you . I begin to like English even when I was a child . ,The power of English language still lives on even after my childhood.
 Where did you learn it ? ,Can you walk me through how you got it?
" At school , in China.This is my first time to be out of my own country . ","China is always my home country. I'm currently in school in China, but for the first time ever, I haven't been out of my own country for at least two years."
 It's amazing . ,Amazing.
Do you want black or white coffee ? ,Would you buy black or white coffee?
" White , please ",White ) - you are in the White White House.
 Look ! there's a Folk concert tomorrow evening . Do you Want to go ? ,Would you be kicking off a Folk concert tomorrow night?
 I don't like Folk music very much . ,"Music in any form isn't my thing in general, so what's wrong with me?"
 What kind of music do you like ? ,Music - any music fanatic?
 I like classical music . Do you ? ,Classical music is among my top picks. Would you be willing to share your opinion if you enjoy classical music?
 Not very much . Classical music sends me to sleep ,Classical beats always envelop me. Nothing beatable. Not even close.
 I don't believe you . ,Done man.
 It ’ s true . ,Real.
 You are funny ! ,Done man!
 So are you ! How about another coffee ? ,Wouldn't you be happy?!?
What do you like to do in your spare time ? ,Would you be able to paint countless pictures of yourself during your free time?
 I like playing chess . ,Chess is my favorite game.
 Do you have any hobbies besides playing chess ? ,"Excluding playing chess, what other outdoor activities do you love?"
 I'm afraid not . ,Fear not?
 Do you have any hobbies like playing tennis or things like that ? ,Would you be bare-n-air?
" Oh , yes . I like playing basketball . ",Basketball is incredibly popular among me.
 Can you tell me why you like it ? ,Would you be emmanous if you had the chance to choose one and share your reasons for liking it?
 Because I like the feeling of cooperating with others . ,"The reason I love teaming up with others is simple, because I enjoy it."
Where is John ? I can't find him anywhere . ,Can nobody locate John? I'm on the hunt for him but he's disappeared.
 Haven't you heard that he is in prison ? ,"He is already in jail, isn't it?"
 What ? Beg your pardon . ,Wouldn't you be able to end everything? Please grant your alimony.
 John is in prison now . He was copped outstealing . ,Criminal arrest warrant has jailed John for stealing while under police custody.
 I just cann't believe my ears ! ,Crazy - all my ears are real!
Can I help you ? ,Would you be able to get in touch with me?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",Would anyone be able to aid me in locating raw material for my paper project?
 I'll certainly try to help you.What topic is your paper on ? ,Would you be emmancipated enough to give me 100% of my help?
 My paper is on the influence of television on children . ,One of the goals in my newspaper - 'The Spectacle'. : Children's IMPACT BY VOILING TUBE TO THINGS ON TV WHICH ITS HELPING.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,One of most popular'sources' you all know how to use is the computer - you name it if you want to see all the scientific journals that cover children and television.
 Thank you for you help . ,All the people donating their time were greatly greatly rewarded.
"Hey , Ted . What are you up to this Friday ? ",Happy Friday everyone!
" Well , I have the day off from work . ",The only reason I can stay home from work today is because of daylight saving.
 That ’ s great ! Do you have any plans ? ,Happy! Can you imagine anything other than happiness?
" Well , I ’ Ve been working so hard lately , so I ’ ll probably just take it easy . ",Hard working ever.
 Sounds nice . ,Nice sound eh?
" Yeah , I ’ ll probably just stay in and relax . Maybe watch a few movies . ","Right on target, he said.. Just chillin' - I'll most likely stay indoors, watching a couple movies."
 Can I stop by ? ,Would you be emceeing me if you pop in?
 Sure . Any time . ,Real. Every time...
You honestly believe the world ’ s improving every year ? ,Wouldn't you be 100% confident that the world is getting better with every passing year?
" Yes , I do . I think that science is making us wiser . What do you think ? ",Would you be emoyif?
 I don ’ t think you ’ re right there . ,The only thing standing between you and me is you.
 I believe industry is making us wealthier . ,Industrial dominance exemplifies wealth creation.
 I don ’ t believe that . ,The f--- up nipple is a completely different.
" And in my opinion , medicine is making us healthier . ",Medicine appears incredibly effective in making us ill.
" I agree with you in the sense . But we ’ re all more miserable than ever , aren ’ t we ? ","Dong hog the mean s**t, isn't it? We're all going to be giddy up and down in our misery."
" I don ’ t agree with you . I maintain that we ’ re healthier , wealthier and wiser than we were a hundred years ago . ","Cant believe it., but you are right.. 100 years aren’t over yet I believe we are ahead of the times – healthier — richer and wiser than we were 100?"
 That ’ s your opinion not mine . ,"Done completely, it's mine, not your one."
What do you plan to do for your birthday ? ,Happy 21st birthday! What do you have in mind?
" I want to have a picnic with my friends , Mum . ",Mother Nature is playing picnic in the corner and I want to join my friends and have a picnic.
 How about a party at home ? That way we can get together and celebrate it . ,Wouldn't barefoot throwing a party at home make it possible to have supper with everyone present?
" OK , Mum . I'll invite my friends home . ",Mum.! - Mum the best... I'm going to bring my friends a lone home '.
How may I help you ? ,Would you be emmancipated if you were in a position to do so?
 I would like to return this book . ,Would you be emceeing me back home with book.
 Is that all you need ? ,All you need is?
 I also want to check out this video . ,"The video is on point, making it even more worth watching."
 Is that all you would like to check out ? ,Wouldn't you be able to go inside that's all you want to see?
 That ’ s all I need . ,All you need to do now is...
 Do you have your library card ? ,Would you be able to show your library card?
 Here it is . ,The.
 Make sure to take proper care of this video . ,Done graduosamente tienemos a proletariat en vivo all the video clips.
 That won ’ t be a problem . ,Nothing will stop it.
" If you damage the video , you will be fined . ",Videohacking will result in a fine if you ruin the video.
 I won ’ t damage it . ,Wouldn't break anything if it fell on me.
What's the matter with you then ? You look miserable . ,Wouldn't you be happy if you were this desolate?
 It's us . ,The one'' It's us.
 What do you mean by us . ,"Would you be able to shed light on what you mean by ""us""?"
" Well , you always say you're busy . ","Every time you answer me ""you're running late,"" you reveal yourself."
 That's right . ,All the way!
 And you often go back to live with your parents and leave our son in the room by himself . ,Many people move right back home to live with their parents and leave our son alone in the room.
" I ... I ... I miss my parents , also they miss me . ",Motherly love... She lands a job just because my parents are still grieving.
" Oh I remember , I cut terrible calls , and you didn't say anything about it . ",The only thing you said to you was that you cut me off after making terrible calls.
 You mean I am groaned a few words ? ,Would you be able to paint a picture of yourself on Facebook?
 Totally not . Perhaps it's about our marriage . ,Completely never!! Wouldn't it be true? Probably centered on marriage.
"Hi , Mary . You look pale today . What's the matter with you ? ",Mary! You guys look pale now! What the heck is wrong with you?
 I think I've caught a cold . Now I'm aching all over . ,"All over my body, incredibly aching all over it. I would only be able to move on completely."
 You'd better take some medicine and have a good rest . I hope you'll be yourself pretty soon . ,"Wouldn't you be f****** fine now? Just barefoot, I hope you're doing pretty well."
 Thank you . I suppose I should go to see a doctor . ,Would you be able to help me? I would love to see a doctor.
"I feel like going for a drink , it's been a long day . ",Tireless end of work day.
" Great idea ! Peter , I could use the drink . ",Awesome idea!! Peter - I would be able to get you a drink.
 How about the new bar across road ? ,Would the bar on Broadway now be reopened like the new one?
" Sounds good . The food there is fantastic , too . ","All in ONE word - fantastic. The food sounds amazing, too."
" I agree , I had lunch there last week . ","Adorable, lunch had u."
 excellent ! That sounds like a plan . ,Awesome!! That looks really good!
"Could you tell me the right time , please ? ","Would you be able to let me know when it is, please specify the correct time?"
 Well . My watch says five past two . But it ’ s no use rely on it because it has been gaining and losing these last a few days . ,The last 365 seconds have already been pounding on my watch. Despite it showing five past two on it... well my wrist is giddy with dread.
 You have to go and fix it . ,All you need to do is patch it up.
 Yes . I will . ,Would you be emcee?
does your family have a record of your ancestors ? ,Would you be able to invent all of your ancestors' names in your family tree?
 sure . My mom has been working on our family tree for years . She ’ s always updating it . ,The family heirloom tree has already been up in the air! My mom has been working on it for years. She's always fixing it.
 do you have a copy of your family tree in your house ? I ’ d love to see it . ,Would you be able to photograph your family tree in the privacy of your home?
" I can show it to you now , if you like . I think it goes back about 8 generations so far . ","Would you be able to catch a glimpse of it now, if you so desire - I believe it has been around for 8 generations."
 that ’ s amazing . Do you have a large extended family ? ,Would you be able to share the wealth of your massive family if you have a large extended family?
 I ’ Ve got 30 cousins on my mom ’ s side and 10 cousins on my dad ’ s side . ,The only siblings to have children in my ’ ve family are my parents' 30 cousins on my mother’s side and my father’’.
 are you very close to your first-cousins ? ,Would you be fucking good with your first-born?
" the ones that are my age are close relatives . Now that I ’ m older , I don ’ t spend as much time with them as I used to , so I don ’ t know my younger cousins as well as the older ones . ","The cousins of everyone in my age group are close family members, yet now I can’t see or speak with them as well as my older cousines."
 I see . who ’ s the head of your household ? ,Would you be able to name everyone in your household?
" it ’ s definitely my mother . And , her mother is definitely the matriarch of the bigger family . ",The mother of the clan is definitely my mother. And her mother is the leader of a larger family.
 that ’ s interesting . What does your grandfather think of your step-mother ? ,Would you be able to shed light on your grandfather's perspective on you and your step-mother?
" at first , she was quite critical of her , but now that they ’ Ve been married for a few years , she ’ s starting to accept the fact that my father divorced my mother . ",She said if you' drew her first pennio - she was extremely critical'At first she didn't cry unless she's married for a couple of years she doesn''at first guessed the truth — my dad divorced my mom
" that ’ s pretty much how you feel about your step-mother . Like grandmother , like grandson . ",Grandma is just incredibly close to your heart – just like your grandmother was. Just like you. That's pretty much how you feel about your step-mother.
"Hi , Mr . Wang . Do you feel like going boating with me ? ","Would you be able to go boating with me, Mr. Wang?"
" Sounds interesting , I haven't gone boating for some time now , and what time ? ",Boating has caught up with me - anyone aware of a boating event?
 How about tomorrow afternoon ? ,Would the last person on earth be able to see tomorrow afternoon?
 Sure . Where shall I meet you ? ,Would you be eloquent?
 At the gate of the park . ,Gate located exactly at the entrance of the park.
 Great . I look forward to meeting you . ,Fantastic. Can u meet me?
 See you then . ,Would you be em :) See you in heaven?
 See you . ,Nice one.
I hear that you've been to the Saikei Ski Resort for the weekend . Did you enjoy it ? ,Would you be elated if you were able to ski at Saikei Ski Resort over the weekend?
" Yes , it's so exciting , though I had the most falls in our skiing team . ",The team is still exhilarating even though I was the most successful skier on the team in terms of falls.
 Isn't there any coach to teach you how to ski ? ,Ski coach?
 Of course there is . The top-level coaches there are from the State Sports General Administration . ,All in ONE place.. All top coaches there are State Sports General Administration-certified coaches.
 Could you move smoothly ? ,Would you be emceeing all of whith?
 Yes.My face even ached in the icy wind . ,Even the hottest wind made it too smoochable.
 What happened afterwards ? ,Would you be able to paint a picture of everything?
