Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
 Really ? I think that's impossible ! ,Is it really impossible to do that? I doubt it!,Is it really unattainable to believe that?,I'm not sure if I can say it perfectly. Is that really possible?,I'm not sure if I can say it perfectly. Is that really possible?,Wouldn't you be 100% correct? I'm totally in the dark!,Wouldn't belief in yourself ever be possible if you couldn'T answer that one single question?,Wouldn't belief ever cease to exist! Totally!
 You mean 30 push-ups ? ,What's the meaning of 30 push-ups?,Is 30 push-ups worth measuring?,Is it accurate to say 30 push-ups?,Is it accurate to say 30 push-ups?,Would 30 push-ups be all that you'd ask for?,Would 30 push-ups be all that you are asking for?,Would 30 push-ups be all that you need in your workout routine?
 Yeah ! ,Is it true?,"Is it possible to say ""yes""?","Is it possible to say ""yes""?","Is it possible to say ""yes""?",Wouldn't u take a single drop?,Wouldn't u take it?,Wouldn f******t that
" It's easy . If you do exercise everyday , you can make it , too . ","It's uncomplicated. If you exercise daily, you can also make it easy.","It's uncomplicated. If you engage in daily exercise, you can also prepare it.","I mean, you can make it easy by doing it every day.","I mean, you can make it easy by doing it every day.",Easy. Every day you perform!,Easy. Every day you perform!,"Easy coding just takes a minute!! If you work out every day, you can make it easy too."
Can you study with the radio on ? ,Is it possible for you to use the radio to study with the radio on?,Is it possible for you to use the radio to study with the aid of a radio?,Is it possible for you to use the radio to study with the aid of a radio?,Is it possible for you to use the radio to study with the aid of a radio on?,Would you be able to play music on?,Would playing radio on. work fine for you to listen to?,Would playing radio on. you able to listen!
" No , I listen to background music . ","No, I don't listen to music in the background.","No, I don't listen to music in the background.","No, I don't listen to music in the background.","No, I don't listen to music in the background.",Music plays anthems? Nope.,Music plays anthems? Absolutely not.,Music plays anthems are used in background without any vocals.
 What is the difference ? ,What distinguishes the dissimilar?,What distinguishes the dissimilar?,What distinguishes the dissimilar?,What distinguishes the dissimilar?,Can the.......................................... 20.......................,Can anything ever say without arguing!,Can anything ever say without arguing!
 The radio has too many comerials . ,The radio has an excessive number of comerials.,There are an excessive number of comerials on the radio.,"There are an excessive number of comerials on the radio, too.","There are an excessive number of comerials on the radio, too.",One person has thrown too many meteorites on the radio.,"One person spotted 2,000 comets on the radio.",One out. The radio plays too many cricket crickets.
" That's true , but then you have to buy a record player . ","Yes, it's accurate, but then you have to buy a record player.","Yes, it's accurate, but then you have to buy a record player.","Yes, it's accurate, but then you have to buy a record player.","Yes, it's accurate, but then you have to buy a record player.",The only thing holding it true is buying a record player.,The only thing holding it true is buying a record player.,The only thing holding it true is you won't need to buy a record player.
Are you all right ? ,Are you in the right place?,Are you a good candidate for the position?,Is it true that you are satay?,Is it true that you are a solitary person?,All the eggs in one egg?,All up!,All up!
 I will be all right soon . I was terrified when I watched them fall from the wire . ,"I am going to be all right now. When I saw them fall from the sky, I was terrified.",I am going to be fine in the near future. I was frightened to see them fall from the sky.,I'm sure I will be fine soon. I was frightened to see them fall from the sky.,I'm sure I will be fine soon. I was frightened to see them fall from the sky.,"Fearless, I am going to be all right now....I watched them fall from the sky.",Fearless..I will be all right soon.‘Watching them fall from the sky today I was terrified.,Fearless..I will be all right soon.‘Watching them fall from the sky today I was frightened.
 Don't worry.He is an acrobat 。 ,He is an acrobat. Don't worry.He is acrobat too.,There's no need to worry about his acrobatic dexterity.,"I think he's a good crooner. There're no remorse in my eyes, but I can't help but notice that.",I think he's a good crooner. There're no remorse in my view.,He excels in aerial stunts. Don't be afraid.He is an acrobat.,Done yet.He is able to perform crocodile movements.,"Done yet!He is able to perform 3>>crobat,.He even screams!He just grins and yells at his idols, but he never does."
 I see . ,I see.,I see.,I see.,I see.,The answer overwhelmingly clears.,The answer overwhelmingly clears.,The answer overwhelmingly clears.
"Hey John , nice skates . Are they new ? ","John, I'm curious if you have any new skates for me to try out.","I've heard good things about your skates, John. Are these new, new skaters?","I've heard good things about your skates, John. Are these new, new skaters?","I've heard good things about your new skates, John. Do you think they're new?","Nice skates guys, did you buy any new ones?","Nice skates guys, john! Where are you?","Nice skates guys, john! Where are you?"
" Yeah , I just got them . I started playing ice hockey in a community league . So , I finally got myself new skates . ","I recently acquired new skates, which I'm happy with. I started ice hockey in a community league and got new skates just a few months ago.","I recently acquired new skates, which I'm a ice hockey player who started in 'a community league' I started playing reiteratively in the league and got some new sets.","I recently acquired new skates, which I'm a ice hockey rinkr who started in.","I recently acquired new skates, which I'm a icehockeyer. I started playing ICE hockey in 'a community league'.","Got skates just because I'm in ice hockey - a league I started in, I got new skaters.",Got skates! I started playing ice hockey in a community league and I finally got my new skateboards.,Got skateboards today! I'm in ice hockey at a community league and I was able to play.
 What position do you play ? ,What is your preferred position?,What is your preferred position?,What is your preferred position?,What is your preferred position?,Would you be emcee?,Would you be emcee?,Would ever-evident plumber/socket man you be in.
 I ’ m a defender . It ’ s a lot of fun . You don ’ t have to be able to skate as fast on defense . ,"Being a defender is enjoyable. However, you don’t have to be lightning fast on defense.","I'm a defender and it's piqued my interest. You don't have to be lightning fast on defense, though.","I'm a defender and it's piqued my interest. You don't have to be lightning fast on defense, though.","I'm a defender and it's piqued my interest. You don't have to be lightning fast on defense, though.","Being defended plays incredibly well on offense, it's a great way to be happy.",Hockey is fun even if you are not able to skate fast on defense.,Hockey is exciting even if you are not able to skate fast on defense.
" Yeah , you ’ re a pretty big guy . I play goalie , myself . ","I'm a goalkeeper and you're a pretty big guy, right?",I'm a goal-setter and I think you're essentially slender.,I'm a goal-setter and I think you're essentially slender.,I'm a goal-setter and I think you're essentially slender.,The big guy is incredibly impressive. I'm a goalkeeper myself.,The big guy is incredibly impressive. I'm a goalkeeper myself.,The big guy is incredibly impressive. I'm a goalkeeper myself.
" Oh , yeah ? Which team ? ",What's the team? YES?,What's the name of the team that does?,"Which team do you think is the best fit for, oh please, the right team?","Which group of players does oh well, yeah?",Whose team is that??,Can everyone guess which team is that?,Can everyone guess who is on which team?
 The Rockets . ,Rockets.,"The Rockets, a group of enthusiasts.",A group of The Rockets.,A group of The Rockets.,Rockets.,Rockets.,Rockets team.
" Really ? I think we play you guys next week . Well , I have to go to practice . See you later . ",Is it true? I believe we're playing together next week. I have to go to practice. See you later.,Is it true? I believe we're playing together next week. I have to go to practice. See you later.,I'm assuming we'll play against each other next week. I have to go to practice. See you later.,I'm assuming we'll play against each other next week. I have to go to practice. See you later.,Real? It looks like tomorrow is game day. :) Go ahead and see if you guys are playing. Me too! I have to go to practice - can't go anywhere today? See you later mate's.,Real? The only thing on your mind is me assuming you guys are playing us next week. I have to go frantically to practice - I'll be back there later. See you then.,"Real...!... You guys are playing tonight..well I have to go out RIGHT NOW, and I will be able to see you all over again a couple of days...."
" All right , see you later . ","All right, I'll see you later.",I'll be back later.,I'll be back later.,I'll be back later.,All in regulă - now.,All in bar.,All in bar.
"Hey Lydia , what are you reading ? ","Lydia, can you tell me what you're reading?","Lydia, can you tell me what you're reading?","Lydia, can you tell me what you're reading?","I'm curious, Lydia, what book are you currently reading?","Would you be emceeing back if you could tell us what book you were reading now, Lydia?","Would anyone be able to read it already!! Lydia, what book are you currently reading?","Would anyone be able to read it already!! Lydia, can you share what novella you are reading?"
" I ’ m looking at my horoscope for this month ! My outlook is very positive . It says that I should take a vacation to someplace exotic , and that I will have a passionate summer fling ! ",Horoscopes: This month I have a very positive horoscope which says that I should go for a trip to a foreign country and have a fling or something with my significant other this summer - can you help me out if I'm wrong?,"My horoscope for the following month is very optimistic, and it suggests that I should take a trip to unforeseen exotic locations and have sex this summer. I am looking forward to it!","My horoscope for the following month is very optimistic, and it suggests that I should take a trip to unforeseen places and have sex this summer. I can also share my upcoming romantic plans for next month!",I received a very positive horodic reading for this month. It suggests taking secluded holidays to an exotic location and possibly pursuing merrymaking in the summer.,"All the HGTV predictions released this month are highly positive. I am planning a summer vacation and hoping to have sex on the beach or somewhere exotic, and my horoscope today is positive too!",All the happiest horoscope readings this month have me on the cusp of taking a trip to  exotic destinations and having sex this summer!!,All the happiest horoscope readings this month have me on the brink of achieving a summer vacation in pristine South Africa and having sex on it!!
 What are you talking about ? Let me see that ... What are horoscopes ? ,Can you explain the concept of horoscopes?,What is your perspective on horoscopes?,What is your perspective on horoscopes? Let me enlighten you on what they mean.,I'm curious about the meaning behind horoscopes. Could you elaborate?,Would you be able to shed light on the subject of horoscopes?,Would you be elocutrt?...Most astrological experts would you enthousiass you with their horoscopes?,Wouldn't you be  based completely bare? I'm gonna ask you this one first... What's a horoscope?
" It ’ s a prediction of your month , based on your zodiac sign . You have a different sign for the month and date you were born in . I was born on April 15th , so I ’ m an Aries . When were you born ? ",Is there a month and date in which you can predict based on your zodiac sign? I was born on April 15th and I am an Aries.,"I'm wondering when you were born, considering that you have a different zodiac sign for the month you are born in and your zodic month is April 15th.","I'm wondering when you were born, considering that you have a different zodiac sign for the month you are born in and your zodic month is April 15th.","I'm wondering when you were born, considering that you have a different zodiac sign for the month you are born in and your zodic month is April 15th.",Birth Date 08:00 Aries TUe is 05:59:00 Arise 04:06 GMT CDT £30.00 Monetarium YO &O,Birth Date 08:00 :f:018:00 Aries - born on 15th April 1900 GMT -04-25 05:59 PM GMT CEST | Prediction of Month Predictive Millionaire Birth Year?,"Birth Tagged astrastrologist progamon!! You are born on 15th of April, Aries month and you have a zodiac sign which is corresponding to whose birth date you are in."
 January 5th . ,January 5th marked the beginning of the current week.,January 5th marked the beginning of the current week.,January 5th marked the beginning of the current week.,January 5th marked the beginning of the current week.,The 5th of January is over.,1 January all day.,1 January all day.
" Let ’ s see . . . you ’ re a Capricorn . It says that you will be feeling stress at work , but you could see new , exciting developments in your love life . Looks like we ’ ll both have interesting summers ! ","Capricorn is a sign that indicates work-related stress, but also offers opportunities for love and romance.","Capricorn, you will experience work-related stress, but it also means the start of new exciting opportunities in love!","Capricorn, it means that you will experience work-related stress, but you may experience exciting new experiences in your love life, and we both look forward to having exciting summers!","Capricorn: Expect some work-related stress, but also exciting love life with new discoveries – it seems we can both have fun in the summer!",Love! You are incredibly lucky!! As a Capricorn you are going to work MANY hours & have lots of work to do... yet exciting love life! How exciting is that?,"Love!! You are astride  - a Capricorn! It says: “You are going to work hard, love & love you”. It sounds like you both have summer on the right side!",Love everyone! You are a Capricorn too!! Work will always be stressful! New beginnings! Love!
" That ’ s bogus . I don't feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . ","I don't experience stress at work, and I have no romantic life. All of this is a sham. This zodiac information is all bogus.","I don't experience any stress at work, and my love life is almost non-existent. This zodiac stuff is a figment of our brains. It's not even worth considering.","I'm not experiencing any stress at work or in a committed relationship, so I don't think this zodiac information is accurate. It's all phony.","I'm not experiencing any stress at work or in a committed relationship, so I don't think this zodiac information is accurate. It's all phony.","All the zodiac astrology is completely erroneous. I don't experience stress anywhere in my work life, and I've had no romantic relationships.","All my friends are promoting astrology, making it impossible to fathom anything of importance. I have no worries about my work life, and love life is a thing of the past.","All my friends are promoting astrology, making it impossible to fathom anything of importance. I have a flawless work life, and I am completely unattached in love with my significant other."
" No , it ’ s not , your astrology sign can tell you a lot about your personality . See ? It says that an Aries is energetic and loves to socialize . ","Aries is a person who is energetic and enjoys socializing, according to astrology, but this can be a big deal because your zodiac sign can also tell you a lot about your personality.","Aries is an energetic and socially active astrology sign, but it's not a straightforward answer, as your horoscope can reveal countless details about you.","Aries is an aristocratic sign that enjoys socializing, but it's not purely based on astrology, which can reveal much about one' s personality.","Aries is an aristocratic sign that enjoys socializing, but it's not purely based on astrology, since your sign can reveal countless details about your personality.","Numerous signes in astrology reveal incredibly clear and powerful personality traits, such as energy, social interaction, and love. Despite this, it's impossible to guess what an Aries is exactly.","Numerous signees belong to sign board.... astrology knows all this, right? Absolutely. An Aries is energetic energetic person he loves to party with.","Numerous solar signets align perfectly with Aries, who is pictured above, demonstrating their love for social interaction."
" Well , you certainly match those criteria , but they ’ re so broad they could apply to anyone . What does it say about me ? ","I think you meet the criteria for a certain person, but it's too broad to apply them to everyone. What does this say about me?","I'm sure you meet those criteria, but it's a broad range of criteria that could be interpreted by anyone. What does this imply about me?","I'm sure you meet those criteria, but it's a broad range of criteria that could be interpreted by anyone. What does this imply about me?","I'm sure you meet those criteria, but they're not exhaustive. What does this say about me?","The only catchphrase is ""you meet the qualifications - everyone says it. What does it say about me?""","The only catchphrase is ""you meet all the standards outlined above ”. What does it say about me, given that everyone could easily use it?","The only catchphrase is ""you meet all the standards outlined above ”. What does it say about me, given that everyone knows you."
 A Capricorn is serious-minded and practical . She likes to do things in conventional ways . That sounds just like you ! ,Capricorn is a person of high social standing and practicality. She has a tendency to engage in traditional activities. Sounds like you could be a Capricorn too?,Capricorn is a practical and empathetic person who is also savvy. She has inclination to engage in conventional activities. Sounds like you have chemistry...?,Capricorn is an astute and pragmatic persona. She enjoys doing things in a conventional manner. Sounds like you could be referring to me!,Capricorn is an astute and pragmatic persona. She enjoys doing things in a conventional manner. Sounds like you could be referring to me!,"The universal language is true, just don't judge me too harshly!?! Sounds exactly like you!","The universal language is true, naive and grounded in her sign Capricorn. She is known for her ability to think outside the box. Sounds amazing - I totally saw that one person had that trait!","The universal language is true :-) A Capricorn is a person who is extremely serious and practical - She likes things done in purely non-artistic ways, which is not unusual for cpripers! That sounds just like you!"
"Frank ’ s getting married , do you believe this ? ","Frank is getting married, do you agree with Frank's decision?","Is it your belief that Frank is getting married, as he is rumored to be?","Is it your belief that Frank is getting married, as he is rumored to be?","Is it your belief that Frank is getting married, as he has mentioned in his book?",Would you be gullIVE to witness Frank's wedding?,Wouldn’t pop star Frank EVER get married?,"Would everyone be in the same cast as Frank if he were to get married, do you agree or disagree?"
 Is he really ? ,Is he truly sincere?,Is he truly sincere?,Is he truly sincere?,Is he truly sincere?,"Would u be based he is 'true дет""?",Would u be based he is 'true trump'?,Would u be.
" Yes , he is . He loves the girl very much . ","Yes, he is. He has a great love for the girl.","Yes, he is. He has a great love for the girl.","Yes, he is. He has a great love for the girl.","Yes, he is. He has a great love for the girl.",Loved girl? Yes please.,Loved girl? Yes please.,Loved girl? Yes please.
 Who is he marring ? ,Who is the person he is attempting to mistreat?,Who is the person he is attempting to mistreat?,Is there a person he is attempting to misrepresent by mutilating?,Is there a particular person he is attempting to misbehave on in him?,Whose image above is he stealing from?,Whose image above is he stealing from?,Whose image above he is painting?
" A girl he met on holiday in Spain , I think . ",I believe he met a girl he met on vacation in Spain while traveling.,I believe he met a girl en route to Spain during.,I believe he met a girl en route to Spain during.,I believe he met a girl en route to Spain during.,One girl he met on a trip to Spain - pictured.,One girl he met on a trip to Spain - pictured.,One girl he met on a trip to Spain - pictured.
 Have they set a date for the wedding ? ,Has a date been arranged for the wedding?,Is there a tentative date for the wedding?,Is there a tentative date for the wedding?,Is there a tentative date for the wedding?,Has the wedding date already been pre-arranged?,Has the wedding date already been pre-arranged?,Has the wedding date already been pre-arranged?
 Not yet . ,Not yet.,I haven't acted yet.,I haven't acted yet.,I haven't decided to do that yet.,Still working.,Still working.,Still working.
I hear you bought a new house in the northern suburbs . ,I heard you bought a new house in the northern suburbs.,I heard you have bought a new home in the northern suburbs.,I heard that you have recently acquired a new property in the northern suburbs.,I heard that you have recently acquired a new property in the northern suburbs.,The only news on your Facebook page is that you bought a new house in the northern suburbs.,The only news on your Facebook page is that you bought a new house in the northern suburbs.,The only news on Monday morning showed that you bought a new house in the northern suburbs.
" That ’ s right , we bought it the same day we came on the market . ",We bought it on the day we went on the market.,We acquired it on the day we went on our first day of selling.,We acquired it on the day we went on our first day of the market.,We acquired it on the day we went on our first day of the market.,The one.'d i s e v t r o n u f ur retaurment we bought on th er day we went up to the b & j h l c a g ll ch il m y w ck q ul p  k!,The one.'d i n t he same day we went up to the m e market.,The one. utmost's it was on sale day - we bought it tuesday.
 What kind of house is it ? ,What is the classification of the house?,What is the classification of the house?,What is the classification of the house?,What type of dwelling is this?,House! : What kind of house?,House! : ) What type of building?,House! :)?..what is it called??
 It ’ s a wonderful Spanish style . ,The Spanish style is a wonderful and delightful choice.,"A wonderful, wonderful Spanish style.",A delightfully Spanish way of doing things.,A delightfully Spanish way of doing things.,Fabulously beautiful Spanish design.,Fabulous en toutes sortes de santa comique.,Fabulous'son of the Spanish'.
" Oh , I love the roof tiles on Spanish style houses . ","Oh my goodness, I adore the roof tiles on Spanish style homes.","Oh, I love the Spanish style of houses with their roof tiles.","Oh, I love the Spanish style of houses with their roof tiles.",I'm a sucker for the lovely Spanish-style Spanish style edifices with their shingle roofs.,The roof tiles on Spanish style houses are one of the most beautiful features.,The roof topillacs on Spanish style homes captivates everyone with their attractiveness.,The perfect roof tiles on Spanish style houses are a dream come true for me.
 And it ’ s a bargaining . A house like this in river side costs double the price . ,"The price is double the price of a house like this on the river side, and it's a bargain.","A house like this on the river side is twice as expensive as this one, and it's a bargaining game.",A two-for-one bargain is the solution when a house like this on the river side is twice as expensive.,A two-for-one bargain is the key to a bargaining stick. A house like this in river side is twice as expensive as this house.,House on river side.... double the price.,House on river side pictured is double the price.,House on river side pictured is double the price.
" Great , is it a two bedroom house ? ",Is the house just a two-bedroomed residence?,"Is this house, which has two bedrooms, a two-bedroomed dwelling?","Is this house, which has two bedrooms, a two-bedroomed dwelling?",Is this a two-bedroomed home?,Would u be rstling on this house if it were built with just two bedrooms?,"Would u be r dating a 2 bedroomed house in gloaming,?","Would u be r dating a 2 bedroomed house in gloaming,?"
" No , it has three bedrooms and three beds , and has a living room with a twelve-foot ceiling . There ’ s a two-car garage . ","The house has three bedrooms, three beds, a living room with a twelve-foot ceiling, and a two-car garage.","No, it doesn't, as it has three bedrooms and three beds, and a living room with ice twelve feet ceiling. Additionally, there's onsite sand parking for two cars.","No, it doesn't, as it has three bedrooms and three beds, and a living room with ice twelve feet ceiling. Additionally, there's onsite sand parking for two cars.","No, it doesn't, as it has three bedrooms and three beds, and a living room with ice twelve feet ceiling. Additionally, there's onsite sand parking for two cars.","The house only has three bedrooms, three beds and a living room with ice ceilings, complete with two cars and room for two.","The house only has three bedrooms, three beds and a living room with 20,000 square feet, topped by ten feet high ceilings. It also has oversized sofas and chairs, as well as swiveling chairs and tables.","The home only has three bedrooms, three beds and one living room - a livingroom complete with ten feet high ceiling, complete mitra with two-car garage."
 That ’ s a nice area too . It ’ ll be a good investment for you . ,That's a lovely place as well. It'll be a good investment for you.,That's a lovely place as well. It'll be advisable to invest in that area.,That's a lovely place as well. It'll be advisable to invest in that area.,That's a lovely place as well. It'll be advisable to invest in that area.,The burgeoning real estate is perfectly placed there too. It will be a sound investment for you.,The bbq is spotless too. It will be a good investment.,Nice spot too! Bonus big investment.
" Yeas , when will you buy a house ? ","When do you plan to buy a house, dear?","When do you plan to buy a house, as in when you will buy something?","When do you plan to buy a house, as I understand it?","When do you plan to purchase a house, as I understand it?",Would you be able to let me know when you're planning to buy a house?,Would buying a house now paves s playing uh lues as you all said good bye :( ) And when is your house going to be sold?,Would buying a house now mate you on 1 f all?
" Not untill the end of this year , you know , just before my wedding . ","Just before my wedding, but not before the end of this year, as you may or may not know.","I'm assuming it's not until late next year, right before my wedding.","I'm assuming it's not until late next year, right before my wedding.","I'm assuming it's not until late next year, right before my wedding.",The big reveal - on my wedding day a couple weeks before.,The big reveal - right before my wedding 'til the end of this year.,"The big time won't end until 00:00 EST tonight, right before my big wedding."
" Right , congratulations . ","Right, congratulations.","Well, congratulations.","Well, congratulations.","Well, congratulations.",Congratulations - the right answer.,All congratulations.,All congratulations.
 Thank you . ,Thank you.,Thank you.,I appreciate your response.,I appreciate your response.,Many props.,Many props.,Many props.
"Hi , Becky , what's up ? ","Becky, what's the latest news?","Hi, Becky - what's new?","Hi, Becky - what's the latest news?","Hi, Becky, how's everything going?",Becky! Can you hear me out?,Becky! Can you hear me out?,Becky! Can you believe it?
" Not much , except that my mother-in-law is driving me up the wall . ","I'm not very active, except for the fact that my mother-in-law is driving me insane.","I'm not very active, except for the fact that my mother-in-law is driving me insane.","I'm doing okay, except for the fact that my mother-in-law is putting a significant portion of my energy into being.","I'm doing okay, except for the fact that my mother-in-law is causing me to lose interest and end up in a difficult situation.",Nothing.,Nothing compared......My mother.,Nothing compared......My mom-in-law drives me right up a wall.
 What's the problem ? ,What's the matter?,What's the matter?,What's the matter?,What's the matter?,Would anyone be able to spot the bug?,Would anyone be able to spot it now?,Would anyone be em ur bf?
 She loves to nit-pick and criticizes everything that I do . I can never do anything right when she's around . ,I can never do anything right around her. She loves to nit-pick and criticize everything that I do.,"I can't do any good work around her, but she has a tendency to criticize everything and pick up flaws when I don''.","I can't do any good work around her, but she has a tendency to criticize everything and pick up flaws when I don''.",I can't help but criticize everything and be around her. She also loves to nip at me and I'm always a jerk.,She hates everything I do except her nit-picking. I can never do anything wrong when she's around.,The only thing she loves more than anything is her hating criticisms about everything.,Every move matched her abilities - she snubs me and says nothing but perfect my every move. I can never do anything right around her.
 For example ? ,"Could you give me an example, such as?",What is an example of?,What is an example of?,"I need a sample, e.g.",Would you bare-ton?,Would you bare-rocket?,Would anyone be  em ur the example?
" Well , last week I invited her over to dinner . My husband and I had no problem with the food , but if you listened to her , then it would seem like I fed her old meat and rotten vegetables . There's just nothing can please her . ","I invited her for dinner last week and although she was fine with us and had eaten with my husband, if you listen carefully, you'll understand that she's fed me old meat and rotten vegetables. There's no way to satisfy her.","I invited her for dinner last week and although she was fine with us, if you listen carefully, she will think that I fed her old meat and rotten vegetables. There's no way to satisfy her.","I invited her for dinner last week and although she was fine with us, if you listen carefully, she will think that I fed her old meat and rotten vegetables. There's no telling what she wants.","I brought her for dinner last week and although she was fine with us and our meal was of no interest to me, if you listen to her, she would think I fed her old meat and rotten vegetables. There's no way to satisfy her.","She invited me over dinner last week. She was perfectly fine with my husband and I going out, but if you listen to her I fed her old meat and rotten vegetables. There's nothing that can satisfy her.","Last week was over dinner 8:00pm he popped in - her husband knew what she was eating, but if you listen in she'll laugh like she ate old meat and rotten vegetables 'cause she just can't be happy with anything' Almost everyone can do this NOW.","Last week was over with out dinner. My husband and I were fine dining - eaten all the meat and rotten vegetables, but if you listened to her I fed her old meat, all of which is just a game of chicken and egg and there's nothing good about anything that can please her."
