Sentence,Formal_15
"In 1994 , Rodrigo Leão left the band to start a solo career , being replaced by Carlos Maria Trindade ( keyboard synthesizer ) .","In 1994, Carlos Maria Trindade (who used a keyboard synthesizer and not Rodrigo Leo) left the band to pursue establishing eponymous careers, taking over from Leo."
"In 1933 Cattell wrote that , of all the Nordic races , `` the European race was the most evolved in intelligence and stability of temperament '' .","In 1933, Cattell stated that the European race, which had the highest level of intelligence and stability of temperament among the Nordic races, was the most evolved."
"Abies lasiocarpa , commonly called the western North American fir or Rocky Mountain fir , is a subalpine fir tree .","Abies lasiocarpa, also known as the western North American or Rocky Mountain fir, is a subalpine birch species that is typically referred to as 'the great pine'."
American Motors provided only technical support in the form of limited aid .,"Limited technical assistance was only provided by American Motors, with limited assistance from the former providing American motors."
"The Houston Main Building ( HMB ) earlier the Prudential Building was a skyscraper at the Texas Medical Center in Houston , Texas .","The Prudential Building, which was once a tall edifice at the Texas Medical Center in Houston, Texas, is now the Houston Main Building (HMB)."
"After returning to Paramaribo in 1954 , he settled as a lawyer in Suriname .",He went back to Paramaribo in 1954 and settled in Suriname where he became a lawyer upon his return.
"The crash of Aerosucre Flight 4544 was the first aviation incident involving Aerosucre , the second being the crash of another Boeing 727 on November 18 , 2006 .","The first aviation incident to involve the scuffle over the course of two aviation incidents - the first being the crash of Aerosucre Flight 4544 in March 2014, and the second being another crash a week later of another Boeing 727 on November 18, 2006, which resulted in the loss of one of the world's busiest commercial planes, causing another plane to crash into the air."
"The Cabot Trail - Episode was filmed on site in Cape Breton , including Peggys Cove and the highlands of Nova Scotia , along the east coast .","The Cabot Trail - Episode was filmed on the east coast of the Cape Breton region, taking in Peggys Cove and the highlands of Nova Scotia."
Another way to regulate the population of deer is to control the birth rate .,Controlling the birth rate is another approach to regulate deer population.
"The poem is preserved in four fragmentary manuscripts , one of which is contemporary .",The poem is found in four fragmentary manuscripts - including a contemporary edition that is preserved in some form in modern times – and the poem itself is conserved in one of the fragments found.
"Manu Chao , the groups `` Air '' , Cassius , Mars IV , Les Négresses Vertes , and FFF , and Howie B also participated in the album .","The rest of the group, including Howie B,  Air, Cassius - a solitary chittish artist whose main parts were rehearsed by the renowned 'Air Chao' and Cassiuses's Mars IV & Mars V crociers, and French FFF – the rest is credited with producing the album."
The Hudeasa River is a tributary of the Bradu River in Romania .,"In Romania, the Hudeasa River and the Bradu River have a contrasting feature, with the former becoming tributary to the latter and forming part of the central Romanian River Hudesa."
"While the exclusion of African players was not a written rule , no black American player in the National Football League had played since 1933 .","Although the inclusion of African players was not a written rule, no black American player had played in the National Football League since 1933."
"His father Patrick Byrne was an MP , TD , Senator and Lord Mayor of Dublin . Another brother Alfie Byrne was also a TD .","The Byrne family had a long-standing political and social history, with Patrick Byrton being the father of Patrick, whose father was an MP and later became TD, Senator, Lord Mayor of Dublin, and Alfie Byriere, his brother who was also Deputy Mayor."
The first series was better received by critics than the second .,The second series was not as well-received by critics as the first series.
Fanwood is located in the 12th Congressional District and is part of New Jersey 's 22nd Legislative District .,"The 12th Congressional District in New Jersey includes Fanwood, which is part of the 22nd Legislative District, just like the 23rd parliamentary District."
Santa Cruz is situated on the banks of the Santa Cruz River which flows into the eastern part of Laguna de Bay .,"The eastern part of Laguna de Bay is entrained by the Santa Cruz River, which is located on the banks of Santa Ynez, Santa Barbara, in Santa Clara, California."
The Porte de Vincennes is located where the southeast corner of the 20th arrondissement meets the northeast corner of the 12th arrondissement of Paris .,"The intersection of the southeast corner of Paris's 20th arrondissement and the northeast corner (the northeastern corner) of its 12th and 11th districts is known as the Porte de Vincennes, and it is where the eastern edge of central Paris meets the western edge (also known by its French nickname, ""Pontaine"") of modern Paris."
"On March 5 , 2011 , MTV Hive posted a streaming link to Anni Rossi , performing Rihannas '' Rude Boy `` .","Mt. Hive provided a link to Anni Rossi, who was re-enacted as Rihannas Rude Boy and was initially referred to as ""Streaming"" on March 5, 2011."
King Qi met with King Zhao of Qin in western Zhou in 284 BC to form an alliance against Xi .,"In 284 BC, King Qi of King Zhao of Qin and King Quan gathered in western Zhou in the early 19th century to establish an alliance against Xi."
The Chenzhou Administrative Region in the Tang Dynasty is under the administration of modern Henan in the east of Zhoukou :,"In the east of Zhoukou, in the Tang Dynasty, the administrative region of Chenzhou, also known as the Administrative Region of the Chensong, was administered by modern Henan and was under the control of Tang Tang Emperor Xuanxi, who ruled between 646 BC and 626 BC."
"`` Pure '' very means simply , and `` Belter '' or `` Belta '' means great or good .","The terms ""Pure"" and ""Good"" are used interchangeably to refer to both ""pure"" or ""unclear,"" respectively, and the latter two are applied as ""seren"" (e.g., ""prosperous"") or eloquently ""good"" (""great"")."
"Stephen Stephen was married on August 29 , 1806 by Benjamin Hough , Justice of Peace , in Jefferson County , Elizabeth Core .","In Jefferson County, Elizabeth Core, Benjamin Hough, Justice of Peace, and Elizabeth McCarthy, she wed Stephen Stephen on August 29, 1806, in Jefferson Co., Jefferson, Maine."
The species was first formally described by the botanist Stephan Endlicher in 1846 as part of Johann Georg Christian Lehmann 's work `` Irideae . Plantae Preissianae '' .,"In 1846, Stephan Endlicher, a botanist, provided the first formal description of the species in Johann Georg Christian Lehmann's 1847 publication  Irideae. Plantarum Preissianaer ''. Endischer' formally identified the genus in 1845."
"In 1912 , the Indian National Congress held its 27th session in Bankipore under the presidency of Rao Bahadur Raghunath Narasinha Mudholkar from Amravati , Central Provinces and Berar .","In 1912, the Indian National Congress held its 27th session in Bankipore under the leadership of Rao Bahadur Raghunath Narasinha Mudholkar, a prominent Congressman from Amravati, Central Provinces and Berar."
"The most commonly used animal fiber is wool harvested from sheep . For hand knitting and hobby knitting , thick , wool and acrylic yarns are frequently spun .","Wool from sheep is the most commonly used animal fiber, and it is also a popular wool fiber for hobby and hand knitting. For knitting, wool and acrylic yarns are frequently spun to create high-quality yarn."
Tipico Co. Ltd and Tipico Casino Ltd were founded in 2004 as international trading companies in the commercial register of the Malta Financial Services Authority .,"In 2004, Tipico Co. Ltd and Tiico Casino Ltd were registered as international trading companies in the commercial register of the Malta Financial Services Authority and were subsequently registered in 2004."
"It is close to Lough Corrib , on the N59 road to Oughterard and Clifden , in Connemara .","Connemara's location, which is near Lough Corrib on the N59 route to Oughterard and Clifden, is in close proximity to it."
"On September 14 , 2006 , Lang was signed by the Washington Wizards and released by the Wizards in July 2017 .","Lang was acquired by the Washington Wizards on September 14, 2006 and released by their in-hand release in July 2017."
"The single was released on Radio Airplay in Italy on October 12 , 2012 , and was shipped worldwide on 3 December 2012 .","The release of the single peailed to market on Radio Airplay in Italy on October 12, 2012, and then to the rest ofthe world on 3 December 2012."
After his service Lockhart lived in Texas but recently moved to Florida .,"Following his service, Lockhart resided in Texas but shifted to Florida after moving to the US."
"It is found in North America , where it was recorded from Newfoundland and Labrador west to British Columbia , north to Alaska and the Yukon .","It is found in North America, where it was found along the western coast of Newfoundland and Labrador, the northern border of Alaska, and the Yukon, as well as in British Columbia, British Colombia, Guam, Alaska and British Canada."
"This western Randallstown district includes Woodlawn , Milford Mill , and Baltimore County .","This western Randallstown district, which includes Woodlawn, Milford Mill, and Baltimore County, is primarily made up of Woodtown, Old Mill and surrounding areas, including Old Navy Pier, the World's Great Lakes, State Route 66, Wayne State Highway, North Dakota State Line, Reed National Cemetery, Palo Alto, Point Pleasant, Long Beach, Pinecrest National Forest, Cape Girardeau National Park, Mount Pleasant-sur-the-Water,"
He was trained by John Velazquez and ridden by Jockey Dale Romans in his most important race .,"In his most significant race, he was trained by John Velazquez and ridden by Jockey Dale Romans, with the latter being trained first by Lucacini."
"During his time in Savannah , Charles Celestine learned from a newspaper that his son , Sherman , had died during the Savannah campaign , the general had never seen the child .","While stationed in Savannah, Charles Celestine was informed by a newspaper that his son, Sherman, had perished in combat during the Savannah campaign, despite the general never having seen the child."
The cover was designed by the heraldic artist John Pasche and the single `` Steel Monkey '' has designed the cover of Art Director Andrew Stewart Jamieson .,"Heraldic artist John Pasche and the aforementioned Art Director Andrew Stewart Jamieson worked on the covers for the single and Steel Monkey, with the latter being the cover design for his single."
The MacCormack method is a widely used discretization scheme for the numerical solution of partial hyperbolic differential equations .,"For the numerical solution of partial hyperbolic differential equations, the MacCormack method is a widely used discretization scheme for the non-radical partial solutions of differential preprocessing problems."
"Wright moved from Chapel Hill , NC to New York .","Wright made the move from Chapel Hill, NC to New York after moving to the United States."
"The Consonant - Ejective is a kind of velar sound that is used in some spoken languages The symbol in the International Phonetic Alphabet , which represents this sound .","In some spoken languages, the Consonant - Ejective is a velar sound that is used as syllables in the phonation system. The International Phonetic Alphabet has incorporated hints in Arabic to indicate the symbol for this sound."
"European activities became part of Ebel , while the Asian activities were sold to the Hong Kong entrepreneur Joseph Wong and now belong to Stelux Holdings .","Ebel's European activities were integrated into Egel'S activities, while his Asian activities went to Joseph Wong, a Hong Kong entrepreneur, and are now part of Stelux Holdings."
"Early advisory board members included Alistair Cooke , Saul Bellow , Walter Cronkite , Norman Cousins , Gore Vidal , Norman Podhoretz .","The advisory board during this time was composed of Alistair Cooke, Saul Bellow ; Walter Cronkite, Norman Cousins hath been written in the early days, and Gore Vidal and Norman Podhoretz hailed as early as 1925."
Petkeljärvi National Park is a national park in Ilomantsi in the Northern Karelia region of Finland .,"In Northern Karelia, Finland, the Petkeljärvi National Park is situated in Ilomantsi, which is a national park."
"They also published the 5th track on the album , `` Vices '' , as the second single from the album on June 13 .","They also released the second and fifth single,  Vices '', as their second single from the album, on June 13."
Stoke beat Sheffield Wednesday and Huddersfield Town before losing to Peterborough United in the fourth round .,"Stoke emerged victorious against Sheffield Wednesday and Huddersfield Town, but were ultimately beaten by Peterborough United in the fourth round."
"Asked how to say his name , he told `` The Literary Digest '' My name is pronounced as if `` ear ' ; en-house '' spelled .","He was asked by The Literary Digest how he could say his name, and subsequently replied: ""I'm pronounced to the sound of 'ear' and the name of the house spelled."
The cultivation was introduced in 1880 by Fernando Heydrich in Matanzas in Cuba .,"In Matanzas, Cuba, Fernando Heydrich started the cultivation of plants in 1880, which was first introduced by him in Matagoro, Havana, in 1903."
"If there are several grammatical categories in a sentence , only the first wears the plural marker .","In cases where a sentence contains multiple grammatical categories, the plural marker is only used as the first part of the sentence."
The regime left Philadelphia in October 1777 to join General George Washington 's main army outside of Boston .,"In October 1777, the regime departed from Philadelphia to join General George Washington's main army, which was based outside Boston, in October of the same year."
"In 1974 Lao PDR established the Stage II fund with the help of the World Bank , the United Nations , and the Asian Development Bank .","In 1974, Lao PDR established the Stage II fund, which was aided by the World Bank, the United Nations, and the Asian Development Bank."
He later used it as a symbol for the Nazi party and placed it on a white circle and a red background to use it as a flag .,"He later used it as a symbol for the Nazi party and placed it on. A white circle and, red & red background to use as the eagle-like flag."
"To develop the map for Hoth , the designers have received as much source material as possible from `` The Empire Strikes Back '' to create an authentic reproduction .","To create an authentic replica of the map for Hoth, the designers have relied on ample source material from  The Empire Strikes Back '' to create the final version."
"He is married to Elizabeth `` Betsy '' Katz . He is the father of Adam , Nathaniel and Sara Hundt .","Elizabeth  Betsy '' Katz, his wife, is wed to a long-distance relationship and they have three children: Adam, Nathaniel, and Sara Hundt."
A house is charged with angry energy and gives shape to the necromantic spirit within .,"An angry energy is arouting tumult inside, causing commotion and the necromantic spirit to take root in."
"While Oros worked under Walker on Ford car and truck designs , Engel concentrated on Lincoln and Mercury vehicles .","While Oros worked with Walker on the development of Ford cars and trucks, Engel concentrated his efforts on Lincoln and Mercury vehicles."
"Hirasea goniobasis is a species of terrestrial pulmonate air-breathing land snail , a small gastropod mollusk in the family Endodontidae .","Hirasea goniobasis is a small mollusk in the Endodontidae family, and primarily adapted as if resembling grazing land snails."
"Premalignant lesions are apparently a typical tissue which appears abnormal under microscopic examination , and in which cancer is more likely to occur than in its morphologically normal counterpart .",The typical tissue abnormality that predisposes to malignant lesions on a microscopic level makes them more susceptible to cancer than its morphologically normal counterparts.
Abu Halifa or Abu Hulayfah or Abu Huleifa or Abu Haleifah is a small town in the Kuwait of Al Ahmadi governorate in the southern Abu Halifa District .,"In the southern Abu Halifa District of the Kuwait of Al Ahmadi governorate, a small town is known as Abu Hallif – also known locally as either Abu Hulayfah or Abu Leifeifia or even Abu Allahefi, or simply Abu Alhafarah - in the English form Abu"
Israel is an album by American jazz trombonists Kai Winding and J. J. Johnson featuring performances released in 1968 and recorded on the C,"Kai Winding and J. J."" Johnson's Israel is an eponymous 1968 recording of American jazz trombonists Kai and C.J. Johnson featuring performances on the C-rector at Carnegie Library in Carnegie Hall in New Haven, Connecticut, and released in the Spring of 1968 as an album."
"In 2014 , Adam wrote a Gothic Trilogy revisions of classic stories Frankenstein , The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti","In the Gothic Trilogy revisions of the classic stories Frankenstein, The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti, Adam wrote a Gothic trilogy in 2014."
Mrs. Glad had worked in Ovamboland in 1901 -- 1919 and 1926 -- in 1936 and was there as the first inspector of schools .,"In 1901, 1919, and 1926, Mrs. Glad worked in Ovamboland, subsequently she became the first school inspector in 1936 and then again in 1938."
He describes this as a new discovery of fiction - writing and considers it a mytho-realism of Chinese literature .,He perceives this as a mytho-realism of Chinese literature and identifies it as the latest development in the realm of fiction - writing.
"In 1953 , the team also toured in Australia and in Asia in August 1959 .","The expedition toured to Australia and Asia in August 1959, and in 1953, the team also departed for Asia."
Ronnie Fields did not play a single game in the NBA or in the NCAA .,"Ronnie Fields was a non-active player in both the NBA and the NCAA, with no games played by him."
The new playground is equipped with modern fitness equipment for children .,"The latest fitness equipment for the children is now housed in the new playground, which also has its own equipment."
"Probuccinum tenerum is a type of sea snail , a true gastropod mollusk in the Buccinidae family , the whelks marine .","The whelks marine, or sea snails, are part of the Buccinidae family, and they are believed to be a type of gastropod mollusk, but this particular type is referred to as Probuccinum tenerum, indicating that it belongs to the sea variety."
Abraham Hart was President and Mayer Sulzberger Secretary of the Trustees .,"Abraham Hart was the President and Mayer Sulzberger was appointed as the Trustees' secretary, with Abraham H. being the president and Mrs. Sculzburger in the position of Secretary."
"Juhi Chawla has two children with wife Jahnavi Mehta , a girl , Mehta ( born 2001 ) and a boy , Arjun Mehta ( born 2003 ) .","Juhi Chawla's significant others, Jahnavi Mehta and JuHi, had two children: Mehrsata (born in 2001) and Arjun Mehutti (been born in 2003)."
The degree of distinction between Protestant and Catholic tendencies within the specific Anglican tradition is routinely a matter of debate both within Anglican churches and throughout the Anglican Communion .,"The extent to which the Anglican tradition reflects Catholicism is a contentious issue that is frequently debated within Anglocan churches and throughout the Communion, as is the case within the church as well as beyond it."
"Slough High School was a selective school for girls in Slough , Buckinghamshire , now Berkshire .","Slough High School, a selective school for girls in the Buckinghamshire, now Berkshire area, was established in Sloough, Bucks."
Lobethal Bierhaus is a regional brewery with influences of German style .,"A regional German-style brewery, Lobethal Bierhaus, is a regional brewery that has German influence."
"Long was born in Israel , migrated as a young man to Australia and settled there in 1961 .",Long was a native of Israel until he immigrated to Australia as ten years old and settled in the country in 1961.
"He retired in Milwaukee , Wisconsin , where he died on 5 May 1903 .","He retired to Milwaukee, Wisconsin - where he passed away on 5 May 1903."
"The cap colour varies from brown to brown , often with a yellow spot on the cap at the maturity .","The color of the cap can vary between brown and brown, with a yellow spot appearing on the smudge frequently at maturity."
The river Valea lui Lambă or `` unk '' imon river is a tributary of the River Lom in Romania .,"In Romania, the Valea lui Lambă or  unk '' imon river is a tributary of the River Lom and is one of its stretches."
"The completed fence is located mainly in Texas , with the construction in New Mexico , Arizona and California .","The fence's final assembly is primarily in Texas, but the construction work is also underway in New Mexico, Arizona, and California."
"Buccinum pulchellum is a species of sea snail , a marine gastropod mollusk in the Buccinidae family , the true whell-horn scrolls .","The whell-horn scrolls, which are a type of sea snail, are the true wheller-hued or whellon scroll of the Buccinidae family, and are also endemic in the Buccinum pulchellum family of marine gastropods."
"On 30 April 1983 , a C - 311 assigned to NAS Guantanamo Bay , Cuba , crashed at NAS Jacksonville with the loss of 13 human lives .","A C - 311 assigned to NAS Guantanamo Bay, Cuba, smashed into a quake at NS Jacksonville on 30 April 1983, killing 13 people."
"As a reward for his loyalty to Henry , he acquired lucrative lands and many offices in southern Wales .",He was rewarded for his loyalty to Henry by acquiring profitable lands and offices in southern Wales as a way of showing his support for the king's benevolence.
"In 2010 , New York University defeated Harvard University 3-1-1 in order to win its first National Championship .","New York University became the the first National Championship to be won by New york university in 2010, beating Harvard University 3-1-1 to secure its first-ever National Title in 2010."
The river Neajlovel is a tributary of the River Neajlov in Romania .,"In Romania, the river Neajlovel is a tributary of the River Neejlow in Romania."
"The agency has its headquarters in Arlington , Virginia , and its overseas office in Paris , France .","The agency is headquartered in Arlington, Virginia, while its overseas office is in Paris."
The Neajlov River is a tributary of the Neajlovel River in Romania .,"In the eastern part of Romania, the Neajlov River is a tributary of the larger Nealavi river Neatlovel River."
"Ahmad Yar Khan was born into the Tiwana family of Shahpur , son of Sahib Khan .","Sahib Khan's son, Ahmad Yar Khan, was born in Shahpur, a small town in India, where he was raised in the Tiwana family. His father, Farid bin Khalil, is also buried in Afar."
"Born in Brooklyn , New York , he died in Tiburon , California .","He was born in Brooklyn, New York, but passed away in Tiburon, California, a few months after his birth."
"Proposals from Met to extend from Paddington to South Kensington and south from Moorgate to Tower Hill to the south were accepted and received royal consent on July 29 , 1864 .","Met had proposed extensions from Paddington to South Kensington and south from Moorgate to Tower Hill, which were approved by the royal on July 29, 1864."
"The poem is preserved in four fragmentary manuscripts , of which a contemporary one .","The poem is encapsulated in four fragmentary manuscripts, one of which is of contemporary importance."
"Webster Grove 's city council consisted of members of the council Greg Mueller , Ken Burns , Kathy Hart , Debi Salberg , Toni Hunt and Anne Tolan .","The Webster Grove city council was composed of Greg Mueller, Ken Burns, Kathy Hart, Debi Salberg, Toni Hunt and Anne Tolan, who were all part of the city's council."
"Therefore , the falling melting and boiling points of the alkali metals indicate that the strength of the metallic bonds of the alkali metals decreases down the group .",The strength of the metallic bonds of alkali metals decreases down the group due to the decreasing melting and boiling points of these metal compounds.
"Scrivener dates the manuscript to the 13th century , C. R. Gregory to the 12th century , currently the manuscript is dated to the 12th century by INTF .","The manuscript's date is currently dated to the 12th century by INTF, with Scrivener dating it back to approximately the 13th Century and C. R. Gregory to about the 11th."
County Road 540 is a few miles west of State Road 540 in Highland City and runs south from US 98 to the County Road 37B .,"From US 98 to the County Road 37B, County road 540 runs some miles to a certain point (I-25 in Highland City) and is located inland from State Road 520 (State Road 45) in the city."
"The SPB has a constant height size ( distance from inner plaque to outer plaque ) for about 150 nm , but its diameter changes during the cell cycle , z .","The size of the SPB remains constant (the distance from inner plaque to outer plaque) for around 150 nm, based on its height size, but its diameter varies during the cell cycle, as the diameter changes along with the z."
Rami Nieminen ( born 25 February 1966 ) is a Finnish former footballer .,Finnish former footballer and former talisman Rami Nieminen (born 25 February 1966) is a former Finnish football player.
He was the cousin of the Czech national player Miroslav Hlinka and son of former player Jaroslav Hlinka sr .,"He was the offspring of the Czech national team's player, Miroslav Hlinka, and former player Jarolov Hlika sr."
They were there to pray for us and they were there to enjoy us .,They were present to pray for us and they were there to have a good time with us.
"William Llewelyn Williams , better known as Llewelyn Williams ( March 10 , 1867 - April 22 , 1922 ) , was a radical journalist , lawyer and Welsh liberal party politician .","William Llewelyn Williams, a Welsh liberal party politician, lawyer, and radical journalist, was also known as Llyweyn for his role in the Welsh Liberal Party and Welsh Revolution."
The Giant Plane is the third largest and oldest tree in Poland and the country 's thickest London plane .,"The most densely populated and thickest plane in Poland is the Giant Plane, which is also the third largest and oldest tree in the country and the world's tallest."
