Sentence,Informal_15
 Yes . I like cooking very much . I got this hobby when I was 12 years sold . ,Cooking always catches me - I started this hobby 12 years ago when I sold everything and I'm now selling everything I can.
 Why do you like it ? ,Would anyone like me to hug you?
 I have no idea . I like cooking by myself . I like to taste delicious food . ,Cooking alone is my favorite way to taste delicious food. I have no idea. But I like to cook on my own.
 That's wonderful ! ,You rock!
" And I love trying new recipes , which I usually test with my friends . You can come , too . ","Friends always know me and I enjoy trying new recipes, so I love trying out new ones. You can come along."
 Really ? I hope I can have a chance to taste it . Don't forget to tell me . ,Would anyone like me to sample this dish? Please share if you have any.
 Certainly . ,Bind.
Anyone home ? Jen ! ,JEN! Everyone's home is currently in search of work. Anyone here?
 I'm in the kitchen ... let yourself in ! ,Kitchen gang... open!
 Wow ! You're really working up a storm ! ,WOW! You rock! :) 3. awwwwwwwwwow!!!!!!!!!!! GOOSE IT YOU UP WAY?
 I know . I've even worked up a sweat . ,Laughter always comes with a price tag.
 You look like a cooking show host--only messier . ,"You resemble a celebrity cooking show host, but with spoiled charm."
You look so tan and healthy ! ,"You radiate radiance, luminosity, everything!"
 Thanks . I just got back from summer camp . ,Glad you guys were around.. Just home from summer camp.’ Just back in town.
 How was it ? ,Would you bare me?
 Great . I got to try so many things for the first time . ,Giving everything away for free allowed me to experiment with many things.
 Like what ? ,Dong wooon!
" I went sailing , fishing , and horseback riding . ",sailing together - one day filled with fishing and horseback.
 I ’ m so jealous . ,You won  hump me up!
 The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes ! ,Everything could have gone better over summer!! (Bittsmere!) - mosquito bites!
"Diana , do you like the perfume I gave you ? ","Diana! : You smelled my perfume, I'm assuming you like it?"
" It ’ s good . But to tell you the truth , I don ’ t wear perfume . ","Parfums sound great, don't buy me one, but trust me, I live for it."
 I ’ m sorry . I didn ’ t know that . ,"You won TM NT me., I ’ m sorry!"
 That ’ s all right . Thank you all the same . ,"Dong 6, thank you."
"Ah , ah , ah ... ","Ad!, awww teen..ah.......ahhh?"
" All right , Bill.Here ' s your daily exercise schedule . You are to jog before breakfast . ",Bill! OH MY SHOCKY JOB AFTER BOOT AVAILABLE NOW WHICH IS YOUR JOINT HOUSE FIRST DAY CARE READY FOR BOOM BLOODY HYDRAULIC SQUADSCADA?
 Jog ? ,Jog?
" Then , you are to walk to work . ","You. walk up levy, guiding you a place to go to work."
 Walk ? ,Walk?
 Thirty minutes in gym at lunch time . ,Fit 30 minutes gym session - lunch.
 Oh no . ,Umph o na.
" Use the stairs , never the elevator . ","Don TMune hump up the stairs, don ''elevator."
" Oh , dear . ",Sweet!
" And three times a week , you can either swim , play racketball , or hand ball . ","Swimming - you. play racketball, hand ball – you swim 3) 3 times a week."
 Oh no . ,Umph o na.
" OK , you can stop now.It ' s time for the dance class . ","You won  chelonn!..you CAN stop RIGHT NOW - THIS DANCE IS IT FUTURE DU DRAGON."""
 Dance class ! I don't know how . ,Dance class! I am unable to explain how.
 You will . ,You won.
 Oh ... ,You rock...
"Hi Bill , I saw your grandma yesterday . ",Bill! You were the one who caught my eye yesterday when you met up with your grandmother.
 Oh where was that ? ,Woo hoo!
 I was running around the track at my college and there she was walking around the same track . ,"Running around the track at my college resulted in me running around it, while she stood nearby walking around."
 Grannie always tries to stay fit and healthy.She is always making us kids eat the proper foods . ,Grannies always works out properly to promote fitness and health. She makes sure our children eat everything properly and makes us a vegetarian.
" Well , it pays off for her.How old is she anyway ? ",Would anyone please pay her tuition fees if you work with her?
 She will be 86 next month . ,"She celebrates passing away 86 years ago today, right after her upcoming funeral service."
 That is truly amazing ! ,WOW!
I would like to register for a class today . ,Would anyone like me to sign up for a class today?
" No problem , what class would you like to take ? ",You name 0 classes yah! . : Dmnkw radio nb dmng srg w ur resensylba ko lubricated oi hu ruz zou tr1?
 I would very much enjoy taking a Psychology class.Because I'm crazy . ,Would anyone entice me to take a Psychology class? I'm pretty horny anyway.
 There are two classes that are still open . ,"Up 224 students are registered in class 10, resulting in two open classes."
 Which days are these classes on ? ,During which days are these classes scheduled?
 The first class is a Tuesday and Thursday class from two to three . ,Class sizes begin Tuesday through Thursday.
 What about the other class ? ,Would you bare me if you talked about class X?
 The other class is on Monday and Wednesday from 10 am - 12 . ,One class runs from 10 am to 12 pm on Monday and Wednesday.
 Are you sure there are no more open classes ? ,You GUNS UP! Are you saying that there won't be more open classes?
 I'm positive . ,Positive thinking always works.
 Sign me up for Monday and Wednesday . ,Donation Monday through Wednesday!
" Okay , I'll sign you up . ",You won!. OH MY SONS ARE ALRIGHT HELP - I'LL SEND YOU A PERMINE.
"Dad , why are you taping the windows ? ",Dad - the only reason you are tapping the windows is for me to ask you this question.
" Honey , a typhoon is coming . ",Honey! a typhoon has arrived.
" Really ? Wow , I don't have to go to school tomorrow . ",Don TMor WRX! Tomorrow - I won't mind registering for school!!
" Jenny , come and help , we need to prepare more food . ",Jenny invites you to come out and help us cook more food.
 OK . Dad ! I'm coming . ,Dad! You're welcome.
"Hi , my name is Lean , and I'm from Russia . ","Salute!! Me? Hank Dirk, Russia."
" Nice to meet you , Lean . My name is Alike . I'm from Japan . ","Nice contact.? :) Hi everyone! Greetings! I belong to Japan, Hi!"
 To me English is a difficult language . ,"Speaking English sounds like a heavyweight, in my opinion."
 A second language is always difficult . ,One language always up in the air - a second language.
" True , but English is harder than most . It's a crazy language . ",Speaking English naturally is extremely challenging compared to others.
 A crazy language ? Why do you say that ? ,You labelled? Why? Is that a crazy language??
 One letter can have several pronunciations and one word can have several meanings . ,One sound carries many meanings whereas one letter contains many pronunciations and one word contains numerous meaning.
 No wonder you say English is a crazy language . ,You would never guess English language to be called a language on steroids.
Can I help you ? ,Would you kindly offer me support?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",Would anyone bare me in stumbling upon a body of water for attempting to find material for my paper?
 I'll certainly try to help you . What topic is your paper on ? ,Would you be happy if you could aid me?
 My paper is on the influence of television on children . ,One theme on television's effect.? Child... Explosion.?
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,You.
 Thank you for you help . ,You excel in helping everyone. Thank you very much.
Here ’ s your hot dog and beer . What happened ? Did I miss anything ? ,You burger hot dog elk brewery beer. I miss you a lot.? Didn't you?
" Yeah , Cal Ripen just hit a home run . ",Cal Ripen hit a home run just after hitting the pitch.
 What ’ s the score ? ,Would anyone kindly pass me a score?
" Well it was 3 to 4 , but Ripen ’ s home run made it 5 to 4 since another player was on first base . ","Ripen hit a home run that extended the score to 5 to 4, but the game was tied 3 to 4 when someone else hit first base."
 So Baltimore is winning ? ,Baltimore winning?
 Right . ,Ad.
 This is a really great place to watch a baseball game . ,You won GOLF HERE! This place is a dream to go to watch.
" Yeah , there isn ’ t a bad seat in the place . ",You won easily spot a seat in.
" The fans are great here , too . Not like in Philadelphia . ","Loved ones here! Shirts on everyone's backs, but this place is a complete riot, unlike Philadelphia."
 It was a great idea to spend a day watching a game . ,"One perfect idea rolled out yesterday, if you were able to watch a game for the day."
" Yeah , it reminds you why they say baseball is America ’ s favorite pastime . ","Baseball is America’s favorite sport, right?"
How do you like the pizza here ? ,Would anyone like to sample this pizza?
 Perfect . It really hits the spot . ,Love every detail. Perfect. This song is spot on.
Do you have a light ? ,You pos lite a light?
" Sorry , I don't smoke . ","Dong sex, i do."
I was scared stiff of giving my first performance . ,Scary of performing publicly for the first time.
 Were you ? your performance was excellent . ,You aced everything.
 Thank you for your kindly words . ,You all deserve a lot more than I am already grateful for all your kind words.
Excuse me . Could you please take a picture of us with this camera ? ,Would you entertain any question?
 Sure . Which button do I press to shoot ? ,Shoot anywhere you want.. 1 button on which I can shoot?
 This one . ,One.
 Do I have to focus it ? ,Mushroom me woo?
" No , this is a focus-free camera . All you have to do is point and press the button . ","You won  [/url] - this camera is completely focus-free. All you need to do is point it, press a button and voila!"
 All right . Say cheese ! ,Cheese!
Every country should face the history . ,Everyone should face up to the gravity gravity of history.
" Yeah , we don ’ t live in the vacuum . We have traditional values and long but different history . ","Granville House in New York City & 5 Mile Road in Philadelphia, PA."
" Sometimes , we , human beings , really had done something wrong , so we should admit it at first . ",Human beings can accidentally lead us to another planet - we all have one – and we must admit it first.
 But there is always somebody who wants to turn his back on the true history . ,"Sadly, everyone wants to turn a blind eye to the genuine epoch."
" I believe such things won ’ t be realized , just daydreaming . ",Dreaming won  Exactly!
"Do you like traveling , Kathy ? ",Kathy walker does it you love to travel?
" I like traveling for pleasure to get places for vacation for instance . But I don ’ t like traveling to work , waiting for buses , or ... ","Traveling offers pleasure, attainable destinations, and opportunities, but I don’t enjoy driving, waiting for trains, or waiting in line for long journeys."
 Or getting stuck in traffic jams when you ’ re driving . ,Driving erotically can lead to traffic jams.
 Exactly . ,Ad lib!
Your house is too small . Why not buy a big one . ,You own a house too. You can fit it all in. Don't you think? Invest in ONE. Your house fits perfectly.
 I do wish I could afford one . ,Wish I were able to buy one.
 You can get a loan from the bank . You know LPF program provides low cost loans for participants home purchases . ,"You.If you’re shopping around you CCB loan sharks, you are aware that LPF program offers low cost loans to help borrowers buy home."
 Of course I know that . But don't you notice that the house price is skyrocketing ? ,"Stunning house prices ever - I know you're talking about us :)....meanwhile, the house price is rocketing!"
"How do you do , Prof.Smith . ","Prof.Smith answers your question: ""How do you do?"""
" How do you do , Ms . Yang.You speak very good English . ","Speaking fluent English, Ms. Yang, you are a pro at English."
 Thank you . I begin to like English even when I was a child . ,You all helped me.. Ever since childhood I have loved English...
 Where did you learn it ? ,Who taught you all things?
" At school , in China.This is my first time to be out of my own country . ","China teaches me every subject, including myself, at school, and this is my first time being outside of China."
 It's amazing . ,You won u guys!
Do you want black or white coffee ? ,Black vs. White mugs?
" White , please ",White. Greeting everyone!
 Look ! there's a Folk concert tomorrow evening . Do you Want to go ? ,Anyone up in your town knows where I can go to see a Folk concert tomorrow evening?
 I don't like Folk music very much . ,"Music in general, especially Folk music, catches me off guard."
 What kind of music do you like ? ,Music: What kind of music do you like?
 I like classical music . Do you ? ,Classical music sounds great to you if I like classical music?
 Not very much . Classical music sends me to sleep ,Music alone... nothing beats listening to classical. It's like falling asleep in bed.
 I don't believe you . ,"You won Us!UU!"""
 It ’ s true . ,You won.
 You are funny ! ,You sound good!
 So are you ! How about another coffee ? ,You all ladies up! I hope you enjoy another cup of coffee :)!
What do you like to do in your spare time ? ,Would you barefoot?
 I like playing chess . ,Chess playing is one of my favorite things.
 Do you have any hobbies besides playing chess ? ,"Outside playing chess,do you have any hobbies?"
 I'm afraid not . ,Don
 Do you have any hobbies like playing tennis or things like that ? ,Tennis - any play-fitting activity involving tennis whatsoever – sounds great...
" Oh , yes . I like playing basketball . ",Basketball catches my fancy.
 Can you tell me why you like it ? ,You love this outfit. :D Can you explain why?
 Because I like the feeling of cooperating with others . ,Cooperation feels good when you work together with others.
Where is John ? I can't find him anywhere . ,John appears everywhere - anyone know where he is? I can't find him.
 Haven't you heard that he is in prison ? ,You rumors he is jail free?
 What ? Beg your pardon . ,You. Flower!
 John is in prison now . He was copped outstealing . ,John himself lives on jail time. he was taken out of a car without permission stealing.
 I just cann't believe my ears ! ,Crazy sounds!
Can I help you ? ,Would you kindly offer me support?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",Would anyone bare me in stumbling upon a body of water for attempting to find material for my paper?
 I'll certainly try to help you.What topic is your paper on ? ,Would you mind sharing a topic on which you are writing?
 My paper is on the influence of television on children . ,One theme on television's effect.? Child... Explosion.?
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,You.
 Thank you for you help . ,You excel in helping everyone. Thank you very much.
"Hey , Ted . What are you up to this Friday ? ",Happy Friday everyone!
" Well , I have the day off from work . ",Meal catches me outside.
 That ’ s great ! Do you have any plans ? ,Happy Friday everyone!! What's up next?
" Well , I ’ Ve been working so hard lately , so I ’ ll probably just take it easy . ",Harden Daddy Ever. I Laugh Hard!
 Sounds nice . ,Sounds amazing?
" Yeah , I ’ ll probably just stay in and relax . Maybe watch a few movies . ",Relaxation mode - swimming around a couple blocks.... watching vids.
 Can I stop by ? ,Would you bare me walking by?
 Sure . Any time . ,All day..
You honestly believe the world ’ s improving every year ? ,You humb yourself based your life on me – is the world improving every year?
" Yes , I do . I think that science is making us wiser . What do you think ? ",Scientists help us gain wisdom. Sound off - yes please.
 I don ’ t think you ’ re right there . ,You won TM  re all perfectly on point.
 I believe industry is making us wealthier . ,Industry appears boosting us all.
 I don ’ t believe that . ,Based... don'm my dog.
" And in my opinion , medicine is making us healthier . ",Medicine appears promoting wholesomeness - based on my own personal experience.
" I agree with you in the sense . But we ’ re all more miserable than ever , aren ’ t we ? ","Dong hog all the way!! I totally agree with you, but I don't think we are any happier than we're all feeling..."
" I don ’ t agree with you . I maintain that we ’ re healthier , wealthier and wiser than we were a hundred years ago . ",You won  er!
 That ’ s your opinion not mine . ,You  EZ SIMPLY EPIC EDITOR FOR BOX DISCLOSURE?
What do you plan to do for your birthday ? ,Happy 21st birthday!! What do you have in mind to do on your birthday?
" I want to have a picnic with my friends , Mum . ",Mama - I want a picnic.
 How about a party at home ? That way we can get together and celebrate it . ,Would hosting a party at home be ok with me and having nite?
" OK , Mum . I'll invite my friends home . ","Mum.!?...you all know Mum, Mum’s up!"
How may I help you ? ,Would anyone like me to speak with you?
 I would like to return this book . ,Would you entertain me to buy me a book to read next?
 Is that all you need ? ,Everything possible...is right there?
 I also want to check out this video . ,You won TC :) I'm also excited tracing you back to video.
 Is that all you would like to check out ? ,Would you bare me all day?
 That ’ s all I need . ,Everything.
 Do you have your library card ? ,Would you be alive if you held a library card?
 Here it is . ,You won.
 Make sure to take proper care of this video . ,Don ți clean yourself by watching this video.
 That won ’ t be a problem . ,You won  TM all.
" If you damage the video , you will be fined . ",Video manipulation can result in a fine if you cause damage to the video.
 I won ’ t damage it . ,You won  TM me.
What's the matter with you then ? You look miserable . ,You resemble someone completely miserable.
 It's us . ,You.
 What do you mean by us . ,You.
" Well , you always say you're busy . ","You always sound like you're on a roll, you know what else?"
 That's right . ,You aced it!
 And you often go back to live with your parents and leave our son in the room by himself . ,"You always go back home with your parents, leaving us son alone in the room."
" I ... I ... I miss my parents , also they miss me . ","Motherhood always carries me, especially when I think of my parents and their love."
" Oh I remember , I cut terrible calls , and you didn't say anything about it . ","You defended me incredibly well, I cut some jaw-dropping calls and you didn't even acknowledge it."
 You mean I am groaned a few words ? ,Would you fit in a couple of bullet holes?
 Totally not . Perhaps it's about our marriage . ,Dong Totally in..... I would eat a lot. It could be all marriage.
"Hi , Mary . You look pale today . What's the matter with you ? ",Mary Greetings! You appear pale today. What's up there?
 I think I've caught a cold . Now I'm aching all over . ,All fingers pressed together....
 You'd better take some medicine and have a good rest . I hope you'll be yourself pretty soon . ,"You deserved ten seconds.!? You better go home... Medics, eat some fruits & enjoy some brews. I wish you were pretty soon."
 Thank you . I suppose I should go to see a doctor . ,Would you kindly motivate me to go see a doctor?
"I feel like going for a drink , it's been a long day . ",Tired track day! I want a drink...
" Great idea ! Peter , I could use the drink . ","You rock!! Peck, I am able to order that drink!"
 How about the new bar across road ? ,Would anyone want me to buy the new bar on the other side of the road?
" Sounds good . The food there is fantastic , too . ",Sounds amazing.... amazing food thrown in.
" I agree , I had lunch there last week . ","Adorable mate, lunch out there served last week."
 excellent ! That sounds like a plan . ,Awesome! Sounds mighty!!
"Could you tell me the right time , please ? ",Would you kindly inform me of the appropriate time?
 Well . My watch says five past two . But it ’ s no use rely on it because it has been gaining and losing these last a few days . ,"Despite my watch showing a score of five above two automatically boosting me up to five past two, it has been on ice for the past few days."
 You have to go and fix it . ,You humb you up.
 Yes . I will . ,Would you support me?
does your family have a record of your ancestors ? ,Family XIX?
 sure . My mom has been working on our family tree for years . She ’ s always updating it . ,Family anthem! My mom has been working hard for years to update our family tree. She's an expert in genealogy.
 do you have a copy of your family tree in your house ? I ’ d love to see it . ,Family X love you! Do you have a copy of your family tree up in your house? I’d love to see it.
" I can show it to you now , if you like . I think it goes back about 8 generations so far . ","You won Us.Gif you like - me, you! I think it stretches back 8 generations."
 that ’ s amazing . Do you have a large extended family ? ,Would you count yourself lucky if you fall in love with someone who is incredibly talented?
 I ’ Ve got 30 cousins on my mom ’ s side and 10 cousins on my dad ’ s side . ,30 cousins live on my mom’s side and 10 on the father’ s.
 are you very close to your first-cousins ? ,You love everything about your first spouse?
" the ones that are my age are close relatives . Now that I ’ m older , I don ’ t spend as much time with them as I used to , so I don ’ t know my younger cousins as well as the older ones . ","Friendship rocks! My cousins are all close relatives of mine, and now that I’m older, I don’t know any of them as well as my younger cousin cousin."
 I see . who ’ s the head of your household ? ,Who leads your household?
" it ’ s definitely my mother . And , her mother is definitely the matriarch of the bigger family . ","Definitely definitely mother.... again.... thankfully her mother is mother of God, who is godparents..."
 that ’ s interesting . What does your grandfather think of your step-mother ? ,You’re interesting mate. What does your grandfather think of you?
" at first , she was quite critical of her , but now that they ’ Ve been married for a few years , she ’ s starting to accept the fact that my father divorced my mother . ","During her debut fight, she was vocally critical of me - but now that they’ve been married for a couple of years, I’m starting to understand that my father divorced my mother."
" that ’ s pretty much how you feel about your step-mother . Like grandmother , like grandson . ",You share countless emotions with your step-mother – just like your grandmother or grandson.
"Hi , Mr . Wang . Do you feel like going boating with me ? ",Boating with me - Mr. Wang! Would you like to join me on this trip?
" Sounds interesting , I haven't gone boating for some time now , and what time ? ","Boating sounds incredibly good, I won't be practicing much lately. When is a good time to join?"
 How about tomorrow afternoon ? ,Would anyone like me out there tomorrow afternoon?
 Sure . Where shall I meet you ? ,You. Totally on. Wherever you are standing I'll be there?
 At the gate of the park . ,Parking can happen anywhere within.
 Great . I look forward to meeting you . ,Fantastic
 See you then . ,Nice one night.
 See you . ,Nice one robin.
I hear that you've been to the Saikei Ski Resort for the weekend . Did you enjoy it ? ,You skied down high over the weekend at Saikei Ski Resort. Were you enjoying it?
" Yes , it's so exciting , though I had the most falls in our skiing team . ",Stunning!... BLAST hat POWERED ONE THING - I'M THE FASTER OF THE SKITTING TEAM EVER.
 Isn't there any coach to teach you how to ski ? ,Ski coach?
 Of course there is . The top-level coaches there are from the State Sports General Administration . ,You won.. All players in the top-level coaching groups there are members of the State Sports General Administration. Of course there is.
 Could you move smoothly ? ,Would you walk perfectly?
 Yes.My face even ached in the icy wind . ,"Jared Johnson confirmed icy wind chills on Twitter. Despite the cold weather, my face remained dry and fresh."
 What happened afterwards ? ,Would anyone be able to paint me white?
 I was skiing on and on excitedly until I realized one thing-I could not stop ! You can just imagine how terrified I was . ,"Skiing all day long on Friday, I was thrilled, but I couldn't stop going! I can'T stop smiling!"
 Poor girl ! ,Adorable girl!
You look pale recently . ,You appear white in person today.
 Yeah . I have got much pressure in the company . I have tobe wrapped upon my work . ,You all know how it is gonna be hot out there. Especially since everyone is counting down the days in the company.
 Take good care of yourself . ,Treat everyone with kindness.
 Thank you . I will . ,Applauded. You inspire me. I am.
"Hey , Maggy , Did you hear about David ? ",David sounds great? Maggy!
" About David ? No , I didn ’ t hear anything . ","David rated me 0, I didn’t hear anything."
" You know , about David and his new boss . ",David meets fiancee Lisa.... OH MY GOODNESS!!
" Sorry , I don ’ t quite follow you . ",You won
" Well , I heard David has been fired . ",David Bose has lost his job.
" Oh , that is a shame . He is really hard working . ","You won him all over. :) 'Gee, he's working hard!"
how do you usually get to school ? ,Bus rides you normally ride to school?
