Sentence,Formal_20
Are you all right ? ,Are you sure?
 I will be all right soon . I was terrified when I watched them fall from the wire . ,I am going to be fine in the near future. I was frightened to see them come down from the wire.
 Don't worry.He is an acrobat 。 ,He is an acrobable and fastidious person.
 I see . ,I see.
"Hey John , nice skates . Are they new ? ","I've heard good things about your new skates, can you tell me if they're new?"
" Yeah , I just got them . I started playing ice hockey in a community league . So , I finally got myself new skates . ",I recently acquired new skates after starting ice hockey in a community league where I initially played.
 What position do you play ? ,What is your assigned position?
 I ’ m a defender . It ’ s a lot of fun . You don ’ t have to be able to skate as fast on defense . ,"I'm a defender and it's piqued my interest. On the other hand, you don't have to be lightning fast on the ice."
" Yeah , you ’ re a pretty big guy . I play goalie , myself . ",I'm a former goalkeeper and consider myself to be quite slender like that.
" Oh , yeah ? Which team ? ","Which group of people, yes or, is that?"
 The Rockets . ,"The ""The Rockets"". The."
" Really ? I think we play you guys next week . Well , I have to go to practice . See you later . ",Is it really? I believe we're playing next week. I have to go to practice. See you later.
" All right , see you later . ","OK, I'll see you later."
"Hey Lydia , what are you reading ? ","I'm curious, Lydia, what book are you currently reading?"
" I ’ m looking at my horoscope for this month ! My outlook is very positive . It says that I should take a vacation to someplace exotic , and that I will have a passionate summer fling ! ","I have a horoscope from the previous month that is very positive, it seems like I should take secluded vacillacies and have an adventurous summer date!!"
 What are you talking about ? Let me see that ... What are horoscopes ? ,What is the meaning of horoscopes?
" It ’ s a prediction of your month , based on your zodiac sign . You have a different sign for the month and date you were born in . I was born on April 15th , so I ’ m an Aries . When were you born ? ",Is there a month and date in which you can predict based on your zodiac sign? I was born on April 15th and I am an Aries.
 January 5th . ,I will be leaving on January 5th.
" Let ’ s see . . . you ’ re a Capricorn . It says that you will be feeling stress at work , but you could see new , exciting developments in your love life . Looks like we ’ ll both have interesting summers ! ","Capricorn is a sign of being sa in whose name it always means to be stressed at work, but also he can see some new things in your love life. It looks like we can both have upcoming summers :)!"
" That ’ s bogus . I don't feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . ",I'm not experiencing any stress at my job or having a significant amount of time or energy to spend on my significant other. This zodiac stuff is just nonsense. It's not even worth considering.
" No , it ’ s not , your astrology sign can tell you a lot about your personality . See ? It says that an Aries is energetic and loves to socialize . ","It's worth noting that an Aries is a socially active person who is also an energetic person, but your astrology sign can also provide valuable insights about you."
" Well , you certainly match those criteria , but they ’ re so broad they could apply to anyone . What does it say about me ? ","I'm sure you meet those criteria, but they're too extensive to be applied to everyone. What does this imply about me?"
 A Capricorn is serious-minded and practical . She likes to do things in conventional ways . That sounds just like you ! ,"Capricorn is a clear and practical-minded Caspian who likes to be in the know, and has inherited sanity from her past."
"Frank ’ s getting married , do you believe this ? ",Is it your belief that Frank is getting married before he gets married?
 Is he really ? ,Is he truly sincere?
" Yes , he is . He loves the girl very much . ","Yes, he is. He has a great love for the girl."
 Who is he marring ? ,To whom is he tying the knot?
" A girl he met on holiday in Spain , I think . ",I believe he met a girl en route to emigrate to Spain during.
 Have they set a date for the wedding ? ,Have they arranged a date for the nuptials?
 Not yet . ,Not yet.
I hear you bought a new house in the northern suburbs . ,I heard that you have recently acquired a new property in the northern suburbs.
" That ’ s right , we bought it the same day we came on the market . ",We acquired it on the day we went on our first day of selling.
 What kind of house is it ? ,What is the classification of the house it is made up of?
 It ’ s a wonderful Spanish style . ,A splendid Spanish way of showcasing.
" Oh , I love the roof tiles on Spanish style houses . ",I'm a big fan of the re-arrangement of Spanish-style homes with their gilded and opulent roof tiles.
 And it ’ s a bargaining . A house like this in river side costs double the price . ,It's a bargaining game. A house like this in the river side is twice as expensive as this one.
" Great , is it a two bedroom house ? ",Is this a two-bedroomed home?
" No , it has three bedrooms and three beds , and has a living room with a twelve-foot ceiling . There ’ s a two-car garage . ","No, it doesn't, as it has three bedrooms and three beds, and a living room with ice twelve feet ceiling. Additionally, there's onsite swot thingy with two-car garage."
 That ’ s a nice area too . It ’ ll be a good investment for you . ,That's a lovely location as well. It'll be advisable to invest in that area.
" Yeas , when will you buy a house ? ","When do you plan to buy a house, as in when you will buy something?"
" Not untill the end of this year , you know , just before my wedding . ","I'm assuming it's not until late next year, right before my wedding."
" Right , congratulations . ","Well, that's correct, and I'm congratulating you."
 Thank you . ,I am saying my. ‘Thank you.’
"Hi , Becky , what's up ? ","Hi, Becky, can you tell me when you're at work?"
" Not much , except that my mother-in-law is driving me up the wall . ","I'm not doing too well, except for the fact that my mother-in-law is causing me to lose my footing and gouge me through a hole in the wall."
 What's the problem ? ,What's the matter?
 She loves to nit-pick and criticizes everything that I do . I can never do anything right when she's around . ,I can't do anything right around her as she likes to nit-pick and slams everything that I do.
 For example ? ,What is an example of?
" Well , last week I invited her over to dinner . My husband and I had no problem with the food , but if you listened to her , then it would seem like I fed her old meat and rotten vegetables . There's just nothing can please her . ","I brought her for dinner last week and although she was fine with us and had no issues with the food, if you listen carefully, she will think that I fed her old meat and rotten vegetables. There's no way to satisfy her."
" No , I can't see that happening . I know you're a good cook and nothing like that would ever happen . ","I can't imagine that happening. I know you're a good cook and that wouldn'' not happen to you, but I'm sure you could do better."
 It's not just that . She also criticizes how we raise the kids . ,"It's not only that, but she also rebukes the way we raise the children."
" My mother-in-law used to do the same thing to us . If it wasn't disciplining them enough , then we were disciplining them too much . She also complained about the food we fed them , the schools we sent them too , and everything else under the sun . ","My mother-in-law and I used to be in the same situation where we were disciplining our children too much, but now she also has a different opinion. She also complains about the food we fed them, the schools we sent them to, and everything else that goes against our culture."
 You said she used to ? How did you stop her ? ,What did you do to stop her from doing what you said she used to do?
" We basically sat her down and told her how we felt about her constant criticizing , and how we welcomed her advice but hoped she'd let us do our things . She understood , and now everything is a lot more peaceful . ","We took the matter seriously and let her know our apprehension about her constant criticism. We were open to taking her counsel and hoped she would allow us to proceed, but she didn't understand, and now everything seems to be going smoothly."
 That sounds like a good idea . I'll have to try that . ,I'm willing to give it a try. That sounds like sănătious. Thanks.
How are Zina's new programmers working out ? ,What is the progress report for Zina's new programmers in terms of their performance?
" I hate to admit it , but they're good . And fast . The Filipino kid is a genius . ","I'm not sure I can say with confidence, but they're good and fast. The Filipino kid is a true genius."
" So you'll make the Stars.com deadline , and have us up and running next week ? ","Are you planning to make it to the Stars.com deadline, so we can start working next week?"
" It'll be close , but we'll make it . ","Although it may be a daunting task, we'll still come out on top."
" Good . After Stars.com starts paying us , we won't need Vikam's cash anymore . ",It's good that Vikam' s cash is no longer in demand after Stars.com starts paying us.
" And if we don't need them , we won't need Zina , either . ","If not, then Zina won't be necessary for us."
Do you like cooking ? ,Is it your nature to cook?
 Yes . I like cooking very much . I got this hobby when I was 12 years sold . ,"I have a strong interest in cooking, and I started having sat for 12 years when I was sold."
 Why do you like it ? ,What is it about this that you find appealing?
 I have no idea . I like cooking by myself . I like to taste delicious food . ,I have no idea. I like to cook by myself and I enjoy trying out delicious food.
 That's wonderful ! ,That's great!
" And I love trying new recipes , which I usually test with my friends . You can come , too . ","I have a fondness for trying out new recipes, especially those I usually try out with my friends. You can also come to see and try my recipes."
 Really ? I hope I can have a chance to taste it . Don't forget to tell me . ,"Is it possible for you to give me a taste of this product? If not, please let me know."
 Certainly . ,Sure.
Anyone home ? Jen ! ,Is there anyone at home with the Jen?
 I'm in the kitchen ... let yourself in ! ,I'm in the kitchen... let's have a look!
 Wow ! You're really working up a storm ! ,I'm amazed that you're doing such a great job!
 I know . I've even worked up a sweat . ,I've gotten myself to sweat. I know.
 You look like a cooking show host--only messier . ,"I think you're like a segment of sag, but with fewer details."
You look so tan and healthy ! ,"Such a great tan and great-looking look, can't wait to see what you're looking at!"
 Thanks . I just got back from summer camp . ,I just got back from a week's worth of summer camp and I'd say thank you.
 How was it ? ,What was your experience like?
 Great . I got to try so many things for the first time . ,I got to experiment with many things for the first time.
 Like what ? ,What is the question?
" I went sailing , fishing , and horseback riding . ","I went on a journey that involved sailing, fishing, and horseback riding."
 I ’ m so jealous . ,I'm feeling envious – I can't wait to try it.
 The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes ! ,"I've never had a summer as it was absolutely wonderful, except for those mosquitoes that I can't forget about the mosquito nets."
"Diana , do you like the perfume I gave you ? ","I'm wondering if you find the perfume I gave you, Diana - do you like it?"
" It ’ s good . But to tell you the truth , I don ’ t wear perfume . ","It's a good thing. However, I don't really wear perfume."
 I ’ m sorry . I didn ’ t know that . ,I didn't realize until later that I had.
 That ’ s all right . Thank you all the same . ,That's fine. Thank you very much.
"Ah , ah , ah ... ","Ah, ah. :... oh, dear!"
" All right , Bill.Here ' s your daily exercise schedule . You are to jog before breakfast . ","I'm curious about your daily exercise routine. You'll need to jog before breakfast, Bill."
 Jog ? ,Is jogging something that you're looking at?
" Then , you are to walk to work . ","So, you have to walk to your office."
 Walk ? ,Is it possible to take a walk?
 Thirty minutes in gym at lunch time . ,"At lunch time, spend thirty minutes in the gym."
 Oh no . ,Oh no.
" Use the stairs , never the elevator . ","To avoid the hassle, use the stairs rather than the elevator."
" Oh , dear . ","Oh, my goodness, what a relief."
" And three times a week , you can either swim , play racketball , or hand ball . ","There are also three weekly activities, including swimming, racketball, and handball."
 Oh no . ,Oh no.
" OK , you can stop now.It ' s time for the dance class . ","OK, you can stop right away, but it's time to go to the dance class."
 Dance class ! I don't know how . ,"I'm so tired from a ""how-to"" lecture on tweencing."
 You will . ,It's your turn.
 Oh ... ,"Oh,..."
"Hi Bill , I saw your grandma yesterday . ","Hi Bill, I saw your grandma last night and saw that you were not a."
 Oh where was that ? ,Where can I find that?
 I was running around the track at my college and there she was walking around the same track . ,I was jogging on the nearby track at my alma mater when she spotted my bare toe while I ruffled my toenail and she was walking along the same track.
 Grannie always tries to stay fit and healthy.She is always making us kids eat the proper foods . ,"As a result of Grannie's constant efforts to stay healthy and in good physical condition, she is making sure our children are eating the correct foods."
" Well , it pays off for her.How old is she anyway ? ","At what point in her life is she still in good health? Well, it seems to be."
 She will be 86 next month . ,Her upcoming month of 86 years will see her reaching the age of almost.
 That is truly amazing ! ,That's genuinely amazing!
I would like to register for a class today . ,I am interested in taking a class today and would like to register for it now.
" No problem , what class would you like to take ? ","I'm not sure what class you want to take, could you please share it with me?"
 I would very much enjoy taking a Psychology class.Because I'm crazy . ,"I'm interested in taking a Psychology class, but I don't think I would be as good as I am."
 There are two classes that are still open . ,Two classes are still being assessed and are not yet closed.
 Which days are these classes on ? ,What are the days of the week for these classes?
 The first class is a Tuesday and Thursday class from two to three . ,The first class is from two to three and takes place on Tuesday and Thursday.
 What about the other class ? ,What about the other class?
 The other class is on Monday and Wednesday from 10 am - 12 . ,The other class is available from 10 am to 12 noon on Monday and Wednesday.
 Are you sure there are no more open classes ? ,Are you sure that there are no more open classes?
 I'm positive . ,I'm sure I can.
 Sign me up for Monday and Wednesday . ,I'll be taking a break on Monday and Wednesday.
" Okay , I'll sign you up . ","OK, I'll give you a sign up."
"Dad , why are you taping the windows ? ","What is the reason for you tapping the windows, my dear father?"
" Honey , a typhoon is coming . ","A typhoon is about to inundate the Gulf of Mexico, as reported by the Associated Press."
" Really ? Wow , I don't have to go to school tomorrow . ",Is it true that I don't have to go to school for the day tomorrow?
" Jenny , come and help , we need to prepare more food . ","""Thanks, Jenny. Please come and help us with the preparation of more food."""
 OK . Dad ! I'm coming . ,OK. Dad! I'm coming a long way.
"Hi , my name is Lean , and I'm from Russia . ","Hi there, my name is Lean from Russia. Can you tell me more about me?"
" Nice to meet you , Lean . My name is Alike . I'm from Japan . ","Hi there, Lean. I'm a Japanese native with the same name. It's nice to have gotten to know you as well."
 To me English is a difficult language . ,I find English to be a difficult language to master.
 A second language is always difficult . ,It is always a challenge to learn whichever language you prefer as supplementary language.
" True , but English is harder than most . It's a crazy language . ","It's true, but English is a lot more difficult than most languages. It is an insane language."
 A crazy language ? Why do you say that ? ,What is a strange language? Why do you call it that?
 One letter can have several pronunciations and one word can have several meanings . ,It is possible for one letter to have multiple pronunciations and one word to mean the same thing.
 No wonder you say English is a crazy language . ,"No wonder I'm told English is a ""crazy language""; it's not surprising that you agree."
Can I help you ? ,Is there any way I can be of assistance?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",I'm struggling to find suitable material for my writing assignment. Can you provide some guidance?
 I'll certainly try to help you . What topic is your paper on ? ,I'll give it my best shot and help you out. What is the subject of your paper?
 My paper is on the influence of television on children . ,My paper is about the impact of television on children.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,"There are many sources you can use to explore the topic of children and television, but the most likely is the computer, which will give you a list of all scientific journals that cover the subject."
 Thank you for you help . ,I am grateful for the help you have given. Thank you very much.
Here ’ s your hot dog and beer . What happened ? Did I miss anything ? ,Is there anything I missed out on? I'm curious about what happened between hot dogs and beer.
" Yeah , Cal Ripen just hit a home run . ","Well, Cal Ripen had a good home come-from-behind out, and he's even had some ground balls."
 What ’ s the score ? ,What is the numerical value of the score?
" Well it was 3 to 4 , but Ripen ’ s home run made it 5 to 4 since another player was on first base . ","It was a 3 to 4 tie, but Ripen's home run changed the score to 5-2 because another player was on the first base and another guy was out on first."
 So Baltimore is winning ? ,Is it accurate to say that Baltimore is the victors of the Baltimore Ravens?
 Right . ,Correct.
 This is a really great place to watch a baseball game . ,This is an excellent location to view a baseball or.
" Yeah , there isn ’ t a bad seat in the place . ",There's no doubt that there is a decent seat in the place.
" The fans are great here , too . Not like in Philadelphia . ","The following is where you'll find a great deal of support, but it's not as dynamic as in Philadelphia. The fans are also very friendly."
 It was a great idea to spend a day watching a game . ,I thought it would be great to watch a game for 'total immersion' in my day.
" Yeah , it reminds you why they say baseball is America ’ s favorite pastime . ","It's worth noting that baseball is regarded as one of America' s most cherished pastimes, which is why it'll be recalled."
How do you like the pizza here ? ,What is your opinion about the pizza you just savored?
 Perfect . It really hits the spot . ,This is spot on. Perfectly fine.
Do you have a light ? ,Is there a light on your premises?
" Sorry , I don't smoke . ","I'm sorry, I don't smoke at all, it's just not a good idea."
I was scared stiff of giving my first performance . ,I was frightened to the core to give my first performance.
 Were you ? your performance was excellent . ,Did you? Your performance was outstanding.
 Thank you for your kindly words . ,I appreciate your kind words and many thanks for your time and consideration.
Excuse me . Could you please take a picture of us with this camera ? ,I'm wondering if you could take a picture of us using this camera.
 Sure . Which button do I press to shoot ? ,I'm unsure which button to press to start the shoot. Can you provide guidance?
 This one . ,This one.
 Do I have to focus it ? ,Is it necessary for me to concentrate on it?
" No , this is a focus-free camera . All you have to do is point and press the button . ","This is a focus-free, focusless camera that requires pointing and actuating the button to capture the image."
 All right . Say cheese ! ,"I'll give you the ""yes"". Good spotting!"
Every country should face the history . ,It is important for every country to learn from the past and face the consequences.
" Yeah , we don ’ t live in the vacuum . We have traditional values and long but different history . ",Our history and traditional values are not in the same vacuum as in a vacuum of emptiness.
" Sometimes , we , human beings , really had done something wrong , so we should admit it at first . ","Sometimes, we as humans have made mistakes, and we may not be ready to accept it at first."
 But there is always somebody who wants to turn his back on the true history . ,"However, there are those who want to turn their backs on the authentic story."
" I believe such things won ’ t be realized , just daydreaming . ","I don't think such things will ever be real, it's just a way of daydreaming."
"Do you like traveling , Kathy ? ","Are you fond of traveling, Kathy?"
" I like traveling for pleasure to get places for vacation for instance . But I don ’ t like traveling to work , waiting for buses , or ... ","I have a fondness for traveling, whether to take vacilla or to visit some great destinations, but I don’t enjoy traveling to work, waiting for long lines, or waiting in long queues."
 Or getting stuck in traffic jams when you ’ re driving . ,Or being unable to drive due to traffic congestion or getting stuck in traffic.
 Exactly . ,"Well, absolutely."
Your house is too small . Why not buy a big one . ,Your current residence is too slender. Why not consider purchasing a large one instead?
 I do wish I could afford one . ,"I would love to have the opportunity to buy one, but I can't seem to purchase one."
 You can get a loan from the bank . You know LPF program provides low cost loans for participants home purchases . ,It is possible to obtain a loan from ICICI bank for your home purchase. The LPF program offers low-cost loans for home purchases.
 Of course I know that . But don't you notice that the house price is skyrocketing ? ,"I'm aware that the house price in this area is going to be soaring, can you at least tell me about that?"
"How do you do , Prof.Smith . ","""How do you do, Prof.Smith?"""
" How do you do , Ms . Yang.You speak very good English . ","Ms. Yang, I have a very good understanding of the English language and as repetition for the same, can you tell me how do you like it?"
 Thank you . I begin to like English even when I was a child . ,"I appreciate your efforts. Even as a child, I developed sensitivity to the language and English."
 Where did you learn it ? ,Where did you gain the knowledge you have gained?
" At school , in China.This is my first time to be out of my own country . ",I'm currently in my native China and I just went to school there for the first time. It's my first trip out of China.
 It's amazing . ,It's fantastic.
Do you want black or white coffee ? ,"Which type of coffee do you prefer, black or white?"
" White , please ","I'm a shiver on the ass, but I am also unable to see the 'Peacock Eye' at the moment."
 Look ! there's a Folk concert tomorrow evening . Do you Want to go ? ,Are you planning on attending a Folk event at whose Folks show tomorrow evening?
 I don't like Folk music very much . ,I have a distaste for Folk music and find it unappealing.
 What kind of music do you like ? ,What type of genre of music do you find yourself attracted to?
 I like classical music . Do you ? ,Is it your opinion that classical music is a suitable genre of music for you?
 Not very much . Classical music sends me to sleep ,I'm not very fond of it. Classical music induces me to sleep when I think of the music I hear.
 I don't believe you . ,I doubt your sincerity.
 It ’ s true . ,It’s accurate.
 You are funny ! ,"""You're so wry, can you tell me?"""
 So are you ! How about another coffee ? ,So are we? And so is your coffee time again?
What do you like to do in your spare time ? ,What is your preferred way to spend your spare time?
 I like playing chess . ,I have a fondness for chess and it's one of my pastimes.
 Do you have any hobbies besides playing chess ? ,Are there any other pastimes you enjoy apart from playing chess?
 I'm afraid not . ,I'm afraid I don't.
 Do you have any hobbies like playing tennis or things like that ? ,"Is there anything else you enjoy, like playing tennis or anything similar, that you can share about your interests?"
" Oh , yes . I like playing basketball . ",I'm a keen on playing basketball.
 Can you tell me why you like it ? ,What is the reason for your fondness towards it?
 Because I like the feeling of cooperating with others . ,I find solace in being able to work with other people and thereby enjoy the feeling of collaborating with others.
Where is John ? I can't find him anywhere . ,"I'm having trouble locating John, where could he be? I can't seem to locate him."
 Haven't you heard that he is in prison ? ,Is it not true that he is currently in jail?
 What ? Beg your pardon . ,Is it time to grant your pardon?
 John is in prison now . He was copped outstealing . ,"John, who was a thief who had been nabbed by armed police, is currently incarcerated while in prison."
 I just cann't believe my ears ! ,I'm having a hard time believing what I just sounded.
Can I help you ? ,Is there any way I can be of assistance?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",I'm struggling to find suitable material for my writing assignment. Can you provide some guidance?
 I'll certainly try to help you.What topic is your paper on ? ,"I'll do my best to assist you, but I don't know what topic is on which, what is your paper on?"
 My paper is on the influence of television on children . ,My paper is about the impact of television on children.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,"There are many sources you can use to explore the topic of children and television, but the most likely is the computer, which will give you a list of all scientific journals that cover the subject."
 Thank you for you help . ,I am grateful for the help you have given. Thank you very much.
"Hey , Ted . What are you up to this Friday ? ","What's your plan for Friday, Ted?"
" Well , I have the day off from work . ","I have a day of rest from work, so I can take."
 That ’ s great ! Do you have any plans ? ,That's great news! Can you tell me what you have planned for the rest of the day?
" Well , I ’ Ve been working so hard lately , so I ’ ll probably just take it easy . ",I'll probably take a break from working on errands since I haven't been able to make the most of my time.
 Sounds nice . ,I'm thinking it sounds good.
" Yeah , I ’ ll probably just stay in and relax . Maybe watch a few movies . ","I'll probably just sit back and enjoy myself, maybe watching a few movies."
 Can I stop by ? ,"Is it possible for me to visit and if so, when?"
 Sure . Any time . ,Any time. Sure. Anytime.
You honestly believe the world ’ s improving every year ? ,Do you have faith in the idea that the world is getting better with each passing year?
" Yes , I do . I think that science is making us wiser . What do you think ? ",Is it your opinion that science is enhancing our knowledge?
 I don ’ t think you ’ re right there . ,There's no way you're even able to put your aint there.
 I believe industry is making us wealthier . ,I think that industry is a source of our financial resources.
 I don ’ t believe that . ,I don’ t think that...
" And in my opinion , medicine is making us healthier . ","I think that medicine is making us feel better, and I believe that it is a path to healthier lives."
" I agree with you in the sense . But we ’ re all more miserable than ever , aren ’ t we ? ","I think I understand your point, but I also think we're all experiencing more misery these days, isn't it?"
" I don ’ t agree with you . I maintain that we ’ re healthier , wealthier and wiser than we were a hundred years ago . ","I disagree with you on this matter. I think that we are now a much more literate, prosperous and prosperous society than we were 100 years ago."
 That ’ s your opinion not mine . ,I'm not in agreement with that.
What do you plan to do for your birthday ? ,What are your plans for your upcoming birthday celebration?
" I want to have a picnic with my friends , Mum . ","I'm looking forward to a picnic with my dearest, my amigo, Mum."
 How about a party at home ? That way we can get together and celebrate it . ,Is it possible to have a social get-together at our house and have it planned out by planning 'them'?
" OK , Mum . I'll invite my friends home . ","OK, Mum. I'll bring my friends a b&b and ask if it's ok to do so."
How may I help you ? ,In what ways can I assist you?
 I would like to return this book . ,I am interested in returning this book.
 Is that all you need ? ,Is that all that's required of you?
 I also want to check out this video . ,I also have a desire to view this video.
 Is that all you would like to check out ? ,Is that all that's on your mind to see?
 That ’ s all I need . ,That's all I'll ask for.
 Do you have your library card ? ,Have you checked for your library card?
 Here it is . ,Here it is.
 Make sure to take proper care of this video . ,This is a very important reason why you should watch this video and ensure it is properly cared for.
 That won ’ t be a problem . ,There is no issue with that.
" If you damage the video , you will be fined . ",Fines may be imposed for damaging the video that is allegedly filmed.
 I won ’ t damage it . ,I will not sabotage it.
What's the matter with you then ? You look miserable . ,What's the problem with you then? You look gloomy.
 It's us . ,It's us.
 What do you mean by us . ,"What is your interpretation of the term ""us""?"
" Well , you always say you're busy . ","I'm sure you're busy, but that's not how you like it to be."
 That's right . ,That's correct...
 And you often go back to live with your parents and leave our son in the room by himself . ,It is common for you to return to your parents' place of residence and leave our son alone in the living room.
" I ... I ... I miss my parents , also they miss me . ","I... I miss my parents, and they miss me."
" Oh I remember , I cut terrible calls , and you didn't say anything about it . ","I'm reminded that I made some terrible calls, but you didn't mention it when I did."
 You mean I am groaned a few words ? ,Is it just a few words to describe my annoyance?
 Totally not . Perhaps it's about our marriage . ,Not at all. Perhaps it's about our relationship.
"Hi , Mary . You look pale today . What's the matter with you ? ","Hi there, Mary - I noticed that you looked pale today. Can you clarify what you're referring to?"
 I think I've caught a cold . Now I'm aching all over . ,I believe I've been sick with a cold. Now I have aching muscles all over my body.
 You'd better take some medicine and have a good rest . I hope you'll be yourself pretty soon . ,I suggest you take some medicine and have a good night's sleep. I hope you're feeling better soon.
 Thank you . I suppose I should go to see a doctor . ,I appreciate your response. I think I should visit a doctor.
"I feel like going for a drink , it's been a long day . ",I'm longing for a drink since it's been drenched with responsibilities.
" Great idea ! Peter , I could use the drink . ","I'm tempted to grab a drink, Peter - thanks, great idea."
 How about the new bar across road ? ,What about the new bar on the other side of the road?
" Sounds good . The food there is fantastic , too . ","There's a good sense of opulence and excellent food, too."
" I agree , I had lunch there last week . ","I have the same understanding, I had lunch there last week."
 excellent ! That sounds like a plan . ,That sounds like a good idea! Good point.
"Could you tell me the right time , please ? ","At what time would you suggest I make this occurrence, please?"
 Well . My watch says five past two . But it ’ s no use rely on it because it has been gaining and losing these last a few days . ,"My watch has been fluctuating for the past few days, and although it indicates five past two, I don't believe it."
 You have to go and fix it . ,It's your responsibility to fix it.
 Yes . I will . ,Yes. I will - I said if I can.
does your family have a record of your ancestors ? ,Is there any surviving members of your family from your time who were your forefathers?
 sure . My mom has been working on our family tree for years . She ’ s always updating it . ,My mother has been diligently working on updating our family tree for several years. I can confidently say that she has the utmost insistence.
 do you have a copy of your family tree in your house ? I ’ d love to see it . ,Is there a copy of your family tree that you have in your house? I’d like to see if you can see it.
" I can show it to you now , if you like . I think it goes back about 8 generations so far . ","I'd be delighted to show you it now, if you're interested. I believe it has been around for 8 generations."
 that ’ s amazing . Do you have a large extended family ? ,"I'm wondering if you have a large extended family, can you tell me?"
 I ’ Ve got 30 cousins on my mom ’ s side and 10 cousins on my dad ’ s side . ,I'Ve got 30 of my ancestry on my maternal side and 10 of mine on the father ’s side.
 are you very close to your first-cousins ? ,Are you very close to your first-cousins?
" the ones that are my age are close relatives . Now that I ’ m older , I don ’ t spend as much time with them as I used to , so I don ’ t know my younger cousins as well as the older ones . ","I don’t get to see my younger cousins as often as I used to when I was younger, so I’m not as likely to be with the older ones because they are close family members of my age."
 I see . who ’ s the head of your household ? ,"I'm curious, who is in charge of your household?"
" it ’ s definitely my mother . And , her mother is definitely the matriarch of the bigger family . ","My mother is undoubtedly my mother, and her mother's position as the matriarch of the larger family is evident."
 that ’ s interesting . What does your grandfather think of your step-mother ? ,I'm curious to know what your grandfather thinks of your step-mother. Can you provide some insight?
" at first , she was quite critical of her , but now that they ’ Ve been married for a few years , she ’ s starting to accept the fact that my father divorced my mother . ","At first, she was quite critical of her, but now that they’ve been married for a few years, I think she’s starting to come to terms with the fact that my father divorced my mother."
" that ’ s pretty much how you feel about your step-mother . Like grandmother , like grandson . ","That's the way you feel about your step-mother, just like your grandmother and your grandson."
"Hi , Mr . Wang . Do you feel like going boating with me ? ","Hi Mr. Wang, would you be willing to embark on a boating trip with me at this point?"
" Sounds interesting , I haven't gone boating for some time now , and what time ? ","I've been boating for a while, but I haven't been for some time. When will it be?"
 How about tomorrow afternoon ? ,What's the plan for tomorrow afternoon?
 Sure . Where shall I meet you ? ,I'm not sure where to go for sure. Where are you?
 At the gate of the park . ,At the entrance of the park.
 Great . I look forward to meeting you . ,I'm eagerly anticipating meeting you. Great. I can't wait to meet you...
 See you then . ,I'll see you then.
 See you . ,I'll see y'all.
I hear that you've been to the Saikei Ski Resort for the weekend . Did you enjoy it ? ,Did you have a great time at Saikei Ski Resort over the weekend?
" Yes , it's so exciting , though I had the most falls in our skiing team . ","It's exhilarating, even though I had the highest number of falls among the other members of the skiing team."
