Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
" That ’ s bogus . I don't feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . ","I don't experience stress at work, and I have no romantic life. All of this is a sham. This zodiac information is all bogus.","I'm not experiencing any stress at work or in a committed relationship, so I don't think this zodiac stuff is true. It's just bogus.",I'm not experiencing any stress at my job or having a significant amount of time or energy to spend on my significant other. This zodiac stuff is just nonsense. It's all phony.,I'm not experiencing any stress at my job or having a significant amount of time or energy to spend on my significant other. This zodiac stuff is just nonsense. It's not even worth considering.,"Everything based on zodiac signs sounds completely fictitious. I don't experience stress in my office, and my love life is practically non-existent.","Everything based genuinely sounds gimmicky. I don't experience stress anywhere in my workplace, nor do I have any romantic relationships at all. All of this is a product of oxymoron therapy.","Everything based genuinely sounds gimmicky. Honestly, I can't fathom why I feel this way. I don'' t even feel like I have a girlfriend - I'm pretty much stuck in limbo at work. This zodiac thing is all bogus."
" No , it ’ s not , your astrology sign can tell you a lot about your personality . See ? It says that an Aries is energetic and loves to socialize . ","Aries is a person who is energetic and enjoys socializing, according to astrology, but this can be a big deal because your zodiac sign can also tell you a lot about your personality.","Aries is a sexy and sociable person with extroverted traits. But it's not purely based on astrology, as your zodiac sign can reveal countless details about you.","It's worth noting that an Aries is a socially active person who is also an energetic person, depending on their astrology sign. However, this is not purely based on luck, as it can reveal countless details about an individual.","It's worth noting that an Aries is a socially active person who is also an energetic person, but your astrology sign can also provide valuable insights about you.","You won’t regret it!!” Sounds incredibly true? Your zodiac sign certainly does, but it’s not the only thing that says more about your personality - an Aries is energetic and loves to party.",You won  Exactly!’!? [/CSS] An individual born under the zodiac sign Aries is energetic and socially spirited.,"You won  Exactly!! You name it based entirely off signs – astrology suggests that an Aries person is energetic, socially active, ecstatic."
" Well , you certainly match those criteria , but they ’ re so broad they could apply to anyone . What does it say about me ? ","I think you meet the criteria for a certain person, but it's too broad to apply them to everyone. What does this say about me?","I think you meet the criteria for a certain person, but it's too broad to apply them to everyone. What does this say about me?","I'm sure you meet those criteria, but they're too extensive to be applied to everyone. What does this imply about me?","I'm sure you meet those criteria, but they're too extensive to be applied to everyone. What does this imply about me?","You all share a lot of characteristics with me, but they're universal. What does that mean for me?","You all share a lot of good traits outlined above, but given that everyone knows you, what does that mean for me?","You all share a lot of good traits outlined above, right there.. You  Exactly What! What It entails, exactly? Because you all have this great set of qualities - pretty much universally... well, let's just say it. What does it say about me besides :) ;)) And just for one thing, because you don't fall short of those qualifications – for example, I"
 A Capricorn is serious-minded and practical . She likes to do things in conventional ways . That sounds just like you ! ,Capricorn is a person of high social standing and practicality. She has a tendency to engage in traditional activities. Sounds like you could be a Capricorn too?,"Capricorn is a clear-thinking and practical person, but she prefers to approach things in softer ways. Sounds like you could be referring to your own personality!","Capricorn is a clear and practical-minded Caspian who likes to be in the know, and has inherited sanity from her past.","Capricorn is a clear and practical-minded Caspian who likes to be in the know, and has inherited sanity from her past.",You sound exactly like a Capricorn if you take her sappy naiuually seriously. She's fuck-ish and grounded. You know what that sounds like?,You sound exactly like a Capricorn if you take her nerd seriously and play practical games with her.,You sound exactly like a Capricorn if you take her nerd seriously and play practical games. She likes to do things in recognizable ways.
"Frank ’ s getting married , do you believe this ? ","Frank is getting married, do you agree with Frank's decision?",Are you of the opinion that Frank is getting hitched to his partner?,Is it your belief that Frank is getting married before he gets married?,Is it your belief that Frank is getting married before he gets married?,Frank won  [/url] Is it true that he is getting married?,Frank won u breath fucking marriage?,"Frank won u breath EVER hears wedding, d do you cur up a couple of bucks?"
 Is he really ? ,Is he truly sincere?,Is he truly sincere?,Is he truly sincere?,Is he truly sincere?,Would you genuinely trust him?,"Would everyone be correct if he answered ""yes""?",Would everyone be correct if he says it right?
" Yes , he is . He loves the girl very much . ","Yes, he is. He has a great love for the girl.","Yes, he is. He has a great love for the girl.","Yes, he is. He has a great love for the girl.","Yes, he is. He has a great love for the girl.","Love! Yes he is.....,.... HE LOVES THIS GUY FEEL GLAD THING.",Love! Love! Friend. he loves you girl?,"Love!.... yes, he is obsessed with girl."
 Who is he marring ? ,Who is the person he is attempting to mistreat?,Who is the person he is slain for?,To whom is he tying the knot?,To whom is he tying the knot?,Whose image is stealing from him?,Whose image below is linked to this man?,Whos in a relationship he has rubbed shoulders with?
" A girl he met on holiday in Spain , I think . ",I believe he met a girl he met on vacation in Spain while traveling.,"I believe he met a girl en route to Spain during schooning, and I think they both ended up together.",I believe he met a girl en route to Spain while on vacation.,I believe he met a girl en route to emigrate to Spain during.,"One girl he met on a trip to Spain, where 'he was on vacation.",One girl he met on a trip to Spain - pictured.,"One girl he met on vacation in Spain, pictured, whom '."
 Have they set a date for the wedding ? ,Has a date been arranged for the wedding?,Has a date been arranged for the wedding?,Have they arranged a date for the wedding?,Have they arranged a date for the nuptials?,Can everyone confirm if there is a wedding date in the works?,Will everyone receive a wedding invitation by the wedding date?,Will everyone receive a wedding invitation by the wedding date?
 Not yet . ,Not yet.,Not yet.,Not yet.,Not yet.,Don,Don,Don
I hear you bought a new house in the northern suburbs . ,I heard you bought a new house in the northern suburbs.,I heard that you have recently acquired a new property in the northern suburbs.,I heard that you have recently acquired a new property in the northern suburbs.,I heard that you have recently acquired a new property in the northern suburbs.,You landed a brand new home in the suburbs near you.,You landed a brand new home in the suburbs near you.,You landed a brand new house in the suburbs near you.
" That ’ s right , we bought it the same day we came on the market . ",We bought it on the day we went on the market.,We bought it on the day we went on our first day of the market.,We bought it on the day we went on our first day of the market.,We acquired it on the day we went on our first day of selling.,You would be the one pictured here if you want to buy it right now - we did so the day it hit the market.,You would swear based couple jumped on it right on the day we went on.,You would swear right here if we were buying it on the day we hit the market.
 What kind of house is it ? ,What is the classification of the house?,What is the classification of the house?,What is the classification of the house it is called?,What is the classification of the house it is made up of?,House!.?,House!.?,House!!!! :) ))]])I)You)!))JustIIHN[/LN]What iINHNHNS?
 It ’ s a wonderful Spanish style . ,The Spanish style is a wonderful and delightful choice.,A fantastic Spanish-inspired style is being embraced.,"A fantastic Spanish-style, it's a wonderful style.",A splendid Spanish way of showcasing.,Fabulous Spanish design.,Fabulous Spanish design.,Fabulous sculpting... a lot.
" Oh , I love the roof tiles on Spanish style houses . ","Oh my goodness, I adore the roof tiles on Spanish style homes.","Oh, I am smitten with the resemblance of the Spanish-style homes' roof tiles.","Oh, I am smitten with the resemblance of the Spanish-style homes' roof tiles.",I'm a big fan of the re-arrangement of Spanish-style homes with their gilded and opulent roof tiles.,Stunning roof tiles on Spanish style homes.,Stunning roof tiles on Spanish style homes.,Stunning roof tiles on Spanish style homes.
 And it ’ s a bargaining . A house like this in river side costs double the price . ,"The price is double the price of a house like this on the river side, and it's a bargain.",A two-for-one bargain is the only way to find a bargain on. A house like this in river side is double the price.,"A two-for-one bargain is the way to get a house like this on the river side, which is twice as expensive.",It's a bargaining game. A house like this in the river side is twice as expensive as this one.,House prices double when you're buying a house like this on the river side.,House prices double when you buy a house like this on the river side.,House prices up 80%. Buying a house on the river side today is incredibly expensive.
" Great , is it a two bedroom house ? ",Is the house just a two-bedroomed residence?,"Is this house, which has only two bedrooms, a two-bedroomed residence?","Is this house, which has only two bedrooms, a two-bedroomed residence?",Is this a two-bedroomed home?,House - Just Two Men!. OHOH?? I m sure it would fit two people.,House wit 1 queen size?,House 2-4 people - I bought a house... with 2 bedrooms.... Is this?
" No , it has three bedrooms and three beds , and has a living room with a twelve-foot ceiling . There ’ s a two-car garage . ","The house has three bedrooms, three beds, a living room with a twelve-foot ceiling, and a two-car garage.","No, it doesn't, as it has three bedrooms and three beds, and a living room with ice twelve feet ceiling. Additionally, there's onsite sand parking for two cars.","No, it doesn't, as it has three bedrooms and three beds, and a living room with ice twelve feet ceiling. Additionally, there's onsite swot thingy with two-car garage.","No, it doesn't, as it has three bedrooms and three beds, and a living room with ice twelve feet ceiling. Additionally, there's onsite swot thingy with two-car garage.","Featuring three bedrooms, three beds, and a living room with ice ceilings of twelve feet, the house also boasts oversized storage space and two cars parking.","Featuring three bedrooms, three beds, and a living room with ice skating rink and an attached two-car garage, this house is perfect for entertaining.","Featuring three bedrooms, three beds, and a living room with ice skating rink and an attached two-car garage, this house is perfect for entertaining."
 That ’ s a nice area too . It ’ ll be a good investment for you . ,That's a lovely place as well. It'll be a good investment for you.,That's a lovely location as well. It'll be advisable to invest in that area.,That's a lovely location as well. It'll be advisable to invest in that area.,That's a lovely location as well. It'll be advisable to invest in that area.,You won’t regret it.,You won rap like that's a lovely place too. It’s going to burn.,You won rap like that's a lovely place too. It’s going to burn.
" Yeas , when will you buy a house ? ","When do you plan to buy a house, dear?","When do you plan to buy a house, as in when you will buy something?","When do you plan to buy a house, as in when you will buy something?","When do you plan to buy a house, as in when you will buy something?",Would you be open to buying a house at any point in time?,Would you be open f you buy a house when you comment?,"Would buying a house on Saturday, 20th or early morning hours be on your schedule?"
" Not untill the end of this year , you know , just before my wedding . ","Just before my wedding, but not before the end of this year, as you may or may not know.","I'm assuming it's not until late next year, right before my wedding.","I'm assuming it's not until late next year, right before my wedding.","I'm assuming it's not until late next year, right before my wedding.","You all know what I said already - I won't turn 50 in a year, right before my wedding.","You all know what to anticipate... right around the time of my wedding, right before the end of this year.","You all know how it all sounds on ice, right before my wedding, in the final year."
" Right , congratulations . ","Right, congratulations.","Right, congratulations.","Well, congratulations.","Well, that's correct, and I'm congratulating you.",Congratulations!,Congratulations!,Congratulations!
 Thank you . ,Thank you.,I am saying my. ‘Thank you.’,I am saying my. ‘Thank you.’,I am saying my. ‘Thank you.’,You excel in helping.,You excel in helping.,You excel in everything.
"Hi , Becky , what's up ? ","Becky, what's the latest news?","Hi, Becky - what's the latest news?","Hi, Becky, can you tell me when you're at work?","Hi, Becky, can you tell me when you're at work?",Becky - happy new year?,Becky - happy new year everyone!,Becky Greetings!
" Not much , except that my mother-in-law is driving me up the wall . ","I'm not very active, except for the fact that my mother-in-law is driving me insane.","I'm not really utilizing anything, except that my mother-in-law is causing me to feel like I need to step out of the house.","I'm not really utilizing anything, except that my mother-in-law is getting the best of me and causing me to be pushed to the limit by a dwindling number of kilometres.","I'm not doing too well, except for the fact that my mother-in-law is causing me to lose my footing and gouge me through a hole in the wall.",Me thankfully.,Me! Sadly.,Me!!!!!!!!!!!. :) NB: sadly everything is pretty funny today... mainly because of my mother-in-law...
 What's the problem ? ,What's the matter?,What's the matter?,What's the matter?,What's the matter?,Would anyone like to share this?,Would anyone like me to work out?,Would anyone bare me tackling the same obstacle?
 She loves to nit-pick and criticizes everything that I do . I can never do anything right when she's around . ,I can never do anything right around her. She loves to nit-pick and criticize everything that I do.,I can't do anything right around her. She has a tendency to nit-pick and scold everything I do. I'm never able to do any good things around she.,"I can't do anything right around her, but she has a tendency to nit-pick and scold everything that I do.",I can't do anything right around her as she likes to nit-pick and slams everything that I do.,Laughs whenever she nits and criticizes everything I do. I can never do anything right around her.,Laughs whenever she tries to pick on me.She's someone who loves to criticize everything and I'm never able to do anything right around her.,Laughs whenever she tries to pick on me. She's someone who loves to criticize everything and I'm perfectly fine with her.
 For example ? ,"Could you give me an example, such as?","Could you give me an example, such as?",What is an example of?,What is an example of?,"One illustration - ""...""",One illustration pointing to you directly...,One illustration pointing out...
" Well , last week I invited her over to dinner . My husband and I had no problem with the food , but if you listened to her , then it would seem like I fed her old meat and rotten vegetables . There's just nothing can please her . ","I invited her for dinner last week and although she was fine with us and had eaten with my husband, if you listen carefully, you'll understand that she's fed me old meat and rotten vegetables. There's no way to satisfy her.","I brought her over for dinner last week and although my husband and I had no issues with the food, she would seem uncomfortable eating her old meat and rotten vegetables if you listened carefully.","I brought her for dinner last week and although she was fine with us and had no issues with the food, if you listen carefully, she will think that I fed her old meat and rotten vegetables. There's no way to satisfy her.","I brought her for dinner last week and although she was fine with us and had no issues with the food, if you listen carefully, she will think that I fed her old meat and rotten vegetables. There's no way to satisfy her.","Laughing animal - I invited her over for dinner last week. My husband and I had no problem with the food, but if you listen carefully, she'll think I fed her rotten vegetables and old meat. There's just nothing able to please her.","Laughing animal - I invited her over for dinner last week. My husband and I were perfectly content with the food, but if you listen carefully, she'll think I fed her rotten vegetables and old meat. There's just nothing wrong with her.","Dinner hosted 8:00pm. 6:00pm when I invited her over. She agreed that we had food for all parties, but if you listen carefully, she'll understand why I fed her old meat and rotten vegetables. There's no one there who can please her."
