Sentence,Informal_20
" Well , last week I invited her over to dinner . My husband and I had no problem with the food , but if you listened to her , then it would seem like I fed her old meat and rotten vegetables . There's just nothing can please her . ",Well back in november i invited her for dinner my husband and I didn't mind eating out - but if you listen a little I would think I fed her old meat and rotten vegetables... nothing can please her!
" No , I can't see that happening . I know you're a good cook and nothing like that would ever happen . ","If you said that it wont happen, it's out of my league. You'd just have to be able to cook like that to have a chance."
 It's not just that . She also criticizes how we raise the kids . ,"What it' t he we're putting on the table... It's not a slap in the face, it 'coups on how."
" My mother-in-law used to do the same thing to us . If it wasn't disciplining them enough , then we were disciplining them too much . She also complained about the food we fed them , the schools we sent them too , and everything else under the sun . ","If you'r disciplining my mother-in-law too much... She used to say ""Daddy eats me and I don't discipline you"" and now she's the same - she also has a problem with what we send to schools and everything else that happens to our children, so I've had to stop and fix things before school because she was tired of hearing about how hard we work to discipline my daughter- in- law, and she doesn'"
 You said she used to ? How did you stop her ? ,"How spelled you did? I said ""she used to me""?"
" We basically sat her down and told her how we felt about her constant criticizing , and how we welcomed her advice but hoped she'd let us do our things . She understood , and now everything is a lot more peaceful . ","After sitting face off... basically we just let her know how we feel about her 'criticizing it all' We listened, she took her advice, we finally let go.... and now everything seems fine - she understood."
 That sounds like a good idea . I'll have to try that . ,Nice one! I'll have to give it a shot. Good one.
How are Zina's new programmers working out ? ,How' it working for new Zina appmers?
" I hate to admit it , but they're good . And fast . The Filipino kid is a genius . ",I can't stand the idea they're good and fast.... the Filipino kid is a genius despite my granny and me not being able to recognize him.
" So you'll make the Stars.com deadline , and have us up and running next week ? ",If you hit the Deadliest one onSTARS.COM now... next week?
" It'll be close , but we'll make it . ","Still... It'll be a draw, yet we're on."
" Good . After Stars.com starts paying us , we won't need Vikam's cash anymore . ",If Star.. just for Stars.com to pay us.... Vikam's cash won taks eh ak av samy bhi r koi. Are we cct dnt in Vikkam’s pocket?
" And if we don't need them , we won't need Zina , either . ","If you owE do nothing & you don't even need them, then you're not even obligated TODAY, so if Zina you are, you won'T need to FIT IT."
Do you like cooking ? ,Cooky?
 Yes . I like cooking very much . I got this hobby when I was 12 years sold . ,Cookg's ok - I had this hobby 12 years ago back then when i sold it to a friend.
 Why do you like it ? ,How it's good and what'olls you reason about it a?
 I have no idea . I like cooking by myself . I like to taste delicious food . ,"Cooky chicks who know what to do (I know nothing at all) I like to cook by myself, I love to taste."
 That's wonderful ! ,Nice one!
" And I love trying new recipes , which I usually test with my friends . You can come , too . ",If you know me & want to come to see me cook some new recipes - I love trying new things out with my friends... and I really enjoy trying out new dishes too.
 Really ? I hope I can have a chance to taste it . Don't forget to tell me . ,Really?? If you could just give me a taste... what would you like to eat?
 Certainly . ,Well damn It.
Anyone home ? Jen ! ,Whos home at the moment? Jen
 I'm in the kitchen ... let yourself in ! ,Kitchen time... oh so... enter me!
 Wow ! You're really working up a storm ! ,"WOW, you're doing TONS of good!"
 I know . I've even worked up a sweat . ,Well I know I'm going to sweat.
 You look like a cooking show host--only messier . ,Just because I thought I was a cooking show host makes it all the more unpolitelsy!
You look so tan and healthy ! ,Nice one! I love your smoky tan and healthy look!
 Thanks . I just got back from summer camp . ,Back in LA from summer camp... and thanks again... thank you.
 How was it ? ,How it went your friend?
 Great . I got to try so many things for the first time . ,"Exhlz, I got to experiment with so many things for the first time ever."
 Like what ? ,How?
" I went sailing , fishing , and horseback riding . ",Out when I went to do sailing and fishing and horseback riding.
 I ’ m so jealous . ,EXCITED!
 The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes ! ,"Everything good...just kidding! It was the most amazing summer ever..so far, mosquitoes weren’t one of them.’!"
"Diana , do you like the perfume I gave you ? ",How you all got on with the perfume I gave you Diana - do you guys like it?
" It ’ s good . But to tell you the truth , I don ’ t wear perfume . ","Nice... it is, but I don't even bother wearing perfume."
 I ’ m sorry . I didn ’ t know that . ,Just saying. I don't know.
 That ’ s all right . Thank you all the same . ,"Nice one, everybody. X. Sorry guys."
"Ah , ah , ah ... ","Ug, uh nay - thnk."
" All right , Bill.Here ' s your daily exercise schedule . You are to jog before breakfast . ","Just chill out, I hear, Bill. I know you said it's a daily routine, right up there with you to jog before your out-of-body healthy for breakfast right after bk."
 Jog ? ,Whos jogging?
" Then , you are to walk to work . ",If you walk that much on... then you''re able go to work.
 Walk ? ,Who all talk?
 Thirty minutes in gym at lunch time . ,"30 minute gym class, ate it with lunch at lunchtime."
 Oh no . ,U r h.
" Use the stairs , never the elevator . ",If you go the other way down use the downstairs gang - never the elevator.
" Oh , dear . ","U hwo, mate."
" And three times a week , you can either swim , play racketball , or hand ball . ","3 times a week, you can go out for fun, like swimming, rinks, and balls, all of it."
 Oh no . ,U r h.
" OK , you can stop now.It ' s time for the dance class . ",Stop right away... it's all well and good. It'll be time'nce for the dance class.
 Dance class ! I don't know how . ,How i can go to a dance class! I don't know what to do.
 You will . ,If you.
 Oh ... ,Well me hahaha...
"Hi Bill , I saw your grandma yesterday . ",Back in Florida (Lake AZ) I saw your grandma yesterday!! Regards Bill.
 Oh where was that ? ,Didnt he know about that?
 I was running around the track at my college and there she was walking around the same track . ,"Running around kart at my college, I saw her walking around that same race, and there she was."
 Grannie always tries to stay fit and healthy.She is always making us kids eat the proper foods . ,Grnnie never sleepsagens giddy and healthy.she always makes us kids eat properly and makes them savor healthy food.
" Well , it pays off for her.How old is she anyway ? ","How OLD IS MY HEA? Well, it pays offs well, how old is she?"
 She will be 86 next month . ,Next week after 86 kilomiles she is next month she turns 87 next year...
 That is truly amazing ! ,WOW!
I would like to register for a class today . ,How & when? I need to join a class today?
" No problem , what class would you like to take ? ",How you got orienteered - I'm not sure wid your class pick but I would like to know which one you'd like too?
 I would very much enjoy taking a Psychology class.Because I'm crazy . ,"Because I'm crazy about taking a Psychology class, I would really like it."
 There are two classes that are still open . ,Douch drew tww classes still neathed in two reemergency rmcns.
 Which days are these classes on ? ,How/ When?
 The first class is a Tuesday and Thursday class from two to three . ,Monday though frind Wednesday the first class i.e. from one day up nihilism one nd class is from two to three on tny Tuesday and thursday.
 What about the other class ? ,How' it supposed to do with the other class?
 The other class is on Monday and Wednesday from 10 am - 12 . ,Monday thruWEEK from 10 am to 12 p.m. Other classes start everyday from Monday to play on all days.
 Are you sure there are no more open classes ? ,How real it you?? Were you sure there wont be any more open classes?
 I'm positive . ,Am in thrall that...
 Sign me up for Monday and Wednesday . ,Dont forget to sign me up on Monday and Wednesday.
" Okay , I'll sign you up . ",okay I'll sign you up.
"Dad , why are you taping the windows ? ",Dad why you are tapping the windows?
" Honey , a typhoon is coming . ","Tyhyoons, honey!"
" Really ? Wow , I don't have to go to school tomorrow . ",Really?? I don't have to go to school tomorrow?
" Jenny , come and help , we need to prepare more food . ",Jenny...Please boff help - help me cook more....
 OK . Dad ! I'm coming . ,Dad! I'm ready to go.
"Hi , my name is Lean , and I'm from Russia . ","Hey everyone i'm Lean from Russia. How is that you can say a big ""h"" to you?"
" Nice to meet you , Lean . My name is Alike . I'm from Japan . ",Nice one to see me nice to meet n Lean. I'm like - Japanese name r like.
 To me English is a difficult language . ,EXPERT QUESTOP: I'm pretty sure I had a tough time learning how/ at all.
 A second language is always difficult . ,One language always up there on...
" True , but English is harder than most . It's a crazy language . ",Realment matter... English is. Crazy hard language.
 A crazy language ? Why do you say that ? ,"How you narked AN insane language? I mean, what the hell is that about?"
 One letter can have several pronunciations and one word can have several meanings . ,"If you pick ONE letter you probably already know MANY PS when you try that!! A single letter literally holds ten meanings, a single word holds hundreds, and if you choose one letter, one letters, you know many letters."
 No wonder you say English is a crazy language . ,"Well no one ever said English ""just like a crazy language""."
Can I help you ? ,How & Why?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",If you know where I CAN find material right now I can GET a LOT of THINGS from materials I already have for WHICH paper I WANT TO USE. I
 I'll certainly try to help you . What topic is your paper on ? ,How hard amd help you? what topic..?
 My paper is on the influence of television on children . ,How the tv screens kids? That's my paper.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,"If you really care what you write about kids and watching tele dubbed in science journal you know ok hwt can be found on a plethora of different sources e.g. the computer, it shows."
 Thank you for you help . ,I really needed your.. thank you for the remuneration...
Here ’ s your hot dog and beer . What happened ? Did I miss anything ? ,How I savoredo ti ricochetto il qualcoso hot dog e diccolate a beer? Was there really n om I didn t knead?
" Yeah , Cal Ripen just hit a home run . ",Cal Rookie home run?
 What ’ s the score ? ,R what the score?
" Well it was 3 to 4 , but Ripen ’ s home run made it 5 to 4 since another player was on first base . ","3-4, but Ripen hit a home run that would tie it 5-4 when he had someone else on first base, stealing one more batter on the ground and making it 4-4."
 So Baltimore is winning ? ,How is Ravens got it?
 Right . ,Ur d.
 This is a really great place to watch a baseball game . ,If you'' evoole it here to see a baseball game and be in the center.
" Yeah , there isn ’ t a bad seat in the place . ",Yeah... it’s a good one.
" The fans are great here , too . Not like in Philadelphia . ",Philadelphia lagd much better off without them being over there narrating a great fan club on this place.
 It was a great idea to spend a day watching a game . ,If you hung around if you watch a game ten minutes straight it was gonna be.
" Yeah , it reminds you why they say baseball is America ’ s favorite pastime . ","Yeah... it's like, oh yeah, I can see why they say baseball is America' s favorite sport."
How do you like the pizza here ? ,How you got the pizza this pizza place?
 Perfect . It really hits the spot . ,"Nice one, totally on."
Do you have a light ? ,How you got a light bulb?
" Sorry , I don't smoke . ",If you know I'll stop.
I was scared stiff of giving my first performance . ,Scary again because I was nervous to give my first show.
 Were you ? your performance was excellent . ,Who said you heard it? and you guys did a great job.
 Thank you for your kindly words . ,I really wanted to say thank you so much... I appreciate it so  much.
Excuse me . Could you please take a picture of us with this camera ? ,What camera yo have? Can you snap a picture?
 Sure . Which button do I press to shoot ? ,How i can shoot?
 This one . ,Dont this one...
 Do I have to focus it ? ,How r the need to focus it?
" No , this is a focus-free camera . All you have to do is point and press the button . ",If you'r looking for a focus-free camera just point it and press the button and voilà - voilà!
 All right . Say cheese ! ,Nice... just say cheese!
Every country should face the history . ,"Everyone in worldd should face the consequences based sur the history they have to face"" - a history."
" Yeah , we don ’ t live in the vacuum . We have traditional values and long but different history . ","Well because we are a people that have... based our opulENT values & have an ephemeral history - we don't live in 'the dark side' Well, not really, because I think we do."
" Sometimes , we , human beings , really had done something wrong , so we should admit it at first . ","Humanity still goes the extra extrapolution... and we're supposed to admit we were wrong at first, but it's true that we aren't supposedto admit it at all."
 But there is always somebody who wants to turn his back on the true history . ,Still... there'' are people 'hail-river back down' because that's the real story behind this.
" I believe such things won ’ t be realized , just daydreaming . ","Real people wont ever come and do, it's just a pipe dream."
"Do you like traveling , Kathy ? ",Kartya... do you like to go on errands?
" I like traveling for pleasure to get places for vacation for instance . But I don ’ t like traveling to work , waiting for buses , or ... ","Am I crazy because I like traveling so much... to get some great places on a vacation... but I don’t like going to work, or waiting for buses or whatever...."
 Or getting stuck in traffic jams when you ’ re driving . ,Car crashes where you scuolep in traffic or get stuck.
 Exactly . ,Right... Stupid thing.
Your house is too small . Why not buy a big one . ,If your house numb you don t have a place to live in - why not buy 't he big one'?
 I do wish I could afford one . ,If you told me I could buy one I would have a lot more money on it now.
 You can get a loan from the bank . You know LPF program provides low cost loans for participants home purchases . ,Banks naysayers CAN ALWAYS GET LICENSE OVERWHELVES IN UPPER PERSONNING OFFICERS UNLV LEP PROJECT WHO MADE HELP DURANTS HOS A CHANCE BUILDING HOME LOANING
 Of course I know that . But don't you notice that the house price is skyrocketing ? ,"Mindy...it's true, I know, but the house price is skyrocketing all the time."
"How do you do , Prof.Smith . ",How your doing?' - Prof.Sc.
" How do you do , Ms . Yang.You speak very good English . ",How you go Ms. Yang English...
 Thank you . I begin to like English even when I was a child . ,"Back when I heard English back when it was sexy, I still had a love/passionate love story on me..."
 Where did you learn it ? ,Whos teaches you it from?
" At school , in China.This is my first time to be out of my own country . ",Back in China where I go to high school this schoolgirl for firsttime?
 It's amazing . ,WOW.
Do you want black or white coffee ? ,Coffee Turh? ( black ) Or what type of coffee?
" White , please ","White..., we are trying, White White, please answer back, white."
 Look ! there's a Folk concert tomorrow evening . Do you Want to go ? ,Gota Band: Tomorrow 7:30 U2 Folk concert. Anyone up there?
 I don't like Folk music very much . ,If you know that Folk musik you hate...
 What kind of music do you like ? ,Whos the music you like?
 I like classical music . Do you ? ,How big jargon that I would use for karaoke and a good ol' classical Musik - don't you think classical music is cool if you like classical sounds?
 Not very much . Classical music sends me to sleep ,Me bastard on a classical music meds. It's dreadful.
 I don't believe you . ,Dont give me faith...
 It ’ s true . ,Real... It's right.
 You are funny ! ,How silly!
 So are you ! How about another coffee ? ,Coffee everyone! I'm off! It's time to go out for another cup.
What do you like to do in your spare time ? ,How you get tasked in nihilding time?
 I like playing chess . ,"If you'r like me, I'm into chess."
 Do you have any hobbies besides playing chess ? ,How elsed do you have any other hobby besides chess?
 I'm afraid not . ,"Dont worry, I can't tell."
 Do you have any hobbies like playing tennis or things like that ? ,How you get to hang up a tennis game?
" Oh , yes . I like playing basketball . ","Basketball definitely drejhed me... OO, huh?"
 Can you tell me why you like it ? ,How you got into it & why?
 Because I like the feeling of cooperating with others . ,Because I enjoy the feeling like a part part too.
Where is John ? I can't find him anywhere . ,Whos was John?? I've been searching for him but couldn't find his whereabouts.
 Haven't you heard that he is in prison ? ,Ha Ha? Ha ha Ha ne pas bht he r incarcerated?
 What ? Beg your pardon . ,Urdu...Use that excuse.
 John is in prison now . He was copped outstealing . ,Prison capitlized because John was convicted of theft by cops while incarcerated.
 I just cann't believe my ears ! ,Crazy what a sound!
Can I help you ? ,How & Why?
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",If you know where I CAN find material right now I can GET a LOT of THINGS from materials I already have for WHICH paper I WANT TO USE. I
 I'll certainly try to help you.What topic is your paper on ? ,How' it going to help me - I'll give it a whirl :)? What topic is your paper on?
 My paper is on the influence of television on children . ,How the tv screens kids? That's my paper.
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,"If you really care what you write about kids and watching tele dubbed in science journal you know ok hwt can be found on a plethora of different sources e.g. the computer, it shows."
 Thank you for you help . ,I really needed your.. thank you for the remuneration...
"Hey , Ted . What are you up to this Friday ? ",Ted what the heck are you up to today on Friday?
" Well , I have the day off from work . ",Because I got a day off from work.
 That ’ s great ! Do you have any plans ? ,Nice one! I'm not sure what to do... but what's your plan for today?
" Well , I ’ Ve been working so hard lately , so I ’ ll probably just take it easy . ",Because I’ve been working really hard lately... I think I better just take it easy.
 Sounds nice . ,Nice...
" Yeah , I ’ ll probably just stay in and relax . Maybe watch a few movies . ",Yeah I'm going to take a break and chill out and maybe even watch X-rated movies.
 Can I stop by ? ,How I got to conceive?
 Sure . Any time . ,Real good. 24/7. Any time.
You honestly believe the world ’ s improving every year ? ,How your I know the world is getting better by ten times a year... you really believe it?
" Yes , I do . I think that science is making us wiser . What do you think ? ",How smart amd you that science is making us smarter...
 I don ’ t think you ’ re right there . ,Right where you?
 I believe industry is making us wealthier . ,Industrialization is driving away wealth generation worldwide because industries still dominate economic scalacies.
 I don ’ t believe that . ,Based... I don’ t trust.
" And in my opinion , medicine is making us healthier . ",Based there my opinion...medicine really does make us hosierier.
" I agree with you in the sense . But we ’ re all more miserable than ever , aren ’ t we ? ","Just saying. I get you. But I think we're all getting worse every day, right?"
" I don ’ t agree with you . I maintain that we ’ re healthier , wealthier and wiser than we were a hundred years ago . ","If you'r my friend, it' s true. I'm not sure you believe it, but I do think that people out there now, 100 years down the line are smarter, wealthier, and healthier than we were 100 yrs ago."
 That ’ s your opinion not mine . ,"Dont worry, I know that's off-topic, and I'm not in agreement..."
What do you plan to do for your birthday ? ,How you go to make it on your special someones birthday??
" I want to have a picnic with my friends , Mum . ",Mama and I want to have a picnic with all of our friends.
 How about a party at home ? That way we can get together and celebrate it . ,"How & when? I'd be able to throw a pot-button at my DA, do you? Lets just say we're having 'a party' at home."
" OK , Mum . I'll invite my friends home . ","Ur warning, Mum. Mum, I'll ask if you want me to pop in on a friend 'n go home'."
How may I help you ? ,Whos could help me?
 I would like to return this book . ,If you'r interested in me getting back to read this book - e-mail me.
 Is that all you need ? ,How' it all up to you?
 I also want to check out this video . ,If you'r interested in watching this video - this one too...
 Is that all you would like to check out ? ,How all that you want out of this...?
 That ’ s all I need . ,Just put me on that... That's it.
 Do you have your library card ? ,Who drew the library card you used last?
 Here it is . ,Right at...
 Make sure to take proper care of this video . ,Dont forget to take care off all the toys and games on here....
 That won ’ t be a problem . ,If you know that wont be an undo...
" If you damage the video , you will be fined . ","If you ruin th video, you're also liable bruirie."
 I won ’ t damage it . ,If you put my foot in it I wont put it through my skin.
What's the matter with you then ? You look miserable . ,Hows it with this? It'd looks terrible on you huh? What's up with you?
 It's us . ,What it about... It's us.
 What do you mean by us . ,How you sign us...?
" Well , you always say you're busy . ",Dont worry if you can tell me you don?t know.
 That's right . ,Yeah....
 And you often go back to live with your parents and leave our son in the room by himself . ,Dont leave our son in bed in his room alone because you come back to live with your parents and you leave him alone.
" I ... I ... I miss my parents , also they miss me . ",Meeely's parents always mean it... I.
" Oh I remember , I cut terrible calls , and you didn't say anything about it . ","Ug om I just remember, I made these awful calls but you didn't even try to talk to me about it."
 You mean I am groaned a few words ? ,How sag-shuh! I'm getting whacked about my rass.
 Totally not . Perhaps it's about our marriage . ,Really NOT at all. Dont ask me why it's not just about our marriage
"Hi , Mary . You look pale today . What's the matter with you ? ","How I got to know whats going on? Mary, I noticed you were looking pale today. Any idea?"
 I think I've caught a cold . Now I'm aching all over . ,Maybe because I'm having a cold. I feel like crying all over my body.
 You'd better take some medicine and have a good rest . I hope you'll be yourself pretty soon . ,If you'r feeling up about it - you should probably get some sleep /medication if you can.
 Thank you . I suppose I should go to see a doctor . ,"If you'r looking for help, I think you met my life mate, and I'm going to see a doctor."
"I feel like going for a drink , it's been a long day . ",Tire afffeeter? I'm dying for a drink - it's been yer fraught day.
" Great idea ! Peter , I could use the drink . ","Nice game!! Hey Peter, I could have the drink with me."
 How about the new bar across road ? ,How'd you guys get the new bar on the other side of the road?
" Sounds good . The food there is fantastic , too . ",Nice... and the food sounds fab.
" I agree , I had lunch there last week . ","Last tach time there sat down & I agree, I went there for lunch last tuesday."
 excellent ! That sounds like a plan . ,Nice one! I think it's a good idea.
"Could you tell me the right time , please ? ",How/ When?
 Well . My watch says five past two . But it ’ s no use rely on it because it has been gaining and losing these last a few days . ,How s he re minded my watch stayed on five past two. Honestly... it'shouldn't have lasted a couple tr ed for hrs just from gaining c/w and loosing vs. not acquiring traction n th er d h rt l nd f ur m o g b w ch rie
 You have to go and fix it . ,Go to men who know how it is & fix it.
 Yes . I will . ,If you'r able to say yes. I m looking ahead.
does your family have a record of your ancestors ? ,If you owle the ancestors in the family you go through then do you know if there's a record of your kin based off of family tree information?
 sure . My mom has been working on our family tree for years . She ’ s always updating it . ,Sure... it sure.. My mom has been working all year on my family tree. She's always updating it.
 do you have a copy of your family tree in your house ? I ’ d love to see it . ,How you know who your parents & dad would have if you had a copy of your family tree up there somewhere you lived in your house? I would love to see.
" I can show it to you now , if you like . I think it goes back about 8 generations so far . ","Right back then it was, I think it stretches back 8 - eight gnaths, and I can show you if you want to see it now."
 that ’ s amazing . Do you have a large extended family ? ,How big your long drams you a huge family size?
 I ’ Ve got 30 cousins on my mom ’ s side and 10 cousins on my dad ’ s side . ,30 cousins on my mother s side and 10 on her father's.
 are you very close to your first-cousins ? ,How connected you all got you were your first cousins?
" the ones that are my age are close relatives . Now that I ’ m older , I don ’ t spend as much time with them as I used to , so I don ’ t know my younger cousins as well as the older ones . ",After 57 yrs with close relatives by my side i don’t get to know my younger cousins as well as the older ones because I’m now older and don't know them as much as I used to.
 I see . who ’ s the head of your household ? ,Who phnbs you in your house?
" it ’ s definitely my mother . And , her mother is definitely the matriarch of the bigger family . ",If you guessed it it's my mother - she'd've always been there... and her mother would be the matriarchal granddad of the family...
 that ’ s interesting . What does your grandfather think of your step-mother ? ,How your Grandpa FEEL about you Step-Mother? That's really interesting - what are your thoughts on your grandfather?
" at first , she was quite critical of her , but now that they ’ Ve been married for a few years , she ’ s starting to accept the fact that my father divorced my mother . ","After months off because she slammed her first job out of animose a few years back in november she now pries raping her heart out... ""I'm finally coming to terms with the divorce of my mother and my dad!"""
" that ’ s pretty much how you feel about your step-mother . Like grandmother , like grandson . ",How your grandma resented you had a step-mother - just like your grandmother and grandson.
"Hi , Mr . Wang . Do you feel like going boating with me ? ","How you guys is doing?!R. W wag, do you chow whit a r u n d ur sanese gud boat tnh we knuck 'em out & enjoy th hunkunk?"
