Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
 Really ? I think that's impossible ! ,Is it really impossible to do that? I doubt it!,Is it really impossible to do that? I doubt it!,Is it not possible for you to believe me? I doubt it at all.,Is it not possible for you to believe me? I doubt it at all.,Really??? I think it's impossible!,Really??? I think it's impossible!,Really??? I think it's impossible!
 You mean 30 push-ups ? ,What's the meaning of 30 push-ups?,Are you referring to 30 push-ups?,Are you referring to 30 push-ups?,Are you referring to 30 push-ups?,How you spell the count of 30 push-ups?,How you spell the count of 30 push-ups?,How you spell the count of 30 push-ups?
 Yeah ! ,Is it true?,Is it true?,Is it true?,Is it true?,Yeah...?,Yeah...?,Yeah...?
" It's easy . If you do exercise everyday , you can make it , too . ","It's uncomplicated. If you exercise daily, you can also make it easy.","It's simple. If you exercise daily, you can also make it easy.","It's simple. If you exercise daily, you can also make it easy.","It's simple. If you exercise daily, you can also make it easy.",Easy... If you do it every day you'd make it easy.,Easy... If you do it every day you'd make it easy.,Easy... If you do it every day you''ll be.
Can you study with the radio on ? ,Is it possible for you to use the radio to study with the radio on?,Is it possible for you to use the radio to study with the aid of a radio?,Is it possible for you to use the radio to study with the aid of a radio?,Is it possible for you to use the radio to study with the aid of a radio?,How you go to if you want to study using the radio on?,How you go to if you want to study using the radio on?,How you go to if you want to study using the radio on?
" No , I listen to background music . ","No, I don't listen to music in the background.","No, I don't listen to music in the background.","No, I don't listen to music in the background.","No, I don't listen to music in the background.","Backstage musias? Nah, no problem.","Backstage musias? Nah, no way.",Back in there I can listen to no.
 What is the difference ? ,What distinguishes the dissimilar?,What distinguishes the dissimilar?,What distinguishes the dissimilar?,What distinguishes the dissimilar?,Disrupti once!,Disrupti once!,Disrupti once!
 The radio has too many comerials . ,The radio has an excessive number of comerials.,The radio has an excessive number of comerials.,The radio has an excessive number of comerials.,The radio has an excessive number of comerials.,too funny on the radio because he has too many comers.,too funny on the radio because he has too many comers.,too funny on the radio because he has too many comers.
" That's true , but then you have to buy a record player . ","Yes, it's accurate, but then you have to buy a record player.","Yes, it's accurate, but then you have to buy a record player.","Yes, it's accurate, but then you have to buy a record player.","Yes, it's accurate, but then you have to buy a record player.",Yeah it depends if you can buy a record player too...,Yeah it depends if you can buy a record player too...,Yeah it depends if you can buy a record player too...
Are you all right ? ,Are you in the right place?,Are you in the right place?,Are you in the right place?,Are you in the right place?,"Ok I'm squibbish, mmm r u li tu dos?","Ok I'm squibbish, mmm r u li tu dos?","Ok I'm squibbish, mmm r u li tu dos?"
 I will be all right soon . I was terrified when I watched them fall from the wire . ,"I am going to be all right now. When I saw them fall from the sky, I was terrified.","I am going to be all right now. When I saw them fall from the sky, I was terrified.",I am going to be all right now.’ I was ‘terrified’ when I watched them come down from the wire.,"I am going to be all right soon. When I saw them fall from the sky, I was terrified.",Just wait till I am all right... I was terrified to see them fall from heaven's corner - I'm so afraid of it all the time.,Just wait till I am all right... I was terrified to see them fall from heaven's corner - I'm so afraid of it all the time.,Just wait till I am all right... I was terrified to see them fall from heaven's corner....
 Don't worry.He is an acrobat 。 ,He is an acrobat. Don't worry.He is acrobat too.,He is an acrobat. Don't worry.He is able to perform aerial tricks without any pain.,He is an acrobat. Don't worry.He is able to perform aerial tricks without any pain.,He is an acrobat. Don't worry.He is able to perform aerial tricks without any pain.,Dont worry.He is an acrobat.,Dont worry.He is an acrobat.,"If you'r wondering if he's acrobat, 'No doubt  He'll do it :) Don't worry.He'd be able to do croaking too!"
 I see . ,I see.,I witness.,I witness.,I witness.,Right on here I see 'em.,Right on here I see 'em.,Right on...
"Hey John , nice skates . Are they new ? ","John, I'm curious if you have any new skates for me to try out.","John, I'm curious if you have any new skates for me to try out.","John, I'm curious if you have any new skates for me to try out.","John, I'm curious if you have any new skates for me to try out.","Nice skater guys, does anyone know if these new skates are new?","Nice Skateboarding guys, I'm curious, do you know if they're new?","Nice Skateboarding guys, I'm curious, do you know if they's new?"
" Yeah , I just got them . I started playing ice hockey in a community league . So , I finally got myself new skates . ","I recently acquired new skates, which I'm happy with. I started ice hockey in a community league and got new skates just a few months ago.","I recently acquired new skates, which I'm happy with. I started ice hockey in a community league and got new ones just whith out some new tires.","I recently acquired new skates, which I'm happy with. I started ice hockey in a community league and got new ones just whith out some new tires.","I recently acquired new skates, which I'm happy with. I started ice hockey in a community league and got new ones just whith out some new tires.",Yeah I just got them. Finished ice hockey in a community league so I finally got my skates.,Yeah I just got them. Finished ice hockey in a community league so I finally got my skates.,Yeah I just got them. Finished ice hockey in a community league so I finally got my skates.
 What position do you play ? ,What is your preferred position?,What is your preferred position?,What is your preferred position?,What is your preferred position?,Whos in what position do you play?,Whos in what position do you play?,Whos in what position do you play?
 I ’ m a defender . It ’ s a lot of fun . You don ’ t have to be able to skate as fast on defense . ,"Being a defender is enjoyable. However, you don’t have to be lightning fast on defense.","Being a defender is enjoyable. However, you don’t have to be lightning fast on defense.","Being a defender is enjoyable. However, you don’t have to be lightning fast on defense.","Being a defender is enjoyable. However, you don’t have to be lightning fast on defense.","Because I'm a defender, it's pliable and fun. You don't have to play fast on defense.","Because I'm a defender, it's pliable and fun. You don't have to play fast on defense.","Because I'm a defender, it's pliable and fun. You don't have to play fast on defense."
" Yeah , you ’ re a pretty big guy . I play goalie , myself . ","I'm a goalkeeper and you're a pretty big guy, right?",I've been a goalkeeper for ages and I feel like I could be pretty good.,I've been a goalkeeper for ages and I feel like I could be pretty good.,I've been a goalkeeper for ages and I feel like I could be pretty good.,Yeah you crazed big guy.’ I’m a goalie myself.,Yeah you go... you’re gonna be a pretty big guy.’ I’m also claiming to be the goalie.,"Yeah I know you're a pretty big guy. I'm, and I work."
" Oh , yeah ? Which team ? ",What's the team? YES?,"What's the team? Y'know, yeah?","What's the team? Y'know, yeah?","Which team is on?  oh, huh?",Whos the team?,Whos the team?,Whos the team?
 The Rockets . ,Rockets.,The Rockets.,The Rockets.,The Rockets.,Rocketz.,Rocketz.,Rocketz.
" Really ? I think we play you guys next week . Well , I have to go to practice . See you later . ",Is it true? I believe we're playing together next week. I have to go to practice. See you later.,Is it true? I believe we're playing together next week. I have to go to practice. See you later.,Is it true? I believe we're playing together next week. I have to go to practice. See you later.,Is it true? I believe we're playing together next week. I have to go to practice. See you later.,"Really?...It's probably next week we're playing together. I'm joking to go to practice. Hopefully, we can see each other again.","Really did I just ask? I reckonwe'll play you guys next week? Wait, I can't go for practice... See you later.","Really did I just ask? I reckonwe'll play you guys next week? Wait, I can't go for practice... See you later."
" All right , see you later . ","All right, I'll see you later.","All right, I'll see you later.","All right, I'll see you later.","All the best, I'll see you later.","Ok I'm gonna say, I can't wait for you.","Ok I'm gonna say, I can't wait for you.","Ok I'm gonna say, I can't wait for you."
"Hey Lydia , what are you reading ? ","Lydia, can you tell me what you're reading?","Lydia, can you tell me what you're reading?","Lydia, can you tell me what you're reading?","Lydia, can you tell me what you're reading?",Nice one Lydia! :) What's up today?,Nice one Lydia! Just a question for you :).,Nice one Lydia! Just catching some some xD What's up there?
" I ’ m looking at my horoscope for this month ! My outlook is very positive . It says that I should take a vacation to someplace exotic , and that I will have a passionate summer fling ! ",Horoscopes: This month I have a very positive horoscope which says that I should go for a trip to a foreign country and have a fling or something with my significant other this summer - can you help me out if I'm wrong?,"My upcoming horoscope for the month of June is very positive, with a positive outlook on taking ostensibly exotic trips and summer flings!","My upcoming horoscope for the month of June is very positive, with a positive outlook on taking ostensibly exotic trips and summer flings!","My upcoming horoscope for the month of June is very positive, with a positive outlook on taking ostensibly exotic trips and summer flings!","Horrible! Just last month it was horoscope. It's very positive! It says that next month' I should go for a nerd trip to AZ, and besides that i would also have sex on sunday!",Horrible! Just in 2 weeks I would go for a trip to'somewhere exotic' and go on AN all-day summer fling!! This month's horoscope is very positive,Horrible! Just in 2 weeks I would go for a trip to'somewhere exotic' and go on AN all-day summer fling!! This month's horoscope is very positive
 What are you talking about ? Let me see that ... What are horoscopes ? ,Can you explain the concept of horoscopes?,Can you explain the concept of horoscopes?,Can you explain the concept of horoscopes?,Can you explain the concept of horoscopes?,Ur horoscope? Please explain,Ur horoscope? Please explain,Ur horoscope? Please explain
" It ’ s a prediction of your month , based on your zodiac sign . You have a different sign for the month and date you were born in . I was born on April 15th , so I ’ m an Aries . When were you born ? ",Is there a month and date in which you can predict based on your zodiac sign? I was born on April 15th and I am an Aries.,Is there a month and date in which you can predict based on your zodiac sign? I was born on April 15th and I am an Aries.,Is there a month and date in which you can predict based on your zodiac sign? I was born on April 15th and I am an Aries.,Is there a month and date in which you can predict based on your zodiac sign? I was born on April 15th and I am an Aries.,How I know what month it was for you based off your zodiac sign (I am Aries) I was born on 15th April and you have a different sign for the month and date of your birth?,"How I know what month it was for you based off zodiac sign - Aries or Moon, & Date. I was born on 15th April 1969 and I have a different zodion. Can you tell me your birth date if you were born in Arie on that date and month?","How I know what month it was for you based off zodiac sign - Aries or Moon, etc.... I was born on 15th April, so which zodion sign am I?"
 January 5th . ,January 5th marked the beginning of the current week.,January 5th marked the beginning of the current week.,January 5th marked the beginning of the current week.,January 5th marked the beginning of the current week.,1st. of YER.,1st. of YER.,1st. of YER.
" Let ’ s see . . . you ’ re a Capricorn . It says that you will be feeling stress at work , but you could see new , exciting developments in your love life . Looks like we ’ ll both have interesting summers ! ","Capricorn is a sign that indicates work-related stress, but also offers opportunities for love and romance.","Capricorn is a sign that indicates work-related stress, but also offers opportunities for love and romance.","Capricorn is a sign that indicates work-related stress, but also offers opportunities for love and romance.","Capricorn is a sign that indicates work-related stress, but also offers opportunities for love and romance.","Scorpion!! Work the stress out of you, but love the new girl! Summers are going to be so exciting!","Scorpion!! Work the stress out of you, but love the new girl! Summers are going to be so exciting!","Scorpion!! Work the stress out of you, but love the new girl! Summers are going to be so exciting!"
" That ’ s bogus . I don't feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . ","I don't experience stress at work, and I have no romantic life. All of this is a sham. This zodiac information is all bogus.","I've come to the realization that my zodiac signs are a hoax. I don't experience stress at work, and my love life is hardly ever present.","I've come to the realization that my zodiac signs are a hoax. I don't experience stress at work, and my love life is hardly ever present.","I've come to the realization that my zodiac signs are a hoax. I don't experience stress at work, and my love life is hardly ever present.","Dont worry, I can't stress out enough around people, their work... there's no love, no real life! Don'' t know what to think about all this zodiac stuff...?","Dont worry I don't stress out at work, and I feel like I can feasillade in love... all of this zodiac stuff is a hoax.","Dont worry I don't stress out at work, and I feel like I can feasillade in love... all of this zodiac stuff is a hoax."
" No , it ’ s not , your astrology sign can tell you a lot about your personality . See ? It says that an Aries is energetic and loves to socialize . ","Aries is a person who is energetic and enjoys socializing, according to astrology, but this can be a big deal because your zodiac sign can also tell you a lot about your personality.","Aries is a luminous sign who enjoys socializing, according to astrology, but this is not purely based on personal preference.","Aries is a luminous sign who enjoys socializing, according to astrology, but this is not purely based on personal preference.",A sign of Aries can be a great indicator of your personality as it can tell you if you are an energetic and social person.,How it all works - because an Aries is a really energetic person who loves to spend time together... or else it's not really important what your zodiac sign is telling you about your personality :/?,How it all works - because an Aries is a really energetic person who loves to spend time together... or else it's not really important what your zodiac sign is telling you about your personality :/?,How it all works - because an Aries is a really energetic person who loves to spend time together... or else it's not really important what your zodiac sign is telling you about your personality :/?
" Well , you certainly match those criteria , but they ’ re so broad they could apply to anyone . What does it say about me ? ","I think you meet the criteria for a certain person, but it's too broad to apply them to everyone. What does this say about me?","I've got some criteria that you meet, but they're so extensive that they could be used by anyone. What does this say about me?","I've got some criteria that you meet, but they're so extensive that they could be used by anyone. What does this say about me?","I've got some criteria that you meet, but they're so extensive that they could be used by anyone. What does this say about me?",How am I supposed to know that even though you meet a couple more crierile criteria based icily but if they apply to anyone besides me?,"How am one heckler know that... well you definitely meet some but your criterion are so broad that they could be true on any of them.... What does it say about me, exactly!","How am one heckler know that... well you definitely meet some but your criterion are so broad that they could be true on any of them.... What does it say about me, he/she also & everything I say, is a lot of data on me just because hey, I posted something similar but for someone who doesn't really matter what I said?"
 A Capricorn is serious-minded and practical . She likes to do things in conventional ways . That sounds just like you ! ,Capricorn is a person of high social standing and practicality. She has a tendency to engage in traditional activities. Sounds like you could be a Capricorn too?,Capricorn is a person of high social standing and practicality. She has inclination to engage in conventional activities. Sounds like you could be referring to me!,Capricorn is a person of high social standing and practicality. She has inclination to engage in conventional activities. Sounds like you could be referring to me!,Capricorn is a person of high social standing and practicality. She has inclination to engage in conventional activities. Sounds like you could be referring to me!,"If you'r a true capricorn, you know what she would be: sappy, practical, serious, and practical. She typhs things up nerdily. That sounds like you!",If you know what - he's a Capricorn but you're really serious and practical... She'll take things in MANY TRADEMENTS like AN APRILON'S WHICH IS SO CLEAR UNTIL YOU ARE THERE ABOVE!,If you know what - he's a Capricorn but you're really serious and practical... She'll take things in MANY TRADEMENTS like AN APRILON'S WHICH IS SO CLEAR UNTIL YOU ARE THERE ABOVE!
"Frank ’ s getting married , do you believe this ? ","Frank is getting married, do you agree with Frank's decision?","Frank is getting married, do you agree with Frank's decision?","Frank is getting married, do you agree with Frank's decision?","Frank is getting married, do you agree with Frank's decision?","Douching it's true, I heard it’s Frank going to get hitched - who else would you think he'll get kicked off on his wedding night – Frank’ s getting married next week","Douching it's true, I heard it’s Frank going to get hitched - who else would want to know if it actually happened??","Douching it's true, I heard it’s Frank going to get hitched - who else would want to know if it really happened besides him getting married!"
 Is he really ? ,Is he truly sincere?,Is he truly sincere?,Is he truly sincere?,Is he truly sincere?,Who really he if n?,Who really he if n?,Who really he if n?
" Yes , he is . He loves the girl very much . ","Yes, he is. He has a great love for the girl.","Yes, he is. He has a great love for the girl.","Yes, he is. He has a great love for the girl.","Yes, he is. He has a great love for the girl.",Actually i guess he is. He loves that girl a lot.,Actually... yeah... He is. he hath a girl.,Actually... yeah... He is. he hath a girl.
 Who is he marring ? ,Who is the person he is attempting to mistreat?,To whom is he teasing?,To whom is he teasing?,To whom is he teasing?,Whos the person he is dumping with?,Whos the person he is dumping with?,Whos the person he is dumping with?
" A girl he met on holiday in Spain , I think . ",I believe he met a girl he met on vacation in Spain while traveling.,I believe he met a girl en route to Spain during sexting.,I believe he met a girl en route to Spain during sexting.,I believe he met a girl en route to Spain during sexting.,One girl he came in the picture to meet on vacation en route backfrom america where a trip to Spain enticed him...,One girl he came in the picture to meet on vacation en voyage back in Spain... I think.,One girl he came in the picture to meet on vacation en voyage back in Spain... I think.
 Have they set a date for the wedding ? ,Has a date been arranged for the wedding?,Has a date been arranged for the wedding?,Has a date been arranged for the wedding?,Has a date been arranged for the wedding?,How the date she got there & the wedding?,How the date she got there & the wedding?,How the date she got there & the wedding?
 Not yet . ,Not yet.,Not yet.,Not yet.,Not yet.,Pregă...,Pregă...,Pregă...
I hear you bought a new house in the northern suburbs . ,I heard you bought a new house in the northern suburbs.,I've heard that you're buying a new house in the suburbs that are situated in northern suburbia.,I've heard that you're buying a new house in the suburbs that are situated in northern suburbia.,It seems like you have purchased a new home in the suburbs that are situated in northern suburbia.,Hey I heard you just bought a new house inland right in the middle of nowhere in Australia..,Hey I heard you just bought a new house inland right in the middle in suburbs.,Hey I heard you just bought a new house inland right in the middle in suburbs.
" That ’ s right , we bought it the same day we came on the market . ",We bought it on the day we went on the market.,We bought it on the day we went on our first day of sales.,We bought it on the day we went on our first day of sales.,We bought it on the day we went on our first day of sales.,Right on that s the day we went on the market we bought it.,Right... We got it the day after we went on the market and bought it.,Right... We got it the day after we went on the market and bought it.
 What kind of house is it ? ,What is the classification of the house?,What is the classification of the house?,What is the classification of the house?,What is the classification of the house?,How doctrţional would you say about the type of thing housed up on this list??,How doctrţional would you say about the house?,How tis house?
 It ’ s a wonderful Spanish style . ,The Spanish style is a wonderful and delightful choice.,The Spanish style is a wonderful and delightful choice.,The Spanish style is a wonderful and delightful choice.,The Spanish style is a wonderful and delightful choice.,Nice job Spain... it's a wonderful Spanish.,Nice job Spain... it's a very nice Spanish.,Nice job Spain... it's a great Spanish style.
" Oh , I love the roof tiles on Spanish style houses . ","Oh my goodness, I adore the roof tiles on Spanish style homes.","Oh, I am smitten with the roof tiles on Spanish-style homes.","Oh, I am smitten with the roof tiles on Spanish-style homes.","Oh, I am smitten with the roof tiles on Spanish-style homes.",Oh yeah I love the Spanish style house's great Spanish... I see Spanish-style house-type rooster roof-tiles everywhere...,"Oh yeah I love the Spanish style house's great Spanish... I see Spanish-style house-type rooster roof-tiles on Spanish houses, they're beautiful.",Oh yeah I love the Spanish style house's great Spanish... I see Spanish-style house-type (rice roof tiles) on houses every time I look at them.
 And it ’ s a bargaining . A house like this in river side costs double the price . ,"The price is double the price of a house like this on the river side, and it's a bargain.","The price is double the price of a house like this on the river side, and it's negotiated.","The price is double the price of a house like this on the river side, and it's negotiated.","The price is double the price of a house like this on the river side, and it's negotiated.","House prices... it costs twice, idyl double a day. Houses modeled so cheaply, right on the river, cost twice.","House prices... it costs twice, dont forget.. A house on the river side like this!",House prices... it costs two times... River side houses cost 10 times the price.
" Great , is it a two bedroom house ? ",Is the house just a two-bedroomed residence?,Is the house just a two-bedroomed residence?,Is the house just a two-bedroomed residence?,Is the house just a two-bedroomed residence?,How'd u answer if the house is a 2 bedroom plus bathroom?,How'd you answer if it's a house that'll have two rooms - first one for living purposes & second one with bathroom fixtures and fittings only for two people i.e.,How'd you answer if it's a house that'll have two rooms - first one for living purposes & second one with bathroom fixtures and fittings only for two people i.e.
" No , it has three bedrooms and three beds , and has a living room with a twelve-foot ceiling . There ’ s a two-car garage . ","The house has three bedrooms, three beds, a living room with a twelve-foot ceiling, and a two-car garage.","The house has three bedrooms, three beds, a living room with ice and  trellising to the ceiling, and also has en suite bathrooms with showers and separate toilets.","The house has three bedrooms, three beds, a living room with ice and  trellising to the ceiling, and also has en suite bathrooms with showers and separate toilets.","The house has three bedrooms, three beds, a living room with ice and  trellising to the ceiling, and also has en suite bathrooms with showers and separate toilets.","Actually its total area n ot he has three dpr, three beds & of course it has a living room w/a twelve ft ceiling,. mmmmm... it even has two cars of garage.","Actually its total area n ot he has three dpr, three beds & of course it has a living room w/a twelve ft ceiling,. mmmmm... it even has two cars of garage.","Actually its total area n ot he has three dpr, three each, and of course there's the living room... with a. twelve foot ceiling.... There' s tna two-car garage too."
 That ’ s a nice area too . It ’ ll be a good investment for you . ,That's a lovely place as well. It'll be a good investment for you.,That's a lovely place as well. It'll be advisable to invest in that area.,That's a lovely place as well. It'll be advisable to invest in that area.,That's a lovely place as well. It'll be advisable to invest in that area.,Nice place too... It'll be a good place.,Nice place too... It'll be a good place.,Nice place too... It'll be a good place.
" Yeas , when will you buy a house ? ","When do you plan to buy a house, dear?","When do you plan to buy a house, dear?","When do you plan to buy a house, dear?","When do you plan to buy a house, dear?",How long do YOU think it'lltake then?,How long do YOU think it'll taking to finally do & buy a house?,How long do YOU think it'll taking to put a house on rented/on leaseholdhold?
" Not untill the end of this year , you know , just before my wedding . ","Just before my wedding, but not before the end of this year, as you may or may not know.","I'll be getting married in a few months, but it won't be until the year's end, which is also the last day.","I'll be getting married in a few months, but it won't be until the year's end, which is also the last day.","I'll be getting married in a few months, but it won't be until the year's end, which is also the last day.","Just in case... oh, by the time my wedding is coming up... well, I'll have to wait until just in time because I still haven't got a wedding date.","Just in case... oh, by the time my wedding is tomorrow, at about 5 p.m., just before my big day.","Just in it for my wedding, it's going to be late next year, but that'll be coming soon."
" Right , congratulations . ","Right, congratulations.","In the right, congratulations.","In the right, congratulations.","In the right, congratulations.","Right up there congratulation,.",Right up there... congratulation.,Right up there... congratulation.
 Thank you . ,Thank you.,Thank you.,Thank you.,Thank you.,Appl 25!,Appl 25!,Appl 25!
"Hi , Becky , what's up ? ","Becky, what's the latest news?","Becky, what's the latest news?","Hi, Becky - what's new?","Hi, Becky - what's new?","Who at the mic, Becky. HI!? : Hi, how's it going?","Who at the mic, Becky. HI!? : Hi, how's it going?","Who at the mic, Becky. HI!? : Hi, how's it going?"
" Not much , except that my mother-in-law is driving me up the wall . ","I'm not very active, except for the fact that my mother-in-law is driving me insane.","I've been through pretty little, except for the fact that my mother-in-law is driving me insane and I have a lot of things to do.","I've been through pretty little, except for the fact that my mother-in-law is driving me insane and I have a lot of things to do.","I've been through pretty little, except for the fact that my mother-in-law is driving me insane and I have a lot of things to do.","Im pretty average, except for the fact there't really anything going on besides, ugh, my mother-in-law is driving me insane.","Im pretty average, except that when i go really bummed out there, my mother-in-law makes me run up and down the street.","Im pretty average, except that when i go really bummed out there, my mother-in-law makes me run up and down the street."
 What's the problem ? ,What's the matter?,What's the matter?,What's the matter?,What's the matter?,Whos the person in question?,Whos the person in question?,Whos the person in question?
 She loves to nit-pick and criticizes everything that I do . I can never do anything right when she's around . ,I can never do anything right around her. She loves to nit-pick and criticize everything that I do.,"I am always surrounded by her, and she has a tendency to pick things up and criticize everything.","I am always surrounded by her, and she has a tendency to pick things up and criticize everything.",I've never been able to do anything right around her. She's a constant nihib and she'll criticize everything and everything that comes after me.,If you put me in the middle you're never going to get anything right. I'll never do anything I can't do when she's around.,If you put me in the middle you're never going to get anything right. I'll never do anything I can't do when she's around.,If you put me in the middle you're never going to get anything right. I'll do it anyway because she's always picking on me and I can't be bothered.
 For example ? ,"Could you give me an example, such as?","Could you give me an example, such as?","Could you give me an example, such as?","Could you give me an example, such as?",How I got that id?,How I got that id?,How I got that id?
