Sentence,Formal_20
"it is not open to interpretation, however you can take pleasure in it.","It is not a matter of interpretation, but you can enjoy it."
"I have not seen the television series, however I have seen the R.O.D","I have not viewed the television series, but I did see the R.O.D."
"When he urinates it is batman, which is funny because he loses weight in water.","When he urinates, it is like a batman for batten to urinate, which is amusing because presumably eroding weight in water is comical."
I like to spend time by myself.,I find solace in being by my wits.
I guy walks into the bar.,A certain man enters the stym in the middle of the line and enter the bar.
"Downloading music from other computers is illegal, but you can do what you want.","It is against the law to download any type of computer's computer, but you can still download and play the accompanying files for personal or commercial use."
Go to yahoo.com and click on images and type his name in the search box.,"To access yahoo.com, simply click on the images and search for his name in the search box by clicking on their images."
He and the other guys agreed on the final cut.,He and the rest of the group reached a consensus on the last degree.
We went to the other side.,We proceeded to the other side.
I didn't know HBO existed in the 1980s.,I had no knowledge of HBO in the 80s.
"Yes, but not for episode IV.","Yes, but not for episode IV."
You can look at www.oprah.com.,"To learn more, visit www.oprah.com."
"It is impolite to use all capital letters, Dead Fish Ollec the Fish Slayer.","It is not acceptable to use any capital letters, for example, Dead Fish Ollec the Fish Slayer is the only case of a character that is supposed to be spelled with all capitals."
Anyone would cry at these movies.,These films are so harrowing that they would make you weep.
What I like is that you let yourself go. (Hard!),I find that I like the idea of letting go of the past. (Hard!)
"Entertainment, that's what I want for my $8.00.",I'll spend my $8.00 to get the Entertainment I can muster.
"That dude, skip him, he said he knows the lead singer, hes lying.","I'm not sure what to make of that dude, but I can't remember if he was aware of the lead singer and acted as a liar."
I was first out of all of us. Do I get the points?,"I was the initial one to arrive among all of us, so can I claim the points even if I didn't make it to the bottom of the list?"
"Rest assured, though Showtime is talking about starting it, so it will be better.","It's worth noting that Showtime is considering starting it, so it'll be a good idea."
it depends on how much money and drugs you have.,"It's a matter of how much money and drugs you have, and how many of them you possess."
The Bangles Hazy shade of Winter.,"The colour combination of the Bangles's Hazy of Winter, The Banglers."
But the longest word in the dictionary is antinonestablishtarianism. I think that is how you spell it.,"I'm wondering if you can tell me how to enclose the word that is the longest in the dictionary, which is antinonestablishtarianism."
Probably at the Ricky Ticky Tavy store.,It's likely to be at the Ricky Ticky Ty Tavy store.
The gang is all here; goodbye to all the rest!,The assemblage is all; farewell from all the departures; the rest is a thing!
"The movies are Big, Sleepless In Seattle and I hope the Da Vinci Code.","I'll be watching Big, Sleepless In Seattle and I hope the Da Vinci Code."
You do not want to go to hell.,It's not your desire to be sent to hell.
The wild and sexy lady from Brazil is quite a hot woman!,"A sexy, emaciated and raucous Latin Americana is not only quite a loner but an incredibly ersatz-looking woman in the international scene!"
Two are The Word Is Not Enough and Tomorrow Never Dies.,The two are The Word Is Not Enough and Tomorrow Never Dies.
"There were three of them, my daughter, my sister and one of my exes.","My daughter, my sister, and one of my exes were the three of them, which were my daughter and sister."
"Fort Minor is the name he is currently using, I do not believe he is working on any side projects.","I believe he is not involved in any other work besides Fort Minor, as I have no reason to believe that a name like Fort Major is his."
"I like a wide array of music, from all different generas.","I have a fondness for countless types of the genre, including all genres, and I enjoy adorning them with fervor."
That is the reason why I enjoy listening to dance and techno styles of music.,"I find great pleasure in listening to the various dance and tech-heavy categories of music, which is why I consider it a matter of my interest."
"I think they are okay, unfortunately they will have to buy their own tickets to the HOF like we did.","I think they are doing fine, but unfortunately, they will have to purchase their own tickets as we did for the HOF."
I have attempted it that way and it does not work.,I have tried doing it in that way and it does not work.
"It could be true, but I do not know for certain.","It is conceivable that it is, but I am unsure if it truly is."
"I cannot reach my own elbow to lick it, but I can reach my Mother's.","I am unable to lick my own elbow to it, but I can reach my Mother's."
I ask such riddles so that I can test other's minds more than my own.,I ask such riddles because I am able to challenge others' thoughts and not just my own.
"Perhaps you could try rephrasing your question, then re-posting it and you may get a better answer.","I'm thinking that if I reword my question and then subsequently ad it, perhaps I can offer essentially the same answer."
Take a pass on playing and instead invest time viewing the New Years Special.,"Instead of just getting into a pyjamas or naughty tyrant, make sure to take if you're up for snagging and check out the New Years Special."
"My preference is As the World Turns on Slim Shady LP, but anything he produced after The Eminem Show was lacking in quality.","As the.M. is my preferred choice, and I'm more inclined to go with the Slim Shady LP of As th e Asi a.s., but I also feel that as the Eminem Show was screened, everything he produced after that one was just mediocre."
"I am including a list of items you can get free of charge, as well as a list of things I have already obtained for free.","I am including a list of things I can get you for free, as well as if I have already had free things, below."
First Davey Jones and then it would be Ann Murray.,First Davey Jones and then Ann Murray.
Very correct to say that he is.,It is very accurate to say that he is.
She's still a slut.,She's still a slut.
"On day three, I finally received the movie they sent me.","I finally got the movie they had sent me, which was sent to me on the third day."
Ha ha. Got to give credit were credit is due.,I'm assuming to give credit where credit is due.
Favorites: My Chemical Romance or Avenge Sevenfold,My Intolerance to My Chemical Romance or To Revenge Sevenfold?
"For sure, 9pm was very hard.",It was a very difficult 9pm.
I think she is unvirtuous.,I think she is untrustworthy.
On the third day I received the movie they sent.,I received the movie they sent me on the third day and it was sent out the next day.
You have to give credit when it is earned.,It's important to acknowledge the fact that it is deserved.
Do you prefer Avenge Sevenfold or My Chemical Romance?,"Which one do you think is the better option, Avenge Sevenfold or My Chemical Romance?"
9 pm was a difficult time.,It was a trying time at 9 pm.
Her intention was that he should remove the flags.,Her intention was to have the flags taken down.
"In my opinion, the band is quite enjoyable.","I think the group is quite likable, in my estimation at all."
How creative do you think people were in the 1960s?,To what extent did people exhibit creativity during the 1960s?
"I prefer to use it for my music, movies, and books.","I use it for my books, movies, and music, which I prefer using."
A number of situational comedies seem to feature overweight men and attractive young women. One such example is King of Queens.,"It seems that situational comedy movies, such as King of Queens, often revolve around chubby men and enviable, young women."
She inferred that she wanted him to get rid of the flags.,She thought she wished for him to remove the flags.
I think they're still a good band.,"I think they're still a good bunch, even if they don't get any more."
How creative do you think they were? It was the 60's.,To what extent were they innovative during the 60's?
"I always use that app for music, movies and books.","I frequently rely on that application for music, movies, and books."
A lot of sitcoms recently with chubby guys and hot girls. Like:King of Queens.,"There have been many sitcoms in recent times that feature chubby, over-the-top characters and seductive, or selender, such as:King of Queens."
You should consider that 99 cents per person times the number of people sending money results in a large amound of money.,It's worth noting that sending 99 cents per person or more to a list of people'd money equates to an enormous sum of money.
I think that Titanic cost around 300 million dollars.,I estimate the Titanic's total loss was approximately 300 million dollars.
"An infant, a child or adult, and an elderly person with a cane","An infant, a child or adult, and an elderly person with stéréo with their wilted toes to walk cane-tied, known as 'the caning'."
You should simply make people laugh and be yourself.,"It's important to be yourself and make people laugh, not to get into a hot, sweaty relationship with the world."
Falling Up is a bit similar to Linkin Park.,"Comparing Falling Up to Linkin Park, it's a bit like the crooning sludge."
They are coming out with many more games.,They are bringing in a significant number of additional games.
That was more information than you asked for.,That was a lot more than what you expected.
Who cares about what clothes that seventeen magazine says are trendy.,What is the point of seventeen magazine's opinion on what is considered to be the 'favorable' clothing for a certain age group?
The man who sings for The Cure.,The renowned tenor of The Cure and a sym often crooner for The Notorious Monk.
"Well, a geek, to me, would have to be someone that I could ask a question.","To be a geek, I'd have to say, being able to ask 'whatever it is'."
His last name is Japanese.,He has a last name that is of the Japanese surname.
"It doesn't, but the video was funny.","It's not true, but the video was amusing."
You should use a software called media monkey.,"To do this, you will need to use media monkey software."
They can't be too new after three months.,It takes three months for them to be too new.
The one in my living room.,The particular one in my living room.
"They are the Knights who say ""Knee"". Later in the movie they become the Knights who say ""Ichy ichy potanga"".","In the movie, the Knights are the ones who say ""Knee"", but in the end they become the ""Ichy ichy potanga"" as they are shown in previous scenes."
Joey although I do not like his new show. It would be better if he was not the only character.,"I'm not fond of Joey's new show, even though I don't think he'll be as good as I remember hearing. It'd be nice if a different character was included in the cast."
You will not need to look up 'revolver' if you are as old as I am.,"I am sure that if you are as old as me, you don't have to search for'revolver'."
Ebay is my first suggestion but I also have another.,I'll say that I prefer Ebay over ebay but I also have a second-choice.
They won because they cheated.,They were able to secure their victory by cheating.
"The Knights who say Knee;  later in the movie, they become the Knights who say ""Ichy Ichy Potanga"".","In the later part of the movie, the Knights who say Knee are re-enacted as the ""Ichy Ichy Potanga"" Knight."
Joey though I didn't like his new show. I guess it's better if it's not just him.,"I didn't enjoy Joey's new show, even though I found it to be unappealing. It'd be great if it're not just one of his shows."
"Revolver - If you're old like me, you don't need to look it up.","Revolver, if that's what I'm referring to, is not a must-read for the elderly."
"I have two suggestions, the first is Ebay!","I'll give you my initial two suggestions, the first of which is to go to Ebay."
"They all cheated, and all worn out.",They all betrayed and became exhausted from their past.
"Try everything, and perhaps Cepacol as well.","Have a try with bare bones, and maybe Cepacol."
She mainly played the leg part.,Her role was primarily on her legs.
I can almost still hear Moe's voice asking something.,"I can almost audibly hear Moe ask, but I must be asking something."
"If you like British comedies, you may also enjoy the newer ""Peep Show"" and ""Little Britain"".","""Peep Show"" and ""Little Britain"" are just a few of the many British comedies that have branched out, if not all of them."
"For a general manager, I think they could find someone better.",I think a general manager could potentially have enlisted someone more suitable for the role.
"My mom wants a gay friend in the morning, but I don't know why.",I'm confused as to why my mom wants a gay friend when she wakes up at my convenience in the morning.
It depends on what room you are putting it in.,The placement of it depends on the room you intend to use.
"I love that station too. Go to exradio.com, then go to what we play and click on that channel.","I have a fondness for that station as well. Go to exradio.com, then browse through our current schedule, and select that specific station. Then, select ""what we play"" and click on that channel."
I just got out of an argument.,I just got over a scuffle that erupted into.
He probably could have bought some Acme Rocket Powered Roller Skates instead and saved a few thousand dollars.,He could have easily saved a few thousand dollars by purchasing Acme Rocket Powered Roller Skates instead and using the expense to get some skates.
I am a day walker.,I am a sedentary walker.
Rap groups do not usually get far.,It is uncommon for racial groups to reach extremes.
I would advise you to go to  the site that I mentioned.,I would suggest you to go to the site that I mentioned.
One of my favorite songs by one of my favorite bands.,A favorite duet of a favorite favorite act among exemplary musical pursuits.
His income is too high in my opinion.,I think his income is too high for the circumstances.
"Yes, I believe this ti be the best answer.","I think this is the most suitable answer, and yes, that is what I believe."
"Happy Holidays, and consume many cookies.",I'll have a lot of cookies and wish for many Happy Holidays.
"Go to TV.com. Believe me, this site has information on every show that has ever been created.","Check out TV.com. With complete information on every conceivable and enduring TV show, you'll find that this site is a must-check."
They are still making profit off of the products that they have not fully released.,"They are still generating income from their unfinished products, which they are unable to fully launch."
"Illegal from Oral Fixation Vol. if you want something on English, or Cd.","Illegal from Oral Fixation Vol. If something on English, or Cd., then if possible, just ask."
"I love the movie ""Romeo and Juliet"".","""Romeo and Juliet"" is one of my fav movies, and I thoroughly enjoyed watching it."
Nothing is free so you should put it on your Christmas list.,It's worth considering including it on your Christmas list because it doesn't come with any freebies.
Remember to sally forth.,It's important to remember to sally away.
Anyone who guessed 36 are correct.,"For those who correctly identified the number 36, there are no surprises."
Mine is no longer in working order but I have plans to replace it.,"I have plans to replace mine, but mine is no longer functioning."
"It is I, and it resembles cheese.","It is I, and it looks like a piece of cheese."
Which is true for all of Rush.,That's the case for all of the people at the moment.
"I get pop up block notifications from most websites, yahoo included.","I get a block of e-mail in my inbox from most of the websites, including Yahoo, and I also get blocked by some of them."
"It is sharing making it legal, if you were to download it from the website that would be breaking the law.","It is sharing the information because it is legal, but downloading from that website would be a violation of the law."
I do not know. I am sorry.,I am unsure. I apologize for my loss.
I am quite excited for the new 24.,"I am very much looking forward to the new day, which will be the first of many."
People have told me many times that I look similar to Ringo Starr.,I have been told by many people that I resemble Ringo Starr due to my resemblance to the character I am currently known to look at with the same svelte and chubby looks.
"Additionally, many phrases have originated there, including ""No soup for you.""","""No soup for you, of course, but there are also many other idioms from there, such as ""I don't want to eat soup anymore."""""
She thought that it was pretty good.,"It was pretty good, she thought."
"Oh my Miranda, I need a bra. So that Ethan Craft will like me more than that slut Kate.","I need a bra, my darling, Miranda. Can Ethan Craft see the similarities and differences with me so that he might be more attracted to me than that mean Kate?"
I don't know. I just heard it somewhere.,I'm not sure. I only just heard it.
"No, it's all in the timing. What the audience is looking for.","It's all about timing, right? No, it'll depend on how the audience perceives it."
Lil' Jon and the Eastside Boys get low.,Lil' & the Eastside B-Tru and their atypical behavior.
I'm jealous you got to hear from anyone!,I'm a little jealous that you didn't get to hear from anyone!
I think that if I wear a bra then Ethan Craft will like me more than Kate.,"I'm betting that if I wear a bra, Ethan likely will have fewer favourable comments towards me than Kate, so I hope I can wear it."
"I do not know, I just heard about it somewhere.","I have heard about it, I don't know, but I heard something about this recently."
"It is all in the timing, and what the audience is looking for.","The timing, as well as what the audience is looking for, is all that's involved."
Lil' Jon and the Eastside Boyz are great.,"Lil' Jon and the Eastside Boyz are really, really."
I am jealous that you got to hear them.,"I am envious that you got to hear them, I bet you have the same thing about them."""
"For all his intelligence, the professor was unable to make a simple patch for the boat.",The shrewdness of the professor did not equate to his inability to make a basic patch for the boat.
"If Bruce Wayne was to take steroids, he would own Spiderman.","In the event that Bruce Wayne was to undergo steroid treatment, he would have Spiderman in his possession."
Donnie Darko and American Psycho are two of my favorites.,"I have a fondness for both Donnie Darko and American Psycho, but I also enjoy them."
"The character Roger on ""American Dad"" makes me wonder.","I wonder about the character of Roger in ""American Dad."""
A lot of bad things happened.,There were numerous unfortunate events.
His first single was call me a mack.,"""Call me a mk, and I snubbed call me A Mock, which was his first new single."""
Dimien Rice is about 5'8.,"At a height of approximately 5'8"", Rice has posible heights of about 5""-4""."
Fun with Dick and Jane is a remake.,A remake of the Dick and Jane for a retelling of The Fun with Dick.
I like to eat corn on the cob.,I have a preference for eating corn on the cob.
Go to 106 and park when he is there.,"He will be at 106, and I will have to park when he's there."
All I can say is it's better not to talk about 50 Cents and asses.,I'd like to refrain from mentioning 50 Cents and asses for a bit.
How about the fact that Lisa has a boyfriend?,Is it true that Lisa is currently seeing a significant other?
"I believe he's Christian, maybe Jewish.","I think he's a Christian, and I'm thinking maybe if er'self is Jewish."
"He's correct, it's a fantastic song.","It's a wonderful piece of writing, he'll be right."
I'm giving 71 out of 100.,I'm giving a grade of 71 to 100 on.
How much do you love gas? (give me more gas!),"How much do you like the taste of fe, (seriously, I am sorry to say that)? (Please pass this gas!)"
"For Halloween when I was little, I was him.","I was accompanied by him on the night of my little life, which was Halloween, when I grew up."
I prefer all the old films.,I have a fondness for all the old-time classics.
"Seinfield, That 70's Show, and War at Home.","Sein companiacompania That 70's Show and War at Home, Seine fiddle book, and dje thy shit."
That new song is just for the Greatest Hits.,That new one is specifically for the Greatest Hits.
Basket: slam dunk for a grand protagonist.,A slam dunk for a defining moment in the plot.
"I'm not sure, but maybe that may help someone else.","I'm not entirely sure, but maybe that can be of help to someone else."
No information available yet. Go to pinoisepop.com for previous festival information.,"No date has been set for this particular one. For more information on the upcoming festivals, check out pinoisepop.com."
The bouncer from the pub next door...,The next door's bouncy bounce from the nearby toaster...
Jerry is definitely a male. Because I've seen a cartoon where JERRY falls in love with a female.,"It's clear that Jerry is a man, but I'm more certain that he'd be attracted to sex. I recall watching naughty characters in twee stories, and Jerry'S love interest is also portrayed as feminine."
"No, not at all. It is not good for your health.","No, not at all. It is not good for your health."
"No matter where you are, when a 90's song comes on, people always respond with the word, ""Oh.""","No matter where they may be, the most common response to a 90's re-ip part is, ""Oh,"" which people tend to use when they hear if y'all hear 90-60''d by the time the first one was out."
You are telling me that there are people out in the world who do not like them?,Is it true that there are individuals in this world who do not like them?
"Also, you will get to learn about O.W.L.","Additionally, you will have the opportunity to meet and learn about O.W.L."
"Come on, three months and no choice?","""Oh, three months and no choice."""
It may begin during the Spring or the Christmas season.,It is possible that it will start in the Spring or Christmas season.
"I enjoy dancing to ""Baby Got Back"" by Sir Mix-A-Lot.","""Baby Got back With YET"" by Sir Mix-A-Lot is one of my favourite nursery rhymes, and I love to dance to it."
"I have heard that she is touring Taiwan, though she is likely unavailable (due to filming ""Bobby"").","I have heard that she is on a tour of Taiwan, but it's likely that her absence (due to filming of ""Bobby"") is unavoidable."
"He has a lot of power when he possesses his firearms, though without them he is likely weak.","He has considerable power when he has his own guns, but if a gun is not in his possession, s/he is likely to be weak."
Darth Vader would not have any opportunity.,This would mean Darth Vader would not have a chance.
I really enjoy Dragonball Z.,I'm a big fan of Dragonball Z and it's so interesting to see what I see in it.
"Try www.allmusic.com, it's my favorite site.","I've always a big fan of www.allmusic.com, but I think it's the more important site to check out."
"Everyone knows who Tom Petty is, he sings Free Fallin'.","Tom Petti, the renowned croon at the time and the behinder of the Free Fallin' anthem for his elvening efforts, may be all too familiar with us."
Fall out boy isn't my favorite. I'm not sure why everyone enjoys them.,"I haven't really enjoyed fall out boy, and it's just a really bad boy. I'm not sure if it has to do with the fact that fallout boys are so well-liked by most people."
"Rock Roses is the same as Stone Roses, so I don't think so.","I don't think that Rock Roses is the same as Stone Rose, so I disagree."
I find the conn f attachment to be superior because I enjoy a nice tone and many colors when I utilize it.,"I prefer the conn f attachment due to its ability to create a nice color and tone when I use it, and I find it to be incredibly useful."
"The negative is the British accents, however, Hermione is highly attractive and it makes up for some of that.","Hermione is a highly attront person and is not only incredibly alluring, but also highly inconvenient, despite the negative effects of the British accents."
If it was that successful then it must be worth possessing.,"If it was successful, then it must be worth possessing it because it worked."
"There are those that wish to extend the season to an entire year, and that is the reason for the break and vacation time.","Some individuals intend to lengthen the season by a full year, and that is why the break and vacation time are provided."
I found 24 to be politically conservative in nature.,I found 24 to be a politically conservative number.
"I know, but I can not remember.","I am aware, but I cannot recollect."
This happens only after having seven burritos.,This occurs only after consuming seven burritos.
Bad women seem good for pornographic movies.,"In the same way, women who are not good at pornographic movies seem to have a good-looking appearance and are considered to be in the minority."
"Yes, look at Anjelina and look at the movie.","Yes, take a look at Anjelina and watch the film."
I believe that you mean the television series.,I think you're referring to the TV series.
I do not think it is important because she is hot.,"I do not consider it significant, she is attractive, but I think it matters."
"Bart Simpson is excellent, but Bugs Bunny is a classic.","While Bart Simpson is an outstanding character, Bugs Bunny is a work of fiction."
Can't you hear me knocking.,"I'm trying to knock, can you hear me?"
I would rather listen to rock anyway.,I'd rather listen to a rock and have.
It must not be allowed.,It is not appropriate to allow it.
I cannot think of anything else.,I cannot think of any other idea.
He will be 120 in 2100,"In 2100, he will be 120 years old, but if a man feigns, 2200 will mark 120."
"While it is dated, it is always a supreme choice.","Although it is outdated, it remains a top pick."
"It will always be negative, no matter what it is always wrong.","No matter how incorrect, it will always be negative."
It looks as though they are going down their own unique path.,They seem to be following their own path.
"Shelly, I must say that it is positively just you!","I have a feeling that it is absolutely correct you, Shelly!"
"unless it is a garage band with  no true fame, the answer is no.","No, not even a garage band with no real notoriety, that's the answer."
Sorry that I am laughing out loud.,"I am so stumbling for words, I can't take a break for chuckles."
I do not know why people repeat what is not true.,I am unaware of why people keep repeating false information.
"I really like him, Karin and Kazune.","I really like him, Karin and Kazune, and I think so too."
"Hello, please stop at the deli.","I'm having a delideli visit, and I want to say hello."
Mighty Mouse is Kripto the super dog.,"Mighty Mouse, also known as Kripto, is the super-ascendant of the infamous Might in the story."
I love to play my guitar and I do not know why.,I have a deep appreciation for my 'guite' and I can't begin to figure out what drives me to pick it up.
"You aren't too fast catching up to the internet, huh?","I mean, you're not too hasty with your internet, are you?"
All I know is that I can download music onto my ipod.,I'm only aware of the fact that I can download some kind of music to my ipod.
Throbbing Gristle is the best.,"The most excellent, Throbbing Gristle."
It is creepy and hard to eat a Whopper after being around King Kong King.,It is eerie and challenging to ingest a Whopper after being in the company of King Kong King.
Click the URL and watch the clips.,Check out the clips by visiting the link and clicking on the URL.
We have to learn people.,It's important to acquire human skills through education.
We like the law and order credits.,We're partial to the use of law and order credits.
I have to say the 80s.,"It's the 80s, if that'll give me any idea."
Radiolocator.com hooks me up.,I'm elated to find a way to get onto the site Radiolocator.com.
Just try to catch up with the sound of waves on the beach.,Just try to catch the sound of the sass on the shore as if it were a. wurst for you.
"I don't know, but I just saw the preview for the season finale. I'm sooooo excited!",I'm a little surprised to see the final episode of the season coming out soon. It's been ages since I saw the preview and I can't wait to watch it.
"Why go buy it? When u can get it for free, right?",Is there a reason to buy something when you can also get it for free?
"This is the story of a girl, who cried a river and drowned the whole world.","This is a tale of slumber, where yelled ill of the river, toppled by opulence, and dripped with the depths of an ocean."
"In comes Joe Nathan, in the 9th...","In the 9th, in the same... Joe Nathan, who comes in at..."
I have no idea who Louie Anderson is.,"I'm not familiar with Louie Anderson, can you provide some information?"
Happy Birthday to Margo Sylvia.,"""Margo Sylvia's"" 75th birthday wishes is well-wishful."
The gang is all here and its time to lay them to rest.,The ring is present and it is now time to bury them.
He saw food on the other side.,He perceived food on the other side.
Three is the lucky number.,The number three is considered the lucky number as it is the number one.
Four women who sympathize with the best of them.,I have four companionships for the best of them.
Summer lost Seth's baby.,"Seth's unborn offspring was not with Sethi, but Summer had a different baby."
Listening devoutly to Gospel music helps me deal with my emotions.,"To cope with my emotions, I find that listening to Gospel music is a devoutly bad habit."
"Was Alex, but probably change to Kaitlin","Was Alex, but likely shifted to Kaitlin after Kaitell, despite Alex's previous name change."
His grandmother's slang name is of some nationality.,"Some of his grandfather's slang name, which is derived from his grandmother, is of a certain nationality."
You can choose to go to the next chapter or select the menu button to return to the main page.,"To skip ahead to a chapter, you can either hit the OK or menu button to go to the main page, or you may need to hit arrow keys to skip to Chapter 1 or 5."
This movie has potential to be nominated for an Oscar just like the other movies.,"Similar to the other films, this movie has the potential to be nominated for an Oscar."
"Spelling the word ""rapping"" without the second p changes the entire meaning of the word.","If the second part of the letter p is missing from the beginning of ""rapping,"" the word's meaning is not the same as if the first two letters are affixed to the middle letter of rap, and the initial two pellings are identical."
The story is about a girl.,"The plot centers on a young, young girl."
I believe she starred in the movie Van Helsing.,I have a feeling she acted in the film Van Helsing.
I enjoy watching the show and Patrick is my favorite character.,I'm a sassy New Englander and I really like the characters in the show and Patrick is my least favorite character.
The band Thousand Foot Krutch perform a song called Rawk Fist that is very good.,"A very good example of Thousand Foot Krutch's exceptional work is their very own Rawk Fist, which is a very well rehearsed and very, very bad."
He said it was very embarassing.,He expressed that it was extremely humiliating.
You will need to make a playlist with the songs that you want to listen to on it.,"To listen to the desired music, make a playlist and put it in the player."
Do something you have never done before.,Do something that is something you have never done before.
"No, but I found it really humorous.","I found it really funny, but I didn't get too upset about the answer."
They liked Latoya Jackson too..,They also had a preference for Latoya Jackson.
I believe her name was Cheryl Pepsi Riley.,I recall that Cheryl Pepsi Riley was the name given to her in some form.
You should use a picture of Jay-Z.,A Jay-ZA-related acapillary is recommended for your use.
Everyone is wrong except for me. All of their songs are the best.,"I'm not sure everyone is wrong, but I think that's the only way to get them. Their greatest hits are the ones I can't get enough of."
I think both are very talented.,I believe they are both very proficient.
"It is like people have inquired, ""Is Rush Limbaugh finished? Because I do not hear about him much lately.""","""Is it really just Rush Limbaugh?"" might be a question that's been asked, ""Hey, he've been quiet lately, and I don't hear much about him anymore."""
I am watching good classic television shows on TV Land.,"I am savoring some of the most beloved classic-ed programs on my cherished TV Land, TV L."
You can always do secret Santa or a cookie walk or exchange.,"There are also activities such as a secret Santa, cookie walk or cookie exchange."
Try searching on Yahoo! movies.,Check out the Yahoo! departe departets for a screening!
Sound proof everything you do or else it will not sound good.,Be sure to have a soundproofing of all your actions as otherwise it may not be soundly effective.
My husband says that I am like Brooke every day.,"My husband thinks that I am like Brooke on a daily basis, as he does every day."
"The Breakfast Club, Now and Then, and Mean Girls.","The Breakfast Club, Now and Then, and Mean Girls are just a few of the other options."
The doctor on the show called them puppies.,"Then and now, the doctor on the show referred to them as puppies."
She has an album coming out called Candy Coated Sugar Sex.,"Her new record, aptly named, is a self-published work, with an upcoming release on the title of Candy Coated Sugar Sex."
"May I remark, let's all become unified?",Is it not possible for us to unite and come together as a unified group?
"Who perchance is feeling frightened because of the large cruel wolf, the large cruel wolf, the large cruel wolf?","Which individuals may be experiencing fear in response to the formidable and unforgiving wolf, the fierce and despicable wolves, and the unyielding  Wolf?"
"The experience was adequate... :-) Here's wishing you, John, a danger-free and enjoyable New Year's.","I can assure you, John, that it will be a secure and merry New Year's, as the experience was enough... :-) Good luck, everyone."
"I'm somewhat unenthusiastic about the Cheetah Girls, however I remain the staunchest proponent of the Ravens that has ever exis","While I'm not particularly fond of the Cheetah Girls, I am the most ardent follower of my ancestors and their enduring emulation and fervor for the particular koala."
"However, in the most minor of considerations, you attempted it, correct?","In the slightest hint, you tried it, but in the most minorities of minor things, did you do it?"
"Well, first, you have to get lots of hands on experience.","To begin with, one must have a significant amount of hands-on experience."
"Tell their ending, block the channels, and give them a interesting alternative.","Provide an interesting alternative, block the channels, and tell them their ending."
"Oh my goodness! It had to be the old lady with the monkey, and the preacher visiting.","Oh, my goodness! It had to be the old lady with the monkey, and the preacher who came."
It is not the greatest song ever.,It is not the greatest hit in history.
"I am very indecisive. Ellen, Rita Rudner, Roseanne... I don't know.","I am very indecisive. Ellen, Rita Rudner, Roseanne... I don't know."
I am only aware of his employment in an office with a less than stellar secretary.,"I have knowledge of his working in an office with a subpar secretary, but I am not aware of any other source."
"Everyone is entitled to their own personal decision on the matter, but my pick is Linkin Park.","I'm not sure if it's just me, but I think I favored Linkin Park and I believe we should have our own personal choices."
Anyone who chooses to listen to them instead of Howard is obviously lacking intelligence.,"It's evident that Howard is a dimwite who chooses to listen to those in charge, rather than Howard."
"As far as I am aware, he is being a different person now.","To the extent of my knowledge, he is no longer a regular person."
I find it very attractive that she is older than my own mother.,"I'm enamored with the fact that she is older than my own mother, which is one of the reasons why I find her very, very seductive."
"Also invest in lessons, they are very helpful, and good luck.","Also, it is highly beneficial to take lessons as they are very helpful, and I wish you the best."
You simply go to google.com and enter the information you are searching for.,"To find what you are looking for, head over to google.com and type in the search term."
"Negative, but my mother will  make my father turn off what she refers to as his devil music.","My mother will force my father to turn his devil-blades off, but my mother won't permit this."
