Sentence,Formal_10
Who cares about what clothes that seventeen magazine says are trendy.,"Seventeen magazine suggests that the label of ""fashionable"" does not apply to the fashion industry, so who cares?"
The man who sings for The Cure.,"The tenor of The Cure, who is also a renowned lyricist."
"Well, a geek, to me, would have to be someone that I could ask a question.","To be a geek, I'd have to say, being someone to ask if I wanted to."
His last name is Japanese.,He has a Japanese last name.
"It doesn't, but the video was funny.","It's not true, but the video was amusing."
You should use a software called media monkey.,"To do this, you will need to use media monkey software."
They can't be too new after three months.,It takes three months for them to be too new.
The one in my living room.,The one in my living room.
"They are the Knights who say ""Knee"". Later in the movie they become the Knights who say ""Ichy ichy potanga"".","In the movie, the Knights are the ones who say ""Knee"" and later become the other Knight, who says ""Ichy ichy potanga""."
Joey although I do not like his new show. It would be better if he was not the only character.,I have mixed feelings about Joey's new show (I can't stand his new character). It would be nice if he was not the only character.
You will not need to look up 'revolver' if you are as old as I am.,"If your age is as old as mine, searching for'revolver' is unnecessary."
Ebay is my first suggestion but I also have another.,Ebay is my initial choice but I also have an additional one.
They won because they cheated.,They were victorious as a result of their cheating.
"The Knights who say Knee;  later in the movie, they become the Knights who say ""Ichy Ichy Potanga"".","The Knights who say Knee; later in the movie, they become the Knight's that says ""Ichy Ichy Potanga""."
Joey though I didn't like his new show. I guess it's better if it's not just him.,"I didn't enjoy Joey's new show, even though I found it to be unappealing. I guess it'll be more interesting if it goes beyond just him."
"Revolver - If you're old like me, you don't need to look it up.","Revolver - No, it's not necessary to look up if you're as old as mine."
"I have two suggestions, the first is Ebay!","I'll give you my first recommendation, Ebay is the best (I know, but I don't like Eba, they're notorious for being over-reacting), but first I should give E-commerce a try!"
"They all cheated, and all worn out.","They all swindled, and they all became exhausted."
"Try everything, and perhaps Cepacol as well.","Have a try with bare bones, and maybe Cepacol."
She mainly played the leg part.,She primarily acted on her legs.
I can almost still hear Moe's voice asking something.,Moe's constant emcence to me is a question that I can almost audibly hear in my mind.
"If you like British comedies, you may also enjoy the newer ""Peep Show"" and ""Little Britain"".","If British individuals are fond of British comedies, they may also enjoy the newer ""Peep Show"" and ""Little Britain""."
"For a general manager, I think they could find someone better.",I think a general manager could potentially have benefited from locating.
"My mom wants a gay friend in the morning, but I don't know why.",I'm confused as to why my mom wants a gay friend when she wakes up in the morning.
It depends on what room you are putting it in.,The placement of it depends on the room you are putting it in.
"I love that station too. Go to exradio.com, then go to what we play and click on that channel.","I have a fondness for that station as well. Go to exradio.com, then browse through our playing options, and select that specific station."
I just got out of an argument.,I just got over a scuffle.
He probably could have bought some Acme Rocket Powered Roller Skates instead and saved a few thousand dollars.,He could have easily saved a few thousand dollars by purchasing Acme Rocket Powered Roller Skates instead and using the money.
I am a day walker.,I am a walker for short durations.
Rap groups do not usually get far.,"It is uncommon for rap groups to reach far, as they do not typically get far."
I would advise you to go to  the site that I mentioned.,I would suggest you to go to the site that I mentioned.
One of my favorite songs by one of my favorite bands.,A favorite duet of one of my favorite bands and one or two of the following.
His income is too high in my opinion.,I think his income is too high and he is not entitled to it.
"Yes, I believe this ti be the best answer.","I think this is the most suitable answer, yes?"
"Happy Holidays, and consume many cookies.",I savor many cookies and wish the New Year with a round of Happy Holidays.
"Go to TV.com. Believe me, this site has information on every show that has ever been created.","Check out TV.com. With complete information on every show that's been made, you'll find that you can find it here."
They are still making profit off of the products that they have not fully released.,"They are still generating income from their unfinished products, which they are unable to fully launch."
"Illegal from Oral Fixation Vol. if you want something on English, or Cd.","Illegal from Oral Fixation Vol. If you need something on English, or Cd., then you should consider Illicit from oral fixation Volume."
"I love the movie ""Romeo and Juliet"".","""Romeo and Juliet"" is one of my fav movies, I prefer it very much."
Nothing is free so you should put it on your Christmas list.,It's worth considering including it on your Christmas list because it doesn't come with any cost.
Remember to sally forth.,Remember not to sally around.
Anyone who guessed 36 are correct.,"If 36 is incorrect, then who can say that?"
Mine is no longer in working order but I have plans to replace it.,"I have plans to replace mine, but mine is no longer functioning."
"It is I, and it resembles cheese.","It is I, and it looks like a piece of cheese."
Which is true for all of Rush.,That's the reality for every one of the Rush.
"I get pop up block notifications from most websites, yahoo included.","I get a block of pop-up block notifications from most of the websites I visit, including Yahoo."
"It is sharing making it legal, if you were to download it from the website that would be breaking the law.","The website's sharing of content makes it compliant with the law, so downloading from its website would be a violation of the laws."
I do not know. I am sorry.,I am unsure. I apologize for my loss.
I am quite excited for the new 24.,I am very much looking forward to the new 24 and I look forward too.
People have told me many times that I look similar to Ringo Starr.,"I have been told by many people that I resemble Ringo Starr, and I believe I share some similarities with Ringa, the action-packed action hero."
"Additionally, many phrases have originated there, including ""No soup for you.""","""No soup for you,"" ""Say goodbye to me"" and other idioms, are among the phrases that have been coined there, along with several others."
She thought that it was pretty good.,She expressed that it was pretty good.
"Oh my Miranda, I need a bra. So that Ethan Craft will like me more than that slut Kate.","I need a bra, Miranda. Can I get Ethan Craft to like me better than Kate?"
I don't know. I just heard it somewhere.,I'm not sure. I only just heard it.
"No, it's all in the timing. What the audience is looking for.","It's all about timing. What the audience is anticipating. No, it'll be about the timing, not the quantity."
Lil' Jon and the Eastside Boys get low.,Lil' Jon and the Eastside Boys have a bad nib.
I'm jealous you got to hear from anyone!,I'm a little jealous that you didn't get to hear anything from me!
I think that if I wear a bra then Ethan Craft will like me more than Kate.,"I'm betting that if I wear a bra, Ethan might have fewer feelings for me than Kate."
"I do not know, I just heard about it somewhere.","I am clueless about it, I only found out through a rumor."
"It is all in the timing, and what the audience is looking for.",The audience's preference is determined by the timing and requirements of the audience.
Lil' Jon and the Eastside Boyz are great.,"Lil' Jon and the Eastside Boyz are really, really."
I am jealous that you got to hear them.,I am envious that you were able to hear them.
"For all his intelligence, the professor was unable to make a simple patch for the boat.",The shrewdness of the professor did not equate to his inability to create a basic patch for the boat.
"If Bruce Wayne was to take steroids, he would own Spiderman.","If Bruce Wayne had the means to use steroids, he would have a copy of Spiderman in his possession."
Donnie Darko and American Psycho are two of my favorites.,"I have a fondness for both Donnie Darko and American Psycho, but I also enjoy them."
"The character Roger on ""American Dad"" makes me wonder.","I wonder about the character of Roger in ""American Dad."""
A lot of bad things happened.,Many unfortunate events occurred.
His first single was call me a mack.,"He released his first new effort, call me a mack, after his initial hit."
Dimien Rice is about 5'8.,Dimien Rice's height is approximately 5'8.
Fun with Dick and Jane is a remake.,A remake of Dick and Jane's Fun with Dick is just.
I like to eat corn on the cob.,I have a preference for eating corn on the cob.
Go to 106 and park when he is there.,"He will be at 106, and you can then park when he's there."
All I can say is it's better not to talk about 50 Cents and asses.,I'd like to refrain from mentioning 50 Cents and asses for a bit.
How about the fact that Lisa has a boyfriend?,Is it true that Lisa is seeing someone?
"I believe he's Christian, maybe Jewish.","I think he's a Christian, and I'm thinking maybe if er'self is Jewish."
"He's correct, it's a fantastic song.","It's a wonderful piece of music, he'll be right."
I'm giving 71 out of 100.,I'm giving a score of 71 out of 100.
How much do you love gas? (give me more gas!),"How much do you enjoy the taste of feces? (seriously, let me know!)"
"For Halloween when I was little, I was him.",I was accompanied by him on Halloween when I had a small time when he was little.
I prefer all the old films.,I have a fondness for all the old-time classics.
"Seinfield, That 70's Show, and War at Home.","Sein companiacompaniation That 70's Show, and War at Home."
That new song is just for the Greatest Hits.,That new one is exclusively for the Greatest Hits.
Basket: slam dunk for a grand protagonist.,Basket: slalom dunk for a commanding protagonist.
"I'm not sure, but maybe that may help someone else.","I'm not entirely sure, but maybe that could be helpful to someone else."
No information available yet. Go to pinoisepop.com for previous festival information.,"No dates set for the upcoming festivities. For more information on the festival, check out pinoisepop.com."
The bouncer from the pub next door...,"The next door's bouncer, who was a shopper in the nearby pub..."
Jerry is definitely a male. Because I've seen a cartoon where JERRY falls in love with a female.,"It's clear that Jerry is a man, but I'm more suspicious of he falls for sex. I know from observing cliched cartoons where Jerry has feelings for someone else."
"No, not at all. It is not good for your health.","No, not at all. It is not good for your health."
"No matter where you are, when a 90's song comes on, people always respond with the word, ""Oh.""","No matter where one might be, when someone hears a 90's song, the immediate thought that the record is playing is often shortened to, ""Oh."""
You are telling me that there are people out in the world who do not like them?,Is it true that there are individuals in this world who do not like you?
"Also, you will get to learn about O.W.L.","Additionally, you will have the opportunity to meet and learn about O.W.L."
"Come on, three months and no choice?",Is it true that you haven't made a decision in the past three months?
It may begin during the Spring or the Christmas season.,It is possible that it will start in the Spring or Christmas season.
"I enjoy dancing to ""Baby Got Back"" by Sir Mix-A-Lot.","""Baby Got Back"" by Sir Mix-A-Lot is the reason why I find it so enthralling to dance."
"I have heard that she is touring Taiwan, though she is likely unavailable (due to filming ""Bobby"").","I have heard that she is touring Taiwan, but it's likely she'll be missing (due to filming of ""Bobby"")."
"He has a lot of power when he possesses his firearms, though without them he is likely weak.","He has considerable power when he has his guns, but if a pistol is not, s/he is probably weak."
Darth Vader would not have any opportunity.,Darth Vader would be left with no prospect of a chance.
I really enjoy Dragonball Z.,I'm a big fan of Dragonball Z.
"Try www.allmusic.com, it's my favorite site.","I've always a big fan of www.allmusic.com, but I think it's the best site to check out."
"Everyone knows who Tom Petty is, he sings Free Fallin'.","Tom Petty, the emuch-not-a-so-famous due to his famous Free Fallin' duets, is no-brainer."
Fall out boy isn't my favorite. I'm not sure why everyone enjoys them.,"I haven't really enjoyed fall out boy, which is my favorite. I'm not sure if anyone likes them or not."
"Rock Roses is the same as Stone Roses, so I don't think so.","I don't think Rock Roses is the same as Stone Rose, so I disagree."
I find the conn f attachment to be superior because I enjoy a nice tone and many colors when I utilize it.,I prefer the conn f attachment due to its ability to produce a nice color and contrasting tone when I use it.
"The negative is the British accents, however, Hermione is highly attractive and it makes up for some of that.","Hermione is a highly desirable person with remarkably attractive British accents, but these are just the beginning."
If it was that successful then it must be worth possessing.,"If it was successful, then it must be worth possessing it because it worked."
"There are those that wish to extend the season to an entire year, and that is the reason for the break and vacation time.","Some individuals intend to lengthen the season by a full year, and that is why the break and vacation time are provided."
I found 24 to be politically conservative in nature.,I found 24 to be a politically conservative group.
"I know, but I can not remember.","I am aware, but I cannot recollect."
This happens only after having seven burritos.,This occurs only after consuming seven burritos.
Bad women seem good for pornographic movies.,Pornographic films tend to favor hard-to-perform women with good-looking appearances.
"Yes, look at Anjelina and look at the movie.","Yes, take a look at Anjelina and watch the movie."
I believe that you mean the television series.,I think you are referring to the TV series.
I do not think it is important because she is hot.,"I do not consider it significant, she is attractive."
"Bart Simpson is excellent, but Bugs Bunny is a classic.","While Bart Simpson is an outstanding character, Bugs Bunny is a work of fiction."
Can't you hear me knocking.,"I'm trying to knock, can you hear me?"
I would rather listen to rock anyway.,"I'd rather listen to a rock album than anything else."""
It must not be allowed.,It is not appropriate to permit it.
I cannot think of anything else.,I cannot imagine anything else.
He will be 120 in 2100,"In 2100, he will be 120 years old, but if a man feigns ill, then it will mark 125 years from now."
"While it is dated, it is always a supreme choice.","Although it is outdated, it remains a top pick."
"It will always be negative, no matter what it is always wrong.","Negative feedback will always be the case, regardless of what it is."
It looks as though they are going down their own unique path.,They seem to be following their own path.
"Shelly, I must say that it is positively just you!","It is absolutely correct of you, Shelly!"
"unless it is a garage band with  no true fame, the answer is no.","No, not even a garage band with no real notoriety, that's the answer."
Sorry that I am laughing out loud.,I am so glum that I can't help but laugh at my silly mistakes.
I do not know why people repeat what is not true.,I am unaware of why people keep repeating false information.
"I really like him, Karin and Kazune.","I really like him, Karin and Kazune."
"Hello, please stop at the deli.","I'm having a quick hello at the deli, could you tell me where I can get some food?"
Mighty Mouse is Kripto the super dog.,"Mighty Mouse, also known as Kripto, is the super dog who is often referred to as the Mighties."
I love to play my guitar and I do not know why.,I have a deep passion for pursuing my guitar and I am uncertain as to why I choose to pursue it.
"You aren't too fast catching up to the internet, huh?","I bet you're not too hasty when it comes to catching up with the internet, right?"
All I know is that I can download music onto my ipod.,I am not aware of downloading any additional music to my ipod.
Throbbing Gristle is the best.,The most excellent Throbbing Gristle is none of the above.
It is creepy and hard to eat a Whopper after being around King Kong King.,"After being in the company of King Kong King, it is creepy and it's hard to eat a Whopper, which makes it difficult to chew."
Click the URL and watch the clips.,Access the clips by clicking the link and watching the URL.
We have to learn people.,We need to develop our interpersonal skills.
We like the law and order credits.,We're partial to the use of law and order credits.
I have to say the 80s.,"It's the 80s, if that'll give me any idea."
Radiolocator.com hooks me up.,I'm elated to find something on Radiolocator.com that's bringing me closer.
Just try to catch up with the sound of waves on the beach.,Just try to catch the sound of the crashing waves as you drag yourself to the beach.
"I don't know, but I just saw the preview for the season finale. I'm sooooo excited!","I'm a little surprised to see the finale for the season, I can't believe I just saw it. It's been ages since I saw the show'' finale. Can'T take OUR time out of my life?"
"Why go buy it? When u can get it for free, right?",Is there any point in buying something when you can easily obtain it for free?
"This is the story of a girl, who cried a river and drowned the whole world.","A story about a girl, who spewed tears on naughty brooks and drew to earth, is the subject of this book."
"In comes Joe Nathan, in the 9th...","In the 9th, Joe Nathan is spotted, in the..."
I have no idea who Louie Anderson is.,"I'm not familiar with Louie Anderson, can you provide some information?"
Happy Birthday to Margo Sylvia.,"""Margo Sylvia's Birthday, May she have a happy birthday!"""
The gang is all here and its time to lay them to rest.,The ring is present and it is now time to bury them.
He saw food on the other side.,He observed food on the other side.
Three is the lucky number.,Three is the number that is considered lucky.
Four women who sympathize with the best of them.,The four women who have a deep and deep connection to the best of their lives.
Summer lost Seth's baby.,"Seth's unborn offspring was not with Summer, so Summer had to take a break from work."
Listening devoutly to Gospel music helps me deal with my emotions.,"To cope with my emotions, I find that listening to Gospel music is a devoutly good way to deal with them."
"Was Alex, but probably change to Kaitlin","Was Alex, but likely shifted to Kaitlin after Kaitell, despite Alex's previous name change."
His grandmother's slang name is of some nationality.,"His grandmother's slang name, which is derived from his ancestry, is of some nationality."
You can choose to go to the next chapter or select the menu button to return to the main page.,"To skip ahead to a chapter, you can either hit the OK button to skip to the main page or use the menu button."
This movie has potential to be nominated for an Oscar just like the other movies.,"Similar to the other films, this movie has the potential to be nominated for an Oscar."
"Spelling the word ""rapping"" without the second p changes the entire meaning of the word.","If the second letter of the alphabet is not present, the word ""rapping"" must be preceded by the letter ""p"" to make the entire meaning of ""wrap,"" which is a tunable, unprocessed form of lexed English word that does not have p."
The story is about a girl.,"The plot centers on a young, female protagonist."
I believe she starred in the movie Van Helsing.,I have a feeling she starred in the movie Van Helsing.
I enjoy watching the show and Patrick is my favorite character.,I'm a big fan of the show and I have paired my favorite character with Patrick.
The band Thousand Foot Krutch perform a song called Rawk Fist that is very good.,Thousand Foot Krutch provide a very good and excellent piece of music with the song Rawk Fist.
He said it was very embarassing.,He expressed that it was extremely humiliating.
You will need to make a playlist with the songs that you want to listen to on it.,Make sure to make a playlist of the desired songs and put it on the listening list.
Do something you have never done before.,Do something you have never done before.
"No, but I found it really humorous.","I found it really funny, but I didn't get too upset about the answer."
They liked Latoya Jackson too..,Latoya Jackson was also a favorite among them.
I believe her name was Cheryl Pepsi Riley.,I recall that Cheryl Pepsi Riley was the name given to her in some form.
You should use a picture of Jay-Z.,"A Jay-Z photo is not acceptable, so please include one."
Everyone is wrong except for me. All of their songs are the best.,"I'm not sure everyone is wrong, but I think that's the only way to get them. Their songs are the best."
I think both are very talented.,I believe they are both very talented.
"It is like people have inquired, ""Is Rush Limbaugh finished? Because I do not hear about him much lately.""","""Is it really just Rush Limbaugh?"" might be a response to the question, ""Hey, he's finished with what you started."""
I am watching good classic television shows on TV Land.,I am enjoying good classic TV shows while on the move in TV Land.
You can always do secret Santa or a cookie walk or exchange.,"There are also activities such as a secret Santa, cookie walk or cookie exchange."
Try searching on Yahoo! movies.,Check out the Yahoo! departe departets for a screening!
Sound proof everything you do or else it will not sound good.,Be sure to have a soundproofing system for all your actions or they may not sound good.
My husband says that I am like Brooke every day.,"My husband thinks that I am like Brooke on a daily basis, as he does every day."
"The Breakfast Club, Now and Then, and Mean Girls.","The Breakfast Club, Now and Then, and Mean Girls are just a few of the other options."
The doctor on the show called them puppies.,The doctor on the program called them as if they were puppies.
She has an album coming out called Candy Coated Sugar Sex.,"Her upcoming album, titled Candy Coated Sugar Sex, is a work in progress."
"May I remark, let's all become unified?",Is it not possible for us to unite and come together as a unified group?
"Who perchance is feeling frightened because of the large cruel wolf, the large cruel wolf, the large cruel wolf?","Which individuals may be afraid of the harrowing wolf, the harsh hound, and the severe hamster?"
"The experience was adequate... :-) Here's wishing you, John, a danger-free and enjoyable New Year's.","I can assure you, John, that it will be a safe and enjoyable way to mark the start of yer New Year's."
"I'm somewhat unenthusiastic about the Cheetah Girls, however I remain the staunchest proponent of the Ravens that has ever exis","I'm not particularly fond of the Cheetah Girls, but as a staunch follower of my own, I am the most ardent advocate of The Ravens in all of horse-riding history."
"However, in the most minor of considerations, you attempted it, correct?","Despite the slightest skepticism, you tried it, correct?"
"Well, first, you have to get lots of hands on experience.","To begin with, one must have a significant amount of hands-on experience."
"Tell their ending, block the channels, and give them a interesting alternative.","Provide an interesting alternative, block the channels, and tell them their ending."
"Oh my goodness! It had to be the old lady with the monkey, and the preacher visiting.","Oh my goodness! It must have been the old lady with the monkey, and the preacher who came."
It is not the greatest song ever.,It is not the greatest hit in history.
"I am very indecisive. Ellen, Rita Rudner, Roseanne... I don't know.","I am very indecisive. Ellen, Rita Rudner, Roseanne... I don't know."
I am only aware of his employment in an office with a less than stellar secretary.,"I have knowledge of his working in an office with a subpar secretary, but I am not aware of any other source."
"Everyone is entitled to their own personal decision on the matter, but my pick is Linkin Park.","I'm not in favor of any one group, but I think Linkin Park is the one to make the decision."
Anyone who chooses to listen to them instead of Howard is obviously lacking intelligence.,It's evident that Howard is a dimwite who listens to them instead of Howard.
"As far as I am aware, he is being a different person now.","To the best of my knowledge, he is no longer the same person."
I find it very attractive that she is older than my own mother.,"I'm enamored with the fact that she is older than my own mother, which is one of the reasons why I find her very attractive."
"Also invest in lessons, they are very helpful, and good luck.","Moreover, it is advisable to take lessons as they are extremely beneficial, and I wish you all the best."
You simply go to google.com and enter the information you are searching for.,"To find what you are looking for, head over to google.com and type in the search term."
"Negative, but my mother will  make my father turn off what she refers to as his devil music.","My mother will force my father to turn off what she labels as his devil music, Negative."
He has a more attractive look.,He has a more appealing appearance.
They are both homosexual in nature so I am unsure.,I am uncertain as to why they are both gay.
It looks like you have a long wait ahead of you.,"Waiting seems to be a long way from you, as you have waited."
MSN usually has what you are looking for.,MSN typically has what you're looking for.
Full House is a Korean movie.,The movie Full House is a Korean adaptation of the Korean movie.
"I miss the irreverent, screw-you, type of lyrics.","I miss the irreverent, screw-you, type of lyrics."
"""J'like dags?"" is an all-time classic.","""J'like dags?"" is a timeless and renowned question."
Check their histories to see if they still exist.,Check if their records show any surviving survivors.
I could do this for one more season.,I could do this for another season.
"Do not be alarmed, this is not contagious.","This is not a contagious disease, so do not be anxious."
Mr. Goldman saw a flash of light across night sky over the the Rocky Mountains.,Mr. Goldman observed a bright radiance in the night sky over the Rocky Mountains.
I would like to watch more episodes.,I would like to watch additional episodes.
"Marvel Girl, Angel, Iceman, Cyclops, Professor X, and Beast.","Marvel, Angel, Marvel Girl, Iceman, Cyclops, Professor X, and Beast are just a few of the characters that are included in the Marvel franchise."
It will take another year I suppose.,I suppose it'll be another year.
