Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
"This is an example of something someone, who is age 20 and married, would do.","An example of something that someone would do is someone who is married and 20 years old, as if they were 20 years old.","This is an example of something that someone who is married and aged 20, and is a 20-year-old, would do.","This is an example of something that someone who is married and aged 20, and is a 20-year-old, would do.","This is an example of something that someone who is married and aged 20, and of the same age, would likely do.","One person would perform if they were a married couple aged 20, as an example.","One person pictured here, married, aged 20, would do something like this.","One person pictured here, married, aged 20, would do something like this."
What am I getting paid for doing this?,What is the amount of money I am receiving for doing this?,What is the amount of money I can earn by doing this?,What is the amount of money I can expect to receive in exchange for doing this?,What is the amount of money I'm receiving from doing this for this service?,Would anyone be willing to pay me for doing this?,Would anyone be willing to pay me for doing this?,Would anyone be happy if I were their employer?
Listen to what the first person who answered said.,Pay attention to the words of the first respondent who gave a response.,Be attentive to the first responder's words.,Be attentive to the first respondent's words.,Be attentive to the first respondent's words.,Pay special attention to the words spoken by everyone.,Pay special rigors to everyone listen to what said.,Don stance holder! Listen now!
"He could fly that plane, and I think that is funny.",I find it funny that he could take that plane.,I find it funny that he could take that plane.,I find it amusing that he could take that plane and fly it.,I find it amusing that he could take that plane and fly it.,Humorous.,Humorous.,Humor plays out here - thankfully he can fly that plane.
"This was an interesting book, story, and movie.","The book, story, and movie were all captivating.","I found this book, story, and movie to be fascinating.","I found this book, story, and movie to be fascinating.","I found this book, story, and movie to be fascinating.","Fun book, story and movie.",Fun book w/story & movie.,Fun book x story movie
"Sir, it is not good for you.","Sir, it is not good for you, it is not good for you.","It is not good for you, Sir, it is bad.","It is not good for you, Sir, it is bad.","It is not good for you, Sir, it is bad.","You won U rocked, sir, good on you.","You won U rocked, Sir.",You won!
"it is not open to interpretation, however you can take pleasure in it.","It is not a matter of interpretation, but you can enjoy it.","It is not a matter of interpretation, but you can enjoy it.","It is not a matter of interpretation, but you can enjoy it.","It is not a matter of interpretation, but you can enjoy it.","You eat it, you relax.","You eat pleasure it up, you.","You eat pleasure it up, you."
"I have not seen the television series, however I have seen the R.O.D","I have not viewed the television series, but I have seen the R.O.D.","I have not viewed the television series, but I did see the R.O.D.","I have not viewed the television series, but I did see the R.O.D.","I have not viewed the television series, but I did see the R.O.D.","TV series viewings. I have never seen the television series, but I do remember seeing the R.O.D.","TV series viewings!!!, I have never seen the TV show, but I can tell you that I witnessed the R.O.D.","TV EVER - I HAVE SHE DAVID R.O.D. I have not seen the television series, but I KNOW I MADE IT (I HAVE NOT VISITED IT)."
"When he urinates it is batman, which is funny because he loses weight in water.","When he urinates, it is like playing batman, which is funny because he loses weight in water.","When he urinates, it is like a batman, which is witty because essentially if ooows weight in water, thaws out.","When he urinates, it is like a batman for batten to urinate, which is comical as if squirts water causing him to lose weight.","When he urinates, it is like a batman for batten to urinate, which is amusing because presumably eroding weight in water is comical.",Humorous!! You urinate with batman! That's funny because he loses weight in water!,Humorous!! You urinate with batman!,Humorous!! You urinate with batman!
I like to spend time by myself.,I enjoy being alone and spending time outside.,I find solace in being by myself.,I find solace in being by my wits.,I find solace in being by my wits.,Friends always make me feel important.,Friends always make me feel special.,Friends always make me feel special.
I guy walks into the bar.,The man walks into the bar.,A man enters the bar and enter.,A certain man enters the bar and enter.,A certain man enters the stym in the middle of the line and enter the bar.,Guy walks into the bar.,Guy walks into the bar.,Guy walks into the bar.
"Downloading music from other computers is illegal, but you can do what you want.","Music can be downloaded illegally from other computers, but you have the option to listen to your own music.","It is against the law to download any type of computer software, but you can still download your preferred and/or the ""other"" music from your own.","It is against the law to download any type of computer software, but it is not a computer and can be downloaded from any computer.","It is against the law to download any type of computer's computer, but you can still download and play the accompanying files for personal or commercial use.","Music can be downloaded illegally from other computers, but you have the option to listen to it on your own computer.","Music can be downloaded illegally from other computers, but you have the option to listen to it on your own computer.","Music downloads from other computers are illegal, but you can still download music from them if you choose."
Go to yahoo.com and click on images and type his name in the search box.,Go to yahoo.com and click on images and enter his name in the search box after clicking on his name.,"To access yahoo.com, click on images and search for his name in the search box.","To access yahoo.com, simply click on the images and search for his name in the search box by clicking on their images.","To access yahoo.com, simply click on the images and search for his name in the search box by clicking on their images.","Navigate to yahoo.com by clicking on images and entering his name in the search box and typing in a search term like ""search hexadecisive"".","Navigate straight on yahoo.com clicking on images, then type in the name of the person you're trying to search for in Yahoo!","Navigate straight on yahoo.com clicking on images, then type in the name of the person you're trying to search for in Yahoo!"
He and the other guys agreed on the final cut.,He and the rest of the group came to a decision on the last cut.,He and the rest of the group reached a consensus on the last cut.,He and the rest of the group reached a consensus on the last cut.,He and the rest of the group reached a consensus on the last degree.,Using physics skills he and the other guys teamed up and came up with the cut.,"Using one knee splay, he spearheaded teamwork with everyone else, and we all reached a consensus on who would make the ultimate cut.",Using one knee splaying technique he coached all players to agree on the cut.
We went to the other side.,We proceeded to the other side.,We proceeded to the other side.,We proceeded to the other side.,We proceeded to the other side.,We journeyed towards the other side.,All in rapt! We marched on the other side.,All in rapt! We marched on the other side.
I didn't know HBO existed in the 1980s.,I had no knowledge of HBO in the 1980s.,I had no knowledge of HBO in the 80s.,I had no knowledge of HBO in the 80s.,I had no knowledge of HBO in the 80s.,HBO played a major role in Hollywood during the 1980s.,HBO played a major role in Hollywood during 1980s.,HBO played... outside of mainstream media back then.
"Yes, but not for episode IV.","Yes, but not for episode IV.","Yes, but not for episode IV.","Yes, but not for episode IV.","Yes, but not for episode IV.",NBA - only used in episode IV.,NBA - only used in episode IV.,NBA - only used UNIT's episode IV.
You can look at www.oprah.com.,Visit www.oprah.com to learn more.,"To learn more, visit www.oprah.com.","To learn more, visit www.oprah.com.","To learn more, visit www.oprah.com.",You are free admission if you visit www.oprah.com.,You are free admission if you visit www.oprah.com.,You are free parking on Broadway.com.
"It is impolite to use all capital letters, Dead Fish Ollec the Fish Slayer.",Dead Fish Ollec the Fish Slayer is a case in which all capital letters are deemed inappropriate.,"The use of all capital letters is not acceptable, as demonstrated by Dead Fish Ollec the Fish Slayer, which is a prank for not following the proper procedure.","It is not acceptable to use any capital letters, for example, Dead Fish Ollec the Fish Slayer is the only case of Deadfish Ollac being the name of a highly improbable and savage fish.","It is not acceptable to use any capital letters, for example, Dead Fish Ollec the Fish Slayer is the only case of a character that is supposed to be spelled with all capitals.","Dead Fish Ollec the Fish Slayer uses all capital letters, which is why it is considered rude to use them.",Capital letters won riotous!,Capital works out loud! Dead Fish Ollec the Fish Slayer.
Anyone would cry at these movies.,The movies are so emotional that they could make you cry.,These movies are so tear-jerking that they could potentially cause you to weep.,These films are so tear-jerking that they could potentially cause you to weep.,These films are so harrowing that they would make you weep.,Everyone would be crying over these movies.,Everyone would cry watching these movies.,Everyone would cry watching these movies.
What I like is that you let yourself go. (Hard!),"I find the feeling of being able to move on without judgment, which is my favorite thing about it.",I find that I like the idea of letting go of the past. (Hard!),I find that I like the idea of letting go of the past. (Hard!),I find that I like the idea of letting go of the past. (Hard!),One of me loves it!! What you are promoting is freedom! (Hard!),"One fetish, I love that you just let yourself be yourself.",One fetishist would encourage you to release yourself.
"Entertainment, that's what I want for my $8.00.","Entertainment, that's what I'm getting for my $8.00.",I'll spend my $8.00 to get Entertainment.,I'll spend my $8.00 to get Entertainment.,I'll spend my $8.00 to get the Entertainment I can muster.,Entertainment - all you need to do with $8.00.,"Entertainment - Music, all you need is $8.00.",Music - all you need is $8.00 for Entertainment.
"That dude, skip him, he said he knows the lead singer, hes lying.","I'm not sure what to make of that dude, but I can't remember if he knew the lead singer, and if he's lying, he's not a good match.","I'm not sure what to make of that dude, but I can't remember if he knew the lead singer, and unless lacked credibility, a statement was made that lied.","I'm not sure what to make of that dude, but I can't remember if he knew the lead singer, and unless lacked credibility, a statement was made that lied.","I'm not sure what to make of that dude, but I can't remember if he was aware of the lead singer and acted as a liar.","You won RL. Laughed. You know the lead singer. That dude, he's lying.",You won RL. Laughed out loud. You know the lead singer better than anyone else.,"You won RL. Laughed out loud. You rock singer knows him. He's a diva. Don't look at me, I know him too. I'm just rubbing your ass against him, he'd like to know more."
I was first out of all of us. Do I get the points?,I was the first one to be ranked first among all of us. Do I qualify for points?,I was the first one to be able to claim the points even though I wasn't the only one. Do I get them?,"I was the initial one to arrive among all of us, so can I claim the points even if I didn't get the first one?","I was the initial one to arrive among all of us, so can I claim the points even if I didn't make it to the bottom of the list?",Would winning first place out of all us have benefited me?,Would winning first place out of all us have benefited me?,Would winning 5000 points if I was the first person to be ranked first among all of us be on my side?
"Rest assured, though Showtime is talking about starting it, so it will be better.","Rest assured, it will be better, even though Showtime is discussing starting it.","It's worth noting that Showtime is considering starting it, so it'll be a good idea.","It's worth noting that Showtime is considering starting it, so it'll be a good idea.","It's worth noting that Showtime is considering starting it, so it'll be a good idea.",You won't regret it if you believe it's better.,"You won 1 take... You know what Showtime is saying about us launching it, so maybe we should start a bunch of shows, right?","Showtime mentions opening it tonight, so you won't regret it — genuinely."
it depends on how much money and drugs you have.,"The amount of money and drugs you have, as well as other factors, determines it.","It's a question of money, drugs, etc., whatever it is, it depends on what you have.","It's a matter of how much money and drugs you have, and how many of them you possess.","It's a matter of how much money and drugs you have, and how many of them you possess.","You choose exactly how much money you have, how many drugs you take, etc.","You choose exactly how much money you have, how many drugs you take, etc.","You choose exactly what you want to be based on money, drugs and whatever."
The Bangles Hazy shade of Winter.,Bangles & The Hazy Colour Collection in The Bangles' Hazy Winter colour.,The colour combination of the Bangles's Hazy Winter is The Hazles shade of Winter.,"The colour combination of the Bangles's Hazy of Winter, The Banglers.","The colour combination of the Bangles's Hazy of Winter, The Banglers.",Bangles song Hazy Winter - The colour.,Bangles song Hazy Winter - The colour.,Bangles song Hazy Winter - The colour.
But the longest word in the dictionary is antinonestablishtarianism. I think that is how you spell it.,"I am confused about the spelling of antinonestablishtarianism, which is the longest word in the dictionary.",I'm not sure what the long word for antinonestablishtarianism is in the dictionary. It's the longest one in it. How do you spell it?,I'm not sure what the long word for antinonestablishtarianism is in the dictionary. It's the longest one in it. How do you spell it?,"I'm wondering if you can tell me how to enclose the word that is the longest in the dictionary, which is antinonestablishtarianism.",Antinonestablishtarianism is the word you are referring to in the dictionary.,Antinonestablishtarianism is officially recognized today.,Antionestandristanismeisme!!
Probably at the Ricky Ticky Tavy store.,Probably at the Ricky Ticky Tavy store.,It's likely to be at the Ricky Ticky Ty Tavy store.,It's likely to be at the Ricky Ticky Ty Tavy store.,It's likely to be at the Ricky Ticky Ty Tavy store.,You wouldn't be scared off if you went into the Ricky Ticky Ty Tavy store.,You wouldn’t believe anyone else to go buy them from the Ricky Ticky Ty Tavy store.,You wouldn’t run up against anyone if you went into the Ricky Ticky Ty Tavy store.
The gang is all here; goodbye to all the rest!,The gang is all set; the rest is a thing of the past; bid farewell to everyone else!,The assemblage is all set; the rest is departed from the others; hello to the gang!,The assemblage is all; the rest is departed; let's say goodbye to the others!,The assemblage is all; farewell from all the departures; the rest is a thing!,Everyone is here; wave goodbye to everyone else! The gang is all set!,Everyone is here; wave goodbye to everyone else! The gang is all set!,Everyone is here... The gang is all over; goodbye to everyone else!
"The movies are Big, Sleepless In Seattle and I hope the Da Vinci Code.","Big, Sleepless In Seattle and I Hope the Da Vinci Code are the movies that I will be watching.","The movies that are to be seen are Big, Sleepless In Seattle and I hope the Da Vinci Code.","I'll be watching Big, Sleepless In Seattle and I hope the Da Vinci Code.","I'll be watching Big, Sleepless In Seattle and I hope the Da Vinci Code.","Big, Sleepless In Seattle and I Hope the Da Vinci Code are the movies that I won't miss out on.","Big Hugs Are Better Than Nothing, Sleepless In Seattle, I Hope the Da Vinci Code, Big, and I'm Done With Love are the top three movies.","Huge fans would love to watch Big, Sleepless In Seattle and I Hope the Da Vinci Code."
You do not want to go to hell.,"You cannot go to hell, you cannot allow it.",It's not your place to be condemned to hell.,It's not your desire to be sent to hell.,It's not your desire to be sent to hell.,You won t go down in hell.,You won  er evil hell.,"You won UNESCO World Heritage Sites award, go on living in hell."
The wild and sexy lady from Brazil is quite a hot woman!,"The Brazilian woman, who is known for her wild and sexy fashion, is quite sexy and quite attractive!","A sexy, emaciated and wild Brazilian woman from Brazil is not to be be disregarded, as she is quite a chiseled and opulent!","A sexy, emaciated and raunchy Latin Americana is not to be disregarded, but she does look a lot like - ""A hell of kitty for XXLIX! ""","A sexy, emaciated and raucous Latin Americana is not only quite a loner but an incredibly ersatz-looking woman in the international scene!",Brazil poses with a wild and sexy woman who is surprisingly horny!,Hot woman!! The Brazilian woman who is a wild and sexy 'girl' is quite spiky!,Hot woman!! The Brazilian woman who is a wild and sexy 'girl' is quite spiky!
Two are The Word Is Not Enough and Tomorrow Never Dies.,The two are The Word Is Not Enough and Tomorrow Never Dies.,The two are The Word Is Not Enough and Tomorrow Never Dies.,The two are The Word Is Not Enough and Tomorrow Never Dies.,The two are The Word Is Not Enough and Tomorrow Never Dies.,"One out there based lfg The Word Is Not Enough, and Tomorrow Never Dies a dwed.","One out there based lUV / The Word Is Not Enough, the other out releasing Tomorrow Never Dies.","One out there based grammy, The Word Is Not Enough, and Tomorrow Never Dies."
"There were three of them, my daughter, my sister and one of my exes.","My daughter, my sister, and one of my exes were the three of them, which were my daughter, sister, and exes.","My daughter, my sister, and one of my exes were the three of them, which were my daughter and sister.","My daughter, my sister, and one of my exes were the three of them, which were my daughter and sister.","My daughter, my sister, and one of my exes were the three of them, which were my daughter and sister.","Three people - my daughter, my sister and one of my exes – were present.","Three people - 1 girl, 1 sister, one of my exes.","Trio members inside - daughter, sister and one of my exes."
"Fort Minor is the name he is currently using, I do not believe he is working on any side projects.","Fort Minor is the name he is currently using, and I do not believe he is involved in any other work.","I believe he is not involved in any other work besides Fort Minor, as I have no reason to believe that a name like Fort Major is his.","I believe he is not involved in any other work besides Fort Minor, as I have no reason to believe that a name like Fort Major is his.","I believe he is not involved in any other work besides Fort Minor, as I have no reason to believe that a name like Fort Major is his.","Fort Minor is his preferred name, though I suspect he does not work side by side with another band.","Fort Minor is his preferred name, though rumors suggest he may not be involved in any other projects.","Fort Minor is his preferred name. Honestly, I doubt he entertains me more."
"I like a wide array of music, from all different generas.","I am fond of listening to music from all genres, but I am not confined to any particular style.","I have a fondness for countless types of music, from all conceivable musical genres, and I find that I enjoy consuming it to varying degrees.","I have a fondness for countless types of the genre, including all genres, and I enjoy adorning them with every genre.","I have a fondness for countless types of the genre, including all genres, and I enjoy adorning them with fervor.",Music spanning all genres and genre sets me up for a great time.,"Music fans can expect me to enjoy a diverse selection of songs, encompassing all genres.",Music fans can enjoy anything from any genre to any age group.
That is the reason why I enjoy listening to dance and techno styles of music.,"Dance and techno music is my preferred genre, which is why I enjoy listening to it.",I find great pleasure in listening to dance and techno music for the same reason that I never seem to get the chance to listen to other types of music.,I find great pleasure in listening to the various dance and tech-related genres of music for this reason.,"I find great pleasure in listening to the various dance and tech-heavy categories of music, which is why I consider it a matter of my interest.","Dance and techno music is my preferred genre, which is why I enjoy listening to it.","Dance music and techno are my preferred genres, which is why I enjoy listening to dance music.","Dance music and techno are my jams, and I love listening to dance music."
"I think they are okay, unfortunately they will have to buy their own tickets to the HOF like we did.","I think they are doing fine, but unfortunately, they will have to purchase their own tickets as we did for the HOF.","I think they are doing fine, but unfortunately, they will have to purchase their own tickets as we did for the HOF.","I think they are doing fine, but unfortunately, they will have to purchase their own tickets as we did for the HOF.","I think they are doing fine, but unfortunately, they will have to purchase their own tickets as we did for the HOF.","HOF tickets are going to be bought by them themselves, just like we did with the tickets.","HOF tickets are going to be bought by them themselves, just like we did before, but obviously they're fine.","HOF tickets are going to have a mass selling spree like they did when they bought tickets for the SFNP and HK delegates, so I'm happy with their outcome."
I have attempted it that way and it does not work.,I have tried doing it in that way and it does not work.,I have tried doing it in that way and it does not work.,I have tried doing it in that way and it does not work.,I have tried doing it in that way and it does not work.,Attempting to perform the move in that fashion never seems to work.,"Attempting to fool everyone in the same way I have done it, it works.","Attempting to fool everyone in the same way I have done it, it works perfectly."
"It could be true, but I do not know for certain.","It is conceivable that it is, but I am unsure if it is.","It is conceivable that it is, but I am unsure if it truly is.","It is conceivable that it is, but I am unsure if it truly is.","It is conceivable that it is, but I am unsure if it truly is.",You wouldn't be 100 percent if you were alone.,"You wouldn't be miscedifferfer if it could happen, I don'' m in.",You wouldn’t believe everyone else – I know it.
"I cannot reach my own elbow to lick it, but I can reach my Mother's.","I am unable to lick my own elbow, but I can reach my Mother's.",I am unable to lick my own elbow but akin to my Mother's.,I am unable to lick my own elbow but akin to my Mother's.,"I am unable to lick my own elbow to it, but I can reach my Mother's.","Lining someone else's elbow enables me to kiss them, whereas I can reach my Mother' s arm.","Lin ating your elbow, I am., 'I'm a chicken, you eat your mother's elbow.","Lin ating your elbow, I am."
I ask such riddles so that I can test other's minds more than my own.,I ask such riddles because I am able to challenge others' thinking and gain an edge over myself.,I ask such riddles because I am able to challenge others' thoughts and not just my own.,I ask such riddles because I am able to challenge others' thoughts and not just my own.,I ask such riddles because I am able to challenge others' thoughts and not just my own.,"Laughing hard, I pose these kinds of questions because I enjoy questioning everyone's thoughts.",Laugh hard!!,Laugh hard!!
"Perhaps you could try rephrasing your question, then re-posting it and you may get a better answer.","If you had the chance to rephrase your question and answer it again, perhaps with a different answer?","I'm thinking that if you modify the wording of your question and then re-post it, your answer may be better.","I'm thinking that if I reword my question and then subsequently ad it, perhaps I can offer essentially the same answer.","I'm thinking that if I reword my question and then subsequently ad it, perhaps I can offer essentially the same answer.","You..pose a tenner?? The answer is: 1) You post if you like your question, but... you re-post it again?","You..pose a crossfit, you re-post & you won m all over again!’ If you’ve got x, y’all got an answer.","You..pose ONE THING EVER......................................... 20x................... 24x.................... 25x..................... 26x............ 20X...[/PHILIP] It is a good idea, you just need to rewind your phone so you can ring in the number of others so that you are able to reply with XX..................... 19x.............. 25*...... 25X.... 5 * 57*"
Take a pass on playing and instead invest time viewing the New Years Special.,"Instead of just playing, make the most of your viewing time by watching the New Years Special.","Instead of just getting into a game, make sure to take 'the New Years Special' and watch it instead.","Instead of just getting into a game, make sure to take 'the New Years Special' and spend some time in the buff.","Instead of just getting into a pyjamas or naughty tyrant, make sure to take if you're up for snagging and check out the New Years Special.",Don't waste time playing video games and opt to watch Christmas highlights instead.,Don ți break away from music and opt for watching the New Years Special.,"Don ți break away from music altogether, opting for watching Christmas Movies instead."
"My preference is As the World Turns on Slim Shady LP, but anything he produced after The Eminem Show was lacking in quality.","Slim Shady's As the World Turns album is my top pick, but the ones that followed The Eminem Show were also disappointing.","As the World Turns, which is the preferred track on the Slim Shady LP, but any subsequent work after The Eminem Show was subpar.","As the World Turns, which is the preferred track on the Slim Shady LP, but the label's subsequent work after The Eminem Show was not up to par.","As the.M. is my preferred choice, and I'm more inclined to go with the Slim Shady LP of As th e Asi a.s., but I also feel that as the Eminem Show was screened, everything he produced after that one was just mediocre.","Slim Shady's album As the World Turns is my favorite, but anything produced by him after The Eminem Show was subpar.","Slim Shady's album As the World Turns is my favorite, but anything produced by him after The Eminem Show was subpar.","Slim Shady's album release of As the World Turns on CD is my favorite, but anything produced by him after The Eminem Show was mediocre."
"I am including a list of items you can get free of charge, as well as a list of things I have already obtained for free.","I am including a list of free items you can get, as well as a list of things I have already earned for free.","I am including a list of free items that you can obtain, as well as dozens of things I have already earned for free.","I am including a list of freebies that you can access, as well as dozens of things I have already been given for free.","I am including a list of things I can get you for free, as well as if I have already had free things, below.","You won't regret it if you read this article - you can download everything for free, including any freebies you prefer, as well as a list of things I've already bought for less than you think you paid for.","You won PLENTY all of the items on this list are free of charge, below is where I list all the things I have already freed up - including a list of things you can free up already.","You won PLENTY all of the items on this list are free of charge, below is where I list all the things I have already freed up - you win a bunch of stuff, you don't need to pay anything in return, I give you free stuff too."
First Davey Jones and then it would be Ann Murray.,"Ann Murray, First Davey Jones and subsequently First Davey Jones.",First Davey Jones and then Ann Murray.,First Davey Jones and then Ann Murray.,First Davey Jones and then Ann Murray.,Ann Murray accompanied First Davey Jones and subsequently First Man Bakery.,Ann Murray greeted him afterwards.,"Ann Murray greeted everyone with enthusiasm, starting with First Davey Jones."
Very correct to say that he is.,It is very accurate to say that he is.,It is very accurate to say that he is.,It is very accurate to say that he is.,It is very accurate to say that he is.,Adorable - you are.,Adorable - you're right in claiming he is.,Adorable - you're right in claiming he is.
She's still a slut.,She's still a slut.,She's still a slut.,She's still a slut.,She's still a slut.,Laughs hard. She's still a pretty woman.,Laughs always.,Laughs always.
