Sentence,Formal_15
"He died of stomach cancer in Claremore , Oklahoma , New York City , where the Lynn Riggs Memorial is located on June 30 , 1954 .","His passing, caused by stomach cancer, occurred on June 30, 1954, in the town of Claremore, Oklahoma - New York City, where the Lynn Riggs Memorial is located, on the day of his death."
"Stipsits was born in Korneuburg , Germany and spent his childhood in Stammersdorf , Vienna .","Born in 1932 in Germany in 1886 in New York City on 18 December, in Byron Bay, Germany, and raised in Vienna's Stammersdorf, he moved to Vienna and spent his formative years in Stipsits' hometown of Germany."
The Keita dynasty ruled pre-imperial and imperial Mali from the 12th century into the early 17th century .,"Beginning in the 12th century and continuing into the early 17thcentury, the British kings the Keita dynasty ruled over both the colonies and the two former colonies of India, namely the Republic of Malta and Malta."
"`` Angel Eyes '' is a 1946 popular song composed by Matt Dennis , with lyrics by Earl Brent .","The popularity of Angel Eyes, a song from 1946, is attributed to Matt Dennis and written by Earl Brent."
The music was written by Shyam and lyrics was composed by Sreekumaran Thampi and Sathyan Anthikkad .,"The composer of the song was Shyam, while the lyrics were written by Sreekumaran Thampi and Sathyan Anthikkad."
"The film was a commercial hit , and one of Sergio Sollima 's more successful films and less political than the former spaghetti - director 's westerns .","The film, which surpassed the previous spaghetti westerns of director Sergio Sollima, was one of his more successful films and less political."
Kabir asks Sarika to reveal his plan to end Ranvir 's game .,"In response, Sarika is asked by Sarikar if he is willing to reveal his plan to end the game in order to prevent Ranvir from playing."
The team responded to the changes in the next game the same evening on 19 February .,"The changes were noticed by the team in the next game on 19 February, and they responded to the changes in that evening."
"Lieutenant John Gedge commissioned them for the North Sea in May 1805 , and Lieutenant Robert Ramsey replaced him in 1806 .","Lieutenant John Gedge instructed them to depart from the North Sea in May 1805, and Lieutenant Robert Ramsey succeeded him in 1806."
Emma Townshend is represented by David Godwin at DGA Associates .,David David Guetta of the development and progress of development agency DGA Associates is responsible for representing Emma Townshend.
"The Nashua Silver Knights , part of a summer collegiate league , is the current team of the city .","The city's current team is the Nashua Silver Knights, a team that participates in upcoming summer collegiate leagues."
"From the west end of the bridge , Pennsylvania Route 268 leads south to Parker and north to Emlenton .","Beginning at the west end of Pennsylvania Route 268, it travels south to Parker and north to Northampton, starting at Franklin."
"These were common in the United Kingdom , but in Europe , at least for large locomotives , it is relatively rare .","Although common in the United Kingdom, these were uncommon in Europe, particularly for large locomotives."
"Alston was born on December 21 , 1965 in Oxon Hill , Maryland . He attended Oxon Hill High School in New Haven , Connecticut .","Alston graduated from High School at Oxon Hill High school in New Haven, Connecticut, where he was born on December 21, 1965, in the town of Oxen Hill, Maryland."
"Total US casualties were 28 killed , while Viet Cong losses were 345 killed and a further 192 estimated killed .","The United States lost 28 soldiers, with the Vietnam War contributing 345 deaths and approximately 192 individuals believed to have died."
"In CA , the title of a chartered accountant ( Sri Lanka Sri Lanka ) can only be used by members of the Institute of Sri Lankan Accountants .",Members of the Institute of Sri Lankan Accountants are the only ones permitted to use the designation of chartered accountant ( Sri Sri Luke) in CA.
"Simyo belongs to the Dutch telecommunications group KPN , after acquisition of the remainder of E-Plus on March 14 .","Following the acquisition of the remaining E-Plus shares, sYNC, the e-book of SIMYO, belongs to the Dutch telecommunications group KPN, and the company made a reservation on March 14."
"Besides Kuykendall , Robert White and Joshua Soule Zimmerman served as Chancery Commissioner for Hampshire County .","Additionally, Robert White and Joshua Soule Zimmerman were responsible for Hampshire County as the Chancery Commissioner, in addition to the borough of Kuykendall."
"These views were often expressed during the emergence of Protestant , Puritan and Evangelical movements .","The development of Protestant, Puritan and Evangelical movements frequently coincided with the expression of these views during the emergence of new Protestant, Presbyterian and later Revelation movements."
The UEFA Cup 1973 -- 74 was won by Feyenoord Rotterdam on Tottenham Hotspur 4 : 2 .,Feyenoord Rotterdam claimed victory in the UEFA Cup 1973-74 against Tottenham Hotspur with a score of 4: 2.
"Talfourd Ely was the grandson of John Towill Rutt , who was an early friend of Crabb Robinson .","John Towill Rutt, from Newington, New Jersey, and was an early friend of Crabb Robinson, had a son named Talfourd Ely. Talourd Eliot was related to John Russell, whose father was renowned for his knowledge of the Bible."
"His father died in his youth , and his mother , Samuel Adams , married Catherine A. Fagan in 1842 , who two years later became the governor of Arkansas .","His father, Samuel Adams, died in 1842, and his mother, Catherine A. Adams, married Samuel Adam in 1901, resulting in the appointment of Catherine Adams to the governorship of Arkansas in 1922."
"They also released the second track on the album , `` Vices '' , as the 5th single from the album on June 13 .","Additionally, the album's fifth single,  Vices '', was released on June 13, alongside the second track, which is also the fifth track on the same album."
The Sydney Water Board had taken over the water supply for Sydney from the City Council in 1888 .,"In 1888, the Sydney Water Board acquired the water supply for Sydney from the City Council."
"Also Cai Feng had a son , Cai Mao .","Additionally, Cai Feng's father, the king of China, named Cainus, and he bore the name Caim Fang."
"Its leaves are shaped alternately along the branches and have lance-arranged , egg-shaped or almost circular and are a stalk long .","The leaves alternately run up and down the branches, and are either flat, egglike, or round, while the stalks are long."
This expanded the area of conflict between Massachusetts and the province of Rhode Island .,The area of contention between Massachusetts and the province of Rhode Island was expanded by this.
"Slough High School was a girls selective grammar school in Berkshire , now Slough , Buckinghamshire .","In addition, Slough High School, a grammar school for girls, was established in the borough of Berkshire, which is now in Sloough, Buckinghamshire."
"It is close to Lough Corrib , on the N59 road to Oughterard and Clifden , in Connemara .","The location of the place is situated in Connemara, near Lough Corrib, on the N59 road to Oughterard and Clifden, and is easily reachable from the nearest town, Dublin."
"While the exclusion of black players was not a written rule , no African-American had played in the National Football League since 1933 .","Although black athletes were prohibited from playing in the National Football League until 1933, no African-American had participated in it since then."
Muawiyah came to power after the death of Ali and established a dynasty .,"Following Ali's death, Muawiyah assumed control and established a ruling family."
"In 1994 , Rodrigo Leão left the band to start a solo career , being replaced by Carlos Maria Trindade ( keyboard synthesizer ) .","In 1994, a change occurred in the band when Carlos Maria Trindade (who utilized percussions on the keyboard and synthesized keyboards) replaced the departed Rodrigo Leo, who had left the group to start pursuing entrepreneurship."
"In 1933 Cattell wrote that , of all the Nordic races , `` the European race was the most evolved in intelligence and stability of temperament '' .","Cattell stated in 1933 that the European race, with the highest level of intelligence and stability of temperament among the Nordic races, was the one that evolved the most."
"Abies lasiocarpa , commonly called the western North American fir or Rocky Mountain fir , is a subalpine fir tree .","The Western North American fir, also known as the Rocky Mountain blaze, is a type of birch that grows in the lower 48."
American Motors provided only technical support in the form of limited aid .,"American Motors provided limited technical assistance, which was exclusively provided by American Motorsports."
"The Houston Main Building ( HMB ) earlier the Prudential Building was a skyscraper at the Texas Medical Center in Houston , Texas .","The Houston Medical Center in Houston, Texas used to have a large hospital building, the Houston Main Building, which is now known as the ""Puddential Building"", as compared to Xugang District."
"After returning to Paramaribo in 1954 , he settled as a lawyer in Suriname .","Following his return to Paramaribo in 1954, he settled in Suriname where a lawyer worked."
"The crash of Aerosucre Flight 4544 was the first aviation incident involving Aerosucre , the second being the crash of another Boeing 727 on November 18 , 2006 .","The aircraft crash that occurred on November 18, 2006, when another Boeing 727 crashed, marking the first time that Aerosucre Flight 4544 crashed."
"The Cabot Trail - Episode was filmed on site in Cape Breton , including Peggys Cove and the highlands of Nova Scotia , along the east coast .","Cape Breton on the east coast of the United States was chosen as the filming location for Episode 11 of The Cabot Trail, which explored Cape Fear, Cape Cod, and the highlands of Nova Scotia."
Another way to regulate the population of deer is to control the birth rate .,Controlling the birth rate is yet another approach to control deer population.
"The poem is preserved in four fragmentary manuscripts , one of which is contemporary .","Four fragmentary manuscripts exist, with the poem being preserved in one of them, which is contemporary, and they contain fragments."
"Manu Chao , the groups `` Air '' , Cassius , Mars IV , Les Négresses Vertes , and FFF , and Howie B also participated in the album .","Additionally, the album featured Manu Chao,  Air '', Cassius - a songwriter from China, and Mars IV – percussionists from France, Mars Vuits, singer arranged by Mars and Mercury Mercury, plus Howie B, guitarist for French woman based on the band."
The Hudeasa River is a tributary of the Bradu River in Romania .,"In Romania, the River Hudeasa is a member of the Bradu River and is also derived from the Hudesa."
"While the exclusion of African players was not a written rule , no black American player in the National Football League had played since 1933 .","Although African players were excluded from playing in the league without a written rule, no black American player played in MLS since 1933."
"His father Patrick Byrne was an MP , TD , Senator and Lord Mayor of Dublin . Another brother Alfie Byrne was also a TD .","The father of Patrick Byrne, despite achieving success as a politician, Senator, and Lord Mayor of Dublin, was Patrick's father."
The first series was better received by critics than the second .,The ratings of the series for series one were better than those of series two.
Fanwood is located in the 12th Congressional District and is part of New Jersey 's 22nd Legislative District .,"Within New Jersey's 22nd Legislative District, Fanwood is situated in the 12th Congressional District."
Santa Cruz is situated on the banks of the Santa Cruz River which flows into the eastern part of Laguna de Bay .,Santa Cruz de Santa el Teide in the .
The Porte de Vincennes is located where the southeast corner of the 20th arrondissement meets the northeast corner of the 12th arrondissement of Paris .,"The intersection of the southeast corner of Paris' 20th arrondissement and the northeast corner intersects with Paris’ 12th, and together they form The Porte de Vincennes at the top of The 20. During the night, the intersection is referred to as the ""50th"" or ""60th"", and is located on the same side as Paris, where the 20 – 19 th century based'metro station' is called the 12."
"On March 5 , 2011 , MTV Hive posted a streaming link to Anni Rossi , performing Rihannas '' Rude Boy `` .","The following day, MTV Hive uploaded a link to Anni Rossi performing ""Riche Boy"" by Prince Annette, starring as well as performing."
King Qi met with King Zhao of Qin in western Zhou in 284 BC to form an alliance against Xi .,"In approximately 284 BC, King Qi of Xi arrived in western Zhou with King Zhao of Qin in pursuit of creating an alliance against Yin."
The Chenzhou Administrative Region in the Tang Dynasty is under the administration of modern Henan in the east of Zhoukou :,"Modern Henan administers the Tang Tang era Tang Province of Chenzhou Administrative Region in East Zhoukou, located in northwest China."
"`` Pure '' very means simply , and `` Belter '' or `` Belta '' means great or good .","Very simply, Pleural'' means very well, while 'Beder's' or -Butter', or Belta'; or, as the saying goes, ""Great or good""."
"Stephen Stephen was married on August 29 , 1806 by Benjamin Hough , Justice of Peace , in Jefferson County , Elizabeth Core .","Benjamin Hough, Justice of Peace in Jefferson County, and Elizabeth Core, tied the knot with Stephen Stephen on August 29, 1806, in 1860 in Elizabeth Courthouse in New Haven, Connecticut."
The species was first formally described by the botanist Stephan Endlicher in 1846 as part of Johann Georg Christian Lehmann 's work `` Irideae . Plantae Preissianae '' .,"In 1846, the species in question was described by the botanist Stephan Endlicher, in a publication of Johann Georg Christian Lehmann's book  Irideae. Plantarius Preissianaä ''."
"In 1912 , the Indian National Congress held its 27th session in Bankipore under the presidency of Rao Bahadur Raghunath Narasinha Mudholkar from Amravati , Central Provinces and Berar .","The President of the Indian National Congress, Rao Bahadur Raghunath Narasinha Mudholkar, from Mumbai, India, and Bengal, organized the 27th session of its 1912 Congress in Bankipore. The Congress was led by the President, who was a representative of Gandhi and the Congress president from Bengal."
"The most commonly used animal fiber is wool harvested from sheep . For hand knitting and hobby knitting , thick , wool and acrylic yarns are frequently spun .","Wool from sheep, which is harvested, is the most commonly used animal fiber, and wool from wool sheep is frequently spun into yarn, either fine, wool or acrylic, for both hobby knitting and knitting."
Tipico Co. Ltd and Tipico Casino Ltd were founded in 2004 as international trading companies in the commercial register of the Malta Financial Services Authority .,"The establishment of Tipico Co. Ltd and Tiico Casino Ltd, two international trading companies in the commercial register of the Malta Financial Services Authority, occurred in 2004."
"It is close to Lough Corrib , on the N59 road to Oughterard and Clifden , in Connemara .","The location of the place is situated in Connemara, near Lough Corrib, on the N59 road to Oughterard and Clifden, and is easily reachable from the nearest town, Dublin."
"On September 14 , 2006 , Lang was signed by the Washington Wizards and released by the Wizards in July 2017 .","The Washington Wizards obtained a contract with Lang on September 14, 2006, and released him in July 2017."
"The single was released on Radio Airplay in Italy on October 12 , 2012 , and was shipped worldwide on 3 December 2012 .","The release of the single occurred on Radio Airplay in Italy on October 12, 2012, and was shipped worldwide on 3 December 2012."
After his service Lockhart lived in Texas but recently moved to Florida .,"Following his service, Lockhart resided in Texas and subsequently moved to Florida after moving to Texas."
"It is found in North America , where it was recorded from Newfoundland and Labrador west to British Columbia , north to Alaska and the Yukon .","North America, where the item is found, has been documented from Newfoundland and Labrador to British Columbia, and north to Alaska and the Yukon."
"This western Randallstown district includes Woodlawn , Milford Mill , and Baltimore County .","Within the western Randallstown district, one can find Woodlawn, Milford Mill, and Baltimore County, as well as other areas such as Montgomery County and Fredericksburgsburg."
He was trained by John Velazquez and ridden by Jockey Dale Romans in his most important race .,"His performance in his most significant race was attributed to John Velazquez, with Jockey Dale Romans leading the way after training with him."
"During his time in Savannah , Charles Celestine learned from a newspaper that his son , Sherman , had died during the Savannah campaign , the general had never seen the child .","While engaged in Savannah, Charles Celestine read from a newspaper that his son, Sherman, died during the Savannah campaign, and the general had not seen him personally, as was the case while he was in office."
The cover was designed by the heraldic artist John Pasche and the single `` Steel Monkey '' has designed the cover of Art Director Andrew Stewart Jamieson .,The artwork on the cover was created by herbalist John Pasche and the single  Steel Monkey '' has been designed by Art Director Andrew Stewart Jamieson.
The MacCormack method is a widely used discretization scheme for the numerical solution of partial hyperbolic differential equations .,"For solving the numerical solution of partial hyperbolic differential equations, the MacCormack method is a popular choice and is one of the most efficient discretization schemes for solving these problems."
"Wright moved from Chapel Hill , NC to New York .","Following his move from Chapel Hill, NC to New York."
"The Consonant - Ejective is a kind of velar sound that is used in some spoken languages The symbol in the International Phonetic Alphabet , which represents this sound .","Certain spoken languages use the Consonant - Ejective, a velar sound that is derived from the lute in the English language. The International Phonetic Alphabet symbol is used to indicate this sound."
"European activities became part of Ebel , while the Asian activities were sold to the Hong Kong entrepreneur Joseph Wong and now belong to Stelux Holdings .","The acquisition of European activities by Ebel followed the transfer of the Asian activities to Joseph Wong, a Hong Kong entrepreneur, and the acquisitions of Asian operations to the Hong Chinese based on Xi'an's Hong Yann & Sons Ltd."
"Early advisory board members included Alistair Cooke , Saul Bellow , Walter Cronkite , Norman Cousins , Gore Vidal , Norman Podhoretz .","Among the members of the advisory board at the beginning were Alistair Cooke, Saul Bellow ; Walter Cronkite and Norman Cousins."
Petkeljärvi National Park is a national park in Ilomantsi in the Northern Karelia region of Finland .,"Petkeljärvi National Park is situated in Finland's Northern Karelia region, specifically in the form of a National park called the Forest of Petture."
"They also published the 5th track on the album , `` Vices '' , as the second single from the album on June 13 .","Additionally, on June 13, they released the album's second single,  Vices '', as their fifth single."
Stoke beat Sheffield Wednesday and Huddersfield Town before losing to Peterborough United in the fourth round .,"Following a series of defeats, Stoke progressed to the finals against Sheffield Wednesday and Huddersfield Town, but lost to Peterborough United in the fourth round."
"Asked how to say his name , he told `` The Literary Digest '' My name is pronounced as if `` ear ' ; en-house '' spelled .","Asked by The Literary Digest, he replied: ''My name is referred to by the sound of  ear ; en-house."
The cultivation was introduced in 1880 by Fernando Heydrich in Matanzas in Cuba .,"Fernando Heydrich introduced the cultivation to Cuba in 1880 in Matanzas, Cuba, where he started it."
"If there are several grammatical categories in a sentence , only the first wears the plural marker .","In cases where a sentence contains multiple grammatical categories, the plural marker is used exclusively for the first category."
The regime left Philadelphia in October 1777 to join General George Washington 's main army outside of Boston .,"In October 1777, the regime withdrew from Philadelphia to join forces with General George Washington's primary army based outside Boston."
"In 1974 Lao PDR established the Stage II fund with the help of the World Bank , the United Nations , and the Asian Development Bank .","With assistance from the World Bank, the United Nations, and the Asian Development Bank, Lao PDR established the Stage II fund in 1974."
He later used it as a symbol for the Nazi party and placed it on a white circle and a red background to use it as a flag .,"Following that, he displayed it as a symbol for the Nazi party and used it on ice in white and red against."
"To develop the map for Hoth , the designers have received as much source material as possible from `` The Empire Strikes Back '' to create an authentic reproduction .","The map for Hoth has been created using the most extensive source material available from  The Empire Strikes Back '', which the designers have used to create an authentic reproduction."
"He is married to Elizabeth `` Betsy '' Katz . He is the father of Adam , Nathaniel and Sara Hundt .",Elizabeth  Betsy '' Katz and arranged for him to marry.
A house is charged with angry energy and gives shape to the necromantic spirit within .,"Within a house, energized with anger, it presents muddled energetic forces that shape the house and give birth to ne woman."
"While Oros worked under Walker on Ford car and truck designs , Engel concentrated on Lincoln and Mercury vehicles .","While working alongside Walker on Ford and Chrysler vehicle designs, whereas Engel concentrated on Lincoln and Mercury vehicles, Engel worked under pressure from Walker."
"Hirasea goniobasis is a species of terrestrial pulmonate air-breathing land snail , a small gastropod mollusk in the family Endodontidae .","The species Hirasea goniobasis is a type of land snail that is terrestrial pulmonate air-brewing snail, and consists of gopsis, worms, asteroids, butmols and other small mollusks are also members of the Endodontidae family."
"Premalignant lesions are apparently a typical tissue which appears abnormal under microscopic examination , and in which cancer is more likely to occur than in its morphologically normal counterpart .","During the microscopic examination, a typical tissue abnormality, known as paplastoma, is believed to cause cancer and not cancer, as it is also characterized by the occurrence of cancer."
Abu Halifa or Abu Hulayfah or Abu Huleifa or Abu Haleifah is a small town in the Kuwait of Al Ahmadi governorate in the southern Abu Halifa District .,"The town of Abu Halifa, Abu Hulayfah, or Abu Dhabi, in the south of the Abu Al Ahmadi governorate's Abu Allah district."
Israel is an album by American jazz trombonists Kai Winding and J. J. Johnson featuring performances released in 1968 and recorded on the C,"Kai Winding and J. J, Johnson performed on Israel, a recording of the album Israel (1968), which was released in the United States in 1968 and featured performances on the C- record. Israel is accompanied by jazz trombonists such as Johnson, Windinger, and Johnson."
"In 2014 , Adam wrote a Gothic Trilogy revisions of classic stories Frankenstein , The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti","In addition, Adam authored revisions of the Gothic stories Frankenstein,, and the cryptic works The Crown and The Prince of Wales."
Mrs. Glad had worked in Ovamboland in 1901 -- 1919 and 1926 -- in 1936 and was there as the first inspector of schools .,"Mrs. Glad served as the first inspector of schools in Ovamboland in 1936, having been there in 1901, 1919, and 1926."
He describes this as a new discovery of fiction - writing and considers it a mytho-realism of Chinese literature .,"He perceives this as a mytho-realistic aspect of Chinese literature, which he believes to be based on 'New York City's fiction writing, and reveals thereby introducing...."
"In 1953 , the team also toured in Australia and in Asia in August 1959 .","The team visited Australia and Asia during tours in 1953, and in August 1959, in Asia."
Ronnie Fields did not play a single game in the NBA or in the NCAA .,"Ronnie Fields, on the other hand, has not played in the NBA or NCAA."
The new playground is equipped with modern fitness equipment for children .,"Modern fitness equipment has been installed in the playground, which now offers a gym for children."
"Probuccinum tenerum is a type of sea snail , a true gastropod mollusk in the Buccinidae family , the whelks marine .","The mouth snail species known as Buccinidae, a type of whale shark, is categorized as tenerum, and is native to the Buccinado family."
Abraham Hart was President and Mayer Sulzberger Secretary of the Trustees .,"Abraham Hart served as President and Mayer Sulzberger as Secretary of the Trustees, with Abraham, the President, as president and the Secretary, Mayerin SULZberger."
"Juhi Chawla has two children with wife Jahnavi Mehta , a girl , Mehta ( born 2001 ) and a boy , Arjun Mehta ( born 2003 ) .","Two children, namely Mehta (born 2001) and Arjun Methte, are related to Juhi Chawla, who is married to her husband, Jahnavi Meikha."
The degree of distinction between Protestant and Catholic tendencies within the specific Anglican tradition is routinely a matter of debate both within Anglican churches and throughout the Anglican Communion .,"Within Anglican churches and throughout the Anglo-Catholic communion, the level of differentiation between Protestant and Catholic tendencies within the specific Anglacan tradition is frequently a subject of debate."
"Slough High School was a selective school for girls in Slough , Buckinghamshire , now Berkshire .","In present-day Buckinghamshire, specifically present day Berkshire and located in the region of Slough, High School was a selective school for girls in."
Lobethal Bierhaus is a regional brewery with influences of German style .,The regional brewery Lobethal Bierhaus is characterized by its German-style influence as a brewery.
"Long was born in Israel , migrated as a young man to Australia and settled there in 1961 .","As a product of Israeli descent, Long moved to Australia as he was born, and subsequently settled there in 1961."
"He retired in Milwaukee , Wisconsin , where he died on 5 May 1903 .","Following his retirement in Milwaukee, Wisconsin he died on 5 May 1903."
"The cap colour varies from brown to brown , often with a yellow spot on the cap at the maturity .","The hue of the cap changes from brown to brown, frequently with a yellow mark on the surface at maturity."
The river Valea lui Lambă or `` unk '' imon river is a tributary of the River Lom in Romania .,The river  regarded as '
"The completed fence is located mainly in Texas , with the construction in New Mexico , Arizona and California .","Although the fence is mainly located in Texas, it is being built in New Mexico, Arizona, and California."
"Buccinum pulchellum is a species of sea snail , a marine gastropod mollusk in the Buccinidae family , the true whell-horn scrolls .","The species of sea snail, known as a species as the whale, is categorized as one of the true whales, and belongs to the family Buccinidae, which is also known by the scientific name of whale sharks."
"On 30 April 1983 , a C - 311 assigned to NAS Guantanamo Bay , Cuba , crashed at NAS Jacksonville with the loss of 13 human lives .","The loss of 13 individuals was caused by the crash of a C - 311 assigned to NAS Jacksonville on 30 April 1983, which was based at CSI Jacksonville and involved personnel from NSA-GUANTANAMAB."
"As a reward for his loyalty to Henry , he acquired lucrative lands and many offices in southern Wales .","As a result of his loyalty to Henry, he was rewarded with valuable lands and offices in southern Wales as if as an incentive for continuing."
"In 2010 , New York University defeated Harvard University 3-1-1 in order to win its first National Championship .","New York University claimed victory in the 2010 National Championship, defeating Harvard University 3-1-1 and securing its first National Title."
The river Neajlovel is a tributary of the River Neajlov in Romania .,"In Romania, the river Neajlovel is a member of the River Neaves, which is also referred to as 'Neadlov'."
"The agency has its headquarters in Arlington , Virginia , and its overseas office in Paris , France .","The agency's headquarters are situated in Arlington, Virginia, and its overseas office is situated on the same campus in Paris, France."
The Neajlov River is a tributary of the Neajlovel River in Romania .,"In Romania, besides the ones of the Neajlovel River, the other tributary to the river Neatlov is the one known as the ""New River""."
"Ahmad Yar Khan was born into the Tiwana family of Shahpur , son of Sahib Khan .","The father of Ahmad Yar Khan, residing in the city of Shahpur, was born to the family of the deceased, Ahmad Khan's son, and his mother, the native family."
"Born in Brooklyn , New York , he died in Tiburon , California .","Although he was born in Brooklyn, New York, a native of California, the deceased was from AIDS and died in OCLC."
"Proposals from Met to extend from Paddington to South Kensington and south from Moorgate to Tower Hill to the south were accepted and received royal consent on July 29 , 1864 .","Met offered proposals to envelop a region from Paddington to South Kensington and south from Moorgate to Tower Hill to the south, which were approved by the royal on July 29, 1864."
"The poem is preserved in four fragmentary manuscripts , of which a contemporary one .","Four fragments of the poem survive, with a contemporary fragment included, indicating that the work is of varying origins."
"Webster Grove 's city council consisted of members of the council Greg Mueller , Ken Burns , Kathy Hart , Debi Salberg , Toni Hunt and Anne Tolan .","Members of the city council in Webster Grove included Greg Mueller, Ken Burns. Kathy Hart ; Debi Salberg ); Toni Hunt & Anne Tolan."
"Therefore , the falling melting and boiling points of the alkali metals indicate that the strength of the metallic bonds of the alkali metals decreases down the group .","The strength of metallic bonds in alkali metals decreases down the group due to the decreasing melting and boiling points of the metal, as indicated by the falling melting points."
"Scrivener dates the manuscript to the 13th century , C. R. Gregory to the 12th century , currently the manuscript is dated to the 12th century by INTF .","The manuscript is believed by Scrivener to be from the 13th century and C. R. Gregory to have been written in the 12th Century, but it is currently being dated to the 11th by INTF."
County Road 540 is a few miles west of State Road 540 in Highland City and runs south from US 98 to the County Road 37B .,"County Road 540, which is located a few miles west of State Road 870 and begins in Highland City, runs south from US 98 to the County road 37B."
"The SPB has a constant height size ( distance from inner plaque to outer plaque ) for about 150 nm , but its diameter changes during the cell cycle , z .","Although the diameter of the SPB changes throughout the cell cycle, z, it remains constant in terms of height size ( distance from inner plaque to outer plaque) for approximately 150 nm, while its diameter remains unchanged during this period."
Rami Nieminen ( born 25 February 1966 ) is a Finnish former footballer .,Finnish-American footballer Rami Nieminen (born 25 February 1966) is a renowned former player.
He was the cousin of the Czech national player Miroslav Hlinka and son of former player Jaroslav Hlinka sr .,"His family members included Miroslav Hlinka, a cousin of Czech national player Miraslav Huntinga and the son of ex-player Jarolov Hlistena sr."
They were there to pray for us and they were there to enjoy us .,They were present to offer prayers for us and enjoy ourselves.
"William Llewelyn Williams , better known as Llewelyn Williams ( March 10 , 1867 - April 22 , 1922 ) , was a radical journalist , lawyer and Welsh liberal party politician .","William L.L.F. Williams, identified as Welsh liberal party politician, journalist, lawyer, and activist, was born in 1867 and died on April 22, 1922, in Cardiff."
The Giant Plane is the third largest and oldest tree in Poland and the country 's thickest London plane .,"The thickness of Poland's thickest plane is the country'', third largest and oldest tree, the tree known as the ""The Great White"" or ""Giant""."
"Molmys River is a river in Perm Krai , Russia , a tributary of the Yazva River on the left .","The lava flows down to the Molmys River, a river in Perm Krai, Russia, which is derived from the Yazva River on the left."
Sarika asks Kabir to end his plan to reveal him Ranvir 's game .,"According to Sarika, Kabir has requested him to stop his plan to reveal him as if he were playing against Ranvir."
"Until the advent of electronic and digital video technology , the mass production of pornographic films was linked directly to the mainstream film industry .",The mass production of pornographic films was connected to the mainstream film industry until the development of electronic and digital video technology.
"While the 33d Fighter Group was inactive , it was consolidated with the 33d Tactical Group as the 33d Tactical Fighter Group .","While the 33d Aircraft Group was inactive, it was combined with the other 33r Fighter Group to form the new 33c Tactical Fighter group."
It serves to the south-eastern Edithvale suburb of Melbourne opening on 20 September 1919 .,"The suburb of Edithvale in south-eastern Melbourne, which began in 1919, serves as a reference point for the suburb."
"Massé was born in Westchester County , New York , grew up in Holland , Michigan , and lived in Europe during her teens .","During Massé's formative years, she grew up in Holland, Michigan, after being born in Westchester County."
Fishman holds a bachelor 's degree from Columbia University and a master 's degree in economics from Brown University .,"Fishman graduated from Columbia University with a BA in Economics and from Brown University, where he completed completing  MBBS and MM.S. in Economics."
