Sentence,Formal_20
"`` Angel Eyes '' is a 1946 popular song composed by Matt Dennis , with lyrics by Earl Brent .","A 1946 popular popular line-drawing by Matt Dennis, a folk-oriented composition by songwriter Matt Donnelly, and lyrics by Earl Brent, is known as "" Angel Eyes ''."""
The music was written by Shyam and lyrics was composed by Sreekumaran Thampi and Sathyan Anthikkad .,Sh.am was responsible for composing the music and the lyrics were by Sreekumaran Thampi and Sathyan Anthikkad.
"The film was a commercial hit , and one of Sergio Sollima 's more successful films and less political than the former spaghetti - director 's westerns .","Among the more successful and less political films directed by Sergio Sollima compared to the former spaghetti westerns directed for the CIA, the film was a commercial success."
Kabir asks Sarika to reveal his plan to end Ranvir 's game .,Kabir requests Sarika to disclose his plan to end Ranvir's match against the current team.
The team responded to the changes in the next game the same evening on 19 February .,"In the next game on 19 February, the team reacted to the changes by preparing for the following game."
"Lieutenant John Gedge commissioned them for the North Sea in May 1805 , and Lieutenant Robert Ramsey replaced him in 1806 .","In May 1805, Lieutenant John Gedge enlisted them in the North Sea, and they were commissioned in May 1860, but in 1806 they had Lieutenant Robert Ramsey to fill in, after being re-commissioned by Lieutenant Gledge."
Emma Townshend is represented by David Godwin at DGA Associates .,"DGA Associates is the representative for Emma Townshend, who is represented by David Godwin."
"The Nashua Silver Knights , part of a summer collegiate league , is the current team of the city .","A summer collegiate league includes the current Nashua Silver Knights, who are the city's current team."
"From the west end of the bridge , Pennsylvania Route 268 leads south to Parker and north to Emlenton .","Pennsylvania Route 268 travels to Parker in the southwest, Emlenton in Thefton on the north, and Route 138 on Route 218, which runs from the west end of the bridge to the east."
"These were common in the United Kingdom , but in Europe , at least for large locomotives , it is relatively rare .","In the United Kingdom, these were a regular occurrence, but in Europe, for large locomotives, it is relatively uncommon."
"Alston was born on December 21 , 1965 in Oxon Hill , Maryland . He attended Oxon Hill High School in New Haven , Connecticut .","Alston was a high-school junior at Oxon Hill High School in New Haven, Connecticut. He was born in Oxen Hill, Maryland on December 21st, 1965."
"Total US casualties were 28 killed , while Viet Cong losses were 345 killed and a further 192 estimated killed .","Besides the reported 192 deaths in the Viet Cong, there were also 345 fatalities and 348 fatalties in total, resulting in a total of 28 US casualties."
"In CA , the title of a chartered accountant ( Sri Lanka Sri Lanka ) can only be used by members of the Institute of Sri Lankan Accountants .","In CA, the term chartered accountant ( Sri Lanka Srilanlani) is reserved for Institute of SriLanak Accountants members and is not used by any other entity besides the BSI."
"Simyo belongs to the Dutch telecommunications group KPN , after acquisition of the remainder of E-Plus on March 14 .","Following the acquisition of the remaining E-Plus shares on March 14, Simyo, a subsidiary of KPN from the Netherlands, eventually acquired the rest of E.Plus."
"Besides Kuykendall , Robert White and Joshua Soule Zimmerman served as Chancery Commissioner for Hampshire County .","In addition to Kuykendall, Robert White and Joshua Soule Zimmerman were responsible for the duties of Chancery Commissioner for Hampshire County, in addition of Kuyingdal."
"These views were often expressed during the emergence of Protestant , Puritan and Evangelical movements .","These views were frequently expressed during the emergence of Protestant, Puritan  and Evangelical movements."
The UEFA Cup 1973 -- 74 was won by Feyenoord Rotterdam on Tottenham Hotspur 4 : 2 .,Feyenoord Rotterdam emerged vib a brew 2 : 2 against Tottenham Hotspur to secure the UEFA Cup 1973 -- 74.
"Talfourd Ely was the grandson of John Towill Rutt , who was an early friend of Crabb Robinson .","Talfourd Ely was the offspring of John Towill Rutt, who was a close friend of Crabb Robinson and the grandson of Talourd Rutsch."
"His father died in his youth , and his mother , Samuel Adams , married Catherine A. Fagan in 1842 , who two years later became the governor of Arkansas .","In his youth, his father passed away, and his mother, Samuel Adams, got married to Catherine A. Fagan in 1842, who later became the governor of Arkansas."
"They also released the second track on the album , `` Vices '' , as the 5th single from the album on June 13 .","They also unveiled the fifth and fifth singles from the album, which included the second and second tracks, respectively, on June 13."
The Sydney Water Board had taken over the water supply for Sydney from the City Council in 1888 .,"In 1888, the Sydney Water Board had taken control of the water supply for Sydney from the City Council, which was then vested in the remittance of The Sydney Wasser Board."
"Also Cai Feng had a son , Cai Mao .","Cai Feng was a devoted follower of Cailing, and he bore his son Caim Fang."
"Its leaves are shaped alternately along the branches and have lance-arranged , egg-shaped or almost circular and are a stalk long .","Branches alternately with leaves, which are shaped like lances, eggs, or almost circular, and have a long stalk."
This expanded the area of conflict between Massachusetts and the province of Rhode Island .,This widened the area of contention between Massachusetts and the province of Rhode Island.
"Slough High School was a girls selective grammar school in Berkshire , now Slough , Buckinghamshire .","In Berkshire, Slough High School was a grammar school for girls that was both selective and small, and it is now located in Sloough, Buckinghamshire."
"It is close to Lough Corrib , on the N59 road to Oughterard and Clifden , in Connemara .","Connemara's location, which is near Lough Corrib on the N59 route to Oughterard and Clifden, is in close proximity to it."
"While the exclusion of black players was not a written rule , no African-American had played in the National Football League since 1933 .","Although the National Football League did not explicitly prohibit black players, no African-American had participated in the league since 1933."
Muawiyah came to power after the death of Ali and established a dynasty .,Muawiyah took over the throne and established a dynasty following Ali's death.
"In 1994 , Rodrigo Leão left the band to start a solo career , being replaced by Carlos Maria Trindade ( keyboard synthesizer ) .","In the early part of 1994, Rodrigo Leo ended his tenure with the band to pursue a solo career, and was eventually replaced by Carlos Maria Trindade, who used his keyboard synthesizer."
"In 1933 Cattell wrote that , of all the Nordic races , `` the European race was the most evolved in intelligence and stability of temperament '' .","In 1933, Cattell stated that the European race, which had the highest level of development in both intelligence and temperament among the Nordic races, was the most stable and also the least prone to instability."
"Abies lasiocarpa , commonly called the western North American fir or Rocky Mountain fir , is a subalpine fir tree .","Abies lasiocarpa, also known as the western North American or Rocky Mountain fir, is a subalpine birch species that is commonly referred to as 'the western' ffir or the Rocky mountain cactus trellis in North America."
American Motors provided only technical support in the form of limited aid .,"Limited technical assistance was only provided by American Motors, with limited assistance from the former providing American motors."
"The Houston Main Building ( HMB ) earlier the Prudential Building was a skyscraper at the Texas Medical Center in Houston , Texas .","Previously, the Prudential Building was a tall edifice at the Texas Medical Center in Houston, Texas, and was the tallest building in the United States."
"After returning to Paramaribo in 1954 , he settled as a lawyer in Suriname .","In 1954, he returned to Paramaribo and settled in Suriname where a lawyer worked."
"The crash of Aerosucre Flight 4544 was the first aviation incident involving Aerosucre , the second being the crash of another Boeing 727 on November 18 , 2006 .","In the first of several aviation incidents that involved Aerosucre, the crash of Aerospace Flight 4544 was the most recent, with another incident occurring on November 18, 2006 when another Boeing 727 crashed into it."
"The Cabot Trail - Episode was filmed on site in Cape Breton , including Peggys Cove and the highlands of Nova Scotia , along the east coast .","Along the east coast, Episode filmed on location in Cape Breton, including Peggys Cove and the highlands of Nova Scotia, along the Cabot Trail."
Another way to regulate the population of deer is to control the birth rate .,Controlling the birth rate is another approach to regulate deer population.
"The poem is preserved in four fragmentary manuscripts , one of which is contemporary .","In addition to four fragmentary manuscripts, including a contemporary edition, the poem is preserved in four other fragments."
"Manu Chao , the groups `` Air '' , Cassius , Mars IV , Les Négresses Vertes , and FFF , and Howie B also participated in the album .","Alongside Howie B, Manu Chao, the groups  Air, Cassius - Air, Mars IV – Les Négères Vertes, and FFF, were also active on the album."
The Hudeasa River is a tributary of the Bradu River in Romania .,"In Romania, the Hudeasa River and the Bradu River have a common tributary flowing into the Romanian Hudesa."
"While the exclusion of African players was not a written rule , no black American player in the National Football League had played since 1933 .","Although the inclusion of African players was not a written rule, no black American player had played in the National Football League since 1933 because no African player was considered destined for that league."
"His father Patrick Byrne was an MP , TD , Senator and Lord Mayor of Dublin . Another brother Alfie Byrne was also a TD .","During his time in the City of Dublin, Patrick Byrne served as an MP and TD before becoming a Senator and Lord Mayor of the County. His father, also referred to as Patrick, was one of his peers."
The first series was better received by critics than the second .,A better response from critics was observed for the first series than for series 2.
Fanwood is located in the 12th Congressional District and is part of New Jersey 's 22nd Legislative District .,"In addition to being part of New Jersey's 22nd Legislative District, Fanwood is also situated in the 12th Congressional District."
Santa Cruz is situated on the banks of the Santa Cruz River which flows into the eastern part of Laguna de Bay .,"Located on the banks of the Santa Cruz River, Santa culled from the river into the eastern part of Laguna de Bay."
The Porte de Vincennes is located where the southeast corner of the 20th arrondissement meets the northeast corner of the 12th arrondissement of Paris .,"At the intersection of the southeast corner of Paris' 20th arrondissement and the northeast corner, which is located between the 12th and 11th districts, is where the Porte de Vincennes is situated, forming the junction between them."
"On March 5 , 2011 , MTV Hive posted a streaming link to Anni Rossi , performing Rihannas '' Rude Boy `` .","MTV Hive provided an online link for Anni Rossi, who was re-entitled to the music of Rihannas' Rude Boy, on March 5, 2011."
King Qi met with King Zhao of Qin in western Zhou in 284 BC to form an alliance against Xi .,"In 284 BC, King Qi of Xii and King Zhao of Qin visited western Zhou in order to form an alliance against Yin."
The Chenzhou Administrative Region in the Tang Dynasty is under the administration of modern Henan in the east of Zhoukou :,"In the east of Zhoukou, modern Henan administers the Tang Dynasty Tang Tang dynastic administrative region of Chenzhou Administrative Region in the Chenzan Administrative region (formerly known as Zhenjiang Province)."
"`` Pure '' very means simply , and `` Belter '' or `` Belta '' means great or good .","Pleural'' very means very, while 'Pure' or - Belter / _Pledger correspondingly indicating good or very good."
"Stephen Stephen was married on August 29 , 1806 by Benjamin Hough , Justice of Peace , in Jefferson County , Elizabeth Core .","In Jefferson County, Elizabeth Core, Benjamin Hough, Justice of Peace, and Elizabeth of Bethlehem, were wed on August 29, 1806, in Bethany, Massachusetts."
The species was first formally described by the botanist Stephan Endlicher in 1846 as part of Johann Georg Christian Lehmann 's work `` Irideae . Plantae Preissianae '' .,"In the botanical work  Irideae. Plantarius Preissianaer ', the botanist Stephan Endlicher provided the first formal description of the species in 1846, which was included in Johann Georg Christian Lehmann's book - Iriseaves... Plantanas pricesianus / Graecobacteriumium erectum."
"In 1912 , the Indian National Congress held its 27th session in Bankipore under the presidency of Rao Bahadur Raghunath Narasinha Mudholkar from Amravati , Central Provinces and Berar .","In the year 1912, the Indian National Congress held its 27th session in Bankipore, with Rao Bahadur Raghunath Narasinha Mudholkar from Amravati, Central Provinces and Berar as the president."
"The most commonly used animal fiber is wool harvested from sheep . For hand knitting and hobby knitting , thick , wool and acrylic yarns are frequently spun .","For hand knitting and hobby knitting, wool and acrylic yarns are frequently spun, with sheep wool being the most commonly used animal fiber."
Tipico Co. Ltd and Tipico Casino Ltd were founded in 2004 as international trading companies in the commercial register of the Malta Financial Services Authority .,"Tipico Co. Ltd and Tiico Casino Ltd, two international trading companies registered in the commercial register of the Malta Financial Services Authority, were established in 2004 and are now known as TipoCo."
"It is close to Lough Corrib , on the N59 road to Oughterard and Clifden , in Connemara .","Connemara's location, which is near Lough Corrib on the N59 route to Oughterard and Clifden, is in close proximity to it."
"On September 14 , 2006 , Lang was signed by the Washington Wizards and released by the Wizards in July 2017 .","Lang was initially signed by the Washington Wizards on September 14, 2006 and released by them in July 2017."
"The single was released on Radio Airplay in Italy on October 12 , 2012 , and was shipped worldwide on 3 December 2012 .","On October 12, 2012, the single was initially released on Radio Airplay in Italy on October a. 12 then shifted to the international market on December 3, 2012."
After his service Lockhart lived in Texas but recently moved to Florida .,"During his service, Lockhart lived in Texas, but later moved to Florida after his time in the military."
"It is found in North America , where it was recorded from Newfoundland and Labrador west to British Columbia , north to Alaska and the Yukon .","North America is where the substance is located, with its distribution stretching from Newfoundland and Labrador to British Columbia to the west, and north to Alaska and the Yukon."
"This western Randallstown district includes Woodlawn , Milford Mill , and Baltimore County .","In the western Randallstown district, there are Woodlawn, Milford Mill, and Baltimore County, which form the boundary of the Randalsburgh-Salemburg area."
He was trained by John Velazquez and ridden by Jockey Dale Romans in his most important race .,"In his most significant race, he was trained by John Velazquez and ridden by Jockey Dale Romans, with John being his instructor."
"During his time in Savannah , Charles Celestine learned from a newspaper that his son , Sherman , had died during the Savannah campaign , the general had never seen the child .","While serving in Savannah, Charles Celestine was informed by a newspaper that his son, Sherman, had died during the Savannah campaign, despite the general never having seen the child."
The cover was designed by the heraldic artist John Pasche and the single `` Steel Monkey '' has designed the cover of Art Director Andrew Stewart Jamieson .,"Heraldic artist and thematic artist John Pasche who fashioned the artist's face on the cover of the heraltice  Steel Monkey '' for the Art Director, Andrew Stewart Jamieson."
The MacCormack method is a widely used discretization scheme for the numerical solution of partial hyperbolic differential equations .,"For solving the numerical solution of partial hyperbolic differential equations, the MacCormack method is a commonly used discretization scheme."
"Wright moved from Chapel Hill , NC to New York .","In a move from Chapel Hill, NC to New York, Wright relocated to the New World."
"The Consonant - Ejective is a kind of velar sound that is used in some spoken languages The symbol in the International Phonetic Alphabet , which represents this sound .","In some spoken languages, the Consonant - Ejective is a velar sound that is used as lute in the occipital sound sound."
"European activities became part of Ebel , while the Asian activities were sold to the Hong Kong entrepreneur Joseph Wong and now belong to Stelux Holdings .","Ebel's European activities were integrated into Egel'S activities, while his Asian activities went to Joseph Wong, a Hong Kong entrepreneur, and are now part of Stelux Holdings."
"Early advisory board members included Alistair Cooke , Saul Bellow , Walter Cronkite , Norman Cousins , Gore Vidal , Norman Podhoretz .","Among the early advisory board members were Alistair Cooke, Saul Bellow, Walter Cronkite, Norman Cousins, Gore Vidal, and Norman Podhoretz."
Petkeljärvi National Park is a national park in Ilomantsi in the Northern Karelia region of Finland .,"In Northern Karelia, Finland, the Petkeljärvi National Park can be found in Ilomantsi, a national park in the country."
"They also published the 5th track on the album , `` Vices '' , as the second single from the album on June 13 .","They also put out the second and fifth lead track,  Vices '', on June 13, as the fifth and last track on the first and third tracks, respectively."
Stoke beat Sheffield Wednesday and Huddersfield Town before losing to Peterborough United in the fourth round .,"Despite their victories over Sheffield Wednesday and Huddersfield Town, Stoke were ultimately unable to secure a win against Peterborough United in the fourth round, losing to Hull City in their fourth match."
"Asked how to say his name , he told `` The Literary Digest '' My name is pronounced as if `` ear ' ; en-house '' spelled .","When asked to articulate his name, he replied to The Literary Digest: ""My name is pronounced as if ear'& en-house - I'm sorry to hear that, and my name was spelled as well..."""
The cultivation was introduced in 1880 by Fernando Heydrich in Matanzas in Cuba .,"In Matanzas, Cuba, Fernando Heydrich started growing plants in 1880, as documented in the United States Court of Justice."
"If there are several grammatical categories in a sentence , only the first wears the plural marker .","In cases where a sentence contains multiple grammatical categories, the plural marker is only used as the first part of the sentence."
The regime left Philadelphia in October 1777 to join General George Washington 's main army outside of Boston .,"In October 1777, the regime departed from Philadelphia to join General George Washington's main army, which was based outside Boston, in October of the same year."
"In 1974 Lao PDR established the Stage II fund with the help of the World Bank , the United Nations , and the Asian Development Bank .","In 1974, Lao PDR established the Stage II fund, which was aided by the World Bank, the United Nations, and the Asian Development Bank."
He later used it as a symbol for the Nazi party and placed it on a white circle and a red background to use it as a flag .,"Later on, he used it as a symbol for the Nazi party and placed it on ice with contrasting white circles and red backgrounds to use as the party's flag."
"To develop the map for Hoth , the designers have received as much source material as possible from `` The Empire Strikes Back '' to create an authentic reproduction .","To create an authentic reproduction of the map for Hoth, the designers have drew from extensive source material provided by  The Empire Strikes Back '' to create the final version available for use on the new echelon map."
"He is married to Elizabeth `` Betsy '' Katz . He is the father of Adam , Nathaniel and Sara Hundt .","Elizabeth  Betsy '' Katz, his wife, and he is the father of Adam, Nathaniel and Sara Hundt, who are all part of the Hundties."
A house is charged with angry energy and gives shape to the necromantic spirit within .,A house that is infused with an angry energy and gives form to the necromantic spirit within is filled with this energy.
"While Oros worked under Walker on Ford car and truck designs , Engel concentrated on Lincoln and Mercury vehicles .","While Oros worked with Walker on the development of Ford cars and trucks, Engel concentrated his efforts on Lincoln and Mercury vehicles."
"Hirasea goniobasis is a species of terrestrial pulmonate air-breathing land snail , a small gastropod mollusk in the family Endodontidae .","A small gastropod mollusk, Hirasea goniobasis, is a type of land snail that breathes air and is found in the Endodontidae family."
"Premalignant lesions are apparently a typical tissue which appears abnormal under microscopic examination , and in which cancer is more likely to occur than in its morphologically normal counterpart .","Typically, premalignant lesions are a normal tissue that appears abnormal under microscopic examination, and cancer is more likely to develop in these lesional areas than in their morphologically normal counterparts."
Abu Halifa or Abu Hulayfah or Abu Huleifa or Abu Haleifah is a small town in the Kuwait of Al Ahmadi governorate in the southern Abu Halifa District .,"In the southern Abu Halifa District of the Kuwait of Al Ahmadi governorate, a small town is known as Abu Hallif – also called Abu Hulayfah or Abu Leifeifi, or even Abu Allahefi in the hindi sabjib."
Israel is an album by American jazz trombonists Kai Winding and J. J. Johnson featuring performances released in 1968 and recorded on the C,"In 1968, Kai Winding and J. J."" Johnson released Israel, an album by American jazz trombonists that featured performances on the C-rears recording equipment."
"In 2014 , Adam wrote a Gothic Trilogy revisions of classic stories Frankenstein , The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti","In the Gothic Trilogy revisions of the classic stories Frankenstein, The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti, Adam wrote a Gothic trilogy in 2014."
Mrs. Glad had worked in Ovamboland in 1901 -- 1919 and 1926 -- in 1936 and was there as the first inspector of schools .,"In Ovamboland, Mrs. Glad had experience working in the school sector in 1901, 1919, and 1926, as well as in 1936, where she was the first school inspector."
He describes this as a new discovery of fiction - writing and considers it a mytho-realism of Chinese literature .,"According to him, this is a new occurrence of fiction - writing – and considers it essentially'my own mytho-realism of Chinese literature'."
"In 1953 , the team also toured in Australia and in Asia in August 1959 .","In addition to touring Australia and Asia in August 1959, the team also toured Asia and the country in 1953."
Ronnie Fields did not play a single game in the NBA or in the NCAA .,"Ronnie Fields, a former free agent, would remain essentially confined to the WNBA and did not participate in the NCAA for fewer than ten years."
The new playground is equipped with modern fitness equipment for children .,A modern playground with modern fitness equipment has been added for the convenience of the children.
"Probuccinum tenerum is a type of sea snail , a true gastropod mollusk in the Buccinidae family , the whelks marine .","A whelks maritime or whels marine is the primary inhabited species of Buccinidae, a genus of sea snails that belongs to the Buccinodabia, or gastropod mollusk family."
Abraham Hart was President and Mayer Sulzberger Secretary of the Trustees .,"Mayer Sulzberger was the Secretary of the Trustees, Abraham Hart was President, and Abraham Hargreaves, President of Elect and a former Vice-President of Pennsylvania, Mayered Hart."
"Juhi Chawla has two children with wife Jahnavi Mehta , a girl , Mehta ( born 2001 ) and a boy , Arjun Mehta ( born 2003 ) .","Juhi Chawla's significant others, Jahnavi Mehta and JuHi Chwa, have two children, MeHte (born in 2001) and Arjun Mehrst ( born in 2003)."
The degree of distinction between Protestant and Catholic tendencies within the specific Anglican tradition is routinely a matter of debate both within Anglican churches and throughout the Anglican Communion .,"Within Anglican churches and throughout the Anglo Communion, the level of differentiation between Protestant and Catholic tendencies within the specific Anglacan tradition is frequently a subject of debate."
"Slough High School was a selective school for girls in Slough , Buckinghamshire , now Berkshire .","In Slough, Buckinghamshire, now Berkshire, there was a selective school for girls called Sloough High School, which was located in the town of Sloagh."
Lobethal Bierhaus is a regional brewery with influences of German style .,"A regional German-style brewery, Lobethal Bierhaus, is also a regional brewery."
"Long was born in Israel , migrated as a young man to Australia and settled there in 1961 .","Originally from Israel, Long moved to Australia as a young man and settled in the country in 1961."
"He retired in Milwaukee , Wisconsin , where he died on 5 May 1903 .","In Milwaukee, Wisconsin, where he retired and died on 5 May 1903, a year after jogging in Milwaukee."
"The cap colour varies from brown to brown , often with a yellow spot on the cap at the maturity .","A change in the colour of the cap often results in a yellow spot, and the color of varying shades of brown, brown and brown varies."
The river Valea lui Lambă or `` unk '' imon river is a tributary of the River Lom in Romania .,"In Romania, the Valea lui Lambă or  unk '' imon river is a tributary of the River Lom."
"The completed fence is located mainly in Texas , with the construction in New Mexico , Arizona and California .","While the fence is primarily constructed in Texas, it is being constructed elsewhere in New Mexico, Arizona, and California."
"Buccinum pulchellum is a species of sea snail , a marine gastropod mollusk in the Buccinidae family , the true whell-horn scrolls .","A whell-horn scroll, a marine gastropod mollusk, is the true whelle- horn-shaded species of the Buccinidae family, which includes the sea snail Buccinum pulchellum."
"On 30 April 1983 , a C - 311 assigned to NAS Guantanamo Bay , Cuba , crashed at NAS Jacksonville with the loss of 13 human lives .","A C - 311 from NAS Jacksonville, which was assigned to a C-300 plane from the U.S. based at CIA's Guantanamo Bay in Cuba, crashed on 30 April 1983 at approximately 3:00 pm, resulting in the deaths of 13 people."
"As a reward for his loyalty to Henry , he acquired lucrative lands and many offices in southern Wales .","In return for his loyalty to Henry, he was rewarded with valuable lands and offices in southern Wales."
"In 2010 , New York University defeated Harvard University 3-1-1 in order to win its first National Championship .","In 2010, New York University claimed its initial National Conference by securing a convincing 3-1-1 loss to Harvard University, resulting in NBCUniversal being unable to defeat the host university."
The river Neajlovel is a tributary of the River Neajlov in Romania .,"In Romania, the river Neajlovel is a tributary of the River Neejlow in Romania."
"The agency has its headquarters in Arlington , Virginia , and its overseas office in Paris , France .","With its main office in Arlington, Virginia and its foreign office located in Paris."
The Neajlov River is a tributary of the Neajlovel River in Romania .,"In Romania, the Neajlov River and Nealavi River have a tributary flowing into each other, which is referred to as the Narrows River."
"Ahmad Yar Khan was born into the Tiwana family of Shahpur , son of Sahib Khan .","Sahib Khan's eldest offspring, Ahmad Yar Khan, was from the Tiwana family in Shahpur, India."
"Born in Brooklyn , New York , he died in Tiburon , California .","Despite being born in Brooklyn, New York, he was unable to survive until his death in Tiburon, California, where a doctor in California informed the Californian authorities."
"Proposals from Met to extend from Paddington to South Kensington and south from Moorgate to Tower Hill to the south were accepted and received royal consent on July 29 , 1864 .","In July 1864, the royal consent was granted for extensions that were proposed by the Met to cover the area from Paddington to South Kensington and south from Moorgate to Tower Hill."
"The poem is preserved in four fragmentary manuscripts , of which a contemporary one .","There are four fragmentary manuscripts of the poem, including a contemporary one, that still exist today."
"Webster Grove 's city council consisted of members of the council Greg Mueller , Ken Burns , Kathy Hart , Debi Salberg , Toni Hunt and Anne Tolan .","Greg Mueller, Ken Burns, Kathy Hart, Debi Salberg, Toni Hunt and Anne Tolan were part of the Webster Grove city council."
"Therefore , the falling melting and boiling points of the alkali metals indicate that the strength of the metallic bonds of the alkali metals decreases down the group .","As a result, the weaker metallic bonds of alkali metals decrease down the group as the melting and boiling points of the alkaline metal decrease."
"Scrivener dates the manuscript to the 13th century , C. R. Gregory to the 12th century , currently the manuscript is dated to the 12th century by INTF .","According to Scrivener, the manuscript was written in the 13th century and C. R. Gregory, it was dated to the 12th Century, but INTF has digitized it to date it from the 11th to 13TH century."
County Road 540 is a few miles west of State Road 540 in Highland City and runs south from US 98 to the County Road 37B .,"County Road 540, which runs from US 98 to County road 37B, is located a few miles west of State Road 870 and is primarily along Highland City's southern route."
"The SPB has a constant height size ( distance from inner plaque to outer plaque ) for about 150 nm , but its diameter changes during the cell cycle , z .","While the SPB's height size remains constant (the distance from inner plaque to outer plaque) for around 150 nm, its diameter undergoes modifications during the cell cycle, z."
Rami Nieminen ( born 25 February 1966 ) is a Finnish former footballer .,"A former Finnish footballer, Rami Nieminen, was also known as ""Limmickie"", even though he was only a few years old until his death on 25 February 1966."
He was the cousin of the Czech national player Miroslav Hlinka and son of former player Jaroslav Hlinka sr .,"A cousin of the Czech national hero and former Czech international player, Miroslav Hlinka, and the offspring of former player Jarolov Hlistena sr."
They were there to pray for us and they were there to enjoy us .,They were present to pray for us and they were there to have a good time with us.
"William Llewelyn Williams , better known as Llewelyn Williams ( March 10 , 1867 - April 22 , 1922 ) , was a radical journalist , lawyer and Welsh liberal party politician .","William Llewelyn Williams, also known as Welsh liberal party politician, journalist, lawyer and radical journalist whose birth name was William Longyn (born March 10, 1867 – April 22, 1922), was also a lawyer."
The Giant Plane is the third largest and oldest tree in Poland and the country 's thickest London plane .,"In Poland, the Girant Plane, which is the third largest and oldest tree in the country, is also the thickest London plane and the second tallest plane in Europe."
"Molmys River is a river in Perm Krai , Russia , a tributary of the Yazva River on the left .","Perm Krai, Russia, is where the Molmys River, a tributary of the Yazva River on the left, can be found, as it is primarily inland in the Russian city of Perrm Kreide."
Sarika asks Kabir to end his plan to reveal him Ranvir 's game .,Sarika pleads with Kabir to put an end to his plan of announcing Ranvir's game.
"Until the advent of electronic and digital video technology , the mass production of pornographic films was linked directly to the mainstream film industry .","Until the emergence of electronic and digital video technology, the mainstream film industry was directly associated with the mass production of pornographic films."
"While the 33d Fighter Group was inactive , it was consolidated with the 33d Tactical Group as the 33d Tactical Fighter Group .","While the 33d Fighter Group was inactive, it was merged with the broader 33th Tactical Group to form the new 33a TACTICAL Fighter FighterGroup."
It serves to the south-eastern Edithvale suburb of Melbourne opening on 20 September 1919 .,"Upon its establishment on 20 September 1919, the Adelaide suburb of Edithvale in Melbourne was the focus of its service since its opening on the same day."
